Orthogroup	Prao	Syan
OG0000123	Prao.g_01694	Syan.g_02190
OG0000124	Prao.g_01759	Syan.g_01873
OG0000125	Prao.g_01796	Syan.g_01573
OG0000126	Prao.g_01836	Syan.g_01705
OG0000128	Prao.g_00158	Syan.g_01768
OG0000129	Prao.g_00190	Syan.g_01563
OG0000130	Prao.g_00208	Syan.g_02906, Syan.g_02907
OG0000131	Prao.g_00283	Syan.g_03008
OG0000132	Prao.g_00302	Syan.g_03029
OG0000133	Prao.g_00458	Syan.g_00561
OG0000134	Prao.g_00491	Syan.g_02319
OG0000135	Prao.g_00516	Syan.g_01616
OG0000136	Prao.g_00545	Syan.g_01342
OG0000137	Prao.g_00581	Syan.g_02846
OG0000138	Prao.g_00601	Syan.g_02747
OG0000140	Prao.g_01853	Syan.g_00042
OG0000141	Prao.g_00045	Syan.g_01032
OG0000142	Prao.g_00074	Syan.g_00816
OG0000143	Prao.g_00078	Syan.g_00812
OG0000144	Prao.g_00091	Syan.g_00782
OG0000145	Prao.g_00701	Syan.g_02740
OG0000146	Prao.g_00705	Syan.g_00555, Syan.g_00253
OG0000147	Prao.g_00706	Syan.g_00254, Syan.g_00554
OG0000148	Prao.g_00757	Syan.g_00670
OG0000149	Prao.g_00788	Syan.g_00393
OG0000150	Prao.g_00796	Syan.g_01031
OG0000151	Prao.g_00855	Syan.g_00731
OG0000152	Prao.g_00902	Syan.g_00565
OG0000153	Prao.g_00921	Syan.g_00601
OG0000154	Prao.g_00948	Syan.g_00363
OG0000155	Prao.g_01069	Syan.g_02654
OG0000156	Prao.g_01287	Syan.g_02717
OG0000157	Prao.g_01286	Syan.g_02718
OG0000158	Prao.g_01220	Syan.g_01078, Syan.g_01926
OG0000159	Prao.g_01219	Syan.g_01120
OG0000160	Prao.g_01398	Syan.g_01274
OG0000161	Prao.g_01404	Syan.g_01268
OG0000162	Prao.g_01410	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Prao.g_01443	Syan.g_02405
OG0000164	Prao.g_01576	Syan.g_01440
OG0000165	Prao.g_01583	Syan.g_01448
OG0000166	Prao.g_01651	Syan.g_02239
OG0000167	Prao.g_01717	Syan.g_01941
OG0000168	Prao.g_01727	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Prao.g_01737	Syan.g_01912
OG0000170	Prao.g_01739	Syan.g_01901
OG0000171	Prao.g_01758	Syan.g_01875
OG0000172	Prao.g_01767	Syan.g_01810
OG0000173	Prao.g_01782	Syan.g_01720
OG0000174	Prao.g_01810	Syan.g_01619
OG0000175	Prao.g_01820	Syan.g_01678, Syan.g_00258
OG0000176	Prao.g_01845	Syan.g_01801
OG0000177	Prao.g_01846	Syan.g_01775
OG0000178	Prao.g_01847	Syan.g_01774
OG0000179	Prao.g_00163	Syan.g_01759
OG0000180	Prao.g_00164	Syan.g_01758
OG0000181	Prao.g_00165	Syan.g_01757
OG0000182	Prao.g_00166	Syan.g_01756
OG0000183	Prao.g_00170	Syan.g_01752
OG0000184	Prao.g_00192	Syan.g_01549
OG0000185	Prao.g_00195	Syan.g_01540
OG0000186	Prao.g_00203	Syan.g_02902
OG0000187	Prao.g_00204	Syan.g_02904
OG0000188	Prao.g_00221	Syan.g_02926
OG0000189	Prao.g_00235	Syan.g_02966
OG0000190	Prao.g_00236	Syan.g_00971
OG0000191	Prao.g_00256	Syan.g_02300
OG0000192	Prao.g_00260	Syan.g_02294
OG0000193	Prao.g_00284	Syan.g_03009
OG0000194	Prao.g_00287	Syan.g_03012
OG0000195	Prao.g_00289	Syan.g_03014
OG0000196	Prao.g_00299	Syan.g_03026
OG0000197	Prao.g_00300	Syan.g_03027
OG0000198	Prao.g_00301	Syan.g_03028
OG0000199	Prao.g_00308	Syan.g_03037
OG0000200	Prao.g_00322	Syan.g_03055
OG0000201	Prao.g_00330	Syan.g_03074
OG0000202	Prao.g_00331	Syan.g_03075
OG0000203	Prao.g_00332	Syan.g_03076
OG0000204	Prao.g_00333	Syan.g_03077
OG0000205	Prao.g_00340	Syan.g_03087
OG0000206	Prao.g_00345	Syan.g_03095
OG0000207	Prao.g_00347	Syan.g_03100
OG0000208	Prao.g_00348	Syan.g_03101
OG0000209	Prao.g_00357	Syan.g_01521
OG0000210	Prao.g_00358	Syan.g_01522
OG0000211	Prao.g_00371	Syan.g_02416
OG0000212	Prao.g_00378	Syan.g_01508, Syan.g_02438
OG0000213	Prao.g_00395	Syan.g_02059
OG0000214	Prao.g_00405	Syan.g_02040
OG0000215	Prao.g_00429	Syan.g_02010
OG0000216	Prao.g_00431	Syan.g_02006
OG0000217	Prao.g_00434	Syan.g_02001
OG0000218	Prao.g_00436	Syan.g_01999
OG0000219	Prao.g_00437	Syan.g_01998
OG0000220	Prao.g_00438	Syan.g_01997
OG0000221	Prao.g_00439	Syan.g_01994
OG0000222	Prao.g_00446	Syan.g_01981
OG0000223	Prao.g_00459	Syan.g_00228
OG0000224	Prao.g_00461	Syan.g_01959
OG0000225	Prao.g_00480	Syan.g_02997
OG0000226	Prao.g_00484	Syan.g_02990
OG0000227	Prao.g_00486	Syan.g_02988
OG0000228	Prao.g_00489	Syan.g_02315
OG0000229	Prao.g_00540	Syan.g_02396
OG0000230	Prao.g_00542	Syan.g_02398
OG0000231	Prao.g_00553	Syan.g_01333
OG0000232	Prao.g_00564	Syan.g_02801
OG0000233	Prao.g_00569	Syan.g_02876
OG0000234	Prao.g_00582	Syan.g_02844
OG0000235	Prao.g_00585	Syan.g_02765
OG0000236	Prao.g_00599	Syan.g_02749
OG0000237	Prao.g_00612	Syan.g_02731
OG0000238	Prao.g_00618	Syan.g_02726
OG0000239	Prao.g_00631	Syan.g_01187
OG0000240	Prao.g_00632	Syan.g_01186
OG0000241	Prao.g_01861	Syan.g_00822
OG0000242	Prao.g_01859	Syan.g_01168
OG0000243	Prao.g_01162	Syan.g_00840
OG0000244	Prao.g_01165	Syan.g_00848
OG0000245	Prao.g_01167	Syan.g_00850
OG0000246	Prao.g_01171	Syan.g_00854
OG0000247	Prao.g_01181	Syan.g_00866
OG0000248	Prao.g_01183	Syan.g_00869
OG0000249	Prao.g_01185	Syan.g_00871
OG0000250	Prao.g_01864	Syan.g_00878
OG0000251	Prao.g_00029	Syan.g_00961
OG0000252	Prao.g_00032	Syan.g_00966
OG0000253	Prao.g_00033	Syan.g_01000
OG0000254	Prao.g_00049	Syan.g_01026
OG0000255	Prao.g_00055	Syan.g_00978
OG0000256	Prao.g_00066	Syan.g_00001, Syan.g_01135
OG0000257	Prao.g_00069	Syan.g_00827
OG0000258	Prao.g_00082	Syan.g_00803
OG0000259	Prao.g_00099	Syan.g_00772
OG0000260	Prao.g_00102	Syan.g_00769
OG0000261	Prao.g_00104	Syan.g_00765
OG0000262	Prao.g_00108	Syan.g_00760
OG0000263	Prao.g_00119	Syan.g_02618
OG0000264	Prao.g_00129	Syan.g_00540
OG0000266	Prao.g_00658	Syan.g_00330
OG0000267	Prao.g_00669	Syan.g_00470
OG0000268	Prao.g_00670	Syan.g_00471
OG0000269	Prao.g_00736	Syan.g_00695
OG0000270	Prao.g_00739	Syan.g_00692
OG0000271	Prao.g_00747	Syan.g_00684
OG0000272	Prao.g_00748	Syan.g_00683
OG0000273	Prao.g_00771	Syan.g_00654
OG0000274	Prao.g_00772	Syan.g_00653
OG0000275	Prao.g_00775	Syan.g_00373
OG0000276	Prao.g_00780	Syan.g_00380
OG0000277	Prao.g_00781	Syan.g_00381
OG0000278	Prao.g_00784	Syan.g_00384
OG0000279	Prao.g_00791	Syan.g_00398
OG0000280	Prao.g_00792	Syan.g_00518
OG0000282	Prao.g_00847	Syan.g_00739
OG0000283	Prao.g_00879	Syan.g_00491
OG0000284	Prao.g_00884	Syan.g_00497
OG0000285	Prao.g_00889	Syan.g_00533
OG0000286	Prao.g_00901	Syan.g_00564
OG0000287	Prao.g_00918	Syan.g_00593
OG0000288	Prao.g_00947	Syan.g_00364
OG0000289	Prao.g_00958	Syan.g_00350
OG0000290	Prao.g_00971	Syan.g_00293
OG0000291	Prao.g_00973	Syan.g_00291
OG0000292	Prao.g_01025	Syan.g_01703
OG0000293	Prao.g_01098	Syan.g_02709
OG0000294	Prao.g_01097	Syan.g_02708
OG0000295	Prao.g_01077	Syan.g_02662
OG0000296	Prao.g_01075	Syan.g_02660
OG0000299	Prao.g_01049	Syan.g_02601
OG0000301	Prao.g_01045	Syan.g_02592
OG0000302	Prao.g_01043	Syan.g_02591
OG0000303	Prao.g_01036	Syan.g_02582
OG0000304	Prao.g_01032	Syan.g_02556
OG0000305	Prao.g_01247	Syan.g_00195
OG0000306	Prao.g_01244	Syan.g_00087
OG0000307	Prao.g_01230	Syan.g_02782
OG0000308	Prao.g_01229	Syan.g_02784
OG0000309	Prao.g_01225	Syan.g_02883
OG0000310	Prao.g_01382	Syan.g_01304
OG0000311	Prao.g_01384	Syan.g_01299
OG0000312	Prao.g_01387	Syan.g_01290
OG0000313	Prao.g_01401	Syan.g_01271
OG0000314	Prao.g_01423	Syan.g_02823
OG0000315	Prao.g_01433	Syan.g_02833
OG0000316	Prao.g_01453	Syan.g_01354
OG0000317	Prao.g_01550	Syan.g_01396
OG0000318	Prao.g_01553	Syan.g_01401
OG0000319	Prao.g_01566	Syan.g_01425
OG0000320	Prao.g_01568	Syan.g_01427
OG0000321	Prao.g_01569	Syan.g_01428
OG0000322	Prao.g_01570	Syan.g_01429
OG0000323	Prao.g_01579	Syan.g_01442
OG0000324	Prao.g_01605	Syan.g_01472
OG0000325	Prao.g_01616	Syan.g_02107
OG0000326	Prao.g_01622	Syan.g_02114
OG0000327	Prao.g_01646	Syan.g_02244
OG0000328	Prao.g_01647	Syan.g_02243
OG0000329	Prao.g_01664	Syan.g_02225
OG0000330	Prao.g_01665	Syan.g_02224
OG0000331	Prao.g_01666	Syan.g_02223
OG0000332	Prao.g_01680	Syan.g_02208
OG0000333	Prao.g_01682	Syan.g_02205
OG0000334	Prao.g_01690	Syan.g_00247, Syan.g_02194
OG0000335	Prao.g_01695	Syan.g_02189
OG0000336	Prao.g_01699	Syan.g_02185
OG0000337	Prao.g_01715	Syan.g_01949
OG0000338	Prao.g_01716	Syan.g_01943
OG0000339	Prao.g_01720	Syan.g_01935, Syan.g_00264
OG0000340	Prao.g_01728	Syan.g_01923
OG0000341	Prao.g_01730	Syan.g_01921
OG0000342	Prao.g_01731	Syan.g_01920
OG0000343	Prao.g_01732	Syan.g_01918
OG0000344	Prao.g_01735	Syan.g_01914
OG0000345	Prao.g_01740	Syan.g_01900
OG0000346	Prao.g_01744	Syan.g_01895
OG0000347	Prao.g_01760	Syan.g_01867
OG0000348	Prao.g_01770	Syan.g_01803
OG0000349	Prao.g_01787	Syan.g_01727
OG0000350	Prao.g_01806	Syan.g_02121
OG0000351	Prao.g_01823	Syan.g_01682
OG0000352	Prao.g_01824	Syan.g_01683
OG0000353	Prao.g_01840	Syan.g_01795
OG0000354	Prao.g_00637	Syan.g_01761
OG0000355	Prao.g_01842	Syan.g_01797
OG0000356	Prao.g_01843	Syan.g_01798
OG0000357	Prao.g_01844	Syan.g_01800
OG0000358	Prao.g_01848	Syan.g_01773
OG0000359	Prao.g_01849	Syan.g_01771
OG0000360	Prao.g_01850	Syan.g_01770
OG0000361	Prao.g_00157	Syan.g_01769
OG0000362	Prao.g_00159	Syan.g_01767
OG0000363	Prao.g_00161	Syan.g_01765
OG0000364	Prao.g_00162	Syan.g_01398
OG0000365	Prao.g_00167	Syan.g_01755
OG0000366	Prao.g_00168	Syan.g_01754
OG0000367	Prao.g_00169	Syan.g_01753
OG0000368	Prao.g_00171	Syan.g_01751
OG0000369	Prao.g_00172	Syan.g_01750
OG0000370	Prao.g_00173	Syan.g_01749
OG0000371	Prao.g_00178	Syan.g_01740
OG0000372	Prao.g_00181	Syan.g_01734
OG0000373	Prao.g_00182	Syan.g_01733
OG0000374	Prao.g_00183	Syan.g_01732
OG0000375	Prao.g_00186	Syan.g_01731
OG0000376	Prao.g_00188	Syan.g_01729
OG0000377	Prao.g_00191	Syan.g_01555
OG0000378	Prao.g_00193	Syan.g_01543
OG0000379	Prao.g_00196	Syan.g_01539
OG0000380	Prao.g_00205	Syan.g_02905
OG0000381	Prao.g_00209	Syan.g_02908
OG0000382	Prao.g_00220	Syan.g_02925
OG0000383	Prao.g_00222	Syan.g_02936
OG0000384	Prao.g_00223	Syan.g_02937
OG0000385	Prao.g_00224	Syan.g_02938
OG0000386	Prao.g_00225	Syan.g_02939
OG0000387	Prao.g_00238	Syan.g_00967
OG0000388	Prao.g_00241	Syan.g_02970
OG0000389	Prao.g_00244	Syan.g_02973
OG0000390	Prao.g_00251	Syan.g_02306
OG0000391	Prao.g_00255	Syan.g_02301
OG0000392	Prao.g_00259	Syan.g_02295
OG0000393	Prao.g_00261	Syan.g_02292
OG0000394	Prao.g_00262	Syan.g_02291
OG0000395	Prao.g_00263	Syan.g_02290
OG0000396	Prao.g_00266	Syan.g_02287
OG0000397	Prao.g_00268	Syan.g_02285
OG0000398	Prao.g_00270	Syan.g_02279
OG0000399	Prao.g_00271	Syan.g_02278
OG0000400	Prao.g_00272	Syan.g_02277
OG0000401	Prao.g_00273	Syan.g_02274
OG0000402	Prao.g_00274	Syan.g_02272
OG0000403	Prao.g_00275	Syan.g_02271
OG0000404	Prao.g_00276	Syan.g_02269
OG0000405	Prao.g_00280	Syan.g_03005
OG0000406	Prao.g_00285	Syan.g_03010
OG0000407	Prao.g_00286	Syan.g_03011
OG0000408	Prao.g_00288	Syan.g_03013
OG0000409	Prao.g_00290	Syan.g_03015
OG0000410	Prao.g_00291	Syan.g_03016
OG0000411	Prao.g_00292	Syan.g_03017
OG0000412	Prao.g_00293	Syan.g_03018
OG0000413	Prao.g_00294	Syan.g_03020
OG0000414	Prao.g_00295	Syan.g_03021
OG0000415	Prao.g_00296	Syan.g_03022
OG0000416	Prao.g_00297	Syan.g_03023
OG0000417	Prao.g_00298	Syan.g_03025
OG0000418	Prao.g_00303	Syan.g_03030
OG0000419	Prao.g_00305	Syan.g_03033
OG0000420	Prao.g_00306	Syan.g_03035
OG0000421	Prao.g_00311	Syan.g_03040
OG0000422	Prao.g_00312	Syan.g_03041
OG0000423	Prao.g_00313	Syan.g_03042
OG0000424	Prao.g_00314	Syan.g_03043
OG0000425	Prao.g_00315	Syan.g_03044
OG0000426	Prao.g_00316	Syan.g_03045
OG0000427	Prao.g_00317	Syan.g_03046
OG0000428	Prao.g_00319	Syan.g_03049
OG0000429	Prao.g_00320	Syan.g_03051
OG0000430	Prao.g_00321	Syan.g_03053
OG0000431	Prao.g_00323	Syan.g_03058
OG0000432	Prao.g_00326	Syan.g_03065
OG0000433	Prao.g_00327	Syan.g_03068
OG0000434	Prao.g_00328	Syan.g_03069
OG0000435	Prao.g_00329	Syan.g_03071
OG0000436	Prao.g_00334	Syan.g_03079
OG0000437	Prao.g_00335	Syan.g_03080
OG0000438	Prao.g_00336	Syan.g_03083
OG0000439	Prao.g_00338	Syan.g_03085
OG0000440	Prao.g_00339	Syan.g_03086
OG0000441	Prao.g_00342	Syan.g_03089
OG0000442	Prao.g_00343	Syan.g_03090
OG0000443	Prao.g_00344	Syan.g_03094
OG0000444	Prao.g_00349	Syan.g_03102
OG0000445	Prao.g_00350	Syan.g_03103
OG0000446	Prao.g_00351	Syan.g_03105
OG0000447	Prao.g_00352	Syan.g_03111
OG0000448	Prao.g_00353	Syan.g_03112
OG0000449	Prao.g_00354	Syan.g_03113
OG0000450	Prao.g_00355	Syan.g_01518
OG0000451	Prao.g_00356	Syan.g_01519
OG0000452	Prao.g_00359	Syan.g_01523
OG0000453	Prao.g_00360	Syan.g_01524
OG0000454	Prao.g_00361	Syan.g_01525
OG0000455	Prao.g_00362	Syan.g_01526
OG0000456	Prao.g_00363	Syan.g_01527
OG0000457	Prao.g_00364	Syan.g_01529
OG0000458	Prao.g_00365	Syan.g_01530
OG0000459	Prao.g_00366	Syan.g_01531
OG0000460	Prao.g_00373	Syan.g_02423
OG0000461	Prao.g_00380	Syan.g_02099
OG0000462	Prao.g_00382	Syan.g_02096
OG0000463	Prao.g_00383	Syan.g_02095
OG0000464	Prao.g_00384	Syan.g_02094
OG0000465	Prao.g_00385	Syan.g_02092
OG0000466	Prao.g_00388	Syan.g_02087
OG0000467	Prao.g_00389	Syan.g_02086
OG0000468	Prao.g_00391	Syan.g_02063
OG0000469	Prao.g_00400	Syan.g_02046
OG0000470	Prao.g_00402	Syan.g_02044
OG0000471	Prao.g_00403	Syan.g_02043
OG0000472	Prao.g_00404	Syan.g_02041
OG0000473	Prao.g_00406	Syan.g_02039
OG0000474	Prao.g_00407	Syan.g_02038
OG0000475	Prao.g_00408	Syan.g_02037
OG0000476	Prao.g_00409	Syan.g_02035
OG0000477	Prao.g_00412	Syan.g_02029
OG0000478	Prao.g_00413	Syan.g_02028
OG0000479	Prao.g_00414	Syan.g_02027
OG0000480	Prao.g_00419	Syan.g_02020
OG0000481	Prao.g_00421	Syan.g_00975
OG0000482	Prao.g_00422	Syan.g_02018
OG0000483	Prao.g_00425	Syan.g_02014
OG0000484	Prao.g_00426	Syan.g_02013
OG0000485	Prao.g_00427	Syan.g_02012
OG0000486	Prao.g_00428	Syan.g_02011
OG0000487	Prao.g_00432	Syan.g_02005
OG0000488	Prao.g_00435	Syan.g_02000
OG0000489	Prao.g_00440	Syan.g_01993
OG0000490	Prao.g_00444	Syan.g_01985
OG0000491	Prao.g_00445	Syan.g_01983
OG0000492	Prao.g_00447	Syan.g_01980
OG0000493	Prao.g_00448	Syan.g_01979
OG0000494	Prao.g_00449	Syan.g_01978
OG0000495	Prao.g_00450	Syan.g_01977
OG0000496	Prao.g_00451	Syan.g_01976
OG0000497	Prao.g_00452	Syan.g_01975
OG0000498	Prao.g_00453	Syan.g_01974
OG0000499	Prao.g_00454	Syan.g_01973
OG0000500	Prao.g_00455	Syan.g_01972
OG0000501	Prao.g_00457	Syan.g_01969
OG0000502	Prao.g_00460	Syan.g_01961
OG0000503	Prao.g_00470	Syan.g_02144
OG0000504	Prao.g_00471	Syan.g_02142
OG0000505	Prao.g_00472	Syan.g_02141
OG0000506	Prao.g_00474	Syan.g_02139
OG0000507	Prao.g_00476	Syan.g_02133
OG0000508	Prao.g_00479	Syan.g_02998
OG0000509	Prao.g_00481	Syan.g_02993
OG0000510	Prao.g_00482	Syan.g_02992
OG0000511	Prao.g_00483	Syan.g_02991
OG0000512	Prao.g_00485	Syan.g_02989
OG0000513	Prao.g_00492	Syan.g_02320
OG0000514	Prao.g_00535	Syan.g_02326
OG0000515	Prao.g_00536	Syan.g_02327
OG0000516	Prao.g_00537	Syan.g_02389
OG0000517	Prao.g_00539	Syan.g_02395
OG0000518	Prao.g_00550	Syan.g_01336
OG0000519	Prao.g_00551	Syan.g_01335
OG0000520	Prao.g_00552	Syan.g_01334
OG0000521	Prao.g_00557	Syan.g_02805
OG0000522	Prao.g_00559	Syan.g_02803
OG0000523	Prao.g_00560	Syan.g_02802
OG0000524	Prao.g_00567	Syan.g_02878
OG0000525	Prao.g_00570	Syan.g_02853
OG0000526	Prao.g_00571	Syan.g_02852
OG0000527	Prao.g_00579	Syan.g_02848
OG0000528	Prao.g_00584	Syan.g_02767
OG0000529	Prao.g_00587	Syan.g_02763
OG0000530	Prao.g_00590	Syan.g_02760
OG0000531	Prao.g_00591	Syan.g_02759
OG0000532	Prao.g_00593	Syan.g_02756
OG0000533	Prao.g_00594	Syan.g_02754
OG0000534	Prao.g_00595	Syan.g_02753
OG0000535	Prao.g_00596	Syan.g_02752
OG0000536	Prao.g_00597	Syan.g_02751
OG0000537	Prao.g_00598	Syan.g_02750
OG0000538	Prao.g_00606	Syan.g_02738
OG0000539	Prao.g_00607	Syan.g_02737
OG0000540	Prao.g_00608	Syan.g_02736
OG0000541	Prao.g_00609	Syan.g_02735
OG0000542	Prao.g_00611	Syan.g_02732
OG0000543	Prao.g_00613	Syan.g_02730
OG0000544	Prao.g_00614	Syan.g_02729
OG0000545	Prao.g_00616	Syan.g_02727
OG0000546	Prao.g_00619	Syan.g_02725
OG0000547	Prao.g_00621	Syan.g_02723
OG0000548	Prao.g_00622	Syan.g_02722
OG0000549	Prao.g_00624	Syan.g_01194
OG0000550	Prao.g_00629	Syan.g_01189
OG0000551	Prao.g_00633	Syan.g_01184
OG0000552	Prao.g_00634	Syan.g_01183
OG0000553	Prao.g_00635	Syan.g_01179
OG0000554	Prao.g_01857	Syan.g_01165
OG0000555	Prao.g_01161	Syan.g_00839
OG0000556	Prao.g_01163	Syan.g_00842
OG0000557	Prao.g_01164	Syan.g_00847
OG0000558	Prao.g_01166	Syan.g_00849
OG0000559	Prao.g_01170	Syan.g_00853
OG0000560	Prao.g_01173	Syan.g_00856
OG0000561	Prao.g_01174	Syan.g_00857
OG0000562	Prao.g_01175	Syan.g_00858
OG0000563	Prao.g_01176	Syan.g_00859
OG0000564	Prao.g_01177	Syan.g_00860
OG0000565	Prao.g_01180	Syan.g_00864
OG0000566	Prao.g_01182	Syan.g_00868
OG0000567	Prao.g_01186	Syan.g_00872
OG0000568	Prao.g_01187	Syan.g_00874
OG0000569	Prao.g_01862	Syan.g_00875
OG0000570	Prao.g_01863	Syan.g_00876
OG0000571	Prao.g_01865	Syan.g_00879
OG0000572	Prao.g_00025	Syan.g_00954
OG0000573	Prao.g_00030	Syan.g_00963
OG0000574	Prao.g_00031	Syan.g_00965
OG0000575	Prao.g_00035	Syan.g_01003
OG0000576	Prao.g_00037	Syan.g_01007
OG0000577	Prao.g_00038	Syan.g_01008
OG0000578	Prao.g_00039	Syan.g_01009
OG0000579	Prao.g_00040	Syan.g_01010
OG0000580	Prao.g_00041	Syan.g_01011
OG0000581	Prao.g_00043	Syan.g_01018
OG0000582	Prao.g_00046	Syan.g_01030
OG0000583	Prao.g_00047	Syan.g_01029
OG0000584	Prao.g_00048	Syan.g_01028
OG0000585	Prao.g_00050	Syan.g_01024
OG0000586	Prao.g_00051	Syan.g_01022
OG0000587	Prao.g_00052	Syan.g_01020
OG0000588	Prao.g_00056	Syan.g_00215
OG0000589	Prao.g_00060	Syan.g_00016
OG0000590	Prao.g_00061	Syan.g_00015
OG0000591	Prao.g_00064	Syan.g_00003
OG0000592	Prao.g_00065	Syan.g_00002
OG0000593	Prao.g_00071	Syan.g_00820
OG0000594	Prao.g_00072	Syan.g_00819
OG0000595	Prao.g_00073	Syan.g_00818
OG0000596	Prao.g_00077	Syan.g_00813
OG0000597	Prao.g_00079	Syan.g_00810
OG0000598	Prao.g_00080	Syan.g_00809
OG0000599	Prao.g_00083	Syan.g_00802
OG0000600	Prao.g_00084	Syan.g_00801
