Orthogroup	Prao	Pral
OG0000155	Prao.g_01069	Pral.g_01390
OG0000156	Prao.g_01287	Pral.g_01292
OG0000157	Prao.g_01286	Pral.g_01291
OG0000158	Prao.g_01220	Pral.g_00287
OG0000159	Prao.g_01219	Pral.g_01263
OG0000160	Prao.g_01398	Pral.g_01160
OG0000161	Prao.g_01404	Pral.g_01154
OG0000162	Prao.g_01410	Pral.g_01148
OG0000163	Prao.g_01443	Pral.g_01106
OG0000164	Prao.g_01576	Pral.g_00131
OG0000165	Prao.g_01583	Pral.g_00138
OG0000166	Prao.g_01651	Pral.g_00206
OG0000167	Prao.g_01717	Pral.g_00277
OG0000168	Prao.g_01727	Pral.g_00288
OG0000169	Prao.g_01737	Pral.g_00298
OG0000170	Prao.g_01739	Pral.g_00301
OG0000171	Prao.g_01758	Pral.g_00321
OG0000172	Prao.g_01767	Pral.g_00328
OG0000173	Prao.g_01782	Pral.g_00343
OG0000174	Prao.g_01810	Pral.g_00375
OG0000175	Prao.g_01820	Pral.g_00387
OG0000176	Prao.g_01845	Pral.g_00414
OG0000177	Prao.g_01846	Pral.g_00415
OG0000178	Prao.g_01847	Pral.g_00416
OG0000179	Prao.g_00163	Pral.g_01028
OG0000180	Prao.g_00164	Pral.g_01027
OG0000181	Prao.g_00165	Pral.g_01026
OG0000182	Prao.g_00166	Pral.g_01025
OG0000183	Prao.g_00170	Pral.g_01021
OG0000184	Prao.g_00192	Pral.g_00996
OG0000185	Prao.g_00195	Pral.g_00993
OG0000186	Prao.g_00203	Pral.g_00984
OG0000187	Prao.g_00204	Pral.g_00983
OG0000188	Prao.g_00221	Pral.g_00965
OG0000189	Prao.g_00235	Pral.g_00951
OG0000190	Prao.g_00236	Pral.g_00950
OG0000191	Prao.g_00256	Pral.g_00928
OG0000192	Prao.g_00260	Pral.g_00923
OG0000193	Prao.g_00284	Pral.g_00899
OG0000194	Prao.g_00287	Pral.g_00896
OG0000195	Prao.g_00289	Pral.g_00894
OG0000196	Prao.g_00299	Pral.g_00883
OG0000197	Prao.g_00300	Pral.g_00882
OG0000198	Prao.g_00301	Pral.g_00881
OG0000199	Prao.g_00308	Pral.g_00873
OG0000200	Prao.g_00322	Pral.g_00860
OG0000201	Prao.g_00330	Pral.g_00851
OG0000202	Prao.g_00331	Pral.g_00850
OG0000203	Prao.g_00332	Pral.g_00849
OG0000204	Prao.g_00333	Pral.g_00848
OG0000205	Prao.g_00340	Pral.g_00842
OG0000206	Prao.g_00345	Pral.g_00837
OG0000207	Prao.g_00347	Pral.g_00835
OG0000208	Prao.g_00348	Pral.g_00834
OG0000209	Prao.g_00357	Pral.g_00825
OG0000210	Prao.g_00358	Pral.g_00824
OG0000211	Prao.g_00371	Pral.g_00807
OG0000212	Prao.g_00378	Pral.g_00799
OG0000213	Prao.g_00395	Pral.g_00781
OG0000214	Prao.g_00405	Pral.g_00772
OG0000215	Prao.g_00429	Pral.g_00746
OG0000216	Prao.g_00431	Pral.g_00744
OG0000217	Prao.g_00434	Pral.g_00741
OG0000218	Prao.g_00436	Pral.g_00739
OG0000219	Prao.g_00437	Pral.g_00738
OG0000220	Prao.g_00438	Pral.g_00737
OG0000221	Prao.g_00439	Pral.g_00736
OG0000222	Prao.g_00446	Pral.g_00729
OG0000223	Prao.g_00459	Pral.g_00716
OG0000224	Prao.g_00461	Pral.g_00714
OG0000225	Prao.g_00480	Pral.g_00686
OG0000226	Prao.g_00484	Pral.g_00682
OG0000227	Prao.g_00486	Pral.g_00680
OG0000228	Prao.g_00489	Pral.g_00677
OG0000229	Prao.g_00540	Pral.g_00658
OG0000230	Prao.g_00542	Pral.g_00656
OG0000231	Prao.g_00553	Pral.g_00644
OG0000232	Prao.g_00564	Pral.g_00631
OG0000233	Prao.g_00569	Pral.g_00625
OG0000234	Prao.g_00582	Pral.g_00616
OG0000235	Prao.g_00585	Pral.g_00612
OG0000236	Prao.g_00599	Pral.g_00597
OG0000237	Prao.g_00612	Pral.g_00584
OG0000238	Prao.g_00618	Pral.g_00578
OG0000239	Prao.g_00631	Pral.g_00565
OG0000240	Prao.g_00632	Pral.g_00564
OG0000241	Prao.g_01861	Pral.g_00560
OG0000242	Prao.g_01859	Pral.g_00558
OG0000243	Prao.g_01162	Pral.g_00547
OG0000244	Prao.g_01165	Pral.g_00544
OG0000245	Prao.g_01167	Pral.g_00542
OG0000246	Prao.g_01171	Pral.g_00538
OG0000247	Prao.g_01181	Pral.g_00527
OG0000248	Prao.g_01183	Pral.g_00524
OG0000249	Prao.g_01185	Pral.g_00522
OG0000250	Prao.g_01864	Pral.g_00516
OG0000251	Prao.g_00029	Pral.g_00498
OG0000252	Prao.g_00032	Pral.g_00495
OG0000253	Prao.g_00033	Pral.g_00494
OG0000254	Prao.g_00049	Pral.g_00477
OG0000255	Prao.g_00055	Pral.g_00470
OG0000256	Prao.g_00066	Pral.g_00460
OG0000257	Prao.g_00069	Pral.g_01430
OG0000258	Prao.g_00082	Pral.g_01444
OG0000259	Prao.g_00099	Pral.g_01461
OG0000260	Prao.g_00102	Pral.g_01464
OG0000261	Prao.g_00104	Pral.g_01467
OG0000262	Prao.g_00108	Pral.g_01471
OG0000263	Prao.g_00119	Pral.g_01761
OG0000264	Prao.g_00129	Pral.g_01750
OG0000265	Prao.g_00648	Pral.g_01729
OG0000266	Prao.g_00658	Pral.g_01719
OG0000267	Prao.g_00669	Pral.g_01706
OG0000268	Prao.g_00670	Pral.g_01705
OG0000269	Prao.g_00736	Pral.g_01483
OG0000270	Prao.g_00739	Pral.g_01486
OG0000271	Prao.g_00747	Pral.g_01494
OG0000272	Prao.g_00748	Pral.g_01495
OG0000273	Prao.g_00771	Pral.g_01518
OG0000274	Prao.g_00772	Pral.g_01519
OG0000275	Prao.g_00775	Pral.g_01522
OG0000276	Prao.g_00780	Pral.g_01527
OG0000277	Prao.g_00781	Pral.g_01528
OG0000278	Prao.g_00784	Pral.g_01531
OG0000279	Prao.g_00791	Pral.g_01538
OG0000280	Prao.g_00792	Pral.g_01539
OG0000281	Prao.g_00797	Pral.g_01546
OG0000282	Prao.g_00847	Pral.g_01797
OG0000283	Prao.g_00879	Pral.g_01655
OG0000284	Prao.g_00884	Pral.g_01650
OG0000285	Prao.g_00889	Pral.g_01644
OG0000286	Prao.g_00901	Pral.g_01628
OG0000287	Prao.g_00918	Pral.g_00050
OG0000288	Prao.g_00947	Pral.g_01594
OG0000289	Prao.g_00958	Pral.g_01609
OG0000290	Prao.g_00971	Pral.g_01564
OG0000291	Prao.g_00973	Pral.g_01562
OG0000292	Prao.g_01025	Pral.g_01316
OG0000293	Prao.g_01098	Pral.g_01357
OG0000294	Prao.g_01097	Pral.g_01358
OG0000295	Prao.g_01077	Pral.g_01382
OG0000296	Prao.g_01075	Pral.g_01384
OG0000297	Prao.g_01067	Pral.g_01394
OG0000298	Prao.g_01066	Pral.g_01395
OG0000299	Prao.g_01049	Pral.g_01415
OG0000300	Prao.g_01046	Pral.g_01419
OG0000301	Prao.g_01045	Pral.g_01420
OG0000302	Prao.g_01043	Pral.g_01422
OG0000303	Prao.g_01036	Pral.g_01428
OG0000304	Prao.g_01032	Pral.g_00455
OG0000305	Prao.g_01247	Pral.g_01323
OG0000306	Prao.g_01244	Pral.g_01550
OG0000307	Prao.g_01230	Pral.g_01213
OG0000308	Prao.g_01229	Pral.g_01212
OG0000309	Prao.g_01225	Pral.g_01208
OG0000310	Prao.g_01382	Pral.g_01181
OG0000311	Prao.g_01384	Pral.g_01179
OG0000312	Prao.g_01387	Pral.g_01176
OG0000313	Prao.g_01401	Pral.g_01157
OG0000314	Prao.g_01423	Pral.g_01133
OG0000315	Prao.g_01433	Pral.g_01123
OG0000316	Prao.g_01453	Pral.g_01095
OG0000317	Prao.g_01550	Pral.g_00104
OG0000318	Prao.g_01553	Pral.g_00108
OG0000319	Prao.g_01566	Pral.g_00121
OG0000320	Prao.g_01568	Pral.g_00123
OG0000321	Prao.g_01569	Pral.g_00124
OG0000322	Prao.g_01570	Pral.g_00125
OG0000323	Prao.g_01579	Pral.g_00134
OG0000324	Prao.g_01605	Pral.g_00162
OG0000325	Prao.g_01616	Pral.g_00172
OG0000326	Prao.g_01622	Pral.g_00179
OG0000327	Prao.g_01646	Pral.g_00201
OG0000328	Prao.g_01647	Pral.g_00202
OG0000329	Prao.g_01664	Pral.g_00219
OG0000330	Prao.g_01665	Pral.g_00220
OG0000331	Prao.g_01666	Pral.g_00221
OG0000332	Prao.g_01680	Pral.g_00235
OG0000333	Prao.g_01682	Pral.g_00237
OG0000334	Prao.g_01690	Pral.g_00246
OG0000335	Prao.g_01695	Pral.g_00251
OG0000336	Prao.g_01699	Pral.g_00255
OG0000337	Prao.g_01715	Pral.g_00274
OG0000338	Prao.g_01716	Pral.g_00275
OG0000339	Prao.g_01720	Pral.g_00280
OG0000340	Prao.g_01728	Pral.g_00289
OG0000341	Prao.g_01730	Pral.g_00291
OG0000342	Prao.g_01731	Pral.g_00292
OG0000343	Prao.g_01732	Pral.g_00293
OG0000344	Prao.g_01735	Pral.g_00296
OG0000345	Prao.g_01740	Pral.g_00302
OG0000346	Prao.g_01744	Pral.g_00306
OG0000347	Prao.g_01760	Pral.g_00323
OG0000348	Prao.g_01770	Pral.g_00331
OG0000349	Prao.g_01787	Pral.g_00349
OG0000350	Prao.g_01806	Pral.g_00370
OG0000351	Prao.g_01823	Pral.g_00390
OG0000352	Prao.g_01824	Pral.g_00391
OG0000353	Prao.g_01840	Pral.g_00409
OG0000354	Prao.g_00637	Pral.g_01677
OG0000355	Prao.g_01842	Pral.g_00411
OG0000356	Prao.g_01843	Pral.g_00412
OG0000357	Prao.g_01844	Pral.g_00413
OG0000358	Prao.g_01848	Pral.g_00417
OG0000359	Prao.g_01849	Pral.g_00418
OG0000360	Prao.g_01850	Pral.g_00419
OG0000361	Prao.g_00157	Pral.g_00420
OG0000362	Prao.g_00159	Pral.g_00422
OG0000363	Prao.g_00161	Pral.g_01030
OG0000364	Prao.g_00162	Pral.g_01029
OG0000365	Prao.g_00167	Pral.g_01024
OG0000366	Prao.g_00168	Pral.g_01023
OG0000367	Prao.g_00169	Pral.g_01022
OG0000368	Prao.g_00171	Pral.g_01020
OG0000369	Prao.g_00172	Pral.g_01019
OG0000370	Prao.g_00173	Pral.g_01018
OG0000371	Prao.g_00178	Pral.g_01011
OG0000372	Prao.g_00181	Pral.g_01009
OG0000373	Prao.g_00182	Pral.g_01008
OG0000374	Prao.g_00183	Pral.g_01007
OG0000375	Prao.g_00186	Pral.g_01005
OG0000376	Prao.g_00188	Pral.g_01003
OG0000377	Prao.g_00191	Pral.g_00999
OG0000378	Prao.g_00193	Pral.g_00995
OG0000379	Prao.g_00196	Pral.g_00992
OG0000380	Prao.g_00205	Pral.g_00982
OG0000381	Prao.g_00209	Pral.g_00977
OG0000382	Prao.g_00220	Pral.g_00966
OG0000383	Prao.g_00222	Pral.g_00964
OG0000384	Prao.g_00223	Pral.g_00963
OG0000385	Prao.g_00224	Pral.g_00962
OG0000386	Prao.g_00225	Pral.g_00961
OG0000387	Prao.g_00238	Pral.g_00948
OG0000388	Prao.g_00241	Pral.g_00944
OG0000389	Prao.g_00244	Pral.g_00941
OG0000390	Prao.g_00251	Pral.g_00932
OG0000391	Prao.g_00255	Pral.g_00929
OG0000392	Prao.g_00259	Pral.g_00925
OG0000393	Prao.g_00261	Pral.g_00922
OG0000394	Prao.g_00262	Pral.g_00921
OG0000395	Prao.g_00263	Pral.g_00920
OG0000396	Prao.g_00266	Pral.g_00918
OG0000397	Prao.g_00268	Pral.g_00916
OG0000398	Prao.g_00270	Pral.g_00913
OG0000399	Prao.g_00271	Pral.g_00912
OG0000400	Prao.g_00272	Pral.g_00911
OG0000401	Prao.g_00273	Pral.g_00910
OG0000402	Prao.g_00274	Pral.g_00450
OG0000403	Prao.g_00275	Pral.g_00908
OG0000404	Prao.g_00276	Pral.g_00907
OG0000405	Prao.g_00280	Pral.g_00903
OG0000406	Prao.g_00285	Pral.g_00898
OG0000407	Prao.g_00286	Pral.g_00897
OG0000408	Prao.g_00288	Pral.g_00895
OG0000409	Prao.g_00290	Pral.g_00893
OG0000410	Prao.g_00291	Pral.g_00892
OG0000411	Prao.g_00292	Pral.g_00891
OG0000412	Prao.g_00293	Pral.g_00890
OG0000413	Prao.g_00294	Pral.g_00888
OG0000414	Prao.g_00295	Pral.g_00887
OG0000415	Prao.g_00296	Pral.g_00886
OG0000416	Prao.g_00297	Pral.g_00885
OG0000417	Prao.g_00298	Pral.g_00884
OG0000418	Prao.g_00303	Pral.g_00879
OG0000419	Prao.g_00305	Pral.g_00877
OG0000420	Prao.g_00306	Pral.g_00875
OG0000421	Prao.g_00311	Pral.g_00871
OG0000422	Prao.g_00312	Pral.g_00870
OG0000423	Prao.g_00313	Pral.g_00869
OG0000424	Prao.g_00314	Pral.g_00868
OG0000425	Prao.g_00315	Pral.g_00867
OG0000426	Prao.g_00316	Pral.g_00866
OG0000427	Prao.g_00317	Pral.g_00865
OG0000428	Prao.g_00319	Pral.g_00863
OG0000429	Prao.g_00320	Pral.g_00862
OG0000430	Prao.g_00321	Pral.g_00861
OG0000431	Prao.g_00323	Pral.g_00859
OG0000432	Prao.g_00326	Pral.g_00855
OG0000433	Prao.g_00327	Pral.g_00854
OG0000434	Prao.g_00328	Pral.g_00853
OG0000435	Prao.g_00329	Pral.g_00852
OG0000436	Prao.g_00334	Pral.g_00847
OG0000437	Prao.g_00335	Pral.g_00846
OG0000438	Prao.g_00336	Pral.g_00845
OG0000439	Prao.g_00338	Pral.g_00844
OG0000440	Prao.g_00339	Pral.g_00843
OG0000441	Prao.g_00342	Pral.g_00840
OG0000442	Prao.g_00343	Pral.g_00839
OG0000443	Prao.g_00344	Pral.g_00838
OG0000444	Prao.g_00349	Pral.g_00833
OG0000445	Prao.g_00350	Pral.g_00832
OG0000446	Prao.g_00351	Pral.g_00831
OG0000447	Prao.g_00352	Pral.g_00830
OG0000448	Prao.g_00353	Pral.g_00829
OG0000449	Prao.g_00354	Pral.g_00828
OG0000450	Prao.g_00355	Pral.g_00827
OG0000451	Prao.g_00356	Pral.g_00826
OG0000452	Prao.g_00359	Pral.g_00823
OG0000453	Prao.g_00360	Pral.g_00822
OG0000454	Prao.g_00361	Pral.g_00821
OG0000455	Prao.g_00362	Pral.g_00820
OG0000456	Prao.g_00363	Pral.g_00819
OG0000457	Prao.g_00364	Pral.g_00817
OG0000458	Prao.g_00365	Pral.g_00816
OG0000459	Prao.g_00366	Pral.g_00815
OG0000460	Prao.g_00373	Pral.g_00805
OG0000461	Prao.g_00380	Pral.g_00796
OG0000462	Prao.g_00382	Pral.g_00795
OG0000463	Prao.g_00383	Pral.g_00794
OG0000464	Prao.g_00384	Pral.g_00793
OG0000465	Prao.g_00385	Pral.g_00792
OG0000466	Prao.g_00388	Pral.g_00789
OG0000467	Prao.g_00389	Pral.g_00788
OG0000468	Prao.g_00391	Pral.g_00785
OG0000469	Prao.g_00400	Pral.g_00777
OG0000470	Prao.g_00402	Pral.g_00775
OG0000471	Prao.g_00403	Pral.g_00774
OG0000472	Prao.g_00404	Pral.g_00773
OG0000473	Prao.g_00406	Pral.g_00771
OG0000474	Prao.g_00407	Pral.g_00770
OG0000475	Prao.g_00408	Pral.g_00769
OG0000476	Prao.g_00409	Pral.g_00767
OG0000477	Prao.g_00412	Pral.g_00764
OG0000478	Prao.g_00413	Pral.g_00763
OG0000479	Prao.g_00414	Pral.g_00762
OG0000480	Prao.g_00419	Pral.g_00756
OG0000481	Prao.g_00421	Pral.g_00754
OG0000482	Prao.g_00422	Pral.g_00753
OG0000483	Prao.g_00425	Pral.g_00750
OG0000484	Prao.g_00426	Pral.g_00749
OG0000485	Prao.g_00427	Pral.g_00748
OG0000486	Prao.g_00428	Pral.g_00747
OG0000487	Prao.g_00432	Pral.g_00743
OG0000488	Prao.g_00435	Pral.g_00740
OG0000489	Prao.g_00440	Pral.g_00735
OG0000490	Prao.g_00444	Pral.g_00731
OG0000491	Prao.g_00445	Pral.g_00730
OG0000492	Prao.g_00447	Pral.g_00728
OG0000493	Prao.g_00448	Pral.g_00727
OG0000494	Prao.g_00449	Pral.g_00726
OG0000495	Prao.g_00450	Pral.g_00725
OG0000496	Prao.g_00451	Pral.g_00724
OG0000497	Prao.g_00452	Pral.g_00723
OG0000498	Prao.g_00453	Pral.g_00722
OG0000499	Prao.g_00454	Pral.g_00721
OG0000500	Prao.g_00455	Pral.g_00720
OG0000501	Prao.g_00457	Pral.g_00718
OG0000502	Prao.g_00460	Pral.g_00715
OG0000503	Prao.g_00470	Pral.g_00698
OG0000504	Prao.g_00471	Pral.g_00696
OG0000505	Prao.g_00472	Pral.g_00695
OG0000506	Prao.g_00474	Pral.g_00694
OG0000507	Prao.g_00476	Pral.g_00691
OG0000508	Prao.g_00479	Pral.g_00687
OG0000509	Prao.g_00481	Pral.g_00685
OG0000510	Prao.g_00482	Pral.g_00684
OG0000511	Prao.g_00483	Pral.g_00683
OG0000512	Prao.g_00485	Pral.g_00681
OG0000513	Prao.g_00492	Pral.g_00673
OG0000514	Prao.g_00535	Pral.g_00663
OG0000515	Prao.g_00536	Pral.g_00662
OG0000516	Prao.g_00537	Pral.g_00661
OG0000517	Prao.g_00539	Pral.g_00659
OG0000518	Prao.g_00550	Pral.g_00647
OG0000519	Prao.g_00551	Pral.g_00646
OG0000520	Prao.g_00552	Pral.g_00645
OG0000521	Prao.g_00557	Pral.g_00635
OG0000522	Prao.g_00559	Pral.g_00633
OG0000523	Prao.g_00560	Pral.g_00632
OG0000524	Prao.g_00567	Pral.g_00627
OG0000525	Prao.g_00570	Pral.g_00623
OG0000526	Prao.g_00571	Pral.g_00622
OG0000527	Prao.g_00579	Pral.g_00619
OG0000528	Prao.g_00584	Pral.g_00613
OG0000529	Prao.g_00587	Pral.g_00610
OG0000530	Prao.g_00590	Pral.g_00607
OG0000531	Prao.g_00591	Pral.g_00606
OG0000532	Prao.g_00593	Pral.g_00603
OG0000533	Prao.g_00594	Pral.g_00602
OG0000534	Prao.g_00595	Pral.g_00601
OG0000535	Prao.g_00596	Pral.g_00600
OG0000536	Prao.g_00597	Pral.g_00599
OG0000537	Prao.g_00598	Pral.g_00598
OG0000538	Prao.g_00606	Pral.g_00590
OG0000539	Prao.g_00607	Pral.g_00589
OG0000540	Prao.g_00608	Pral.g_00588
OG0000541	Prao.g_00609	Pral.g_00587
OG0000542	Prao.g_00611	Pral.g_00585
OG0000543	Prao.g_00613	Pral.g_00583
OG0000544	Prao.g_00614	Pral.g_00582
OG0000545	Prao.g_00616	Pral.g_00580
OG0000546	Prao.g_00619	Pral.g_00577
OG0000547	Prao.g_00621	Pral.g_00575
OG0000548	Prao.g_00622	Pral.g_00574
OG0000549	Prao.g_00624	Pral.g_00571
OG0000550	Prao.g_00629	Pral.g_00566
OG0000551	Prao.g_00633	Pral.g_00563
OG0000552	Prao.g_00634	Pral.g_00562
OG0000553	Prao.g_00635	Pral.g_00561
OG0000554	Prao.g_01857	Pral.g_00556
OG0000555	Prao.g_01161	Pral.g_00548
OG0000556	Prao.g_01163	Pral.g_00546
OG0000557	Prao.g_01164	Pral.g_00545
OG0000558	Prao.g_01166	Pral.g_00543
OG0000559	Prao.g_01170	Pral.g_00539
OG0000560	Prao.g_01173	Pral.g_00536
OG0000561	Prao.g_01174	Pral.g_00535
OG0000562	Prao.g_01175	Pral.g_00534
OG0000563	Prao.g_01176	Pral.g_00533
OG0000564	Prao.g_01177	Pral.g_00532
OG0000565	Prao.g_01180	Pral.g_00529
OG0000566	Prao.g_01182	Pral.g_00525
OG0000567	Prao.g_01186	Pral.g_00521
OG0000568	Prao.g_01187	Pral.g_00520
OG0000569	Prao.g_01862	Pral.g_00519
OG0000570	Prao.g_01863	Pral.g_00518
OG0000571	Prao.g_01865	Pral.g_00515
OG0000572	Prao.g_00025	Pral.g_00503
OG0000573	Prao.g_00030	Pral.g_00497
OG0000574	Prao.g_00031	Pral.g_00496
OG0000575	Prao.g_00035	Pral.g_00492
OG0000576	Prao.g_00037	Pral.g_00490
OG0000577	Prao.g_00038	Pral.g_00489
OG0000578	Prao.g_00039	Pral.g_00488
OG0000579	Prao.g_00040	Pral.g_00487
OG0000580	Prao.g_00041	Pral.g_00486
OG0000581	Prao.g_00043	Pral.g_00483
OG0000582	Prao.g_00046	Pral.g_00480
OG0000583	Prao.g_00047	Pral.g_00479
OG0000584	Prao.g_00048	Pral.g_00478
OG0000585	Prao.g_00050	Pral.g_00476
