Orthogroup	Prao	Syas
OG0000110	Prao.g_01867	Syas.g_00818
OG0000111	Prao.g_00137	Syas.g_01037
OG0000112	Prao.g_00704	Syas.g_00452
OG0000113	Prao.g_00763	Syas.g_00571
OG0000114	Prao.g_00845	Syas.g_00674
OG0000115	Prao.g_01150	Syas.g_02548, Syas.g_01285
OG0000116	Prao.g_01099	Syas.g_01198, Syas.g_00317
OG0000117	Prao.g_01332	Syas.g_01122
OG0000118	Prao.g_01264	Syas.g_02835
OG0000120	Prao.g_01215	Syas.g_01828
OG0000121	Prao.g_01399	Syas.g_02821
OG0000122	Prao.g_01436	Syas.g_00393
OG0000123	Prao.g_01694	Syas.g_01582
OG0000124	Prao.g_01759	Syas.g_02137
OG0000125	Prao.g_01796	Syas.g_01889
OG0000126	Prao.g_01836	Syas.g_01992
OG0000128	Prao.g_00158	Syas.g_02046
OG0000129	Prao.g_00190	Syas.g_01880
OG0000130	Prao.g_00208	Syas.g_02522
OG0000131	Prao.g_00283	Syas.g_02367
OG0000132	Prao.g_00302	Syas.g_02334
OG0000133	Prao.g_00458	Syas.g_00457
OG0000134	Prao.g_00491	Syas.g_01509
OG0000135	Prao.g_00516	Syas.g_01938
OG0000136	Prao.g_00545	Syas.g_02740
OG0000137	Prao.g_00581	Syas.g_01333
OG0000138	Prao.g_00601	Syas.g_01235
OG0000140	Prao.g_01853	Syas.g_00090
OG0000141	Prao.g_00045	Syas.g_00875
OG0000142	Prao.g_00074	Syas.g_00746
OG0000143	Prao.g_00078	Syas.g_00742
OG0000144	Prao.g_00091	Syas.g_00718
OG0000145	Prao.g_00701	Syas.g_00948
OG0000146	Prao.g_00705	Syas.g_00451
OG0000147	Prao.g_00706	Syas.g_00450
OG0000148	Prao.g_00757	Syas.g_00577
OG0000149	Prao.g_00788	Syas.g_00282
OG0000150	Prao.g_00796	Syas.g_00874
OG0000151	Prao.g_00855	Syas.g_00148, Syas.g_00659
OG0000152	Prao.g_00902	Syas.g_00461
OG0000153	Prao.g_00921	Syas.g_00543
OG0000154	Prao.g_00948	Syas.g_00219
OG0000155	Prao.g_01069	Syas.g_01131
OG0000156	Prao.g_01287	Syas.g_01206
OG0000157	Prao.g_01286	Syas.g_01207
OG0000158	Prao.g_01220	Syas.g_02185
OG0000159	Prao.g_01219	Syas.g_01155
OG0000160	Prao.g_01398	Syas.g_02820
OG0000161	Prao.g_01404	Syas.g_02826
OG0000162	Prao.g_01410	Syas.g_02751
OG0000163	Prao.g_01443	Syas.g_01488
OG0000164	Prao.g_01576	Syas.g_02648
OG0000165	Prao.g_01583	Syas.g_02609
OG0000166	Prao.g_01651	Syas.g_01629
OG0000167	Prao.g_01717	Syas.g_01449
OG0000168	Prao.g_01727	Syas.g_02184
OG0000169	Prao.g_01737	Syas.g_02170
OG0000170	Prao.g_01739	Syas.g_02161
OG0000171	Prao.g_01758	Syas.g_02139
OG0000172	Prao.g_01767	Syas.g_02110
OG0000173	Prao.g_01782	Syas.g_02092
OG0000174	Prao.g_01810	Syas.g_01940
OG0000175	Prao.g_01820	Syas.g_01994
OG0000176	Prao.g_01845	Syas.g_02038
OG0000177	Prao.g_01846	Syas.g_02039
OG0000178	Prao.g_01847	Syas.g_02040
OG0000179	Prao.g_00163	Syas.g_02054
OG0000180	Prao.g_00164	Syas.g_02055
OG0000181	Prao.g_00165	Syas.g_02056
OG0000182	Prao.g_00166	Syas.g_02057
OG0000183	Prao.g_00170	Syas.g_02061
OG0000184	Prao.g_00192	Syas.g_01872
OG0000185	Prao.g_00195	Syas.g_01861
OG0000186	Prao.g_00203	Syas.g_02525
OG0000187	Prao.g_00204	Syas.g_02524
OG0000188	Prao.g_00221	Syas.g_02502
OG0000189	Prao.g_00235	Syas.g_02432
OG0000190	Prao.g_00236	Syas.g_00133
OG0000191	Prao.g_00256	Syas.g_02400
OG0000192	Prao.g_00260	Syas.g_02395
OG0000193	Prao.g_00284	Syas.g_02366
OG0000194	Prao.g_00287	Syas.g_02363
OG0000195	Prao.g_00289	Syas.g_02360
OG0000196	Prao.g_00299	Syas.g_02337
OG0000197	Prao.g_00300	Syas.g_02336
OG0000198	Prao.g_00301	Syas.g_02335
OG0000199	Prao.g_00308	Syas.g_02327
OG0000200	Prao.g_00322	Syas.g_02298
OG0000201	Prao.g_00330	Syas.g_02279
OG0000202	Prao.g_00331	Syas.g_02278
OG0000203	Prao.g_00332	Syas.g_02277
OG0000204	Prao.g_00333	Syas.g_02276
OG0000205	Prao.g_00340	Syas.g_02267
OG0000206	Prao.g_00345	Syas.g_02240
OG0000207	Prao.g_00347	Syas.g_02237
OG0000208	Prao.g_00348	Syas.g_02236
OG0000209	Prao.g_00357	Syas.g_01837
OG0000210	Prao.g_00358	Syas.g_01838
OG0000211	Prao.g_00371	Syas.g_02552
OG0000212	Prao.g_00378	Syas.g_02562
OG0000213	Prao.g_00395	Syas.g_01707
OG0000214	Prao.g_00405	Syas.g_01730
OG0000215	Prao.g_00429	Syas.g_01766
OG0000216	Prao.g_00431	Syas.g_01770
OG0000217	Prao.g_00434	Syas.g_01778
OG0000218	Prao.g_00436	Syas.g_01780
OG0000219	Prao.g_00437	Syas.g_01783
OG0000220	Prao.g_00438	Syas.g_01784
OG0000221	Prao.g_00439	Syas.g_01785
OG0000222	Prao.g_00446	Syas.g_01804
OG0000223	Prao.g_00459	Syas.g_02221
OG0000224	Prao.g_00461	Syas.g_02215
OG0000225	Prao.g_00480	Syas.g_01522
OG0000226	Prao.g_00484	Syas.g_01518
OG0000227	Prao.g_00486	Syas.g_01516
OG0000228	Prao.g_00489	Syas.g_01513
OG0000229	Prao.g_00540	Syas.g_01497
OG0000230	Prao.g_00542	Syas.g_01495
OG0000231	Prao.g_00553	Syas.g_02749
OG0000232	Prao.g_00564	Syas.g_01276
OG0000233	Prao.g_00569	Syas.g_01352
OG0000234	Prao.g_00582	Syas.g_01331
OG0000235	Prao.g_00585	Syas.g_01254
OG0000236	Prao.g_00599	Syas.g_01237
OG0000237	Prao.g_00612	Syas.g_01220
OG0000238	Prao.g_00618	Syas.g_01215
OG0000239	Prao.g_00631	Syas.g_00012
OG0000240	Prao.g_00632	Syas.g_00013
OG0000241	Prao.g_01861	Syas.g_00754
OG0000242	Prao.g_01859	Syas.g_00059
OG0000243	Prao.g_01162	Syas.g_00777
OG0000244	Prao.g_01165	Syas.g_00784
OG0000245	Prao.g_01167	Syas.g_00786
OG0000246	Prao.g_01171	Syas.g_00790
OG0000247	Prao.g_01181	Syas.g_00802
OG0000248	Prao.g_01183	Syas.g_00805
OG0000249	Prao.g_01185	Syas.g_00807
OG0000250	Prao.g_01864	Syas.g_00814
OG0000251	Prao.g_00029	Syas.g_00845
OG0000252	Prao.g_00032	Syas.g_00950
OG0000253	Prao.g_00033	Syas.g_00846
OG0000254	Prao.g_00049	Syas.g_00869
OG0000255	Prao.g_00055	Syas.g_00132, Syas.g_01062
OG0000256	Prao.g_00066	Syas.g_00104
OG0000257	Prao.g_00069	Syas.g_00757
OG0000258	Prao.g_00082	Syas.g_00733
OG0000259	Prao.g_00099	Syas.g_00708
OG0000260	Prao.g_00102	Syas.g_00705
OG0000261	Prao.g_00104	Syas.g_00701
OG0000262	Prao.g_00108	Syas.g_00695
OG0000263	Prao.g_00119	Syas.g_01103
OG0000264	Prao.g_00129	Syas.g_02588
OG0000266	Prao.g_00658	Syas.g_00186
OG0000267	Prao.g_00669	Syas.g_00377
OG0000268	Prao.g_00670	Syas.g_00390
OG0000269	Prao.g_00736	Syas.g_00601
OG0000270	Prao.g_00739	Syas.g_00598
OG0000271	Prao.g_00747	Syas.g_00590
OG0000272	Prao.g_00748	Syas.g_00589
OG0000273	Prao.g_00771	Syas.g_00563
OG0000274	Prao.g_00772	Syas.g_00562
OG0000275	Prao.g_00775	Syas.g_00230
OG0000276	Prao.g_00780	Syas.g_00237
OG0000277	Prao.g_00781	Syas.g_00238
OG0000278	Prao.g_00784	Syas.g_00241
OG0000279	Prao.g_00791	Syas.g_00288
OG0000280	Prao.g_00792	Syas.g_00889, Syas.g_00481
OG0000281	Prao.g_00797	Syas.g_00970
OG0000282	Prao.g_00847	Syas.g_00672
OG0000283	Prao.g_00879	Syas.g_00409
OG0000284	Prao.g_00884	Syas.g_00416
OG0000285	Prao.g_00889	Syas.g_00436
OG0000286	Prao.g_00901	Syas.g_00460
OG0000287	Prao.g_00918	Syas.g_00534
OG0000288	Prao.g_00947	Syas.g_00220
OG0000289	Prao.g_00958	Syas.g_00205
OG0000290	Prao.g_00971	Syas.g_01016
OG0000292	Prao.g_01025	Syas.g_02020
OG0000293	Prao.g_01098	Syas.g_01197
OG0000294	Prao.g_01097	Syas.g_01196
OG0000295	Prao.g_01077	Syas.g_01139
OG0000296	Prao.g_01075	Syas.g_01137
OG0000299	Prao.g_01049	Syas.g_01087
OG0000300	Prao.g_01046	Syas.g_01082
OG0000301	Prao.g_01045	Syas.g_01081
OG0000302	Prao.g_01043	Syas.g_01080
OG0000303	Prao.g_01036	Syas.g_01071
OG0000304	Prao.g_01032	Syas.g_01066
OG0000305	Prao.g_01247	Syas.g_01023
OG0000306	Prao.g_01244	Syas.g_01929
OG0000307	Prao.g_01230	Syas.g_01270
OG0000308	Prao.g_01229	Syas.g_01272
OG0000309	Prao.g_01225	Syas.g_01364
OG0000310	Prao.g_01382	Syas.g_02796
OG0000311	Prao.g_01384	Syas.g_02799
OG0000312	Prao.g_01387	Syas.g_02804
OG0000313	Prao.g_01401	Syas.g_02823
OG0000315	Prao.g_01433	Syas.g_01306
OG0000316	Prao.g_01453	Syas.g_02728
OG0000317	Prao.g_01550	Syas.g_02687
OG0000318	Prao.g_01553	Syas.g_02680
OG0000319	Prao.g_01566	Syas.g_02663
OG0000320	Prao.g_01568	Syas.g_02661
OG0000321	Prao.g_01569	Syas.g_02660
OG0000322	Prao.g_01570	Syas.g_02659
OG0000323	Prao.g_01579	Syas.g_02646
OG0000324	Prao.g_01605	Syas.g_02578
OG0000325	Prao.g_01616	Syas.g_01668
OG0000326	Prao.g_01622	Syas.g_01661
OG0000327	Prao.g_01646	Syas.g_01634
OG0000328	Prao.g_01647	Syas.g_01633
OG0000329	Prao.g_01664	Syas.g_01615
OG0000330	Prao.g_01665	Syas.g_01614
OG0000331	Prao.g_01666	Syas.g_01613
OG0000332	Prao.g_01680	Syas.g_01598
OG0000333	Prao.g_01682	Syas.g_01595
OG0000334	Prao.g_01690	Syas.g_01586
OG0000335	Prao.g_01695	Syas.g_01581
OG0000336	Prao.g_01699	Syas.g_01577
OG0000337	Prao.g_01715	Syas.g_02211
OG0000338	Prao.g_01716	Syas.g_02199
OG0000339	Prao.g_01720	Syas.g_02192
OG0000340	Prao.g_01728	Syas.g_02183
OG0000341	Prao.g_01730	Syas.g_02181
OG0000342	Prao.g_01731	Syas.g_02180
OG0000343	Prao.g_01732	Syas.g_02176
OG0000344	Prao.g_01735	Syas.g_02172
OG0000345	Prao.g_01740	Syas.g_02160
OG0000346	Prao.g_01744	Syas.g_02155
OG0000347	Prao.g_01760	Syas.g_02136
OG0000348	Prao.g_01770	Syas.g_02107
OG0000349	Prao.g_01787	Syas.g_02085
OG0000350	Prao.g_01806	Syas.g_01654
OG0000351	Prao.g_01823	Syas.g_01998
OG0000352	Prao.g_01824	Syas.g_01999
OG0000353	Prao.g_01840	Syas.g_02033
OG0000354	Prao.g_00637	Syas.g_02052
OG0000355	Prao.g_01842	Syas.g_02035
OG0000356	Prao.g_01843	Syas.g_02036
OG0000357	Prao.g_01844	Syas.g_02037
OG0000358	Prao.g_01848	Syas.g_02041
OG0000359	Prao.g_01849	Syas.g_02043
OG0000360	Prao.g_01850	Syas.g_02044
OG0000361	Prao.g_00157	Syas.g_02045
OG0000362	Prao.g_00159	Syas.g_02047
OG0000363	Prao.g_00161	Syas.g_02049
OG0000364	Prao.g_00162	Syas.g_02685
OG0000365	Prao.g_00167	Syas.g_02058
OG0000366	Prao.g_00168	Syas.g_02059
OG0000368	Prao.g_00171	Syas.g_02062
OG0000369	Prao.g_00172	Syas.g_02063
OG0000370	Prao.g_00173	Syas.g_02064
OG0000371	Prao.g_00178	Syas.g_02073
OG0000372	Prao.g_00181	Syas.g_02078
OG0000373	Prao.g_00182	Syas.g_02079
OG0000374	Prao.g_00183	Syas.g_02080
OG0000375	Prao.g_00186	Syas.g_02081
OG0000376	Prao.g_00188	Syas.g_02083
OG0000377	Prao.g_00191	Syas.g_01879
OG0000378	Prao.g_00193	Syas.g_01867
OG0000379	Prao.g_00196	Syas.g_01859
OG0000380	Prao.g_00205	Syas.g_02523
OG0000381	Prao.g_00209	Syas.g_02521
OG0000382	Prao.g_00220	Syas.g_02503
OG0000383	Prao.g_00222	Syas.g_02480
OG0000384	Prao.g_00223	Syas.g_02479
OG0000385	Prao.g_00224	Syas.g_02478
OG0000386	Prao.g_00225	Syas.g_02477
OG0000387	Prao.g_00238	Syas.g_00134
OG0000388	Prao.g_00241	Syas.g_02426
OG0000389	Prao.g_00244	Syas.g_02422
OG0000390	Prao.g_00251	Syas.g_02406
OG0000391	Prao.g_00255	Syas.g_02401
OG0000392	Prao.g_00259	Syas.g_02396
OG0000393	Prao.g_00261	Syas.g_02394
OG0000394	Prao.g_00262	Syas.g_02393
OG0000395	Prao.g_00263	Syas.g_02392
OG0000396	Prao.g_00266	Syas.g_02389
OG0000397	Prao.g_00268	Syas.g_02387
OG0000398	Prao.g_00270	Syas.g_02382
OG0000399	Prao.g_00271	Syas.g_02381
OG0000400	Prao.g_00272	Syas.g_02380
OG0000401	Prao.g_00273	Syas.g_02379
OG0000402	Prao.g_00274	Syas.g_02377
OG0000403	Prao.g_00275	Syas.g_02376
OG0000404	Prao.g_00276	Syas.g_02375
OG0000405	Prao.g_00280	Syas.g_02369
OG0000406	Prao.g_00285	Syas.g_02365
OG0000407	Prao.g_00286	Syas.g_02364
OG0000408	Prao.g_00288	Syas.g_02361
OG0000409	Prao.g_00290	Syas.g_02359
OG0000410	Prao.g_00291	Syas.g_02358
OG0000411	Prao.g_00292	Syas.g_02357
OG0000412	Prao.g_00293	Syas.g_02356
OG0000413	Prao.g_00294	Syas.g_02354
OG0000414	Prao.g_00295	Syas.g_02353
OG0000415	Prao.g_00296	Syas.g_02352
OG0000416	Prao.g_00297	Syas.g_02351
OG0000417	Prao.g_00298	Syas.g_02338
OG0000418	Prao.g_00303	Syas.g_02333
OG0000419	Prao.g_00305	Syas.g_02331
OG0000420	Prao.g_00306	Syas.g_02329
OG0000421	Prao.g_00311	Syas.g_02324
OG0000422	Prao.g_00312	Syas.g_02323
OG0000423	Prao.g_00313	Syas.g_02322
OG0000424	Prao.g_00314	Syas.g_02321
OG0000425	Prao.g_00315	Syas.g_02320
OG0000426	Prao.g_00316	Syas.g_02319
OG0000427	Prao.g_00317	Syas.g_02318
OG0000428	Prao.g_00319	Syas.g_02315
OG0000429	Prao.g_00320	Syas.g_02312
OG0000430	Prao.g_00321	Syas.g_02311
OG0000431	Prao.g_00323	Syas.g_02296
OG0000432	Prao.g_00326	Syas.g_02288
OG0000433	Prao.g_00327	Syas.g_02286
OG0000434	Prao.g_00328	Syas.g_02285
OG0000435	Prao.g_00329	Syas.g_02282
OG0000436	Prao.g_00334	Syas.g_02273
OG0000437	Prao.g_00335	Syas.g_02272
OG0000438	Prao.g_00336	Syas.g_02271
OG0000439	Prao.g_00338	Syas.g_02269
OG0000440	Prao.g_00339	Syas.g_02268
OG0000441	Prao.g_00342	Syas.g_02265
OG0000442	Prao.g_00343	Syas.g_02259
OG0000443	Prao.g_00344	Syas.g_02241
OG0000444	Prao.g_00349	Syas.g_02234
OG0000445	Prao.g_00350	Syas.g_02233
OG0000446	Prao.g_00351	Syas.g_02231
OG0000447	Prao.g_00352	Syas.g_02229
OG0000448	Prao.g_00353	Syas.g_02228
OG0000449	Prao.g_00354	Syas.g_02226
OG0000450	Prao.g_00355	Syas.g_01834
OG0000451	Prao.g_00356	Syas.g_01835
OG0000452	Prao.g_00359	Syas.g_01844
OG0000453	Prao.g_00360	Syas.g_01845
OG0000454	Prao.g_00361	Syas.g_01846
OG0000455	Prao.g_00362	Syas.g_01847
OG0000456	Prao.g_00363	Syas.g_01848
OG0000457	Prao.g_00364	Syas.g_01850
OG0000458	Prao.g_00365	Syas.g_01851
OG0000459	Prao.g_00366	Syas.g_01852
OG0000460	Prao.g_00373	Syas.g_02554
OG0000461	Prao.g_00380	Syas.g_01686
OG0000462	Prao.g_00382	Syas.g_01688
OG0000463	Prao.g_00383	Syas.g_01689
OG0000464	Prao.g_00384	Syas.g_01690
OG0000465	Prao.g_00385	Syas.g_01692
OG0000466	Prao.g_00388	Syas.g_01697
OG0000467	Prao.g_00389	Syas.g_01698
OG0000468	Prao.g_00391	Syas.g_01703
OG0000469	Prao.g_00400	Syas.g_01725
OG0000470	Prao.g_00402	Syas.g_01727
OG0000471	Prao.g_00403	Syas.g_01728
OG0000472	Prao.g_00404	Syas.g_01729
OG0000473	Prao.g_00406	Syas.g_01731
OG0000474	Prao.g_00407	Syas.g_01732
OG0000475	Prao.g_00408	Syas.g_01733
OG0000476	Prao.g_00409	Syas.g_01735
OG0000477	Prao.g_00412	Syas.g_01740
OG0000478	Prao.g_00413	Syas.g_01741
OG0000479	Prao.g_00414	Syas.g_01749
OG0000480	Prao.g_00419	Syas.g_01756
OG0000481	Prao.g_00421	Syas.g_00161, Syas.g_00162
OG0000482	Prao.g_00422	Syas.g_01758
OG0000483	Prao.g_00425	Syas.g_01762
OG0000484	Prao.g_00426	Syas.g_01763
OG0000485	Prao.g_00427	Syas.g_01764
OG0000486	Prao.g_00428	Syas.g_01765
OG0000487	Prao.g_00432	Syas.g_01771
OG0000488	Prao.g_00435	Syas.g_01779
OG0000489	Prao.g_00440	Syas.g_01823
OG0000490	Prao.g_00444	Syas.g_01808
OG0000491	Prao.g_00445	Syas.g_01806
OG0000492	Prao.g_00447	Syas.g_01803
OG0000493	Prao.g_00448	Syas.g_01802
OG0000494	Prao.g_00449	Syas.g_01801
OG0000495	Prao.g_00450	Syas.g_01799
OG0000496	Prao.g_00451	Syas.g_01798
OG0000497	Prao.g_00452	Syas.g_01797
OG0000498	Prao.g_00453	Syas.g_01796
OG0000499	Prao.g_00454	Syas.g_01795
OG0000500	Prao.g_00455	Syas.g_01794
OG0000501	Prao.g_00457	Syas.g_01791
OG0000502	Prao.g_00460	Syas.g_02216
OG0000503	Prao.g_00470	Syas.g_01541
OG0000504	Prao.g_00471	Syas.g_01539
OG0000505	Prao.g_00472	Syas.g_01538
OG0000506	Prao.g_00474	Syas.g_01536
OG0000507	Prao.g_00476	Syas.g_01530
OG0000508	Prao.g_00479	Syas.g_01523
OG0000509	Prao.g_00481	Syas.g_01521
OG0000510	Prao.g_00482	Syas.g_01520
OG0000511	Prao.g_00483	Syas.g_01519
OG0000512	Prao.g_00485	Syas.g_01517
OG0000513	Prao.g_00492	Syas.g_01508
OG0000514	Prao.g_00535	Syas.g_01504
OG0000515	Prao.g_00536	Syas.g_01503
OG0000516	Prao.g_00537	Syas.g_01501
OG0000517	Prao.g_00539	Syas.g_01498
OG0000518	Prao.g_00550	Syas.g_00360, Syas.g_02746
OG0000519	Prao.g_00551	Syas.g_02747
OG0000520	Prao.g_00552	Syas.g_02748
OG0000521	Prao.g_00557	Syas.g_01281
OG0000522	Prao.g_00559	Syas.g_01279
OG0000523	Prao.g_00560	Syas.g_01278
OG0000524	Prao.g_00567	Syas.g_01354
OG0000525	Prao.g_00570	Syas.g_01342
OG0000526	Prao.g_00571	Syas.g_01340
OG0000527	Prao.g_00579	Syas.g_01335
OG0000528	Prao.g_00584	Syas.g_01256
OG0000529	Prao.g_00587	Syas.g_01252
OG0000530	Prao.g_00590	Syas.g_01249
OG0000531	Prao.g_00591	Syas.g_01248
OG0000532	Prao.g_00593	Syas.g_01245
OG0000533	Prao.g_00594	Syas.g_01243
OG0000534	Prao.g_00595	Syas.g_01242
OG0000535	Prao.g_00596	Syas.g_01241
OG0000536	Prao.g_00597	Syas.g_01240
OG0000537	Prao.g_00598	Syas.g_01238
OG0000538	Prao.g_00606	Syas.g_01228
OG0000539	Prao.g_00607	Syas.g_01227
OG0000540	Prao.g_00608	Syas.g_01226
OG0000541	Prao.g_00609	Syas.g_01225
OG0000542	Prao.g_00611	Syas.g_01221
OG0000543	Prao.g_00613	Syas.g_01219
OG0000544	Prao.g_00614	Syas.g_01218
OG0000545	Prao.g_00616	Syas.g_01216
OG0000546	Prao.g_00619	Syas.g_01214
OG0000547	Prao.g_00621	Syas.g_01212
OG0000548	Prao.g_00622	Syas.g_01211
OG0000549	Prao.g_00624	Syas.g_00005
OG0000550	Prao.g_00629	Syas.g_00010
OG0000551	Prao.g_00633	Syas.g_00015
OG0000552	Prao.g_00634	Syas.g_00016
OG0000553	Prao.g_00635	Syas.g_00019
OG0000554	Prao.g_01857	Syas.g_00063
OG0000555	Prao.g_01161	Syas.g_00775
OG0000556	Prao.g_01163	Syas.g_00781
OG0000557	Prao.g_01164	Syas.g_00783
OG0000558	Prao.g_01166	Syas.g_00785
OG0000559	Prao.g_01170	Syas.g_00789
OG0000560	Prao.g_01173	Syas.g_00792
OG0000561	Prao.g_01174	Syas.g_00793
OG0000562	Prao.g_01175	Syas.g_00794
OG0000563	Prao.g_01176	Syas.g_00795
OG0000564	Prao.g_01177	Syas.g_00796
OG0000565	Prao.g_01180	Syas.g_00800
OG0000566	Prao.g_01182	Syas.g_00804
OG0000567	Prao.g_01186	Syas.g_00808
OG0000568	Prao.g_01187	Syas.g_00810
OG0000569	Prao.g_01862	Syas.g_00811
OG0000570	Prao.g_01863	Syas.g_00812
OG0000571	Prao.g_01865	Syas.g_00815
OG0000572	Prao.g_00025	Syas.g_00839
OG0000573	Prao.g_00030	Syas.g_00952
OG0000574	Prao.g_00031	Syas.g_00951
OG0000575	Prao.g_00035	Syas.g_00848
OG0000576	Prao.g_00037	Syas.g_00850
OG0000577	Prao.g_00038	Syas.g_00851
OG0000578	Prao.g_00039	Syas.g_00852
OG0000579	Prao.g_00040	Syas.g_00853
OG0000580	Prao.g_00041	Syas.g_00854
OG0000581	Prao.g_00043	Syas.g_00861
OG0000582	Prao.g_00046	Syas.g_00873
OG0000583	Prao.g_00047	Syas.g_00872
OG0000584	Prao.g_00048	Syas.g_00871
OG0000585	Prao.g_00050	Syas.g_00868
OG0000586	Prao.g_00051	Syas.g_00867
OG0000587	Prao.g_00052	Syas.g_00865
OG0000588	Prao.g_00056	Syas.g_00960
OG0000589	Prao.g_00060	Syas.g_00121
OG0000590	Prao.g_00061	Syas.g_00120
OG0000591	Prao.g_00064	Syas.g_00106
OG0000592	Prao.g_00065	Syas.g_00105
OG0000593	Prao.g_00071	Syas.g_00750
OG0000594	Prao.g_00072	Syas.g_00749
OG0000595	Prao.g_00073	Syas.g_00748
OG0000596	Prao.g_00077	Syas.g_00743
OG0000597	Prao.g_00079	Syas.g_00740
OG0000598	Prao.g_00080	Syas.g_00739
OG0000599	Prao.g_00083	Syas.g_00732
OG0000600	Prao.g_00084	Syas.g_00731
OG0000601	Prao.g_00085	Syas.g_00730
OG0000602	Prao.g_00087	Syas.g_00725
OG0000603	Prao.g_00088	Syas.g_00724
OG0000604	Prao.g_00089	Syas.g_00721
OG0000605	Prao.g_00090	Syas.g_00719
OG0000606	Prao.g_00093	Syas.g_00716
OG0000607	Prao.g_00096	Syas.g_00713
OG0000608	Prao.g_00097	Syas.g_00712
OG0000609	Prao.g_00098	Syas.g_00710
OG0000610	Prao.g_00103	Syas.g_00702
OG0000611	Prao.g_00106	Syas.g_00699
OG0000612	Prao.g_00107	Syas.g_00698
OG0000613	Prao.g_00112	Syas.g_01825
OG0000614	Prao.g_00130	Syas.g_01044
OG0000615	Prao.g_00138	Syas.g_00650
