Orthogroup	Prao	Prah
OG0000116	Prao.g_01099	Prah.g_01337
OG0000117	Prao.g_01332	Prah.g_01257
OG0000118	Prao.g_01264	Prah.g_01378
OG0000119	Prao.g_01243	Prah.g_01007, Prah.g_01048
OG0000120	Prao.g_01215	Prah.g_02192
OG0000121	Prao.g_01399	Prah.g_00406
OG0000122	Prao.g_01436	Prah.g_01203
OG0000123	Prao.g_01694	Prah.g_01987
OG0000124	Prao.g_01759	Prah.g_00125
OG0000125	Prao.g_01796	Prah.g_02498
OG0000126	Prao.g_01836	Prah.g_02598
OG0000128	Prao.g_00158	Prah.g_00013
OG0000129	Prao.g_00190	Prah.g_02486
OG0000130	Prao.g_00208	Prah.g_01838
OG0000131	Prao.g_00283	Prah.g_02282
OG0000132	Prao.g_00302	Prah.g_02302
OG0000133	Prao.g_00458	Prah.g_02187
OG0000134	Prao.g_00491	Prah.g_00208
OG0000135	Prao.g_00516	Prah.g_02538
OG0000136	Prao.g_00545	Prah.g_00235
OG0000137	Prao.g_00581	Prah.g_00312
OG0000138	Prao.g_00601	Prah.g_01549
OG0000139	Prao.g_01854	Prah.g_01495
OG0000140	Prao.g_01853	Prah.g_01489
OG0000141	Prao.g_00045	Prah.g_01393
OG0000142	Prao.g_00074	Prah.g_00501
OG0000143	Prao.g_00078	Prah.g_00497
OG0000144	Prao.g_00091	Prah.g_00473
OG0000145	Prao.g_00701	Prah.g_01543
OG0000146	Prao.g_00705	Prah.g_00787
OG0000147	Prao.g_00706	Prah.g_00786
OG0000148	Prao.g_00757	Prah.g_00649
OG0000149	Prao.g_00788	Prah.g_00591
OG0000150	Prao.g_00796	Prah.g_00568
OG0000151	Prao.g_00855	Prah.g_00718
OG0000152	Prao.g_00902	Prah.g_00796
OG0000153	Prao.g_00921	Prah.g_00826
OG0000154	Prao.g_00948	Prah.g_00852
OG0000155	Prao.g_01069	Prah.g_01291
OG0000156	Prao.g_01287	Prah.g_01349
OG0000157	Prao.g_01286	Prah.g_01350
OG0000158	Prao.g_01220	Prah.g_02242
OG0000160	Prao.g_01398	Prah.g_00407
OG0000161	Prao.g_01404	Prah.g_00399
OG0000162	Prao.g_01410	Prah.g_00391
OG0000163	Prao.g_01443	Prah.g_01619
OG0000164	Prao.g_01576	Prah.g_01705
OG0000165	Prao.g_01583	Prah.g_01716
OG0000166	Prao.g_01651	Prah.g_02033
OG0000167	Prao.g_01717	Prah.g_02230
OG0000168	Prao.g_01727	Prah.g_02243
OG0000169	Prao.g_01737	Prah.g_00163
OG0000170	Prao.g_01739	Prah.g_00155
OG0000171	Prao.g_01758	Prah.g_00126
OG0000172	Prao.g_01767	Prah.g_00084
OG0000173	Prao.g_01782	Prah.g_00061
OG0000174	Prao.g_01810	Prah.g_02541
OG0000175	Prao.g_01820	Prah.g_02575
OG0000176	Prao.g_01845	Prah.g_00005
OG0000177	Prao.g_01846	Prah.g_00006
OG0000178	Prao.g_01847	Prah.g_00007
OG0000179	Prao.g_00163	Prah.g_00022
OG0000180	Prao.g_00164	Prah.g_00023
OG0000181	Prao.g_00165	Prah.g_00024
OG0000182	Prao.g_00166	Prah.g_00025
OG0000183	Prao.g_00170	Prah.g_00029
OG0000184	Prao.g_00192	Prah.g_02478
OG0000185	Prao.g_00195	Prah.g_02458
OG0000186	Prao.g_00203	Prah.g_01830
OG0000187	Prao.g_00204	Prah.g_01833
OG0000188	Prao.g_00221	Prah.g_01860
OG0000189	Prao.g_00235	Prah.g_01884
OG0000190	Prao.g_00236	Prah.g_01886
OG0000191	Prao.g_00256	Prah.g_00188
OG0000192	Prao.g_00260	Prah.g_00176, Prah.g_00180
OG0000193	Prao.g_00284	Prah.g_02283
OG0000194	Prao.g_00287	Prah.g_02286
OG0000195	Prao.g_00289	Prah.g_02288
OG0000196	Prao.g_00299	Prah.g_02299
OG0000197	Prao.g_00300	Prah.g_02300
OG0000198	Prao.g_00301	Prah.g_02301
OG0000199	Prao.g_00308	Prah.g_02308
OG0000200	Prao.g_00322	Prah.g_02324
OG0000201	Prao.g_00330	Prah.g_02352
OG0000202	Prao.g_00331	Prah.g_02353
OG0000203	Prao.g_00332	Prah.g_02354
OG0000204	Prao.g_00333	Prah.g_02355
OG0000205	Prao.g_00340	Prah.g_02362
OG0000206	Prao.g_00345	Prah.g_02371
OG0000207	Prao.g_00347	Prah.g_02420
OG0000208	Prao.g_00348	Prah.g_02419
OG0000209	Prao.g_00357	Prah.g_02400
OG0000210	Prao.g_00358	Prah.g_02399
OG0000211	Prao.g_00371	Prah.g_01782
OG0000212	Prao.g_00378	Prah.g_01772
OG0000213	Prao.g_00395	Prah.g_02101
OG0000214	Prao.g_00405	Prah.g_02118
OG0000215	Prao.g_00429	Prah.g_02148
OG0000216	Prao.g_00431	Prah.g_02151
OG0000217	Prao.g_00434	Prah.g_02155
OG0000218	Prao.g_00436	Prah.g_02157
OG0000219	Prao.g_00437	Prah.g_02158
OG0000220	Prao.g_00438	Prah.g_02159
OG0000221	Prao.g_00439	Prah.g_02166
OG0000222	Prao.g_00446	Prah.g_02174
OG0000223	Prao.g_00459	Prah.g_02197
OG0000224	Prao.g_00461	Prah.g_02207
OG0000225	Prao.g_00480	Prah.g_01921
OG0000226	Prao.g_00484	Prah.g_01917
OG0000227	Prao.g_00486	Prah.g_01915
OG0000228	Prao.g_00489	Prah.g_00204
OG0000229	Prao.g_00540	Prah.g_00230
OG0000230	Prao.g_00542	Prah.g_00232
OG0000231	Prao.g_00553	Prah.g_00251
OG0000232	Prao.g_00564	Prah.g_00261
OG0000233	Prao.g_00569	Prah.g_00294
OG0000234	Prao.g_00582	Prah.g_00313, Prah.g_00314
OG0000235	Prao.g_00585	Prah.g_01567
OG0000236	Prao.g_00599	Prah.g_01551
OG0000237	Prao.g_00612	Prah.g_01534
OG0000238	Prao.g_00618	Prah.g_01529
OG0000239	Prao.g_00631	Prah.g_01513
OG0000240	Prao.g_00632	Prah.g_01512
OG0000241	Prao.g_01861	Prah.g_01094
OG0000242	Prao.g_01859	Prah.g_00108, Prah.g_01503
OG0000243	Prao.g_01162	Prah.g_01476
OG0000244	Prao.g_01165	Prah.g_01472
OG0000245	Prao.g_01167	Prah.g_01469
OG0000246	Prao.g_01171	Prah.g_01465
OG0000247	Prao.g_01181	Prah.g_01454
OG0000248	Prao.g_01183	Prah.g_01451
OG0000249	Prao.g_01185	Prah.g_01449
OG0000250	Prao.g_01864	Prah.g_01443
OG0000251	Prao.g_00029	Prah.g_01417
OG0000252	Prao.g_00032	Prah.g_01414
OG0000253	Prao.g_00033	Prah.g_01408
OG0000254	Prao.g_00049	Prah.g_01389
OG0000255	Prao.g_00055	Prah.g_00530
OG0000256	Prao.g_00066	Prah.g_00516
OG0000257	Prao.g_00069	Prah.g_00509
OG0000258	Prao.g_00082	Prah.g_00486
OG0000259	Prao.g_00099	Prah.g_00457
OG0000260	Prao.g_00102	Prah.g_00454
OG0000261	Prao.g_00104	Prah.g_00451
OG0000262	Prao.g_00108	Prah.g_00445
OG0000263	Prao.g_00119	Prah.g_02413
OG0000264	Prao.g_00129	Prah.g_00974
OG0000265	Prao.g_00648	Prah.g_00887, Prah.g_00958
OG0000266	Prao.g_00658	Prah.g_00876
OG0000267	Prao.g_00669	Prah.g_00751
OG0000268	Prao.g_00670	Prah.g_00752
OG0000269	Prao.g_00736	Prah.g_00672
OG0000270	Prao.g_00739	Prah.g_00669
OG0000271	Prao.g_00747	Prah.g_00661
OG0000272	Prao.g_00748	Prah.g_00660
OG0000273	Prao.g_00771	Prah.g_00609
OG0000274	Prao.g_00772	Prah.g_00608
OG0000275	Prao.g_00775	Prah.g_00605
OG0000276	Prao.g_00780	Prah.g_00599
OG0000277	Prao.g_00781	Prah.g_00598
OG0000278	Prao.g_00784	Prah.g_00595
OG0000279	Prao.g_00791	Prah.g_00587
OG0000280	Prao.g_00792	Prah.g_00581
OG0000281	Prao.g_00797	Prah.g_00566
OG0000282	Prao.g_00847	Prah.g_00731
OG0000283	Prao.g_00879	Prah.g_00761
OG0000284	Prao.g_00884	Prah.g_00767
OG0000285	Prao.g_00889	Prah.g_01178
OG0000286	Prao.g_00901	Prah.g_00795
OG0000287	Prao.g_00918	Prah.g_01131
OG0000288	Prao.g_00947	Prah.g_00851
OG0000289	Prao.g_00958	Prah.g_00864
OG0000290	Prao.g_00971	Prah.g_00912
OG0000291	Prao.g_00973	Prah.g_00914
OG0000292	Prao.g_01025	Prah.g_02597
OG0000293	Prao.g_01098	Prah.g_01336
OG0000294	Prao.g_01097	Prah.g_01335
OG0000295	Prao.g_01077	Prah.g_01298
OG0000296	Prao.g_01075	Prah.g_01296
OG0000297	Prao.g_01067	Prah.g_01259
OG0000298	Prao.g_01066	Prah.g_01258
OG0000299	Prao.g_01049	Prah.g_01268
OG0000300	Prao.g_01046	Prah.g_01275
OG0000301	Prao.g_01045	Prah.g_01276
OG0000302	Prao.g_01043	Prah.g_01279
OG0000303	Prao.g_01036	Prah.g_01289
OG0000304	Prao.g_01032	Prah.g_01237, Prah.g_01238
OG0000305	Prao.g_01247	Prah.g_00918
OG0000306	Prao.g_01244	Prah.g_00560
OG0000307	Prao.g_01230	Prah.g_01584
OG0000308	Prao.g_01229	Prah.g_01586
OG0000309	Prao.g_01225	Prah.g_01590
OG0000310	Prao.g_01382	Prah.g_00428
OG0000311	Prao.g_01384	Prah.g_00424
OG0000312	Prao.g_01387	Prah.g_00420
OG0000313	Prao.g_01401	Prah.g_00402
OG0000314	Prao.g_01423	Prah.g_00371
OG0000315	Prao.g_01433	Prah.g_00361
OG0000316	Prao.g_01453	Prah.g_01631
OG0000317	Prao.g_01550	Prah.g_01672
OG0000318	Prao.g_01553	Prah.g_01677
OG0000319	Prao.g_01566	Prah.g_01694
OG0000320	Prao.g_01568	Prah.g_01696
OG0000321	Prao.g_01569	Prah.g_01697
OG0000322	Prao.g_01570	Prah.g_01698
OG0000323	Prao.g_01579	Prah.g_01710
OG0000324	Prao.g_01605	Prah.g_01744
OG0000325	Prao.g_01616	Prah.g_02071
OG0000326	Prao.g_01622	Prah.g_02064
OG0000327	Prao.g_01646	Prah.g_02038
OG0000328	Prao.g_01647	Prah.g_02037
OG0000329	Prao.g_01664	Prah.g_02020
OG0000330	Prao.g_01665	Prah.g_02019
OG0000331	Prao.g_01666	Prah.g_02018
OG0000332	Prao.g_01680	Prah.g_02003
OG0000333	Prao.g_01682	Prah.g_02001
OG0000334	Prao.g_01690	Prah.g_01991
OG0000335	Prao.g_01695	Prah.g_01986
OG0000336	Prao.g_01699	Prah.g_01982
OG0000337	Prao.g_01715	Prah.g_02224
OG0000338	Prao.g_01716	Prah.g_02227
OG0000339	Prao.g_01720	Prah.g_02234
OG0000340	Prao.g_01728	Prah.g_02244
OG0000341	Prao.g_01730	Prah.g_02246
OG0000342	Prao.g_01731	Prah.g_02247
OG0000343	Prao.g_01732	Prah.g_00168
OG0000344	Prao.g_01735	Prah.g_00165
OG0000345	Prao.g_01740	Prah.g_00154
OG0000346	Prao.g_01744	Prah.g_00149
OG0000347	Prao.g_01760	Prah.g_00089
OG0000348	Prao.g_01770	Prah.g_00078
OG0000349	Prao.g_01787	Prah.g_00053
OG0000350	Prao.g_01806	Prah.g_02533
OG0000351	Prao.g_01823	Prah.g_02578
OG0000352	Prao.g_01824	Prah.g_02579
OG0000353	Prao.g_01840	Prah.g_02603
OG0000354	Prao.g_00637	Prah.g_00020
OG0000355	Prao.g_01842	Prah.g_00002
OG0000356	Prao.g_01843	Prah.g_00003
OG0000357	Prao.g_01844	Prah.g_00004
OG0000358	Prao.g_01848	Prah.g_00008
OG0000359	Prao.g_01849	Prah.g_00010
OG0000360	Prao.g_01850	Prah.g_00011
OG0000361	Prao.g_00157	Prah.g_00012
OG0000362	Prao.g_00159	Prah.g_00014
OG0000363	Prao.g_00161	Prah.g_00016
OG0000364	Prao.g_00162	Prah.g_00017
OG0000365	Prao.g_00167	Prah.g_00026
OG0000366	Prao.g_00168	Prah.g_00027
OG0000367	Prao.g_00169	Prah.g_00028
OG0000368	Prao.g_00171	Prah.g_00030
OG0000369	Prao.g_00172	Prah.g_00031
OG0000370	Prao.g_00173	Prah.g_00032
OG0000371	Prao.g_00178	Prah.g_00041
OG0000372	Prao.g_00181	Prah.g_00046
OG0000373	Prao.g_00182	Prah.g_00047
OG0000374	Prao.g_00183	Prah.g_00048
OG0000375	Prao.g_00186	Prah.g_00049
OG0000376	Prao.g_00188	Prah.g_00051
OG0000377	Prao.g_00191	Prah.g_02485
OG0000378	Prao.g_00193	Prah.g_02471
OG0000379	Prao.g_00196	Prah.g_02457
OG0000380	Prao.g_00205	Prah.g_01834
OG0000381	Prao.g_00209	Prah.g_01839
OG0000382	Prao.g_00220	Prah.g_01859
OG0000383	Prao.g_00222	Prah.g_01861
OG0000384	Prao.g_00223	Prah.g_01862
OG0000385	Prao.g_00224	Prah.g_01863
OG0000386	Prao.g_00225	Prah.g_01864
OG0000387	Prao.g_00238	Prah.g_01888
OG0000388	Prao.g_00241	Prah.g_01892
OG0000389	Prao.g_00244	Prah.g_01896
OG0000390	Prao.g_00251	Prah.g_00194
OG0000391	Prao.g_00255	Prah.g_00189
OG0000392	Prao.g_00259	Prah.g_00183
OG0000393	Prao.g_00261	Prah.g_00175
OG0000394	Prao.g_00262	Prah.g_00174
OG0000395	Prao.g_00263	Prah.g_00173
OG0000396	Prao.g_00266	Prah.g_02252
OG0000397	Prao.g_00268	Prah.g_02254
OG0000398	Prao.g_00270	Prah.g_02259
OG0000399	Prao.g_00271	Prah.g_02260
OG0000400	Prao.g_00272	Prah.g_02261
OG0000401	Prao.g_00273	Prah.g_02262
OG0000402	Prao.g_00274	Prah.g_02264
OG0000403	Prao.g_00275	Prah.g_02265
OG0000405	Prao.g_00280	Prah.g_02280
OG0000406	Prao.g_00285	Prah.g_02284
OG0000407	Prao.g_00286	Prah.g_02285
OG0000408	Prao.g_00288	Prah.g_02287
OG0000409	Prao.g_00290	Prah.g_02289
OG0000410	Prao.g_00291	Prah.g_02290
OG0000411	Prao.g_00292	Prah.g_02291
OG0000412	Prao.g_00293	Prah.g_02292
OG0000413	Prao.g_00294	Prah.g_02294
OG0000414	Prao.g_00295	Prah.g_02295
OG0000415	Prao.g_00296	Prah.g_02296
OG0000416	Prao.g_00297	Prah.g_02297
OG0000417	Prao.g_00298	Prah.g_02298
OG0000418	Prao.g_00303	Prah.g_02303
OG0000419	Prao.g_00305	Prah.g_02305
OG0000420	Prao.g_00306	Prah.g_02306
OG0000421	Prao.g_00311	Prah.g_02310
OG0000422	Prao.g_00312	Prah.g_02311
OG0000423	Prao.g_00313	Prah.g_02312
OG0000424	Prao.g_00314	Prah.g_02313
OG0000425	Prao.g_00315	Prah.g_02314
OG0000426	Prao.g_00316	Prah.g_02315
OG0000427	Prao.g_00317	Prah.g_02316
OG0000428	Prao.g_00319	Prah.g_00709
OG0000429	Prao.g_00320	Prah.g_02321
OG0000430	Prao.g_00321	Prah.g_02323
OG0000431	Prao.g_00323	Prah.g_02334
OG0000432	Prao.g_00326	Prah.g_02341
OG0000433	Prao.g_00327	Prah.g_02344
OG0000434	Prao.g_00328	Prah.g_02345
OG0000435	Prao.g_00329	Prah.g_02350
OG0000436	Prao.g_00334	Prah.g_02356
OG0000437	Prao.g_00335	Prah.g_02357
OG0000438	Prao.g_00336	Prah.g_02358
OG0000439	Prao.g_00338	Prah.g_02360
OG0000440	Prao.g_00339	Prah.g_02361
OG0000441	Prao.g_00342	Prah.g_02364
OG0000442	Prao.g_00343	Prah.g_02365
OG0000443	Prao.g_00344	Prah.g_02370
OG0000444	Prao.g_00349	Prah.g_02418
OG0000445	Prao.g_00350	Prah.g_02417
OG0000446	Prao.g_00351	Prah.g_02415
OG0000447	Prao.g_00352	Prah.g_02411
OG0000448	Prao.g_00353	Prah.g_02410
OG0000449	Prao.g_00354	Prah.g_02409
OG0000450	Prao.g_00355	Prah.g_02403
OG0000451	Prao.g_00356	Prah.g_02402
OG0000452	Prao.g_00359	Prah.g_02398
OG0000453	Prao.g_00360	Prah.g_02397
OG0000454	Prao.g_00361	Prah.g_02396
OG0000455	Prao.g_00362	Prah.g_02395
OG0000456	Prao.g_00363	Prah.g_02394
OG0000457	Prao.g_00364	Prah.g_02392
OG0000458	Prao.g_00365	Prah.g_02391
OG0000459	Prao.g_00366	Prah.g_02390
OG0000460	Prao.g_00373	Prah.g_01781
OG0000461	Prao.g_00380	Prah.g_02074
OG0000462	Prao.g_00382	Prah.g_02078
OG0000463	Prao.g_00383	Prah.g_02079
OG0000464	Prao.g_00384	Prah.g_02080
OG0000465	Prao.g_00385	Prah.g_02082
OG0000466	Prao.g_00388	Prah.g_02087
OG0000467	Prao.g_00389	Prah.g_02089
OG0000468	Prao.g_00391	Prah.g_02098
OG0000469	Prao.g_00400	Prah.g_02111
OG0000470	Prao.g_00402	Prah.g_02114
OG0000471	Prao.g_00403	Prah.g_02115
OG0000472	Prao.g_00404	Prah.g_02117
OG0000473	Prao.g_00406	Prah.g_02119
OG0000474	Prao.g_00407	Prah.g_02120
OG0000475	Prao.g_00408	Prah.g_02121
OG0000476	Prao.g_00409	Prah.g_02123
OG0000477	Prao.g_00412	Prah.g_02128
OG0000478	Prao.g_00413	Prah.g_02129
OG0000479	Prao.g_00414	Prah.g_02130
OG0000480	Prao.g_00419	Prah.g_02137
OG0000481	Prao.g_00421	Prah.g_02139
OG0000482	Prao.g_00422	Prah.g_02140
OG0000483	Prao.g_00425	Prah.g_02144
OG0000484	Prao.g_00426	Prah.g_02145
OG0000485	Prao.g_00427	Prah.g_02146
OG0000486	Prao.g_00428	Prah.g_02147
OG0000487	Prao.g_00432	Prah.g_02152
OG0000488	Prao.g_00435	Prah.g_02156
OG0000489	Prao.g_00440	Prah.g_02167
OG0000490	Prao.g_00444	Prah.g_02172
OG0000491	Prao.g_00445	Prah.g_02173
OG0000492	Prao.g_00447	Prah.g_02175
OG0000493	Prao.g_00448	Prah.g_02176
OG0000494	Prao.g_00449	Prah.g_02177
OG0000495	Prao.g_00450	Prah.g_02178
OG0000496	Prao.g_00451	Prah.g_02179
OG0000497	Prao.g_00452	Prah.g_02180
OG0000498	Prao.g_00453	Prah.g_02181
OG0000499	Prao.g_00454	Prah.g_02182
OG0000500	Prao.g_00455	Prah.g_02183
OG0000501	Prao.g_00457	Prah.g_02186
OG0000502	Prao.g_00460	Prah.g_02199
OG0000503	Prao.g_00470	Prah.g_01940
OG0000504	Prao.g_00471	Prah.g_01938
OG0000505	Prao.g_00472	Prah.g_01937
OG0000506	Prao.g_00474	Prah.g_01935
OG0000507	Prao.g_00476	Prah.g_01930
OG0000508	Prao.g_00479	Prah.g_01922
OG0000509	Prao.g_00481	Prah.g_01920
OG0000510	Prao.g_00482	Prah.g_01919
OG0000511	Prao.g_00483	Prah.g_01918
OG0000512	Prao.g_00485	Prah.g_01916
OG0000513	Prao.g_00492	Prah.g_00209
OG0000514	Prao.g_00535	Prah.g_00218
OG0000515	Prao.g_00536	Prah.g_00219
OG0000516	Prao.g_00537	Prah.g_00221
OG0000517	Prao.g_00539	Prah.g_00229
OG0000518	Prao.g_00550	Prah.g_00241
OG0000519	Prao.g_00551	Prah.g_00242
OG0000520	Prao.g_00552	Prah.g_00247
OG0000521	Prao.g_00557	Prah.g_00255
OG0000522	Prao.g_00559	Prah.g_00257
OG0000523	Prao.g_00560	Prah.g_00258
OG0000524	Prao.g_00567	Prah.g_00290
OG0000525	Prao.g_00570	Prah.g_00304
OG0000526	Prao.g_00571	Prah.g_00306
OG0000527	Prao.g_00579	Prah.g_00310
OG0000528	Prao.g_00584	Prah.g_01572
OG0000529	Prao.g_00587	Prah.g_01565
OG0000530	Prao.g_00590	Prah.g_01562
OG0000531	Prao.g_00591	Prah.g_01561
OG0000532	Prao.g_00593	Prah.g_01558
OG0000533	Prao.g_00594	Prah.g_01556
OG0000534	Prao.g_00595	Prah.g_01555
OG0000535	Prao.g_00596	Prah.g_01554
OG0000536	Prao.g_00597	Prah.g_01553
OG0000537	Prao.g_00598	Prah.g_01552
OG0000538	Prao.g_00606	Prah.g_01541
OG0000539	Prao.g_00607	Prah.g_01540
OG0000540	Prao.g_00608	Prah.g_01539
OG0000541	Prao.g_00609	Prah.g_01538
OG0000542	Prao.g_00611	Prah.g_01535
OG0000543	Prao.g_00613	Prah.g_01533
OG0000544	Prao.g_00614	Prah.g_01532
OG0000545	Prao.g_00616	Prah.g_01530
OG0000546	Prao.g_00619	Prah.g_01528
OG0000547	Prao.g_00621	Prah.g_01526
OG0000548	Prao.g_00622	Prah.g_01525
OG0000549	Prao.g_00624	Prah.g_01519
OG0000550	Prao.g_00629	Prah.g_01514
OG0000551	Prao.g_00633	Prah.g_01510
OG0000552	Prao.g_00634	Prah.g_01509
OG0000553	Prao.g_00635	Prah.g_01505
OG0000554	Prao.g_01857	Prah.g_01500
OG0000555	Prao.g_01161	Prah.g_01480
OG0000556	Prao.g_01163	Prah.g_01474
OG0000557	Prao.g_01164	Prah.g_01473
OG0000558	Prao.g_01166	Prah.g_01470
OG0000559	Prao.g_01170	Prah.g_01466
OG0000560	Prao.g_01173	Prah.g_01463
OG0000561	Prao.g_01174	Prah.g_01462
OG0000562	Prao.g_01175	Prah.g_01461
OG0000563	Prao.g_01176	Prah.g_01460
OG0000564	Prao.g_01177	Prah.g_01459
OG0000565	Prao.g_01180	Prah.g_01457
OG0000566	Prao.g_01182	Prah.g_01452
OG0000567	Prao.g_01186	Prah.g_01448
OG0000568	Prao.g_01187	Prah.g_01446
OG0000569	Prao.g_01862	Prah.g_01445
OG0000570	Prao.g_01863	Prah.g_01444
OG0000571	Prao.g_01865	Prah.g_01441
OG0000572	Prao.g_00025	Prah.g_01425
OG0000573	Prao.g_00030	Prah.g_01416
OG0000574	Prao.g_00031	Prah.g_01415
OG0000575	Prao.g_00035	Prah.g_01406
OG0000576	Prao.g_00037	Prah.g_01404
OG0000577	Prao.g_00038	Prah.g_01403
OG0000578	Prao.g_00039	Prah.g_01402
OG0000579	Prao.g_00040	Prah.g_01401
OG0000580	Prao.g_00041	Prah.g_01400
OG0000581	Prao.g_00043	Prah.g_01396
OG0000582	Prao.g_00046	Prah.g_01392
OG0000583	Prao.g_00047	Prah.g_01391
OG0000584	Prao.g_00048	Prah.g_01390
OG0000585	Prao.g_00050	Prah.g_01388
OG0000586	Prao.g_00051	Prah.g_01387
OG0000587	Prao.g_00052	Prah.g_01385
OG0000588	Prao.g_00056	Prah.g_00529
OG0000589	Prao.g_00060	Prah.g_00526
OG0000590	Prao.g_00061	Prah.g_00525
OG0000591	Prao.g_00064	Prah.g_00518
OG0000592	Prao.g_00065	Prah.g_00517
OG0000593	Prao.g_00071	Prah.g_00505
OG0000594	Prao.g_00072	Prah.g_00504
