Orthogroup	Prao	Prbe
OG0000317	Prao.g_01550	Prbe.g_00988
OG0000318	Prao.g_01553	Prbe.g_00984
OG0000319	Prao.g_01566	Prbe.g_00971
OG0000320	Prao.g_01568	Prbe.g_00969
OG0000321	Prao.g_01569	Prbe.g_00968
OG0000322	Prao.g_01570	Prbe.g_00967
OG0000323	Prao.g_01579	Prbe.g_00958
OG0000324	Prao.g_01605	Prbe.g_00931
OG0000325	Prao.g_01616	Prbe.g_00920
OG0000326	Prao.g_01622	Prbe.g_01109
OG0000327	Prao.g_01646	Prbe.g_01088
OG0000328	Prao.g_01647	Prbe.g_01087
OG0000329	Prao.g_01664	Prbe.g_00860
OG0000330	Prao.g_01665	Prbe.g_00859
OG0000331	Prao.g_01666	Prbe.g_00858
OG0000332	Prao.g_01680	Prbe.g_00844
OG0000333	Prao.g_01682	Prbe.g_00842
OG0000334	Prao.g_01690	Prbe.g_00833
OG0000335	Prao.g_01695	Prbe.g_00828
OG0000336	Prao.g_01699	Prbe.g_00824
OG0000337	Prao.g_01715	Prbe.g_00806
OG0000338	Prao.g_01716	Prbe.g_00805
OG0000339	Prao.g_01720	Prbe.g_00799
OG0000340	Prao.g_01728	Prbe.g_00790
OG0000341	Prao.g_01730	Prbe.g_00788
OG0000342	Prao.g_01731	Prbe.g_00787
OG0000343	Prao.g_01732	Prbe.g_00786
OG0000344	Prao.g_01735	Prbe.g_00783
OG0000345	Prao.g_01740	Prbe.g_00777
OG0000346	Prao.g_01744	Prbe.g_00773
OG0000347	Prao.g_01760	Prbe.g_00746
OG0000348	Prao.g_01770	Prbe.g_00754
OG0000349	Prao.g_01787	Prbe.g_01149
OG0000350	Prao.g_01806	Prbe.g_00709
OG0000351	Prao.g_01823	Prbe.g_01189
OG0000352	Prao.g_01824	Prbe.g_01190
OG0000353	Prao.g_01840	Prbe.g_01064
OG0000355	Prao.g_01842	Prbe.g_01066
OG0000356	Prao.g_01843	Prbe.g_01067
OG0000357	Prao.g_01844	Prbe.g_01068
OG0000358	Prao.g_01848	Prbe.g_01072
OG0000359	Prao.g_01849	Prbe.g_01073
OG0000360	Prao.g_01850	Prbe.g_01074
OG0000361	Prao.g_00157	Prbe.g_01075
OG0000362	Prao.g_00159	Prbe.g_01077
OG0000363	Prao.g_00161	Prbe.g_00114
OG0000364	Prao.g_00162	Prbe.g_00115
OG0000365	Prao.g_00167	Prbe.g_00120
OG0000366	Prao.g_00168	Prbe.g_00121
OG0000367	Prao.g_00169	Prbe.g_00122
OG0000368	Prao.g_00171	Prbe.g_00124
OG0000369	Prao.g_00172	Prbe.g_00125
OG0000370	Prao.g_00173	Prbe.g_00126
OG0000371	Prao.g_00178	Prbe.g_00133
OG0000372	Prao.g_00181	Prbe.g_00136
OG0000373	Prao.g_00182	Prbe.g_00137
OG0000374	Prao.g_00183	Prbe.g_00138
OG0000375	Prao.g_00186	Prbe.g_00140
OG0000376	Prao.g_00188	Prbe.g_00142
OG0000377	Prao.g_00191	Prbe.g_00146
OG0000378	Prao.g_00193	Prbe.g_00150
OG0000379	Prao.g_00196	Prbe.g_00153
OG0000380	Prao.g_00205	Prbe.g_00170
OG0000381	Prao.g_00209	Prbe.g_00175
OG0000382	Prao.g_00220	Prbe.g_00185
OG0000383	Prao.g_00222	Prbe.g_00187
OG0000384	Prao.g_00223	Prbe.g_00188
OG0000385	Prao.g_00224	Prbe.g_00189
OG0000386	Prao.g_00225	Prbe.g_00190
OG0000387	Prao.g_00238	Prbe.g_01640
OG0000388	Prao.g_00241	Prbe.g_01644
OG0000389	Prao.g_00244	Prbe.g_01647
OG0000390	Prao.g_00251	Prbe.g_01657
OG0000391	Prao.g_00255	Prbe.g_01660
OG0000392	Prao.g_00259	Prbe.g_01664
OG0000393	Prao.g_00261	Prbe.g_01667
OG0000394	Prao.g_00262	Prbe.g_01668
OG0000395	Prao.g_00263	Prbe.g_01669
OG0000396	Prao.g_00266	Prbe.g_01671
OG0000397	Prao.g_00268	Prbe.g_01673
OG0000398	Prao.g_00270	Prbe.g_01676
OG0000399	Prao.g_00271	Prbe.g_01677
OG0000400	Prao.g_00272	Prbe.g_01678
OG0000401	Prao.g_00273	Prbe.g_01679
OG0000402	Prao.g_00274	Prbe.g_01412
OG0000403	Prao.g_00275	Prbe.g_01681
OG0000404	Prao.g_00276	Prbe.g_01682
OG0000405	Prao.g_00280	Prbe.g_01686
OG0000406	Prao.g_00285	Prbe.g_01694
OG0000407	Prao.g_00286	Prbe.g_01695
OG0000408	Prao.g_00288	Prbe.g_01697
OG0000409	Prao.g_00290	Prbe.g_01699
OG0000410	Prao.g_00291	Prbe.g_01700
OG0000411	Prao.g_00292	Prbe.g_01701
OG0000412	Prao.g_00293	Prbe.g_01702
OG0000413	Prao.g_00294	Prbe.g_01704
OG0000414	Prao.g_00295	Prbe.g_01705
OG0000415	Prao.g_00296	Prbe.g_01706
OG0000416	Prao.g_00297	Prbe.g_01707
OG0000417	Prao.g_00298	Prbe.g_01708
OG0000418	Prao.g_00303	Prbe.g_01713
OG0000419	Prao.g_00305	Prbe.g_01715
OG0000420	Prao.g_00306	Prbe.g_01716
OG0000421	Prao.g_00311	Prbe.g_01721
OG0000422	Prao.g_00312	Prbe.g_01722
OG0000423	Prao.g_00313	Prbe.g_01723
OG0000424	Prao.g_00314	Prbe.g_01724
OG0000425	Prao.g_00315	Prbe.g_01725
OG0000426	Prao.g_00316	Prbe.g_01726
OG0000427	Prao.g_00317	Prbe.g_01727
OG0000428	Prao.g_00319	Prbe.g_01729
OG0000429	Prao.g_00320	Prbe.g_01730
OG0000430	Prao.g_00321	Prbe.g_01731
OG0000431	Prao.g_00323	Prbe.g_01733
OG0000432	Prao.g_00326	Prbe.g_01737
OG0000433	Prao.g_00327	Prbe.g_01738
OG0000434	Prao.g_00328	Prbe.g_01739
OG0000435	Prao.g_00329	Prbe.g_01740
OG0000436	Prao.g_00334	Prbe.g_01745
OG0000437	Prao.g_00335	Prbe.g_01746
OG0000438	Prao.g_00336	Prbe.g_01747
OG0000439	Prao.g_00338	Prbe.g_01749
OG0000440	Prao.g_00339	Prbe.g_01750
OG0000441	Prao.g_00342	Prbe.g_01753
OG0000442	Prao.g_00343	Prbe.g_01754
OG0000443	Prao.g_00344	Prbe.g_01755
OG0000444	Prao.g_00349	Prbe.g_01761
OG0000445	Prao.g_00350	Prbe.g_01762
OG0000446	Prao.g_00351	Prbe.g_01763
OG0000447	Prao.g_00352	Prbe.g_01764
OG0000448	Prao.g_00353	Prbe.g_01765
OG0000449	Prao.g_00354	Prbe.g_01766
OG0000450	Prao.g_00355	Prbe.g_01767
OG0000451	Prao.g_00356	Prbe.g_01768
OG0000452	Prao.g_00359	Prbe.g_01771
OG0000453	Prao.g_00360	Prbe.g_01772
OG0000454	Prao.g_00361	Prbe.g_01773
OG0000455	Prao.g_00362	Prbe.g_01774
OG0000456	Prao.g_00363	Prbe.g_01775
OG0000457	Prao.g_00364	Prbe.g_01777
OG0000458	Prao.g_00365	Prbe.g_01778
OG0000459	Prao.g_00366	Prbe.g_01779
OG0000460	Prao.g_00373	Prbe.g_01787
OG0000461	Prao.g_00380	Prbe.g_01795
OG0000462	Prao.g_00382	Prbe.g_01797
OG0000463	Prao.g_00383	Prbe.g_01798
OG0000464	Prao.g_00384	Prbe.g_01799
OG0000465	Prao.g_00385	Prbe.g_01800
OG0000466	Prao.g_00388	Prbe.g_01803
OG0000467	Prao.g_00389	Prbe.g_01804
OG0000468	Prao.g_00391	Prbe.g_01807
OG0000469	Prao.g_00400	Prbe.g_01815
OG0000470	Prao.g_00402	Prbe.g_01817
OG0000471	Prao.g_00403	Prbe.g_01818
OG0000472	Prao.g_00404	Prbe.g_01820
OG0000473	Prao.g_00406	Prbe.g_01822
OG0000474	Prao.g_00407	Prbe.g_01823
OG0000475	Prao.g_00408	Prbe.g_01824
OG0000476	Prao.g_00409	Prbe.g_01826
OG0000477	Prao.g_00412	Prbe.g_01829
OG0000478	Prao.g_00413	Prbe.g_01830
OG0000479	Prao.g_00414	Prbe.g_01831
OG0000480	Prao.g_00419	Prbe.g_01836
OG0000481	Prao.g_00421	Prbe.g_01839
OG0000482	Prao.g_00422	Prbe.g_01840
OG0000483	Prao.g_00425	Prbe.g_01843
OG0000484	Prao.g_00426	Prbe.g_01844
OG0000485	Prao.g_00427	Prbe.g_01846
OG0000486	Prao.g_00428	Prbe.g_01847
OG0000487	Prao.g_00432	Prbe.g_01850
OG0000488	Prao.g_00435	Prbe.g_01853
OG0000489	Prao.g_00440	Prbe.g_01858
OG0000490	Prao.g_00444	Prbe.g_01862
OG0000491	Prao.g_00445	Prbe.g_01863
OG0000492	Prao.g_00447	Prbe.g_01865
OG0000493	Prao.g_00448	Prbe.g_01866
OG0000494	Prao.g_00449	Prbe.g_01867
OG0000495	Prao.g_00450	Prbe.g_01868
OG0000496	Prao.g_00451	Prbe.g_01869
OG0000497	Prao.g_00452	Prbe.g_01870
OG0000498	Prao.g_00453	Prbe.g_01871
OG0000499	Prao.g_00454	Prbe.g_01872
OG0000500	Prao.g_00455	Prbe.g_01873
OG0000501	Prao.g_00457	Prbe.g_01874
OG0000502	Prao.g_00460	Prbe.g_01877
OG0000503	Prao.g_00470	Prbe.g_01892
OG0000504	Prao.g_00471	Prbe.g_01894
OG0000505	Prao.g_00472	Prbe.g_01895
OG0000506	Prao.g_00474	Prbe.g_01896
OG0000507	Prao.g_00476	Prbe.g_01899
OG0000508	Prao.g_00479	Prbe.g_01903
OG0000509	Prao.g_00481	Prbe.g_01905
OG0000510	Prao.g_00482	Prbe.g_01906
OG0000511	Prao.g_00483	Prbe.g_01907
OG0000512	Prao.g_00485	Prbe.g_01909
OG0000513	Prao.g_00492	Prbe.g_01918
OG0000514	Prao.g_00535	Prbe.g_01929
OG0000515	Prao.g_00536	Prbe.g_01930
OG0000516	Prao.g_00537	Prbe.g_01931
OG0000517	Prao.g_00539	Prbe.g_01933
OG0000518	Prao.g_00550	Prbe.g_01944
OG0000519	Prao.g_00551	Prbe.g_01945
OG0000520	Prao.g_00552	Prbe.g_01946
OG0000521	Prao.g_00557	Prbe.g_00676
OG0000522	Prao.g_00559	Prbe.g_00674
OG0000523	Prao.g_00560	Prbe.g_00673
OG0000524	Prao.g_00567	Prbe.g_00668
OG0000525	Prao.g_00570	Prbe.g_00664
OG0000526	Prao.g_00571	Prbe.g_00663
OG0000527	Prao.g_00579	Prbe.g_00660
OG0000528	Prao.g_00584	Prbe.g_00655
OG0000529	Prao.g_00587	Prbe.g_00652
OG0000530	Prao.g_00590	Prbe.g_00649
OG0000531	Prao.g_00591	Prbe.g_00648
OG0000532	Prao.g_00593	Prbe.g_00646
OG0000533	Prao.g_00594	Prbe.g_00645
OG0000534	Prao.g_00595	Prbe.g_00644
OG0000535	Prao.g_00596	Prbe.g_00643
OG0000536	Prao.g_00597	Prbe.g_00642
OG0000537	Prao.g_00598	Prbe.g_00641
OG0000538	Prao.g_00606	Prbe.g_00632
OG0000539	Prao.g_00607	Prbe.g_00631
OG0000540	Prao.g_00608	Prbe.g_00630
OG0000541	Prao.g_00609	Prbe.g_00629
OG0000542	Prao.g_00611	Prbe.g_00628
OG0000543	Prao.g_00613	Prbe.g_00626
OG0000544	Prao.g_00614	Prbe.g_00625
OG0000545	Prao.g_00616	Prbe.g_00623
OG0000546	Prao.g_00619	Prbe.g_00620
OG0000547	Prao.g_00621	Prbe.g_00618
OG0000548	Prao.g_00622	Prbe.g_00617
OG0000549	Prao.g_00624	Prbe.g_00615
OG0000550	Prao.g_00629	Prbe.g_00611
OG0000551	Prao.g_00633	Prbe.g_00608
OG0000552	Prao.g_00634	Prbe.g_00607
OG0000553	Prao.g_00635	Prbe.g_00606
OG0000554	Prao.g_01857	Prbe.g_00601
OG0000555	Prao.g_01161	Prbe.g_00593
OG0000556	Prao.g_01163	Prbe.g_00591
OG0000557	Prao.g_01164	Prbe.g_00590
OG0000558	Prao.g_01166	Prbe.g_00588
OG0000559	Prao.g_01170	Prbe.g_00584
OG0000560	Prao.g_01173	Prbe.g_00581
OG0000561	Prao.g_01174	Prbe.g_00580
OG0000562	Prao.g_01175	Prbe.g_00579
OG0000563	Prao.g_01176	Prbe.g_00578
