Orthogroup	Prao	Prax
OG0000176	Prao.g_01845	Prax.g_01494
OG0000177	Prao.g_01846	Prax.g_01495
OG0000178	Prao.g_01847	Prax.g_01496
OG0000179	Prao.g_00163	Prax.g_00297
OG0000180	Prao.g_00164	Prax.g_00296
OG0000181	Prao.g_00165	Prax.g_00295
OG0000182	Prao.g_00166	Prax.g_00294
OG0000183	Prao.g_00170	Prax.g_00290
OG0000184	Prao.g_00192	Prax.g_00621
OG0000185	Prao.g_00195	Prax.g_00624
OG0000186	Prao.g_00203	Prax.g_00635
OG0000187	Prao.g_00204	Prax.g_00636
OG0000188	Prao.g_00221	Prax.g_00653
OG0000189	Prao.g_00235	Prax.g_01122
OG0000190	Prao.g_00236	Prax.g_01121
OG0000191	Prao.g_00256	Prax.g_01101
OG0000192	Prao.g_00260	Prax.g_01097
OG0000193	Prao.g_00284	Prax.g_01072
OG0000194	Prao.g_00287	Prax.g_01069
OG0000195	Prao.g_00289	Prax.g_01067
OG0000196	Prao.g_00299	Prax.g_01057
OG0000197	Prao.g_00300	Prax.g_01056
OG0000198	Prao.g_00301	Prax.g_01055
OG0000199	Prao.g_00308	Prax.g_01048
OG0000200	Prao.g_00322	Prax.g_01034
OG0000201	Prao.g_00330	Prax.g_01026
OG0000202	Prao.g_00331	Prax.g_01025
OG0000203	Prao.g_00332	Prax.g_01024
OG0000204	Prao.g_00333	Prax.g_01023
OG0000205	Prao.g_00340	Prax.g_01016
OG0000206	Prao.g_00345	Prax.g_01011
OG0000207	Prao.g_00347	Prax.g_01009
OG0000208	Prao.g_00348	Prax.g_01008
OG0000209	Prao.g_00357	Prax.g_00999
OG0000210	Prao.g_00358	Prax.g_00998
OG0000211	Prao.g_00371	Prax.g_00985
OG0000212	Prao.g_00378	Prax.g_00978
OG0000213	Prao.g_00395	Prax.g_00918
OG0000214	Prao.g_00405	Prax.g_00908
OG0000215	Prao.g_00429	Prax.g_00883
OG0000216	Prao.g_00431	Prax.g_00881
OG0000217	Prao.g_00434	Prax.g_00878
OG0000218	Prao.g_00436	Prax.g_00876
OG0000219	Prao.g_00437	Prax.g_00875
OG0000220	Prao.g_00438	Prax.g_00874
OG0000221	Prao.g_00439	Prax.g_00873
OG0000222	Prao.g_00446	Prax.g_00865
OG0000223	Prao.g_00459	Prax.g_00850
OG0000224	Prao.g_00461	Prax.g_00848
OG0000225	Prao.g_00480	Prax.g_00827
OG0000226	Prao.g_00484	Prax.g_00823
OG0000227	Prao.g_00486	Prax.g_00821
OG0000228	Prao.g_00489	Prax.g_00818
OG0000229	Prao.g_00540	Prax.g_00764
OG0000230	Prao.g_00542	Prax.g_00762
OG0000231	Prao.g_00553	Prax.g_00751
OG0000232	Prao.g_00564	Prax.g_00743
OG0000233	Prao.g_00569	Prax.g_00738
OG0000234	Prao.g_00582	Prax.g_00726
OG0000235	Prao.g_00585	Prax.g_00723
OG0000236	Prao.g_00599	Prax.g_00708
OG0000237	Prao.g_00612	Prax.g_00695
OG0000238	Prao.g_00618	Prax.g_00689
OG0000239	Prao.g_00631	Prax.g_00676
OG0000240	Prao.g_00632	Prax.g_00675
OG0000241	Prao.g_01861	Prax.g_00671
OG0000242	Prao.g_01859	Prax.g_00669
OG0000243	Prao.g_01162	Prax.g_00004
OG0000244	Prao.g_01165	Prax.g_00007
OG0000245	Prao.g_01167	Prax.g_00009
OG0000246	Prao.g_01171	Prax.g_00013
OG0000247	Prao.g_01181	Prax.g_00023
OG0000248	Prao.g_01183	Prax.g_00025
OG0000249	Prao.g_01185	Prax.g_00027
OG0000250	Prao.g_01864	Prax.g_00032
OG0000251	Prao.g_00029	Prax.g_00050
OG0000252	Prao.g_00032	Prax.g_00053
OG0000253	Prao.g_00033	Prax.g_00054
OG0000254	Prao.g_00049	Prax.g_00070
OG0000255	Prao.g_00055	Prax.g_00076
OG0000256	Prao.g_00066	Prax.g_00086
OG0000257	Prao.g_00069	Prax.g_00089
OG0000258	Prao.g_00082	Prax.g_00102
OG0000259	Prao.g_00099	Prax.g_00119
OG0000260	Prao.g_00102	Prax.g_00122
OG0000261	Prao.g_00104	Prax.g_00977
OG0000262	Prao.g_00108	Prax.g_00973
OG0000263	Prao.g_00119	Prax.g_00961
OG0000264	Prao.g_00129	Prax.g_00951
OG0000265	Prao.g_00648	Prax.g_00485
OG0000266	Prao.g_00658	Prax.g_00475
OG0000267	Prao.g_00669	Prax.g_00464
OG0000268	Prao.g_00670	Prax.g_00463
OG0000269	Prao.g_00736	Prax.g_00378
OG0000270	Prao.g_00739	Prax.g_00375
OG0000271	Prao.g_00747	Prax.g_00367
OG0000272	Prao.g_00748	Prax.g_00366
OG0000273	Prao.g_00771	Prax.g_00343
OG0000274	Prao.g_00772	Prax.g_00342
OG0000275	Prao.g_00775	Prax.g_00339
OG0000276	Prao.g_00780	Prax.g_00334
OG0000277	Prao.g_00781	Prax.g_00333
OG0000278	Prao.g_00784	Prax.g_00330
OG0000279	Prao.g_00791	Prax.g_00323
OG0000280	Prao.g_00792	Prax.g_00322
OG0000281	Prao.g_00797	Prax.g_00317
OG0000282	Prao.g_00847	Prax.g_00563
OG0000283	Prao.g_00879	Prax.g_00597
OG0000284	Prao.g_00884	Prax.g_00602
OG0000285	Prao.g_00889	Prax.g_00607
OG0000286	Prao.g_00901	Prax.g_00619
OG0000287	Prao.g_00918	Prax.g_01145
OG0000288	Prao.g_00947	Prax.g_01177
OG0000289	Prao.g_00958	Prax.g_01188
OG0000290	Prao.g_00971	Prax.g_01201
OG0000291	Prao.g_00973	Prax.g_01203
OG0000292	Prao.g_01025	Prax.g_01254
OG0000293	Prao.g_01098	Prax.g_00191
OG0000294	Prao.g_01097	Prax.g_00192
OG0000295	Prao.g_01077	Prax.g_00212
OG0000296	Prao.g_01075	Prax.g_00214
OG0000297	Prao.g_01067	Prax.g_00222
OG0000298	Prao.g_01066	Prax.g_00223
OG0000299	Prao.g_01049	Prax.g_00240
OG0000300	Prao.g_01046	Prax.g_00243
OG0000301	Prao.g_01045	Prax.g_00244
OG0000302	Prao.g_01043	Prax.g_00246
OG0000303	Prao.g_01036	Prax.g_00253
OG0000304	Prao.g_01032	Prax.g_00257
OG0000305	Prao.g_01247	Prax.g_01871
OG0000306	Prao.g_01244	Prax.g_01868
OG0000307	Prao.g_01230	Prax.g_01854
OG0000308	Prao.g_01229	Prax.g_01853
OG0000309	Prao.g_01225	Prax.g_01849
OG0000310	Prao.g_01382	Prax.g_01748
OG0000311	Prao.g_01384	Prax.g_01746
OG0000312	Prao.g_01387	Prax.g_01743
OG0000313	Prao.g_01401	Prax.g_01724
OG0000314	Prao.g_01423	Prax.g_01701
OG0000315	Prao.g_01433	Prax.g_01691
OG0000316	Prao.g_01453	Prax.g_01671
OG0000317	Prao.g_01550	Prax.g_01561
OG0000318	Prao.g_01553	Prax.g_01558
OG0000319	Prao.g_01566	Prax.g_01545
OG0000320	Prao.g_01568	Prax.g_01543
OG0000321	Prao.g_01569	Prax.g_01542
OG0000322	Prao.g_01570	Prax.g_01541
OG0000323	Prao.g_01579	Prax.g_01532
OG0000324	Prao.g_01605	Prax.g_01505
OG0000325	Prao.g_01616	Prax.g_01263
OG0000326	Prao.g_01622	Prax.g_01269
OG0000327	Prao.g_01646	Prax.g_01297
OG0000328	Prao.g_01647	Prax.g_01298
OG0000329	Prao.g_01664	Prax.g_01315
OG0000330	Prao.g_01665	Prax.g_01316
OG0000331	Prao.g_01666	Prax.g_01317
OG0000332	Prao.g_01680	Prax.g_01331
OG0000333	Prao.g_01682	Prax.g_01333
OG0000334	Prao.g_01690	Prax.g_01341
OG0000335	Prao.g_01695	Prax.g_01346
OG0000336	Prao.g_01699	Prax.g_01350
OG0000337	Prao.g_01715	Prax.g_01366
OG0000338	Prao.g_01716	Prax.g_01367
OG0000339	Prao.g_01720	Prax.g_01371
OG0000340	Prao.g_01728	Prax.g_01379
OG0000341	Prao.g_01730	Prax.g_01381
OG0000342	Prao.g_01731	Prax.g_01382
OG0000343	Prao.g_01732	Prax.g_01383
OG0000344	Prao.g_01735	Prax.g_01386
OG0000345	Prao.g_01740	Prax.g_01391
OG0000346	Prao.g_01744	Prax.g_01395
OG0000347	Prao.g_01760	Prax.g_01411
OG0000348	Prao.g_01770	Prax.g_01421
OG0000349	Prao.g_01787	Prax.g_01438
OG0000350	Prao.g_01806	Prax.g_01456
OG0000351	Prao.g_01823	Prax.g_01473
OG0000352	Prao.g_01824	Prax.g_01474
OG0000353	Prao.g_01840	Prax.g_01489
OG0000355	Prao.g_01842	Prax.g_01491
OG0000356	Prao.g_01843	Prax.g_01492
OG0000357	Prao.g_01844	Prax.g_01493
OG0000358	Prao.g_01848	Prax.g_01497
OG0000359	Prao.g_01849	Prax.g_01498
OG0000360	Prao.g_01850	Prax.g_01499
OG0000361	Prao.g_00157	Prax.g_01975
OG0000362	Prao.g_00159	Prax.g_01973
OG0000363	Prao.g_00161	Prax.g_00299
OG0000364	Prao.g_00162	Prax.g_00298
OG0000365	Prao.g_00167	Prax.g_00293
OG0000366	Prao.g_00168	Prax.g_00292
OG0000367	Prao.g_00169	Prax.g_00291
OG0000368	Prao.g_00171	Prax.g_00289
OG0000369	Prao.g_00172	Prax.g_00288
OG0000370	Prao.g_00173	Prax.g_00287
OG0000371	Prao.g_00178	Prax.g_00281
OG0000372	Prao.g_00181	Prax.g_00278
OG0000373	Prao.g_00182	Prax.g_00277
OG0000374	Prao.g_00183	Prax.g_00276
OG0000375	Prao.g_00186	Prax.g_00273
OG0000376	Prao.g_00188	Prax.g_00271
OG0000377	Prao.g_00191	Prax.g_00261
OG0000378	Prao.g_00193	Prax.g_00622
OG0000379	Prao.g_00196	Prax.g_00625
OG0000380	Prao.g_00205	Prax.g_00637
OG0000381	Prao.g_00209	Prax.g_00641
OG0000382	Prao.g_00220	Prax.g_00652
OG0000383	Prao.g_00222	Prax.g_00654
OG0000384	Prao.g_00223	Prax.g_00655
OG0000385	Prao.g_00224	Prax.g_00656
OG0000386	Prao.g_00225	Prax.g_00657
OG0000387	Prao.g_00238	Prax.g_01119
OG0000388	Prao.g_00241	Prax.g_01116
OG0000389	Prao.g_00244	Prax.g_01113
OG0000390	Prao.g_00251	Prax.g_01106
OG0000391	Prao.g_00255	Prax.g_01102
OG0000392	Prao.g_00259	Prax.g_01098
OG0000393	Prao.g_00261	Prax.g_01096
OG0000394	Prao.g_00262	Prax.g_01095
OG0000395	Prao.g_00263	Prax.g_01094
OG0000396	Prao.g_00266	Prax.g_01091
OG0000397	Prao.g_00268	Prax.g_01089
OG0000398	Prao.g_00270	Prax.g_01087
OG0000399	Prao.g_00271	Prax.g_01086
OG0000400	Prao.g_00272	Prax.g_01085
OG0000401	Prao.g_00273	Prax.g_01084
OG0000402	Prao.g_00274	Prax.g_01082
OG0000403	Prao.g_00275	Prax.g_01081
OG0000404	Prao.g_00276	Prax.g_01080
OG0000405	Prao.g_00280	Prax.g_01076
OG0000406	Prao.g_00285	Prax.g_01071
OG0000407	Prao.g_00286	Prax.g_01070
OG0000408	Prao.g_00288	Prax.g_01068
OG0000409	Prao.g_00290	Prax.g_01066
OG0000410	Prao.g_00291	Prax.g_01065
OG0000411	Prao.g_00292	Prax.g_01064
OG0000412	Prao.g_00293	Prax.g_01063
OG0000413	Prao.g_00294	Prax.g_01062
OG0000414	Prao.g_00295	Prax.g_01061
OG0000415	Prao.g_00296	Prax.g_01060
OG0000416	Prao.g_00297	Prax.g_01059
OG0000417	Prao.g_00298	Prax.g_01058
OG0000418	Prao.g_00303	Prax.g_01053
OG0000419	Prao.g_00305	Prax.g_01051
OG0000420	Prao.g_00306	Prax.g_01050
OG0000421	Prao.g_00311	Prax.g_01045
OG0000422	Prao.g_00312	Prax.g_01044
OG0000423	Prao.g_00313	Prax.g_01043
OG0000424	Prao.g_00314	Prax.g_01042
OG0000425	Prao.g_00315	Prax.g_01041
OG0000426	Prao.g_00316	Prax.g_01040
OG0000427	Prao.g_00317	Prax.g_01039
OG0000428	Prao.g_00319	Prax.g_01037
OG0000429	Prao.g_00320	Prax.g_01036
OG0000430	Prao.g_00321	Prax.g_01035
OG0000431	Prao.g_00323	Prax.g_01033
OG0000432	Prao.g_00326	Prax.g_01030
OG0000433	Prao.g_00327	Prax.g_01029
OG0000434	Prao.g_00328	Prax.g_01028
OG0000435	Prao.g_00329	Prax.g_01027
OG0000436	Prao.g_00334	Prax.g_01022
OG0000437	Prao.g_00335	Prax.g_01021
OG0000438	Prao.g_00336	Prax.g_01020
OG0000439	Prao.g_00338	Prax.g_01018
OG0000440	Prao.g_00339	Prax.g_01017
OG0000441	Prao.g_00342	Prax.g_01014
OG0000442	Prao.g_00343	Prax.g_01013
OG0000443	Prao.g_00344	Prax.g_01012
OG0000444	Prao.g_00349	Prax.g_01007
OG0000445	Prao.g_00350	Prax.g_01006
OG0000446	Prao.g_00351	Prax.g_01005
OG0000447	Prao.g_00352	Prax.g_01004
OG0000448	Prao.g_00353	Prax.g_01003
OG0000449	Prao.g_00354	Prax.g_01002
OG0000450	Prao.g_00355	Prax.g_01001
OG0000451	Prao.g_00356	Prax.g_01000
OG0000452	Prao.g_00359	Prax.g_00997
OG0000453	Prao.g_00360	Prax.g_00996
OG0000454	Prao.g_00361	Prax.g_00995
OG0000455	Prao.g_00362	Prax.g_00994
OG0000456	Prao.g_00363	Prax.g_00993
OG0000457	Prao.g_00364	Prax.g_00992
OG0000458	Prao.g_00365	Prax.g_00991
OG0000459	Prao.g_00366	Prax.g_00990
OG0000460	Prao.g_00373	Prax.g_00983
OG0000461	Prao.g_00380	Prax.g_00933
OG0000462	Prao.g_00382	Prax.g_00931
OG0000463	Prao.g_00383	Prax.g_00930
OG0000464	Prao.g_00384	Prax.g_00929
OG0000465	Prao.g_00385	Prax.g_00928
OG0000466	Prao.g_00388	Prax.g_00925
OG0000467	Prao.g_00389	Prax.g_00924
OG0000468	Prao.g_00391	Prax.g_00922
OG0000469	Prao.g_00400	Prax.g_00913
OG0000470	Prao.g_00402	Prax.g_00911
OG0000471	Prao.g_00403	Prax.g_00910
OG0000472	Prao.g_00404	Prax.g_00909
OG0000473	Prao.g_00406	Prax.g_00907
OG0000474	Prao.g_00407	Prax.g_00906
OG0000475	Prao.g_00408	Prax.g_00905
OG0000476	Prao.g_00409	Prax.g_00904
OG0000477	Prao.g_00412	Prax.g_00900
OG0000478	Prao.g_00413	Prax.g_00899
OG0000479	Prao.g_00414	Prax.g_00898
OG0000480	Prao.g_00419	Prax.g_00893
OG0000481	Prao.g_00421	Prax.g_00891
OG0000482	Prao.g_00422	Prax.g_00890
OG0000483	Prao.g_00425	Prax.g_00887
OG0000484	Prao.g_00426	Prax.g_00886
OG0000485	Prao.g_00427	Prax.g_00885
OG0000486	Prao.g_00428	Prax.g_00884
OG0000487	Prao.g_00432	Prax.g_00880
OG0000488	Prao.g_00435	Prax.g_00877
OG0000489	Prao.g_00440	Prax.g_00872
OG0000490	Prao.g_00444	Prax.g_00867
OG0000491	Prao.g_00445	Prax.g_00866
OG0000492	Prao.g_00447	Prax.g_00864
OG0000493	Prao.g_00448	Prax.g_00863
OG0000494	Prao.g_00449	Prax.g_00862
OG0000495	Prao.g_00450	Prax.g_00861
OG0000496	Prao.g_00451	Prax.g_00860
OG0000497	Prao.g_00452	Prax.g_00859
OG0000498	Prao.g_00453	Prax.g_00858
OG0000499	Prao.g_00454	Prax.g_00857
OG0000500	Prao.g_00455	Prax.g_00856
OG0000501	Prao.g_00457	Prax.g_00854
OG0000502	Prao.g_00460	Prax.g_00849
OG0000503	Prao.g_00470	Prax.g_00839
OG0000504	Prao.g_00471	Prax.g_00838
OG0000505	Prao.g_00472	Prax.g_00837
OG0000506	Prao.g_00474	Prax.g_00835
OG0000507	Prao.g_00476	Prax.g_00832
OG0000508	Prao.g_00479	Prax.g_00828
OG0000509	Prao.g_00481	Prax.g_00826
OG0000510	Prao.g_00482	Prax.g_00825
OG0000511	Prao.g_00483	Prax.g_00824
OG0000512	Prao.g_00485	Prax.g_00822
OG0000513	Prao.g_00492	Prax.g_00815
OG0000514	Prao.g_00535	Prax.g_00769
OG0000515	Prao.g_00536	Prax.g_00768
OG0000516	Prao.g_00537	Prax.g_00767
OG0000517	Prao.g_00539	Prax.g_00765
OG0000518	Prao.g_00550	Prax.g_00754
OG0000519	Prao.g_00551	Prax.g_00753
OG0000520	Prao.g_00552	Prax.g_00752
OG0000521	Prao.g_00557	Prax.g_00747
OG0000522	Prao.g_00559	Prax.g_00746
OG0000523	Prao.g_00560	Prax.g_00745
OG0000524	Prao.g_00567	Prax.g_00740
OG0000525	Prao.g_00570	Prax.g_00737
OG0000526	Prao.g_00571	Prax.g_00736
OG0000527	Prao.g_00579	Prax.g_00729
OG0000528	Prao.g_00584	Prax.g_00724
OG0000529	Prao.g_00587	Prax.g_00721
OG0000530	Prao.g_00590	Prax.g_00718
OG0000531	Prao.g_00591	Prax.g_00717
OG0000532	Prao.g_00593	Prax.g_00715
OG0000533	Prao.g_00594	Prax.g_00714
OG0000534	Prao.g_00595	Prax.g_00713
OG0000535	Prao.g_00596	Prax.g_00712
OG0000536	Prao.g_00597	Prax.g_00711
OG0000537	Prao.g_00598	Prax.g_00709
OG0000538	Prao.g_00606	Prax.g_00701
OG0000539	Prao.g_00607	Prax.g_00700
OG0000540	Prao.g_00608	Prax.g_00699
OG0000541	Prao.g_00609	Prax.g_00698
OG0000542	Prao.g_00611	Prax.g_00696
OG0000543	Prao.g_00613	Prax.g_00694
OG0000544	Prao.g_00614	Prax.g_00693
OG0000545	Prao.g_00616	Prax.g_00691
OG0000546	Prao.g_00619	Prax.g_00688
OG0000547	Prao.g_00621	Prax.g_00686
OG0000548	Prao.g_00622	Prax.g_00685
OG0000549	Prao.g_00624	Prax.g_00683
OG0000550	Prao.g_00629	Prax.g_00678
OG0000551	Prao.g_00633	Prax.g_00674
OG0000552	Prao.g_00634	Prax.g_00673
OG0000553	Prao.g_00635	Prax.g_00672
OG0000554	Prao.g_01857	Prax.g_00667
OG0000555	Prao.g_01161	Prax.g_00003
OG0000556	Prao.g_01163	Prax.g_00005
OG0000557	Prao.g_01164	Prax.g_00006
OG0000558	Prao.g_01166	Prax.g_00008
OG0000559	Prao.g_01170	Prax.g_00012
OG0000560	Prao.g_01173	Prax.g_00015
OG0000561	Prao.g_01174	Prax.g_00016
OG0000562	Prao.g_01175	Prax.g_00017
OG0000563	Prao.g_01176	Prax.g_00018
OG0000564	Prao.g_01177	Prax.g_00019
OG0000565	Prao.g_01180	Prax.g_00022
