Orthogroup	Prao	Prad
OG0000038	Prao.g_01794	Prad.g_01582
OG0000039	Prao.g_00124	Prad.g_01260
OG0000040	Prao.g_01531	Prad.g_00369
OG0000040	Prao.g_01109	Prad.g_01516
OG0000041	Prao.g_01598	Prad.g_00894
OG0000042	Prao.g_01750	Prad.g_01624
OG0000043	Prao.g_00812	Prad.g_00276
OG0000043	Prao.g_01331	Prad.g_00313
OG0000045	Prao.g_00506	Prad.g_00738
OG0000047	Prao.g_00466	Prad.g_01661
OG0000048	Prao.g_00509	Prad.g_00735
OG0000049	Prao.g_00517	Prad.g_00726
OG0000049	Prao.g_01333	Prad.g_01215
OG0000050	Prao.g_01012	Prad.g_00985
OG0000051	Prao.g_01304	Prad.g_00342
OG0000052	Prao.g_01358	Prad.g_00571
OG0000053	Prao.g_01417	Prad.g_00494
OG0000054	Prao.g_00044	Prad.g_01395
OG0000055	Prao.g_00721	Prad.g_01126
OG0000057	Prao.g_00136	Prad.g_01272
OG0000058	Prao.g_01191	Prad.g_00565
OG0000059	Prao.g_01639	Prad.g_00855
OG0000061	Prao.g_01089	Prad.g_01496
OG0000062	Prao.g_01474	Prad.g_00436
OG0000063	Prao.g_00179	Prad.g_01953
OG0000065	Prao.g_00245	Prad.g_01886
OG0000067	Prao.g_00741	Prad.g_01146
OG0000068	Prao.g_01239	Prad.g_00594
OG0000069	Prao.g_01508	Prad.g_00400
OG0000070	Prao.g_00554	Prad.g_00057
OG0000071	Prao.g_01276	Prad.g_00628
OG0000072	Prao.g_00309	Prad.g_01820
OG0000073	Prao.g_00605	Prad.g_00130
OG0000074	Prao.g_00120	Prad.g_01256
OG0000075	Prao.g_01719	Prad.g_00775
OG0000076	Prao.g_01743	Prad.g_01631
OG0000077	Prao.g_00217	Prad.g_01915
OG0000078	Prao.g_00377	Prad.g_01752
OG0000079	Prao.g_00390	Prad.g_01739
OG0000081	Prao.g_01860	Prad.g_00098
OG0000082	Prao.g_00024	Prad.g_01374
OG0000083	Prao.g_00679	Prad.g_01082
OG0000083	Prao.g_01301	Prad.g_00345
OG0000083	Prao.g_00673	Prad.g_01075
OG0000084	Prao.g_01393	Prad.g_00519
OG0000085	Prao.g_01545	Prad.g_00948
OG0000086	Prao.g_00227	Prad.g_01905
OG0000087	Prao.g_00277	Prad.g_01854
OG0000088	Prao.g_00304	Prad.g_01825
OG0000089	Prao.g_00490	Prad.g_00755
OG0000090	Prao.g_01858	Prad.g_00096
OG0000091	Prao.g_00081	Prad.g_01431
OG0000092	Prao.g_00850	Prad.g_00240
OG0000093	Prao.g_00870	Prad.g_00218
OG0000094	Prao.g_00955	Prad.g_01038
OG0000095	Prao.g_00974	Prad.g_01018
OG0000096	Prao.g_01142	Prad.g_00650
OG0000096	Prao.g_01316	Prad.g_00330
OG0000097	Prao.g_01048	Prad.g_01454
OG0000098	Prao.g_01257	Prad.g_00612
OG0000099	Prao.g_01214	Prad.g_00566
OG0000100	Prao.g_01470	Prad.g_00440
OG0000101	Prao.g_01687	Prad.g_00807
OG0000102	Prao.g_01748	Prad.g_01626
OG0000103	Prao.g_01828	Prad.g_01548
OG0000104	Prao.g_01837	Prad.g_01540
OG0000105	Prao.g_01378	Prad.g_01717
OG0000106	Prao.g_00505	Prad.g_00739
OG0000107	Prao.g_00518	Prad.g_00724
OG0000108	Prao.g_00586	Prad.g_00027
OG0000109	Prao.g_00600	Prad.g_00013
OG0000110	Prao.g_01867	Prad.g_01364
OG0000111	Prao.g_00137	Prad.g_01273
OG0000112	Prao.g_00704	Prad.g_01109
OG0000113	Prao.g_00763	Prad.g_01168
OG0000114	Prao.g_00845	Prad.g_00245
OG0000115	Prao.g_01150	Prad.g_00641
OG0000116	Prao.g_01099	Prad.g_01506
OG0000117	Prao.g_01332	Prad.g_01214
OG0000118	Prao.g_01264	Prad.g_00616
OG0000119	Prao.g_01243	Prad.g_00598
OG0000120	Prao.g_01215	Prad.g_00564
OG0000121	Prao.g_01399	Prad.g_00513
OG0000122	Prao.g_01436	Prad.g_00474
OG0000123	Prao.g_01694	Prad.g_00800
OG0000124	Prao.g_01759	Prad.g_01616
OG0000125	Prao.g_01796	Prad.g_01580
OG0000126	Prao.g_01836	Prad.g_01541
OG0000128	Prao.g_00158	Prad.g_01975
OG0000129	Prao.g_00190	Prad.g_01943
OG0000130	Prao.g_00208	Prad.g_01924
OG0000131	Prao.g_00283	Prad.g_01846
OG0000132	Prao.g_00302	Prad.g_01827
OG0000133	Prao.g_00458	Prad.g_01669
OG0000134	Prao.g_00491	Prad.g_00754
OG0000135	Prao.g_00516	Prad.g_00727
OG0000136	Prao.g_00545	Prad.g_00066
OG0000137	Prao.g_00581	Prad.g_00032
OG0000138	Prao.g_00601	Prad.g_00012
OG0000139	Prao.g_01854	Prad.g_00092
OG0000140	Prao.g_01853	Prad.g_00091
OG0000141	Prao.g_00045	Prad.g_01396
OG0000142	Prao.g_00074	Prad.g_01424
OG0000143	Prao.g_00078	Prad.g_01428
OG0000144	Prao.g_00091	Prad.g_01226
OG0000145	Prao.g_00701	Prad.g_01107
OG0000146	Prao.g_00705	Prad.g_01110
OG0000147	Prao.g_00706	Prad.g_01111
OG0000148	Prao.g_00757	Prad.g_01162
OG0000149	Prao.g_00788	Prad.g_00301
OG0000150	Prao.g_00796	Prad.g_00293
OG0000151	Prao.g_00855	Prad.g_00235
OG0000152	Prao.g_00902	Prad.g_00186
OG0000153	Prao.g_00921	Prad.g_00167
OG0000154	Prao.g_00948	Prad.g_00139
OG0000155	Prao.g_01069	Prad.g_01476
OG0000156	Prao.g_01287	Prad.g_00359
OG0000157	Prao.g_01286	Prad.g_00360
OG0000158	Prao.g_01220	Prad.g_00567
OG0000159	Prao.g_01219	Prad.g_00563
OG0000160	Prao.g_01398	Prad.g_00514
OG0000161	Prao.g_01404	Prad.g_00508
OG0000162	Prao.g_01410	Prad.g_00502
OG0000163	Prao.g_01443	Prad.g_00467
OG0000164	Prao.g_01576	Prad.g_00917
OG0000165	Prao.g_01583	Prad.g_00910
OG0000166	Prao.g_01651	Prad.g_00843
OG0000167	Prao.g_01717	Prad.g_00777
OG0000168	Prao.g_01727	Prad.g_00767
OG0000169	Prao.g_01737	Prad.g_01637
OG0000170	Prao.g_01739	Prad.g_01635
OG0000171	Prao.g_01758	Prad.g_01617
OG0000172	Prao.g_01767	Prad.g_01609
OG0000173	Prao.g_01782	Prad.g_01594
OG0000174	Prao.g_01810	Prad.g_01566
OG0000175	Prao.g_01820	Prad.g_01556
OG0000176	Prao.g_01845	Prad.g_01532
OG0000177	Prao.g_01846	Prad.g_01531
OG0000178	Prao.g_01847	Prad.g_01530
OG0000179	Prao.g_00163	Prad.g_01970
OG0000180	Prao.g_00164	Prad.g_01969
OG0000181	Prao.g_00165	Prad.g_01968
OG0000182	Prao.g_00166	Prad.g_01967
OG0000183	Prao.g_00170	Prad.g_01963
OG0000184	Prao.g_00192	Prad.g_01940
OG0000185	Prao.g_00195	Prad.g_01937
OG0000186	Prao.g_00203	Prad.g_01929
OG0000187	Prao.g_00204	Prad.g_01928
OG0000188	Prao.g_00221	Prad.g_01911
OG0000189	Prao.g_00235	Prad.g_01897
OG0000190	Prao.g_00236	Prad.g_01896
OG0000191	Prao.g_00256	Prad.g_01876
OG0000192	Prao.g_00260	Prad.g_01872
OG0000193	Prao.g_00284	Prad.g_01845
OG0000194	Prao.g_00287	Prad.g_01842
OG0000195	Prao.g_00289	Prad.g_01840
OG0000196	Prao.g_00299	Prad.g_01830
OG0000197	Prao.g_00300	Prad.g_01829
OG0000198	Prao.g_00301	Prad.g_01828
OG0000199	Prao.g_00308	Prad.g_01821
OG0000200	Prao.g_00322	Prad.g_01807
OG0000201	Prao.g_00330	Prad.g_01799
OG0000202	Prao.g_00331	Prad.g_01798
OG0000203	Prao.g_00332	Prad.g_01797
OG0000204	Prao.g_00333	Prad.g_01796
OG0000205	Prao.g_00340	Prad.g_01789
OG0000206	Prao.g_00345	Prad.g_01784
OG0000207	Prao.g_00347	Prad.g_01782
OG0000208	Prao.g_00348	Prad.g_01781
OG0000209	Prao.g_00357	Prad.g_01772
OG0000210	Prao.g_00358	Prad.g_01771
OG0000211	Prao.g_00371	Prad.g_01758
OG0000212	Prao.g_00378	Prad.g_01751
OG0000213	Prao.g_00395	Prad.g_01734
OG0000214	Prao.g_00405	Prad.g_01724
OG0000215	Prao.g_00429	Prad.g_01699
OG0000216	Prao.g_00431	Prad.g_01697
OG0000217	Prao.g_00434	Prad.g_01694
OG0000218	Prao.g_00436	Prad.g_01692
OG0000219	Prao.g_00437	Prad.g_01691
OG0000220	Prao.g_00438	Prad.g_01690
OG0000221	Prao.g_00439	Prad.g_01689
OG0000222	Prao.g_00446	Prad.g_01681
OG0000223	Prao.g_00459	Prad.g_01668
OG0000224	Prao.g_00461	Prad.g_01666
OG0000225	Prao.g_00480	Prad.g_01645
OG0000226	Prao.g_00484	Prad.g_00761
OG0000227	Prao.g_00486	Prad.g_00759
OG0000228	Prao.g_00489	Prad.g_00756
OG0000229	Prao.g_00540	Prad.g_00666
OG0000230	Prao.g_00542	Prad.g_00069
OG0000231	Prao.g_00553	Prad.g_00058
OG0000232	Prao.g_00564	Prad.g_00049
OG0000233	Prao.g_00569	Prad.g_00043
OG0000234	Prao.g_00582	Prad.g_00031
OG0000235	Prao.g_00585	Prad.g_00028
OG0000236	Prao.g_00599	Prad.g_00014
OG0000237	Prao.g_00612	Prad.g_00123
OG0000238	Prao.g_00618	Prad.g_00117
OG0000239	Prao.g_00631	Prad.g_00104
OG0000240	Prao.g_00632	Prad.g_00103
OG0000241	Prao.g_01861	Prad.g_00099
OG0000242	Prao.g_01859	Prad.g_00097
OG0000243	Prao.g_01162	Prad.g_01333
OG0000244	Prao.g_01165	Prad.g_01336
OG0000245	Prao.g_01167	Prad.g_01338
OG0000246	Prao.g_01171	Prad.g_01342
OG0000247	Prao.g_01181	Prad.g_01352
OG0000248	Prao.g_01183	Prad.g_01354
OG0000249	Prao.g_01185	Prad.g_01356
OG0000250	Prao.g_01864	Prad.g_01361
OG0000251	Prao.g_00029	Prad.g_01380
OG0000252	Prao.g_00032	Prad.g_01383
OG0000253	Prao.g_00033	Prad.g_01384
OG0000254	Prao.g_00049	Prad.g_01400
OG0000255	Prao.g_00055	Prad.g_01406
OG0000256	Prao.g_00066	Prad.g_01416
OG0000257	Prao.g_00069	Prad.g_01419
OG0000258	Prao.g_00082	Prad.g_01432
OG0000259	Prao.g_00099	Prad.g_01234
OG0000260	Prao.g_00102	Prad.g_01237
OG0000261	Prao.g_00104	Prad.g_01239
OG0000262	Prao.g_00108	Prad.g_01243
OG0000263	Prao.g_00119	Prad.g_01255
OG0000264	Prao.g_00129	Prad.g_01265
OG0000265	Prao.g_00648	Prad.g_01049
OG0000266	Prao.g_00658	Prad.g_01059
OG0000267	Prao.g_00669	Prad.g_01070
OG0000268	Prao.g_00670	Prad.g_01071
OG0000269	Prao.g_00736	Prad.g_01141
OG0000270	Prao.g_00739	Prad.g_01144
OG0000271	Prao.g_00747	Prad.g_01152
OG0000272	Prao.g_00748	Prad.g_01153
OG0000273	Prao.g_00771	Prad.g_01176
OG0000274	Prao.g_00772	Prad.g_01177
OG0000275	Prao.g_00775	Prad.g_01180
OG0000276	Prao.g_00780	Prad.g_01185
OG0000277	Prao.g_00781	Prad.g_00308
OG0000278	Prao.g_00784	Prad.g_00305
OG0000279	Prao.g_00791	Prad.g_00298
OG0000280	Prao.g_00792	Prad.g_00297
OG0000281	Prao.g_00797	Prad.g_00292
OG0000282	Prao.g_00847	Prad.g_00243
OG0000283	Prao.g_00879	Prad.g_00209
OG0000284	Prao.g_00884	Prad.g_00204
OG0000285	Prao.g_00889	Prad.g_00199
OG0000286	Prao.g_00901	Prad.g_00187
OG0000287	Prao.g_00918	Prad.g_00170
OG0000288	Prao.g_00947	Prad.g_00140
OG0000289	Prao.g_00958	Prad.g_01035
OG0000290	Prao.g_00971	Prad.g_01021
OG0000291	Prao.g_00973	Prad.g_01019
OG0000292	Prao.g_01025	Prad.g_00972
OG0000293	Prao.g_01098	Prad.g_01505
OG0000294	Prao.g_01097	Prad.g_01504
OG0000295	Prao.g_01077	Prad.g_01484
OG0000296	Prao.g_01075	Prad.g_01482
OG0000297	Prao.g_01067	Prad.g_01474
OG0000298	Prao.g_01066	Prad.g_01473
OG0000299	Prao.g_01049	Prad.g_01455
OG0000300	Prao.g_01046	Prad.g_01452
OG0000301	Prao.g_01045	Prad.g_01451
OG0000302	Prao.g_01043	Prad.g_01449
OG0000303	Prao.g_01036	Prad.g_01442
OG0000304	Prao.g_01032	Prad.g_01438
OG0000305	Prao.g_01247	Prad.g_00602
OG0000306	Prao.g_01244	Prad.g_00599
OG0000307	Prao.g_01230	Prad.g_00585
OG0000308	Prao.g_01229	Prad.g_00584
OG0000309	Prao.g_01225	Prad.g_00580
OG0000310	Prao.g_01382	Prad.g_00530
OG0000311	Prao.g_01384	Prad.g_00528
OG0000312	Prao.g_01387	Prad.g_00525
OG0000313	Prao.g_01401	Prad.g_00511
OG0000314	Prao.g_01423	Prad.g_00487
OG0000315	Prao.g_01433	Prad.g_00477
OG0000316	Prao.g_01453	Prad.g_00457
OG0000317	Prao.g_01550	Prad.g_00943
OG0000318	Prao.g_01553	Prad.g_00940
OG0000319	Prao.g_01566	Prad.g_00927
OG0000320	Prao.g_01568	Prad.g_00925
OG0000321	Prao.g_01569	Prad.g_00924
OG0000322	Prao.g_01570	Prad.g_00923
OG0000323	Prao.g_01579	Prad.g_00914
OG0000324	Prao.g_01605	Prad.g_00887
OG0000325	Prao.g_01616	Prad.g_00878
OG0000326	Prao.g_01622	Prad.g_00872
OG0000327	Prao.g_01646	Prad.g_00848
OG0000328	Prao.g_01647	Prad.g_00847
OG0000329	Prao.g_01664	Prad.g_00830
OG0000330	Prao.g_01665	Prad.g_00829
OG0000331	Prao.g_01666	Prad.g_00828
OG0000332	Prao.g_01680	Prad.g_00814
OG0000333	Prao.g_01682	Prad.g_00812
OG0000334	Prao.g_01690	Prad.g_00804
OG0000335	Prao.g_01695	Prad.g_00799
OG0000336	Prao.g_01699	Prad.g_00795
OG0000337	Prao.g_01715	Prad.g_00779
OG0000338	Prao.g_01716	Prad.g_00778
OG0000339	Prao.g_01720	Prad.g_00774
OG0000340	Prao.g_01728	Prad.g_00766
OG0000340	Prao.g_01728	Prad.g_01294
OG0000341	Prao.g_01730	Prad.g_00764
OG0000342	Prao.g_01731	Prad.g_00763
OG0000343	Prao.g_01732	Prad.g_00762
OG0000344	Prao.g_01735	Prad.g_01639
OG0000345	Prao.g_01740	Prad.g_01634
OG0000346	Prao.g_01744	Prad.g_01630
OG0000347	Prao.g_01760	Prad.g_01615
OG0000348	Prao.g_01770	Prad.g_01606
OG0000349	Prao.g_01787	Prad.g_01589
OG0000350	Prao.g_01806	Prad.g_01570
OG0000351	Prao.g_01823	Prad.g_01553
OG0000352	Prao.g_01824	Prad.g_01552
OG0000353	Prao.g_01840	Prad.g_01537
OG0000354	Prao.g_00637	Prad.g_01041
OG0000355	Prao.g_01842	Prad.g_01535
OG0000356	Prao.g_01843	Prad.g_01534
OG0000357	Prao.g_01844	Prad.g_01533
OG0000358	Prao.g_01848	Prad.g_01529
OG0000359	Prao.g_01849	Prad.g_01528
OG0000360	Prao.g_01850	Prad.g_01527
OG0000361	Prao.g_00157	Prad.g_01976
OG0000362	Prao.g_00159	Prad.g_01974
OG0000363	Prao.g_00161	Prad.g_01972
OG0000364	Prao.g_00162	Prad.g_01971
OG0000365	Prao.g_00167	Prad.g_01966
OG0000366	Prao.g_00168	Prad.g_01965
OG0000367	Prao.g_00169	Prad.g_01964
OG0000368	Prao.g_00171	Prad.g_01962
OG0000369	Prao.g_00172	Prad.g_01961
OG0000370	Prao.g_00173	Prad.g_01960
OG0000371	Prao.g_00178	Prad.g_01954
OG0000372	Prao.g_00181	Prad.g_01951
OG0000373	Prao.g_00182	Prad.g_01950
OG0000374	Prao.g_00183	Prad.g_01949
OG0000375	Prao.g_00186	Prad.g_01947
OG0000376	Prao.g_00188	Prad.g_01945
OG0000377	Prao.g_00191	Prad.g_01941
OG0000378	Prao.g_00193	Prad.g_01939
OG0000379	Prao.g_00196	Prad.g_01936
OG0000380	Prao.g_00205	Prad.g_01927
OG0000381	Prao.g_00209	Prad.g_01923
OG0000382	Prao.g_00220	Prad.g_01912
OG0000383	Prao.g_00222	Prad.g_01910
OG0000384	Prao.g_00223	Prad.g_01909
OG0000385	Prao.g_00224	Prad.g_01908
OG0000386	Prao.g_00225	Prad.g_01907
OG0000387	Prao.g_00238	Prad.g_01894
OG0000388	Prao.g_00241	Prad.g_01891
OG0000389	Prao.g_00244	Prad.g_01887
OG0000390	Prao.g_00251	Prad.g_01880
OG0000391	Prao.g_00255	Prad.g_01877
OG0000392	Prao.g_00259	Prad.g_01873
OG0000393	Prao.g_00261	Prad.g_01871
OG0000394	Prao.g_00262	Prad.g_01870
OG0000395	Prao.g_00263	Prad.g_01869
OG0000396	Prao.g_00266	Prad.g_01866
OG0000397	Prao.g_00268	Prad.g_01864
OG0000398	Prao.g_00270	Prad.g_01862
OG0000399	Prao.g_00271	Prad.g_01861
OG0000400	Prao.g_00272	Prad.g_01860
OG0000401	Prao.g_00273	Prad.g_01859
OG0000402	Prao.g_00274	Prad.g_01857
OG0000403	Prao.g_00275	Prad.g_01856
OG0000404	Prao.g_00276	Prad.g_01855
OG0000405	Prao.g_00280	Prad.g_01851
OG0000406	Prao.g_00285	Prad.g_01844
OG0000407	Prao.g_00286	Prad.g_01843
OG0000408	Prao.g_00288	Prad.g_01841
OG0000409	Prao.g_00290	Prad.g_01839
OG0000410	Prao.g_00291	Prad.g_01838
OG0000411	Prao.g_00292	Prad.g_01837
OG0000412	Prao.g_00293	Prad.g_01836
OG0000413	Prao.g_00294	Prad.g_01835
OG0000414	Prao.g_00295	Prad.g_01834
OG0000415	Prao.g_00296	Prad.g_01833
OG0000416	Prao.g_00297	Prad.g_01832
OG0000417	Prao.g_00298	Prad.g_01831
OG0000418	Prao.g_00303	Prad.g_01826
OG0000419	Prao.g_00305	Prad.g_01824
OG0000420	Prao.g_00306	Prad.g_01823
OG0000421	Prao.g_00311	Prad.g_01818
OG0000422	Prao.g_00312	Prad.g_01817
OG0000423	Prao.g_00313	Prad.g_01816
OG0000424	Prao.g_00314	Prad.g_01815
OG0000425	Prao.g_00315	Prad.g_01814
OG0000426	Prao.g_00316	Prad.g_01813
OG0000427	Prao.g_00317	Prad.g_01812
OG0000428	Prao.g_00319	Prad.g_01810
OG0000429	Prao.g_00320	Prad.g_01809
OG0000430	Prao.g_00321	Prad.g_01808
OG0000431	Prao.g_00323	Prad.g_01806
OG0000432	Prao.g_00326	Prad.g_01803
OG0000433	Prao.g_00327	Prad.g_01802
OG0000434	Prao.g_00328	Prad.g_01801
OG0000435	Prao.g_00329	Prad.g_01800
OG0000436	Prao.g_00334	Prad.g_01795
OG0000437	Prao.g_00335	Prad.g_01794
OG0000438	Prao.g_00336	Prad.g_01793
OG0000439	Prao.g_00338	Prad.g_01791
OG0000440	Prao.g_00339	Prad.g_01790
OG0000441	Prao.g_00342	Prad.g_01787
OG0000442	Prao.g_00343	Prad.g_01786
OG0000443	Prao.g_00344	Prad.g_01785
OG0000444	Prao.g_00349	Prad.g_01780
OG0000445	Prao.g_00350	Prad.g_01779
OG0000446	Prao.g_00351	Prad.g_01778
OG0000447	Prao.g_00352	Prad.g_01777
OG0000448	Prao.g_00353	Prad.g_01776
OG0000449	Prao.g_00354	Prad.g_01775
OG0000450	Prao.g_00355	Prad.g_01774
OG0000451	Prao.g_00356	Prad.g_01773
OG0000452	Prao.g_00359	Prad.g_01770
OG0000453	Prao.g_00360	Prad.g_01769
OG0000454	Prao.g_00361	Prad.g_01768
OG0000455	Prao.g_00362	Prad.g_01767
OG0000456	Prao.g_00363	Prad.g_01766
OG0000457	Prao.g_00364	Prad.g_01765
OG0000458	Prao.g_00365	Prad.g_01764
OG0000459	Prao.g_00366	Prad.g_01763
OG0000460	Prao.g_00373	Prad.g_01756
OG0000461	Prao.g_00380	Prad.g_01749
OG0000462	Prao.g_00382	Prad.g_01747
OG0000463	Prao.g_00383	Prad.g_01746
OG0000464	Prao.g_00384	Prad.g_01745
OG0000465	Prao.g_00385	Prad.g_01744
OG0000466	Prao.g_00388	Prad.g_01741
OG0000467	Prao.g_00389	Prad.g_01740
OG0000468	Prao.g_00391	Prad.g_01738
OG0000469	Prao.g_00400	Prad.g_01729
OG0000470	Prao.g_00402	Prad.g_01727
OG0000471	Prao.g_00403	Prad.g_01726
OG0000472	Prao.g_00404	Prad.g_01725
OG0000473	Prao.g_00406	Prad.g_01723
OG0000474	Prao.g_00407	Prad.g_01722
OG0000475	Prao.g_00408	Prad.g_01721
OG0000476	Prao.g_00409	Prad.g_01720
OG0000477	Prao.g_00412	Prad.g_01716
OG0000478	Prao.g_00413	Prad.g_01715
OG0000479	Prao.g_00414	Prad.g_01714
OG0000480	Prao.g_00419	Prad.g_01709
OG0000481	Prao.g_00421	Prad.g_01707
OG0000482	Prao.g_00422	Prad.g_01706
OG0000483	Prao.g_00425	Prad.g_01703
OG0000484	Prao.g_00426	Prad.g_01702
OG0000485	Prao.g_00427	Prad.g_01701
OG0000486	Prao.g_00428	Prad.g_01700
OG0000487	Prao.g_00432	Prad.g_01696
OG0000488	Prao.g_00435	Prad.g_01693
OG0000489	Prao.g_00440	Prad.g_01688
OG0000490	Prao.g_00444	Prad.g_01683
OG0000491	Prao.g_00445	Prad.g_01682
OG0000492	Prao.g_00447	Prad.g_01680
OG0000493	Prao.g_00448	Prad.g_01679
OG0000494	Prao.g_00449	Prad.g_01678
OG0000495	Prao.g_00450	Prad.g_01677
OG0000496	Prao.g_00451	Prad.g_01676
OG0000497	Prao.g_00452	Prad.g_01675
OG0000498	Prao.g_00453	Prad.g_01674
OG0000499	Prao.g_00454	Prad.g_01673
OG0000500	Prao.g_00455	Prad.g_01672
OG0000501	Prao.g_00457	Prad.g_01670
OG0000502	Prao.g_00460	Prad.g_01667
OG0000503	Prao.g_00470	Prad.g_01657
OG0000504	Prao.g_00471	Prad.g_01656
OG0000505	Prao.g_00472	Prad.g_01655
OG0000506	Prao.g_00474	Prad.g_01653
OG0000507	Prao.g_00476	Prad.g_01650
OG0000508	Prao.g_00479	Prad.g_01646
OG0000509	Prao.g_00481	Prad.g_01644
OG0000510	Prao.g_00482	Prad.g_01643
OG0000511	Prao.g_00483	Prad.g_01642
OG0000512	Prao.g_00485	Prad.g_00760
OG0000513	Prao.g_00492	Prad.g_00753
OG0000514	Prao.g_00535	Prad.g_00671
OG0000515	Prao.g_00536	Prad.g_00670
OG0000516	Prao.g_00537	Prad.g_00669
OG0000517	Prao.g_00539	Prad.g_00667
OG0000518	Prao.g_00550	Prad.g_00061
OG0000519	Prao.g_00551	Prad.g_00060
OG0000520	Prao.g_00552	Prad.g_00059
OG0000521	Prao.g_00557	Prad.g_00054
OG0000522	Prao.g_00559	Prad.g_00052
OG0000523	Prao.g_00560	Prad.g_00051
OG0000524	Prao.g_00567	Prad.g_00045
OG0000525	Prao.g_00570	Prad.g_00042
OG0000526	Prao.g_00571	Prad.g_00041
OG0000527	Prao.g_00579	Prad.g_00034
OG0000528	Prao.g_00584	Prad.g_00029
OG0000529	Prao.g_00587	Prad.g_00026
OG0000530	Prao.g_00590	Prad.g_00023
OG0000531	Prao.g_00591	Prad.g_00022
OG0000532	Prao.g_00593	Prad.g_00020
OG0000533	Prao.g_00594	Prad.g_00019
OG0000534	Prao.g_00595	Prad.g_00018
OG0000535	Prao.g_00596	Prad.g_00017
OG0000536	Prao.g_00597	Prad.g_00016
OG0000537	Prao.g_00598	Prad.g_00015
OG0000538	Prao.g_00606	Prad.g_00129
OG0000539	Prao.g_00607	Prad.g_00128
OG0000540	Prao.g_00608	Prad.g_00127
OG0000541	Prao.g_00609	Prad.g_00126
OG0000542	Prao.g_00611	Prad.g_00124
OG0000543	Prao.g_00613	Prad.g_00122
OG0000544	Prao.g_00614	Prad.g_00121
OG0000545	Prao.g_00616	Prad.g_00119
OG0000546	Prao.g_00619	Prad.g_00116
OG0000547	Prao.g_00621	Prad.g_00114
OG0000548	Prao.g_00622	Prad.g_00113
OG0000549	Prao.g_00624	Prad.g_00111
OG0000550	Prao.g_00629	Prad.g_00106
OG0000551	Prao.g_00633	Prad.g_00102
OG0000552	Prao.g_00634	Prad.g_00101
OG0000553	Prao.g_00635	Prad.g_00100
OG0000554	Prao.g_01857	Prad.g_00095
OG0000555	Prao.g_01161	Prad.g_01332
OG0000556	Prao.g_01163	Prad.g_01334
OG0000557	Prao.g_01164	Prad.g_01335
OG0000558	Prao.g_01166	Prad.g_01337
OG0000559	Prao.g_01170	Prad.g_01341
OG0000560	Prao.g_01173	Prad.g_01344
OG0000561	Prao.g_01174	Prad.g_01345
OG0000562	Prao.g_01175	Prad.g_01346
OG0000563	Prao.g_01176	Prad.g_01347
OG0000564	Prao.g_01177	Prad.g_01348
