Orthogroup	Prao	Syal
OG0000148	Prao.g_00757	Syal.g_02437
OG0000149	Prao.g_00788	Syal.g_02475
OG0000150	Prao.g_00796	Syal.g_02737
OG0000151	Prao.g_00855	Syal.g_02263
OG0000152	Prao.g_00902	Syal.g_01991
OG0000153	Prao.g_00921	Syal.g_01958
OG0000154	Prao.g_00948	Syal.g_01918
OG0000155	Prao.g_01069	Syal.g_01695
OG0000156	Prao.g_01287	Syal.g_01620
OG0000157	Prao.g_01286	Syal.g_01619
OG0000158	Prao.g_01220	Syal.g_01431
OG0000160	Prao.g_01398	Syal.g_00372
OG0000161	Prao.g_01404	Syal.g_00384
OG0000162	Prao.g_01410	Syal.g_00396
OG0000163	Prao.g_01443	Syal.g_02971
OG0000164	Prao.g_01576	Syal.g_00623
OG0000165	Prao.g_01583	Syal.g_00632
OG0000166	Prao.g_01651	Syal.g_00236
OG0000167	Prao.g_01717	Syal.g_01347
OG0000168	Prao.g_01727	Syal.g_01433
OG0000169	Prao.g_01737	Syal.g_01447
OG0000170	Prao.g_01739	Syal.g_01454
OG0000171	Prao.g_01758	Syal.g_01518
OG0000172	Prao.g_01767	Syal.g_00174, Syal.g_00173
OG0000173	Prao.g_01782	Syal.g_00155
OG0000174	Prao.g_01810	Syal.g_01121
OG0000175	Prao.g_01820	Syal.g_01172
OG0000176	Prao.g_01845	Syal.g_00101
OG0000177	Prao.g_01846	Syal.g_00102
OG0000178	Prao.g_01847	Syal.g_00103
OG0000179	Prao.g_00163	Syal.g_00118
OG0000180	Prao.g_00164	Syal.g_00119
OG0000181	Prao.g_00165	Syal.g_00120
OG0000182	Prao.g_00166	Syal.g_00121
OG0000183	Prao.g_00170	Syal.g_00125
OG0000184	Prao.g_00192	Syal.g_01050
OG0000185	Prao.g_00195	Syal.g_01025
OG0000186	Prao.g_00203	Syal.g_02684, Syal.g_00747
OG0000187	Prao.g_00204	Syal.g_02685, Syal.g_00748
OG0000188	Prao.g_00221	Syal.g_00771
OG0000189	Prao.g_00235	Syal.g_00807
OG0000190	Prao.g_00236	Syal.g_01364
OG0000191	Prao.g_00256	Syal.g_00841
OG0000192	Prao.g_00260	Syal.g_00847
OG0000193	Prao.g_00284	Syal.g_00887
OG0000194	Prao.g_00287	Syal.g_00890
OG0000195	Prao.g_00289	Syal.g_00892
OG0000196	Prao.g_00299	Syal.g_00903
OG0000197	Prao.g_00300	Syal.g_00904
OG0000198	Prao.g_00301	Syal.g_00905
OG0000199	Prao.g_00308	Syal.g_00913
OG0000200	Prao.g_00322	Syal.g_00932
OG0000201	Prao.g_00330	Syal.g_00949
OG0000202	Prao.g_00331	Syal.g_00950
OG0000203	Prao.g_00332	Syal.g_00951
OG0000204	Prao.g_00333	Syal.g_00952
OG0000205	Prao.g_00340	Syal.g_00959
OG0000206	Prao.g_00345	Syal.g_00971
OG0000207	Prao.g_00347	Syal.g_00974
OG0000208	Prao.g_00348	Syal.g_00975
OG0000209	Prao.g_00357	Syal.g_01000
OG0000210	Prao.g_00358	Syal.g_01001
OG0000212	Prao.g_00378	Syal.g_00679
OG0000213	Prao.g_00395	Syal.g_01229
OG0000214	Prao.g_00405	Syal.g_01246
OG0000215	Prao.g_00429	Syal.g_01277
OG0000216	Prao.g_00431	Syal.g_01281
OG0000217	Prao.g_00434	Syal.g_01285
OG0000218	Prao.g_00436	Syal.g_01287
OG0000219	Prao.g_00437	Syal.g_01288
OG0000220	Prao.g_00438	Syal.g_01289
OG0000221	Prao.g_00439	Syal.g_01297
OG0000222	Prao.g_00446	Syal.g_01309
OG0000223	Prao.g_00459	Syal.g_01327
OG0000224	Prao.g_00461	Syal.g_01329
OG0000225	Prao.g_00480	Syal.g_00363
OG0000226	Prao.g_00484	Syal.g_00367
OG0000227	Prao.g_00486	Syal.g_00369
OG0000228	Prao.g_00489	Syal.g_00556
OG0000229	Prao.g_00540	Syal.g_00525
OG0000230	Prao.g_00542	Syal.g_00523
OG0000231	Prao.g_00553	Syal.g_00510
OG0000232	Prao.g_00564	Syal.g_00495
OG0000233	Prao.g_00569	Syal.g_00487
OG0000234	Prao.g_00582	Syal.g_00461
OG0000235	Prao.g_00585	Syal.g_02896
OG0000236	Prao.g_00599	Syal.g_02912
OG0000237	Prao.g_00612	Syal.g_02930
OG0000238	Prao.g_00618	Syal.g_02935
OG0000239	Prao.g_00631	Syal.g_02951
OG0000240	Prao.g_00632	Syal.g_02952
OG0000241	Prao.g_01861	Syal.g_02696
OG0000242	Prao.g_01859	Syal.g_02840
OG0000243	Prao.g_01162	Syal.g_02822
OG0000244	Prao.g_01165	Syal.g_02815
OG0000245	Prao.g_01167	Syal.g_02813
OG0000246	Prao.g_01171	Syal.g_02809
OG0000247	Prao.g_01181	Syal.g_02797
OG0000248	Prao.g_01183	Syal.g_02794
OG0000249	Prao.g_01185	Syal.g_02792
OG0000250	Prao.g_01864	Syal.g_02786
OG0000251	Prao.g_00029	Syal.g_02760
OG0000252	Prao.g_00032	Syal.g_02757
OG0000253	Prao.g_00033	Syal.g_02755
OG0000254	Prao.g_00049	Syal.g_02732
OG0000255	Prao.g_00055	Syal.g_02719
OG0000256	Prao.g_00066	Syal.g_02705
OG0000257	Prao.g_00069	Syal.g_02697
OG0000258	Prao.g_00082	Syal.g_02623
OG0000259	Prao.g_00099	Syal.g_02182
OG0000260	Prao.g_00102	Syal.g_02188
OG0000261	Prao.g_00104	Syal.g_02199
OG0000262	Prao.g_00108	Syal.g_02204
OG0000263	Prao.g_00119	Syal.g_01720
OG0000264	Prao.g_00129	Syal.g_01788
OG0000265	Prao.g_00648	Syal.g_02534
OG0000266	Prao.g_00658	Syal.g_02421
OG0000267	Prao.g_00669	Syal.g_02043
OG0000268	Prao.g_00670	Syal.g_02042
OG0000269	Prao.g_00736	Syal.g_02409
OG0000270	Prao.g_00739	Syal.g_02412
OG0000271	Prao.g_00747	Syal.g_01871
OG0000272	Prao.g_00748	Syal.g_01872
OG0000274	Prao.g_00772	Syal.g_02455
OG0000275	Prao.g_00775	Syal.g_02458
OG0000276	Prao.g_00780	Syal.g_02467
OG0000277	Prao.g_00781	Syal.g_02468
OG0000278	Prao.g_00784	Syal.g_02471
OG0000279	Prao.g_00791	Syal.g_02479
OG0000280	Prao.g_00792	Syal.g_02493
OG0000281	Prao.g_00797	Syal.g_02190
OG0000282	Prao.g_00847	Syal.g_02284
OG0000283	Prao.g_00879	Syal.g_02028
OG0000284	Prao.g_00884	Syal.g_02023
OG0000285	Prao.g_00889	Syal.g_02012
OG0000286	Prao.g_00901	Syal.g_01992
OG0000288	Prao.g_00947	Syal.g_01919
OG0000289	Prao.g_00958	Syal.g_01904
OG0000290	Prao.g_00971	Syal.g_01826
OG0000291	Prao.g_00973	Syal.g_01824
OG0000292	Prao.g_01025	Syal.g_00089
OG0000293	Prao.g_01098	Syal.g_01631
OG0000294	Prao.g_01097	Syal.g_01632
OG0000295	Prao.g_01077	Syal.g_01687
OG0000296	Prao.g_01075	Syal.g_01689
OG0000297	Prao.g_01067	Syal.g_01702
OG0000298	Prao.g_01066	Syal.g_01703
OG0000299	Prao.g_01049	Syal.g_01732
OG0000300	Prao.g_01046	Syal.g_01738
OG0000301	Prao.g_01045	Syal.g_01739
OG0000302	Prao.g_01043	Syal.g_01740
OG0000303	Prao.g_01036	Syal.g_01763
OG0000304	Prao.g_01032	Syal.g_01756
OG0000305	Prao.g_01247	Syal.g_01821
OG0000306	Prao.g_01244	Syal.g_02579
OG0000307	Prao.g_01230	Syal.g_02880
OG0000308	Prao.g_01229	Syal.g_02878
OG0000309	Prao.g_01225	Syal.g_02873
OG0000310	Prao.g_01382	Syal.g_01537
OG0000311	Prao.g_01384	Syal.g_00061
OG0000312	Prao.g_01387	Syal.g_00031
OG0000313	Prao.g_01401	Syal.g_00381
OG0000314	Prao.g_01423	Syal.g_00416
OG0000315	Prao.g_01433	Syal.g_00426
OG0000316	Prao.g_01453	Syal.g_02987
OG0000317	Prao.g_01550	Syal.g_00583
OG0000318	Prao.g_01553	Syal.g_00588
OG0000319	Prao.g_01566	Syal.g_00608
OG0000320	Prao.g_01568	Syal.g_00610
OG0000321	Prao.g_01569	Syal.g_00611
OG0000322	Prao.g_01570	Syal.g_00612
OG0000323	Prao.g_01579	Syal.g_00626
OG0000324	Prao.g_01605	Syal.g_00656
OG0000325	Prao.g_01616	Syal.g_00195
OG0000326	Prao.g_01622	Syal.g_00202
OG0000327	Prao.g_01646	Syal.g_00230
OG0000328	Prao.g_01647	Syal.g_00231
OG0000329	Prao.g_01664	Syal.g_00249
OG0000330	Prao.g_01665	Syal.g_00250
OG0000331	Prao.g_01666	Syal.g_00251
OG0000332	Prao.g_01680	Syal.g_00266
OG0000333	Prao.g_01682	Syal.g_00269
OG0000334	Prao.g_01690	Syal.g_00279
OG0000335	Prao.g_01695	Syal.g_00284
OG0000336	Prao.g_01699	Syal.g_00288
OG0000337	Prao.g_01715	Syal.g_01343
OG0000338	Prao.g_01716	Syal.g_01345
OG0000339	Prao.g_01720	Syal.g_01351
OG0000340	Prao.g_01728	Syal.g_01434
OG0000341	Prao.g_01730	Syal.g_01436
OG0000342	Prao.g_01731	Syal.g_01437
OG0000343	Prao.g_01732	Syal.g_01441
OG0000344	Prao.g_01735	Syal.g_01445
OG0000345	Prao.g_01740	Syal.g_01455
OG0000346	Prao.g_01744	Syal.g_01460
OG0000347	Prao.g_01760	Syal.g_01525
OG0000348	Prao.g_01770	Syal.g_00170
OG0000349	Prao.g_01787	Syal.g_00148
OG0000350	Prao.g_01806	Syal.g_00209
OG0000351	Prao.g_01823	Syal.g_01175
OG0000352	Prao.g_01824	Syal.g_01176
OG0000353	Prao.g_01840	Syal.g_00095
OG0000354	Prao.g_00637	Syal.g_00116
OG0000355	Prao.g_01842	Syal.g_00098
OG0000356	Prao.g_01843	Syal.g_00099
OG0000357	Prao.g_01844	Syal.g_00100
OG0000358	Prao.g_01848	Syal.g_00104
OG0000359	Prao.g_01849	Syal.g_00106
OG0000360	Prao.g_01850	Syal.g_00107
OG0000361	Prao.g_00157	Syal.g_00108
OG0000362	Prao.g_00159	Syal.g_00110
OG0000363	Prao.g_00161	Syal.g_00112
OG0000364	Prao.g_00162	Syal.g_00113
OG0000365	Prao.g_00167	Syal.g_00122
OG0000366	Prao.g_00168	Syal.g_00123
OG0000367	Prao.g_00169	Syal.g_00124
OG0000368	Prao.g_00171	Syal.g_00126
OG0000369	Prao.g_00172	Syal.g_00127
OG0000370	Prao.g_00173	Syal.g_00128
OG0000371	Prao.g_00178	Syal.g_00135
OG0000372	Prao.g_00181	Syal.g_00141
OG0000373	Prao.g_00182	Syal.g_00142
OG0000374	Prao.g_00183	Syal.g_00143
OG0000375	Prao.g_00186	Syal.g_00144
OG0000376	Prao.g_00188	Syal.g_00146
OG0000377	Prao.g_00191	Syal.g_01061
OG0000378	Prao.g_00193	Syal.g_01027
OG0000379	Prao.g_00196	Syal.g_01024
OG0000380	Prao.g_00205	Syal.g_00749
OG0000381	Prao.g_00209	Syal.g_00752
OG0000382	Prao.g_00220	Syal.g_00770
OG0000383	Prao.g_00222	Syal.g_00775
OG0000384	Prao.g_00223	Syal.g_00776
OG0000385	Prao.g_00224	Syal.g_00777
OG0000386	Prao.g_00225	Syal.g_00778
OG0000387	Prao.g_00238	Syal.g_00811
OG0000388	Prao.g_00241	Syal.g_00815
OG0000389	Prao.g_00244	Syal.g_00819
OG0000390	Prao.g_00251	Syal.g_00835
OG0000391	Prao.g_00255	Syal.g_00840
OG0000392	Prao.g_00259	Syal.g_00846
OG0000393	Prao.g_00261	Syal.g_00849
OG0000394	Prao.g_00262	Syal.g_00850
OG0000395	Prao.g_00263	Syal.g_00851
OG0000396	Prao.g_00266	Syal.g_00854
OG0000397	Prao.g_00268	Syal.g_00857
OG0000398	Prao.g_00270	Syal.g_00862
OG0000399	Prao.g_00271	Syal.g_00863
OG0000400	Prao.g_00272	Syal.g_00864
OG0000401	Prao.g_00273	Syal.g_00865
OG0000402	Prao.g_00274	Syal.g_00867
OG0000403	Prao.g_00275	Syal.g_00868
OG0000404	Prao.g_00276	Syal.g_00870
OG0000405	Prao.g_00280	Syal.g_00883
OG0000406	Prao.g_00285	Syal.g_00888
OG0000407	Prao.g_00286	Syal.g_00889
OG0000408	Prao.g_00288	Syal.g_00891
OG0000409	Prao.g_00290	Syal.g_00893
OG0000410	Prao.g_00291	Syal.g_00894
OG0000411	Prao.g_00292	Syal.g_00895
OG0000412	Prao.g_00293	Syal.g_00896
OG0000413	Prao.g_00294	Syal.g_00898
OG0000414	Prao.g_00295	Syal.g_00899
OG0000415	Prao.g_00296	Syal.g_00900
OG0000416	Prao.g_00297	Syal.g_00901
OG0000417	Prao.g_00298	Syal.g_00902
OG0000418	Prao.g_00303	Syal.g_00907
OG0000419	Prao.g_00305	Syal.g_00909
OG0000420	Prao.g_00306	Syal.g_00911
OG0000421	Prao.g_00311	Syal.g_00916
OG0000422	Prao.g_00312	Syal.g_00917
OG0000423	Prao.g_00313	Syal.g_00918
OG0000424	Prao.g_00314	Syal.g_00919
OG0000425	Prao.g_00315	Syal.g_00920
OG0000426	Prao.g_00316	Syal.g_00921
OG0000427	Prao.g_00317	Syal.g_00922
OG0000428	Prao.g_00319	Syal.g_00925
OG0000429	Prao.g_00320	Syal.g_00929
OG0000430	Prao.g_00321	Syal.g_00931
OG0000431	Prao.g_00323	Syal.g_00934
OG0000432	Prao.g_00326	Syal.g_00940
OG0000433	Prao.g_00327	Syal.g_00943
OG0000434	Prao.g_00328	Syal.g_00944
OG0000435	Prao.g_00329	Syal.g_00946
OG0000436	Prao.g_00334	Syal.g_00953
OG0000437	Prao.g_00335	Syal.g_00954
OG0000438	Prao.g_00336	Syal.g_00955
OG0000439	Prao.g_00338	Syal.g_00957
OG0000440	Prao.g_00339	Syal.g_00958
OG0000441	Prao.g_00342	Syal.g_00962
OG0000442	Prao.g_00343	Syal.g_00964
OG0000443	Prao.g_00344	Syal.g_00966
OG0000444	Prao.g_00349	Syal.g_00978
OG0000445	Prao.g_00350	Syal.g_00979
OG0000446	Prao.g_00351	Syal.g_00981
OG0000447	Prao.g_00352	Syal.g_00989
OG0000448	Prao.g_00353	Syal.g_00990
OG0000449	Prao.g_00354	Syal.g_00991
OG0000450	Prao.g_00355	Syal.g_00997
OG0000451	Prao.g_00356	Syal.g_00998
OG0000452	Prao.g_00359	Syal.g_01002
OG0000453	Prao.g_00360	Syal.g_01003
OG0000454	Prao.g_00361	Syal.g_01004
OG0000455	Prao.g_00362	Syal.g_01005
OG0000456	Prao.g_00363	Syal.g_01006
OG0000457	Prao.g_00364	Syal.g_01008
OG0000458	Prao.g_00365	Syal.g_01009
OG0000459	Prao.g_00366	Syal.g_01010
OG0000460	Prao.g_00373	Syal.g_00686
OG0000461	Prao.g_00380	Syal.g_01199
OG0000462	Prao.g_00382	Syal.g_01202
OG0000463	Prao.g_00383	Syal.g_01203
OG0000464	Prao.g_00384	Syal.g_01204
OG0000465	Prao.g_00385	Syal.g_01205
OG0000466	Prao.g_00388	Syal.g_01210
OG0000467	Prao.g_00389	Syal.g_01212
OG0000468	Prao.g_00391	Syal.g_01225
OG0000469	Prao.g_00400	Syal.g_01240
OG0000470	Prao.g_00402	Syal.g_01242
OG0000471	Prao.g_00403	Syal.g_01243
OG0000472	Prao.g_00404	Syal.g_01245
OG0000473	Prao.g_00406	Syal.g_01247
OG0000474	Prao.g_00407	Syal.g_01248
OG0000475	Prao.g_00408	Syal.g_01249
OG0000476	Prao.g_00409	Syal.g_01251
OG0000477	Prao.g_00412	Syal.g_01257
OG0000478	Prao.g_00413	Syal.g_01258
OG0000479	Prao.g_00414	Syal.g_01259
OG0000480	Prao.g_00419	Syal.g_01266
OG0000481	Prao.g_00421	Syal.g_01268
OG0000482	Prao.g_00422	Syal.g_01269
OG0000483	Prao.g_00425	Syal.g_01273
OG0000484	Prao.g_00426	Syal.g_01274
OG0000485	Prao.g_00427	Syal.g_01275
OG0000486	Prao.g_00428	Syal.g_01276
OG0000487	Prao.g_00432	Syal.g_01282
OG0000488	Prao.g_00435	Syal.g_01286
OG0000489	Prao.g_00440	Syal.g_01298
OG0000490	Prao.g_00444	Syal.g_01307
OG0000491	Prao.g_00445	Syal.g_01308
OG0000492	Prao.g_00447	Syal.g_01310
OG0000493	Prao.g_00448	Syal.g_01311
OG0000494	Prao.g_00449	Syal.g_01312
OG0000495	Prao.g_00450	Syal.g_01313
OG0000496	Prao.g_00451	Syal.g_01314
OG0000497	Prao.g_00452	Syal.g_01315
OG0000498	Prao.g_00453	Syal.g_01316
OG0000499	Prao.g_00454	Syal.g_01317
OG0000500	Prao.g_00455	Syal.g_01318
OG0000501	Prao.g_00457	Syal.g_01321
OG0000502	Prao.g_00460	Syal.g_01328
OG0000503	Prao.g_00470	Syal.g_00347
OG0000504	Prao.g_00471	Syal.g_00349
OG0000505	Prao.g_00472	Syal.g_00350
OG0000506	Prao.g_00474	Syal.g_00352
OG0000507	Prao.g_00476	Syal.g_00358
OG0000508	Prao.g_00479	Syal.g_00362
OG0000509	Prao.g_00481	Syal.g_00364
OG0000510	Prao.g_00482	Syal.g_00365
OG0000511	Prao.g_00483	Syal.g_00366
OG0000512	Prao.g_00485	Syal.g_00368
OG0000513	Prao.g_00492	Syal.g_00551
OG0000514	Prao.g_00535	Syal.g_00539
OG0000515	Prao.g_00536	Syal.g_00538
OG0000516	Prao.g_00537	Syal.g_00534
OG0000517	Prao.g_00539	Syal.g_00526
OG0000518	Prao.g_00550	Syal.g_00514
OG0000519	Prao.g_00551	Syal.g_00513
OG0000520	Prao.g_00552	Syal.g_00512
OG0000521	Prao.g_00557	Syal.g_00502
OG0000522	Prao.g_00559	Syal.g_00500
OG0000523	Prao.g_00560	Syal.g_00499
OG0000524	Prao.g_00567	Syal.g_00491
OG0000525	Prao.g_00570	Syal.g_00473
OG0000526	Prao.g_00571	Syal.g_00471
OG0000527	Prao.g_00579	Syal.g_00465
OG0000528	Prao.g_00584	Syal.g_02893
OG0000529	Prao.g_00587	Syal.g_02898
OG0000530	Prao.g_00590	Syal.g_02901
OG0000531	Prao.g_00591	Syal.g_02902
OG0000532	Prao.g_00593	Syal.g_02905
OG0000533	Prao.g_00594	Syal.g_02907
OG0000534	Prao.g_00595	Syal.g_02908
OG0000535	Prao.g_00596	Syal.g_02909
OG0000536	Prao.g_00597	Syal.g_02910
OG0000537	Prao.g_00598	Syal.g_02911
OG0000538	Prao.g_00606	Syal.g_02923
OG0000539	Prao.g_00607	Syal.g_02924
OG0000540	Prao.g_00608	Syal.g_02925
OG0000541	Prao.g_00609	Syal.g_02926
OG0000542	Prao.g_00611	Syal.g_02929
OG0000543	Prao.g_00613	Syal.g_02931
OG0000544	Prao.g_00614	Syal.g_02932
OG0000545	Prao.g_00616	Syal.g_02934
OG0000546	Prao.g_00619	Syal.g_02936
OG0000547	Prao.g_00621	Syal.g_02938
OG0000548	Prao.g_00622	Syal.g_02939
OG0000549	Prao.g_00624	Syal.g_02945
OG0000550	Prao.g_00629	Syal.g_02949
OG0000551	Prao.g_00633	Syal.g_02953
OG0000552	Prao.g_00634	Syal.g_02954
OG0000553	Prao.g_00635	Syal.g_02843
OG0000554	Prao.g_01857	Syal.g_02837
OG0000555	Prao.g_01161	Syal.g_02823
OG0000556	Prao.g_01163	Syal.g_02819
OG0000557	Prao.g_01164	Syal.g_02816
OG0000558	Prao.g_01166	Syal.g_02814
OG0000559	Prao.g_01170	Syal.g_02305, Syal.g_02810
OG0000560	Prao.g_01173	Syal.g_02807
OG0000561	Prao.g_01174	Syal.g_02806
OG0000562	Prao.g_01175	Syal.g_02805
OG0000563	Prao.g_01176	Syal.g_02804
OG0000564	Prao.g_01177	Syal.g_02803
OG0000565	Prao.g_01180	Syal.g_02799
OG0000566	Prao.g_01182	Syal.g_02795
OG0000567	Prao.g_01186	Syal.g_02791
OG0000568	Prao.g_01187	Syal.g_02789
OG0000569	Prao.g_01862	Syal.g_02788
OG0000570	Prao.g_01863	Syal.g_02787
OG0000571	Prao.g_01865	Syal.g_02784
OG0000572	Prao.g_00025	Syal.g_02767
OG0000573	Prao.g_00030	Syal.g_02759
OG0000574	Prao.g_00031	Syal.g_02758
OG0000575	Prao.g_00035	Syal.g_02753
OG0000576	Prao.g_00037	Syal.g_02751
OG0000577	Prao.g_00038	Syal.g_02750
OG0000578	Prao.g_00039	Syal.g_02749
OG0000579	Prao.g_00040	Syal.g_02748
OG0000580	Prao.g_00041	Syal.g_02747
OG0000581	Prao.g_00043	Syal.g_02741
OG0000582	Prao.g_00046	Syal.g_02736
OG0000583	Prao.g_00047	Syal.g_02735
OG0000584	Prao.g_00048	Syal.g_02734
OG0000585	Prao.g_00050	Syal.g_02731
OG0000586	Prao.g_00051	Syal.g_02730
OG0000587	Prao.g_00052	Syal.g_02728
OG0000588	Prao.g_00056	Syal.g_02717
OG0000589	Prao.g_00060	Syal.g_02714
OG0000590	Prao.g_00061	Syal.g_02713
OG0000591	Prao.g_00064	Syal.g_02707
OG0000592	Prao.g_00065	Syal.g_02706
