Orthogroup	Prao	Syak
OG0000156	Prao.g_01287	Syak.g_00919
OG0000157	Prao.g_01286	Syak.g_00920
OG0000158	Prao.g_01220	Syak.g_01624
OG0000160	Prao.g_01398	Syak.g_01043
OG0000161	Prao.g_01404	Syak.g_01050
OG0000162	Prao.g_01410	Syak.g_01058
OG0000163	Prao.g_01443	Syak.g_02478
OG0000164	Prao.g_01576	Syak.g_02384
OG0000165	Prao.g_01583	Syak.g_02374
OG0000166	Prao.g_01651	Syak.g_01345
OG0000167	Prao.g_01717	Syak.g_01561
OG0000168	Prao.g_01727	Syak.g_01625
OG0000169	Prao.g_01737	Syak.g_01637
OG0000170	Prao.g_01739	Syak.g_01644
OG0000171	Prao.g_01758	Syak.g_01691
OG0000172	Prao.g_01767	Syak.g_01713
OG0000173	Prao.g_01782	Syak.g_01733
OG0000174	Prao.g_01810	Syak.g_01895
OG0000175	Prao.g_01820	Syak.g_01827
OG0000176	Prao.g_01845	Syak.g_01790
OG0000177	Prao.g_01846	Syak.g_01789
OG0000178	Prao.g_01847	Syak.g_01788
OG0000179	Prao.g_00163	Syak.g_01773
OG0000180	Prao.g_00164	Syak.g_01772
OG0000181	Prao.g_00165	Syak.g_01771
OG0000182	Prao.g_00166	Syak.g_01770
OG0000183	Prao.g_00170	Syak.g_01766
OG0000184	Prao.g_00192	Syak.g_01955
OG0000185	Prao.g_00195	Syak.g_01971
OG0000186	Prao.g_00203	Syak.g_02258
OG0000187	Prao.g_00204	Syak.g_02257
OG0000188	Prao.g_00221	Syak.g_02235
OG0000189	Prao.g_00235	Syak.g_02203
OG0000190	Prao.g_00236	Syak.g_01575
OG0000191	Prao.g_00256	Syak.g_02171
OG0000192	Prao.g_00260	Syak.g_02165
OG0000193	Prao.g_00284	Syak.g_02127
OG0000194	Prao.g_00287	Syak.g_02124
OG0000195	Prao.g_00289	Syak.g_02122
OG0000196	Prao.g_00299	Syak.g_02111
OG0000197	Prao.g_00300	Syak.g_02110
OG0000198	Prao.g_00301	Syak.g_02109
OG0000199	Prao.g_00308	Syak.g_02100
OG0000200	Prao.g_00322	Syak.g_02083
OG0000201	Prao.g_00330	Syak.g_02068
OG0000202	Prao.g_00331	Syak.g_02067
OG0000203	Prao.g_00332	Syak.g_02066
OG0000204	Prao.g_00333	Syak.g_02065
OG0000205	Prao.g_00340	Syak.g_02058
OG0000206	Prao.g_00345	Syak.g_02038
OG0000207	Prao.g_00347	Syak.g_02025
OG0000208	Prao.g_00348	Syak.g_02024
OG0000209	Prao.g_00357	Syak.g_01995
OG0000210	Prao.g_00358	Syak.g_01994
OG0000211	Prao.g_00371	Syak.g_02017
OG0000212	Prao.g_00378	Syak.g_02311
OG0000213	Prao.g_00395	Syak.g_01425
OG0000214	Prao.g_00405	Syak.g_01442
OG0000215	Prao.g_00429	Syak.g_01474
OG0000216	Prao.g_00431	Syak.g_01478
OG0000217	Prao.g_00434	Syak.g_01482
OG0000218	Prao.g_00436	Syak.g_01484
OG0000219	Prao.g_00437	Syak.g_01485
OG0000220	Prao.g_00438	Syak.g_01486
OG0000221	Prao.g_00439	Syak.g_01498
OG0000222	Prao.g_00446	Syak.g_01512
OG0000223	Prao.g_00459	Syak.g_01531
OG0000224	Prao.g_00461	Syak.g_01532
OG0000225	Prao.g_00480	Syak.g_01230
OG0000226	Prao.g_00484	Syak.g_01226
OG0000227	Prao.g_00486	Syak.g_01224
OG0000228	Prao.g_00489	Syak.g_01216
OG0000229	Prao.g_00540	Syak.g_01191
OG0000230	Prao.g_00542	Syak.g_01189
OG0000231	Prao.g_00553	Syak.g_01176
OG0000232	Prao.g_00564	Syak.g_01156
OG0000233	Prao.g_00569	Syak.g_01145
OG0000234	Prao.g_00582	Syak.g_01116
OG0000235	Prao.g_00585	Syak.g_02573
OG0000236	Prao.g_00599	Syak.g_02589
OG0000237	Prao.g_00612	Syak.g_02607
OG0000238	Prao.g_00618	Syak.g_02612
OG0000239	Prao.g_00631	Syak.g_02628
OG0000240	Prao.g_00632	Syak.g_02629
OG0000241	Prao.g_01861	Syak.g_00027
OG0000242	Prao.g_01859	Syak.g_02638
OG0000243	Prao.g_01162	Syak.g_02658
OG0000244	Prao.g_01165	Syak.g_02665
OG0000245	Prao.g_01167	Syak.g_02667
OG0000246	Prao.g_01171	Syak.g_02671
OG0000247	Prao.g_01181	Syak.g_02681
OG0000248	Prao.g_01183	Syak.g_02684
OG0000249	Prao.g_01185	Syak.g_02686
OG0000250	Prao.g_01864	Syak.g_02694
OG0000251	Prao.g_00029	Syak.g_02722
OG0000252	Prao.g_00032	Syak.g_02725
OG0000253	Prao.g_00033	Syak.g_02727
OG0000254	Prao.g_00049	Syak.g_02752
OG0000255	Prao.g_00055	Syak.g_02772
OG0000256	Prao.g_00066	Syak.g_00020
OG0000257	Prao.g_00069	Syak.g_00026
OG0000258	Prao.g_00082	Syak.g_00044
OG0000259	Prao.g_00099	Syak.g_00334
OG0000260	Prao.g_00102	Syak.g_00338
OG0000261	Prao.g_00104	Syak.g_00348
OG0000262	Prao.g_00108	Syak.g_00353
OG0000263	Prao.g_00119	Syak.g_00828
OG0000264	Prao.g_00129	Syak.g_00698
OG0000265	Prao.g_00648	Syak.g_00211
OG0000266	Prao.g_00658	Syak.g_00778
OG0000267	Prao.g_00669	Syak.g_00555
OG0000268	Prao.g_00670	Syak.g_00554
OG0000269	Prao.g_00736	Syak.g_00429
OG0000270	Prao.g_00739	Syak.g_00432
OG0000271	Prao.g_00747	Syak.g_00440
OG0000272	Prao.g_00748	Syak.g_00441
OG0000274	Prao.g_00772	Syak.g_00615
OG0000275	Prao.g_00775	Syak.g_00611
OG0000276	Prao.g_00780	Syak.g_00604
OG0000277	Prao.g_00781	Syak.g_00603
OG0000278	Prao.g_00784	Syak.g_00600
OG0000279	Prao.g_00791	Syak.g_00592
OG0000280	Prao.g_00792	Syak.g_00582
OG0000281	Prao.g_00797	Syak.g_00339
OG0000282	Prao.g_00847	Syak.g_00375
OG0000283	Prao.g_00879	Syak.g_00541
OG0000284	Prao.g_00884	Syak.g_00536
OG0000285	Prao.g_00889	Syak.g_00523
OG0000286	Prao.g_00901	Syak.g_00504
OG0000287	Prao.g_00918	Syak.g_00477
OG0000288	Prao.g_00947	Syak.g_00644
OG0000289	Prao.g_00958	Syak.g_00659
OG0000290	Prao.g_00971	Syak.g_00738
OG0000291	Prao.g_00973	Syak.g_00737
OG0000292	Prao.g_01025	Syak.g_01802
OG0000293	Prao.g_01098	Syak.g_00910
OG0000294	Prao.g_01097	Syak.g_00909
OG0000295	Prao.g_01077	Syak.g_00863
OG0000296	Prao.g_01075	Syak.g_00861
OG0000297	Prao.g_01067	Syak.g_00848
OG0000298	Prao.g_01066	Syak.g_00847
OG0000299	Prao.g_01049	Syak.g_00820
OG0000300	Prao.g_01046	Syak.g_00813
OG0000301	Prao.g_01045	Syak.g_00812
OG0000302	Prao.g_01043	Syak.g_00811
OG0000303	Prao.g_01036	Syak.g_00674
OG0000304	Prao.g_01032	Syak.g_00680
OG0000305	Prao.g_01247	Syak.g_00732
OG0000306	Prao.g_01244	Syak.g_00094
OG0000307	Prao.g_01230	Syak.g_02556
OG0000308	Prao.g_01229	Syak.g_02554
OG0000309	Prao.g_01225	Syak.g_02549
OG0000310	Prao.g_01382	Syak.g_00994
OG0000311	Prao.g_01384	Syak.g_00999
OG0000312	Prao.g_01387	Syak.g_01028
OG0000313	Prao.g_01401	Syak.g_01046
OG0000314	Prao.g_01423	Syak.g_01079
OG0000315	Prao.g_01433	Syak.g_01090
OG0000316	Prao.g_01453	Syak.g_02462
OG0000317	Prao.g_01550	Syak.g_02419
OG0000318	Prao.g_01553	Syak.g_02415
OG0000319	Prao.g_01566	Syak.g_02399
OG0000320	Prao.g_01568	Syak.g_02397
OG0000321	Prao.g_01569	Syak.g_02396
OG0000322	Prao.g_01570	Syak.g_02395
OG0000323	Prao.g_01579	Syak.g_02380
OG0000324	Prao.g_01605	Syak.g_02347
OG0000325	Prao.g_01616	Syak.g_01391
OG0000326	Prao.g_01622	Syak.g_01384
OG0000327	Prao.g_01646	Syak.g_01350
OG0000328	Prao.g_01647	Syak.g_01349
OG0000329	Prao.g_01664	Syak.g_01331
OG0000330	Prao.g_01665	Syak.g_01330
OG0000331	Prao.g_01666	Syak.g_01329
OG0000332	Prao.g_01680	Syak.g_01314
OG0000333	Prao.g_01682	Syak.g_01311
OG0000334	Prao.g_01690	Syak.g_01302
OG0000335	Prao.g_01695	Syak.g_01298
OG0000336	Prao.g_01699	Syak.g_01294
OG0000337	Prao.g_01715	Syak.g_01555
OG0000338	Prao.g_01716	Syak.g_01558
OG0000339	Prao.g_01720	Syak.g_01566
OG0000340	Prao.g_01728	Syak.g_01626
OG0000341	Prao.g_01730	Syak.g_01628
OG0000342	Prao.g_01731	Syak.g_01629
OG0000343	Prao.g_01732	Syak.g_01631
OG0000344	Prao.g_01735	Syak.g_01635
OG0000345	Prao.g_01740	Syak.g_01645
OG0000346	Prao.g_01744	Syak.g_01651
OG0000347	Prao.g_01760	Syak.g_01694
OG0000348	Prao.g_01770	Syak.g_01717
OG0000349	Prao.g_01787	Syak.g_01740
OG0000350	Prao.g_01806	Syak.g_01377
OG0000351	Prao.g_01823	Syak.g_01823
OG0000352	Prao.g_01824	Syak.g_01822
OG0000353	Prao.g_01840	Syak.g_01796
OG0000354	Prao.g_00637	Syak.g_01775
OG0000355	Prao.g_01842	Syak.g_01793
OG0000356	Prao.g_01843	Syak.g_01792
OG0000357	Prao.g_01844	Syak.g_01791
OG0000358	Prao.g_01848	Syak.g_01787
OG0000359	Prao.g_01849	Syak.g_01785
OG0000360	Prao.g_01850	Syak.g_01784
OG0000361	Prao.g_00157	Syak.g_01783
OG0000362	Prao.g_00159	Syak.g_01781
OG0000363	Prao.g_00161	Syak.g_01779
OG0000364	Prao.g_00162	Syak.g_01778
OG0000365	Prao.g_00167	Syak.g_01769
OG0000366	Prao.g_00168	Syak.g_01768
OG0000367	Prao.g_00169	Syak.g_01767
OG0000368	Prao.g_00171	Syak.g_01765
OG0000369	Prao.g_00172	Syak.g_01764
OG0000370	Prao.g_00173	Syak.g_01763
OG0000371	Prao.g_00178	Syak.g_01753
OG0000372	Prao.g_00181	Syak.g_01748
OG0000373	Prao.g_00182	Syak.g_01747
OG0000374	Prao.g_00183	Syak.g_01746
OG0000375	Prao.g_00186	Syak.g_01744
OG0000376	Prao.g_00188	Syak.g_01742
OG0000377	Prao.g_00191	Syak.g_01948
OG0000378	Prao.g_00193	Syak.g_01968
OG0000379	Prao.g_00196	Syak.g_01972
OG0000380	Prao.g_00205	Syak.g_02256
OG0000381	Prao.g_00209	Syak.g_02254
OG0000382	Prao.g_00220	Syak.g_02236
OG0000383	Prao.g_00222	Syak.g_02229
OG0000384	Prao.g_00223	Syak.g_02228
OG0000385	Prao.g_00224	Syak.g_02227
OG0000386	Prao.g_00225	Syak.g_02226
OG0000387	Prao.g_00238	Syak.g_02200
OG0000388	Prao.g_00241	Syak.g_02196
OG0000389	Prao.g_00244	Syak.g_02345, Syak.g_02193
OG0000390	Prao.g_00251	Syak.g_02177
OG0000391	Prao.g_00255	Syak.g_02172
OG0000392	Prao.g_00259	Syak.g_02166
OG0000393	Prao.g_00261	Syak.g_02163
OG0000394	Prao.g_00262	Syak.g_02162
OG0000395	Prao.g_00263	Syak.g_02161
OG0000396	Prao.g_00266	Syak.g_02158
OG0000397	Prao.g_00268	Syak.g_02156
OG0000398	Prao.g_00270	Syak.g_02151
OG0000399	Prao.g_00271	Syak.g_02150
OG0000400	Prao.g_00272	Syak.g_02149
OG0000401	Prao.g_00273	Syak.g_02148
OG0000402	Prao.g_00274	Syak.g_02146
OG0000403	Prao.g_00275	Syak.g_02145
OG0000404	Prao.g_00276	Syak.g_02143
OG0000405	Prao.g_00280	Syak.g_02131
OG0000406	Prao.g_00285	Syak.g_02126
OG0000407	Prao.g_00286	Syak.g_02125
OG0000408	Prao.g_00288	Syak.g_02123
OG0000409	Prao.g_00290	Syak.g_02121
OG0000410	Prao.g_00291	Syak.g_02120
OG0000411	Prao.g_00292	Syak.g_02119
OG0000412	Prao.g_00293	Syak.g_02118
OG0000413	Prao.g_00294	Syak.g_02116
OG0000415	Prao.g_00296	Syak.g_02114
OG0000416	Prao.g_00297	Syak.g_02113
OG0000417	Prao.g_00298	Syak.g_02112
OG0000418	Prao.g_00303	Syak.g_02107
OG0000419	Prao.g_00305	Syak.g_02105
OG0000420	Prao.g_00306	Syak.g_02103
OG0000421	Prao.g_00311	Syak.g_02097
OG0000422	Prao.g_00312	Syak.g_02096
OG0000423	Prao.g_00313	Syak.g_02095
OG0000424	Prao.g_00314	Syak.g_02094
OG0000425	Prao.g_00315	Syak.g_02093
OG0000426	Prao.g_00316	Syak.g_02092
OG0000427	Prao.g_00317	Syak.g_02091
OG0000428	Prao.g_00319	Syak.g_02088
OG0000429	Prao.g_00320	Syak.g_02086
OG0000430	Prao.g_00321	Syak.g_02084
OG0000431	Prao.g_00323	Syak.g_02081
OG0000432	Prao.g_00326	Syak.g_02075
OG0000433	Prao.g_00327	Syak.g_02073
OG0000434	Prao.g_00328	Syak.g_02072
OG0000435	Prao.g_00329	Syak.g_02071
OG0000436	Prao.g_00334	Syak.g_02064
OG0000437	Prao.g_00335	Syak.g_02063
OG0000438	Prao.g_00336	Syak.g_02062
OG0000439	Prao.g_00338	Syak.g_02060
OG0000440	Prao.g_00339	Syak.g_02059
OG0000441	Prao.g_00342	Syak.g_02053
OG0000442	Prao.g_00343	Syak.g_02043
OG0000443	Prao.g_00344	Syak.g_02041
OG0000444	Prao.g_00349	Syak.g_02022
OG0000445	Prao.g_00350	Syak.g_02015
OG0000446	Prao.g_00351	Syak.g_02013
OG0000447	Prao.g_00352	Syak.g_02006
OG0000448	Prao.g_00353	Syak.g_02005
OG0000449	Prao.g_00354	Syak.g_02004
OG0000450	Prao.g_00355	Syak.g_01998
OG0000451	Prao.g_00356	Syak.g_01997
OG0000452	Prao.g_00359	Syak.g_01993
OG0000453	Prao.g_00360	Syak.g_01992
OG0000454	Prao.g_00361	Syak.g_01991
OG0000455	Prao.g_00362	Syak.g_01990
OG0000456	Prao.g_00363	Syak.g_01989
OG0000457	Prao.g_00364	Syak.g_01987
OG0000458	Prao.g_00365	Syak.g_01986
OG0000459	Prao.g_00366	Syak.g_01985
OG0000460	Prao.g_00373	Syak.g_02303
OG0000461	Prao.g_00380	Syak.g_01402
OG0000462	Prao.g_00382	Syak.g_01405
OG0000463	Prao.g_00383	Syak.g_01406
OG0000464	Prao.g_00384	Syak.g_01407
OG0000465	Prao.g_00385	Syak.g_01409
OG0000466	Prao.g_00388	Syak.g_01414
OG0000467	Prao.g_00389	Syak.g_01416
OG0000468	Prao.g_00391	Syak.g_01421
OG0000469	Prao.g_00400	Syak.g_01436
OG0000470	Prao.g_00402	Syak.g_01438
OG0000471	Prao.g_00403	Syak.g_01439
OG0000472	Prao.g_00404	Syak.g_01441
OG0000473	Prao.g_00406	Syak.g_01443
OG0000474	Prao.g_00407	Syak.g_01444
OG0000475	Prao.g_00408	Syak.g_01445
OG0000476	Prao.g_00409	Syak.g_01447
OG0000477	Prao.g_00412	Syak.g_01453
OG0000478	Prao.g_00413	Syak.g_01454
OG0000479	Prao.g_00414	Syak.g_01455
OG0000480	Prao.g_00419	Syak.g_01462
OG0000481	Prao.g_00421	Syak.g_01464
OG0000482	Prao.g_00422	Syak.g_01465
OG0000483	Prao.g_00425	Syak.g_01469
OG0000484	Prao.g_00426	Syak.g_01470
OG0000485	Prao.g_00427	Syak.g_01472
OG0000486	Prao.g_00428	Syak.g_01473
OG0000487	Prao.g_00432	Syak.g_01479
OG0000488	Prao.g_00435	Syak.g_01483
OG0000489	Prao.g_00440	Syak.g_01499
OG0000490	Prao.g_00444	Syak.g_01507
OG0000491	Prao.g_00445	Syak.g_01511
OG0000492	Prao.g_00447	Syak.g_01513
OG0000493	Prao.g_00448	Syak.g_01514
OG0000494	Prao.g_00449	Syak.g_01515
OG0000495	Prao.g_00450	Syak.g_01516
OG0000496	Prao.g_00451	Syak.g_01517
OG0000497	Prao.g_00452	Syak.g_01518
OG0000498	Prao.g_00453	Syak.g_01519
OG0000499	Prao.g_00454	Syak.g_01520
OG0000500	Prao.g_00455	Syak.g_01521
OG0000501	Prao.g_00457	Syak.g_01524
OG0000502	Prao.g_00460	Syak.g_01538
OG0000503	Prao.g_00470	Syak.g_01246
OG0000504	Prao.g_00471	Syak.g_01244
OG0000505	Prao.g_00472	Syak.g_01243
OG0000506	Prao.g_00474	Syak.g_01241
OG0000507	Prao.g_00476	Syak.g_01235
OG0000508	Prao.g_00479	Syak.g_01231
OG0000509	Prao.g_00481	Syak.g_01229
OG0000510	Prao.g_00482	Syak.g_01228
OG0000511	Prao.g_00483	Syak.g_01227
OG0000512	Prao.g_00485	Syak.g_01225
OG0000513	Prao.g_00492	Syak.g_01211
OG0000514	Prao.g_00535	Syak.g_01204
OG0000515	Prao.g_00536	Syak.g_01203
OG0000516	Prao.g_00537	Syak.g_01199
OG0000517	Prao.g_00539	Syak.g_01192
OG0000518	Prao.g_00550	Syak.g_01180
OG0000519	Prao.g_00551	Syak.g_01179
OG0000520	Prao.g_00552	Syak.g_01178
OG0000521	Prao.g_00557	Syak.g_01167
OG0000522	Prao.g_00559	Syak.g_01163
OG0000523	Prao.g_00560	Syak.g_01162
OG0000524	Prao.g_00567	Syak.g_01149
OG0000525	Prao.g_00570	Syak.g_01130
OG0000526	Prao.g_00571	Syak.g_01127
OG0000527	Prao.g_00579	Syak.g_01120
OG0000528	Prao.g_00584	Syak.g_02570
OG0000529	Prao.g_00587	Syak.g_02575
OG0000530	Prao.g_00590	Syak.g_02578
OG0000531	Prao.g_00591	Syak.g_02579
OG0000532	Prao.g_00593	Syak.g_02582
OG0000533	Prao.g_00594	Syak.g_02584
OG0000534	Prao.g_00595	Syak.g_02585
OG0000535	Prao.g_00596	Syak.g_02586
OG0000536	Prao.g_00597	Syak.g_02587
OG0000537	Prao.g_00598	Syak.g_02588
OG0000538	Prao.g_00606	Syak.g_02600
OG0000539	Prao.g_00607	Syak.g_02601
OG0000540	Prao.g_00608	Syak.g_02602
OG0000541	Prao.g_00609	Syak.g_02603
OG0000542	Prao.g_00611	Syak.g_02606
OG0000543	Prao.g_00613	Syak.g_02608
OG0000544	Prao.g_00614	Syak.g_02609
OG0000545	Prao.g_00616	Syak.g_02611
OG0000546	Prao.g_00619	Syak.g_02613
OG0000547	Prao.g_00621	Syak.g_02615
OG0000548	Prao.g_00622	Syak.g_02616
OG0000549	Prao.g_00624	Syak.g_02622
OG0000550	Prao.g_00629	Syak.g_02626
OG0000551	Prao.g_00633	Syak.g_02631
OG0000552	Prao.g_00634	Syak.g_02632
OG0000553	Prao.g_00635	Syak.g_02636
OG0000554	Prao.g_01857	Syak.g_02641
OG0000555	Prao.g_01161	Syak.g_02657
OG0000556	Prao.g_01163	Syak.g_02661
OG0000557	Prao.g_01164	Syak.g_02663
OG0000558	Prao.g_01166	Syak.g_02666
OG0000559	Prao.g_01170	Syak.g_02670
OG0000560	Prao.g_01173	Syak.g_02672
OG0000561	Prao.g_01174	Syak.g_02673
OG0000562	Prao.g_01175	Syak.g_02674
OG0000563	Prao.g_01176	Syak.g_02675
OG0000564	Prao.g_01177	Syak.g_02676
OG0000565	Prao.g_01180	Syak.g_02679
OG0000566	Prao.g_01182	Syak.g_02683
OG0000567	Prao.g_01186	Syak.g_02687
OG0000568	Prao.g_01187	Syak.g_02690
OG0000569	Prao.g_01862	Syak.g_02691
OG0000570	Prao.g_01863	Syak.g_02692
OG0000571	Prao.g_01865	Syak.g_02696
OG0000572	Prao.g_00025	Syak.g_02713
OG0000573	Prao.g_00030	Syak.g_02723
OG0000574	Prao.g_00031	Syak.g_02724
OG0000575	Prao.g_00035	Syak.g_02729
OG0000576	Prao.g_00037	Syak.g_02731
OG0000577	Prao.g_00038	Syak.g_02732
OG0000578	Prao.g_00039	Syak.g_02733
OG0000579	Prao.g_00040	Syak.g_02734
OG0000580	Prao.g_00041	Syak.g_02735
OG0000581	Prao.g_00043	Syak.g_02742
OG0000582	Prao.g_00046	Syak.g_02748
OG0000583	Prao.g_00047	Syak.g_02749
OG0000584	Prao.g_00048	Syak.g_02750
OG0000585	Prao.g_00050	Syak.g_02753
OG0000586	Prao.g_00051	Syak.g_02754
OG0000587	Prao.g_00052	Syak.g_02756
OG0000588	Prao.g_00056	Syak.g_00004
OG0000589	Prao.g_00060	Syak.g_00008
OG0000590	Prao.g_00061	Syak.g_00009
OG0000591	Prao.g_00064	Syak.g_00017
OG0000592	Prao.g_00065	Syak.g_00018
OG0000593	Prao.g_00071	Syak.g_00031
OG0000594	Prao.g_00072	Syak.g_00032
OG0000595	Prao.g_00073	Syak.g_00033
OG0000596	Prao.g_00077	Syak.g_00038
OG0000597	Prao.g_00079	Syak.g_00041
