Orthogroup	Prao	Syai
OG0000092	Prao.g_00850	Syai.g_01358
OG0000094	Prao.g_00955	Syai.g_01424
OG0000097	Prao.g_01048	Syai.g_01787
OG0000098	Prao.g_01257	Syai.g_01718
OG0000099	Prao.g_01214	Syai.g_00199
OG0000100	Prao.g_01470	Syai.g_01372
OG0000101	Prao.g_01687	Syai.g_00404
OG0000102	Prao.g_01748	Syai.g_00106
OG0000103	Prao.g_01828	Syai.g_02912
OG0000104	Prao.g_01837	Syai.g_02929
OG0000105	Prao.g_01378	Syai.g_00267
OG0000106	Prao.g_00505	Syai.g_01601
OG0000107	Prao.g_00518	Syai.g_00319
OG0000108	Prao.g_00586	Syai.g_00638
OG0000109	Prao.g_00600	Syai.g_00653
OG0000110	Prao.g_01867	Syai.g_00766
OG0000111	Prao.g_00137	Syai.g_00884
OG0000112	Prao.g_00704	Syai.g_01512
OG0000113	Prao.g_00763	Syai.g_01367
OG0000114	Prao.g_00845	Syai.g_01261
OG0000115	Prao.g_01150	Syai.g_00932
OG0000116	Prao.g_01099	Syai.g_02156
OG0000117	Prao.g_01332	Syai.g_01756
OG0000118	Prao.g_01264	Syai.g_00818
OG0000119	Prao.g_01243	Syai.g_02127
OG0000120	Prao.g_01215	Syai.g_00198
OG0000121	Prao.g_01399	Syai.g_00951
OG0000122	Prao.g_01436	Syai.g_01143
OG0000123	Prao.g_01694	Syai.g_00411
OG0000124	Prao.g_01759	Syai.g_00089
OG0000125	Prao.g_01796	Syai.g_02782
OG0000126	Prao.g_01836	Syai.g_02927
OG0000128	Prao.g_00158	Syai.g_00012
OG0000129	Prao.g_00190	Syai.g_02771
OG0000130	Prao.g_00208	Syai.g_02474
OG0000131	Prao.g_00283	Syai.g_02608
OG0000132	Prao.g_00302	Syai.g_02628
OG0000133	Prao.g_00458	Syai.g_01507
OG0000134	Prao.g_00491	Syai.g_00520
OG0000135	Prao.g_00516	Syai.g_02826
OG0000136	Prao.g_00545	Syai.g_02217
OG0000137	Prao.g_00581	Syai.g_00865
OG0000138	Prao.g_00601	Syai.g_00654
OG0000139	Prao.g_01854	Syai.g_00714
OG0000140	Prao.g_01853	Syai.g_00716
OG0000141	Prao.g_00045	Syai.g_01041
OG0000142	Prao.g_00074	Syai.g_01104
OG0000143	Prao.g_00078	Syai.g_01108
OG0000144	Prao.g_00091	Syai.g_01608
OG0000145	Prao.g_00701	Syai.g_00660
OG0000146	Prao.g_00705	Syai.g_01513
OG0000147	Prao.g_00706	Syai.g_01514
OG0000148	Prao.g_00757	Syai.g_01361
OG0000149	Prao.g_00788	Syai.g_02059
OG0000150	Prao.g_00796	Syai.g_00717
OG0000151	Prao.g_00855	Syai.g_01280
OG0000152	Prao.g_00902	Syai.g_01503
OG0000153	Prao.g_00921	Syai.g_01461
OG0000154	Prao.g_00948	Syai.g_01434
OG0000155	Prao.g_01069	Syai.g_02109
OG0000156	Prao.g_01287	Syai.g_02162
OG0000157	Prao.g_01286	Syai.g_02163
OG0000158	Prao.g_01220	Syai.g_00135
OG0000160	Prao.g_01398	Syai.g_00952
OG0000161	Prao.g_01404	Syai.g_00946
OG0000162	Prao.g_01410	Syai.g_00939
OG0000163	Prao.g_01443	Syai.g_02300
OG0000164	Prao.g_01576	Syai.g_02411
OG0000165	Prao.g_01583	Syai.g_02244
OG0000166	Prao.g_01651	Syai.g_00364
OG0000167	Prao.g_01717	Syai.g_00164
OG0000168	Prao.g_01727	Syai.g_00134
OG0000169	Prao.g_01737	Syai.g_00123
OG0000170	Prao.g_01739	Syai.g_00116
OG0000171	Prao.g_01758	Syai.g_00090
OG0000172	Prao.g_01767	Syai.g_00083
OG0000173	Prao.g_01782	Syai.g_00064
OG0000174	Prao.g_01810	Syai.g_02828
OG0000175	Prao.g_01820	Syai.g_02901
OG0000176	Prao.g_01845	Syai.g_00004
OG0000177	Prao.g_01846	Syai.g_00005
OG0000178	Prao.g_01847	Syai.g_00006
OG0000179	Prao.g_00163	Syai.g_00023
OG0000180	Prao.g_00164	Syai.g_00024
OG0000181	Prao.g_00165	Syai.g_00025
OG0000182	Prao.g_00166	Syai.g_00026
OG0000183	Prao.g_00170	Syai.g_00030
OG0000184	Prao.g_00192	Syai.g_02756
OG0000185	Prao.g_00195	Syai.g_02734
OG0000186	Prao.g_00203	Syai.g_02469
OG0000187	Prao.g_00204	Syai.g_02471
OG0000188	Prao.g_00221	Syai.g_02494
OG0000189	Prao.g_00235	Syai.g_02530
OG0000190	Prao.g_00236	Syai.g_02532
OG0000191	Prao.g_00256	Syai.g_02562
OG0000192	Prao.g_00260	Syai.g_02569
OG0000193	Prao.g_00284	Syai.g_02609
OG0000194	Prao.g_00287	Syai.g_02612
OG0000195	Prao.g_00289	Syai.g_02614
OG0000196	Prao.g_00299	Syai.g_02625
OG0000197	Prao.g_00300	Syai.g_02626
OG0000198	Prao.g_00301	Syai.g_02627
OG0000199	Prao.g_00308	Syai.g_02635
OG0000200	Prao.g_00322	Syai.g_02651
OG0000202	Prao.g_00331	Syai.g_02668
OG0000203	Prao.g_00332	Syai.g_02669
OG0000204	Prao.g_00333	Syai.g_02670
OG0000205	Prao.g_00340	Syai.g_02677
OG0000206	Prao.g_00345	Syai.g_02684
OG0000207	Prao.g_00347	Syai.g_02686
OG0000208	Prao.g_00348	Syai.g_02687
OG0000209	Prao.g_00357	Syai.g_02699
OG0000210	Prao.g_00358	Syai.g_02700
OG0000212	Prao.g_00378	Syai.g_00544
OG0000213	Prao.g_00395	Syai.g_00292
OG0000214	Prao.g_00405	Syai.g_00276
OG0000215	Prao.g_00429	Syai.g_00245
OG0000216	Prao.g_00431	Syai.g_00241
OG0000217	Prao.g_00434	Syai.g_00237
OG0000218	Prao.g_00436	Syai.g_00235
OG0000219	Prao.g_00437	Syai.g_00234
OG0000220	Prao.g_00438	Syai.g_00233
OG0000221	Prao.g_00439	Syai.g_00227
OG0000222	Prao.g_00446	Syai.g_00215
OG0000223	Prao.g_00459	Syai.g_00194
OG0000224	Prao.g_00461	Syai.g_00186
OG0000225	Prao.g_00480	Syai.g_00502
OG0000226	Prao.g_00484	Syai.g_00506
OG0000227	Prao.g_00486	Syai.g_00508
OG0000228	Prao.g_00489	Syai.g_00516
OG0000229	Prao.g_00540	Syai.g_02228
OG0000230	Prao.g_00542	Syai.g_02226
OG0000231	Prao.g_00553	Syai.g_02208
OG0000232	Prao.g_00564	Syai.g_00846
OG0000233	Prao.g_00569	Syai.g_00855
OG0000234	Prao.g_00582	Syai.g_00866
OG0000235	Prao.g_00585	Syai.g_00637
OG0000236	Prao.g_00599	Syai.g_00652
OG0000237	Prao.g_00612	Syai.g_00669
OG0000238	Prao.g_00618	Syai.g_00674
OG0000239	Prao.g_00631	Syai.g_00691
OG0000240	Prao.g_00632	Syai.g_00692
OG0000241	Prao.g_01861	Syai.g_01089, Syai.g_01085
OG0000242	Prao.g_01859	Syai.g_00705
OG0000243	Prao.g_01162	Syai.g_00726
OG0000244	Prao.g_01165	Syai.g_00731
OG0000245	Prao.g_01167	Syai.g_00733
OG0000246	Prao.g_01171	Syai.g_00737
OG0000247	Prao.g_01181	Syai.g_00748
OG0000248	Prao.g_01183	Syai.g_00751
OG0000249	Prao.g_01185	Syai.g_00753
OG0000250	Prao.g_01864	Syai.g_00762
OG0000251	Prao.g_00029	Syai.g_00789
OG0000252	Prao.g_00032	Syai.g_00797
OG0000253	Prao.g_00033	Syai.g_00798
OG0000254	Prao.g_00049	Syai.g_01045
OG0000255	Prao.g_00055	Syai.g_01061
OG0000256	Prao.g_00066	Syai.g_01077
OG0000257	Prao.g_00069	Syai.g_01084
OG0000258	Prao.g_00082	Syai.g_01113
OG0000259	Prao.g_00099	Syai.g_01229
OG0000260	Prao.g_00102	Syai.g_01232
OG0000261	Prao.g_00104	Syai.g_01235
OG0000262	Prao.g_00108	Syai.g_01240
OG0000263	Prao.g_00119	Syai.g_01776
OG0000264	Prao.g_00129	Syai.g_01962
OG0000265	Prao.g_00648	Syai.g_02245
OG0000266	Prao.g_00658	Syai.g_01401
OG0000267	Prao.g_00669	Syai.g_01569
OG0000268	Prao.g_00670	Syai.g_01568
OG0000269	Prao.g_00736	Syai.g_01316
OG0000270	Prao.g_00739	Syai.g_01319
OG0000271	Prao.g_00747	Syai.g_01327
OG0000272	Prao.g_00748	Syai.g_01328
OG0000273	Prao.g_00771	Syai.g_02037
OG0000274	Prao.g_00772	Syai.g_02038
OG0000275	Prao.g_00775	Syai.g_02043
OG0000276	Prao.g_00780	Syai.g_02051
OG0000277	Prao.g_00781	Syai.g_02052
OG0000278	Prao.g_00784	Syai.g_02055
OG0000279	Prao.g_00791	Syai.g_02063
OG0000280	Prao.g_00792	Syai.g_02084
OG0000281	Prao.g_00797	Syai.g_01719
OG0000282	Prao.g_00847	Syai.g_01263
OG0000283	Prao.g_00879	Syai.g_01554
OG0000284	Prao.g_00884	Syai.g_01548
OG0000285	Prao.g_00889	Syai.g_01522
OG0000286	Prao.g_00901	Syai.g_01504
OG0000288	Prao.g_00947	Syai.g_01435
OG0000289	Prao.g_00958	Syai.g_01421
OG0000290	Prao.g_00971	Syai.g_02010
OG0000291	Prao.g_00973	Syai.g_02008
OG0000292	Prao.g_01025	Syai.g_02926
OG0000293	Prao.g_01098	Syai.g_02155
OG0000294	Prao.g_01097	Syai.g_02154
OG0000295	Prao.g_01077	Syai.g_02117
OG0000296	Prao.g_01075	Syai.g_02115
OG0000297	Prao.g_01067	Syai.g_01754
OG0000298	Prao.g_01066	Syai.g_01755
OG0000299	Prao.g_01049	Syai.g_01783
OG0000300	Prao.g_01046	Syai.g_01790
OG0000301	Prao.g_01045	Syai.g_01791
OG0000302	Prao.g_01043	Syai.g_01793
OG0000303	Prao.g_01036	Syai.g_01802
OG0000304	Prao.g_01032	Syai.g_01826
OG0000305	Prao.g_01247	Syai.g_02005
OG0000306	Prao.g_01244	Syai.g_02090
OG0000307	Prao.g_01230	Syai.g_00619
OG0000308	Prao.g_01229	Syai.g_00617
OG0000309	Prao.g_01225	Syai.g_00612
OG0000310	Prao.g_01382	Syai.g_00989
OG0000311	Prao.g_01384	Syai.g_00985
OG0000312	Prao.g_01387	Syai.g_00966
OG0000313	Prao.g_01401	Syai.g_00949
OG0000314	Prao.g_01423	Syai.g_00908
OG0000315	Prao.g_01433	Syai.g_00897
OG0000316	Prao.g_01453	Syai.g_02320, Syai.g_02322
OG0000317	Prao.g_01550	Syai.g_02373
OG0000318	Prao.g_01553	Syai.g_02379
OG0000319	Prao.g_01566	Syai.g_02395
OG0000320	Prao.g_01568	Syai.g_02397
OG0000321	Prao.g_01569	Syai.g_02398
OG0000322	Prao.g_01570	Syai.g_02399
OG0000323	Prao.g_01579	Syai.g_02413
OG0000324	Prao.g_01605	Syai.g_02272
OG0000325	Prao.g_01616	Syai.g_00320
OG0000326	Prao.g_01622	Syai.g_00327
OG0000327	Prao.g_01646	Syai.g_00359
OG0000328	Prao.g_01647	Syai.g_00360
OG0000329	Prao.g_01664	Syai.g_00378
OG0000330	Prao.g_01665	Syai.g_00379
OG0000331	Prao.g_01666	Syai.g_00380
OG0000332	Prao.g_01680	Syai.g_00395
OG0000333	Prao.g_01682	Syai.g_00398
OG0000334	Prao.g_01690	Syai.g_00407
OG0000335	Prao.g_01695	Syai.g_00412
OG0000336	Prao.g_01699	Syai.g_00416
OG0000337	Prao.g_01715	Syai.g_00169
OG0000338	Prao.g_01716	Syai.g_00166
OG0000339	Prao.g_01720	Syai.g_00160
OG0000340	Prao.g_01728	Syai.g_00133
OG0000341	Prao.g_01730	Syai.g_00131
OG0000342	Prao.g_01731	Syai.g_00130
OG0000343	Prao.g_01732	Syai.g_00129
OG0000344	Prao.g_01735	Syai.g_00125
OG0000345	Prao.g_01740	Syai.g_00115
OG0000346	Prao.g_01744	Syai.g_00110
OG0000347	Prao.g_01760	Syai.g_00087
OG0000348	Prao.g_01770	Syai.g_00076
OG0000349	Prao.g_01787	Syai.g_00057
OG0000350	Prao.g_01806	Syai.g_00334
OG0000351	Prao.g_01823	Syai.g_02904
OG0000352	Prao.g_01824	Syai.g_02905
OG0000353	Prao.g_01840	Syai.g_02932
OG0000354	Prao.g_00637	Syai.g_00019
OG0000355	Prao.g_01842	Syai.g_00001
OG0000356	Prao.g_01843	Syai.g_00002
OG0000357	Prao.g_01844	Syai.g_00003
OG0000358	Prao.g_01848	Syai.g_00007
OG0000359	Prao.g_01849	Syai.g_00009
OG0000360	Prao.g_01850	Syai.g_00010
OG0000361	Prao.g_00157	Syai.g_00011
OG0000362	Prao.g_00159	Syai.g_00013
OG0000363	Prao.g_00161	Syai.g_00015
OG0000364	Prao.g_00162	Syai.g_00016
OG0000365	Prao.g_00167	Syai.g_00027
OG0000366	Prao.g_00168	Syai.g_00028
OG0000367	Prao.g_00169	Syai.g_00029
OG0000368	Prao.g_00171	Syai.g_00031
OG0000369	Prao.g_00172	Syai.g_00032
OG0000370	Prao.g_00173	Syai.g_00033
OG0000371	Prao.g_00178	Syai.g_00041
OG0000372	Prao.g_00181	Syai.g_00047
OG0000373	Prao.g_00182	Syai.g_00048
OG0000374	Prao.g_00183	Syai.g_00049
OG0000375	Prao.g_00186	Syai.g_00053
OG0000376	Prao.g_00188	Syai.g_00055
OG0000377	Prao.g_00191	Syai.g_02769
OG0000378	Prao.g_00193	Syai.g_02751
OG0000379	Prao.g_00196	Syai.g_02733
OG0000380	Prao.g_00205	Syai.g_02472
OG0000381	Prao.g_00209	Syai.g_02475
OG0000382	Prao.g_00220	Syai.g_02493
OG0000383	Prao.g_00222	Syai.g_02498
OG0000384	Prao.g_00223	Syai.g_02499
OG0000385	Prao.g_00224	Syai.g_02500
OG0000386	Prao.g_00225	Syai.g_02501
OG0000387	Prao.g_00238	Syai.g_02534
OG0000388	Prao.g_00241	Syai.g_02538
OG0000389	Prao.g_00244	Syai.g_02542
OG0000390	Prao.g_00251	Syai.g_02556
OG0000391	Prao.g_00255	Syai.g_02561
OG0000392	Prao.g_00259	Syai.g_02568
OG0000393	Prao.g_00261	Syai.g_02570
OG0000394	Prao.g_00262	Syai.g_02571
OG0000395	Prao.g_00263	Syai.g_02572
OG0000396	Prao.g_00266	Syai.g_02575
OG0000397	Prao.g_00268	Syai.g_02577
OG0000398	Prao.g_00270	Syai.g_02582
OG0000399	Prao.g_00271	Syai.g_02583
OG0000400	Prao.g_00272	Syai.g_02584
OG0000401	Prao.g_00273	Syai.g_02585
OG0000402	Prao.g_00274	Syai.g_02588
OG0000403	Prao.g_00275	Syai.g_02589
OG0000404	Prao.g_00276	Syai.g_02590
OG0000405	Prao.g_00280	Syai.g_02606
OG0000406	Prao.g_00285	Syai.g_02610
OG0000407	Prao.g_00286	Syai.g_02611
OG0000408	Prao.g_00288	Syai.g_02613
OG0000409	Prao.g_00290	Syai.g_02615
OG0000410	Prao.g_00291	Syai.g_02616
OG0000411	Prao.g_00292	Syai.g_02617
OG0000412	Prao.g_00293	Syai.g_02618
OG0000413	Prao.g_00294	Syai.g_02620
OG0000414	Prao.g_00295	Syai.g_02621
OG0000415	Prao.g_00296	Syai.g_02622
OG0000416	Prao.g_00297	Syai.g_02623
OG0000417	Prao.g_00298	Syai.g_02624
OG0000418	Prao.g_00303	Syai.g_02629
OG0000419	Prao.g_00305	Syai.g_02631
OG0000420	Prao.g_00306	Syai.g_02633
OG0000421	Prao.g_00311	Syai.g_02638
OG0000422	Prao.g_00312	Syai.g_02639
OG0000423	Prao.g_00313	Syai.g_02640
OG0000424	Prao.g_00314	Syai.g_02641
OG0000425	Prao.g_00315	Syai.g_02642
OG0000426	Prao.g_00316	Syai.g_02643
OG0000427	Prao.g_00317	Syai.g_02644
OG0000428	Prao.g_00319	Syai.g_02647
OG0000429	Prao.g_00320	Syai.g_02649
OG0000430	Prao.g_00321	Syai.g_02650
OG0000431	Prao.g_00323	Syai.g_02654
OG0000432	Prao.g_00326	Syai.g_02660
OG0000433	Prao.g_00327	Syai.g_02662
OG0000434	Prao.g_00328	Syai.g_02663
OG0000435	Prao.g_00329	Syai.g_02666
OG0000436	Prao.g_00334	Syai.g_02671
OG0000437	Prao.g_00335	Syai.g_02672
OG0000438	Prao.g_00336	Syai.g_02673
OG0000439	Prao.g_00338	Syai.g_02675
OG0000440	Prao.g_00339	Syai.g_02676
OG0000441	Prao.g_00342	Syai.g_02681
OG0000442	Prao.g_00343	Syai.g_02682
OG0000443	Prao.g_00344	Syai.g_02683
OG0000444	Prao.g_00349	Syai.g_02688
OG0000445	Prao.g_00350	Syai.g_02689
OG0000446	Prao.g_00351	Syai.g_02690
OG0000447	Prao.g_00352	Syai.g_02693
OG0000448	Prao.g_00353	Syai.g_02694
OG0000449	Prao.g_00354	Syai.g_02695
OG0000450	Prao.g_00355	Syai.g_02696
OG0000451	Prao.g_00356	Syai.g_02697
OG0000452	Prao.g_00359	Syai.g_02701
OG0000453	Prao.g_00360	Syai.g_02702
OG0000454	Prao.g_00361	Syai.g_02703
OG0000455	Prao.g_00362	Syai.g_02704
OG0000456	Prao.g_00363	Syai.g_02705
OG0000457	Prao.g_00364	Syai.g_02707
OG0000458	Prao.g_00365	Syai.g_02708
OG0000459	Prao.g_00366	Syai.g_02709
OG0000460	Prao.g_00373	Syai.g_00535
OG0000461	Prao.g_00380	Syai.g_00314
OG0000462	Prao.g_00382	Syai.g_00311
OG0000463	Prao.g_00383	Syai.g_00310
OG0000464	Prao.g_00384	Syai.g_00309
OG0000465	Prao.g_00385	Syai.g_00307
OG0000466	Prao.g_00388	Syai.g_00303
OG0000467	Prao.g_00389	Syai.g_00301
OG0000468	Prao.g_00391	Syai.g_00296
OG0000469	Prao.g_00400	Syai.g_00282
OG0000470	Prao.g_00402	Syai.g_00280
OG0000471	Prao.g_00403	Syai.g_00279
OG0000472	Prao.g_00404	Syai.g_00277
OG0000473	Prao.g_00406	Syai.g_00275
OG0000474	Prao.g_00407	Syai.g_00274
OG0000475	Prao.g_00408	Syai.g_00273
OG0000476	Prao.g_00409	Syai.g_00271
OG0000477	Prao.g_00412	Syai.g_00265
OG0000478	Prao.g_00413	Syai.g_00264
OG0000479	Prao.g_00414	Syai.g_00263
OG0000480	Prao.g_00419	Syai.g_00256
OG0000481	Prao.g_00421	Syai.g_00254
OG0000482	Prao.g_00422	Syai.g_00253
OG0000483	Prao.g_00425	Syai.g_00249
OG0000484	Prao.g_00426	Syai.g_00248
OG0000485	Prao.g_00427	Syai.g_00247
OG0000486	Prao.g_00428	Syai.g_00246
OG0000487	Prao.g_00432	Syai.g_00240
OG0000488	Prao.g_00435	Syai.g_00236
OG0000489	Prao.g_00440	Syai.g_00226
OG0000490	Prao.g_00444	Syai.g_00218
OG0000491	Prao.g_00445	Syai.g_00217
OG0000492	Prao.g_00447	Syai.g_00214
OG0000493	Prao.g_00448	Syai.g_00213
OG0000494	Prao.g_00449	Syai.g_00212
OG0000495	Prao.g_00450	Syai.g_00211
OG0000496	Prao.g_00451	Syai.g_00210
OG0000497	Prao.g_00452	Syai.g_00209
OG0000498	Prao.g_00453	Syai.g_00208
OG0000499	Prao.g_00454	Syai.g_00207
OG0000500	Prao.g_00455	Syai.g_00206
OG0000501	Prao.g_00457	Syai.g_00203
OG0000502	Prao.g_00460	Syai.g_00192
OG0000503	Prao.g_00470	Syai.g_00486
OG0000504	Prao.g_00471	Syai.g_00488
OG0000505	Prao.g_00472	Syai.g_00489
OG0000506	Prao.g_00474	Syai.g_00491
OG0000507	Prao.g_00476	Syai.g_00497
OG0000508	Prao.g_00479	Syai.g_00501
OG0000509	Prao.g_00481	Syai.g_00503
OG0000510	Prao.g_00482	Syai.g_00504
OG0000511	Prao.g_00483	Syai.g_00505
OG0000512	Prao.g_00485	Syai.g_00507
OG0000513	Prao.g_00492	Syai.g_00521
OG0000514	Prao.g_00535	Syai.g_00528
OG0000515	Prao.g_00536	Syai.g_00529
OG0000516	Prao.g_00537	Syai.g_02223
OG0000517	Prao.g_00539	Syai.g_02229
OG0000518	Prao.g_00550	Syai.g_02211
OG0000519	Prao.g_00551	Syai.g_02210
OG0000520	Prao.g_00552	Syai.g_02209
OG0000521	Prao.g_00557	Syai.g_00842
OG0000522	Prao.g_00559	Syai.g_00844
OG0000523	Prao.g_00560	Syai.g_00845
OG0000524	Prao.g_00567	Syai.g_00852
OG0000525	Prao.g_00570	Syai.g_00856
OG0000526	Prao.g_00571	Syai.g_00859
OG0000527	Prao.g_00579	Syai.g_00863
OG0000528	Prao.g_00584	Syai.g_00633
OG0000529	Prao.g_00587	Syai.g_00639
OG0000530	Prao.g_00590	Syai.g_00642
OG0000531	Prao.g_00591	Syai.g_00643
OG0000532	Prao.g_00593	Syai.g_00646
OG0000533	Prao.g_00594	Syai.g_00647
OG0000534	Prao.g_00595	Syai.g_00648
OG0000535	Prao.g_00596	Syai.g_00649
OG0000536	Prao.g_00597	Syai.g_00650
OG0000537	Prao.g_00598	Syai.g_00651
OG0000538	Prao.g_00606	Syai.g_00662
OG0000539	Prao.g_00607	Syai.g_00663
OG0000540	Prao.g_00608	Syai.g_00664
OG0000541	Prao.g_00609	Syai.g_00665
OG0000542	Prao.g_00611	Syai.g_00668
OG0000543	Prao.g_00613	Syai.g_00670
OG0000544	Prao.g_00614	Syai.g_00671
OG0000545	Prao.g_00616	Syai.g_00673
OG0000546	Prao.g_00619	Syai.g_00675
OG0000547	Prao.g_00621	Syai.g_00677
OG0000548	Prao.g_00622	Syai.g_00678
OG0000549	Prao.g_00624	Syai.g_00684
OG0000550	Prao.g_00629	Syai.g_00689
OG0000551	Prao.g_00633	Syai.g_00694
OG0000552	Prao.g_00634	Syai.g_00695
OG0000553	Prao.g_00635	Syai.g_00698
OG0000554	Prao.g_01857	Syai.g_00708
OG0000555	Prao.g_01161	Syai.g_00725
OG0000556	Prao.g_01163	Syai.g_00728
OG0000557	Prao.g_01164	Syai.g_00730
OG0000558	Prao.g_01166	Syai.g_00732
OG0000559	Prao.g_01170	Syai.g_00736
OG0000560	Prao.g_01173	Syai.g_00739
OG0000561	Prao.g_01174	Syai.g_00740
OG0000562	Prao.g_01175	Syai.g_00741
OG0000563	Prao.g_01176	Syai.g_00742
OG0000564	Prao.g_01177	Syai.g_00743
OG0000565	Prao.g_01180	Syai.g_00746
OG0000566	Prao.g_01182	Syai.g_00750
OG0000567	Prao.g_01186	Syai.g_00754
OG0000568	Prao.g_01187	Syai.g_00758
OG0000569	Prao.g_01862	Syai.g_00759
OG0000570	Prao.g_01863	Syai.g_00760
OG0000571	Prao.g_01865	Syai.g_00764
OG0000572	Prao.g_00025	Syai.g_00782
OG0000573	Prao.g_00030	Syai.g_00790
OG0000574	Prao.g_00031	Syai.g_00796
OG0000575	Prao.g_00035	Syai.g_00800
OG0000576	Prao.g_00037	Syai.g_00802
OG0000577	Prao.g_00038	Syai.g_00803
OG0000578	Prao.g_00039	Syai.g_00804
OG0000579	Prao.g_00040	Syai.g_00805
OG0000580	Prao.g_00041	Syai.g_00806
OG0000581	Prao.g_00043	Syai.g_00812
OG0000582	Prao.g_00046	Syai.g_01042
OG0000583	Prao.g_00047	Syai.g_01043
OG0000584	Prao.g_00048	Syai.g_01044
OG0000585	Prao.g_00050	Syai.g_01046
OG0000586	Prao.g_00051	Syai.g_01047
OG0000587	Prao.g_00052	Syai.g_01049
OG0000588	Prao.g_00056	Syai.g_01063
OG0000589	Prao.g_00060	Syai.g_01066
OG0000590	Prao.g_00061	Syai.g_01067
OG0000591	Prao.g_00064	Syai.g_01075
OG0000592	Prao.g_00065	Syai.g_01076
OG0000593	Prao.g_00071	Syai.g_01100
OG0000594	Prao.g_00072	Syai.g_01101
