Orthogroup	Prao	Syaq
OG0000186	Prao.g_00203	Syaq.g_01563
OG0000187	Prao.g_00204	Syaq.g_01561
OG0000188	Prao.g_00221	Syaq.g_01539
OG0000189	Prao.g_00235	Syaq.g_01499
OG0000190	Prao.g_00236	Syaq.g_01497
OG0000191	Prao.g_00256	Syaq.g_01467
OG0000192	Prao.g_00260	Syaq.g_01462
OG0000193	Prao.g_00284	Syaq.g_01423
OG0000194	Prao.g_00287	Syaq.g_01420
OG0000195	Prao.g_00289	Syaq.g_01418
OG0000196	Prao.g_00299	Syaq.g_01407
OG0000197	Prao.g_00300	Syaq.g_01406
OG0000198	Prao.g_00301	Syaq.g_01405
OG0000199	Prao.g_00308	Syaq.g_01398
OG0000200	Prao.g_00322	Syaq.g_01382
OG0000201	Prao.g_00330	Syaq.g_01365
OG0000202	Prao.g_00331	Syaq.g_01364
OG0000203	Prao.g_00332	Syaq.g_01363
OG0000204	Prao.g_00333	Syaq.g_01362
OG0000205	Prao.g_00340	Syaq.g_01355
OG0000206	Prao.g_00345	Syaq.g_01345
OG0000207	Prao.g_00347	Syaq.g_01338
OG0000208	Prao.g_00348	Syaq.g_01337
OG0000209	Prao.g_00357	Syaq.g_01310
OG0000210	Prao.g_00358	Syaq.g_01309
OG0000211	Prao.g_00371	Syaq.g_01570
OG0000212	Prao.g_00378	Syaq.g_01586
OG0000213	Prao.g_00395	Syaq.g_00729
OG0000214	Prao.g_00405	Syaq.g_00745
OG0000215	Prao.g_00429	Syaq.g_00777
OG0000216	Prao.g_00431	Syaq.g_00781
OG0000217	Prao.g_00434	Syaq.g_00844
OG0000218	Prao.g_00436	Syaq.g_00846
OG0000219	Prao.g_00437	Syaq.g_00847
OG0000220	Prao.g_00438	Syaq.g_00848
OG0000221	Prao.g_00439	Syaq.g_00856
OG0000222	Prao.g_00446	Syaq.g_00868
OG0000223	Prao.g_00459	Syaq.g_00946
OG0000224	Prao.g_00461	Syaq.g_00950
OG0000225	Prao.g_00480	Syaq.g_00543
OG0000226	Prao.g_00484	Syaq.g_00536
OG0000227	Prao.g_00486	Syaq.g_00534
OG0000228	Prao.g_00489	Syaq.g_00531
OG0000229	Prao.g_00540	Syaq.g_00501
OG0000230	Prao.g_00542	Syaq.g_00499
OG0000231	Prao.g_00553	Syaq.g_00485
OG0000232	Prao.g_00564	Syaq.g_00472
OG0000233	Prao.g_00569	Syaq.g_00464
OG0000234	Prao.g_00582	Syaq.g_00440
OG0000235	Prao.g_00585	Syaq.g_01771
OG0000236	Prao.g_00599	Syaq.g_01787
OG0000237	Prao.g_00612	Syaq.g_01805
OG0000238	Prao.g_00618	Syaq.g_01810
OG0000239	Prao.g_00631	Syaq.g_01826
OG0000240	Prao.g_00632	Syaq.g_01827
OG0000241	Prao.g_01861	Syaq.g_02074
OG0000242	Prao.g_01859	Syaq.g_01836
OG0000243	Prao.g_01162	Syaq.g_01922
OG0000244	Prao.g_01165	Syaq.g_01928
OG0000245	Prao.g_01167	Syaq.g_01930
OG0000246	Prao.g_01171	Syaq.g_01934
OG0000247	Prao.g_01181	Syaq.g_01945
OG0000248	Prao.g_01183	Syaq.g_01948
OG0000249	Prao.g_01185	Syaq.g_01950
OG0000250	Prao.g_01864	Syaq.g_01958
OG0000251	Prao.g_00029	Syaq.g_01984
OG0000252	Prao.g_00032	Syaq.g_01987
OG0000253	Prao.g_00033	Syaq.g_01989
OG0000254	Prao.g_00049	Syaq.g_02016
OG0000255	Prao.g_00055	Syaq.g_02041
OG0000256	Prao.g_00066	Syaq.g_02068
OG0000257	Prao.g_00069	Syaq.g_02073
OG0000258	Prao.g_00082	Syaq.g_02095
OG0000259	Prao.g_00099	Syaq.g_02239
OG0000260	Prao.g_00102	Syaq.g_02242
OG0000261	Prao.g_00104	Syaq.g_02245
OG0000262	Prao.g_00108	Syaq.g_02250
OG0000263	Prao.g_00119	Syaq.g_00185
OG0000264	Prao.g_00129	Syaq.g_02582
OG0000266	Prao.g_00658	Syaq.g_00037
OG0000267	Prao.g_00669	Syaq.g_02430
OG0000268	Prao.g_00670	Syaq.g_02431
OG0000269	Prao.g_00736	Syaq.g_02335
OG0000270	Prao.g_00739	Syaq.g_02338
OG0000271	Prao.g_00747	Syaq.g_02346
OG0000272	Prao.g_00748	Syaq.g_02347
OG0000273	Prao.g_00771	Syaq.g_02376
OG0000274	Prao.g_00772	Syaq.g_02377
OG0000275	Prao.g_00775	Syaq.g_02380
OG0000276	Prao.g_00780	Syaq.g_02387
OG0000277	Prao.g_00781	Syaq.g_02388
OG0000278	Prao.g_00784	Syaq.g_02391
OG0000279	Prao.g_00791	Syaq.g_02401
OG0000280	Prao.g_00792	Syaq.g_02410
OG0000281	Prao.g_00797	Syaq.g_02224
OG0000282	Prao.g_00847	Syaq.g_02271
OG0000283	Prao.g_00879	Syaq.g_02445
OG0000284	Prao.g_00884	Syaq.g_02450
OG0000285	Prao.g_00889	Syaq.g_02466
OG0000286	Prao.g_00901	Syaq.g_02484
OG0000288	Prao.g_00947	Syaq.g_00067
OG0000289	Prao.g_00958	Syaq.g_00053
OG0000290	Prao.g_00971	Syaq.g_02682
OG0000291	Prao.g_00973	Syaq.g_02680
OG0000292	Prao.g_01025	Syaq.g_01157
OG0000293	Prao.g_01098	Syaq.g_00262
OG0000294	Prao.g_01097	Syaq.g_00261
OG0000295	Prao.g_01077	Syaq.g_00220
OG0000296	Prao.g_01075	Syaq.g_00218
OG0000297	Prao.g_01067	Syaq.g_00205
OG0000298	Prao.g_01066	Syaq.g_00204
OG0000299	Prao.g_01049	Syaq.g_00171
OG0000300	Prao.g_01046	Syaq.g_00164
OG0000301	Prao.g_01045	Syaq.g_00163
OG0000302	Prao.g_01043	Syaq.g_00162
OG0000303	Prao.g_01036	Syaq.g_00152
OG0000304	Prao.g_01032	Syaq.g_00146
OG0000305	Prao.g_01247	Syaq.g_02677
OG0000306	Prao.g_01244	Syaq.g_01861
OG0000307	Prao.g_01230	Syaq.g_01754
OG0000308	Prao.g_01229	Syaq.g_01752
OG0000309	Prao.g_01225	Syaq.g_01747
OG0000310	Prao.g_01382	Syaq.g_00347
OG0000311	Prao.g_01384	Syaq.g_00352
OG0000312	Prao.g_01387	Syaq.g_00359
OG0000313	Prao.g_01401	Syaq.g_00379
OG0000314	Prao.g_01423	Syaq.g_00408
OG0000315	Prao.g_01433	Syaq.g_00418
OG0000316	Prao.g_01453	Syaq.g_01716
OG0000317	Prao.g_01550	Syaq.g_01675
OG0000318	Prao.g_01553	Syaq.g_01672
OG0000319	Prao.g_01566	Syaq.g_01657
OG0000320	Prao.g_01568	Syaq.g_01655
OG0000321	Prao.g_01569	Syaq.g_01654
OG0000322	Prao.g_01570	Syaq.g_01653
OG0000323	Prao.g_01579	Syaq.g_01638
OG0000324	Prao.g_01605	Syaq.g_01605
OG0000325	Prao.g_01616	Syaq.g_00693
OG0000326	Prao.g_01622	Syaq.g_00686
OG0000327	Prao.g_01646	Syaq.g_00652
OG0000328	Prao.g_01647	Syaq.g_00651
OG0000329	Prao.g_01664	Syaq.g_00633
OG0000330	Prao.g_01665	Syaq.g_00632
OG0000331	Prao.g_01666	Syaq.g_00631
OG0000332	Prao.g_01680	Syaq.g_00616
OG0000333	Prao.g_01682	Syaq.g_00613
OG0000334	Prao.g_01690	Syaq.g_00603
OG0000335	Prao.g_01695	Syaq.g_00598
OG0000336	Prao.g_01699	Syaq.g_00594
OG0000337	Prao.g_01715	Syaq.g_00975
OG0000338	Prao.g_01716	Syaq.g_00981
OG0000339	Prao.g_01720	Syaq.g_00988
OG0000340	Prao.g_01728	Syaq.g_01005
OG0000341	Prao.g_01730	Syaq.g_01007
OG0000342	Prao.g_01731	Syaq.g_01008
OG0000343	Prao.g_01732	Syaq.g_01010
OG0000344	Prao.g_01735	Syaq.g_01014
OG0000345	Prao.g_01740	Syaq.g_01024
OG0000346	Prao.g_01744	Syaq.g_01029
OG0000347	Prao.g_01760	Syaq.g_01057
OG0000348	Prao.g_01770	Syaq.g_01070
OG0000349	Prao.g_01787	Syaq.g_01099
OG0000350	Prao.g_01806	Syaq.g_00679
OG0000351	Prao.g_01823	Syaq.g_01179
OG0000352	Prao.g_01824	Syaq.g_01178
OG0000353	Prao.g_01840	Syaq.g_01151
OG0000354	Prao.g_00637	Syaq.g_01131
OG0000355	Prao.g_01842	Syaq.g_01149
OG0000356	Prao.g_01843	Syaq.g_01148
OG0000357	Prao.g_01844	Syaq.g_01147
OG0000358	Prao.g_01848	Syaq.g_01143
OG0000359	Prao.g_01849	Syaq.g_01141
OG0000360	Prao.g_01850	Syaq.g_01140
OG0000361	Prao.g_00157	Syaq.g_01139
OG0000362	Prao.g_00159	Syaq.g_01137
OG0000363	Prao.g_00161	Syaq.g_01135
OG0000364	Prao.g_00162	Syaq.g_01134
OG0000365	Prao.g_00167	Syaq.g_01125
OG0000366	Prao.g_00168	Syaq.g_01124
OG0000367	Prao.g_00169	Syaq.g_01123
OG0000368	Prao.g_00171	Syaq.g_01121
OG0000369	Prao.g_00172	Syaq.g_01120
OG0000370	Prao.g_00173	Syaq.g_01119
OG0000371	Prao.g_00178	Syaq.g_01111
OG0000372	Prao.g_00181	Syaq.g_01106
OG0000373	Prao.g_00182	Syaq.g_01105
OG0000374	Prao.g_00183	Syaq.g_01104
OG0000375	Prao.g_00186	Syaq.g_01103
OG0000376	Prao.g_00188	Syaq.g_01101
OG0000377	Prao.g_00191	Syaq.g_01270
OG0000378	Prao.g_00193	Syaq.g_01286
OG0000379	Prao.g_00196	Syaq.g_01291
OG0000380	Prao.g_00205	Syaq.g_01560
OG0000381	Prao.g_00209	Syaq.g_01558
OG0000382	Prao.g_00220	Syaq.g_01540
OG0000383	Prao.g_00222	Syaq.g_01535
OG0000384	Prao.g_00223	Syaq.g_01534
OG0000385	Prao.g_00224	Syaq.g_01533
OG0000386	Prao.g_00225	Syaq.g_01532
OG0000387	Prao.g_00238	Syaq.g_01495
OG0000388	Prao.g_00241	Syaq.g_01491
OG0000389	Prao.g_00244	Syaq.g_01488
OG0000390	Prao.g_00251	Syaq.g_01473
OG0000391	Prao.g_00255	Syaq.g_01468
OG0000392	Prao.g_00259	Syaq.g_01463
OG0000393	Prao.g_00261	Syaq.g_01460
OG0000394	Prao.g_00262	Syaq.g_01459
OG0000395	Prao.g_00263	Syaq.g_01458
OG0000396	Prao.g_00266	Syaq.g_01455
OG0000397	Prao.g_00268	Syaq.g_01453
OG0000398	Prao.g_00270	Syaq.g_01448
OG0000399	Prao.g_00271	Syaq.g_01447
OG0000400	Prao.g_00272	Syaq.g_01446
OG0000401	Prao.g_00273	Syaq.g_01445
OG0000402	Prao.g_00274	Syaq.g_01443
OG0000403	Prao.g_00275	Syaq.g_01442
OG0000404	Prao.g_00276	Syaq.g_01440
OG0000405	Prao.g_00280	Syaq.g_01429
OG0000406	Prao.g_00285	Syaq.g_01422
OG0000407	Prao.g_00286	Syaq.g_01421
OG0000408	Prao.g_00288	Syaq.g_01419
OG0000409	Prao.g_00290	Syaq.g_01417
OG0000410	Prao.g_00291	Syaq.g_01416
OG0000411	Prao.g_00292	Syaq.g_01415
OG0000412	Prao.g_00293	Syaq.g_01414
OG0000413	Prao.g_00294	Syaq.g_01412
OG0000414	Prao.g_00295	Syaq.g_01411
OG0000415	Prao.g_00296	Syaq.g_01410
OG0000416	Prao.g_00297	Syaq.g_01409
OG0000417	Prao.g_00298	Syaq.g_01408
OG0000418	Prao.g_00303	Syaq.g_01403
OG0000419	Prao.g_00305	Syaq.g_01401
OG0000420	Prao.g_00306	Syaq.g_01400
OG0000421	Prao.g_00311	Syaq.g_01395
OG0000422	Prao.g_00312	Syaq.g_01394
OG0000423	Prao.g_00313	Syaq.g_01393
OG0000424	Prao.g_00314	Syaq.g_01392
OG0000425	Prao.g_00315	Syaq.g_01391
OG0000426	Prao.g_00316	Syaq.g_01390
OG0000427	Prao.g_00317	Syaq.g_01389
OG0000428	Prao.g_00319	Syaq.g_01386
OG0000429	Prao.g_00320	Syaq.g_01384
OG0000430	Prao.g_00321	Syaq.g_01383
OG0000431	Prao.g_00323	Syaq.g_01380
OG0000432	Prao.g_00326	Syaq.g_01374
OG0000433	Prao.g_00327	Syaq.g_01369
OG0000434	Prao.g_00328	Syaq.g_01368
OG0000435	Prao.g_00329	Syaq.g_01367
OG0000436	Prao.g_00334	Syaq.g_01361
OG0000437	Prao.g_00335	Syaq.g_01360
OG0000438	Prao.g_00336	Syaq.g_01359
OG0000439	Prao.g_00338	Syaq.g_01357
OG0000440	Prao.g_00339	Syaq.g_01356
OG0000441	Prao.g_00342	Syaq.g_01352
OG0000442	Prao.g_00343	Syaq.g_01350
OG0000443	Prao.g_00344	Syaq.g_01347
OG0000444	Prao.g_00349	Syaq.g_01333
OG0000445	Prao.g_00350	Syaq.g_01332
OG0000446	Prao.g_00351	Syaq.g_01330
OG0000447	Prao.g_00352	Syaq.g_01328
OG0000448	Prao.g_00353	Syaq.g_01327
OG0000449	Prao.g_00354	Syaq.g_01320
OG0000450	Prao.g_00355	Syaq.g_01313
OG0000451	Prao.g_00356	Syaq.g_01312
OG0000452	Prao.g_00359	Syaq.g_01308
OG0000453	Prao.g_00360	Syaq.g_01307
OG0000454	Prao.g_00361	Syaq.g_01306
OG0000455	Prao.g_00362	Syaq.g_01305
OG0000456	Prao.g_00363	Syaq.g_01304
OG0000457	Prao.g_00364	Syaq.g_01302
OG0000458	Prao.g_00365	Syaq.g_01299
OG0000459	Prao.g_00366	Syaq.g_01298
OG0000460	Prao.g_00373	Syaq.g_01577
OG0000461	Prao.g_00380	Syaq.g_00707
OG0000462	Prao.g_00382	Syaq.g_00710
OG0000463	Prao.g_00383	Syaq.g_00711
OG0000464	Prao.g_00384	Syaq.g_00712
OG0000465	Prao.g_00385	Syaq.g_00714
OG0000466	Prao.g_00388	Syaq.g_00718
OG0000467	Prao.g_00389	Syaq.g_00720
OG0000468	Prao.g_00391	Syaq.g_00725
OG0000469	Prao.g_00400	Syaq.g_00739
OG0000470	Prao.g_00402	Syaq.g_00741
OG0000471	Prao.g_00403	Syaq.g_00742
OG0000472	Prao.g_00404	Syaq.g_00744
OG0000473	Prao.g_00406	Syaq.g_00746
OG0000474	Prao.g_00407	Syaq.g_00747
OG0000475	Prao.g_00408	Syaq.g_00748
OG0000476	Prao.g_00409	Syaq.g_00750
OG0000477	Prao.g_00412	Syaq.g_00756
OG0000478	Prao.g_00413	Syaq.g_00757
OG0000479	Prao.g_00414	Syaq.g_00759
OG0000480	Prao.g_00419	Syaq.g_00766
OG0000481	Prao.g_00421	Syaq.g_00768
OG0000482	Prao.g_00422	Syaq.g_00769
OG0000483	Prao.g_00425	Syaq.g_00773
OG0000484	Prao.g_00426	Syaq.g_00774
OG0000485	Prao.g_00427	Syaq.g_00775
OG0000486	Prao.g_00428	Syaq.g_00776
OG0000487	Prao.g_00432	Syaq.g_00782
OG0000488	Prao.g_00435	Syaq.g_00845
OG0000489	Prao.g_00440	Syaq.g_00857
OG0000490	Prao.g_00444	Syaq.g_00864
OG0000491	Prao.g_00445	Syaq.g_00865
OG0000492	Prao.g_00447	Syaq.g_00869
OG0000493	Prao.g_00448	Syaq.g_00870
OG0000494	Prao.g_00449	Syaq.g_00871
OG0000495	Prao.g_00450	Syaq.g_00872
OG0000496	Prao.g_00451	Syaq.g_00873
OG0000497	Prao.g_00452	Syaq.g_00874
OG0000498	Prao.g_00453	Syaq.g_00875
OG0000499	Prao.g_00454	Syaq.g_00876
OG0000500	Prao.g_00455	Syaq.g_00877
OG0000501	Prao.g_00457	Syaq.g_00880
OG0000502	Prao.g_00460	Syaq.g_00953
OG0000503	Prao.g_00470	Syaq.g_00559
OG0000504	Prao.g_00471	Syaq.g_00557
OG0000505	Prao.g_00472	Syaq.g_00556
OG0000506	Prao.g_00474	Syaq.g_00554
OG0000507	Prao.g_00476	Syaq.g_00548
OG0000508	Prao.g_00479	Syaq.g_00544
OG0000509	Prao.g_00481	Syaq.g_00542
OG0000510	Prao.g_00482	Syaq.g_00538
OG0000511	Prao.g_00483	Syaq.g_00537
OG0000512	Prao.g_00485	Syaq.g_00535
OG0000513	Prao.g_00492	Syaq.g_00525
OG0000514	Prao.g_00535	Syaq.g_00514
OG0000515	Prao.g_00536	Syaq.g_00513
OG0000516	Prao.g_00537	Syaq.g_00509
OG0000517	Prao.g_00539	Syaq.g_00502
OG0000518	Prao.g_00550	Syaq.g_00490
OG0000519	Prao.g_00551	Syaq.g_00489
OG0000520	Prao.g_00552	Syaq.g_00488
OG0000521	Prao.g_00557	Syaq.g_00477
OG0000522	Prao.g_00559	Syaq.g_00475
OG0000523	Prao.g_00560	Syaq.g_00474
OG0000524	Prao.g_00567	Syaq.g_00469
OG0000525	Prao.g_00570	Syaq.g_00450
OG0000526	Prao.g_00571	Syaq.g_00448
OG0000527	Prao.g_00579	Syaq.g_00444
OG0000528	Prao.g_00584	Syaq.g_01768
OG0000529	Prao.g_00587	Syaq.g_01773
OG0000530	Prao.g_00590	Syaq.g_01776
OG0000531	Prao.g_00591	Syaq.g_01777
OG0000532	Prao.g_00593	Syaq.g_01780
OG0000533	Prao.g_00594	Syaq.g_01782
OG0000534	Prao.g_00595	Syaq.g_01783
OG0000535	Prao.g_00596	Syaq.g_01784
OG0000536	Prao.g_00597	Syaq.g_01785
OG0000537	Prao.g_00598	Syaq.g_01786
OG0000538	Prao.g_00606	Syaq.g_01798
OG0000539	Prao.g_00607	Syaq.g_01799
OG0000540	Prao.g_00608	Syaq.g_01800
OG0000541	Prao.g_00609	Syaq.g_01801
OG0000542	Prao.g_00611	Syaq.g_01804
OG0000543	Prao.g_00613	Syaq.g_01806
OG0000544	Prao.g_00614	Syaq.g_02567
OG0000545	Prao.g_00616	Syaq.g_01809
OG0000546	Prao.g_00619	Syaq.g_01811
OG0000547	Prao.g_00621	Syaq.g_01813
OG0000548	Prao.g_00622	Syaq.g_01814
OG0000549	Prao.g_00624	Syaq.g_01819
OG0000550	Prao.g_00629	Syaq.g_01824
OG0000551	Prao.g_00633	Syaq.g_01829
OG0000552	Prao.g_00634	Syaq.g_01830
OG0000553	Prao.g_00635	Syaq.g_01834
OG0000554	Prao.g_01857	Syaq.g_01839
OG0000555	Prao.g_01161	Syaq.g_01857
OG0000556	Prao.g_01163	Syaq.g_01925
OG0000557	Prao.g_01164	Syaq.g_01927
OG0000558	Prao.g_01166	Syaq.g_01929
OG0000559	Prao.g_01170	Syaq.g_01933
OG0000560	Prao.g_01173	Syaq.g_01936
OG0000561	Prao.g_01174	Syaq.g_01937
OG0000562	Prao.g_01175	Syaq.g_01938
OG0000563	Prao.g_01176	Syaq.g_01939
OG0000564	Prao.g_01177	Syaq.g_01940
OG0000565	Prao.g_01180	Syaq.g_01943
OG0000566	Prao.g_01182	Syaq.g_01947
OG0000567	Prao.g_01186	Syaq.g_01951
OG0000568	Prao.g_01187	Syaq.g_01954
OG0000569	Prao.g_01862	Syaq.g_01955
OG0000570	Prao.g_01863	Syaq.g_01956
OG0000571	Prao.g_01865	Syaq.g_01960
OG0000572	Prao.g_00025	Syaq.g_01977
OG0000573	Prao.g_00030	Syaq.g_01985
OG0000574	Prao.g_00031	Syaq.g_01986
OG0000575	Prao.g_00035	Syaq.g_01991
OG0000576	Prao.g_00037	Syaq.g_01993
OG0000577	Prao.g_00038	Syaq.g_01994
OG0000578	Prao.g_00039	Syaq.g_01995
OG0000579	Prao.g_00040	Syaq.g_01996
OG0000580	Prao.g_00041	Syaq.g_01997
OG0000581	Prao.g_00043	Syaq.g_02003
OG0000582	Prao.g_00046	Syaq.g_02012
OG0000583	Prao.g_00047	Syaq.g_02013
