Orthogroup	Praw	Prbg
OG0000138	Praw.g_01180	Prbg.g_01900
OG0000139	Praw.g_01153	Prbg.g_01931
OG0000140	Praw.g_01135	Prbg.g_00768
OG0000141	Praw.g_01134	Prbg.g_00769
OG0000142	Praw.g_01132	Prbg.g_00771
OG0000143	Praw.g_01131	Prbg.g_00772
OG0000144	Praw.g_01129	Prbg.g_00774
OG0000145	Praw.g_01128	Prbg.g_00775
OG0000146	Praw.g_01127	Prbg.g_00776
OG0000147	Praw.g_01126	Prbg.g_00777
OG0000148	Praw.g_01124	Prbg.g_00779
OG0000149	Praw.g_01414	Prbg.g_00860
OG0000150	Praw.g_01413	Prbg.g_00859
OG0000151	Praw.g_01412	Prbg.g_00858
OG0000152	Praw.g_01411	Prbg.g_00857
OG0000153	Praw.g_01410	Prbg.g_00856
OG0000154	Praw.g_01409	Prbg.g_00855
OG0000155	Praw.g_01408	Prbg.g_00854
OG0000156	Praw.g_01407	Prbg.g_00853
OG0000157	Praw.g_01406	Prbg.g_00852
OG0000158	Praw.g_01404	Prbg.g_00850
OG0000159	Praw.g_01403	Prbg.g_00849
OG0000160	Praw.g_01402	Prbg.g_00848
OG0000161	Praw.g_01401	Prbg.g_00847
OG0000162	Praw.g_01400	Prbg.g_00846
OG0000163	Praw.g_01399	Prbg.g_00844
OG0000164	Praw.g_01396	Prbg.g_00841
OG0000165	Praw.g_01393	Prbg.g_00838
OG0000166	Praw.g_01392	Prbg.g_00837
OG0000167	Praw.g_01391	Prbg.g_00836
OG0000168	Praw.g_01388	Prbg.g_00834
OG0000169	Praw.g_01386	Prbg.g_00832
OG0000170	Praw.g_01385	Prbg.g_00830
OG0000171	Praw.g_01384	Prbg.g_00829
OG0000172	Praw.g_01383	Prbg.g_00828
OG0000173	Praw.g_01382	Prbg.g_00825
OG0000174	Praw.g_01381	Prbg.g_00824
OG0000175	Praw.g_01380	Prbg.g_00823
OG0000176	Praw.g_01378	Prbg.g_00821
OG0000177	Praw.g_01377	Prbg.g_00820
OG0000178	Praw.g_01376	Prbg.g_00818
OG0000179	Praw.g_01370	Prbg.g_00806
OG0000180	Praw.g_01369	Prbg.g_00805
OG0000181	Praw.g_01368	Prbg.g_00804
OG0000182	Praw.g_01365	Prbg.g_00800
OG0000183	Praw.g_01364	Prbg.g_00799
OG0000184	Praw.g_01361	Prbg.g_00796
OG0000185	Praw.g_01357	Prbg.g_00792
OG0000186	Praw.g_01356	Prbg.g_00791
OG0000187	Praw.g_01355	Prbg.g_00017
OG0000188	Praw.g_01354	Prbg.g_00790
OG0000189	Praw.g_01353	Prbg.g_00789
OG0000190	Praw.g_01352	Prbg.g_00788
OG0000191	Praw.g_01351	Prbg.g_00787
OG0000192	Praw.g_01350	Prbg.g_00786
OG0000193	Praw.g_01349	Prbg.g_00785
OG0000194	Praw.g_01348	Prbg.g_00784
OG0000195	Praw.g_01346	Prbg.g_00782
OG0000196	Praw.g_01345	Prbg.g_00781
OG0000197	Praw.g_01344	Prbg.g_00780
OG0000198	Praw.g_01343	Prbg.g_00861
OG0000199	Praw.g_01341	Prbg.g_00864
OG0000200	Praw.g_01340	Prbg.g_00865
OG0000201	Praw.g_01339	Prbg.g_00866
OG0000202	Praw.g_01338	Prbg.g_00868
OG0000203	Praw.g_01337	Prbg.g_00869
OG0000204	Praw.g_01336	Prbg.g_00870
OG0000205	Praw.g_01335	Prbg.g_00872
OG0000206	Praw.g_01334	Prbg.g_00873
OG0000207	Praw.g_01333	Prbg.g_00874
OG0000208	Praw.g_01332	Prbg.g_00875
OG0000209	Praw.g_01331	Prbg.g_00876
OG0000210	Praw.g_01329	Prbg.g_00877
OG0000211	Praw.g_01328	Prbg.g_00879
OG0000212	Praw.g_01327	Prbg.g_00880
OG0000213	Praw.g_01326	Prbg.g_00881
OG0000214	Praw.g_01324	Prbg.g_00885
OG0000215	Praw.g_01323	Prbg.g_00886
OG0000216	Praw.g_01321	Prbg.g_00888
OG0000217	Praw.g_01320	Prbg.g_00889
OG0000218	Praw.g_01319	Prbg.g_00890
OG0000219	Praw.g_01318	Prbg.g_00891
OG0000220	Praw.g_01315	Prbg.g_00894
OG0000221	Praw.g_01313	Prbg.g_00897
OG0000222	Praw.g_01312	Prbg.g_00898
OG0000223	Praw.g_01311	Prbg.g_00899
OG0000224	Praw.g_01308	Prbg.g_00901
OG0000225	Praw.g_01306	Prbg.g_00903
OG0000226	Praw.g_01305	Prbg.g_00905
OG0000227	Praw.g_01304	Prbg.g_00906
OG0000228	Praw.g_01303	Prbg.g_00907
OG0000229	Praw.g_01302	Prbg.g_00908
OG0000230	Praw.g_01301	Prbg.g_00909
OG0000231	Praw.g_01299	Prbg.g_01349
OG0000232	Praw.g_01298	Prbg.g_00911
OG0000233	Praw.g_01295	Prbg.g_00914
OG0000234	Praw.g_01293	Prbg.g_00916
OG0000235	Praw.g_01290	Prbg.g_00922
OG0000236	Praw.g_01289	Prbg.g_00923
OG0000237	Praw.g_01288	Prbg.g_00924
OG0000238	Praw.g_01287	Prbg.g_00925
OG0000239	Praw.g_01286	Prbg.g_00926
OG0000240	Praw.g_01284	Prbg.g_00928
OG0000241	Praw.g_01283	Prbg.g_00929
OG0000242	Praw.g_01282	Prbg.g_00930
OG0000243	Praw.g_01281	Prbg.g_00931
OG0000244	Praw.g_01280	Prbg.g_00932
OG0000245	Praw.g_01279	Prbg.g_00934
OG0000246	Praw.g_01277	Prbg.g_00936
OG0000247	Praw.g_01276	Prbg.g_00937
OG0000248	Praw.g_01275	Prbg.g_00938
OG0000249	Praw.g_01274	Prbg.g_00939
OG0000250	Praw.g_01273	Prbg.g_00940
OG0000251	Praw.g_01272	Prbg.g_00941
OG0000252	Praw.g_01271	Prbg.g_00942
OG0000253	Praw.g_01270	Prbg.g_00943
OG0000254	Praw.g_01268	Prbg.g_00945
OG0000255	Praw.g_01267	Prbg.g_00946
OG0000256	Praw.g_01264	Prbg.g_00949
OG0000257	Praw.g_01262	Prbg.g_00951
OG0000258	Praw.g_01261	Prbg.g_00952
OG0000259	Praw.g_01260	Prbg.g_00953
OG0000260	Praw.g_01259	Prbg.g_00954
OG0000261	Praw.g_01258	Prbg.g_00955
OG0000262	Praw.g_01257	Prbg.g_00956
OG0000263	Praw.g_01256	Prbg.g_00957
OG0000264	Praw.g_01254	Prbg.g_00959
OG0000265	Praw.g_01253	Prbg.g_00960
OG0000266	Praw.g_01252	Prbg.g_00961
OG0000267	Praw.g_01250	Prbg.g_00963
OG0000268	Praw.g_01249	Prbg.g_00965
OG0000269	Praw.g_01248	Prbg.g_00966
OG0000270	Praw.g_01247	Prbg.g_00967
OG0000271	Praw.g_01246	Prbg.g_00968
OG0000272	Praw.g_01245	Prbg.g_00969
OG0000273	Praw.g_01244	Prbg.g_00970
OG0000274	Praw.g_01243	Prbg.g_00971
OG0000275	Praw.g_01242	Prbg.g_00972
OG0000276	Praw.g_01241	Prbg.g_00973
OG0000277	Praw.g_01240	Prbg.g_00974
OG0000278	Praw.g_01239	Prbg.g_00975
OG0000279	Praw.g_01238	Prbg.g_00976
OG0000280	Praw.g_01237	Prbg.g_00977
OG0000281	Praw.g_01235	Prbg.g_00979
OG0000282	Praw.g_01234	Prbg.g_00980
OG0000283	Praw.g_01231	Prbg.g_00983
OG0000284	Praw.g_01230	Prbg.g_00984
OG0000285	Praw.g_01229	Prbg.g_00985
OG0000286	Praw.g_01227	Prbg.g_00987
OG0000287	Praw.g_01226	Prbg.g_00989
OG0000288	Praw.g_01225	Prbg.g_00990
OG0000289	Praw.g_01224	Prbg.g_00991
OG0000290	Praw.g_01223	Prbg.g_00992
OG0000291	Praw.g_01222	Prbg.g_00993
OG0000292	Praw.g_01221	Prbg.g_00994
OG0000293	Praw.g_01220	Prbg.g_00995
OG0000294	Praw.g_01219	Prbg.g_00996
OG0000295	Praw.g_01218	Prbg.g_00997
OG0000296	Praw.g_01217	Prbg.g_00998
OG0000297	Praw.g_01216	Prbg.g_00999
OG0000298	Praw.g_01215	Prbg.g_01000
OG0000299	Praw.g_01214	Prbg.g_01001
OG0000300	Praw.g_01213	Prbg.g_01002
OG0000301	Praw.g_01212	Prbg.g_01003
OG0000302	Praw.g_01211	Prbg.g_01004
OG0000303	Praw.g_01210	Prbg.g_01005
OG0000304	Praw.g_01209	Prbg.g_01007
OG0000305	Praw.g_01208	Prbg.g_01008
OG0000306	Praw.g_01207	Prbg.g_01009
OG0000307	Praw.g_01206	Prbg.g_01011
OG0000308	Praw.g_01205	Prbg.g_01012
OG0000309	Praw.g_01204	Prbg.g_01013
OG0000310	Praw.g_01203	Prbg.g_01014
OG0000311	Praw.g_01202	Prbg.g_01015
OG0000312	Praw.g_01200	Prbg.g_01017
OG0000313	Praw.g_01199	Prbg.g_01018
OG0000314	Praw.g_01196	Prbg.g_01022
OG0000315	Praw.g_01195	Prbg.g_01023
OG0000316	Praw.g_00891	Prbg.g_01025
OG0000317	Praw.g_00889	Prbg.g_01027
OG0000318	Praw.g_00888	Prbg.g_01028
OG0000319	Praw.g_00887	Prbg.g_01029
OG0000320	Praw.g_00886	Prbg.g_01030
OG0000321	Praw.g_00883	Prbg.g_01033
OG0000322	Praw.g_00880	Prbg.g_01037
OG0000323	Praw.g_00879	Prbg.g_01038
OG0000324	Praw.g_00876	Prbg.g_01041
OG0000325	Praw.g_00875	Prbg.g_01042
OG0000326	Praw.g_00874	Prbg.g_01043
OG0000327	Praw.g_00872	Prbg.g_01045
OG0000328	Praw.g_00871	Prbg.g_01046
OG0000329	Praw.g_00870	Prbg.g_00042
OG0000330	Praw.g_00869	Prbg.g_00043
OG0000331	Praw.g_00868	Prbg.g_00045
OG0000332	Praw.g_00867	Prbg.g_00046
OG0000333	Praw.g_00866	Prbg.g_00047
OG0000334	Praw.g_00865	Prbg.g_00048
OG0000335	Praw.g_00864	Prbg.g_00049
OG0000336	Praw.g_00863	Prbg.g_00051
OG0000337	Praw.g_00859	Prbg.g_00054
OG0000338	Praw.g_00858	Prbg.g_00055
OG0000339	Praw.g_00857	Prbg.g_00056
OG0000340	Praw.g_00856	Prbg.g_00057
OG0000341	Praw.g_00852	Prbg.g_00061
OG0000342	Praw.g_00851	Prbg.g_00062
OG0000343	Praw.g_00849	Prbg.g_00065
OG0000344	Praw.g_00848	Prbg.g_00066
OG0000345	Praw.g_00847	Prbg.g_00067
OG0000346	Praw.g_00846	Prbg.g_00068
OG0000347	Praw.g_00845	Prbg.g_00069
OG0000348	Praw.g_00844	Prbg.g_00071
OG0000349	Praw.g_00843	Prbg.g_00072
OG0000350	Praw.g_00842	Prbg.g_00073
OG0000351	Praw.g_00839	Prbg.g_00075
OG0000352	Praw.g_00836	Prbg.g_00078
OG0000353	Praw.g_00835	Prbg.g_00079
OG0000354	Praw.g_00834	Prbg.g_00080
OG0000355	Praw.g_00833	Prbg.g_00081
OG0000356	Praw.g_00832	Prbg.g_00082
OG0000357	Praw.g_00831	Prbg.g_00083
OG0000358	Praw.g_00830	Prbg.g_00084
OG0000359	Praw.g_00829	Prbg.g_00085
OG0000360	Praw.g_00826	Prbg.g_00087
OG0000361	Praw.g_00825	Prbg.g_00088
OG0000362	Praw.g_00824	Prbg.g_00089
OG0000363	Praw.g_00823	Prbg.g_00090
OG0000364	Praw.g_00822	Prbg.g_00091
OG0000365	Praw.g_00821	Prbg.g_00092
OG0000366	Praw.g_00820	Prbg.g_00093
OG0000367	Praw.g_00819	Prbg.g_00094
OG0000368	Praw.g_00818	Prbg.g_00095
OG0000369	Praw.g_00817	Prbg.g_00096
OG0000370	Praw.g_00816	Prbg.g_00097
OG0000371	Praw.g_00815	Prbg.g_00098
OG0000372	Praw.g_00813	Prbg.g_00099
OG0000373	Praw.g_00811	Prbg.g_00101
OG0000374	Praw.g_00810	Prbg.g_00102
OG0000375	Praw.g_00809	Prbg.g_00103
OG0000376	Praw.g_00807	Prbg.g_00104
OG0000377	Praw.g_00806	Prbg.g_00110
OG0000378	Praw.g_00805	Prbg.g_00111
OG0000379	Praw.g_00796	Prbg.g_00117
OG0000380	Praw.g_00795	Prbg.g_00119
OG0000381	Praw.g_00794	Prbg.g_00120
OG0000382	Praw.g_00792	Prbg.g_00121
OG0000383	Praw.g_00790	Prbg.g_00124
OG0000384	Praw.g_00789	Prbg.g_00125
OG0000385	Praw.g_00787	Prbg.g_00128
OG0000386	Praw.g_00786	Prbg.g_00129
OG0000387	Praw.g_00785	Prbg.g_00130
OG0000388	Praw.g_00784	Prbg.g_00131
OG0000389	Praw.g_00783	Prbg.g_00132
OG0000390	Praw.g_00782	Prbg.g_01941
OG0000391	Praw.g_00781	Prbg.g_01942
OG0000392	Praw.g_00780	Prbg.g_01943
OG0000393	Praw.g_00777	Prbg.g_00136
OG0000394	Praw.g_00776	Prbg.g_00137
OG0000395	Praw.g_00774	Prbg.g_00140
OG0000396	Praw.g_00773	Prbg.g_01214
OG0000397	Praw.g_00761	Prbg.g_01530
OG0000398	Praw.g_00754	Prbg.g_01602
OG0000399	Praw.g_00753	Prbg.g_01525
OG0000400	Praw.g_00748	Prbg.g_01714
OG0000401	Praw.g_00716	Prbg.g_00151
OG0000402	Praw.g_00715	Prbg.g_00152
OG0000403	Praw.g_00714	Prbg.g_00153
OG0000404	Praw.g_00712	Prbg.g_00155
OG0000405	Praw.g_00711	Prbg.g_00156
OG0000406	Praw.g_00709	Prbg.g_00158
OG0000407	Praw.g_00708	Prbg.g_00159
OG0000408	Praw.g_00707	Prbg.g_00160
OG0000409	Praw.g_00706	Prbg.g_00161
OG0000410	Praw.g_00705	Prbg.g_00162
OG0000411	Praw.g_00704	Prbg.g_00163
OG0000412	Praw.g_00703	Prbg.g_00164
OG0000413	Praw.g_00702	Prbg.g_00165
OG0000414	Praw.g_00701	Prbg.g_00166
OG0000415	Praw.g_00700	Prbg.g_00167
OG0000416	Praw.g_00699	Prbg.g_00168
OG0000417	Praw.g_00698	Prbg.g_00169
OG0000418	Praw.g_00697	Prbg.g_00170
OG0000419	Praw.g_00696	Prbg.g_00171
OG0000420	Praw.g_00695	Prbg.g_00172
OG0000421	Praw.g_00694	Prbg.g_00176
OG0000422	Praw.g_00692	Prbg.g_00178
OG0000423	Praw.g_00691	Prbg.g_00179
OG0000424	Praw.g_00689	Prbg.g_00180
OG0000425	Praw.g_00686	Prbg.g_00184
OG0000426	Praw.g_00685	Prbg.g_00185
OG0000427	Praw.g_00684	Prbg.g_00186
OG0000428	Praw.g_00683	Prbg.g_00188
OG0000429	Praw.g_00682	Prbg.g_00189
OG0000430	Praw.g_00676	Prbg.g_00190
OG0000431	Praw.g_00674	Prbg.g_00192
OG0000432	Praw.g_00673	Prbg.g_00193
OG0000433	Praw.g_00670	Prbg.g_00196
OG0000434	Praw.g_00669	Prbg.g_00197
OG0000435	Praw.g_00668	Prbg.g_00198
OG0000436	Praw.g_00666	Prbg.g_00200
OG0000437	Praw.g_00665	Prbg.g_00202
OG0000438	Praw.g_00664	Prbg.g_00203
OG0000439	Praw.g_00663	Prbg.g_00204
OG0000440	Praw.g_00661	Prbg.g_00206
OG0000441	Praw.g_00660	Prbg.g_00207
OG0000442	Praw.g_00659	Prbg.g_00208
OG0000443	Praw.g_00658	Prbg.g_00209
OG0000444	Praw.g_00657	Prbg.g_00210
OG0000445	Praw.g_00656	Prbg.g_00211
OG0000446	Praw.g_00655	Prbg.g_00212
OG0000447	Praw.g_00654	Prbg.g_00213
OG0000448	Praw.g_00653	Prbg.g_00214
OG0000449	Praw.g_00648	Prbg.g_00220
OG0000450	Praw.g_00647	Prbg.g_00221
OG0000451	Praw.g_00646	Prbg.g_00222
OG0000452	Praw.g_00645	Prbg.g_00223
OG0000453	Praw.g_00643	Prbg.g_00224
OG0000454	Praw.g_00642	Prbg.g_00225
OG0000455	Praw.g_00641	Prbg.g_00226
OG0000456	Praw.g_00640	Prbg.g_00227
OG0000457	Praw.g_00638	Prbg.g_00229
OG0000458	Praw.g_00636	Prbg.g_00231
OG0000459	Praw.g_00635	Prbg.g_00232
OG0000460	Praw.g_00633	Prbg.g_00234
OG0000461	Praw.g_00632	Prbg.g_00235
OG0000462	Praw.g_00631	Prbg.g_00236
OG0000463	Praw.g_00630	Prbg.g_00237
OG0000464	Praw.g_00625	Prbg.g_00241
OG0000465	Praw.g_00623	Prbg.g_00242
OG0000466	Praw.g_00622	Prbg.g_00243
OG0000467	Praw.g_00621	Prbg.g_00244
OG0000468	Praw.g_00620	Prbg.g_00245
OG0000469	Praw.g_00619	Prbg.g_00246
OG0000470	Praw.g_00618	Prbg.g_00247
OG0000471	Praw.g_00617	Prbg.g_00248
OG0000472	Praw.g_00614	Prbg.g_00251
OG0000473	Praw.g_00613	Prbg.g_00252
OG0000474	Praw.g_00612	Prbg.g_00253
OG0000475	Praw.g_00611	Prbg.g_00254
OG0000476	Praw.g_00610	Prbg.g_00255
OG0000477	Praw.g_00608	Prbg.g_00257
OG0000478	Praw.g_00607	Prbg.g_00258
OG0000479	Praw.g_00606	Prbg.g_00259
OG0000480	Praw.g_00604	Prbg.g_00261
OG0000481	Praw.g_00603	Prbg.g_00262
OG0000482	Praw.g_00602	Prbg.g_00264
OG0000483	Praw.g_00601	Prbg.g_00265
OG0000484	Praw.g_00600	Prbg.g_00266
OG0000485	Praw.g_00599	Prbg.g_00267
OG0000486	Praw.g_00598	Prbg.g_00268
OG0000487	Praw.g_00597	Prbg.g_00269
OG0000488	Praw.g_00595	Prbg.g_00271
OG0000489	Praw.g_00594	Prbg.g_00272
OG0000490	Praw.g_00593	Prbg.g_00273
OG0000491	Praw.g_00592	Prbg.g_00274
OG0000492	Praw.g_00591	Prbg.g_00275
OG0000493	Praw.g_00590	Prbg.g_00276
OG0000494	Praw.g_00588	Prbg.g_00277
OG0000495	Praw.g_00587	Prbg.g_00278
OG0000496	Praw.g_00586	Prbg.g_00280
OG0000497	Praw.g_00585	Prbg.g_00282
OG0000498	Praw.g_00584	Prbg.g_00283
OG0000499	Praw.g_00582	Prbg.g_00285
OG0000500	Praw.g_00581	Prbg.g_00286
OG0000501	Praw.g_00579	Prbg.g_00288
OG0000502	Praw.g_00578	Prbg.g_00289
OG0000503	Praw.g_00577	Prbg.g_00290
OG0000504	Praw.g_00576	Prbg.g_00291
OG0000505	Praw.g_00575	Prbg.g_00292
OG0000506	Praw.g_01922	Prbg.g_00293
OG0000507	Praw.g_01923	Prbg.g_00294
OG0000508	Praw.g_01925	Prbg.g_00296
OG0000509	Praw.g_01926	Prbg.g_00297
OG0000510	Praw.g_01927	Prbg.g_00298
OG0000511	Praw.g_01928	Prbg.g_00299
OG0000512	Praw.g_01929	Prbg.g_00300
OG0000513	Praw.g_01930	Prbg.g_00301
OG0000514	Praw.g_01931	Prbg.g_00302
OG0000515	Praw.g_01933	Prbg.g_00305
OG0000516	Praw.g_01934	Prbg.g_00306
OG0000517	Praw.g_01935	Prbg.g_00307
OG0000518	Praw.g_01937	Prbg.g_00310
OG0000519	Praw.g_01938	Prbg.g_00311
OG0000520	Praw.g_01939	Prbg.g_00312
OG0000521	Praw.g_01940	Prbg.g_00313
OG0000522	Praw.g_01941	Prbg.g_00314
OG0000523	Praw.g_01942	Prbg.g_00315
OG0000524	Praw.g_01943	Prbg.g_00316
OG0000525	Praw.g_01945	Prbg.g_00318
OG0000526	Praw.g_01946	Prbg.g_00319
OG0000527	Praw.g_01947	Prbg.g_00320
OG0000528	Praw.g_01948	Prbg.g_00321
OG0000529	Praw.g_01949	Prbg.g_00322
OG0000530	Praw.g_00140	Prbg.g_00323
OG0000531	Praw.g_00141	Prbg.g_00325
OG0000532	Praw.g_00142	Prbg.g_00326
OG0000533	Praw.g_00143	Prbg.g_00327
OG0000534	Praw.g_00144	Prbg.g_00328
OG0000535	Praw.g_00145	Prbg.g_00329
OG0000536	Praw.g_00146	Prbg.g_00330
OG0000537	Praw.g_00147	Prbg.g_00331
OG0000538	Praw.g_00148	Prbg.g_00332
OG0000539	Praw.g_00149	Prbg.g_00333
OG0000540	Praw.g_00150	Prbg.g_00334
OG0000541	Praw.g_00151	Prbg.g_00335
OG0000542	Praw.g_00152	Prbg.g_00336
OG0000543	Praw.g_00153	Prbg.g_00337
OG0000544	Praw.g_00154	Prbg.g_00338
OG0000545	Praw.g_00157	Prbg.g_00340
OG0000546	Praw.g_00158	Prbg.g_00341
OG0000547	Praw.g_00160	Prbg.g_00343
OG0000548	Praw.g_00161	Prbg.g_00345
OG0000549	Praw.g_00162	Prbg.g_00346
OG0000550	Praw.g_00163	Prbg.g_00347
OG0000551	Praw.g_00164	Prbg.g_00349
OG0000552	Praw.g_00165	Prbg.g_00350
OG0000553	Praw.g_00166	Prbg.g_01427
OG0000554	Praw.g_00167	Prbg.g_01426
OG0000555	Praw.g_00168	Prbg.g_01425
OG0000556	Praw.g_00169	Prbg.g_01424
OG0000557	Praw.g_01888	Prbg.g_01423
OG0000558	Praw.g_01887	Prbg.g_01422
OG0000559	Praw.g_01886	Prbg.g_01421
OG0000560	Praw.g_01884	Prbg.g_01419
OG0000561	Praw.g_01883	Prbg.g_01418
OG0000562	Praw.g_01882	Prbg.g_01416
OG0000563	Praw.g_01881	Prbg.g_01415
