Orthogroup	Praw	Pran
OG0000229	Praw.g_01302	Pran.g_00301
OG0000230	Praw.g_01301	Pran.g_00300
OG0000231	Praw.g_01299	Pran.g_00298
OG0000232	Praw.g_01298	Pran.g_00297
OG0000233	Praw.g_01295	Pran.g_00294
OG0000234	Praw.g_01293	Pran.g_00292
OG0000235	Praw.g_01290	Pran.g_00288
OG0000236	Praw.g_01289	Pran.g_00287
OG0000237	Praw.g_01288	Pran.g_00286
OG0000238	Praw.g_01287	Pran.g_00285
OG0000239	Praw.g_01286	Pran.g_00283
OG0000240	Praw.g_01284	Pran.g_00281
OG0000241	Praw.g_01283	Pran.g_00280
OG0000242	Praw.g_01282	Pran.g_00279
OG0000243	Praw.g_01281	Pran.g_00278
OG0000244	Praw.g_01280	Pran.g_00277
OG0000245	Praw.g_01279	Pran.g_00276
OG0000246	Praw.g_01277	Pran.g_00274
OG0000247	Praw.g_01276	Pran.g_00273
OG0000248	Praw.g_01275	Pran.g_00272
OG0000249	Praw.g_01274	Pran.g_00271
OG0000250	Praw.g_01273	Pran.g_00270
OG0000251	Praw.g_01272	Pran.g_00269
OG0000252	Praw.g_01271	Pran.g_00268
OG0000253	Praw.g_01270	Pran.g_00267
OG0000254	Praw.g_01268	Pran.g_00265
OG0000255	Praw.g_01267	Pran.g_00264
OG0000256	Praw.g_01264	Pran.g_00261
OG0000257	Praw.g_01262	Pran.g_00259
OG0000258	Praw.g_01261	Pran.g_00258
OG0000259	Praw.g_01260	Pran.g_00257
OG0000260	Praw.g_01259	Pran.g_00256
OG0000261	Praw.g_01258	Pran.g_00255
OG0000262	Praw.g_01257	Pran.g_00254
OG0000263	Praw.g_01256	Pran.g_00253
OG0000264	Praw.g_01254	Pran.g_00251
OG0000265	Praw.g_01253	Pran.g_00250
OG0000266	Praw.g_01252	Pran.g_00249
OG0000267	Praw.g_01250	Pran.g_00247
OG0000268	Praw.g_01249	Pran.g_00246
OG0000269	Praw.g_01248	Pran.g_00245
OG0000270	Praw.g_01247	Pran.g_00244
OG0000271	Praw.g_01246	Pran.g_00243
OG0000272	Praw.g_01245	Pran.g_00242
OG0000273	Praw.g_01244	Pran.g_00241
OG0000274	Praw.g_01243	Pran.g_00240
OG0000275	Praw.g_01242	Pran.g_00239
OG0000276	Praw.g_01241	Pran.g_00238
OG0000277	Praw.g_01240	Pran.g_00237
OG0000278	Praw.g_01239	Pran.g_00236
OG0000279	Praw.g_01238	Pran.g_00235
OG0000280	Praw.g_01237	Pran.g_00234
OG0000281	Praw.g_01235	Pran.g_00232
OG0000282	Praw.g_01234	Pran.g_00231
OG0000283	Praw.g_01231	Pran.g_00228
OG0000284	Praw.g_01230	Pran.g_00227
OG0000285	Praw.g_01229	Pran.g_00226
OG0000286	Praw.g_01227	Pran.g_00224
OG0000287	Praw.g_01226	Pran.g_00223
OG0000288	Praw.g_01225	Pran.g_00222
OG0000289	Praw.g_01224	Pran.g_00221
OG0000290	Praw.g_01223	Pran.g_00220
OG0000291	Praw.g_01222	Pran.g_00219
OG0000292	Praw.g_01221	Pran.g_00218
OG0000293	Praw.g_01220	Pran.g_00217
OG0000294	Praw.g_01219	Pran.g_00216
OG0000295	Praw.g_01218	Pran.g_00215
OG0000296	Praw.g_01217	Pran.g_00214
OG0000297	Praw.g_01216	Pran.g_00213
OG0000298	Praw.g_01215	Pran.g_00212
OG0000299	Praw.g_01214	Pran.g_00211
OG0000300	Praw.g_01213	Pran.g_00210
OG0000301	Praw.g_01212	Pran.g_00209
OG0000302	Praw.g_01211	Pran.g_00208
OG0000303	Praw.g_01210	Pran.g_00207
OG0000304	Praw.g_01209	Pran.g_00206
OG0000305	Praw.g_01208	Pran.g_00205
OG0000306	Praw.g_01207	Pran.g_00204
OG0000307	Praw.g_01206	Pran.g_00203
OG0000308	Praw.g_01205	Pran.g_00202
OG0000309	Praw.g_01204	Pran.g_00201
OG0000310	Praw.g_01203	Pran.g_00200
OG0000311	Praw.g_01202	Pran.g_00199
OG0000312	Praw.g_01200	Pran.g_00197
OG0000313	Praw.g_01199	Pran.g_00196
OG0000314	Praw.g_01196	Pran.g_00194
OG0000315	Praw.g_01195	Pran.g_00193
OG0000316	Praw.g_00891	Pran.g_01950
OG0000317	Praw.g_00889	Pran.g_01948
OG0000318	Praw.g_00888	Pran.g_01947
OG0000319	Praw.g_00887	Pran.g_01946
OG0000320	Praw.g_00886	Pran.g_01945
OG0000321	Praw.g_00883	Pran.g_01942
OG0000322	Praw.g_00880	Pran.g_01939
OG0000323	Praw.g_00879	Pran.g_01938
OG0000324	Praw.g_00876	Pran.g_01935
OG0000325	Praw.g_00875	Pran.g_01934
OG0000326	Praw.g_00874	Pran.g_01933
OG0000327	Praw.g_00872	Pran.g_01931
OG0000328	Praw.g_00871	Pran.g_01930
OG0000329	Praw.g_00870	Pran.g_01929
OG0000330	Praw.g_00869	Pran.g_01928
OG0000331	Praw.g_00868	Pran.g_01927
OG0000332	Praw.g_00867	Pran.g_01926
OG0000333	Praw.g_00866	Pran.g_01925
OG0000334	Praw.g_00865	Pran.g_01924
OG0000335	Praw.g_00864	Pran.g_01923
OG0000336	Praw.g_00863	Pran.g_01922
OG0000337	Praw.g_00859	Pran.g_01919
OG0000338	Praw.g_00858	Pran.g_01918
OG0000339	Praw.g_00857	Pran.g_01917
OG0000340	Praw.g_00856	Pran.g_01916
OG0000341	Praw.g_00852	Pran.g_01912
OG0000342	Praw.g_00851	Pran.g_01911
OG0000343	Praw.g_00849	Pran.g_01909
OG0000344	Praw.g_00848	Pran.g_01908
OG0000345	Praw.g_00847	Pran.g_01907
OG0000346	Praw.g_00846	Pran.g_01906
OG0000347	Praw.g_00845	Pran.g_01905
OG0000348	Praw.g_00844	Pran.g_01904
OG0000349	Praw.g_00843	Pran.g_01903
OG0000350	Praw.g_00842	Pran.g_01902
OG0000351	Praw.g_00839	Pran.g_01899
OG0000352	Praw.g_00836	Pran.g_01896
OG0000353	Praw.g_00835	Pran.g_01895
OG0000354	Praw.g_00834	Pran.g_01894
OG0000355	Praw.g_00833	Pran.g_01893
OG0000356	Praw.g_00832	Pran.g_01892
OG0000357	Praw.g_00831	Pran.g_01891
OG0000358	Praw.g_00830	Pran.g_01890
OG0000359	Praw.g_00829	Pran.g_01889
OG0000360	Praw.g_00826	Pran.g_01886
OG0000361	Praw.g_00825	Pran.g_01885
OG0000362	Praw.g_00824	Pran.g_01884
OG0000363	Praw.g_00823	Pran.g_01883
OG0000364	Praw.g_00822	Pran.g_01882
OG0000365	Praw.g_00821	Pran.g_01881
OG0000366	Praw.g_00820	Pran.g_01880
OG0000367	Praw.g_00819	Pran.g_01879
OG0000368	Praw.g_00818	Pran.g_01878
OG0000369	Praw.g_00817	Pran.g_01877
OG0000370	Praw.g_00816	Pran.g_01876
OG0000371	Praw.g_00815	Pran.g_01875
OG0000372	Praw.g_00813	Pran.g_01873
OG0000373	Praw.g_00811	Pran.g_01871
OG0000374	Praw.g_00810	Pran.g_01870
OG0000375	Praw.g_00809	Pran.g_01869
OG0000376	Praw.g_00807	Pran.g_01867
OG0000377	Praw.g_00806	Pran.g_01866
OG0000378	Praw.g_00805	Pran.g_01865
OG0000379	Praw.g_00796	Pran.g_01860
OG0000380	Praw.g_00795	Pran.g_01859
OG0000381	Praw.g_00794	Pran.g_01858
OG0000382	Praw.g_00792	Pran.g_01857
OG0000383	Praw.g_00790	Pran.g_01854
OG0000384	Praw.g_00789	Pran.g_01853
OG0000385	Praw.g_00787	Pran.g_01850
OG0000386	Praw.g_00786	Pran.g_01849
OG0000387	Praw.g_00785	Pran.g_01848
OG0000388	Praw.g_00784	Pran.g_01847
OG0000389	Praw.g_00783	Pran.g_01846
OG0000390	Praw.g_00782	Pran.g_01845
OG0000391	Praw.g_00781	Pran.g_01844
OG0000392	Praw.g_00780	Pran.g_01843
OG0000393	Praw.g_00777	Pran.g_01840
OG0000394	Praw.g_00776	Pran.g_01839
OG0000395	Praw.g_00774	Pran.g_01837
OG0000396	Praw.g_00773	Pran.g_01835
OG0000397	Praw.g_00761	Pran.g_01823
OG0000398	Praw.g_00754	Pran.g_01816
OG0000399	Praw.g_00753	Pran.g_01815
OG0000400	Praw.g_00748	Pran.g_01808
OG0000401	Praw.g_00716	Pran.g_01749
OG0000402	Praw.g_00715	Pran.g_01748
OG0000403	Praw.g_00714	Pran.g_01747
OG0000404	Praw.g_00712	Pran.g_01745
OG0000405	Praw.g_00711	Pran.g_01744
OG0000406	Praw.g_00709	Pran.g_01742
OG0000407	Praw.g_00708	Pran.g_01741
OG0000408	Praw.g_00707	Pran.g_01740
OG0000409	Praw.g_00706	Pran.g_01739
OG0000410	Praw.g_00705	Pran.g_01738
OG0000411	Praw.g_00704	Pran.g_01737
OG0000412	Praw.g_00703	Pran.g_01736
OG0000413	Praw.g_00702	Pran.g_01735
OG0000414	Praw.g_00701	Pran.g_01734
OG0000415	Praw.g_00700	Pran.g_01733
OG0000416	Praw.g_00699	Pran.g_01729
OG0000417	Praw.g_00698	Pran.g_01728
OG0000418	Praw.g_00697	Pran.g_01727
OG0000419	Praw.g_00696	Pran.g_01726
OG0000420	Praw.g_00695	Pran.g_01725
OG0000421	Praw.g_00694	Pran.g_01724
OG0000422	Praw.g_00692	Pran.g_01723
OG0000423	Praw.g_00691	Pran.g_01722
OG0000424	Praw.g_00689	Pran.g_01720
OG0000425	Praw.g_00686	Pran.g_01717
OG0000426	Praw.g_00685	Pran.g_01716
OG0000427	Praw.g_00684	Pran.g_01715
OG0000428	Praw.g_00683	Pran.g_01714
OG0000429	Praw.g_00682	Pran.g_01713
OG0000430	Praw.g_00676	Pran.g_01707
OG0000431	Praw.g_00674	Pran.g_01705
OG0000432	Praw.g_00673	Pran.g_01704
OG0000433	Praw.g_00670	Pran.g_01701
OG0000434	Praw.g_00669	Pran.g_01700
OG0000435	Praw.g_00668	Pran.g_01699
OG0000436	Praw.g_00666	Pran.g_01697
OG0000437	Praw.g_00665	Pran.g_01695
OG0000438	Praw.g_00664	Pran.g_01694
OG0000439	Praw.g_00663	Pran.g_01693
OG0000440	Praw.g_00661	Pran.g_01691
OG0000441	Praw.g_00660	Pran.g_01690
OG0000442	Praw.g_00659	Pran.g_01689
OG0000443	Praw.g_00658	Pran.g_01688
OG0000444	Praw.g_00657	Pran.g_01687
OG0000445	Praw.g_00656	Pran.g_01686
OG0000446	Praw.g_00655	Pran.g_01685
OG0000447	Praw.g_00654	Pran.g_01684
OG0000448	Praw.g_00653	Pran.g_01683
OG0000449	Praw.g_00648	Pran.g_01678
OG0000450	Praw.g_00647	Pran.g_01677
OG0000451	Praw.g_00646	Pran.g_01676
OG0000452	Praw.g_00645	Pran.g_01675
OG0000453	Praw.g_00643	Pran.g_01673
OG0000454	Praw.g_00642	Pran.g_01672
OG0000455	Praw.g_00641	Pran.g_01671
OG0000456	Praw.g_00640	Pran.g_01670
OG0000457	Praw.g_00638	Pran.g_01668
OG0000458	Praw.g_00636	Pran.g_01666
OG0000459	Praw.g_00635	Pran.g_01665
OG0000460	Praw.g_00633	Pran.g_01663
OG0000461	Praw.g_00632	Pran.g_01662
OG0000462	Praw.g_00631	Pran.g_01661
OG0000463	Praw.g_00630	Pran.g_01660
OG0000464	Praw.g_00625	Pran.g_01655
OG0000465	Praw.g_00623	Pran.g_01653
OG0000466	Praw.g_00622	Pran.g_01652
OG0000467	Praw.g_00621	Pran.g_01651
OG0000468	Praw.g_00620	Pran.g_01650
OG0000469	Praw.g_00619	Pran.g_01649
OG0000470	Praw.g_00618	Pran.g_01648
OG0000471	Praw.g_00617	Pran.g_01647
OG0000472	Praw.g_00614	Pran.g_01644
OG0000473	Praw.g_00613	Pran.g_01643
OG0000474	Praw.g_00612	Pran.g_01642
OG0000475	Praw.g_00611	Pran.g_01641
OG0000476	Praw.g_00610	Pran.g_01640
OG0000477	Praw.g_00608	Pran.g_01638
OG0000478	Praw.g_00607	Pran.g_01637
OG0000479	Praw.g_00606	Pran.g_01636
OG0000480	Praw.g_00604	Pran.g_01634
OG0000481	Praw.g_00603	Pran.g_01633
OG0000482	Praw.g_00602	Pran.g_01632
OG0000483	Praw.g_00601	Pran.g_01631
OG0000484	Praw.g_00600	Pran.g_01630
OG0000485	Praw.g_00599	Pran.g_01629
OG0000486	Praw.g_00598	Pran.g_01628
OG0000487	Praw.g_00597	Pran.g_01627
OG0000488	Praw.g_00595	Pran.g_01625
OG0000489	Praw.g_00594	Pran.g_01624
OG0000490	Praw.g_00593	Pran.g_01623
OG0000491	Praw.g_00592	Pran.g_01622
OG0000492	Praw.g_00591	Pran.g_01621
OG0000493	Praw.g_00590	Pran.g_01620
OG0000494	Praw.g_00588	Pran.g_01618
OG0000495	Praw.g_00587	Pran.g_01617
OG0000496	Praw.g_00586	Pran.g_01616
OG0000497	Praw.g_00585	Pran.g_01614
OG0000498	Praw.g_00584	Pran.g_01613
OG0000499	Praw.g_00582	Pran.g_01611
OG0000500	Praw.g_00581	Pran.g_01610
OG0000501	Praw.g_00579	Pran.g_01608
OG0000502	Praw.g_00578	Pran.g_01607
OG0000503	Praw.g_00577	Pran.g_01606
OG0000504	Praw.g_00576	Pran.g_01605
OG0000505	Praw.g_00575	Pran.g_01604
OG0000506	Praw.g_01922	Pran.g_01603
OG0000507	Praw.g_01923	Pran.g_01602
OG0000508	Praw.g_01925	Pran.g_01600
OG0000509	Praw.g_01926	Pran.g_01599
OG0000510	Praw.g_01927	Pran.g_01598
OG0000511	Praw.g_01928	Pran.g_01597
OG0000512	Praw.g_01929	Pran.g_01596
OG0000513	Praw.g_01930	Pran.g_01595
OG0000514	Praw.g_01931	Pran.g_01594
OG0000515	Praw.g_01933	Pran.g_01592
OG0000516	Praw.g_01934	Pran.g_01591
OG0000517	Praw.g_01935	Pran.g_01590
OG0000518	Praw.g_01937	Pran.g_01587
OG0000519	Praw.g_01938	Pran.g_01586
OG0000520	Praw.g_01939	Pran.g_01585
OG0000521	Praw.g_01940	Pran.g_01584
OG0000522	Praw.g_01941	Pran.g_01583
OG0000523	Praw.g_01942	Pran.g_01582
OG0000524	Praw.g_01943	Pran.g_01581
OG0000525	Praw.g_01945	Pran.g_01579
OG0000526	Praw.g_01946	Pran.g_01578
OG0000527	Praw.g_01947	Pran.g_01577
OG0000528	Praw.g_01948	Pran.g_01576
OG0000529	Praw.g_01949	Pran.g_01575
OG0000530	Praw.g_00140	Pran.g_01574
OG0000531	Praw.g_00141	Pran.g_01573
OG0000532	Praw.g_00142	Pran.g_01572
OG0000533	Praw.g_00143	Pran.g_01571
OG0000534	Praw.g_00144	Pran.g_01570
OG0000535	Praw.g_00145	Pran.g_01569
OG0000536	Praw.g_00146	Pran.g_01568
OG0000537	Praw.g_00147	Pran.g_01567
OG0000538	Praw.g_00148	Pran.g_01566
OG0000539	Praw.g_00149	Pran.g_01565
OG0000540	Praw.g_00150	Pran.g_01564
OG0000541	Praw.g_00151	Pran.g_01563
OG0000542	Praw.g_00152	Pran.g_01562
OG0000543	Praw.g_00153	Pran.g_01561
OG0000544	Praw.g_00154	Pran.g_01560
OG0000545	Praw.g_00157	Pran.g_01557
OG0000546	Praw.g_00158	Pran.g_01556
OG0000547	Praw.g_00160	Pran.g_01554
OG0000548	Praw.g_00161	Pran.g_01553
OG0000549	Praw.g_00162	Pran.g_01552
OG0000550	Praw.g_00163	Pran.g_01551
OG0000551	Praw.g_00164	Pran.g_01550
OG0000552	Praw.g_00165	Pran.g_01549
OG0000553	Praw.g_00166	Pran.g_01548
OG0000554	Praw.g_00167	Pran.g_01547
OG0000555	Praw.g_00168	Pran.g_01546
OG0000556	Praw.g_00169	Pran.g_01545
OG0000557	Praw.g_01888	Pran.g_01544
OG0000558	Praw.g_01887	Pran.g_01543
OG0000559	Praw.g_01886	Pran.g_01542
OG0000560	Praw.g_01884	Pran.g_01540
OG0000561	Praw.g_01883	Pran.g_01539
OG0000562	Praw.g_01882	Pran.g_01538
OG0000563	Praw.g_01881	Pran.g_01537
OG0000564	Praw.g_01880	Pran.g_01536
