Orthogroup	Syap	Syak
OG0000099	Syap.g_01385	Syak.g_01527
OG0000102	Syap.g_01116	Syak.g_01661
OG0000104	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318	Syak.g_01799
OG0000105	Syap.g_01369, Syap.g_01368	Syak.g_01451
OG0000107	Syap.g_02496	Syak.g_01392
OG0000108	Syap.g_00733, Syap.g_02255, Syap.g_02256	Syak.g_02574
OG0000109	Syap.g_00279, Syap.g_02237	Syak.g_02590, Syak.g_01061
OG0000110	Syap.g_01313	Syak.g_02698
OG0000111	Syap.g_01566, Syap.g_01568	Syak.g_00725
OG0000112	Syap.g_02023	Syak.g_00512
OG0000113	Syap.g_02714	Syak.g_00461
OG0000114	Syap.g_01255	Syak.g_00373
OG0000115	Syap.g_02004	Syak.g_01066
OG0000116	Syap.g_00241	Syak.g_00911
OG0000117	Syap.g_01889	Syak.g_00846
OG0000118	Syap.g_02286	Syak.g_00954
OG0000120	Syap.g_02075	Syak.g_01526
OG0000121	Syap.g_02471	Syak.g_01044
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Syak.g_01299
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Syak.g_01692
OG0000125	Syap.g_01046, Syap.g_01047	Syak.g_01934
OG0000126	Syap.g_02317, Syap.g_02576, Syap.g_02316	Syak.g_01801
OG0000127	Syap.g_00736, Syap.g_00737, Syap.g_00735	Syak.g_02269, Syak.g_02544
OG0000128	Syap.g_00069	Syak.g_01782
OG0000129	Syap.g_00130, Syap.g_00129	Syak.g_01947
OG0000130	Syap.g_01688, Syap.g_01689	Syak.g_02255
OG0000131	Syap.g_02189	Syak.g_02128
OG0000132	Syap.g_01205	Syak.g_02108
OG0000133	Syap.g_02017	Syak.g_00507
OG0000134	Syap.g_02047	Syak.g_01212
OG0000135	Syap.g_02090	Syak.g_01897
OG0000136	Syap.g_00089	Syak.g_01186
OG0000137	Syap.g_02756	Syak.g_01118
OG0000138	Syap.g_00278	Syak.g_01062, Syak.g_02591
OG0000139	Syap.g_00410	Syak.g_02646
OG0000140	Syap.g_01976	Syak.g_02650
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Syak.g_02746
OG0000142	Syap.g_00895, Syap.g_00894	Syak.g_00035
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Syak.g_00039
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Syak.g_00260
OG0000145	Syap.g_01860, Syap.g_01859	Syak.g_02598
OG0000146	Syap.g_02024	Syak.g_00514
OG0000147	Syap.g_02025	Syak.g_00515
OG0000148	Syap.g_02720	Syak.g_00455
OG0000149	Syap.g_00824	Syak.g_00596
OG0000150	Syap.g_01540	Syak.g_02747
OG0000151	Syap.g_00142	Syak.g_00387
OG0000152	Syap.g_02012	Syak.g_00503
OG0000153	Syap.g_02682	Syak.g_00470
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syak.g_00645
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syak.g_00855
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syak.g_00919
OG0000157	Syap.g_00249, Syap.g_00286	Syak.g_00920
OG0000158	Syap.g_01075	Syak.g_01624
OG0000159	Syap.g_00852	Syak.g_01580
OG0000160	Syap.g_02470, Syap.g_02469	Syak.g_01043
OG0000161	Syap.g_02476	Syak.g_01050
OG0000162	Syap.g_02531	Syak.g_01058
OG0000164	Syap.g_01391, Syap.g_01392	Syak.g_02384
OG0000165	Syap.g_01381, Syap.g_01382	Syak.g_02374
OG0000166	Syap.g_00512, Syap.g_01238	Syak.g_01345
OG0000167	Syap.g_02080	Syak.g_01561
OG0000168	Syap.g_01076	Syak.g_01625
OG0000169	Syap.g_01049, Syap.g_01093	Syak.g_01637
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syak.g_01644
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syak.g_01691
OG0000172	Syap.g_01143, Syap.g_00635	Syak.g_01713
OG0000173	Syap.g_00982, Syap.g_00983, Syap.g_01213	Syak.g_01733
OG0000174	Syap.g_02092	Syak.g_01895
OG0000175	Syap.g_02654	Syak.g_01827
OG0000176	Syap.g_00059	Syak.g_01790
OG0000177	Syap.g_00061, Syap.g_00060	Syak.g_01789
OG0000178	Syap.g_00062	Syak.g_01788
OG0000179	Syap.g_00077, Syap.g_02638	Syak.g_01773
OG0000180	Syap.g_00078, Syap.g_02640	Syak.g_01772
OG0000181	Syap.g_00079, Syap.g_02641	Syak.g_01771
OG0000182	Syap.g_00080, Syap.g_02642	Syak.g_01770
OG0000183	Syap.g_00084	Syak.g_01766
OG0000184	Syap.g_01337	Syak.g_01955
OG0000185	Syap.g_01322	Syak.g_01971
OG0000186	Syap.g_01684	Syak.g_02258
OG0000187	Syap.g_01686	Syak.g_02257
OG0000188	Syap.g_02547	Syak.g_02235
OG0000191	Syap.g_02233	Syak.g_02171
OG0000192	Syap.g_02224	Syak.g_02165
OG0000193	Syap.g_02187, Syap.g_02188	Syak.g_02127
OG0000194	Syap.g_02183	Syak.g_02124
OG0000196	Syap.g_01208, Syap.g_02167	Syak.g_02111
OG0000197	Syap.g_01207, Syap.g_02166	Syak.g_02110
OG0000198	Syap.g_01206	Syak.g_02109
OG0000199	Syap.g_01197	Syak.g_02100
OG0000200	Syap.g_01181	Syak.g_02083
OG0000201	Syap.g_02265	Syak.g_02068
OG0000202	Syap.g_02264	Syak.g_02067
OG0000203	Syap.g_01601	Syak.g_02066
OG0000204	Syap.g_01602	Syak.g_02065
OG0000205	Syap.g_01616	Syak.g_02058
OG0000206	Syap.g_01628	Syak.g_02038
OG0000207	Syap.g_01426, Syap.g_00424	Syak.g_02025
OG0000208	Syap.g_00426, Syap.g_01425	Syak.g_02024
OG0000209	Syap.g_01906	Syak.g_01995
OG0000210	Syap.g_01905	Syak.g_01994
OG0000211	Syap.g_01160	Syak.g_02300, Syak.g_02017
OG0000212	Syap.g_02664	Syak.g_02311
OG0000213	Syap.g_00107, Syap.g_01599	Syak.g_01425
OG0000214	Syap.g_02344, Syap.g_02345	Syak.g_01442
OG0000215	Syap.g_01347, Syap.g_01629	Syak.g_01474
OG0000216	Syap.g_01634	Syak.g_01478
OG0000217	Syap.g_01638	Syak.g_01482
OG0000218	Syap.g_01641, Syap.g_01640	Syak.g_01484
OG0000219	Syap.g_01642, Syap.g_01643	Syak.g_01485
OG0000220	Syap.g_01645	Syak.g_01486
OG0000221	Syap.g_01646	Syak.g_01498
OG0000222	Syap.g_01669	Syak.g_01512
OG0000223	Syap.g_02072, Syap.g_02073	Syak.g_01531
OG0000224	Syap.g_02064	Syak.g_01532
OG0000225	Syap.g_00553, Syap.g_00552	Syak.g_01230
OG0000226	Syap.g_02029, Syap.g_02144	Syak.g_01226
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syak.g_01224
OG0000228	Syap.g_00116, Syap.g_02041	Syak.g_01216
OG0000229	Syap.g_02059	Syak.g_01191
OG0000230	Syap.g_02061	Syak.g_01189
OG0000231	Syap.g_02533	Syak.g_01176
OG0000232	Syap.g_02510, Syap.g_02511	Syak.g_01156
OG0000233	Syap.g_02133	Syak.g_01145
OG0000234	Syap.g_02755	Syak.g_01116
OG0000235	Syap.g_00732, Syap.g_02258	Syak.g_02573
OG0000236	Syap.g_02238	Syak.g_02589
OG0000237	Syap.g_00262, Syap.g_00263	Syak.g_02607
OG0000238	Syap.g_00257, Syap.g_00258	Syak.g_02612
OG0000239	Syap.g_02744	Syak.g_02628
OG0000240	Syap.g_02742	Syak.g_02629
OG0000241	Syap.g_00888	Syak.g_00027
OG0000242	Syap.g_01455	Syak.g_02638
OG0000243	Syap.g_01938	Syak.g_02658
OG0000244	Syap.g_01146, Syap.g_01145	Syak.g_02665
OG0000245	Syap.g_01148	Syak.g_02667
OG0000246	Syap.g_00308	Syak.g_02671
OG0000247	Syap.g_00288, Syap.g_00293	Syak.g_02681
OG0000248	Syap.g_00290	Syak.g_02684
OG0000249	Syap.g_01296, Syap.g_01295	Syak.g_02686
OG0000250	Syap.g_01306	Syak.g_02694
OG0000251	Syap.g_00442	Syak.g_02722
OG0000252	Syap.g_01857	Syak.g_02725
OG0000253	Syap.g_00443	Syak.g_02727
OG0000254	Syap.g_01527, Syap.g_01528	Syak.g_02752
OG0000256	Syap.g_01287	Syak.g_00020
OG0000257	Syap.g_00886	Syak.g_00026
OG0000258	Syap.g_00907	Syak.g_00044
OG0000260	Syap.g_01970	Syak.g_00338
OG0000261	Syap.g_01962, Syap.g_01961	Syak.g_00348
OG0000262	Syap.g_01954	Syak.g_00353
OG0000263	Syap.g_00432, Syap.g_00433	Syak.g_00828
OG0000266	Syap.g_00519	Syak.g_00778
OG0000267	Syap.g_02333, Syap.g_02332	Syak.g_00555
OG0000268	Syap.g_00646	Syak.g_00554
OG0000269	Syap.g_00188	Syak.g_00429
OG0000270	Syap.g_00192	Syak.g_00432
OG0000271	Syap.g_00200, Syap.g_00201	Syak.g_00440
OG0000272	Syap.g_00202	Syak.g_00441
OG0000273	Syap.g_02703	Syak.g_00616
OG0000274	Syap.g_02702	Syak.g_00615
OG0000275	Syap.g_01847	Syak.g_00611
OG0000276	Syap.g_01838, Syap.g_01839	Syak.g_00604
OG0000277	Syap.g_01837	Syak.g_00603
OG0000278	Syap.g_01834	Syak.g_00600
OG0000279	Syap.g_00829, Syap.g_00830	Syak.g_00592
OG0000280	Syap.g_00365	Syak.g_00582
OG0000281	Syap.g_01977	Syak.g_00339
OG0000282	Syap.g_01252	Syak.g_00375
OG0000283	Syap.g_01728	Syak.g_00541
OG0000284	Syap.g_01736	Syak.g_00536
OG0000285	Syap.g_01746, Syap.g_01744	Syak.g_00523
OG0000286	Syap.g_02014, Syap.g_02013	Syak.g_00504
OG0000288	Syap.g_02764, Syap.g_02763	Syak.g_00644
OG0000289	Syap.g_02784	Syak.g_00659
OG0000290	Syap.g_01552	Syak.g_00738
OG0000291	Syap.g_01554	Syak.g_00734
OG0000292	Syap.g_02314	Syak.g_01802
OG0000293	Syap.g_00240	Syak.g_00910
OG0000294	Syap.g_00239	Syak.g_00909
OG0000295	Syap.g_00206	Syak.g_00863
OG0000296	Syap.g_00204	Syak.g_00861
OG0000298	Syap.g_01888	Syak.g_00847
OG0000299	Syap.g_02620	Syak.g_00820
OG0000302	Syap.g_02444, Syap.g_02445	Syak.g_00811
OG0000303	Syap.g_02435	Syak.g_00674
OG0000304	Syap.g_02430	Syak.g_00680
OG0000305	Syap.g_01557	Syak.g_00732
OG0000306	Syap.g_01966	Syak.g_00094
OG0000307	Syap.g_02517	Syak.g_02556
OG0000308	Syap.g_02514, Syap.g_02515	Syak.g_02554
OG0000309	Syap.g_02198, Syap.g_02446	Syak.g_02549
OG0000310	Syap.g_02660, Syap.g_02661	Syak.g_00994
OG0000311	Syap.g_02657	Syak.g_00999
OG0000312	Syap.g_02114	Syak.g_01028
OG0000313	Syap.g_02473	Syak.g_01046
OG0000315	Syap.g_00017	Syak.g_01090
OG0000316	Syap.g_00030	Syak.g_02462
OG0000317	Syap.g_00618	Syak.g_02419
OG0000318	Syap.g_00622, Syap.g_02786	Syak.g_02415
OG0000319	Syap.g_01764, Syap.g_01771	Syak.g_02399
OG0000320	Syap.g_01761, Syap.g_01769	Syak.g_02397
OG0000321	Syap.g_01760, Syap.g_01768	Syak.g_02396
OG0000322	Syap.g_01759, Syap.g_01767	Syak.g_02395
OG0000323	Syap.g_01389	Syak.g_02380
OG0000324	Syap.g_01503	Syak.g_02347
OG0000325	Syap.g_02680	Syak.g_01391
OG0000326	Syap.g_00544	Syak.g_01384
OG0000327	Syap.g_01233, Syap.g_01913	Syak.g_01350
OG0000328	Syap.g_01234, Syap.g_01912	Syak.g_01349
OG0000329	Syap.g_00498	Syak.g_01331
OG0000330	Syap.g_00497	Syak.g_01330
OG0000331	Syap.g_00496	Syak.g_01329
OG0000332	Syap.g_00481	Syak.g_01314
OG0000333	Syap.g_00478	Syak.g_01311
OG0000334	Syap.g_00468	Syak.g_01302
OG0000335	Syap.g_00101, Syap.g_00463	Syak.g_01298
OG0000336	Syap.g_00417, Syap.g_00607	Syak.g_01294
OG0000337	Syap.g_01054	Syak.g_01555
OG0000338	Syap.g_01059	Syak.g_01558
OG0000339	Syap.g_01068	Syak.g_01566
OG0000340	Syap.g_01077	Syak.g_01626
OG0000341	Syap.g_01079	Syak.g_01628
OG0000342	Syap.g_01080, Syap.g_02477	Syak.g_01629
OG0000343	Syap.g_01086, Syap.g_02078	Syak.g_01631
OG0000344	Syap.g_01091	Syak.g_01635
OG0000345	Syap.g_01107, Syap.g_01470	Syak.g_01645
OG0000346	Syap.g_01113	Syak.g_01651
OG0000347	Syap.g_01131, Syap.g_02459	Syak.g_01694
OG0000348	Syap.g_00632	Syak.g_01717
OG0000349	Syap.g_00110, Syap.g_01813	Syak.g_01740
OG0000351	Syap.g_02594	Syak.g_01823
OG0000352	Syap.g_02596, Syap.g_02597	Syak.g_01822
OG0000353	Syap.g_00054	Syak.g_01796
OG0000354	Syap.g_00075, Syap.g_02635	Syak.g_01775
OG0000355	Syap.g_00056	Syak.g_01793
OG0000356	Syap.g_00057	Syak.g_01792
OG0000357	Syap.g_00058	Syak.g_01791
OG0000358	Syap.g_00063	Syak.g_01787
OG0000359	Syap.g_00065	Syak.g_01785
OG0000360	Syap.g_00067	Syak.g_01784
OG0000361	Syap.g_00068	Syak.g_01783
OG0000362	Syap.g_00070	Syak.g_01781
OG0000363	Syap.g_00072	Syak.g_01779
OG0000364	Syap.g_00620	Syak.g_01778
OG0000365	Syap.g_00081	Syak.g_01769
OG0000366	Syap.g_00082	Syak.g_01768
OG0000367	Syap.g_00083	Syak.g_01767
OG0000368	Syap.g_00085	Syak.g_01765
OG0000369	Syap.g_00086	Syak.g_01764
OG0000370	Syap.g_00087	Syak.g_01763
OG0000372	Syap.g_01805	Syak.g_01748
OG0000373	Syap.g_01806	Syak.g_01747
OG0000374	Syap.g_01807	Syak.g_01746
OG0000375	Syap.g_01808	Syak.g_01744
OG0000376	Syap.g_01811	Syak.g_01742
OG0000377	Syap.g_00128	Syak.g_01948
OG0000378	Syap.g_01326	Syak.g_01968
OG0000380	Syap.g_01687	Syak.g_02256
OG0000381	Syap.g_01690	Syak.g_02254
OG0000382	Syap.g_02548	Syak.g_02236
OG0000383	Syap.g_02359	Syak.g_02229
OG0000384	Syap.g_02360	Syak.g_02228
OG0000385	Syap.g_02361	Syak.g_02227
OG0000386	Syap.g_02362	Syak.g_02226
OG0000387	Syap.g_01864	Syak.g_02200
OG0000391	Syap.g_02234	Syak.g_02172
OG0000392	Syap.g_02225	Syak.g_02166
OG0000393	Syap.g_02222	Syak.g_02163
OG0000394	Syap.g_02221	Syak.g_02162
OG0000395	Syap.g_02220	Syak.g_02161
OG0000396	Syap.g_02217	Syak.g_02158
OG0000397	Syap.g_02215	Syak.g_02156
OG0000398	Syap.g_02211	Syak.g_02151
OG0000399	Syap.g_02210	Syak.g_02150
OG0000400	Syap.g_02209	Syak.g_02149
OG0000401	Syap.g_02208	Syak.g_02148
OG0000402	Syap.g_02206	Syak.g_02146
OG0000403	Syap.g_02205	Syak.g_02145
OG0000404	Syap.g_02204, Syap.g_02618	Syak.g_02143
OG0000405	Syap.g_02191	Syak.g_02131
OG0000406	Syap.g_02186	Syak.g_02126
OG0000407	Syap.g_02185	Syak.g_02125
OG0000408	Syap.g_02181, Syap.g_02182	Syak.g_02123
OG0000409	Syap.g_02179	Syak.g_02121
OG0000410	Syap.g_02178	Syak.g_02120
OG0000411	Syap.g_02177	Syak.g_02119
OG0000412	Syap.g_02176	Syak.g_02118
OG0000413	Syap.g_02174	Syak.g_02116
OG0000415	Syap.g_02172	Syak.g_02114
OG0000416	Syap.g_02171	Syak.g_02113
OG0000417	Syap.g_02169	Syak.g_02112
OG0000418	Syap.g_01204	Syak.g_02107
OG0000419	Syap.g_01201	Syak.g_02105
OG0000420	Syap.g_01199	Syak.g_02103
OG0000421	Syap.g_01195	Syak.g_02097
OG0000422	Syap.g_01194	Syak.g_02096
OG0000423	Syap.g_01193	Syak.g_02095
OG0000424	Syap.g_01192	Syak.g_02094
OG0000425	Syap.g_01191	Syak.g_02093
OG0000426	Syap.g_01190	Syak.g_02092
OG0000427	Syap.g_01189	Syak.g_02091
OG0000428	Syap.g_01186	Syak.g_02088
OG0000429	Syap.g_01184	Syak.g_02086
OG0000430	Syap.g_01182	Syak.g_02084
OG0000431	Syap.g_01179	Syak.g_02081
OG0000432	Syap.g_02277	Syak.g_02075
OG0000433	Syap.g_02272	Syak.g_02073
OG0000434	Syap.g_02271	Syak.g_02072
OG0000435	Syap.g_02268	Syak.g_02071
OG0000436	Syap.g_01607	Syak.g_02064
OG0000437	Syap.g_01608	Syak.g_02063
OG0000438	Syap.g_01612	Syak.g_02062
OG0000439	Syap.g_01614	Syak.g_02060
OG0000440	Syap.g_01615	Syak.g_02059
OG0000441	Syap.g_01619	Syak.g_02053
OG0000442	Syap.g_01620	Syak.g_02043
OG0000443	Syap.g_01622	Syak.g_02041
OG0000444	Syap.g_01424	Syak.g_02022
OG0000445	Syap.g_01421	Syak.g_02015
OG0000446	Syap.g_01419	Syak.g_02013
OG0000447	Syap.g_01410	Syak.g_02006
OG0000448	Syap.g_01407	Syak.g_02005
OG0000449	Syap.g_01406	Syak.g_02004
OG0000450	Syap.g_01909	Syak.g_01998
OG0000451	Syap.g_01908	Syak.g_01997
OG0000452	Syap.g_01904	Syak.g_01993
OG0000453	Syap.g_01903	Syak.g_01992
OG0000454	Syap.g_01902	Syak.g_01991
OG0000455	Syap.g_01901	Syak.g_01990
OG0000456	Syap.g_01900	Syak.g_01989
OG0000457	Syap.g_01896	Syak.g_01987
OG0000458	Syap.g_01895	Syak.g_01986
OG0000459	Syap.g_01894	Syak.g_01985
OG0000460	Syap.g_01159	Syak.g_02303
OG0000461	Syap.g_01575	Syak.g_01402
OG0000462	Syap.g_01578	Syak.g_01405
OG0000463	Syap.g_01579	Syak.g_01406
OG0000464	Syap.g_01580	Syak.g_01407
OG0000465	Syap.g_01582	Syak.g_01409
OG0000466	Syap.g_01587	Syak.g_01414
OG0000467	Syap.g_01588	Syak.g_01416
OG0000468	Syap.g_01593	Syak.g_01421
OG0000469	Syap.g_02352	Syak.g_01436
OG0000470	Syap.g_02349	Syak.g_01438
OG0000471	Syap.g_02348	Syak.g_01439
OG0000472	Syap.g_02347	Syak.g_01441
OG0000473	Syap.g_02343	Syak.g_01443
OG0000474	Syap.g_02342	Syak.g_01444
OG0000475	Syap.g_02341	Syak.g_01445
OG0000476	Syap.g_02339	Syak.g_01447
OG0000477	Syap.g_01367	Syak.g_01453
OG0000478	Syap.g_01366	Syak.g_01454
OG0000479	Syap.g_01364	Syak.g_01455
OG0000480	Syap.g_01357	Syak.g_01462
OG0000482	Syap.g_01355	Syak.g_01465
OG0000483	Syap.g_01344	Syak.g_01469
OG0000484	Syap.g_01350	Syak.g_01470
OG0000485	Syap.g_01349	Syak.g_01472
OG0000487	Syap.g_01635	Syak.g_01479
OG0000488	Syap.g_01639	Syak.g_01483
OG0000489	Syap.g_02482	Syak.g_01499
OG0000490	Syap.g_01673	Syak.g_01507
OG0000491	Syap.g_01670	Syak.g_01511
OG0000492	Syap.g_01668	Syak.g_01513
OG0000493	Syap.g_01667	Syak.g_01514
OG0000494	Syap.g_01666	Syak.g_01515
OG0000495	Syap.g_01665	Syak.g_01516
OG0000496	Syap.g_01663	Syak.g_01517
OG0000497	Syap.g_01662	Syak.g_01518
OG0000498	Syap.g_01661	Syak.g_01519
OG0000499	Syap.g_01660	Syak.g_01520
OG0000500	Syap.g_01659	Syak.g_01521
OG0000501	Syap.g_01656	Syak.g_01524
OG0000502	Syap.g_02066	Syak.g_01538
OG0000503	Syap.g_00569	Syak.g_01246
OG0000504	Syap.g_00567	Syak.g_01244
OG0000505	Syap.g_00566	Syak.g_01243
OG0000506	Syap.g_00564	Syak.g_01241
OG0000507	Syap.g_00558	Syak.g_01235
OG0000508	Syap.g_00554	Syak.g_01231
OG0000509	Syap.g_00551	Syak.g_01229
OG0000510	Syap.g_00550	Syak.g_01228
OG0000511	Syap.g_00548	Syak.g_01227
OG0000512	Syap.g_02145	Syak.g_01225
OG0000513	Syap.g_02048	Syak.g_01211
OG0000514	Syap.g_02051	Syak.g_01204
OG0000515	Syap.g_02052	Syak.g_01203
OG0000516	Syap.g_02054	Syak.g_01199
OG0000517	Syap.g_02057	Syak.g_01192
OG0000519	Syap.g_00457	Syak.g_01179
OG0000520	Syap.g_00456	Syak.g_01178
OG0000521	Syap.g_01997	Syak.g_01167
OG0000522	Syap.g_01995	Syak.g_01163
OG0000523	Syap.g_02507	Syak.g_01162
OG0000524	Syap.g_02135	Syak.g_01149
OG0000525	Syap.g_02159	Syak.g_01130
OG0000526	Syap.g_02157	Syak.g_01127
OG0000527	Syap.g_02758	Syak.g_01120
OG0000528	Syap.g_02261	Syak.g_02570
OG0000529	Syap.g_02254	Syak.g_02575
OG0000530	Syap.g_02252	Syak.g_02578
OG0000531	Syap.g_02251	Syak.g_02579
OG0000532	Syap.g_02247	Syak.g_02582
OG0000533	Syap.g_02244	Syak.g_02584
OG0000534	Syap.g_02243	Syak.g_02585
OG0000535	Syap.g_02242	Syak.g_02586
OG0000536	Syap.g_02241	Syak.g_02587
OG0000537	Syap.g_02240	Syak.g_02588
OG0000538	Syap.g_00271	Syak.g_02600
OG0000539	Syap.g_00270	Syak.g_02601
OG0000540	Syap.g_00269	Syak.g_02602
OG0000541	Syap.g_00268	Syak.g_02603
OG0000542	Syap.g_00264	Syak.g_02606
OG0000543	Syap.g_00261	Syak.g_02608
OG0000544	Syap.g_00260	Syak.g_02609
OG0000545	Syap.g_00259	Syak.g_02611
OG0000546	Syap.g_00256	Syak.g_02613
OG0000547	Syap.g_00254	Syak.g_02615
OG0000548	Syap.g_00253	Syak.g_02616
OG0000549	Syap.g_00758	Syak.g_02622
OG0000550	Syap.g_02747	Syak.g_02626
OG0000551	Syap.g_02739	Syak.g_02631
OG0000552	Syap.g_02738	Syak.g_02632
OG0000553	Syap.g_02735	Syak.g_02636
OG0000554	Syap.g_01450	Syak.g_02641
OG0000555	Syap.g_01941	Syak.g_02657
OG0000556	Syap.g_01933	Syak.g_02661
OG0000557	Syap.g_01931	Syak.g_02663
OG0000558	Syap.g_01147	Syak.g_02666
OG0000560	Syap.g_00305	Syak.g_02672
OG0000561	Syap.g_00304	Syak.g_02673
OG0000562	Syap.g_00302	Syak.g_02674
OG0000563	Syap.g_00301	Syak.g_02675
OG0000564	Syap.g_00300	Syak.g_02676
OG0000565	Syap.g_00296	Syak.g_02679
OG0000566	Syap.g_00291	Syak.g_02683
OG0000567	Syap.g_01297	Syak.g_02687
OG0000568	Syap.g_01302	Syak.g_02690
OG0000569	Syap.g_01303	Syak.g_02691
OG0000570	Syap.g_01304	Syak.g_02692
OG0000571	Syap.g_01307	Syak.g_02696
OG0000573	Syap.g_00765	Syak.g_02723
OG0000574	Syap.g_00759	Syak.g_02724
OG0000575	Syap.g_00445	Syak.g_02729
OG0000576	Syap.g_00450	Syak.g_02731
OG0000577	Syap.g_00451	Syak.g_02732
OG0000578	Syap.g_00452	Syak.g_02733
OG0000579	Syap.g_00453	Syak.g_02734
OG0000580	Syap.g_00454	Syak.g_02735
OG0000581	Syap.g_01521	Syak.g_02742
OG0000582	Syap.g_01533	Syak.g_02748
OG0000583	Syap.g_01532	Syak.g_02749
OG0000584	Syap.g_01530	Syak.g_02750
OG0000585	Syap.g_01526	Syak.g_02753
OG0000586	Syap.g_01525	Syak.g_02754
OG0000587	Syap.g_01523	Syak.g_02756
OG0000588	Syap.g_00776	Syak.g_00004
OG0000589	Syap.g_00941	Syak.g_00008
OG0000590	Syap.g_00940	Syak.g_00009
