Orthogroup	Syap	Praa
OG0000089	Syap.g_00115, Syap.g_02042	Praa.g_00355
OG0000090	Syap.g_01451	Praa.g_00533
OG0000091	Syap.g_01861	Praa.g_00642
OG0000094	Syap.g_02781	Praa.g_01020
OG0000095	Syap.g_01556	Praa.g_01039
OG0000098	Syap.g_01975	Praa.g_01348
OG0000099	Syap.g_01385	Praa.g_01394
OG0000101	Syap.g_00472	Praa.g_01775
OG0000102	Syap.g_01116	Praa.g_01837
OG0000103	Syap.g_02607, Syap.g_02608	Praa.g_01916
OG0000104	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318	Praa.g_01924
OG0000105	Syap.g_01369, Syap.g_01368	Praa.g_00274
OG0000107	Syap.g_02496	Praa.g_00383
OG0000108	Syap.g_00733, Syap.g_02255	Praa.g_00480
OG0000109	Syap.g_00279, Syap.g_02237	Praa.g_00494
OG0000110	Syap.g_01313	Praa.g_00575
OG0000111	Syap.g_01566, Syap.g_01568	Praa.g_00699
OG0000112	Syap.g_02023	Praa.g_00766
OG0000113	Syap.g_02714	Praa.g_00826
OG0000114	Syap.g_01255	Praa.g_00907
OG0000115	Syap.g_02004	Praa.g_01101
OG0000116	Syap.g_00241	Praa.g_01150
OG0000117	Syap.g_01889	Praa.g_01255
OG0000118	Syap.g_02286	Praa.g_01330
OG0000120	Syap.g_02075	Praa.g_01387
OG0000121	Syap.g_02471	Praa.g_01478
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Praa.g_01782
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Praa.g_01848
OG0000125	Syap.g_01046, Syap.g_01047	Praa.g_01885
OG0000126	Syap.g_02317, Syap.g_02576, Syap.g_02316	Praa.g_01923
OG0000128	Syap.g_00069	Praa.g_00011
OG0000129	Syap.g_00130, Syap.g_00129	Praa.g_00044
OG0000130	Syap.g_01688, Syap.g_01689	Praa.g_00069
OG0000131	Syap.g_02189	Praa.g_00145
OG0000132	Syap.g_01205	Praa.g_00164
OG0000133	Syap.g_02017	Praa.g_00322
OG0000134	Syap.g_02047	Praa.g_00356
OG0000135	Syap.g_02090	Praa.g_00381
OG0000136	Syap.g_00089	Praa.g_00440
OG0000137	Syap.g_02756	Praa.g_01414, Praa.g_00475
OG0000138	Syap.g_00278	Praa.g_00495
OG0000139	Syap.g_00410	Praa.g_00537
OG0000140	Syap.g_01976	Praa.g_00538
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Praa.g_00607
OG0000142	Syap.g_00895, Syap.g_00894	Praa.g_00635
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Praa.g_00639
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Praa.g_00652
OG0000145	Syap.g_01860, Syap.g_01859	Praa.g_00764
OG0000146	Syap.g_02024	Praa.g_00767
OG0000147	Syap.g_02025	Praa.g_00768
OG0000148	Syap.g_02720	Praa.g_00820
OG0000149	Syap.g_00824	Praa.g_00851
OG0000150	Syap.g_01540	Praa.g_00859
OG0000151	Syap.g_00142	Praa.g_00917
OG0000152	Syap.g_02012	Praa.g_00964
OG0000153	Syap.g_02682	Praa.g_00983
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Praa.g_01013
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Praa.g_01179
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Praa.g_01307
OG0000157	Syap.g_00249, Syap.g_00286	Praa.g_01308
OG0000158	Syap.g_01075	Praa.g_01395
OG0000159	Syap.g_00852	Praa.g_01396
OG0000160	Syap.g_02470, Syap.g_02469	Praa.g_01477
OG0000161	Syap.g_02476	Praa.g_01483
OG0000162	Syap.g_02531	Praa.g_01489
OG0000164	Syap.g_01391, Syap.g_01392	Praa.g_01659
OG0000165	Syap.g_01381, Syap.g_01382	Praa.g_01667
OG0000166	Syap.g_00512, Syap.g_01238	Praa.g_01739
OG0000167	Syap.g_02080	Praa.g_01806
OG0000168	Syap.g_01076	Praa.g_01816
OG0000169	Syap.g_01049, Syap.g_01093	Praa.g_01826
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Praa.g_01828
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Praa.g_01847
OG0000172	Syap.g_01143, Syap.g_00635	Praa.g_01856
OG0000173	Syap.g_00982, Syap.g_00983	Praa.g_01871
OG0000174	Syap.g_02092	Praa.g_01898
OG0000175	Syap.g_02654	Praa.g_01908
OG0000176	Syap.g_00059	Praa.g_00004
OG0000177	Syap.g_00061, Syap.g_00060	Praa.g_00005
OG0000178	Syap.g_00062	Praa.g_00006
OG0000179	Syap.g_00077, Syap.g_02638	Praa.g_00016
OG0000180	Syap.g_00078, Syap.g_02640	Praa.g_00017
OG0000181	Syap.g_00079, Syap.g_02641	Praa.g_00018
OG0000182	Syap.g_00080, Syap.g_02642	Praa.g_00019
OG0000183	Syap.g_00084	Praa.g_00023
OG0000184	Syap.g_01337	Praa.g_00046
OG0000185	Syap.g_01322	Praa.g_00049
OG0000186	Syap.g_01684	Praa.g_00064
OG0000187	Syap.g_01686	Praa.g_00065
OG0000188	Syap.g_02547	Praa.g_00082
OG0000191	Syap.g_02233	Praa.g_00117
OG0000192	Syap.g_02224	Praa.g_00121
OG0000193	Syap.g_02187, Syap.g_02188	Praa.g_00146
OG0000194	Syap.g_02183	Praa.g_00149
OG0000195	Syap.g_02180	Praa.g_00151
OG0000196	Syap.g_01208, Syap.g_02167	Praa.g_00161
OG0000197	Syap.g_01207, Syap.g_02166	Praa.g_00162
OG0000198	Syap.g_01206	Praa.g_00163
OG0000199	Syap.g_01197	Praa.g_00170
OG0000200	Syap.g_01181	Praa.g_00184
OG0000201	Syap.g_02265	Praa.g_00192
OG0000202	Syap.g_02264	Praa.g_00193
OG0000203	Syap.g_01601	Praa.g_00194
OG0000204	Syap.g_01602	Praa.g_00195
OG0000205	Syap.g_01616	Praa.g_00202
OG0000206	Syap.g_01628	Praa.g_00207
OG0000207	Syap.g_01426, Syap.g_00424	Praa.g_00209
OG0000208	Syap.g_00426, Syap.g_01425	Praa.g_00210
OG0000209	Syap.g_01906	Praa.g_00219
OG0000210	Syap.g_01905	Praa.g_00220
OG0000211	Syap.g_01160	Praa.g_00233
OG0000212	Syap.g_02664	Praa.g_00240
OG0000213	Syap.g_00107, Syap.g_01599	Praa.g_00257
OG0000214	Syap.g_02344, Syap.g_02345	Praa.g_00267
OG0000215	Syap.g_01347, Syap.g_01629	Praa.g_00292
OG0000216	Syap.g_01634	Praa.g_00294
OG0000217	Syap.g_01638	Praa.g_00297
OG0000218	Syap.g_01641, Syap.g_01640	Praa.g_00299
OG0000219	Syap.g_01642, Syap.g_01643	Praa.g_00300
OG0000220	Syap.g_01645	Praa.g_00301
OG0000221	Syap.g_01646	Praa.g_00302
OG0000222	Syap.g_01669	Praa.g_00310
OG0000223	Syap.g_02072, Syap.g_02073	Praa.g_00323
OG0000224	Syap.g_02064	Praa.g_00325
OG0000225	Syap.g_00553, Syap.g_00552	Praa.g_00345
OG0000226	Syap.g_02029, Syap.g_02144	Praa.g_00349
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Praa.g_00351
OG0000228	Syap.g_00116, Syap.g_02041	Praa.g_00354
OG0000229	Syap.g_02059	Praa.g_00436
OG0000230	Syap.g_02061	Praa.g_00437
OG0000231	Syap.g_02533	Praa.g_00448
OG0000232	Syap.g_02510, Syap.g_02511	Praa.g_00457
OG0000233	Syap.g_02133	Praa.g_00463
OG0000234	Syap.g_02755	Praa.g_00476
OG0000235	Syap.g_00732, Syap.g_02258	Praa.g_00479
OG0000236	Syap.g_02238	Praa.g_00493
OG0000237	Syap.g_00262, Syap.g_00263	Praa.g_00506
OG0000238	Syap.g_00257, Syap.g_00258	Praa.g_00512
OG0000239	Syap.g_02744	Praa.g_00525
OG0000240	Syap.g_02742	Praa.g_00526
OG0000241	Syap.g_00888	Praa.g_00530
OG0000242	Syap.g_01455	Praa.g_00532
OG0000243	Syap.g_01938	Praa.g_00544
OG0000244	Syap.g_01146, Syap.g_01145	Praa.g_00547
OG0000245	Syap.g_01148	Praa.g_00549
OG0000246	Syap.g_00308	Praa.g_00553
OG0000247	Syap.g_00288, Syap.g_00293	Praa.g_00563
OG0000248	Syap.g_00290	Praa.g_00565
OG0000249	Syap.g_01296, Syap.g_01295	Praa.g_00567
OG0000250	Syap.g_01306	Praa.g_00572
OG0000251	Syap.g_00442	Praa.g_00591
OG0000252	Syap.g_01857	Praa.g_00594
OG0000253	Syap.g_00443	Praa.g_00595
OG0000254	Syap.g_01527, Syap.g_01528	Praa.g_00611
OG0000256	Syap.g_01287	Praa.g_00627
OG0000257	Syap.g_00886	Praa.g_00630
OG0000258	Syap.g_00907	Praa.g_00643
OG0000260	Syap.g_01970	Praa.g_00663
OG0000261	Syap.g_01962, Syap.g_01961	Praa.g_00665
OG0000262	Syap.g_01954	Praa.g_00669
OG0000263	Syap.g_00432, Syap.g_00433	Praa.g_00681
OG0000266	Syap.g_00519	Praa.g_00721
OG0000267	Syap.g_02333, Syap.g_02332	Praa.g_00732
OG0000268	Syap.g_00646	Praa.g_00733
OG0000269	Syap.g_00188	Praa.g_00798
OG0000270	Syap.g_00192	Praa.g_00801
OG0000271	Syap.g_00200, Syap.g_00201	Praa.g_00809
OG0000272	Syap.g_00202	Praa.g_00810, Praa.g_00811
OG0000273	Syap.g_02703	Praa.g_00834
OG0000274	Syap.g_02702	Praa.g_00835
OG0000275	Syap.g_01847	Praa.g_00838
OG0000276	Syap.g_01838, Syap.g_01839	Praa.g_00843
OG0000277	Syap.g_01837	Praa.g_00844
OG0000278	Syap.g_01834	Praa.g_00847
OG0000279	Syap.g_00829, Syap.g_00830	Praa.g_00854
OG0000280	Syap.g_00365	Praa.g_00855
OG0000281	Syap.g_01977	Praa.g_00860
OG0000282	Syap.g_01252	Praa.g_00909
OG0000283	Syap.g_01728	Praa.g_00941
OG0000284	Syap.g_01736	Praa.g_00946
OG0000285	Syap.g_01746, Syap.g_01744	Praa.g_00951
OG0000286	Syap.g_02014, Syap.g_02013	Praa.g_00963
OG0000288	Syap.g_02764, Syap.g_02763	Praa.g_01012
OG0000289	Syap.g_02784	Praa.g_01023
OG0000290	Syap.g_01552	Praa.g_01036
OG0000292	Syap.g_02314	Praa.g_01089
OG0000293	Syap.g_00240	Praa.g_01151
OG0000294	Syap.g_00239	Praa.g_01152
OG0000295	Syap.g_00206	Praa.g_01171
OG0000296	Syap.g_00204	Praa.g_01173
OG0000299	Syap.g_02620	Praa.g_01199
OG0000302	Syap.g_02444, Syap.g_02445	Praa.g_01205
OG0000303	Syap.g_02435	Praa.g_01212
OG0000304	Syap.g_02430	Praa.g_01216
OG0000305	Syap.g_01557	Praa.g_01358
OG0000306	Syap.g_01966	Praa.g_01361
OG0000307	Syap.g_02517	Praa.g_01375
OG0000308	Syap.g_02514, Syap.g_02515	Praa.g_01376
OG0000309	Syap.g_02198, Syap.g_02446	Praa.g_01380
OG0000310	Syap.g_02660, Syap.g_02661	Praa.g_01461
OG0000311	Syap.g_02657	Praa.g_01463
OG0000312	Syap.g_02114	Praa.g_01466
OG0000313	Syap.g_02473	Praa.g_01480
OG0000315	Syap.g_00017	Praa.g_01513
OG0000316	Syap.g_00030	Praa.g_01533
OG0000317	Syap.g_00618	Praa.g_01633
OG0000318	Syap.g_00622, Syap.g_02786	Praa.g_01636
OG0000319	Syap.g_01764, Syap.g_01771	Praa.g_01649
OG0000320	Syap.g_01761, Syap.g_01769	Praa.g_01651
OG0000321	Syap.g_01760, Syap.g_01768	Praa.g_01652
OG0000322	Syap.g_01759, Syap.g_01767	Praa.g_01653
OG0000323	Syap.g_01389	Praa.g_01662
OG0000324	Syap.g_01503	Praa.g_01690
OG0000325	Syap.g_02680	Praa.g_01700
OG0000326	Syap.g_00544	Praa.g_01706
OG0000327	Syap.g_01233, Syap.g_01913	Praa.g_01734
OG0000328	Syap.g_01234, Syap.g_01912	Praa.g_01735
OG0000329	Syap.g_00498	Praa.g_01752
OG0000330	Syap.g_00497	Praa.g_01753
OG0000331	Syap.g_00496	Praa.g_01754
OG0000332	Syap.g_00481	Praa.g_01768
OG0000333	Syap.g_00478	Praa.g_01770
OG0000334	Syap.g_00468	Praa.g_01778
OG0000335	Syap.g_00101, Syap.g_00463	Praa.g_01783
OG0000336	Syap.g_00417, Syap.g_00607	Praa.g_01787
OG0000337	Syap.g_01054	Praa.g_01804
OG0000338	Syap.g_01059	Praa.g_01805
OG0000339	Syap.g_01068	Praa.g_01809
OG0000340	Syap.g_01077	Praa.g_01817
OG0000341	Syap.g_01079	Praa.g_01819
OG0000342	Syap.g_01080, Syap.g_02477	Praa.g_01820
OG0000343	Syap.g_01086, Syap.g_02078	Praa.g_01821
OG0000344	Syap.g_01091	Praa.g_01824
OG0000345	Syap.g_01107, Syap.g_01470	Praa.g_01829
OG0000346	Syap.g_01113	Praa.g_01833
OG0000347	Syap.g_01131, Syap.g_02459	Praa.g_01849
OG0000348	Syap.g_00632	Praa.g_01859
OG0000349	Syap.g_00110, Syap.g_01813	Praa.g_01876
OG0000351	Syap.g_02594	Praa.g_01911
OG0000352	Syap.g_02596, Syap.g_02597	Praa.g_01912
OG0000353	Syap.g_00054	Praa.g_01927
OG0000355	Syap.g_00056	Praa.g_00001
OG0000356	Syap.g_00057	Praa.g_00002
OG0000357	Syap.g_00058	Praa.g_00003
OG0000358	Syap.g_00063	Praa.g_00007
OG0000359	Syap.g_00065	Praa.g_00008
OG0000360	Syap.g_00067	Praa.g_00009
OG0000361	Syap.g_00068	Praa.g_00010
OG0000362	Syap.g_00070	Praa.g_00012
OG0000363	Syap.g_00072	Praa.g_00014
OG0000364	Syap.g_00620	Praa.g_00015
OG0000365	Syap.g_00081	Praa.g_00020
OG0000366	Syap.g_00082	Praa.g_00021
OG0000367	Syap.g_00083	Praa.g_00022
OG0000368	Syap.g_00085	Praa.g_00024
OG0000369	Syap.g_00086	Praa.g_00025
OG0000370	Syap.g_00087	Praa.g_00026
OG0000372	Syap.g_01805	Praa.g_00035
OG0000373	Syap.g_01806	Praa.g_00036
OG0000374	Syap.g_01807	Praa.g_00037
OG0000375	Syap.g_01808	Praa.g_00040
OG0000376	Syap.g_01811	Praa.g_00042
OG0000377	Syap.g_00128	Praa.g_00045
OG0000378	Syap.g_01326	Praa.g_00047
OG0000380	Syap.g_01687	Praa.g_00066
OG0000381	Syap.g_01690	Praa.g_00070
OG0000382	Syap.g_02548	Praa.g_00081
OG0000383	Syap.g_02359	Praa.g_00083
OG0000384	Syap.g_02360	Praa.g_00084
OG0000385	Syap.g_02361	Praa.g_00085
OG0000386	Syap.g_02362	Praa.g_00086
OG0000387	Syap.g_01864	Praa.g_00099
OG0000391	Syap.g_02234	Praa.g_00116
OG0000392	Syap.g_02225	Praa.g_00120
OG0000393	Syap.g_02222	Praa.g_00122
OG0000394	Syap.g_02221	Praa.g_00123
OG0000395	Syap.g_02220	Praa.g_00124
OG0000396	Syap.g_02217	Praa.g_00127
OG0000397	Syap.g_02215	Praa.g_00129
OG0000398	Syap.g_02211	Praa.g_00131
OG0000399	Syap.g_02210	Praa.g_00132
OG0000400	Syap.g_02209	Praa.g_00133
OG0000401	Syap.g_02208	Praa.g_00134
OG0000402	Syap.g_02206	Praa.g_00136
OG0000403	Syap.g_02205	Praa.g_00137
OG0000404	Syap.g_02204, Syap.g_02618	Praa.g_00138
OG0000405	Syap.g_02191	Praa.g_00142
OG0000406	Syap.g_02186	Praa.g_00147
OG0000407	Syap.g_02185	Praa.g_00148
OG0000408	Syap.g_02181, Syap.g_02182	Praa.g_00150
OG0000409	Syap.g_02179	Praa.g_00152
OG0000410	Syap.g_02178	Praa.g_00153
OG0000411	Syap.g_02177	Praa.g_00154
OG0000412	Syap.g_02176	Praa.g_00155
OG0000413	Syap.g_02174	Praa.g_00156
OG0000414	Syap.g_02173	Praa.g_00157
OG0000415	Syap.g_02172	Praa.g_00158
OG0000416	Syap.g_02171	Praa.g_00159
OG0000417	Syap.g_02169	Praa.g_00160
OG0000418	Syap.g_01204	Praa.g_00165
OG0000419	Syap.g_01201	Praa.g_00167
OG0000420	Syap.g_01199	Praa.g_00168
OG0000421	Syap.g_01195	Praa.g_00173
OG0000422	Syap.g_01194	Praa.g_00174
OG0000423	Syap.g_01193	Praa.g_00175
OG0000424	Syap.g_01192	Praa.g_00176
OG0000425	Syap.g_01191	Praa.g_00177
OG0000426	Syap.g_01190	Praa.g_00178
OG0000427	Syap.g_01189	Praa.g_00179
OG0000428	Syap.g_01186	Praa.g_00181
OG0000429	Syap.g_01184	Praa.g_00182
OG0000430	Syap.g_01182	Praa.g_00183
OG0000431	Syap.g_01179	Praa.g_00185
OG0000432	Syap.g_02277	Praa.g_00188
OG0000433	Syap.g_02272	Praa.g_00189
OG0000434	Syap.g_02271	Praa.g_00190
OG0000435	Syap.g_02268	Praa.g_00191
OG0000436	Syap.g_01607	Praa.g_00196
OG0000437	Syap.g_01608	Praa.g_00197
OG0000438	Syap.g_01612	Praa.g_00198
OG0000439	Syap.g_01614	Praa.g_00200
OG0000440	Syap.g_01615	Praa.g_00201
OG0000441	Syap.g_01619	Praa.g_00204
OG0000442	Syap.g_01620	Praa.g_00205
OG0000443	Syap.g_01622	Praa.g_00206
OG0000444	Syap.g_01424	Praa.g_00211
OG0000445	Syap.g_01421	Praa.g_00212
OG0000446	Syap.g_01419	Praa.g_00213
OG0000447	Syap.g_01410	Praa.g_00214
OG0000448	Syap.g_01407	Praa.g_00215
OG0000449	Syap.g_01406	Praa.g_00216
OG0000450	Syap.g_01909	Praa.g_00217
OG0000451	Syap.g_01908	Praa.g_00218
OG0000452	Syap.g_01904	Praa.g_00221
OG0000453	Syap.g_01903	Praa.g_00222
OG0000454	Syap.g_01902	Praa.g_00223
OG0000455	Syap.g_01901	Praa.g_00224
OG0000456	Syap.g_01900	Praa.g_00225
OG0000457	Syap.g_01896	Praa.g_00226
OG0000458	Syap.g_01895	Praa.g_00227
OG0000459	Syap.g_01894	Praa.g_00228
OG0000460	Syap.g_01159	Praa.g_00235
OG0000461	Syap.g_01575	Praa.g_00242
OG0000462	Syap.g_01578	Praa.g_00244
OG0000463	Syap.g_01579	Praa.g_00245
OG0000464	Syap.g_01580	Praa.g_00246
OG0000465	Syap.g_01582	Praa.g_00247
OG0000466	Syap.g_01587	Praa.g_00250
OG0000467	Syap.g_01588	Praa.g_00251
OG0000468	Syap.g_01593	Praa.g_00253
OG0000469	Syap.g_02352	Praa.g_00262
OG0000470	Syap.g_02349	Praa.g_00264
OG0000471	Syap.g_02348	Praa.g_00265
OG0000472	Syap.g_02347	Praa.g_00266
OG0000473	Syap.g_02343	Praa.g_00268
OG0000474	Syap.g_02342	Praa.g_00269
OG0000475	Syap.g_02341	Praa.g_00270
OG0000476	Syap.g_02339	Praa.g_00271
OG0000477	Syap.g_01367	Praa.g_00275
OG0000478	Syap.g_01366	Praa.g_00276
OG0000479	Syap.g_01364	Praa.g_00277
OG0000480	Syap.g_01357	Praa.g_00282
OG0000482	Syap.g_01355	Praa.g_00285
OG0000483	Syap.g_01344	Praa.g_00288
OG0000484	Syap.g_01350	Praa.g_00289
OG0000485	Syap.g_01349	Praa.g_00290
OG0000487	Syap.g_01635	Praa.g_00295
OG0000488	Syap.g_01639	Praa.g_00298
OG0000489	Syap.g_02482	Praa.g_00303
OG0000490	Syap.g_01673	Praa.g_00308
OG0000491	Syap.g_01670	Praa.g_00309
OG0000492	Syap.g_01668	Praa.g_00311
OG0000493	Syap.g_01667	Praa.g_00312
OG0000494	Syap.g_01666	Praa.g_00313
OG0000495	Syap.g_01665	Praa.g_00314
OG0000496	Syap.g_01663	Praa.g_00315
OG0000497	Syap.g_01662	Praa.g_00316
OG0000498	Syap.g_01661	Praa.g_00317
OG0000499	Syap.g_01660	Praa.g_00318
OG0000500	Syap.g_01659	Praa.g_00319
OG0000501	Syap.g_01656	Praa.g_00321
OG0000502	Syap.g_02066	Praa.g_00324
OG0000503	Syap.g_00569	Praa.g_00334
OG0000504	Syap.g_00567	Praa.g_00335
OG0000505	Syap.g_00566	Praa.g_00336
OG0000506	Syap.g_00564	Praa.g_00338
OG0000507	Syap.g_00558	Praa.g_00340
OG0000508	Syap.g_00554	Praa.g_00344
OG0000509	Syap.g_00551	Praa.g_00346
OG0000510	Syap.g_00550	Praa.g_00347
OG0000511	Syap.g_00548	Praa.g_00348
OG0000512	Syap.g_02145	Praa.g_00350
OG0000513	Syap.g_02048	Praa.g_00357
OG0000514	Syap.g_02051	Praa.g_00431
OG0000515	Syap.g_02052	Praa.g_00432
OG0000516	Syap.g_02054	Praa.g_00433
OG0000517	Syap.g_02057	Praa.g_00435
OG0000519	Syap.g_00457	Praa.g_00446
OG0000520	Syap.g_00456	Praa.g_00447
OG0000521	Syap.g_01997	Praa.g_00452
OG0000522	Syap.g_01995	Praa.g_00454
OG0000523	Syap.g_02507	Praa.g_00455
OG0000524	Syap.g_02135	Praa.g_00461
OG0000525	Syap.g_02159	Praa.g_00464
OG0000526	Syap.g_02157	Praa.g_00465
OG0000527	Syap.g_02758	Praa.g_00473
OG0000528	Syap.g_02261	Praa.g_00478
OG0000529	Syap.g_02254	Praa.g_00481
OG0000530	Syap.g_02252	Praa.g_00484
OG0000531	Syap.g_02251	Praa.g_00485
OG0000532	Syap.g_02247	Praa.g_00487
OG0000533	Syap.g_02244	Praa.g_00488
OG0000534	Syap.g_02243	Praa.g_00489
OG0000535	Syap.g_02242	Praa.g_00490
OG0000536	Syap.g_02241	Praa.g_00491
OG0000537	Syap.g_02240	Praa.g_00492
OG0000538	Syap.g_00271	Praa.g_00500
OG0000539	Syap.g_00270	Praa.g_00501
OG0000540	Syap.g_00269	Praa.g_00502
OG0000541	Syap.g_00268	Praa.g_00503
OG0000542	Syap.g_00264	Praa.g_00505
OG0000543	Syap.g_00261	Praa.g_00507
OG0000544	Syap.g_00260	Praa.g_00508
OG0000545	Syap.g_00259	Praa.g_00510
OG0000546	Syap.g_00256	Praa.g_00513
OG0000547	Syap.g_00254	Praa.g_00515
OG0000548	Syap.g_00253	Praa.g_00516
OG0000549	Syap.g_00758	Praa.g_00518
OG0000550	Syap.g_02747	Praa.g_00523
OG0000551	Syap.g_02739	Praa.g_00527
OG0000552	Syap.g_02738	Praa.g_00528
OG0000553	Syap.g_02735	Praa.g_00529
OG0000554	Syap.g_01450	Praa.g_00534
OG0000555	Syap.g_01941	Praa.g_00543
OG0000556	Syap.g_01933	Praa.g_00545
OG0000557	Syap.g_01931	Praa.g_00546
OG0000558	Syap.g_01147	Praa.g_00548
OG0000560	Syap.g_00305	Praa.g_00555
OG0000561	Syap.g_00304	Praa.g_00556
OG0000562	Syap.g_00302	Praa.g_00557
OG0000563	Syap.g_00301	Praa.g_00558
OG0000564	Syap.g_00300	Praa.g_00559
OG0000565	Syap.g_00296	Praa.g_00562
OG0000566	Syap.g_00291	Praa.g_00564
OG0000567	Syap.g_01297	Praa.g_00568
OG0000568	Syap.g_01302	Praa.g_00569
OG0000569	Syap.g_01303	Praa.g_00570
OG0000570	Syap.g_01304	Praa.g_00571
OG0000571	Syap.g_01307	Praa.g_00573
OG0000573	Syap.g_00765	Praa.g_00592
OG0000574	Syap.g_00759	Praa.g_00593
OG0000575	Syap.g_00445	Praa.g_00597
OG0000576	Syap.g_00450	Praa.g_00599
OG0000577	Syap.g_00451	Praa.g_00600
OG0000578	Syap.g_00452	Praa.g_00601
OG0000579	Syap.g_00453	Praa.g_00602
OG0000580	Syap.g_00454	Praa.g_00603
OG0000581	Syap.g_01521	Praa.g_00605
OG0000582	Syap.g_01533	Praa.g_00608
OG0000583	Syap.g_01532	Praa.g_00609
OG0000584	Syap.g_01530	Praa.g_00610
OG0000585	Syap.g_01526	Praa.g_00612
OG0000586	Syap.g_01525	Praa.g_00613
OG0000587	Syap.g_01523	Praa.g_00614
OG0000588	Syap.g_00776	Praa.g_00618
OG0000589	Syap.g_00941	Praa.g_00621
OG0000590	Syap.g_00940	Praa.g_00622
OG0000591	Syap.g_01289	Praa.g_00625
OG0000592	Syap.g_01288	Praa.g_00626
OG0000593	Syap.g_00890	Praa.g_00632
OG0000594	Syap.g_00891	Praa.g_00633
OG0000595	Syap.g_00892	Praa.g_00634
OG0000596	Syap.g_00898	Praa.g_00638
OG0000597	Syap.g_00903	Praa.g_00640
OG0000598	Syap.g_00904	Praa.g_00641
OG0000599	Syap.g_00908	Praa.g_00644
OG0000600	Syap.g_00909	Praa.g_00645
OG0000601	Syap.g_00910	Praa.g_00646
OG0000602	Syap.g_00640	Praa.g_00648
OG0000603	Syap.g_00641	Praa.g_00649
OG0000604	Syap.g_02769	Praa.g_00650
OG0000605	Syap.g_02501, Syap.g_02771	Praa.g_00651
OG0000606	Syap.g_02506	Praa.g_00654
