Orthogroup	Syap	Syao
OG0000147	Syap.g_02025	Syao.g_00305, Syao.g_00685
OG0000148	Syap.g_02720	Syao.g_00776
OG0000149	Syap.g_00824	Syao.g_00534
OG0000150	Syap.g_01540	Syao.g_01203
OG0000151	Syap.g_00142	Syao.g_00975
OG0000152	Syap.g_02012	Syao.g_00674
OG0000153	Syap.g_02682	Syao.g_00818, Syao.g_01176
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syao.g_00447
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syao.g_00178
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syao.g_00151
OG0000157	Syap.g_00249, Syap.g_00286	Syao.g_00152
OG0000158	Syap.g_01075	Syao.g_02267
OG0000159	Syap.g_00852	Syao.g_02276
OG0000160	Syap.g_02470, Syap.g_02469	Syao.g_01488
OG0000161	Syap.g_02476	Syao.g_01494
OG0000162	Syap.g_02531	Syao.g_01515
OG0000164	Syap.g_01391, Syap.g_01392	Syao.g_01663
OG0000165	Syap.g_01381, Syap.g_01382	Syao.g_01655
OG0000166	Syap.g_00512, Syap.g_01238	Syao.g_01790
OG0000167	Syap.g_02080	Syao.g_01960
OG0000168	Syap.g_01076	Syao.g_02128
OG0000169	Syap.g_01049, Syap.g_01093	Syao.g_02139
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syao.g_02148
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syao.g_02181
OG0000172	Syap.g_01143, Syap.g_00635	Syao.g_02170
OG0000173	Syap.g_00982, Syap.g_00983	Syao.g_02212
OG0000174	Syap.g_02092	Syao.g_02364, Syao.g_02355
OG0000175	Syap.g_02654	Syao.g_02327, Syao.g_00308
OG0000176	Syap.g_00059	Syao.g_02165
OG0000177	Syap.g_00061, Syap.g_00060	Syao.g_02156
OG0000178	Syap.g_00062	Syao.g_02155
OG0000179	Syap.g_00077, Syap.g_02638	Syao.g_02250
OG0000180	Syap.g_00078, Syap.g_02640	Syao.g_02249
OG0000181	Syap.g_00079, Syap.g_02641	Syao.g_02248
OG0000182	Syap.g_00080, Syap.g_02642	Syao.g_02247
OG0000183	Syap.g_00084	Syao.g_02243
OG0000184	Syap.g_01337	Syao.g_02423
OG0000185	Syap.g_01322	Syao.g_02410
OG0000186	Syap.g_01684	Syao.g_02613
OG0000187	Syap.g_01686	Syao.g_02615
OG0000188	Syap.g_02547	Syao.g_02637
OG0000191	Syap.g_02233	Syao.g_02573
OG0000192	Syap.g_02224	Syao.g_02579
OG0000193	Syap.g_02188	Syao.g_02481
OG0000194	Syap.g_02183	Syao.g_02484
OG0000195	Syap.g_02180	Syao.g_02486
OG0000196	Syap.g_01208, Syap.g_02167	Syao.g_02498
OG0000197	Syap.g_01207, Syap.g_02166	Syao.g_02499
OG0000198	Syap.g_01206	Syao.g_02500
OG0000199	Syap.g_01197	Syao.g_02508
OG0000200	Syap.g_01181	Syao.g_02524
OG0000201	Syap.g_02265	Syao.g_02540
OG0000202	Syap.g_02264	Syao.g_02454
OG0000203	Syap.g_01601	Syao.g_02455
OG0000204	Syap.g_01602	Syao.g_02456
OG0000205	Syap.g_01616	Syao.g_02464
OG0000206	Syap.g_01628	Syao.g_02469
OG0000207	Syap.g_01426, Syap.g_00424	Syao.g_02471
OG0000208	Syap.g_00426, Syap.g_01425	Syao.g_02472
OG0000209	Syap.g_01906	Syao.g_02394
OG0000210	Syap.g_01905	Syao.g_02395
OG0000211	Syap.g_01160	Syao.g_01700
OG0000212	Syap.g_02664	Syao.g_01710
OG0000213	Syap.g_00107, Syap.g_01599	Syao.g_02098
OG0000214	Syap.g_02344, Syap.g_02345	Syao.g_02081
OG0000215	Syap.g_01347, Syap.g_01629	Syao.g_02050
OG0000216	Syap.g_01634	Syao.g_02045
OG0000217	Syap.g_01638	Syao.g_02041
OG0000218	Syap.g_01641, Syap.g_01640	Syao.g_02039
OG0000219	Syap.g_01642, Syap.g_01643	Syao.g_02038
OG0000220	Syap.g_01645	Syao.g_02037
OG0000221	Syap.g_01646	Syao.g_02034
OG0000222	Syap.g_01669	Syao.g_02023
OG0000223	Syap.g_02072, Syap.g_02073	Syao.g_00291
OG0000224	Syap.g_02064	Syao.g_01973
OG0000225	Syap.g_00553, Syap.g_00552	Syao.g_01751
OG0000226	Syap.g_02029, Syap.g_02144	Syao.g_01758
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syao.g_01760
OG0000228	Syap.g_00116, Syap.g_02041	Syao.g_01715
OG0000229	Syap.g_02059	Syao.g_01736
OG0000230	Syap.g_02061	Syao.g_01738
OG0000231	Syap.g_02533	Syao.g_01513
OG0000232	Syap.g_02510, Syap.g_02511	Syao.g_00057
OG0000233	Syap.g_02133	Syao.g_02698
OG0000234	Syap.g_02755	Syao.g_02680
OG0000235	Syap.g_00732, Syap.g_02258	Syao.g_00029
OG0000236	Syap.g_02238	Syao.g_00111
OG0000237	Syap.g_00262, Syap.g_00263	Syao.g_00166
OG0000238	Syap.g_00257, Syap.g_00258	Syao.g_00161
OG0000239	Syap.g_02744	Syao.g_01398
OG0000240	Syap.g_02742	Syao.g_01399
OG0000241	Syap.g_00888	Syao.g_00887
OG0000242	Syap.g_01455	Syao.g_01410
OG0000243	Syap.g_01938	Syao.g_00873
OG0000244	Syap.g_01146, Syap.g_01145	Syao.g_00865
OG0000245	Syap.g_01148	Syao.g_00863
OG0000246	Syap.g_00308	Syao.g_00859
OG0000247	Syap.g_00288, Syap.g_00293	Syao.g_00847
OG0000248	Syap.g_00290	Syao.g_00844
OG0000249	Syap.g_01296, Syap.g_01295	Syao.g_00842
OG0000250	Syap.g_01306	Syao.g_00835
OG0000251	Syap.g_00442	Syao.g_01026
OG0000252	Syap.g_01857	Syao.g_01020
OG0000253	Syap.g_00443	Syao.g_01003
OG0000254	Syap.g_01527, Syap.g_01528	Syao.g_01053
OG0000256	Syap.g_01287	Syao.g_01328
OG0000257	Syap.g_00886	Syao.g_00884
OG0000258	Syap.g_00907	Syao.g_00907
OG0000260	Syap.g_01970	Syao.g_00936
OG0000261	Syap.g_01962, Syap.g_01961	Syao.g_00941
OG0000262	Syap.g_01954	Syao.g_00946
OG0000263	Syap.g_00432, Syap.g_00433	Syao.g_00247
OG0000266	Syap.g_00519	Syao.g_00480
OG0000267	Syap.g_02333, Syap.g_02332	Syao.g_00589
OG0000268	Syap.g_00646	Syao.g_00588
OG0000269	Syap.g_00188	Syao.g_00751
OG0000270	Syap.g_00192	Syao.g_00754
OG0000271	Syap.g_00200, Syap.g_00201	Syao.g_00762
OG0000272	Syap.g_00202	Syao.g_00763
OG0000273	Syap.g_02703	Syao.g_00791
OG0000274	Syap.g_02702	Syao.g_00792
OG0000275	Syap.g_01847	Syao.g_00438
OG0000276	Syap.g_01838	Syao.g_00558
OG0000277	Syap.g_01837	Syao.g_00557
OG0000278	Syap.g_01834	Syao.g_00554
OG0000279	Syap.g_00829, Syap.g_00830	Syao.g_00529
OG0000280	Syap.g_00365	Syao.g_00608
OG0000281	Syap.g_01977	Syao.g_01377
OG0000282	Syap.g_01252	Syao.g_00967
OG0000283	Syap.g_01728	Syao.g_00640
OG0000284	Syap.g_01736	Syao.g_00634
OG0000285	Syap.g_01746, Syap.g_01744	Syao.g_00706
OG0000286	Syap.g_02014	Syao.g_00675
OG0000288	Syap.g_02764, Syap.g_02763	Syao.g_00446
OG0000289	Syap.g_02784	Syao.g_00461
OG0000290	Syap.g_01552	Syao.g_00428
OG0000291	Syap.g_01554	Syao.g_00333
OG0000292	Syap.g_02314	Syao.g_02196
OG0000293	Syap.g_00240	Syao.g_00136
OG0000294	Syap.g_00239	Syao.g_00135
OG0000295	Syap.g_00206	Syao.g_00186
OG0000296	Syap.g_00204	Syao.g_00184
OG0000297	Syap.g_01887	Syao.g_00171
OG0000298	Syap.g_01888	Syao.g_00170
OG0000299	Syap.g_02620	Syao.g_00231
OG0000302	Syap.g_02445	Syao.g_00271
OG0000303	Syap.g_02435	Syao.g_00262
OG0000304	Syap.g_02430	Syao.g_00256
OG0000305	Syap.g_01557	Syao.g_00388
OG0000306	Syap.g_01966	Syao.g_01216
OG0000307	Syap.g_02517	Syao.g_00045
OG0000308	Syap.g_02514, Syap.g_02515	Syao.g_00047
OG0000309	Syap.g_02198, Syap.g_02446	Syao.g_02705
OG0000310	Syap.g_02660, Syap.g_02661	Syao.g_01530
OG0000311	Syap.g_02657	Syao.g_01533
OG0000312	Syap.g_02114	Syao.g_01538
OG0000313	Syap.g_02473	Syao.g_01491
OG0000314	Syap.g_00007	Syao.g_00078
OG0000315	Syap.g_00017	Syao.g_00088
OG0000316	Syap.g_00030	Syao.g_01602
OG0000317	Syap.g_00618	Syao.g_01560
OG0000318	Syap.g_00622, Syap.g_02786	Syao.g_01553
OG0000319	Syap.g_01764, Syap.g_01771	Syao.g_01678
OG0000320	Syap.g_01761, Syap.g_01769	Syao.g_01676
OG0000321	Syap.g_01760, Syap.g_01768	Syao.g_01675
OG0000322	Syap.g_01759, Syap.g_01767	Syao.g_01674
OG0000323	Syap.g_01389	Syao.g_01661
OG0000324	Syap.g_01503	Syao.g_01630
OG0000325	Syap.g_02680	Syao.g_01936
OG0000326	Syap.g_00544	Syao.g_01918
OG0000327	Syap.g_01233, Syap.g_01913	Syao.g_01795
OG0000328	Syap.g_01234, Syap.g_01912	Syao.g_01794
OG0000329	Syap.g_00498	Syao.g_01776
OG0000330	Syap.g_00497	Syao.g_01775
OG0000331	Syap.g_00496	Syao.g_01774
OG0000332	Syap.g_00481	Syao.g_01813
OG0000333	Syap.g_00478	Syao.g_01810
OG0000334	Syap.g_00468	Syao.g_01836
OG0000335	Syap.g_00101, Syap.g_00463	Syao.g_01831
OG0000336	Syap.g_00607	Syao.g_01827
OG0000337	Syap.g_01054	Syao.g_01968
OG0000338	Syap.g_01059	Syao.g_01962
OG0000339	Syap.g_01068	Syao.g_02259
OG0000340	Syap.g_01077	Syao.g_02129
OG0000341	Syap.g_01079	Syao.g_02131
OG0000342	Syap.g_01080, Syap.g_02477	Syao.g_02132
OG0000343	Syap.g_01086, Syap.g_02078	Syao.g_02133
OG0000344	Syap.g_01091	Syao.g_02137
OG0000345	Syap.g_01107, Syap.g_01470	Syao.g_01953
OG0000346	Syap.g_02423, Syap.g_01113	Syao.g_01948
OG0000347	Syap.g_01131, Syap.g_02459	Syao.g_02178
OG0000348	Syap.g_00632	Syao.g_02166
OG0000349	Syap.g_00110, Syap.g_01813	Syao.g_02219
OG0000351	Syap.g_02594	Syao.g_02331
OG0000352	Syap.g_02596, Syap.g_02597	Syao.g_02332
OG0000353	Syap.g_00054	Syao.g_02160
OG0000354	Syap.g_00075, Syap.g_02635	Syao.g_02252
OG0000355	Syap.g_00056	Syao.g_02162
OG0000356	Syap.g_00057	Syao.g_02163
OG0000357	Syap.g_00058	Syao.g_02164
OG0000358	Syap.g_00063	Syao.g_02154
OG0000359	Syap.g_00065	Syao.g_02152
OG0000360	Syap.g_00067	Syao.g_02151
OG0000361	Syap.g_00068	Syao.g_02150
OG0000362	Syap.g_00070	Syao.g_01954
OG0000363	Syap.g_00072	Syao.g_02255
OG0000364	Syap.g_00620	Syao.g_01558
OG0000365	Syap.g_00081	Syao.g_02246
OG0000366	Syap.g_00082	Syao.g_02245
OG0000367	Syap.g_00083	Syao.g_02244
OG0000368	Syap.g_00085	Syao.g_02242
OG0000369	Syap.g_00086	Syao.g_02241
OG0000370	Syap.g_00087	Syao.g_02240
OG0000372	Syap.g_01805	Syao.g_02226
OG0000373	Syap.g_01806	Syao.g_02225
OG0000374	Syap.g_01807	Syao.g_02224
OG0000375	Syap.g_01808	Syao.g_02223
OG0000376	Syap.g_01811	Syao.g_02221
OG0000377	Syap.g_00128	Syao.g_02429
OG0000378	Syap.g_01326	Syao.g_02414
OG0000380	Syap.g_01687	Syao.g_02616
OG0000381	Syap.g_01690	Syao.g_02618
OG0000382	Syap.g_02548	Syao.g_02636
OG0000383	Syap.g_02359	Syao.g_02643
OG0000384	Syap.g_02360	Syao.g_02644
OG0000385	Syap.g_02361	Syao.g_02645
OG0000386	Syap.g_02362	Syao.g_02646
OG0000387	Syap.g_01864	Syao.g_01019
OG0000391	Syap.g_02234	Syao.g_02572
OG0000392	Syap.g_02225	Syao.g_02578
OG0000393	Syap.g_02222	Syao.g_02581
OG0000394	Syap.g_02221	Syao.g_02582
OG0000395	Syap.g_02220	Syao.g_02583
OG0000396	Syap.g_02217	Syao.g_02586
OG0000397	Syap.g_02215	Syao.g_02542
OG0000398	Syap.g_02211	Syao.g_02547
OG0000399	Syap.g_02210	Syao.g_02548
OG0000400	Syap.g_02209	Syao.g_02549
OG0000401	Syap.g_02208	Syao.g_02550
OG0000402	Syap.g_02206	Syao.g_02552
OG0000403	Syap.g_02205	Syao.g_02553
OG0000404	Syap.g_02204, Syap.g_02618	Syao.g_02554
OG0000405	Syap.g_02191	Syao.g_02478
OG0000406	Syap.g_02186	Syao.g_02482
OG0000407	Syap.g_02185	Syao.g_02483
OG0000408	Syap.g_02181, Syap.g_02182	Syao.g_02485
OG0000409	Syap.g_02179	Syao.g_02487
OG0000410	Syap.g_02178	Syao.g_02488
OG0000411	Syap.g_02177	Syao.g_02489
OG0000412	Syap.g_02176	Syao.g_02490
OG0000413	Syap.g_02174	Syao.g_02492
OG0000414	Syap.g_02173	Syao.g_02493
OG0000415	Syap.g_02172	Syao.g_02494
OG0000416	Syap.g_02171	Syao.g_02495
OG0000417	Syap.g_02169	Syao.g_02497
OG0000418	Syap.g_01204	Syao.g_02502
OG0000419	Syap.g_01201	Syao.g_02504
OG0000420	Syap.g_01199	Syao.g_02506
OG0000421	Syap.g_01195	Syao.g_02510
OG0000422	Syap.g_01194	Syao.g_02511
OG0000423	Syap.g_01193	Syao.g_02512
OG0000424	Syap.g_01192	Syao.g_02513
OG0000425	Syap.g_01191	Syao.g_02514
OG0000426	Syap.g_01190	Syao.g_02515
OG0000427	Syap.g_01189	Syao.g_02516
OG0000428	Syap.g_01186	Syao.g_02519
OG0000429	Syap.g_01184	Syao.g_02522
OG0000430	Syap.g_01182	Syao.g_02523
OG0000431	Syap.g_01179	Syao.g_02526
OG0000432	Syap.g_02277	Syao.g_02532
OG0000433	Syap.g_02272	Syao.g_02534
OG0000434	Syap.g_02271	Syao.g_02535
OG0000435	Syap.g_02268	Syao.g_02538
OG0000436	Syap.g_01607	Syao.g_02458
OG0000437	Syap.g_01608	Syao.g_02459
OG0000438	Syap.g_01612	Syao.g_02460
OG0000439	Syap.g_01614	Syao.g_02462
OG0000440	Syap.g_01615	Syao.g_02463
OG0000441	Syap.g_01619	Syao.g_02466
OG0000442	Syap.g_01620	Syao.g_02467
OG0000443	Syap.g_01622	Syao.g_02468
OG0000444	Syap.g_01424	Syao.g_02473
OG0000445	Syap.g_01421	Syao.g_02474
OG0000446	Syap.g_01419	Syao.g_02476
OG0000447	Syap.g_01410	Syao.g_02383
OG0000448	Syap.g_01407	Syao.g_02384
OG0000449	Syap.g_01406	Syao.g_02385
OG0000450	Syap.g_01909	Syao.g_02391
OG0000451	Syap.g_01908	Syao.g_02392
OG0000452	Syap.g_01904	Syao.g_02396
OG0000453	Syap.g_01903	Syao.g_02397
OG0000454	Syap.g_01902	Syao.g_02398
OG0000455	Syap.g_01901	Syao.g_02399
OG0000456	Syap.g_01900	Syao.g_02400
OG0000457	Syap.g_01896	Syao.g_02402
OG0000458	Syap.g_01895	Syao.g_02403
OG0000459	Syap.g_01894	Syao.g_02404
OG0000460	Syap.g_01159	Syao.g_01702
OG0000461	Syap.g_01575	Syao.g_02119
OG0000462	Syap.g_01578	Syao.g_02116
OG0000463	Syap.g_01579	Syao.g_02115
OG0000464	Syap.g_01580	Syao.g_02114
OG0000465	Syap.g_01582	Syao.g_02112
OG0000466	Syap.g_01587	Syao.g_02107
OG0000467	Syap.g_01588	Syao.g_02106
OG0000468	Syap.g_01593	Syao.g_02102
OG0000469	Syap.g_02352	Syao.g_02087
OG0000470	Syap.g_02349	Syao.g_02085
OG0000471	Syap.g_02348	Syao.g_02084
OG0000472	Syap.g_02347	Syao.g_02082
OG0000473	Syap.g_02343	Syao.g_02080
OG0000474	Syap.g_02342	Syao.g_02079
OG0000475	Syap.g_02341	Syao.g_02078
OG0000476	Syap.g_02339	Syao.g_02076
OG0000477	Syap.g_01367	Syao.g_02069
OG0000478	Syap.g_01366	Syao.g_02068
OG0000479	Syap.g_01364	Syao.g_02067
OG0000480	Syap.g_01357	Syao.g_02060
OG0000482	Syap.g_01355	Syao.g_02058
OG0000483	Syap.g_01344	Syao.g_02054
OG0000484	Syap.g_01350	Syao.g_02053
OG0000485	Syap.g_01349	Syao.g_02052
OG0000487	Syap.g_01635	Syao.g_02044
OG0000488	Syap.g_01639	Syao.g_02040
OG0000489	Syap.g_02482	Syao.g_02033
OG0000490	Syap.g_01673	Syao.g_02025
OG0000491	Syap.g_01670	Syao.g_02024
OG0000492	Syap.g_01668	Syao.g_02022
OG0000493	Syap.g_01667	Syao.g_02021
OG0000494	Syap.g_01666	Syao.g_02020
OG0000495	Syap.g_01665	Syao.g_02018
OG0000496	Syap.g_01663	Syao.g_02017
OG0000497	Syap.g_01662	Syao.g_02016
OG0000498	Syap.g_01661	Syao.g_02015
OG0000499	Syap.g_01660	Syao.g_02014
OG0000500	Syap.g_01659	Syao.g_02013
OG0000501	Syap.g_01656	Syao.g_02010
OG0000502	Syap.g_02066	Syao.g_01974
OG0000503	Syap.g_00569	Syao.g_01877
OG0000504	Syap.g_00567	Syao.g_01875
OG0000505	Syap.g_00566	Syao.g_01874
OG0000506	Syap.g_00564	Syao.g_01872
OG0000507	Syap.g_00558	Syao.g_01866
OG0000508	Syap.g_00554	Syao.g_01750
OG0000509	Syap.g_00551	Syao.g_01755
OG0000510	Syap.g_00550	Syao.g_01756
OG0000511	Syap.g_00548	Syao.g_01757
OG0000512	Syap.g_02145	Syao.g_01759
OG0000513	Syap.g_02048	Syao.g_01720
OG0000514	Syap.g_02051	Syao.g_01727
OG0000515	Syap.g_02052	Syao.g_01728
OG0000516	Syap.g_02054	Syao.g_01730
OG0000517	Syap.g_02057	Syao.g_01735
OG0000519	Syap.g_00457	Syao.g_01622
OG0000520	Syap.g_00456	Syao.g_01512
OG0000521	Syap.g_01997	Syao.g_00061
OG0000522	Syap.g_01995	Syao.g_00059
OG0000523	Syap.g_02507	Syao.g_00058
OG0000524	Syap.g_02135	Syao.g_02699
OG0000525	Syap.g_02159	Syao.g_02691
OG0000526	Syap.g_02157	Syao.g_02688
OG0000527	Syap.g_02758	Syao.g_02684
OG0000528	Syap.g_02261	Syao.g_00031
OG0000529	Syap.g_02254	Syao.g_00027
OG0000530	Syap.g_02252	Syao.g_00122
OG0000531	Syap.g_02251	Syao.g_00121
OG0000532	Syap.g_02247	Syao.g_00118
OG0000533	Syap.g_02244	Syao.g_00116
OG0000534	Syap.g_02243	Syao.g_00115
OG0000535	Syap.g_02242	Syao.g_00114
OG0000536	Syap.g_02241	Syao.g_00113
OG0000537	Syap.g_02240	Syao.g_00112
OG0000538	Syap.g_00271	Syao.g_00100
OG0000539	Syap.g_00270	Syao.g_00099
OG0000540	Syap.g_00269	Syao.g_00098
OG0000541	Syap.g_00268	Syao.g_00097
OG0000542	Syap.g_00264	Syao.g_00167
OG0000543	Syap.g_00261	Syao.g_00165
OG0000544	Syap.g_00260	Syao.g_00164
OG0000545	Syap.g_00259	Syao.g_00162
OG0000546	Syap.g_00256	Syao.g_00160
OG0000547	Syap.g_00254	Syao.g_00158
OG0000548	Syap.g_00253	Syao.g_00157
OG0000549	Syap.g_00758	Syao.g_01391
OG0000550	Syap.g_02747	Syao.g_01396
OG0000551	Syap.g_02739	Syao.g_01401
OG0000552	Syap.g_02738	Syao.g_01402
OG0000553	Syap.g_02735	Syao.g_01404
OG0000554	Syap.g_01450	Syao.g_01413
OG0000555	Syap.g_01941	Syao.g_00875
OG0000556	Syap.g_01933	Syao.g_00871
OG0000557	Syap.g_01931	Syao.g_00866
OG0000558	Syap.g_01147	Syao.g_00864
OG0000560	Syap.g_00305	Syao.g_00857
OG0000561	Syap.g_00304	Syao.g_00856
OG0000562	Syap.g_00302	Syao.g_00855
OG0000563	Syap.g_00301	Syao.g_00854
OG0000564	Syap.g_00300	Syao.g_00853
OG0000565	Syap.g_00296	Syao.g_00849
OG0000566	Syap.g_00291	Syao.g_00845
OG0000567	Syap.g_01297	Syao.g_00841
OG0000568	Syap.g_01302	Syao.g_00839
OG0000569	Syap.g_01303	Syao.g_00838
OG0000570	Syap.g_01304	Syao.g_00837
OG0000571	Syap.g_01307	Syao.g_00834
OG0000573	Syap.g_00765	Syao.g_01022
OG0000574	Syap.g_00759	Syao.g_01021
OG0000575	Syap.g_00445	Syao.g_01000
OG0000576	Syap.g_00450	Syao.g_00996
OG0000577	Syap.g_00451	Syao.g_00995
OG0000578	Syap.g_00452	Syao.g_00994
OG0000579	Syap.g_00453	Syao.g_00993
OG0000580	Syap.g_00454	Syao.g_00992
OG0000581	Syap.g_01521	Syao.g_01059
OG0000582	Syap.g_01533	Syao.g_01204
OG0000583	Syap.g_01532	Syao.g_01205
OG0000584	Syap.g_01530	Syao.g_01206
OG0000585	Syap.g_01526	Syao.g_01054
OG0000586	Syap.g_01525	Syao.g_01055
