Orthogroup	Syap	Prat
OG0000252	Syap.g_01857	Prat.g_00556
OG0000253	Syap.g_00443	Prat.g_00557
OG0000254	Syap.g_01527, Syap.g_01528	Prat.g_00574
OG0000256	Syap.g_01287	Prat.g_00591
OG0000257	Syap.g_00886	Prat.g_01097
OG0000258	Syap.g_00907	Prat.g_01081
OG0000260	Syap.g_01970	Prat.g_01061
OG0000261	Syap.g_01962, Syap.g_01961	Prat.g_01058
OG0000262	Syap.g_01954	Prat.g_01054
OG0000263	Syap.g_00432, Syap.g_00433	Prat.g_00754
OG0000266	Syap.g_00519	Prat.g_00801
OG0000267	Syap.g_02333, Syap.g_02332	Prat.g_00814
OG0000268	Syap.g_00646	Prat.g_00815
OG0000269	Syap.g_00188	Prat.g_01042
OG0000270	Syap.g_00192	Prat.g_01039
OG0000271	Syap.g_00200, Syap.g_00201	Prat.g_01031
OG0000272	Syap.g_00202	Prat.g_01030
OG0000273	Syap.g_02703	Prat.g_01007
OG0000274	Syap.g_02702	Prat.g_01006
OG0000275	Syap.g_01847	Prat.g_01004
OG0000276	Syap.g_01838, Syap.g_01839	Prat.g_00999
OG0000277	Syap.g_01837	Prat.g_00998
OG0000278	Syap.g_01834	Prat.g_00995
OG0000279	Syap.g_00829, Syap.g_00830	Prat.g_00988
OG0000280	Syap.g_00365	Prat.g_00987
OG0000281	Syap.g_01977	Prat.g_00980
OG0000282	Syap.g_01252	Prat.g_00718
OG0000283	Syap.g_01728	Prat.g_00868
OG0000284	Syap.g_01736	Prat.g_00873
OG0000285	Syap.g_01746, Syap.g_01744	Prat.g_00879
OG0000286	Syap.g_02014, Syap.g_02013	Prat.g_00895
OG0000288	Syap.g_02764, Syap.g_02763	Prat.g_00933
OG0000289	Syap.g_02784	Prat.g_00948
OG0000290	Syap.g_01552	Prat.g_00962
OG0000292	Syap.g_02314	Prat.g_01208
OG0000293	Syap.g_00240	Prat.g_01165
OG0000294	Syap.g_00239	Prat.g_01164
OG0000295	Syap.g_00206	Prat.g_01142
OG0000296	Syap.g_00204	Prat.g_01140
OG0000299	Syap.g_02620	Prat.g_01112
OG0000302	Syap.g_02444, Syap.g_02445	Prat.g_01105
OG0000303	Syap.g_02435	Prat.g_01099
OG0000304	Syap.g_02430	Prat.g_00595
OG0000305	Syap.g_01557	Prat.g_01200
OG0000306	Syap.g_01966	Prat.g_00976
OG0000307	Syap.g_02517	Prat.g_01300
OG0000308	Syap.g_02514, Syap.g_02515	Prat.g_01301
OG0000309	Syap.g_02198, Syap.g_02446	Prat.g_01305
OG0000310	Syap.g_02660, Syap.g_02661	Prat.g_01336
OG0000311	Syap.g_02657	Prat.g_01338
OG0000312	Syap.g_02114	Prat.g_01341
OG0000313	Syap.g_02473	Prat.g_01357
OG0000315	Syap.g_00017	Prat.g_01392
OG0000316	Syap.g_00030	Prat.g_01420
OG0000317	Syap.g_00618	Prat.g_01589
OG0000318	Syap.g_00622, Syap.g_02786	Prat.g_01593
OG0000319	Syap.g_01764, Syap.g_01771	Prat.g_01605
OG0000320	Syap.g_01761, Syap.g_01769	Prat.g_01607
OG0000321	Syap.g_01760, Syap.g_01768	Prat.g_01608
OG0000322	Syap.g_01759, Syap.g_01767	Prat.g_01609
OG0000323	Syap.g_01389	Prat.g_01618
OG0000324	Syap.g_01503	Prat.g_01647
OG0000325	Syap.g_02680	Prat.g_01657
OG0000326	Syap.g_00544	Prat.g_01664
OG0000327	Syap.g_01233, Syap.g_01913	Prat.g_01685
OG0000328	Syap.g_01234, Syap.g_01912	Prat.g_01686
OG0000329	Syap.g_00498	Prat.g_01703
OG0000330	Syap.g_00497	Prat.g_01704
OG0000331	Syap.g_00496	Prat.g_01705
OG0000332	Syap.g_00481	Prat.g_01718
OG0000333	Syap.g_00478	Prat.g_01720
OG0000334	Syap.g_00468	Prat.g_01729
OG0000335	Syap.g_00101, Syap.g_00463	Prat.g_01734
OG0000336	Syap.g_00417, Syap.g_00607	Prat.g_01738
OG0000337	Syap.g_01054	Prat.g_01756
OG0000338	Syap.g_01059	Prat.g_01757
OG0000339	Syap.g_01068	Prat.g_01762
OG0000340	Syap.g_01077	Prat.g_01771
OG0000341	Syap.g_01079	Prat.g_01773
OG0000342	Syap.g_01080, Syap.g_02477	Prat.g_01775
OG0000343	Syap.g_01086, Syap.g_02078	Prat.g_01776
OG0000344	Syap.g_01091	Prat.g_01779
OG0000345	Syap.g_01107, Syap.g_01470	Prat.g_01785
OG0000346	Syap.g_01113	Prat.g_01789
OG0000347	Syap.g_01131, Syap.g_02459	Prat.g_01806
OG0000348	Syap.g_00632	Prat.g_01814
OG0000349	Syap.g_00110, Syap.g_01813	Prat.g_01832
OG0000351	Syap.g_02594	Prat.g_01873
OG0000352	Syap.g_02596, Syap.g_02597	Prat.g_01874
OG0000353	Syap.g_00054	Prat.g_01892
OG0000354	Syap.g_00075, Syap.g_02635	Prat.g_00845
OG0000355	Syap.g_00056	Prat.g_00001
OG0000356	Syap.g_00057	Prat.g_00002
OG0000357	Syap.g_00058	Prat.g_00003
OG0000358	Syap.g_00063	Prat.g_00007
OG0000359	Syap.g_00065	Prat.g_00008
OG0000360	Syap.g_00067	Prat.g_00009
OG0000361	Syap.g_00068	Prat.g_00010
OG0000362	Syap.g_00070	Prat.g_00013
OG0000363	Syap.g_00072	Prat.g_00015
OG0000364	Syap.g_00620	Prat.g_00016
OG0000365	Syap.g_00081	Prat.g_00021
OG0000366	Syap.g_00082	Prat.g_00022
OG0000367	Syap.g_00083	Prat.g_00023
OG0000368	Syap.g_00085	Prat.g_00025
OG0000369	Syap.g_00086	Prat.g_00026
OG0000370	Syap.g_00087	Prat.g_00027
OG0000372	Syap.g_01805	Prat.g_00036
OG0000373	Syap.g_01806	Prat.g_00037
OG0000374	Syap.g_01807	Prat.g_00038
OG0000375	Syap.g_01808	Prat.g_00042
OG0000376	Syap.g_01811	Prat.g_00044
OG0000377	Syap.g_00128	Prat.g_00048
OG0000378	Syap.g_01326	Prat.g_00052
OG0000380	Syap.g_01687	Prat.g_00062
OG0000381	Syap.g_01690	Prat.g_00067
OG0000382	Syap.g_02548	Prat.g_00079
OG0000383	Syap.g_02359	Prat.g_00081
OG0000384	Syap.g_02360	Prat.g_00082
OG0000385	Syap.g_02361	Prat.g_00083
OG0000386	Syap.g_02362	Prat.g_00084
OG0000387	Syap.g_01864	Prat.g_00096
OG0000391	Syap.g_02234	Prat.g_00115
OG0000392	Syap.g_02225	Prat.g_00118
OG0000393	Syap.g_02222	Prat.g_00122
OG0000394	Syap.g_02221	Prat.g_00123
OG0000395	Syap.g_02220	Prat.g_00124
OG0000396	Syap.g_02217	Prat.g_00126
OG0000397	Syap.g_02215	Prat.g_00128
OG0000398	Syap.g_02211	Prat.g_00131
OG0000399	Syap.g_02210	Prat.g_00132
OG0000400	Syap.g_02209	Prat.g_00133
OG0000401	Syap.g_02208	Prat.g_00134
OG0000402	Syap.g_02206	Prat.g_00601
OG0000403	Syap.g_02205	Prat.g_00136
OG0000404	Syap.g_02204, Syap.g_02618	Prat.g_00137
OG0000405	Syap.g_02191	Prat.g_00141
OG0000406	Syap.g_02186	Prat.g_00146
OG0000407	Syap.g_02185	Prat.g_00147
OG0000408	Syap.g_02181, Syap.g_02182	Prat.g_00149
OG0000409	Syap.g_02179	Prat.g_00151
OG0000410	Syap.g_02178	Prat.g_00152
OG0000411	Syap.g_02177	Prat.g_00153
OG0000412	Syap.g_02176	Prat.g_00154
OG0000413	Syap.g_02174	Prat.g_00156
OG0000414	Syap.g_02173	Prat.g_00157
OG0000415	Syap.g_02172	Prat.g_00158
OG0000416	Syap.g_02171	Prat.g_00159
OG0000417	Syap.g_02169	Prat.g_00160
OG0000418	Syap.g_01204	Prat.g_00165
OG0000419	Syap.g_01201	Prat.g_00167
OG0000420	Syap.g_01199	Prat.g_00169
OG0000421	Syap.g_01195	Prat.g_00174
OG0000422	Syap.g_01194	Prat.g_00175
OG0000423	Syap.g_01193	Prat.g_00176
OG0000424	Syap.g_01192	Prat.g_00177
OG0000425	Syap.g_01191	Prat.g_00178
OG0000426	Syap.g_01190	Prat.g_00179
OG0000427	Syap.g_01189	Prat.g_00180
OG0000428	Syap.g_01186	Prat.g_00182
OG0000429	Syap.g_01184	Prat.g_00183
OG0000430	Syap.g_01182	Prat.g_00184
OG0000431	Syap.g_01179	Prat.g_00186
OG0000432	Syap.g_02277	Prat.g_00190
OG0000433	Syap.g_02272	Prat.g_00191
OG0000434	Syap.g_02271	Prat.g_00192
OG0000435	Syap.g_02268	Prat.g_00193
OG0000436	Syap.g_01607	Prat.g_00198
OG0000437	Syap.g_01608	Prat.g_00199
OG0000438	Syap.g_01612	Prat.g_00200
OG0000439	Syap.g_01614	Prat.g_00202
OG0000440	Syap.g_01615	Prat.g_00203
OG0000441	Syap.g_01619	Prat.g_00206
OG0000442	Syap.g_01620	Prat.g_00207
OG0000443	Syap.g_01622	Prat.g_00208
OG0000444	Syap.g_01424	Prat.g_00213
OG0000445	Syap.g_01421	Prat.g_00214
OG0000446	Syap.g_01419	Prat.g_00215
OG0000447	Syap.g_01410	Prat.g_00216
OG0000448	Syap.g_01407	Prat.g_00217
OG0000449	Syap.g_01406	Prat.g_00218
OG0000450	Syap.g_01909	Prat.g_00219
OG0000451	Syap.g_01908	Prat.g_00220
OG0000452	Syap.g_01904	Prat.g_00223
OG0000453	Syap.g_01903	Prat.g_00224
OG0000454	Syap.g_01902	Prat.g_00225
OG0000455	Syap.g_01901	Prat.g_00226
OG0000456	Syap.g_01900	Prat.g_00227
OG0000457	Syap.g_01896	Prat.g_00229
OG0000458	Syap.g_01895	Prat.g_00230
OG0000459	Syap.g_01894	Prat.g_00231
OG0000460	Syap.g_01159	Prat.g_00240
OG0000461	Syap.g_01575	Prat.g_00249
OG0000462	Syap.g_01578	Prat.g_00250
OG0000463	Syap.g_01579	Prat.g_00251
OG0000464	Syap.g_01580	Prat.g_00252
OG0000465	Syap.g_01582	Prat.g_00253
OG0000466	Syap.g_01587	Prat.g_00256
OG0000467	Syap.g_01588	Prat.g_00257
OG0000468	Syap.g_01593	Prat.g_00260
OG0000469	Syap.g_02352	Prat.g_00269
OG0000470	Syap.g_02349	Prat.g_00271
OG0000471	Syap.g_02348	Prat.g_00272
OG0000472	Syap.g_02347	Prat.g_00273
OG0000473	Syap.g_02343	Prat.g_00275
OG0000474	Syap.g_02342	Prat.g_00276
OG0000475	Syap.g_02341	Prat.g_00277
OG0000476	Syap.g_02339	Prat.g_00279
OG0000477	Syap.g_01367	Prat.g_00282
OG0000478	Syap.g_01366	Prat.g_00283
OG0000479	Syap.g_01364	Prat.g_00284
OG0000480	Syap.g_01357	Prat.g_00290
OG0000482	Syap.g_01355	Prat.g_00293
OG0000483	Syap.g_01344	Prat.g_00296
OG0000484	Syap.g_01350	Prat.g_00297
OG0000485	Syap.g_01349	Prat.g_00298
OG0000487	Syap.g_01635	Prat.g_00303
OG0000488	Syap.g_01639	Prat.g_00306
OG0000489	Syap.g_02482	Prat.g_00311
OG0000490	Syap.g_01673	Prat.g_00315
OG0000491	Syap.g_01670	Prat.g_00316
OG0000492	Syap.g_01668	Prat.g_00318
OG0000493	Syap.g_01667	Prat.g_00319
OG0000494	Syap.g_01666	Prat.g_00320
OG0000495	Syap.g_01665	Prat.g_00321
OG0000496	Syap.g_01663	Prat.g_00322
OG0000497	Syap.g_01662	Prat.g_00323
OG0000498	Syap.g_01661	Prat.g_00324
OG0000499	Syap.g_01660	Prat.g_00325
OG0000500	Syap.g_01659	Prat.g_00326
OG0000501	Syap.g_01656	Prat.g_00328
OG0000502	Syap.g_02066	Prat.g_00331
OG0000503	Syap.g_00569	Prat.g_00348
OG0000504	Syap.g_00567	Prat.g_00350
OG0000505	Syap.g_00566	Prat.g_00351
OG0000506	Syap.g_00564	Prat.g_00352
OG0000507	Syap.g_00558	Prat.g_00355
OG0000508	Syap.g_00554	Prat.g_00359
OG0000509	Syap.g_00551	Prat.g_00361
OG0000510	Syap.g_00550	Prat.g_00362
OG0000511	Syap.g_00548	Prat.g_00363
OG0000512	Syap.g_02145	Prat.g_00365
OG0000513	Syap.g_02048	Prat.g_00373
OG0000514	Syap.g_02051	Prat.g_00390
OG0000515	Syap.g_02052	Prat.g_00391
OG0000516	Syap.g_02054	Prat.g_00392
OG0000517	Syap.g_02057	Prat.g_00395
OG0000519	Syap.g_00457	Prat.g_00408
OG0000520	Syap.g_00456	Prat.g_00410
OG0000521	Syap.g_01997	Prat.g_00415
OG0000522	Syap.g_01995	Prat.g_00417
OG0000523	Syap.g_02507	Prat.g_00418
OG0000524	Syap.g_02135	Prat.g_00424
OG0000525	Syap.g_02159	Prat.g_00428
OG0000526	Syap.g_02157	Prat.g_00429
OG0000527	Syap.g_02758	Prat.g_00432
OG0000528	Syap.g_02261	Prat.g_00438
OG0000529	Syap.g_02254	Prat.g_00441
OG0000530	Syap.g_02252	Prat.g_00444
OG0000531	Syap.g_02251	Prat.g_00445
OG0000532	Syap.g_02247	Prat.g_00447
OG0000533	Syap.g_02244	Prat.g_00448
OG0000534	Syap.g_02243	Prat.g_00449
OG0000535	Syap.g_02242	Prat.g_00450
OG0000536	Syap.g_02241	Prat.g_00451
OG0000537	Syap.g_02240	Prat.g_00453
OG0000538	Syap.g_00271	Prat.g_00463
OG0000539	Syap.g_00270	Prat.g_00464
OG0000540	Syap.g_00269	Prat.g_00465
OG0000541	Syap.g_00268	Prat.g_00466
OG0000542	Syap.g_00264	Prat.g_00468
OG0000543	Syap.g_00261	Prat.g_00470
OG0000544	Syap.g_00260	Prat.g_00471
OG0000545	Syap.g_00259	Prat.g_00473
OG0000546	Syap.g_00256	Prat.g_00476
OG0000547	Syap.g_00254	Prat.g_00478
OG0000548	Syap.g_00253	Prat.g_00479
OG0000549	Syap.g_00758	Prat.g_00482
OG0000550	Syap.g_02747	Prat.g_00486
OG0000551	Syap.g_02739	Prat.g_00489
OG0000552	Syap.g_02738	Prat.g_00490
OG0000553	Syap.g_02735	Prat.g_00491
OG0000554	Syap.g_01450	Prat.g_00496
OG0000555	Syap.g_01941	Prat.g_00503
OG0000556	Syap.g_01933	Prat.g_00505
OG0000557	Syap.g_01931	Prat.g_00506
OG0000558	Syap.g_01147	Prat.g_00508
OG0000560	Syap.g_00305	Prat.g_00516
OG0000561	Syap.g_00304	Prat.g_00517
OG0000562	Syap.g_00302	Prat.g_00518
OG0000563	Syap.g_00301	Prat.g_00519
OG0000564	Syap.g_00300	Prat.g_00520
OG0000565	Syap.g_00296	Prat.g_00523
OG0000566	Syap.g_00291	Prat.g_00527
OG0000567	Syap.g_01297	Prat.g_00531
OG0000568	Syap.g_01302	Prat.g_00532
OG0000569	Syap.g_01303	Prat.g_00533
OG0000570	Syap.g_01304	Prat.g_00534
OG0000571	Syap.g_01307	Prat.g_00537
OG0000573	Syap.g_00765	Prat.g_00554
OG0000574	Syap.g_00759	Prat.g_00555
OG0000575	Syap.g_00445	Prat.g_00559
OG0000576	Syap.g_00450	Prat.g_00561
OG0000577	Syap.g_00451	Prat.g_00562
OG0000578	Syap.g_00452	Prat.g_00563
OG0000579	Syap.g_00453	Prat.g_00564
OG0000580	Syap.g_00454	Prat.g_00565
OG0000581	Syap.g_01521	Prat.g_00568
OG0000582	Syap.g_01533	Prat.g_00571
OG0000583	Syap.g_01532	Prat.g_00572
OG0000584	Syap.g_01530	Prat.g_00573
OG0000585	Syap.g_01526	Prat.g_00575
OG0000586	Syap.g_01525	Prat.g_00576
OG0000587	Syap.g_01523	Prat.g_00577
OG0000588	Syap.g_00776	Prat.g_00582
OG0000589	Syap.g_00941	Prat.g_00584
OG0000590	Syap.g_00940	Prat.g_00585
OG0000591	Syap.g_01289	Prat.g_00589
OG0000592	Syap.g_01288	Prat.g_00590
OG0000593	Syap.g_00890	Prat.g_01094
OG0000594	Syap.g_00891	Prat.g_01093
OG0000595	Syap.g_00892	Prat.g_01091
OG0000596	Syap.g_00898	Prat.g_01087
OG0000597	Syap.g_00903	Prat.g_01084
OG0000598	Syap.g_00904	Prat.g_01083
OG0000599	Syap.g_00908	Prat.g_01080
OG0000600	Syap.g_00909	Prat.g_01079
OG0000601	Syap.g_00910	Prat.g_01078
OG0000602	Syap.g_00640	Prat.g_01076
OG0000603	Syap.g_00641	Prat.g_01075
