Orthogroup	Syap	Prba
OG0000172	Syap.g_01143, Syap.g_00635	Prba.g_00792
OG0000173	Syap.g_00982, Syap.g_00983	Prba.g_00807
OG0000174	Syap.g_02092	Prba.g_00835
OG0000175	Syap.g_02654	Prba.g_00845
OG0000176	Syap.g_00059	Prba.g_01797
OG0000177	Syap.g_00061, Syap.g_00060	Prba.g_01798
OG0000178	Syap.g_00062	Prba.g_01799
OG0000179	Syap.g_00077, Syap.g_02638	Prba.g_01809
OG0000180	Syap.g_00078, Syap.g_02640	Prba.g_01810
OG0000181	Syap.g_00079, Syap.g_02641	Prba.g_01811
OG0000182	Syap.g_00080, Syap.g_02642	Prba.g_01812
OG0000183	Syap.g_00084	Prba.g_01816
OG0000184	Syap.g_01337	Prba.g_01840
OG0000185	Syap.g_01322	Prba.g_01843
OG0000186	Syap.g_01684	Prba.g_01852
OG0000187	Syap.g_01686	Prba.g_01853
OG0000188	Syap.g_02547	Prba.g_01870
OG0000191	Syap.g_02233	Prba.g_01905
OG0000192	Syap.g_02224	Prba.g_01909
OG0000193	Syap.g_02187, Syap.g_02188	Prba.g_01934
OG0000194	Syap.g_02183	Prba.g_01937
OG0000195	Syap.g_02180	Prba.g_01939
OG0000196	Syap.g_01208, Syap.g_02167	Prba.g_01949
OG0000197	Syap.g_01207, Syap.g_02166	Prba.g_01950
OG0000198	Syap.g_01206	Prba.g_01951
OG0000199	Syap.g_01197	Prba.g_00626
OG0000200	Syap.g_01181	Prba.g_00640
OG0000201	Syap.g_02265	Prba.g_00648
OG0000202	Syap.g_02264	Prba.g_00649
OG0000203	Syap.g_01601	Prba.g_00650
OG0000204	Syap.g_01602	Prba.g_00651
OG0000205	Syap.g_01616	Prba.g_00658
OG0000206	Syap.g_01628	Prba.g_00663
OG0000207	Syap.g_01426, Syap.g_00424	Prba.g_00665
OG0000208	Syap.g_00426, Syap.g_01425	Prba.g_00666
OG0000209	Syap.g_01906	Prba.g_00675
OG0000210	Syap.g_01905	Prba.g_00439
OG0000211	Syap.g_01160	Prba.g_00452
OG0000212	Syap.g_02664	Prba.g_00459
OG0000213	Syap.g_00107, Syap.g_01599	Prba.g_00476
OG0000214	Syap.g_02344, Syap.g_02345	Prba.g_00485
OG0000215	Syap.g_01347, Syap.g_01629	Prba.g_00509
OG0000216	Syap.g_01634	Prba.g_00510
OG0000217	Syap.g_01638	Prba.g_00513
OG0000218	Syap.g_01641, Syap.g_01640	Prba.g_00515
OG0000219	Syap.g_01642, Syap.g_01643	Prba.g_00516
OG0000220	Syap.g_01645	Prba.g_00517
OG0000221	Syap.g_01646	Prba.g_00518
OG0000222	Syap.g_01669	Prba.g_00526
OG0000223	Syap.g_02072, Syap.g_02073	Prba.g_00539
OG0000224	Syap.g_02064	Prba.g_00541
OG0000225	Syap.g_00553, Syap.g_00552	Prba.g_00562
OG0000226	Syap.g_02029, Syap.g_02144	Prba.g_00221
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prba.g_00223
OG0000228	Syap.g_00116, Syap.g_02041	Prba.g_00849
OG0000229	Syap.g_02059	Prba.g_01025
OG0000230	Syap.g_02061	Prba.g_01023
OG0000231	Syap.g_02533	Prba.g_01012
OG0000232	Syap.g_02510, Syap.g_02511	Prba.g_01003
OG0000233	Syap.g_02133	Prba.g_00998
OG0000234	Syap.g_02755	Prba.g_00985
OG0000235	Syap.g_00732, Syap.g_02258	Prba.g_00982
OG0000236	Syap.g_02238	Prba.g_00968
OG0000237	Syap.g_00262, Syap.g_00263	Prba.g_00955
OG0000238	Syap.g_00257, Syap.g_00258	Prba.g_00949
OG0000239	Syap.g_02744	Prba.g_00936
OG0000240	Syap.g_02742	Prba.g_00935
OG0000241	Syap.g_00888	Prba.g_00931
OG0000242	Syap.g_01455	Prba.g_00929
OG0000243	Syap.g_01938	Prba.g_01772
OG0000244	Syap.g_01146, Syap.g_01145	Prba.g_01769
OG0000245	Syap.g_01148	Prba.g_01767
OG0000246	Syap.g_00308	Prba.g_01763
OG0000247	Syap.g_00288, Syap.g_00293	Prba.g_01753
OG0000248	Syap.g_00290	Prba.g_01751
OG0000249	Syap.g_01296, Syap.g_01295	Prba.g_01749
OG0000250	Syap.g_01306	Prba.g_01744
OG0000251	Syap.g_00442	Prba.g_01726
OG0000252	Syap.g_01857	Prba.g_01723
OG0000253	Syap.g_00443	Prba.g_01722
OG0000254	Syap.g_01527, Syap.g_01528	Prba.g_01706
OG0000256	Syap.g_01287	Prba.g_01690
OG0000257	Syap.g_00886	Prba.g_01687
OG0000258	Syap.g_00907	Prba.g_01674
OG0000260	Syap.g_01970	Prba.g_01654
OG0000261	Syap.g_01962, Syap.g_01961	Prba.g_01652
OG0000262	Syap.g_01954	Prba.g_01648
OG0000263	Syap.g_00432, Syap.g_00433	Prba.g_01636
OG0000266	Syap.g_00519	Prba.g_01584
OG0000267	Syap.g_02333, Syap.g_02332	Prba.g_01573
OG0000268	Syap.g_00646	Prba.g_01572
OG0000269	Syap.g_00188	Prba.g_01504
OG0000270	Syap.g_00192	Prba.g_01501
OG0000271	Syap.g_00200, Syap.g_00201	Prba.g_01493
OG0000272	Syap.g_00202	Prba.g_01492
OG0000273	Syap.g_02703	Prba.g_01469
OG0000274	Syap.g_02702	Prba.g_01468
OG0000275	Syap.g_01847	Prba.g_01465
OG0000276	Syap.g_01838, Syap.g_01839	Prba.g_01460
OG0000277	Syap.g_01837	Prba.g_01459
OG0000278	Syap.g_01834	Prba.g_01456
OG0000279	Syap.g_00829, Syap.g_00830	Prba.g_01449
OG0000280	Syap.g_00365	Prba.g_01448
OG0000281	Syap.g_01977	Prba.g_01443
OG0000282	Syap.g_01252	Prba.g_01393
OG0000283	Syap.g_01728	Prba.g_01360
OG0000284	Syap.g_01736	Prba.g_01355
OG0000285	Syap.g_01746, Syap.g_01744	Prba.g_01350
OG0000286	Syap.g_02014, Syap.g_02013	Prba.g_01338
OG0000288	Syap.g_02764, Syap.g_02763	Prba.g_01291
OG0000289	Syap.g_02784	Prba.g_01280
OG0000290	Syap.g_01552	Prba.g_01267
OG0000292	Syap.g_02314	Prba.g_01216
OG0000293	Syap.g_00240	Prba.g_00073
OG0000294	Syap.g_00239	Prba.g_00072
OG0000295	Syap.g_00206	Prba.g_00051
OG0000296	Syap.g_00204	Prba.g_00049
OG0000299	Syap.g_02620	Prba.g_00023
OG0000302	Syap.g_02444, Syap.g_02445	Prba.g_00017
OG0000303	Syap.g_02435	Prba.g_00010
OG0000304	Syap.g_02430	Prba.g_00006
OG0000305	Syap.g_01557	Prba.g_00204
OG0000306	Syap.g_01966	Prba.g_00201
OG0000307	Syap.g_02517	Prba.g_00187
OG0000308	Syap.g_02514, Syap.g_02515	Prba.g_00186
OG0000309	Syap.g_02198, Syap.g_02446	Prba.g_00182
OG0000310	Syap.g_02660, Syap.g_02661	Prba.g_00112
OG0000311	Syap.g_02657	Prba.g_00110
OG0000312	Syap.g_02114	Prba.g_00107
OG0000313	Syap.g_02473	Prba.g_00709
OG0000315	Syap.g_00017	Prba.g_00351, Prba.g_00676
OG0000316	Syap.g_00030	Prba.g_00331
OG0000317	Syap.g_00618	Prba.g_00228
OG0000318	Syap.g_00622, Syap.g_02786	Prba.g_00619
OG0000319	Syap.g_01764, Syap.g_01771	Prba.g_00606
OG0000320	Syap.g_01761, Syap.g_01769	Prba.g_00604
OG0000321	Syap.g_01760, Syap.g_01768	Prba.g_00603
OG0000322	Syap.g_01759, Syap.g_01767	Prba.g_00602
OG0000323	Syap.g_01389	Prba.g_00593
OG0000324	Syap.g_01503	Prba.g_00567
OG0000325	Syap.g_02680	Prba.g_00358
OG0000326	Syap.g_00544	Prba.g_00364
OG0000327	Syap.g_01233, Syap.g_01913	Prba.g_00388
OG0000328	Syap.g_01234, Syap.g_01912	Prba.g_00389
OG0000329	Syap.g_00498	Prba.g_00406
OG0000330	Syap.g_00497	Prba.g_00407
OG0000331	Syap.g_00496	Prba.g_00408
OG0000332	Syap.g_00481	Prba.g_00422
OG0000333	Syap.g_00478	Prba.g_00424
OG0000334	Syap.g_00468	Prba.g_00432
OG0000335	Syap.g_00101, Syap.g_00463	Prba.g_00437
OG0000336	Syap.g_00417, Syap.g_00607	Prba.g_01050
OG0000337	Syap.g_01054	Prba.g_01067
OG0000338	Syap.g_01059	Prba.g_01068
OG0000339	Syap.g_01068	Prba.g_01072
OG0000340	Syap.g_01077	Prba.g_00752
OG0000341	Syap.g_01079	Prba.g_00754
OG0000342	Syap.g_01080, Syap.g_02477	Prba.g_00755
OG0000343	Syap.g_01086, Syap.g_02078	Prba.g_00756
OG0000344	Syap.g_01091	Prba.g_00759
OG0000345	Syap.g_01107, Syap.g_01470	Prba.g_00764
OG0000346	Syap.g_01113	Prba.g_00769
OG0000347	Syap.g_01131, Syap.g_02459	Prba.g_00785
OG0000348	Syap.g_00632	Prba.g_00795
OG0000349	Syap.g_00110, Syap.g_01813	Prba.g_00812
OG0000351	Syap.g_02594	Prba.g_00848, Prba.g_01776
OG0000352	Syap.g_02596, Syap.g_02597	Prba.g_01777
OG0000353	Syap.g_00054	Prba.g_01792
OG0000355	Syap.g_00056	Prba.g_01794
OG0000356	Syap.g_00057	Prba.g_01795
OG0000357	Syap.g_00058	Prba.g_01796
OG0000358	Syap.g_00063	Prba.g_01800
OG0000359	Syap.g_00065	Prba.g_01801
OG0000360	Syap.g_00067	Prba.g_01802
OG0000361	Syap.g_00068	Prba.g_01803
OG0000362	Syap.g_00070	Prba.g_01805
OG0000363	Syap.g_00072	Prba.g_01807
OG0000364	Syap.g_00620	Prba.g_01808
OG0000365	Syap.g_00081	Prba.g_01813
OG0000366	Syap.g_00082	Prba.g_01814
OG0000367	Syap.g_00083	Prba.g_01815
OG0000368	Syap.g_00085	Prba.g_01817
OG0000369	Syap.g_00086	Prba.g_01818
OG0000370	Syap.g_00087	Prba.g_01819
OG0000372	Syap.g_01805	Prba.g_01828
OG0000373	Syap.g_01806	Prba.g_01829
OG0000374	Syap.g_01807	Prba.g_01830
OG0000375	Syap.g_01808	Prba.g_01834
OG0000376	Syap.g_01811	Prba.g_01836
OG0000377	Syap.g_00128	Prba.g_01839
OG0000378	Syap.g_01326	Prba.g_01841
OG0000380	Syap.g_01687	Prba.g_01854
OG0000381	Syap.g_01690	Prba.g_01858
OG0000382	Syap.g_02548	Prba.g_01869
OG0000383	Syap.g_02359	Prba.g_01871
OG0000384	Syap.g_02360	Prba.g_01872
OG0000385	Syap.g_02361	Prba.g_01873
OG0000386	Syap.g_02362	Prba.g_01874
OG0000387	Syap.g_01864	Prba.g_01887
OG0000391	Syap.g_02234	Prba.g_01904
OG0000392	Syap.g_02225	Prba.g_01908
OG0000393	Syap.g_02222	Prba.g_01910
OG0000394	Syap.g_02221	Prba.g_01911
OG0000395	Syap.g_02220	Prba.g_01912
OG0000396	Syap.g_02217	Prba.g_01915
OG0000397	Syap.g_02215	Prba.g_01917
OG0000398	Syap.g_02211	Prba.g_01919
OG0000399	Syap.g_02210	Prba.g_01920
OG0000400	Syap.g_02209	Prba.g_01921
OG0000401	Syap.g_02208	Prba.g_01922
OG0000402	Syap.g_02206	Prba.g_01924
OG0000403	Syap.g_02205	Prba.g_01925
OG0000404	Syap.g_02204, Syap.g_02618	Prba.g_01926
OG0000405	Syap.g_02191	Prba.g_01930
OG0000406	Syap.g_02186	Prba.g_01935
OG0000407	Syap.g_02185	Prba.g_01936
OG0000408	Syap.g_02181, Syap.g_02182	Prba.g_01938
OG0000409	Syap.g_02179	Prba.g_01940
OG0000410	Syap.g_02178	Prba.g_01941
OG0000411	Syap.g_02177	Prba.g_01942
OG0000412	Syap.g_02176	Prba.g_01943
OG0000413	Syap.g_02174	Prba.g_01944
OG0000414	Syap.g_02173	Prba.g_01945
OG0000415	Syap.g_02172	Prba.g_01946
OG0000416	Syap.g_02171	Prba.g_01947
OG0000417	Syap.g_02169	Prba.g_01948
OG0000418	Syap.g_01204	Prba.g_01953
OG0000419	Syap.g_01201	Prba.g_00623
OG0000420	Syap.g_01199	Prba.g_00624
OG0000421	Syap.g_01195	Prba.g_00629
OG0000422	Syap.g_01194	Prba.g_00630
OG0000423	Syap.g_01193	Prba.g_00631
OG0000424	Syap.g_01192	Prba.g_00632
OG0000425	Syap.g_01191	Prba.g_00633
OG0000426	Syap.g_01190	Prba.g_00634
OG0000427	Syap.g_01189	Prba.g_00635
OG0000428	Syap.g_01186	Prba.g_00637
OG0000429	Syap.g_01184	Prba.g_00638
OG0000430	Syap.g_01182	Prba.g_00639
OG0000431	Syap.g_01179	Prba.g_00641
OG0000432	Syap.g_02277	Prba.g_00644
OG0000433	Syap.g_02272	Prba.g_00645
OG0000434	Syap.g_02271	Prba.g_00646
OG0000435	Syap.g_02268	Prba.g_00647
OG0000436	Syap.g_01607	Prba.g_00652
OG0000437	Syap.g_01608	Prba.g_00653
OG0000438	Syap.g_01612	Prba.g_00654
OG0000439	Syap.g_01614	Prba.g_00656
OG0000440	Syap.g_01615	Prba.g_00657
OG0000441	Syap.g_01619	Prba.g_00660
OG0000442	Syap.g_01620	Prba.g_00661
OG0000443	Syap.g_01622	Prba.g_00662
OG0000444	Syap.g_01424	Prba.g_00667
OG0000445	Syap.g_01421	Prba.g_00668
OG0000446	Syap.g_01419	Prba.g_00669
OG0000447	Syap.g_01410	Prba.g_00670
OG0000448	Syap.g_01407	Prba.g_00671
OG0000449	Syap.g_01406	Prba.g_00672
OG0000450	Syap.g_01909	Prba.g_00673
OG0000451	Syap.g_01908	Prba.g_00674
OG0000452	Syap.g_01904	Prba.g_00440
OG0000453	Syap.g_01903	Prba.g_00441
OG0000454	Syap.g_01902	Prba.g_00442
OG0000455	Syap.g_01901	Prba.g_00443
OG0000456	Syap.g_01900	Prba.g_00444
OG0000457	Syap.g_01896	Prba.g_00445
OG0000458	Syap.g_01895	Prba.g_00446
OG0000459	Syap.g_01894	Prba.g_00447
OG0000460	Syap.g_01159	Prba.g_00454
OG0000461	Syap.g_01575	Prba.g_00461
OG0000462	Syap.g_01578	Prba.g_00463
OG0000463	Syap.g_01579	Prba.g_00464
OG0000464	Syap.g_01580	Prba.g_00465
OG0000465	Syap.g_01582	Prba.g_00466
OG0000466	Syap.g_01587	Prba.g_00469
OG0000467	Syap.g_01588	Prba.g_00470
OG0000468	Syap.g_01593	Prba.g_00472
OG0000469	Syap.g_02352	Prba.g_00480
OG0000470	Syap.g_02349	Prba.g_00482
OG0000471	Syap.g_02348	Prba.g_00483
OG0000472	Syap.g_02347	Prba.g_00484
OG0000473	Syap.g_02343	Prba.g_00486
OG0000474	Syap.g_02342	Prba.g_00487
OG0000475	Syap.g_02341	Prba.g_00488
OG0000476	Syap.g_02339	Prba.g_00489
OG0000477	Syap.g_01367	Prba.g_00492
OG0000478	Syap.g_01366	Prba.g_00493
OG0000479	Syap.g_01364	Prba.g_00494
OG0000480	Syap.g_01357	Prba.g_00499
OG0000482	Syap.g_01355	Prba.g_00502
OG0000483	Syap.g_01344	Prba.g_00505
OG0000484	Syap.g_01350	Prba.g_00506
OG0000485	Syap.g_01349	Prba.g_00507
OG0000487	Syap.g_01635	Prba.g_00511
OG0000488	Syap.g_01639	Prba.g_00514
OG0000489	Syap.g_02482	Prba.g_00519
OG0000490	Syap.g_01673	Prba.g_00524
OG0000491	Syap.g_01670	Prba.g_00525
OG0000492	Syap.g_01668	Prba.g_00527
OG0000493	Syap.g_01667	Prba.g_00528
OG0000494	Syap.g_01666	Prba.g_00529
OG0000495	Syap.g_01665	Prba.g_00530
OG0000496	Syap.g_01663	Prba.g_00531
OG0000497	Syap.g_01662	Prba.g_00532
OG0000498	Syap.g_01661	Prba.g_00533
OG0000499	Syap.g_01660	Prba.g_00534
OG0000500	Syap.g_01659	Prba.g_00535
OG0000501	Syap.g_01656	Prba.g_00537
OG0000502	Syap.g_02066	Prba.g_00540
OG0000503	Syap.g_00569	Prba.g_00550
OG0000504	Syap.g_00567	Prba.g_00551
OG0000505	Syap.g_00566	Prba.g_00552
OG0000506	Syap.g_00564	Prba.g_00554
OG0000507	Syap.g_00558	Prba.g_00557
OG0000508	Syap.g_00554	Prba.g_00561
OG0000509	Syap.g_00551	Prba.g_00218
OG0000510	Syap.g_00550	Prba.g_00219
OG0000511	Syap.g_00548	Prba.g_00220
OG0000512	Syap.g_02145	Prba.g_00222
OG0000513	Syap.g_02048	Prba.g_00852
OG0000514	Syap.g_02051	Prba.g_01030
OG0000515	Syap.g_02052	Prba.g_01029
OG0000516	Syap.g_02054	Prba.g_01028
OG0000517	Syap.g_02057	Prba.g_01026
OG0000519	Syap.g_00457	Prba.g_01014
OG0000520	Syap.g_00456	Prba.g_01013
OG0000521	Syap.g_01997	Prba.g_01008
OG0000522	Syap.g_01995	Prba.g_01006
OG0000523	Syap.g_02507	Prba.g_01005
OG0000524	Syap.g_02135	Prba.g_01000
OG0000525	Syap.g_02159	Prba.g_00997
OG0000526	Syap.g_02157	Prba.g_00996
OG0000527	Syap.g_02758	Prba.g_00988
OG0000528	Syap.g_02261	Prba.g_00983
OG0000529	Syap.g_02254	Prba.g_00980
OG0000530	Syap.g_02252	Prba.g_00977
OG0000531	Syap.g_02251	Prba.g_00976
OG0000532	Syap.g_02247	Prba.g_00974
OG0000533	Syap.g_02244	Prba.g_00973
OG0000534	Syap.g_02243	Prba.g_00972
OG0000535	Syap.g_02242	Prba.g_00971
OG0000536	Syap.g_02241	Prba.g_00970
OG0000537	Syap.g_02240	Prba.g_00969
OG0000538	Syap.g_00271	Prba.g_00961
OG0000539	Syap.g_00270	Prba.g_00960
OG0000540	Syap.g_00269	Prba.g_00959
OG0000541	Syap.g_00268	Prba.g_00958
OG0000542	Syap.g_00264	Prba.g_00956
OG0000543	Syap.g_00261	Prba.g_00954
OG0000544	Syap.g_00260	Prba.g_00953
OG0000545	Syap.g_00259	Prba.g_00951
OG0000546	Syap.g_00256	Prba.g_00948
OG0000547	Syap.g_00254	Prba.g_00946
OG0000548	Syap.g_00253	Prba.g_00945
OG0000549	Syap.g_00758	Prba.g_00943
OG0000550	Syap.g_02747	Prba.g_00938
OG0000551	Syap.g_02739	Prba.g_00934
OG0000552	Syap.g_02738	Prba.g_00933
OG0000553	Syap.g_02735	Prba.g_00932
OG0000554	Syap.g_01450	Prba.g_00927
OG0000555	Syap.g_01941	Prba.g_01773
OG0000556	Syap.g_01933	Prba.g_01771
OG0000557	Syap.g_01931	Prba.g_01770
OG0000558	Syap.g_01147	Prba.g_01768
OG0000560	Syap.g_00305	Prba.g_01761
OG0000561	Syap.g_00304	Prba.g_01760
OG0000562	Syap.g_00302	Prba.g_01759
OG0000563	Syap.g_00301	Prba.g_01758
OG0000564	Syap.g_00300	Prba.g_01757
OG0000565	Syap.g_00296	Prba.g_01754
OG0000566	Syap.g_00291	Prba.g_01752
OG0000567	Syap.g_01297	Prba.g_01748
OG0000568	Syap.g_01302	Prba.g_01747
OG0000569	Syap.g_01303	Prba.g_01746
OG0000570	Syap.g_01304	Prba.g_01745
OG0000571	Syap.g_01307	Prba.g_01743
OG0000573	Syap.g_00765	Prba.g_01725
OG0000574	Syap.g_00759	Prba.g_01724
OG0000575	Syap.g_00445	Prba.g_01720
OG0000576	Syap.g_00450	Prba.g_01718
OG0000577	Syap.g_00451	Prba.g_01717
OG0000578	Syap.g_00452	Prba.g_01716
OG0000579	Syap.g_00453	Prba.g_01715
OG0000580	Syap.g_00454	Prba.g_01714
OG0000581	Syap.g_01521	Prba.g_01712
OG0000582	Syap.g_01533	Prba.g_01709
OG0000583	Syap.g_01532	Prba.g_01708
OG0000584	Syap.g_01530	Prba.g_01707
OG0000585	Syap.g_01526	Prba.g_01705
OG0000586	Syap.g_01525	Prba.g_01704
OG0000587	Syap.g_01523	Prba.g_01703
OG0000588	Syap.g_00776	Prba.g_01699
OG0000589	Syap.g_00941	Prba.g_01696
OG0000590	Syap.g_00940	Prba.g_01695
OG0000591	Syap.g_01289	Prba.g_01692
OG0000592	Syap.g_01288	Prba.g_01691
OG0000593	Syap.g_00890	Prba.g_01685
OG0000594	Syap.g_00891	Prba.g_01684
OG0000595	Syap.g_00892	Prba.g_01683
OG0000596	Syap.g_00898	Prba.g_01679
OG0000597	Syap.g_00903	Prba.g_01677
OG0000598	Syap.g_00904	Prba.g_01676
OG0000599	Syap.g_00908	Prba.g_01673
OG0000600	Syap.g_00909	Prba.g_01672
OG0000601	Syap.g_00910	Prba.g_01671
OG0000602	Syap.g_00640	Prba.g_01669
OG0000603	Syap.g_00641	Prba.g_01668
