Orthogroup	Syap	Prau
OG0000288	Syap.g_02764, Syap.g_02763	Prau.g_01062
OG0000289	Syap.g_02784	Prau.g_01073
OG0000290	Syap.g_01552	Prau.g_01086
OG0000292	Syap.g_02314	Prau.g_01136
OG0000293	Syap.g_00240	Prau.g_01198
OG0000294	Syap.g_00239	Prau.g_01199
OG0000295	Syap.g_00206	Prau.g_01218
OG0000296	Syap.g_00204	Prau.g_01220
OG0000299	Syap.g_02620	Prau.g_01246
OG0000302	Syap.g_02444, Syap.g_02445	Prau.g_01252
OG0000303	Syap.g_02435	Prau.g_01259
OG0000304	Syap.g_02430	Prau.g_01263
OG0000305	Syap.g_01557	Prau.g_01401
OG0000306	Syap.g_01966	Prau.g_01404
OG0000307	Syap.g_02517	Prau.g_01418
OG0000308	Syap.g_02514, Syap.g_02515	Prau.g_01419
OG0000309	Syap.g_02198, Syap.g_02446	Prau.g_01423
OG0000310	Syap.g_02660, Syap.g_02661	Prau.g_01513
OG0000311	Syap.g_02657	Prau.g_01515
OG0000312	Syap.g_02114	Prau.g_01518
OG0000313	Syap.g_02473	Prau.g_01535
OG0000315	Syap.g_00017	Prau.g_01568
OG0000316	Syap.g_00030	Prau.g_01588
OG0000317	Syap.g_00618	Prau.g_01730
OG0000318	Syap.g_00622, Syap.g_02786	Prau.g_01733
OG0000319	Syap.g_01764, Syap.g_01771	Prau.g_01746
OG0000320	Syap.g_01761, Syap.g_01769	Prau.g_01748
OG0000321	Syap.g_01760, Syap.g_01768	Prau.g_01749
OG0000322	Syap.g_01759, Syap.g_01767	Prau.g_01750
OG0000323	Syap.g_01389	Prau.g_01759
OG0000324	Syap.g_01503	Prau.g_01785
OG0000325	Syap.g_02680	Prau.g_01795
OG0000326	Syap.g_00544	Prau.g_01801
OG0000327	Syap.g_01233, Syap.g_01913	Prau.g_01828
OG0000328	Syap.g_01234, Syap.g_01912	Prau.g_01829
OG0000329	Syap.g_00498	Prau.g_01846
OG0000330	Syap.g_00497	Prau.g_01847
OG0000331	Syap.g_00496	Prau.g_01848
OG0000332	Syap.g_00481	Prau.g_01862
OG0000333	Syap.g_00478	Prau.g_01864
OG0000334	Syap.g_00468	Prau.g_01872
OG0000335	Syap.g_00101, Syap.g_00463	Prau.g_01877
OG0000336	Syap.g_00417, Syap.g_00607	Prau.g_01881
OG0000337	Syap.g_01054	Prau.g_01897
OG0000338	Syap.g_01059	Prau.g_01898
OG0000339	Syap.g_01068	Prau.g_01902
OG0000340	Syap.g_01077	Prau.g_01910
OG0000341	Syap.g_01079	Prau.g_01912
OG0000342	Syap.g_01080, Syap.g_02477	Prau.g_01913
OG0000343	Syap.g_01086, Syap.g_02078	Prau.g_01914
OG0000344	Syap.g_01091	Prau.g_01917
OG0000345	Syap.g_01107, Syap.g_01470	Prau.g_01922
OG0000346	Syap.g_01113	Prau.g_01926
OG0000347	Syap.g_01131, Syap.g_02459	Prau.g_01942
OG0000348	Syap.g_00632	Prau.g_01952
OG0000349	Syap.g_00110, Syap.g_01813	Prau.g_01969
OG0000351	Syap.g_02594	Prau.g_02004
OG0000352	Syap.g_02596, Syap.g_02597	Prau.g_02005
OG0000353	Syap.g_00054	Prau.g_02021
OG0000355	Syap.g_00056	Prau.g_00001
OG0000356	Syap.g_00057	Prau.g_00002
OG0000357	Syap.g_00058	Prau.g_00003
OG0000358	Syap.g_00063	Prau.g_00007
OG0000359	Syap.g_00065	Prau.g_00008
OG0000360	Syap.g_00067	Prau.g_00009
OG0000361	Syap.g_00068	Prau.g_00010
OG0000362	Syap.g_00070	Prau.g_00012
OG0000363	Syap.g_00072	Prau.g_00014
OG0000364	Syap.g_00620	Prau.g_00015
OG0000365	Syap.g_00081	Prau.g_00020
OG0000366	Syap.g_00082	Prau.g_00021
OG0000367	Syap.g_00083	Prau.g_00022
OG0000368	Syap.g_00085	Prau.g_00024
OG0000369	Syap.g_00086	Prau.g_00025
OG0000370	Syap.g_00087	Prau.g_00026
OG0000372	Syap.g_01805	Prau.g_00034
OG0000373	Syap.g_01806	Prau.g_00035
OG0000374	Syap.g_01807	Prau.g_00036
OG0000375	Syap.g_01808	Prau.g_00047
OG0000376	Syap.g_01811	Prau.g_00049
OG0000377	Syap.g_00128	Prau.g_00053
OG0000378	Syap.g_01326	Prau.g_00055
OG0000380	Syap.g_01687	Prau.g_00068
OG0000381	Syap.g_01690	Prau.g_00072
OG0000382	Syap.g_02548	Prau.g_00082
OG0000383	Syap.g_02359	Prau.g_00084
OG0000384	Syap.g_02360	Prau.g_00085
OG0000385	Syap.g_02361	Prau.g_00086
OG0000386	Syap.g_02362	Prau.g_00087
OG0000387	Syap.g_01864	Prau.g_00100
OG0000391	Syap.g_02234	Prau.g_00117
OG0000392	Syap.g_02225	Prau.g_00121
OG0000393	Syap.g_02222	Prau.g_00123
OG0000394	Syap.g_02221	Prau.g_00124
OG0000395	Syap.g_02220	Prau.g_00125
OG0000396	Syap.g_02217	Prau.g_00128
OG0000397	Syap.g_02215	Prau.g_00130
OG0000398	Syap.g_02211	Prau.g_00132
OG0000399	Syap.g_02210	Prau.g_00133
OG0000400	Syap.g_02209	Prau.g_00134
OG0000401	Syap.g_02208	Prau.g_00135
OG0000402	Syap.g_02206	Prau.g_00137
OG0000403	Syap.g_02205	Prau.g_00138
OG0000404	Syap.g_02204, Syap.g_02618	Prau.g_00139
OG0000405	Syap.g_02191	Prau.g_00143
OG0000406	Syap.g_02186	Prau.g_00148
OG0000407	Syap.g_02185	Prau.g_00149
OG0000408	Syap.g_02181, Syap.g_02182	Prau.g_00151
OG0000409	Syap.g_02179	Prau.g_00153
OG0000410	Syap.g_02178	Prau.g_00154
OG0000411	Syap.g_02177	Prau.g_00155
OG0000412	Syap.g_02176	Prau.g_00156
OG0000413	Syap.g_02174	Prau.g_00157
OG0000414	Syap.g_02173	Prau.g_00158
OG0000415	Syap.g_02172	Prau.g_00159
OG0000416	Syap.g_02171	Prau.g_00160
OG0000417	Syap.g_02169	Prau.g_00161
OG0000418	Syap.g_01204	Prau.g_00166
OG0000419	Syap.g_01201	Prau.g_00168
OG0000420	Syap.g_01199	Prau.g_00169
OG0000421	Syap.g_01195	Prau.g_00174
OG0000422	Syap.g_01194	Prau.g_00175
OG0000423	Syap.g_01193	Prau.g_00176
OG0000424	Syap.g_01192	Prau.g_00177
OG0000425	Syap.g_01191	Prau.g_00178
OG0000426	Syap.g_01190	Prau.g_00179
OG0000427	Syap.g_01189	Prau.g_00180
OG0000428	Syap.g_01186	Prau.g_00182
OG0000429	Syap.g_01184	Prau.g_00183
OG0000430	Syap.g_01182	Prau.g_00184
OG0000431	Syap.g_01179	Prau.g_00186
OG0000432	Syap.g_02277	Prau.g_00189
OG0000433	Syap.g_02272	Prau.g_00190
OG0000434	Syap.g_02271	Prau.g_00191
OG0000435	Syap.g_02268	Prau.g_00192
OG0000436	Syap.g_01607	Prau.g_00197
OG0000437	Syap.g_01608	Prau.g_00198
OG0000438	Syap.g_01612	Prau.g_00199
OG0000439	Syap.g_01614	Prau.g_00201
OG0000440	Syap.g_01615	Prau.g_00202
OG0000441	Syap.g_01619	Prau.g_00205
OG0000442	Syap.g_01620	Prau.g_00206
OG0000443	Syap.g_01622	Prau.g_00207
OG0000444	Syap.g_01424	Prau.g_00212
OG0000445	Syap.g_01421	Prau.g_00213
OG0000446	Syap.g_01419	Prau.g_00214
OG0000447	Syap.g_01410	Prau.g_00215
OG0000448	Syap.g_01407	Prau.g_00216
OG0000449	Syap.g_01406	Prau.g_00217
OG0000450	Syap.g_01909	Prau.g_00218
OG0000451	Syap.g_01908	Prau.g_00219
OG0000452	Syap.g_01904	Prau.g_00222
OG0000453	Syap.g_01903	Prau.g_00223
OG0000454	Syap.g_01902	Prau.g_00224
OG0000455	Syap.g_01901	Prau.g_00225
OG0000456	Syap.g_01900	Prau.g_00226
OG0000457	Syap.g_01896	Prau.g_00227
OG0000458	Syap.g_01895	Prau.g_00228
OG0000459	Syap.g_01894	Prau.g_00229
OG0000460	Syap.g_01159	Prau.g_00236
OG0000461	Syap.g_01575	Prau.g_00244
OG0000462	Syap.g_01578	Prau.g_00246
OG0000463	Syap.g_01579	Prau.g_00247
OG0000464	Syap.g_01580	Prau.g_00248
OG0000465	Syap.g_01582	Prau.g_00249
OG0000466	Syap.g_01587	Prau.g_00252
OG0000467	Syap.g_01588	Prau.g_00253
OG0000468	Syap.g_01593	Prau.g_00255
OG0000469	Syap.g_02352	Prau.g_00264
OG0000470	Syap.g_02349	Prau.g_00266
OG0000471	Syap.g_02348	Prau.g_00267
OG0000472	Syap.g_02347	Prau.g_00268
OG0000473	Syap.g_02343	Prau.g_00270
OG0000474	Syap.g_02342	Prau.g_00271
OG0000475	Syap.g_02341	Prau.g_00272
OG0000476	Syap.g_02339	Prau.g_00273
OG0000477	Syap.g_01367	Prau.g_00277
OG0000478	Syap.g_01366	Prau.g_00278
OG0000479	Syap.g_01364	Prau.g_00279
OG0000480	Syap.g_01357	Prau.g_00284
OG0000482	Syap.g_01355	Prau.g_00287
OG0000483	Syap.g_01344	Prau.g_00290
OG0000484	Syap.g_01350	Prau.g_00291
OG0000485	Syap.g_01349	Prau.g_00292
OG0000487	Syap.g_01635	Prau.g_00297
OG0000488	Syap.g_01639	Prau.g_00300
OG0000489	Syap.g_02482	Prau.g_00305
OG0000490	Syap.g_01673	Prau.g_00310
OG0000491	Syap.g_01670	Prau.g_00311
OG0000492	Syap.g_01668	Prau.g_00313
OG0000493	Syap.g_01667	Prau.g_00314
OG0000494	Syap.g_01666	Prau.g_00315
OG0000495	Syap.g_01665	Prau.g_00316
OG0000496	Syap.g_01663	Prau.g_00317
OG0000497	Syap.g_01662	Prau.g_00318
OG0000498	Syap.g_01661	Prau.g_00319
OG0000499	Syap.g_01660	Prau.g_00320
OG0000500	Syap.g_01659	Prau.g_00321
OG0000501	Syap.g_01656	Prau.g_00323
OG0000502	Syap.g_02066	Prau.g_00326
OG0000503	Syap.g_00569	Prau.g_00336
OG0000504	Syap.g_00567	Prau.g_00337
OG0000505	Syap.g_00566	Prau.g_00338
OG0000506	Syap.g_00564	Prau.g_00340
OG0000507	Syap.g_00558	Prau.g_00343
OG0000508	Syap.g_00554	Prau.g_00347
OG0000509	Syap.g_00551	Prau.g_00349
OG0000510	Syap.g_00550	Prau.g_00350
OG0000511	Syap.g_00548	Prau.g_00351
OG0000512	Syap.g_02145	Prau.g_00353
OG0000513	Syap.g_02048	Prau.g_00360
OG0000514	Syap.g_02051	Prau.g_00472
OG0000515	Syap.g_02052	Prau.g_00473
OG0000516	Syap.g_02054	Prau.g_00474
OG0000517	Syap.g_02057	Prau.g_00476
OG0000519	Syap.g_00457	Prau.g_00488
OG0000520	Syap.g_00456	Prau.g_00489
OG0000521	Syap.g_01997	Prau.g_00494
OG0000522	Syap.g_01995	Prau.g_00496
OG0000523	Syap.g_02507	Prau.g_00497
OG0000524	Syap.g_02135	Prau.g_00503
OG0000525	Syap.g_02159	Prau.g_00506
OG0000526	Syap.g_02157	Prau.g_00507
OG0000527	Syap.g_02758	Prau.g_00514
OG0000528	Syap.g_02261	Prau.g_00519
OG0000529	Syap.g_02254	Prau.g_00522
OG0000530	Syap.g_02252	Prau.g_00525
OG0000531	Syap.g_02251	Prau.g_00526
OG0000532	Syap.g_02247	Prau.g_00528
OG0000533	Syap.g_02244	Prau.g_00529
OG0000534	Syap.g_02243	Prau.g_00530
OG0000535	Syap.g_02242	Prau.g_00531
OG0000536	Syap.g_02241	Prau.g_00532
OG0000537	Syap.g_02240	Prau.g_00533
OG0000538	Syap.g_00271	Prau.g_00541
OG0000539	Syap.g_00270	Prau.g_00542
OG0000540	Syap.g_00269	Prau.g_00543
OG0000541	Syap.g_00268	Prau.g_00544
OG0000542	Syap.g_00264	Prau.g_00546
OG0000543	Syap.g_00261	Prau.g_00548
OG0000544	Syap.g_00260	Prau.g_00549
OG0000545	Syap.g_00259	Prau.g_00551
OG0000546	Syap.g_00256	Prau.g_00554
OG0000547	Syap.g_00254	Prau.g_00556
OG0000548	Syap.g_00253	Prau.g_00557
OG0000549	Syap.g_00758	Prau.g_00559
OG0000550	Syap.g_02747	Prau.g_00564
OG0000551	Syap.g_02739	Prau.g_00567
OG0000552	Syap.g_02738	Prau.g_00568
OG0000553	Syap.g_02735	Prau.g_00569
OG0000554	Syap.g_01450	Prau.g_00574
OG0000555	Syap.g_01941	Prau.g_00582
OG0000556	Syap.g_01933	Prau.g_00584
OG0000557	Syap.g_01931	Prau.g_00585
OG0000558	Syap.g_01147	Prau.g_00587
OG0000560	Syap.g_00305	Prau.g_00594
OG0000561	Syap.g_00304	Prau.g_00595
OG0000562	Syap.g_00302	Prau.g_00596
OG0000563	Syap.g_00301	Prau.g_00597
OG0000564	Syap.g_00300	Prau.g_00598
OG0000565	Syap.g_00296	Prau.g_00601
OG0000566	Syap.g_00291	Prau.g_00603
OG0000567	Syap.g_01297	Prau.g_00607
OG0000568	Syap.g_01302	Prau.g_00608
OG0000569	Syap.g_01303	Prau.g_00609
OG0000570	Syap.g_01304	Prau.g_00610
OG0000571	Syap.g_01307	Prau.g_00612
OG0000573	Syap.g_00765	Prau.g_00630
OG0000574	Syap.g_00759	Prau.g_00631
OG0000575	Syap.g_00445	Prau.g_00635
OG0000576	Syap.g_00450	Prau.g_00637
OG0000577	Syap.g_00451	Prau.g_00638
OG0000578	Syap.g_00452	Prau.g_00639
OG0000579	Syap.g_00453	Prau.g_00640
OG0000580	Syap.g_00454	Prau.g_00641
OG0000581	Syap.g_01521	Prau.g_00643
OG0000582	Syap.g_01533	Prau.g_00646
OG0000583	Syap.g_01532	Prau.g_00647
OG0000584	Syap.g_01530	Prau.g_00648
OG0000585	Syap.g_01526	Prau.g_00650
OG0000586	Syap.g_01525	Prau.g_00651
OG0000587	Syap.g_01523	Prau.g_00652
OG0000588	Syap.g_00776	Prau.g_00656
OG0000589	Syap.g_00941	Prau.g_00661
OG0000590	Syap.g_00940	Prau.g_00662
OG0000591	Syap.g_01289	Prau.g_00665
OG0000592	Syap.g_01288	Prau.g_00666
OG0000593	Syap.g_00890	Prau.g_00672
OG0000594	Syap.g_00891	Prau.g_00673
OG0000595	Syap.g_00892	Prau.g_00674
OG0000596	Syap.g_00898	Prau.g_00678
OG0000597	Syap.g_00903	Prau.g_00680
OG0000598	Syap.g_00904	Prau.g_00681
OG0000599	Syap.g_00908	Prau.g_00684
