Orthogroup	Syap	Syaq
OG0000222	Syap.g_01669	Syaq.g_00868
OG0000223	Syap.g_02072, Syap.g_02073	Syaq.g_00946
OG0000224	Syap.g_02064	Syaq.g_00950
OG0000225	Syap.g_00553, Syap.g_00552	Syaq.g_00543
OG0000226	Syap.g_02029, Syap.g_02144	Syaq.g_00536
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syaq.g_00534
OG0000228	Syap.g_00116, Syap.g_02041	Syaq.g_00531
OG0000229	Syap.g_02059	Syaq.g_00501
OG0000230	Syap.g_02061	Syaq.g_00499
OG0000231	Syap.g_02533	Syaq.g_00485
OG0000232	Syap.g_02510, Syap.g_02511	Syaq.g_00472
OG0000233	Syap.g_02133	Syaq.g_00464
OG0000234	Syap.g_02755	Syaq.g_00440
OG0000235	Syap.g_00732, Syap.g_02258	Syaq.g_01771
OG0000236	Syap.g_02238	Syaq.g_01787
OG0000237	Syap.g_00262, Syap.g_00263	Syaq.g_01805
OG0000238	Syap.g_00257, Syap.g_00258	Syaq.g_01810
OG0000239	Syap.g_02744	Syaq.g_01826
OG0000240	Syap.g_02742	Syaq.g_01827
OG0000241	Syap.g_00888	Syaq.g_02074
OG0000242	Syap.g_01455	Syaq.g_01836
OG0000243	Syap.g_01938	Syaq.g_01922
OG0000244	Syap.g_01146, Syap.g_01145	Syaq.g_01928
OG0000245	Syap.g_01148	Syaq.g_01930
OG0000246	Syap.g_00308	Syaq.g_01934
OG0000247	Syap.g_00288, Syap.g_00293	Syaq.g_01945
OG0000248	Syap.g_00290	Syaq.g_01948
OG0000249	Syap.g_01296, Syap.g_01295	Syaq.g_01950
OG0000250	Syap.g_01306	Syaq.g_01958
OG0000251	Syap.g_00442	Syaq.g_01984
OG0000252	Syap.g_01857	Syaq.g_01987
OG0000253	Syap.g_00443	Syaq.g_01989
OG0000254	Syap.g_01527, Syap.g_01528	Syaq.g_02016
OG0000256	Syap.g_01287	Syaq.g_02068
OG0000257	Syap.g_00886	Syaq.g_02073
OG0000258	Syap.g_00907	Syaq.g_02095
OG0000260	Syap.g_01970	Syaq.g_02242
OG0000261	Syap.g_01962, Syap.g_01961	Syaq.g_02245
OG0000262	Syap.g_01954	Syaq.g_02250
OG0000263	Syap.g_00432, Syap.g_00433	Syaq.g_00185
OG0000266	Syap.g_00519	Syaq.g_00037
OG0000267	Syap.g_02333, Syap.g_02332	Syaq.g_02430
OG0000268	Syap.g_00646	Syaq.g_02431
OG0000269	Syap.g_00188	Syaq.g_02335
OG0000270	Syap.g_00192	Syaq.g_02338
OG0000271	Syap.g_00200, Syap.g_00201	Syaq.g_02346
OG0000272	Syap.g_00202	Syaq.g_02347
OG0000273	Syap.g_02703	Syaq.g_02376
OG0000274	Syap.g_02702	Syaq.g_02377
OG0000275	Syap.g_01847	Syaq.g_02380
OG0000276	Syap.g_01838, Syap.g_01839	Syaq.g_02387
OG0000277	Syap.g_01837	Syaq.g_02388
OG0000278	Syap.g_01834	Syaq.g_02391
OG0000279	Syap.g_00829, Syap.g_00830	Syaq.g_02401
OG0000280	Syap.g_00365	Syaq.g_02410
OG0000281	Syap.g_01977	Syaq.g_02224
OG0000282	Syap.g_01252	Syaq.g_02271
OG0000283	Syap.g_01728	Syaq.g_02445
OG0000284	Syap.g_01736	Syaq.g_02450
OG0000285	Syap.g_01746, Syap.g_01744	Syaq.g_02466
OG0000286	Syap.g_02014, Syap.g_02013	Syaq.g_02484
OG0000288	Syap.g_02764, Syap.g_02763	Syaq.g_00067
OG0000289	Syap.g_02784	Syaq.g_00053
OG0000290	Syap.g_01552	Syaq.g_02682
OG0000292	Syap.g_02314	Syaq.g_01157
OG0000293	Syap.g_00240	Syaq.g_00262
OG0000294	Syap.g_00239	Syaq.g_00261
OG0000295	Syap.g_00206	Syaq.g_00220
OG0000296	Syap.g_00204	Syaq.g_00218
OG0000297	Syap.g_01887	Syaq.g_00205
OG0000298	Syap.g_01888	Syaq.g_00204
OG0000299	Syap.g_02620	Syaq.g_00171
OG0000302	Syap.g_02444, Syap.g_02445	Syaq.g_00162
OG0000303	Syap.g_02435	Syaq.g_00152
OG0000304	Syap.g_02430	Syaq.g_00146
OG0000305	Syap.g_01557	Syaq.g_02677
OG0000306	Syap.g_01966	Syaq.g_01861
OG0000307	Syap.g_02517	Syaq.g_01754
OG0000308	Syap.g_02514, Syap.g_02515	Syaq.g_01752
OG0000309	Syap.g_02198, Syap.g_02446	Syaq.g_01747
OG0000310	Syap.g_02660, Syap.g_02661	Syaq.g_00347
OG0000311	Syap.g_02657	Syaq.g_00352
OG0000312	Syap.g_02114	Syaq.g_00359
OG0000313	Syap.g_02473	Syaq.g_00379
OG0000314	Syap.g_00007	Syaq.g_00408
OG0000315	Syap.g_00017	Syaq.g_00418
OG0000316	Syap.g_00030	Syaq.g_01716
OG0000317	Syap.g_00618	Syaq.g_01675
OG0000318	Syap.g_00622, Syap.g_02786	Syaq.g_01672
OG0000319	Syap.g_01764, Syap.g_01771	Syaq.g_01657
OG0000320	Syap.g_01761, Syap.g_01769	Syaq.g_01655
OG0000321	Syap.g_01760, Syap.g_01768	Syaq.g_01654
OG0000322	Syap.g_01759, Syap.g_01767	Syaq.g_01653
OG0000323	Syap.g_01389	Syaq.g_01638
OG0000324	Syap.g_01503	Syaq.g_01605
OG0000325	Syap.g_02680	Syaq.g_00693
OG0000326	Syap.g_00544	Syaq.g_00686
OG0000327	Syap.g_01233, Syap.g_01913	Syaq.g_00652
OG0000328	Syap.g_01234, Syap.g_01912	Syaq.g_00651
OG0000329	Syap.g_00498	Syaq.g_00633
OG0000330	Syap.g_00497	Syaq.g_00632
OG0000331	Syap.g_00496	Syaq.g_00631
OG0000332	Syap.g_00481	Syaq.g_00616
OG0000333	Syap.g_00478	Syaq.g_00613
OG0000334	Syap.g_00468	Syaq.g_00603
OG0000335	Syap.g_00101, Syap.g_00463	Syaq.g_00598
OG0000336	Syap.g_00417, Syap.g_00607	Syaq.g_00594
OG0000337	Syap.g_01054	Syaq.g_00975
OG0000338	Syap.g_01059	Syaq.g_00981
OG0000339	Syap.g_01068	Syaq.g_00988
OG0000340	Syap.g_01077	Syaq.g_01005
OG0000341	Syap.g_01079	Syaq.g_01007
OG0000342	Syap.g_01080, Syap.g_02477	Syaq.g_01008
OG0000343	Syap.g_01086, Syap.g_02078	Syaq.g_01010
OG0000344	Syap.g_01091	Syaq.g_01014
OG0000345	Syap.g_01107, Syap.g_01470	Syaq.g_01024
OG0000346	Syap.g_01113	Syaq.g_01029
OG0000347	Syap.g_01131, Syap.g_02459	Syaq.g_01057
OG0000348	Syap.g_00632	Syaq.g_01070
OG0000349	Syap.g_00110, Syap.g_01813	Syaq.g_01099
OG0000351	Syap.g_02594	Syaq.g_01179
OG0000352	Syap.g_02596, Syap.g_02597	Syaq.g_01178
OG0000353	Syap.g_00054	Syaq.g_01151
OG0000354	Syap.g_00075, Syap.g_02635	Syaq.g_01131
OG0000355	Syap.g_00056	Syaq.g_01149
OG0000356	Syap.g_00057	Syaq.g_01148
OG0000357	Syap.g_00058	Syaq.g_01147
OG0000358	Syap.g_00063	Syaq.g_01143
OG0000359	Syap.g_00065	Syaq.g_01141
OG0000360	Syap.g_00067	Syaq.g_01140
OG0000361	Syap.g_00068	Syaq.g_01139
OG0000362	Syap.g_00070	Syaq.g_01137
OG0000363	Syap.g_00072	Syaq.g_01135
OG0000364	Syap.g_00620	Syaq.g_01134
OG0000365	Syap.g_00081	Syaq.g_01125
OG0000366	Syap.g_00082	Syaq.g_01124
OG0000367	Syap.g_00083	Syaq.g_01123
OG0000368	Syap.g_00085	Syaq.g_01121
OG0000369	Syap.g_00086	Syaq.g_01120
OG0000370	Syap.g_00087	Syaq.g_01119
OG0000372	Syap.g_01805	Syaq.g_01106
OG0000373	Syap.g_01806	Syaq.g_01105
OG0000374	Syap.g_01807	Syaq.g_01104
OG0000375	Syap.g_01808	Syaq.g_01103
OG0000376	Syap.g_01811	Syaq.g_01101
OG0000377	Syap.g_00128	Syaq.g_01270
OG0000378	Syap.g_01326	Syaq.g_01286
OG0000380	Syap.g_01687	Syaq.g_01560
OG0000381	Syap.g_01690	Syaq.g_01558
OG0000382	Syap.g_02548	Syaq.g_01540
OG0000383	Syap.g_02359	Syaq.g_01535
OG0000384	Syap.g_02360	Syaq.g_01534
OG0000385	Syap.g_02361	Syaq.g_01533
OG0000386	Syap.g_02362	Syaq.g_01532
OG0000387	Syap.g_01864	Syaq.g_01495
OG0000391	Syap.g_02234	Syaq.g_01468
OG0000392	Syap.g_02225	Syaq.g_01463
OG0000393	Syap.g_02222	Syaq.g_01460
OG0000394	Syap.g_02221	Syaq.g_01459
OG0000395	Syap.g_02220	Syaq.g_01458
OG0000396	Syap.g_02217	Syaq.g_01455
OG0000397	Syap.g_02215	Syaq.g_01453
OG0000398	Syap.g_02211	Syaq.g_01448
OG0000399	Syap.g_02210	Syaq.g_01447
OG0000400	Syap.g_02209	Syaq.g_01446
OG0000401	Syap.g_02208	Syaq.g_01445
OG0000402	Syap.g_02206	Syaq.g_01443
OG0000403	Syap.g_02205	Syaq.g_01442
OG0000404	Syap.g_02204, Syap.g_02618	Syaq.g_01440
OG0000405	Syap.g_02191	Syaq.g_01429
OG0000406	Syap.g_02186	Syaq.g_01422
OG0000407	Syap.g_02185	Syaq.g_01421
OG0000408	Syap.g_02181, Syap.g_02182	Syaq.g_01419
OG0000409	Syap.g_02179	Syaq.g_01417
OG0000410	Syap.g_02178	Syaq.g_01416
OG0000411	Syap.g_02177	Syaq.g_01415
OG0000412	Syap.g_02176	Syaq.g_01414
OG0000413	Syap.g_02174	Syaq.g_01412
OG0000414	Syap.g_02173	Syaq.g_01411
OG0000415	Syap.g_02172	Syaq.g_01410
OG0000416	Syap.g_02171	Syaq.g_01409
OG0000417	Syap.g_02169	Syaq.g_01408
OG0000418	Syap.g_01204	Syaq.g_01403
OG0000419	Syap.g_01201	Syaq.g_01401
OG0000420	Syap.g_01199	Syaq.g_01400
OG0000421	Syap.g_01195	Syaq.g_01395
OG0000422	Syap.g_01194	Syaq.g_01394
OG0000423	Syap.g_01193	Syaq.g_01393
OG0000424	Syap.g_01192	Syaq.g_01392
OG0000425	Syap.g_01191	Syaq.g_01391
OG0000426	Syap.g_01190	Syaq.g_01390
OG0000427	Syap.g_01189	Syaq.g_01389
OG0000428	Syap.g_01186	Syaq.g_01386
OG0000429	Syap.g_01184	Syaq.g_01384
OG0000430	Syap.g_01182	Syaq.g_01383
OG0000431	Syap.g_01179	Syaq.g_01380
OG0000432	Syap.g_02277	Syaq.g_01374
OG0000433	Syap.g_02272	Syaq.g_01369
OG0000434	Syap.g_02271	Syaq.g_01368
OG0000435	Syap.g_02268	Syaq.g_01367
OG0000436	Syap.g_01607	Syaq.g_01361
OG0000437	Syap.g_01608	Syaq.g_01360
OG0000438	Syap.g_01612	Syaq.g_01359
OG0000439	Syap.g_01614	Syaq.g_01357
OG0000440	Syap.g_01615	Syaq.g_01356
OG0000441	Syap.g_01619	Syaq.g_01352
OG0000442	Syap.g_01620	Syaq.g_01350
OG0000443	Syap.g_01622	Syaq.g_01347
OG0000444	Syap.g_01424	Syaq.g_01333
OG0000445	Syap.g_01421	Syaq.g_01332
OG0000446	Syap.g_01419	Syaq.g_01330
OG0000447	Syap.g_01410	Syaq.g_01328
OG0000448	Syap.g_01407	Syaq.g_01327
OG0000449	Syap.g_01406	Syaq.g_01320
OG0000450	Syap.g_01909	Syaq.g_01313
OG0000451	Syap.g_01908	Syaq.g_01312
OG0000452	Syap.g_01904	Syaq.g_01308
OG0000453	Syap.g_01903	Syaq.g_01307
OG0000454	Syap.g_01902	Syaq.g_01306
OG0000455	Syap.g_01901	Syaq.g_01305
OG0000456	Syap.g_01900	Syaq.g_01304
OG0000457	Syap.g_01896	Syaq.g_01302
OG0000458	Syap.g_01895	Syaq.g_01299
OG0000459	Syap.g_01894	Syaq.g_01298
OG0000460	Syap.g_01159	Syaq.g_01577
OG0000461	Syap.g_01575	Syaq.g_00707
OG0000462	Syap.g_01578	Syaq.g_00710
OG0000463	Syap.g_01579	Syaq.g_00711
OG0000464	Syap.g_01580	Syaq.g_00712
OG0000465	Syap.g_01582	Syaq.g_00714
OG0000466	Syap.g_01587	Syaq.g_00718
OG0000467	Syap.g_01588	Syaq.g_00720
OG0000468	Syap.g_01593	Syaq.g_00725
OG0000469	Syap.g_02352	Syaq.g_00739
OG0000470	Syap.g_02349	Syaq.g_00741
OG0000471	Syap.g_02348	Syaq.g_00742
OG0000472	Syap.g_02347	Syaq.g_00744
OG0000473	Syap.g_02343	Syaq.g_00746
OG0000474	Syap.g_02342	Syaq.g_00747
OG0000475	Syap.g_02341	Syaq.g_00748
OG0000476	Syap.g_02339	Syaq.g_00750
OG0000477	Syap.g_01367	Syaq.g_00756
OG0000478	Syap.g_01366	Syaq.g_00757
OG0000479	Syap.g_01364	Syaq.g_00759
OG0000480	Syap.g_01357	Syaq.g_00766
OG0000482	Syap.g_01355	Syaq.g_00769
OG0000483	Syap.g_01344	Syaq.g_00773
OG0000484	Syap.g_01350	Syaq.g_00774
OG0000485	Syap.g_01349	Syaq.g_00775
OG0000487	Syap.g_01635	Syaq.g_00782
OG0000488	Syap.g_01639	Syaq.g_00845
OG0000489	Syap.g_02482	Syaq.g_00857
OG0000490	Syap.g_01673	Syaq.g_00864
OG0000491	Syap.g_01670	Syaq.g_00865
OG0000492	Syap.g_01668	Syaq.g_00869
OG0000493	Syap.g_01667	Syaq.g_00870
OG0000494	Syap.g_01666	Syaq.g_00871
OG0000495	Syap.g_01665	Syaq.g_00872
OG0000496	Syap.g_01663	Syaq.g_00873
OG0000497	Syap.g_01662	Syaq.g_00874
OG0000498	Syap.g_01661	Syaq.g_00875
OG0000499	Syap.g_01660	Syaq.g_00876
OG0000500	Syap.g_01659	Syaq.g_00877
OG0000501	Syap.g_01656	Syaq.g_00880
OG0000502	Syap.g_02066	Syaq.g_00953
OG0000503	Syap.g_00569	Syaq.g_00559
OG0000504	Syap.g_00567	Syaq.g_00557
OG0000505	Syap.g_00566	Syaq.g_00556
OG0000506	Syap.g_00564	Syaq.g_00554
OG0000507	Syap.g_00558	Syaq.g_00548
OG0000508	Syap.g_00554	Syaq.g_00544
OG0000509	Syap.g_00551	Syaq.g_00542
OG0000510	Syap.g_00550	Syaq.g_00538
OG0000511	Syap.g_00548	Syaq.g_00537
OG0000512	Syap.g_02145	Syaq.g_00535
OG0000513	Syap.g_02048	Syaq.g_00525
OG0000514	Syap.g_02051	Syaq.g_00514
OG0000515	Syap.g_02052	Syaq.g_00513
OG0000516	Syap.g_02054	Syaq.g_00509
OG0000517	Syap.g_02057	Syaq.g_00502
OG0000519	Syap.g_00457	Syaq.g_00489
OG0000520	Syap.g_00456	Syaq.g_00488
OG0000521	Syap.g_01997	Syaq.g_00477
OG0000522	Syap.g_01995	Syaq.g_00475
OG0000523	Syap.g_02507	Syaq.g_00474
OG0000524	Syap.g_02135	Syaq.g_00469
OG0000525	Syap.g_02159	Syaq.g_00450
OG0000526	Syap.g_02157	Syaq.g_00448
OG0000527	Syap.g_02758	Syaq.g_00444
OG0000528	Syap.g_02261	Syaq.g_01768
OG0000529	Syap.g_02254	Syaq.g_01773
OG0000530	Syap.g_02252	Syaq.g_01776
OG0000531	Syap.g_02251	Syaq.g_01777
OG0000532	Syap.g_02247	Syaq.g_01780
OG0000533	Syap.g_02244	Syaq.g_01782
OG0000534	Syap.g_02243	Syaq.g_01783
OG0000535	Syap.g_02242	Syaq.g_01784
OG0000536	Syap.g_02241	Syaq.g_01785
OG0000537	Syap.g_02240	Syaq.g_01786
OG0000538	Syap.g_00271	Syaq.g_01798
OG0000539	Syap.g_00270	Syaq.g_01799
OG0000540	Syap.g_00269	Syaq.g_01800
OG0000541	Syap.g_00268	Syaq.g_01801
OG0000542	Syap.g_00264	Syaq.g_01804
OG0000543	Syap.g_00261	Syaq.g_01806
OG0000544	Syap.g_00260	Syaq.g_02567, Syaq.g_01807
OG0000545	Syap.g_00259	Syaq.g_01809
OG0000546	Syap.g_00256	Syaq.g_01811
OG0000547	Syap.g_00254	Syaq.g_01813
OG0000548	Syap.g_00253	Syaq.g_01814
OG0000549	Syap.g_00758	Syaq.g_01819
OG0000550	Syap.g_02747	Syaq.g_01824
OG0000551	Syap.g_02739	Syaq.g_01829
OG0000552	Syap.g_02738	Syaq.g_01830
OG0000553	Syap.g_02735	Syaq.g_01834
OG0000554	Syap.g_01450	Syaq.g_01839
OG0000555	Syap.g_01941	Syaq.g_01857
OG0000556	Syap.g_01933	Syaq.g_01925
OG0000557	Syap.g_01931	Syaq.g_01927
OG0000558	Syap.g_01147	Syaq.g_01929
OG0000560	Syap.g_00305	Syaq.g_01936
OG0000561	Syap.g_00304	Syaq.g_01937
OG0000562	Syap.g_00302	Syaq.g_01938
OG0000563	Syap.g_00301	Syaq.g_01939
OG0000564	Syap.g_00300	Syaq.g_01940
OG0000565	Syap.g_00296	Syaq.g_01943
OG0000566	Syap.g_00291	Syaq.g_01947
OG0000567	Syap.g_01297	Syaq.g_01951
OG0000568	Syap.g_01302	Syaq.g_01954
OG0000569	Syap.g_01303	Syaq.g_01955
OG0000570	Syap.g_01304	Syaq.g_01956
