Orthogroup	Syap	Prac
OG0000223	Syap.g_02072, Syap.g_02073	Prac.g_01608
OG0000224	Syap.g_02064	Prac.g_01606
OG0000225	Syap.g_00553, Syap.g_00552	Prac.g_01188
OG0000226	Syap.g_02029, Syap.g_02144	Prac.g_01184
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prac.g_01182
OG0000228	Syap.g_00116, Syap.g_02041	Prac.g_01179
OG0000229	Syap.g_02059	Prac.g_01111
OG0000230	Syap.g_02061	Prac.g_01109
OG0000231	Syap.g_02533	Prac.g_01098
OG0000232	Syap.g_02510, Syap.g_02511	Prac.g_01089
OG0000233	Syap.g_02133	Prac.g_01082
OG0000234	Syap.g_02755	Prac.g_01068
OG0000235	Syap.g_00732, Syap.g_02258	Prac.g_01065
OG0000236	Syap.g_02238	Prac.g_01051
OG0000237	Syap.g_00262, Syap.g_00263	Prac.g_00865
OG0000238	Syap.g_00257, Syap.g_00258	Prac.g_00859
OG0000239	Syap.g_02744	Prac.g_00847
OG0000240	Syap.g_02742	Prac.g_00846
OG0000241	Syap.g_00888	Prac.g_00842
OG0000242	Syap.g_01455	Prac.g_00840
OG0000243	Syap.g_01938	Prac.g_00829
OG0000244	Syap.g_01146, Syap.g_01145	Prac.g_00826
OG0000245	Syap.g_01148	Prac.g_00824
OG0000246	Syap.g_00308	Prac.g_00820
OG0000247	Syap.g_00288, Syap.g_00293	Prac.g_00810
OG0000248	Syap.g_00290	Prac.g_00808
OG0000249	Syap.g_01296, Syap.g_01295	Prac.g_00806
OG0000250	Syap.g_01306	Prac.g_00801
OG0000251	Syap.g_00442	Prac.g_00782
OG0000252	Syap.g_01857	Prac.g_00778
OG0000253	Syap.g_00443	Prac.g_00777
OG0000254	Syap.g_01527, Syap.g_01528	Prac.g_00760
OG0000256	Syap.g_01287	Prac.g_00744
OG0000257	Syap.g_00886	Prac.g_00741
OG0000258	Syap.g_00907	Prac.g_00728
OG0000260	Syap.g_01970	Prac.g_00708
OG0000261	Syap.g_01962, Syap.g_01961	Prac.g_00706
OG0000262	Syap.g_01954	Prac.g_00702
OG0000263	Syap.g_00432, Syap.g_00433	Prac.g_00690
OG0000266	Syap.g_00519	Prac.g_01550
OG0000267	Syap.g_02333, Syap.g_02332	Prac.g_01539
OG0000268	Syap.g_00646	Prac.g_01538
OG0000269	Syap.g_00188	Prac.g_01480
OG0000270	Syap.g_00192	Prac.g_01477
OG0000271	Syap.g_00200, Syap.g_00201	Prac.g_01469
OG0000272	Syap.g_00202	Prac.g_01468
OG0000273	Syap.g_02703	Prac.g_01445
OG0000274	Syap.g_02702	Prac.g_01444
OG0000275	Syap.g_01847	Prac.g_01442
OG0000276	Syap.g_01838, Syap.g_01839	Prac.g_01437
OG0000277	Syap.g_01837	Prac.g_01436
OG0000278	Syap.g_01834	Prac.g_01433
OG0000279	Syap.g_00829, Syap.g_00830	Prac.g_01426
OG0000280	Syap.g_00365	Prac.g_01425
OG0000281	Syap.g_01977	Prac.g_01420
OG0000282	Syap.g_01252	Prac.g_01382
OG0000283	Syap.g_01728	Prac.g_01350
OG0000284	Syap.g_01736	Prac.g_01345
OG0000285	Syap.g_01746, Syap.g_01744	Prac.g_01340
OG0000286	Syap.g_02014, Syap.g_02013	Prac.g_01328
OG0000288	Syap.g_02764, Syap.g_02763	Prac.g_01283
OG0000289	Syap.g_02784	Prac.g_01272
OG0000290	Syap.g_01552	Prac.g_01259
OG0000292	Syap.g_02314	Prac.g_01207
OG0000293	Syap.g_00240	Prac.g_00994
OG0000294	Syap.g_00239	Prac.g_00993
OG0000295	Syap.g_00206	Prac.g_00973
OG0000296	Syap.g_00204	Prac.g_00971
OG0000299	Syap.g_02620	Prac.g_00945
OG0000302	Syap.g_02444, Syap.g_02445	Prac.g_00939
OG0000303	Syap.g_02435	Prac.g_00932
OG0000304	Syap.g_02430	Prac.g_00928
OG0000305	Syap.g_01557	Prac.g_00209
OG0000306	Syap.g_01966	Prac.g_00212
OG0000307	Syap.g_02517	Prac.g_00226
OG0000308	Syap.g_02514, Syap.g_02515	Prac.g_00227
OG0000309	Syap.g_02198, Syap.g_02446	Prac.g_00231
OG0000310	Syap.g_02660, Syap.g_02661	Prac.g_00426
OG0000311	Syap.g_02657	Prac.g_00424
OG0000312	Syap.g_02114	Prac.g_00421
OG0000313	Syap.g_02473	Prac.g_00407
OG0000315	Syap.g_00017	Prac.g_00374
OG0000316	Syap.g_00030	Prac.g_00354
OG0000317	Syap.g_00618	Prac.g_00627
OG0000318	Syap.g_00622, Syap.g_02786	Prac.g_00624
OG0000319	Syap.g_01764, Syap.g_01771	Prac.g_00611
OG0000320	Syap.g_01761, Syap.g_01769	Prac.g_00609
OG0000321	Syap.g_01760, Syap.g_01768	Prac.g_00608
OG0000322	Syap.g_01759, Syap.g_01767	Prac.g_00607
OG0000323	Syap.g_01389	Prac.g_00598
OG0000324	Syap.g_01503	Prac.g_00572
OG0000325	Syap.g_02680	Prac.g_00477
OG0000326	Syap.g_00544	Prac.g_00483
OG0000327	Syap.g_01233, Syap.g_01913	Prac.g_00507
OG0000328	Syap.g_01234, Syap.g_01912	Prac.g_00508
OG0000329	Syap.g_00498	Prac.g_00525
OG0000330	Syap.g_00497	Prac.g_00526
OG0000331	Syap.g_00496	Prac.g_00527
OG0000332	Syap.g_00481	Prac.g_00541
OG0000333	Syap.g_00478	Prac.g_00543
OG0000334	Syap.g_00468	Prac.g_00551
OG0000335	Syap.g_00101, Syap.g_00463	Prac.g_00555
OG0000336	Syap.g_00417, Syap.g_00607	Prac.g_00559
OG0000337	Syap.g_01054	Prac.g_00013
OG0000338	Syap.g_01059	Prac.g_00014
OG0000339	Syap.g_01068	Prac.g_00018
OG0000340	Syap.g_01077	Prac.g_00026
OG0000341	Syap.g_01079	Prac.g_00028
OG0000342	Syap.g_01080, Syap.g_02477	Prac.g_00029
OG0000343	Syap.g_01086, Syap.g_02078	Prac.g_00030
OG0000344	Syap.g_01091	Prac.g_00033
OG0000345	Syap.g_01107, Syap.g_01470	Prac.g_00038
OG0000346	Syap.g_01113	Prac.g_00042
OG0000347	Syap.g_01131, Syap.g_02459	Prac.g_00057
OG0000348	Syap.g_00632	Prac.g_00066
OG0000349	Syap.g_00110, Syap.g_01813	Prac.g_00083
OG0000351	Syap.g_02594	Prac.g_00118
OG0000352	Syap.g_02596, Syap.g_02597	Prac.g_00119
OG0000353	Syap.g_00054	Prac.g_01948
OG0000355	Syap.g_00056	Prac.g_01946
OG0000356	Syap.g_00057	Prac.g_01945
OG0000357	Syap.g_00058	Prac.g_01944
OG0000358	Syap.g_00063	Prac.g_01940
OG0000359	Syap.g_00065	Prac.g_01939
OG0000360	Syap.g_00067	Prac.g_01938
OG0000361	Syap.g_00068	Prac.g_01937
OG0000362	Syap.g_00070	Prac.g_01935
OG0000363	Syap.g_00072	Prac.g_01933
OG0000364	Syap.g_00620	Prac.g_01932
OG0000365	Syap.g_00081	Prac.g_01927
OG0000366	Syap.g_00082	Prac.g_01926
OG0000367	Syap.g_00083	Prac.g_01925
OG0000368	Syap.g_00085	Prac.g_01923
OG0000369	Syap.g_00086	Prac.g_01922
OG0000370	Syap.g_00087	Prac.g_01921
OG0000372	Syap.g_01805	Prac.g_01911
OG0000373	Syap.g_01806	Prac.g_01910
OG0000374	Syap.g_01807	Prac.g_01909
OG0000375	Syap.g_01808	Prac.g_01892
OG0000376	Syap.g_01811	Prac.g_01890
OG0000377	Syap.g_00128	Prac.g_01886
OG0000378	Syap.g_01326	Prac.g_01884
OG0000380	Syap.g_01687	Prac.g_01865
OG0000381	Syap.g_01690	Prac.g_01861
OG0000382	Syap.g_02548	Prac.g_01850
OG0000383	Syap.g_02359	Prac.g_01848
OG0000384	Syap.g_02360	Prac.g_01847
OG0000385	Syap.g_02361	Prac.g_01846
OG0000386	Syap.g_02362	Prac.g_01845
OG0000387	Syap.g_01864	Prac.g_01832
OG0000391	Syap.g_02234	Prac.g_01815
OG0000392	Syap.g_02225	Prac.g_01811
OG0000393	Syap.g_02222	Prac.g_01809
OG0000394	Syap.g_02221	Prac.g_01808
OG0000395	Syap.g_02220	Prac.g_01807
OG0000396	Syap.g_02217	Prac.g_01804
OG0000397	Syap.g_02215	Prac.g_01802
OG0000398	Syap.g_02211	Prac.g_01800
OG0000399	Syap.g_02210	Prac.g_01799
OG0000400	Syap.g_02209	Prac.g_01798
OG0000401	Syap.g_02208	Prac.g_01797
OG0000402	Syap.g_02206	Prac.g_01795
OG0000403	Syap.g_02205	Prac.g_01794
OG0000404	Syap.g_02204, Syap.g_02618	Prac.g_01793
OG0000405	Syap.g_02191	Prac.g_01789
OG0000406	Syap.g_02186	Prac.g_01783
OG0000407	Syap.g_02185	Prac.g_01782
OG0000408	Syap.g_02181, Syap.g_02182	Prac.g_01780
OG0000409	Syap.g_02179	Prac.g_01778
OG0000410	Syap.g_02178	Prac.g_01777
OG0000411	Syap.g_02177	Prac.g_01776
OG0000412	Syap.g_02176	Prac.g_01775
OG0000413	Syap.g_02174	Prac.g_01774
OG0000414	Syap.g_02173	Prac.g_01590, Prac.g_01773
OG0000415	Syap.g_02172	Prac.g_01772
OG0000416	Syap.g_02171	Prac.g_01771
OG0000417	Syap.g_02169	Prac.g_01770
OG0000418	Syap.g_01204	Prac.g_01765
OG0000419	Syap.g_01201	Prac.g_01763
OG0000420	Syap.g_01199	Prac.g_01762
OG0000421	Syap.g_01195	Prac.g_01757
OG0000422	Syap.g_01194	Prac.g_01756
OG0000423	Syap.g_01193	Prac.g_01755
OG0000424	Syap.g_01192	Prac.g_01754
OG0000425	Syap.g_01191	Prac.g_01753
OG0000426	Syap.g_01190	Prac.g_01752
OG0000427	Syap.g_01189	Prac.g_01751
OG0000428	Syap.g_01186	Prac.g_01749
OG0000429	Syap.g_01184	Prac.g_01748
OG0000430	Syap.g_01182	Prac.g_01747
OG0000431	Syap.g_01179	Prac.g_01745
OG0000432	Syap.g_02277	Prac.g_01742
OG0000433	Syap.g_02272	Prac.g_01741
OG0000434	Syap.g_02271	Prac.g_01740
OG0000435	Syap.g_02268	Prac.g_01739
OG0000436	Syap.g_01607	Prac.g_01734
OG0000437	Syap.g_01608	Prac.g_01733
OG0000438	Syap.g_01612	Prac.g_01732
OG0000439	Syap.g_01614	Prac.g_01730
OG0000440	Syap.g_01615	Prac.g_01729
OG0000441	Syap.g_01619	Prac.g_01726
OG0000442	Syap.g_01620	Prac.g_01725
OG0000443	Syap.g_01622	Prac.g_01724
OG0000444	Syap.g_01424	Prac.g_01719
OG0000445	Syap.g_01421	Prac.g_01718
OG0000446	Syap.g_01419	Prac.g_01717
OG0000447	Syap.g_01410	Prac.g_01716
OG0000448	Syap.g_01407	Prac.g_01715
OG0000449	Syap.g_01406	Prac.g_01714
OG0000450	Syap.g_01909	Prac.g_01713
OG0000451	Syap.g_01908	Prac.g_01712
OG0000452	Syap.g_01904	Prac.g_01709
OG0000453	Syap.g_01903	Prac.g_01708
OG0000454	Syap.g_01902	Prac.g_01707
OG0000455	Syap.g_01901	Prac.g_01706
OG0000456	Syap.g_01900	Prac.g_01705
OG0000457	Syap.g_01896	Prac.g_01704
OG0000458	Syap.g_01895	Prac.g_01703
OG0000459	Syap.g_01894	Prac.g_01702
OG0000460	Syap.g_01159	Prac.g_01695
OG0000461	Syap.g_01575	Prac.g_01688
OG0000462	Syap.g_01578	Prac.g_01686
OG0000463	Syap.g_01579	Prac.g_01685
OG0000464	Syap.g_01580	Prac.g_01684
OG0000465	Syap.g_01582	Prac.g_01683
OG0000466	Syap.g_01587	Prac.g_01680
OG0000467	Syap.g_01588	Prac.g_01679
OG0000468	Syap.g_01593	Prac.g_01678
OG0000469	Syap.g_02352	Prac.g_01669
OG0000470	Syap.g_02349	Prac.g_01667
OG0000471	Syap.g_02348	Prac.g_01666
OG0000472	Syap.g_02347	Prac.g_01665
OG0000473	Syap.g_02343	Prac.g_01663
OG0000474	Syap.g_02342	Prac.g_01662
OG0000475	Syap.g_02341	Prac.g_01661
OG0000476	Syap.g_02339	Prac.g_01660
OG0000477	Syap.g_01367	Prac.g_01656
OG0000478	Syap.g_01366	Prac.g_01655
OG0000479	Syap.g_01364	Prac.g_01654
OG0000480	Syap.g_01357	Prac.g_01649
OG0000482	Syap.g_01355	Prac.g_01646
OG0000483	Syap.g_01344	Prac.g_01643
OG0000484	Syap.g_01350	Prac.g_01642
OG0000485	Syap.g_01349	Prac.g_01641
OG0000487	Syap.g_01635	Prac.g_01636
OG0000488	Syap.g_01639	Prac.g_01633
OG0000489	Syap.g_02482	Prac.g_01628
OG0000490	Syap.g_01673	Prac.g_01623
OG0000491	Syap.g_01670	Prac.g_01622
OG0000492	Syap.g_01668	Prac.g_01620
OG0000493	Syap.g_01667	Prac.g_01619
OG0000494	Syap.g_01666	Prac.g_01618
OG0000495	Syap.g_01665	Prac.g_01617
OG0000496	Syap.g_01663	Prac.g_01616
OG0000497	Syap.g_01662	Prac.g_01615
OG0000498	Syap.g_01661	Prac.g_01614
OG0000499	Syap.g_01660	Prac.g_01613
OG0000500	Syap.g_01659	Prac.g_01612
OG0000501	Syap.g_01656	Prac.g_01610
OG0000502	Syap.g_02066	Prac.g_01607
OG0000503	Syap.g_00569	Prac.g_01200
OG0000504	Syap.g_00567	Prac.g_01199
OG0000505	Syap.g_00566	Prac.g_01198
OG0000506	Syap.g_00564	Prac.g_01196
OG0000507	Syap.g_00558	Prac.g_01193
OG0000508	Syap.g_00554	Prac.g_01189
OG0000509	Syap.g_00551	Prac.g_01187
OG0000510	Syap.g_00550	Prac.g_01186
OG0000511	Syap.g_00548	Prac.g_01185
OG0000512	Syap.g_02145	Prac.g_01183
OG0000513	Syap.g_02048	Prac.g_01176
OG0000514	Syap.g_02051	Prac.g_01116
OG0000515	Syap.g_02052	Prac.g_01115
OG0000516	Syap.g_02054	Prac.g_01114
OG0000517	Syap.g_02057	Prac.g_01112
OG0000519	Syap.g_00457	Prac.g_01100
OG0000520	Syap.g_00456	Prac.g_01099
OG0000521	Syap.g_01997	Prac.g_01094
OG0000522	Syap.g_01995	Prac.g_01092
OG0000523	Syap.g_02507	Prac.g_01091
OG0000524	Syap.g_02135	Prac.g_01084
OG0000525	Syap.g_02159	Prac.g_01081
OG0000526	Syap.g_02157	Prac.g_01080
OG0000527	Syap.g_02758	Prac.g_01071
OG0000528	Syap.g_02261	Prac.g_01066
OG0000529	Syap.g_02254	Prac.g_01063
OG0000530	Syap.g_02252	Prac.g_01060
OG0000531	Syap.g_02251	Prac.g_01059
OG0000532	Syap.g_02247	Prac.g_01057
OG0000533	Syap.g_02244	Prac.g_01056
OG0000534	Syap.g_02243	Prac.g_01055
OG0000535	Syap.g_02242	Prac.g_01054
OG0000536	Syap.g_02241	Prac.g_01053
OG0000537	Syap.g_02240	Prac.g_01052
OG0000538	Syap.g_00271	Prac.g_00871
OG0000539	Syap.g_00270	Prac.g_00870
OG0000540	Syap.g_00269	Prac.g_00869
OG0000541	Syap.g_00268	Prac.g_00868
OG0000542	Syap.g_00264	Prac.g_00866
OG0000543	Syap.g_00261	Prac.g_00864
OG0000544	Syap.g_00260	Prac.g_00863
OG0000545	Syap.g_00259	Prac.g_00861
OG0000546	Syap.g_00256	Prac.g_00858
OG0000547	Syap.g_00254	Prac.g_00857
OG0000548	Syap.g_00253	Prac.g_00856
OG0000549	Syap.g_00758	Prac.g_00854
OG0000550	Syap.g_02747	Prac.g_00849
OG0000551	Syap.g_02739	Prac.g_00845
OG0000552	Syap.g_02738	Prac.g_00844
OG0000553	Syap.g_02735	Prac.g_00843
OG0000554	Syap.g_01450	Prac.g_00838
OG0000555	Syap.g_01941	Prac.g_00830
OG0000556	Syap.g_01933	Prac.g_00828
OG0000557	Syap.g_01931	Prac.g_00827
OG0000558	Syap.g_01147	Prac.g_00825
OG0000560	Syap.g_00305	Prac.g_00818
OG0000561	Syap.g_00304	Prac.g_00817
OG0000562	Syap.g_00302	Prac.g_00816
OG0000563	Syap.g_00301	Prac.g_00815
OG0000564	Syap.g_00300	Prac.g_00814
OG0000565	Syap.g_00296	Prac.g_00811
OG0000566	Syap.g_00291	Prac.g_00809
OG0000567	Syap.g_01297	Prac.g_00805
OG0000568	Syap.g_01302	Prac.g_00804
OG0000569	Syap.g_01303	Prac.g_00803
OG0000570	Syap.g_01304	Prac.g_00802
OG0000571	Syap.g_01307	Prac.g_00800
OG0000573	Syap.g_00765	Prac.g_00780
OG0000574	Syap.g_00759	Prac.g_00779
OG0000575	Syap.g_00445	Prac.g_00775
OG0000576	Syap.g_00450	Prac.g_00772
OG0000577	Syap.g_00451	Prac.g_00771
OG0000578	Syap.g_00452	Prac.g_00770
OG0000579	Syap.g_00453	Prac.g_00769
OG0000580	Syap.g_00454	Prac.g_00768
OG0000581	Syap.g_01521	Prac.g_00766
OG0000582	Syap.g_01533	Prac.g_00763
OG0000583	Syap.g_01532	Prac.g_00762
OG0000584	Syap.g_01530	Prac.g_00761
OG0000585	Syap.g_01526	Prac.g_00759
OG0000586	Syap.g_01525	Prac.g_00758
OG0000587	Syap.g_01523	Prac.g_00757
OG0000588	Syap.g_00776	Prac.g_00753
OG0000589	Syap.g_00941	Prac.g_00750
OG0000590	Syap.g_00940	Prac.g_00749
OG0000591	Syap.g_01289	Prac.g_00746
OG0000592	Syap.g_01288	Prac.g_00745
OG0000593	Syap.g_00890	Prac.g_00739
OG0000594	Syap.g_00891	Prac.g_00738
OG0000595	Syap.g_00892	Prac.g_00737
OG0000596	Syap.g_00898	Prac.g_00733
OG0000597	Syap.g_00903	Prac.g_00731
OG0000598	Syap.g_00904	Prac.g_00730
OG0000599	Syap.g_00908	Prac.g_00727
OG0000600	Syap.g_00909	Prac.g_00726
OG0000601	Syap.g_00910	Prac.g_00725
OG0000602	Syap.g_00640	Prac.g_00723
OG0000603	Syap.g_00641	Prac.g_00722
OG0000604	Syap.g_02769	Prac.g_00721
OG0000605	Syap.g_02501, Syap.g_02771	Prac.g_00720
