Orthogroup	Syap	Syam
OG0000075	Syap.g_01064, Syap.g_00664	Syam.g_00148
OG0000076	Syap.g_01111	Syam.g_00115
OG0000077	Syap.g_00416	Syam.g_02074
OG0000078	Syap.g_01149	Syam.g_00514
OG0000079	Syap.g_01589	Syam.g_00270
OG0000085	Syap.g_00611	Syam.g_01979
OG0000087	Syap.g_02617, Syap.g_02202, Syap.g_02203	Syam.g_02175
OG0000088	Syap.g_01202	Syam.g_02213
OG0000089	Syap.g_00115, Syap.g_02042	Syam.g_00489
OG0000090	Syap.g_01451	Syam.g_00651
OG0000091	Syap.g_01861	Syam.g_01460
OG0000094	Syap.g_02781	Syam.g_01198
OG0000095	Syap.g_01556	Syam.g_00774
OG0000098	Syap.g_01975	Syam.g_00944
OG0000099	Syap.g_01385	Syam.g_00173
OG0000102	Syap.g_01116	Syam.g_00110
OG0000104	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318	Syam.g_02442
OG0000105	Syap.g_01369, Syap.g_01368	Syam.g_00238
OG0000107	Syap.g_02496	Syam.g_00288
OG0000108	Syap.g_00733, Syap.g_02255, Syap.g_02256	Syam.g_00583
OG0000110	Syap.g_01313	Syam.g_01743
OG0000112	Syap.g_02023	Syam.g_01115
OG0000113	Syap.g_02714	Syam.g_01264
OG0000114	Syap.g_01255	Syam.g_01349
OG0000115	Syap.g_02004	Syam.g_01634
OG0000116	Syap.g_00241	Syam.g_01807
OG0000117	Syap.g_01889	Syam.g_00904
OG0000118	Syap.g_02286	Syam.g_01698
OG0000120	Syap.g_02075	Syam.g_00172
OG0000121	Syap.g_02471	Syam.g_01615
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Syam.g_00379
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Syam.g_00096
OG0000125	Syap.g_01046, Syap.g_01047	Syam.g_02319
OG0000126	Syap.g_02317, Syap.g_02576, Syap.g_02316	Syam.g_02440
OG0000127	Syap.g_00736, Syap.g_00737, Syap.g_00735	Syam.g_02032
OG0000128	Syap.g_00069	Syam.g_00012
OG0000129	Syap.g_00130, Syap.g_00129	Syam.g_02307
OG0000130	Syap.g_01688, Syap.g_01689	Syam.g_02062
OG0000131	Syap.g_02189	Syam.g_02191
OG0000132	Syap.g_01205	Syam.g_02211
OG0000133	Syap.g_02017	Syam.g_01120
OG0000134	Syap.g_02047	Syam.g_00492
OG0000135	Syap.g_02090	Syam.g_02347
OG0000136	Syap.g_00089	Syam.g_01857
OG0000137	Syap.g_02756	Syam.g_01668
OG0000138	Syap.g_00278	Syam.g_00599
OG0000139	Syap.g_00410	Syam.g_00657
OG0000140	Syap.g_01976	Syam.g_00659
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Syam.g_01514
OG0000142	Syap.g_00895, Syap.g_00894	Syam.g_01468
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Syam.g_01464
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Syam.g_01032
OG0000145	Syap.g_01860, Syap.g_01859	Syam.g_00605
OG0000146	Syap.g_02024	Syam.g_01114
OG0000147	Syap.g_02025	Syam.g_01113
OG0000148	Syap.g_02720	Syam.g_01270
OG0000149	Syap.g_00824	Syam.g_00725
OG0000150	Syap.g_01540	Syam.g_00660
OG0000151	Syap.g_00142	Syam.g_01338
OG0000152	Syap.g_02012	Syam.g_01124
OG0000153	Syap.g_02682	Syam.g_01160
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syam.g_01187
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syam.g_01763
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syam.g_01814
OG0000157	Syap.g_00249, Syap.g_00286	Syam.g_01815
OG0000158	Syap.g_01075	Syam.g_00139
OG0000160	Syap.g_02470, Syap.g_02469	Syam.g_01614
OG0000161	Syap.g_02476	Syam.g_01620
OG0000162	Syap.g_02531	Syam.g_01627
OG0000165	Syap.g_01381, Syap.g_01382	Syam.g_01879, Syam.g_01878
OG0000166	Syap.g_00512, Syap.g_01238	Syam.g_00330
OG0000167	Syap.g_02080	Syam.g_00151
OG0000168	Syap.g_01076	Syam.g_00138
OG0000169	Syap.g_01049, Syap.g_01093	Syam.g_00127
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syam.g_00120
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syam.g_00097
OG0000172	Syap.g_01143, Syap.g_00635	Syam.g_00075
OG0000173	Syap.g_00982, Syap.g_00983, Syap.g_01213	Syam.g_00057
OG0000174	Syap.g_02092	Syam.g_02349
OG0000175	Syap.g_02654	Syam.g_02417
OG0000176	Syap.g_00059	Syam.g_00004
OG0000177	Syap.g_00061, Syap.g_00060	Syam.g_00005
OG0000178	Syap.g_00062	Syam.g_00006
OG0000179	Syap.g_00077, Syap.g_02638	Syam.g_00021
OG0000180	Syap.g_00078, Syap.g_02640	Syam.g_00022
OG0000181	Syap.g_00079, Syap.g_02641	Syam.g_00023
OG0000182	Syap.g_00080, Syap.g_02642	Syam.g_00024
OG0000183	Syap.g_00084	Syam.g_00028
OG0000184	Syap.g_01337	Syam.g_02298
OG0000185	Syap.g_01322	Syam.g_02295
OG0000186	Syap.g_01684	Syam.g_02058
OG0000187	Syap.g_01686	Syam.g_02059
OG0000188	Syap.g_02547	Syam.g_02081
OG0000191	Syap.g_02233	Syam.g_02142
OG0000192	Syap.g_02224	Syam.g_02148
OG0000193	Syap.g_02187, Syap.g_02188	Syam.g_02192
OG0000194	Syap.g_02183	Syam.g_02195
OG0000196	Syap.g_01208, Syap.g_02167	Syam.g_02208
OG0000197	Syap.g_01207, Syap.g_02166	Syam.g_02209
OG0000198	Syap.g_01206	Syam.g_02210
OG0000199	Syap.g_01197	Syam.g_02218
OG0000200	Syap.g_01181	Syam.g_02234
OG0000201	Syap.g_02265	Syam.g_02248
OG0000202	Syap.g_02264	Syam.g_02249
OG0000203	Syap.g_01601	Syam.g_02250
OG0000204	Syap.g_01602	Syam.g_02251
OG0000205	Syap.g_01616	Syam.g_02258
OG0000206	Syap.g_01628	Syam.g_02264
OG0000207	Syap.g_01426, Syap.g_00424	Syam.g_02266
OG0000208	Syap.g_00426, Syap.g_01425	Syam.g_02267
OG0000209	Syap.g_01906	Syam.g_02278
OG0000210	Syap.g_01905	Syam.g_02279
OG0000211	Syap.g_01160	Syam.g_00504
OG0000212	Syap.g_02664	Syam.g_00515
OG0000213	Syap.g_00107, Syap.g_01599	Syam.g_00263
OG0000214	Syap.g_02344, Syap.g_02345	Syam.g_00247
OG0000215	Syap.g_01347, Syap.g_01629	Syam.g_00216
OG0000216	Syap.g_01634	Syam.g_00212
OG0000217	Syap.g_01638	Syam.g_00208
OG0000218	Syap.g_01641, Syap.g_01640	Syam.g_00206
OG0000219	Syap.g_01642, Syap.g_01643	Syam.g_00205
OG0000220	Syap.g_01645	Syam.g_00204
OG0000221	Syap.g_01646	Syam.g_00198
OG0000222	Syap.g_01669	Syam.g_00186
OG0000223	Syap.g_02072, Syap.g_02073	Syam.g_00168
OG0000224	Syap.g_02064	Syam.g_00164
OG0000225	Syap.g_00553, Syap.g_00552	Syam.g_00473
OG0000226	Syap.g_02029, Syap.g_02144	Syam.g_00477
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syam.g_00479
OG0000228	Syap.g_00116, Syap.g_02041	Syam.g_00488
OG0000229	Syap.g_02059	Syam.g_01867
OG0000230	Syap.g_02061	Syam.g_01865
OG0000231	Syap.g_02533	Syam.g_01848
OG0000232	Syap.g_02510, Syap.g_02511	Syam.g_01692
OG0000233	Syap.g_02133	Syam.g_01678
OG0000234	Syap.g_02755	Syam.g_01667
OG0000235	Syap.g_00732, Syap.g_02258	Syam.g_00582
OG0000236	Syap.g_02238	Syam.g_00597
OG0000237	Syap.g_00262, Syap.g_00263	Syam.g_00614
OG0000238	Syap.g_00257, Syap.g_00258	Syam.g_00619
OG0000239	Syap.g_02744	Syam.g_00637
OG0000240	Syap.g_02742	Syam.g_00638
OG0000241	Syap.g_00888	Syam.g_01477
OG0000242	Syap.g_01455	Syam.g_00649
OG0000243	Syap.g_01938	Syam.g_00668
OG0000244	Syap.g_01146, Syap.g_01145	Syam.g_00674
OG0000245	Syap.g_01148	Syam.g_00676
OG0000246	Syap.g_00308	Syam.g_00680
OG0000247	Syap.g_00288, Syap.g_00293	Syam.g_00692
OG0000249	Syap.g_01296, Syap.g_01295	Syam.g_00697
OG0000250	Syap.g_01306	Syam.g_01747
OG0000251	Syap.g_00442	Syam.g_01722
OG0000252	Syap.g_01857	Syam.g_01719
OG0000253	Syap.g_00443	Syam.g_01718
OG0000254	Syap.g_01527, Syap.g_01528	Syam.g_01510
OG0000256	Syap.g_01287	Syam.g_01484
OG0000257	Syap.g_00886	Syam.g_01478
OG0000258	Syap.g_00907	Syam.g_01459
OG0000260	Syap.g_01970	Syam.g_01375
OG0000261	Syap.g_01962, Syap.g_01961	Syam.g_01372
OG0000262	Syap.g_01954	Syam.g_01367
OG0000263	Syap.g_00432, Syap.g_00433	Syam.g_00885
OG0000266	Syap.g_00519	Syam.g_01234
OG0000267	Syap.g_02333, Syap.g_02332	Syam.g_01071
OG0000268	Syap.g_00646	Syam.g_01072
OG0000269	Syap.g_00188	Syam.g_01295
OG0000270	Syap.g_00192	Syam.g_01292
OG0000271	Syap.g_00200, Syap.g_00201	Syam.g_01284
OG0000272	Syap.g_00202	Syam.g_01283
OG0000273	Syap.g_02703	Syam.g_00745
OG0000274	Syap.g_02702	Syam.g_00744
OG0000275	Syap.g_01847	Syam.g_00741
OG0000276	Syap.g_01838, Syap.g_01839	Syam.g_00733
OG0000278	Syap.g_01834	Syam.g_00729
OG0000279	Syap.g_00829, Syap.g_00830	Syam.g_00721
OG0000280	Syap.g_00365	Syam.g_00701
OG0000281	Syap.g_01977	Syam.g_00943
OG0000282	Syap.g_01252	Syam.g_01347
OG0000283	Syap.g_01728	Syam.g_01087
OG0000284	Syap.g_01736	Syam.g_01093
OG0000285	Syap.g_01746, Syap.g_01744	Syam.g_01105
OG0000286	Syap.g_02014, Syap.g_02013	Syam.g_01123
OG0000288	Syap.g_02764, Syap.g_02763	Syam.g_01186
OG0000289	Syap.g_02784	Syam.g_01201
OG0000290	Syap.g_01552	Syam.g_00771
OG0000292	Syap.g_02314	Syam.g_02439
OG0000293	Syap.g_00240	Syam.g_01806
OG0000295	Syap.g_00206	Syam.g_01771
OG0000296	Syap.g_00204	Syam.g_01769
OG0000299	Syap.g_02620	Syam.g_00878
OG0000302	Syap.g_02444, Syap.g_02445	Syam.g_00868
OG0000303	Syap.g_02435	Syam.g_00859
OG0000304	Syap.g_02430	Syam.g_00853
OG0000305	Syap.g_01557	Syam.g_00776
OG0000306	Syap.g_01966	Syam.g_01757
OG0000307	Syap.g_02517	Syam.g_00566
OG0000308	Syap.g_02514, Syap.g_02515	Syam.g_00564
OG0000309	Syap.g_02198, Syap.g_02446	Syam.g_00559
OG0000310	Syap.g_02660, Syap.g_02661	Syam.g_01591
OG0000311	Syap.g_02657	Syam.g_01595
OG0000312	Syap.g_02114	Syam.g_01601
OG0000313	Syap.g_02473	Syam.g_01617
OG0000315	Syap.g_00017	Syam.g_01658
OG0000316	Syap.g_00030	Syam.g_01945
OG0000317	Syap.g_00618	Syam.g_01987
OG0000318	Syap.g_00622, Syap.g_02786	Syam.g_01991
OG0000319	Syap.g_01764, Syap.g_01771	Syam.g_02006
OG0000320	Syap.g_01761, Syap.g_01769	Syam.g_02008
OG0000321	Syap.g_01760, Syap.g_01768	Syam.g_02009
OG0000322	Syap.g_01759, Syap.g_01767	Syam.g_02010
OG0000323	Syap.g_01389	Syam.g_02025
OG0000324	Syap.g_01503	Syam.g_01906
OG0000325	Syap.g_02680	Syam.g_00289
OG0000327	Syap.g_01233, Syap.g_01913	Syam.g_00325
OG0000328	Syap.g_01234, Syap.g_01912	Syam.g_00326
OG0000329	Syap.g_00498	Syam.g_00344
OG0000330	Syap.g_00497	Syam.g_00345
OG0000331	Syap.g_00496	Syam.g_00346
OG0000333	Syap.g_00478	Syam.g_00364
OG0000334	Syap.g_00468	Syam.g_00375
OG0000335	Syap.g_00101, Syap.g_00463	Syam.g_00380
OG0000336	Syap.g_00417, Syap.g_00607	Syam.g_00384
OG0000337	Syap.g_01054	Syam.g_00155
OG0000338	Syap.g_01059	Syam.g_00153
OG0000339	Syap.g_01068	Syam.g_00147
OG0000340	Syap.g_01077	Syam.g_00137
OG0000341	Syap.g_01079	Syam.g_00135
OG0000342	Syap.g_01080, Syap.g_02477	Syam.g_00134
OG0000343	Syap.g_01086, Syap.g_02078	Syam.g_00133
OG0000344	Syap.g_01091	Syam.g_00129
OG0000345	Syap.g_01107, Syap.g_01470	Syam.g_00119
OG0000346	Syap.g_01113	Syam.g_00114
OG0000347	Syap.g_01131, Syap.g_02459	Syam.g_00083
OG0000348	Syap.g_00632	Syam.g_00068
OG0000349	Syap.g_00110, Syap.g_01813	Syam.g_00050
OG0000351	Syap.g_02594	Syam.g_02420
OG0000352	Syap.g_02596, Syap.g_02597	Syam.g_02421
OG0000353	Syap.g_00054	Syam.g_02445
OG0000355	Syap.g_00056	Syam.g_00001
OG0000356	Syap.g_00057	Syam.g_00002
OG0000357	Syap.g_00058	Syam.g_00003
OG0000358	Syap.g_00063	Syam.g_00007
OG0000359	Syap.g_00065	Syam.g_00009
OG0000360	Syap.g_00067	Syam.g_00010
OG0000361	Syap.g_00068	Syam.g_00011
OG0000362	Syap.g_00070	Syam.g_00013
OG0000363	Syap.g_00072	Syam.g_00015
OG0000364	Syap.g_00620	Syam.g_00016
OG0000365	Syap.g_00081	Syam.g_00025
OG0000366	Syap.g_00082	Syam.g_00026
OG0000367	Syap.g_00083	Syam.g_00027
OG0000368	Syap.g_00085	Syam.g_00029
OG0000369	Syap.g_00086	Syam.g_00030
OG0000370	Syap.g_00087	Syam.g_00031
OG0000372	Syap.g_01805	Syam.g_00043
OG0000373	Syap.g_01806	Syam.g_00044
OG0000374	Syap.g_01807	Syam.g_00045
OG0000375	Syap.g_01808	Syam.g_00046
OG0000376	Syap.g_01811	Syam.g_00048
OG0000377	Syap.g_00128	Syam.g_02306
OG0000378	Syap.g_01326	Syam.g_02297
OG0000380	Syap.g_01687	Syam.g_02060
OG0000381	Syap.g_01690	Syam.g_02063
OG0000382	Syap.g_02548	Syam.g_02080
OG0000383	Syap.g_02359	Syam.g_02083
OG0000384	Syap.g_02360	Syam.g_02084
OG0000385	Syap.g_02361	Syam.g_02085
OG0000386	Syap.g_02362	Syam.g_02086
OG0000387	Syap.g_01864	Syam.g_02112
OG0000391	Syap.g_02234	Syam.g_02141
OG0000392	Syap.g_02225	Syam.g_02147
OG0000393	Syap.g_02222	Syam.g_02149
OG0000394	Syap.g_02221	Syam.g_02150
OG0000395	Syap.g_02220	Syam.g_02151
OG0000396	Syap.g_02217	Syam.g_02153
OG0000397	Syap.g_02215	Syam.g_02160
OG0000398	Syap.g_02211	Syam.g_02165
OG0000399	Syap.g_02210	Syam.g_02166
OG0000400	Syap.g_02209	Syam.g_02167
OG0000401	Syap.g_02208	Syam.g_02168
OG0000402	Syap.g_02206	Syam.g_02171
OG0000403	Syap.g_02205	Syam.g_02172
OG0000404	Syap.g_02204, Syap.g_02618	Syam.g_02173
OG0000405	Syap.g_02191	Syam.g_02189
OG0000406	Syap.g_02186	Syam.g_02193
OG0000407	Syap.g_02185	Syam.g_02194
OG0000408	Syap.g_02181, Syap.g_02182	Syam.g_02196
OG0000409	Syap.g_02179	Syam.g_02198
OG0000410	Syap.g_02178	Syam.g_02199
OG0000411	Syap.g_02177	Syam.g_02200
OG0000412	Syap.g_02176	Syam.g_02201
OG0000413	Syap.g_02174	Syam.g_02203
OG0000414	Syap.g_02173	Syam.g_02204
OG0000415	Syap.g_02172	Syam.g_02205
OG0000416	Syap.g_02171	Syam.g_02206
OG0000417	Syap.g_02169	Syam.g_02207
OG0000418	Syap.g_01204	Syam.g_02212
OG0000419	Syap.g_01201	Syam.g_02214
OG0000420	Syap.g_01199	Syam.g_02216
OG0000421	Syap.g_01195	Syam.g_02221
OG0000422	Syap.g_01194	Syam.g_02222
OG0000423	Syap.g_01193	Syam.g_02223
OG0000424	Syap.g_01192	Syam.g_02224
OG0000425	Syap.g_01191	Syam.g_02225
OG0000426	Syap.g_01190	Syam.g_02226
OG0000427	Syap.g_01189	Syam.g_02227
OG0000428	Syap.g_01186	Syam.g_02230
OG0000429	Syap.g_01184	Syam.g_02232
OG0000430	Syap.g_01182	Syam.g_02233
OG0000431	Syap.g_01179	Syam.g_02237
OG0000432	Syap.g_02277	Syam.g_02243
OG0000433	Syap.g_02272	Syam.g_02244
OG0000434	Syap.g_02271	Syam.g_02245
OG0000435	Syap.g_02268	Syam.g_02246
OG0000436	Syap.g_01607	Syam.g_02252
OG0000437	Syap.g_01608	Syam.g_02253
OG0000438	Syap.g_01612	Syam.g_02254
OG0000439	Syap.g_01614	Syam.g_02256
OG0000440	Syap.g_01615	Syam.g_02257
OG0000441	Syap.g_01619	Syam.g_02261
OG0000442	Syap.g_01620	Syam.g_02262
OG0000443	Syap.g_01622	Syam.g_02263
OG0000444	Syap.g_01424	Syam.g_02268
OG0000445	Syap.g_01421	Syam.g_02269
OG0000446	Syap.g_01419	Syam.g_02270
OG0000447	Syap.g_01410	Syam.g_02272
OG0000448	Syap.g_01407	Syam.g_02273
OG0000449	Syap.g_01406	Syam.g_02274
OG0000450	Syap.g_01909	Syam.g_02275
OG0000451	Syap.g_01908	Syam.g_02276
OG0000452	Syap.g_01904	Syam.g_02280
OG0000453	Syap.g_01903	Syam.g_02281
OG0000454	Syap.g_01902	Syam.g_02282
OG0000455	Syap.g_01901	Syam.g_02283
OG0000456	Syap.g_01900	Syam.g_02284
OG0000457	Syap.g_01896	Syam.g_02286
OG0000458	Syap.g_01895	Syam.g_02287
OG0000459	Syap.g_01894	Syam.g_02288
OG0000460	Syap.g_01159	Syam.g_00506
OG0000461	Syap.g_01575	Syam.g_00284
OG0000462	Syap.g_01578	Syam.g_00281
OG0000463	Syap.g_01579	Syam.g_00280
OG0000464	Syap.g_01580	Syam.g_00279
OG0000465	Syap.g_01582	Syam.g_00277
OG0000466	Syap.g_01587	Syam.g_00273
OG0000467	Syap.g_01588	Syam.g_00271
OG0000468	Syap.g_01593	Syam.g_00266
OG0000469	Syap.g_02352	Syam.g_00253
OG0000470	Syap.g_02349	Syam.g_00251
OG0000471	Syap.g_02348	Syam.g_00250
OG0000472	Syap.g_02347	Syam.g_00248
OG0000473	Syap.g_02343	Syam.g_00246
OG0000474	Syap.g_02342	Syam.g_00245
OG0000475	Syap.g_02341	Syam.g_00244
OG0000476	Syap.g_02339	Syam.g_00242
OG0000477	Syap.g_01367	Syam.g_00236
OG0000478	Syap.g_01366	Syam.g_00235
OG0000479	Syap.g_01364	Syam.g_00234
OG0000480	Syap.g_01357	Syam.g_00227
OG0000482	Syap.g_01355	Syam.g_00224
OG0000483	Syap.g_01344	Syam.g_00220
OG0000484	Syap.g_01350	Syam.g_00219
OG0000485	Syap.g_01349	Syam.g_00218
OG0000487	Syap.g_01635	Syam.g_00211
OG0000488	Syap.g_01639	Syam.g_00207
OG0000489	Syap.g_02482	Syam.g_00197
OG0000490	Syap.g_01673	Syam.g_00189
OG0000491	Syap.g_01670	Syam.g_00187
OG0000492	Syap.g_01668	Syam.g_00185
OG0000493	Syap.g_01667	Syam.g_00184
OG0000494	Syap.g_01666	Syam.g_00183
OG0000495	Syap.g_01665	Syam.g_00182
OG0000496	Syap.g_01663	Syam.g_00181
OG0000497	Syap.g_01662	Syam.g_00180
OG0000498	Syap.g_01661	Syam.g_00179
OG0000499	Syap.g_01660	Syam.g_00178
OG0000500	Syap.g_01659	Syam.g_00177
OG0000501	Syap.g_01656	Syam.g_00174
OG0000502	Syap.g_02066	Syam.g_00165
OG0000503	Syap.g_00569	Syam.g_00457
OG0000504	Syap.g_00567	Syam.g_00459
OG0000505	Syap.g_00566	Syam.g_00460
OG0000506	Syap.g_00564	Syam.g_00462
OG0000507	Syap.g_00558	Syam.g_00468
OG0000508	Syap.g_00554	Syam.g_00472
OG0000509	Syap.g_00551	Syam.g_00474
OG0000510	Syap.g_00550	Syam.g_00475
OG0000511	Syap.g_00548	Syam.g_00476
OG0000512	Syap.g_02145	Syam.g_00478
OG0000513	Syap.g_02048	Syam.g_00493
OG0000514	Syap.g_02051	Syam.g_00499
OG0000515	Syap.g_02052	Syam.g_00500
OG0000516	Syap.g_02054	Syam.g_01862
OG0000517	Syap.g_02057	Syam.g_01868
OG0000519	Syap.g_00457	Syam.g_01850
OG0000520	Syap.g_00456	Syam.g_01849
OG0000521	Syap.g_01997	Syam.g_01696
OG0000522	Syap.g_01995	Syam.g_01694
OG0000523	Syap.g_02507	Syam.g_01693
OG0000524	Syap.g_02135	Syam.g_01681
OG0000525	Syap.g_02159	Syam.g_01677
OG0000526	Syap.g_02157	Syam.g_01674
OG0000527	Syap.g_02758	Syam.g_01670
OG0000528	Syap.g_02261	Syam.g_00580
OG0000529	Syap.g_02254	Syam.g_00584
OG0000530	Syap.g_02252	Syam.g_00587
OG0000531	Syap.g_02251	Syam.g_00588
OG0000532	Syap.g_02247	Syam.g_00591
OG0000533	Syap.g_02244	Syam.g_00592
OG0000534	Syap.g_02243	Syam.g_00593
OG0000535	Syap.g_02242	Syam.g_00594
OG0000536	Syap.g_02241	Syam.g_00595
OG0000537	Syap.g_02240	Syam.g_00596
OG0000538	Syap.g_00271	Syam.g_00607
OG0000539	Syap.g_00270	Syam.g_00608
OG0000540	Syap.g_00269	Syam.g_00609
OG0000541	Syap.g_00268	Syam.g_00610
OG0000542	Syap.g_00264	Syam.g_00613
OG0000543	Syap.g_00261	Syam.g_00615
OG0000544	Syap.g_00260	Syam.g_00616
OG0000545	Syap.g_00259	Syam.g_00618
OG0000546	Syap.g_00256	Syam.g_00620
OG0000547	Syap.g_00254	Syam.g_00622
OG0000548	Syap.g_00253	Syam.g_00623
OG0000549	Syap.g_00758	Syam.g_00630
OG0000550	Syap.g_02747	Syam.g_00635
OG0000551	Syap.g_02739	Syam.g_00640
OG0000552	Syap.g_02738	Syam.g_00641
OG0000553	Syap.g_02735	Syam.g_00643
OG0000554	Syap.g_01450	Syam.g_00652
OG0000555	Syap.g_01941	Syam.g_00667
OG0000556	Syap.g_01933	Syam.g_00670
OG0000557	Syap.g_01931	Syam.g_00672
OG0000558	Syap.g_01147	Syam.g_00675
OG0000560	Syap.g_00305	Syam.g_00682
OG0000561	Syap.g_00304	Syam.g_00683
OG0000562	Syap.g_00302	Syam.g_00684
OG0000563	Syap.g_00301	Syam.g_00685
OG0000564	Syap.g_00300	Syam.g_00686
OG0000565	Syap.g_00296	Syam.g_00690
OG0000566	Syap.g_00291	Syam.g_00694
OG0000567	Syap.g_01297	Syam.g_00698
OG0000568	Syap.g_01302	Syam.g_01751
OG0000569	Syap.g_01303	Syam.g_01750
OG0000570	Syap.g_01304	Syam.g_01749
OG0000571	Syap.g_01307	Syam.g_01745
OG0000573	Syap.g_00765	Syam.g_01721
OG0000574	Syap.g_00759	Syam.g_01720
OG0000575	Syap.g_00445	Syam.g_01716
OG0000576	Syap.g_00450	Syam.g_01714
OG0000577	Syap.g_00451	Syam.g_01713
OG0000578	Syap.g_00452	Syam.g_01712
OG0000579	Syap.g_00453	Syam.g_01711
OG0000580	Syap.g_00454	Syam.g_01710
OG0000581	Syap.g_01521	Syam.g_01704
OG0000582	Syap.g_01533	Syam.g_01513
OG0000583	Syap.g_01532	Syam.g_01512
OG0000584	Syap.g_01530	Syam.g_01511
OG0000585	Syap.g_01526	Syam.g_01509
OG0000586	Syap.g_01525	Syam.g_01508
OG0000587	Syap.g_01523	Syam.g_01506
OG0000588	Syap.g_00776	Syam.g_01498
OG0000589	Syap.g_00941	Syam.g_01494
OG0000590	Syap.g_00940	Syam.g_01493
OG0000591	Syap.g_01289	Syam.g_01486
OG0000592	Syap.g_01288	Syam.g_01485
OG0000593	Syap.g_00890	Syam.g_01471
OG0000594	Syap.g_00891	Syam.g_01470
OG0000595	Syap.g_00892	Syam.g_01469
OG0000596	Syap.g_00898	Syam.g_01465
OG0000597	Syap.g_00903	Syam.g_01462
OG0000598	Syap.g_00904	Syam.g_01461
OG0000599	Syap.g_00908	Syam.g_01458
OG0000600	Syap.g_00909	Syam.g_01457
OG0000601	Syap.g_00910	Syam.g_01456
OG0000602	Syap.g_00640	Syam.g_01451
OG0000603	Syap.g_00641	Syam.g_01450
OG0000604	Syap.g_02769	Syam.g_01447
OG0000605	Syap.g_02501, Syap.g_02771	Syam.g_01031
OG0000606	Syap.g_02506	Syam.g_01387
OG0000607	Syap.g_00093	Syam.g_01384
OG0000608	Syap.g_00094	Syam.g_01383
OG0000609	Syap.g_00096	Syam.g_01380
OG0000610	Syap.g_01963	Syam.g_01373
OG0000611	Syap.g_01958	Syam.g_01370
OG0000612	Syap.g_01957	Syam.g_01369
