Orthogroup	Syap	Syat
OG0000153	Syap.g_02682	Syat.g_00542
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syat.g_00708
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syat.g_00287
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syat.g_03228
OG0000157	Syap.g_00249, Syap.g_00286	Syat.g_02012, Syat.g_03227
OG0000158	Syap.g_01075	Syat.g_02163
OG0000159	Syap.g_00852	Syat.g_01187
OG0000160	Syap.g_02470, Syap.g_02469	Syat.g_01224
OG0000161	Syap.g_02476	Syat.g_01180
OG0000162	Syap.g_02531	Syat.g_01281
OG0000164	Syap.g_01391, Syap.g_01392	Syat.g_03040
OG0000165	Syap.g_01381, Syap.g_01382	Syat.g_03033
OG0000166	Syap.g_00512, Syap.g_01238	Syat.g_01822
OG0000167	Syap.g_02080	Syat.g_02148
OG0000168	Syap.g_01076	Syat.g_02164
OG0000169	Syap.g_01049, Syap.g_01093	Syat.g_02192
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syat.g_02201
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syat.g_02230
OG0000172	Syap.g_01143, Syap.g_00635	Syat.g_02260
OG0000173	Syap.g_00982, Syap.g_00983	Syat.g_02284
OG0000174	Syap.g_02092	Syat.g_02504
OG0000175	Syap.g_02654	Syat.g_02416
OG0000176	Syap.g_00059	Syat.g_02372
OG0000177	Syap.g_00061, Syap.g_00060	Syat.g_02338
OG0000178	Syap.g_00062	Syat.g_02337
OG0000179	Syap.g_00077, Syap.g_02638	Syat.g_02322
OG0000180	Syap.g_00078, Syap.g_02640	Syat.g_02321
OG0000181	Syap.g_00079, Syap.g_02641	Syat.g_02320
OG0000182	Syap.g_00080, Syap.g_02642	Syat.g_02319
OG0000183	Syap.g_00084	Syat.g_02315
OG0000184	Syap.g_01337	Syat.g_02704
OG0000185	Syap.g_01322	Syat.g_02719
OG0000186	Syap.g_01684	Syat.g_01463
OG0000187	Syap.g_01686	Syat.g_01467
OG0000188	Syap.g_02547	Syat.g_01489
OG0000191	Syap.g_02233	Syat.g_03344, Syat.g_02939
OG0000192	Syap.g_02224	Syat.g_02933
OG0000193	Syap.g_02187, Syap.g_02188	Syat.g_02897
OG0000194	Syap.g_02183	Syat.g_02894
OG0000195	Syap.g_02180	Syat.g_02892
OG0000196	Syap.g_01208, Syap.g_02167	Syat.g_02867
OG0000197	Syap.g_01207, Syap.g_02166	Syat.g_02866
OG0000198	Syap.g_01206	Syat.g_02865
OG0000199	Syap.g_01197	Syat.g_02857
OG0000200	Syap.g_01181	Syat.g_02840
OG0000201	Syap.g_02265	Syat.g_02821
OG0000202	Syap.g_02264	Syat.g_02820
OG0000203	Syap.g_01601	Syat.g_02819
OG0000204	Syap.g_01602	Syat.g_02818
OG0000205	Syap.g_01616	Syat.g_02809
OG0000206	Syap.g_01628	Syat.g_02785
OG0000207	Syap.g_01426, Syap.g_00424	Syat.g_02778
OG0000208	Syap.g_00426, Syap.g_01425	Syat.g_02777
OG0000209	Syap.g_01906	Syat.g_02735
OG0000210	Syap.g_01905	Syat.g_02734
OG0000211	Syap.g_01160	Syat.g_01452
OG0000212	Syap.g_02664	Syat.g_01442
OG0000213	Syap.g_00107, Syap.g_01599	Syat.g_01889
OG0000214	Syap.g_02344, Syap.g_02345	Syat.g_02042
OG0000215	Syap.g_01347, Syap.g_01629	Syat.g_02075
OG0000216	Syap.g_01634	Syat.g_02079
OG0000217	Syap.g_01638	Syat.g_02085
OG0000218	Syap.g_01641, Syap.g_01640	Syat.g_02087
OG0000219	Syap.g_01642, Syap.g_01643	Syat.g_02088
OG0000220	Syap.g_01645	Syat.g_02089
OG0000221	Syap.g_01646	Syat.g_02095
OG0000222	Syap.g_01669	Syat.g_02109
OG0000223	Syap.g_02072, Syap.g_02073	Syat.g_02570
OG0000224	Syap.g_02064	Syat.g_02139
OG0000225	Syap.g_00553, Syap.g_00552	Syat.g_01595
OG0000226	Syap.g_02029, Syap.g_02144	Syat.g_01588
OG0000228	Syap.g_00116, Syap.g_02041	Syat.g_02952
OG0000229	Syap.g_02059	Syat.g_02970
OG0000230	Syap.g_02061	Syat.g_02972
OG0000231	Syap.g_02533	Syat.g_01283
OG0000232	Syap.g_02510, Syap.g_02511	Syat.g_01313
OG0000233	Syap.g_02133	Syat.g_01407
OG0000234	Syap.g_02755	Syat.g_01369
OG0000235	Syap.g_00732, Syap.g_02258	Syat.g_03169
OG0000236	Syap.g_02238	Syat.g_03186
OG0000237	Syap.g_00262, Syap.g_00263	Syat.g_03214
OG0000238	Syap.g_00257, Syap.g_00258	Syat.g_03219
OG0000239	Syap.g_02744	Syat.g_01105
OG0000240	Syap.g_02742	Syat.g_01104
OG0000241	Syap.g_00888	Syat.g_00111
OG0000242	Syap.g_01455	Syat.g_01077
OG0000243	Syap.g_01938	Syat.g_00092
OG0000244	Syap.g_01146, Syap.g_01145	Syat.g_00082
OG0000245	Syap.g_01148	Syat.g_00080
OG0000246	Syap.g_00308	Syat.g_00076
OG0000247	Syap.g_00288, Syap.g_00293	Syat.g_00065
OG0000248	Syap.g_00290	Syat.g_00062
OG0000249	Syap.g_01296, Syap.g_01295	Syat.g_00060
OG0000250	Syap.g_01306	Syat.g_00053
OG0000251	Syap.g_00442	Syat.g_00027
OG0000252	Syap.g_01857	Syat.g_00022
OG0000253	Syap.g_00443	Syat.g_00021
OG0000254	Syap.g_01528	Syat.g_03407
OG0000256	Syap.g_01287	Syat.g_03306
OG0000257	Syap.g_00886	Syat.g_00109
OG0000258	Syap.g_00907	Syat.g_00382
OG0000260	Syap.g_01970	Syat.g_00392
OG0000261	Syap.g_01962, Syap.g_01961	Syat.g_00400
OG0000262	Syap.g_01954	Syat.g_00407
OG0000263	Syap.g_00432, Syap.g_00433	Syat.g_00200
OG0000266	Syap.g_00519	Syat.g_00671
OG0000267	Syap.g_02333, Syap.g_02332	Syat.g_00636
OG0000268	Syap.g_00646	Syat.g_00634
OG0000269	Syap.g_00188	Syat.g_00474, Syat.g_00126
OG0000270	Syap.g_00192	Syat.g_00477
OG0000271	Syap.g_00200, Syap.g_00201	Syat.g_00485
OG0000272	Syap.g_00202	Syat.g_00486
OG0000273	Syap.g_02703	Syat.g_00520
OG0000274	Syap.g_02702	Syat.g_00521
OG0000275	Syap.g_01847	Syat.g_00718
OG0000276	Syap.g_01838	Syat.g_00725
OG0000277	Syap.g_01837	Syat.g_00738
OG0000278	Syap.g_01834	Syat.g_00741
OG0000279	Syap.g_00829, Syap.g_00830	Syat.g_00755
OG0000280	Syap.g_00365	Syat.g_01669
OG0000281	Syap.g_01977	Syat.g_00960
OG0000282	Syap.g_01252	Syat.g_00431
OG0000283	Syap.g_01728	Syat.g_00620
OG0000284	Syap.g_01736	Syat.g_00614
OG0000285	Syap.g_01746, Syap.g_01744	Syat.g_00607
OG0000286	Syap.g_02014	Syat.g_00579
OG0000288	Syap.g_02764, Syap.g_02763	Syat.g_00709
OG0000289	Syap.g_02784	Syat.g_00695
OG0000290	Syap.g_01552	Syat.g_00805
OG0000291	Syap.g_01554	Syat.g_00807
OG0000292	Syap.g_02314	Syat.g_02388
OG0000293	Syap.g_00240	Syat.g_03241
OG0000294	Syap.g_00239	Syat.g_03248
OG0000295	Syap.g_00206	Syat.g_00297
OG0000296	Syap.g_00204	Syat.g_00295
OG0000297	Syap.g_01887	Syat.g_00226
OG0000298	Syap.g_01888	Syat.g_00225
OG0000299	Syap.g_02620	Syat.g_00910
OG0000302	Syap.g_02444, Syap.g_02445	Syat.g_00901
OG0000303	Syap.g_02435	Syat.g_00892
OG0000304	Syap.g_02430	Syat.g_00885
OG0000305	Syap.g_01557	Syat.g_00809
OG0000306	Syap.g_01966	Syat.g_01704
OG0000307	Syap.g_02517	Syat.g_01304
OG0000308	Syap.g_02515	Syat.g_01306
OG0000309	Syap.g_02198, Syap.g_02446	Syat.g_01417
OG0000310	Syap.g_02660, Syap.g_02661	Syat.g_01246
OG0000311	Syap.g_02657	Syat.g_01242
OG0000312	Syap.g_02114	Syat.g_01237
OG0000313	Syap.g_02473	Syat.g_01183
OG0000314	Syap.g_00007	Syat.g_01341
OG0000315	Syap.g_00017	Syat.g_01351
OG0000316	Syap.g_00030	Syat.g_03082
OG0000317	Syap.g_00618	Syat.g_03120
OG0000318	Syap.g_00622, Syap.g_02786	Syat.g_03125
OG0000319	Syap.g_01764, Syap.g_01771	Syat.g_03055
OG0000320	Syap.g_01761, Syap.g_01769	Syat.g_03053
OG0000321	Syap.g_01760, Syap.g_01768	Syat.g_03052
OG0000322	Syap.g_01759, Syap.g_01767	Syat.g_03051
OG0000323	Syap.g_01389	Syat.g_03038
OG0000324	Syap.g_01503	Syat.g_02998
OG0000325	Syap.g_02680	Syat.g_01861
OG0000326	Syap.g_00544	Syat.g_01854
OG0000327	Syap.g_01233, Syap.g_01913	Syat.g_01827
OG0000328	Syap.g_01234, Syap.g_01912	Syat.g_01826
OG0000329	Syap.g_00498	Syat.g_01808
OG0000330	Syap.g_00497	Syat.g_01807
OG0000331	Syap.g_00496	Syat.g_01806
OG0000332	Syap.g_00481	Syat.g_01790
OG0000333	Syap.g_00478	Syat.g_01787
OG0000334	Syap.g_00468	Syat.g_01657
OG0000335	Syap.g_00101, Syap.g_00463	Syat.g_01652
OG0000336	Syap.g_00417, Syap.g_00607	Syat.g_01648
OG0000337	Syap.g_01054	Syat.g_02144
OG0000338	Syap.g_01059	Syat.g_02146
OG0000339	Syap.g_01068	Syat.g_02155, Syat.g_01055
OG0000340	Syap.g_01077	Syat.g_02165
OG0000341	Syap.g_01079	Syat.g_02167
OG0000342	Syap.g_01080, Syap.g_02477	Syat.g_02168
OG0000343	Syap.g_01086, Syap.g_02078	Syat.g_02185
OG0000344	Syap.g_01091	Syat.g_02189
OG0000345	Syap.g_01107, Syap.g_01470	Syat.g_02202
OG0000346	Syap.g_01113	Syat.g_02207
OG0000347	Syap.g_01131, Syap.g_02459	Syat.g_02234
OG0000348	Syap.g_00632	Syat.g_02264
OG0000349	Syap.g_00110, Syap.g_01813	Syat.g_02291
OG0000351	Syap.g_02594	Syat.g_02411
OG0000352	Syap.g_02596, Syap.g_02597	Syat.g_02410
OG0000353	Syap.g_00054	Syat.g_00955, Syat.g_02377
OG0000354	Syap.g_00075, Syap.g_02635	Syat.g_02325
OG0000355	Syap.g_00056	Syat.g_02375
OG0000356	Syap.g_00057	Syat.g_02374
OG0000357	Syap.g_00058	Syat.g_02373
OG0000358	Syap.g_00063	Syat.g_02336
OG0000359	Syap.g_00065	Syat.g_02334
OG0000360	Syap.g_00067	Syat.g_02333
OG0000361	Syap.g_00068	Syat.g_02332
OG0000362	Syap.g_00070	Syat.g_02330
OG0000363	Syap.g_00072	Syat.g_02328
OG0000364	Syap.g_00620	Syat.g_03122
OG0000365	Syap.g_00081	Syat.g_02318
OG0000366	Syap.g_00082	Syat.g_02317
OG0000367	Syap.g_00083	Syat.g_02316
OG0000368	Syap.g_00085	Syat.g_02314
OG0000369	Syap.g_00086	Syat.g_02313
OG0000370	Syap.g_00087	Syat.g_02312
OG0000372	Syap.g_01805	Syat.g_02298
OG0000373	Syap.g_01806	Syat.g_02297
OG0000374	Syap.g_01807	Syat.g_02296
OG0000375	Syap.g_01808	Syat.g_02295
OG0000376	Syap.g_01811	Syat.g_02293
OG0000377	Syap.g_00128	Syat.g_02695
OG0000378	Syap.g_01326	Syat.g_02715
OG0000380	Syap.g_01687	Syat.g_01468
OG0000381	Syap.g_01690	Syat.g_01470
OG0000382	Syap.g_02548	Syat.g_01488
OG0000383	Syap.g_02359	Syat.g_01521
OG0000384	Syap.g_02360	Syat.g_01522
OG0000385	Syap.g_02361	Syat.g_01523
OG0000386	Syap.g_02362	Syat.g_01524
OG0000387	Syap.g_01864	Syat.g_01561
OG0000391	Syap.g_02234	Syat.g_02940
OG0000392	Syap.g_02225	Syat.g_02934
OG0000393	Syap.g_02222	Syat.g_02931
OG0000394	Syap.g_02221	Syat.g_02930
OG0000395	Syap.g_02220	Syat.g_02929
OG0000396	Syap.g_02217	Syat.g_02927
OG0000397	Syap.g_02215	Syat.g_02925
OG0000398	Syap.g_02211	Syat.g_02920
OG0000399	Syap.g_02210	Syat.g_02919
OG0000400	Syap.g_02209	Syat.g_02918
OG0000401	Syap.g_02208	Syat.g_02917
OG0000402	Syap.g_02206	Syat.g_02915
OG0000403	Syap.g_02205	Syat.g_02914
OG0000404	Syap.g_02204, Syap.g_02618	Syat.g_02913
OG0000405	Syap.g_02191	Syat.g_02900
OG0000406	Syap.g_02186	Syat.g_02896
OG0000407	Syap.g_02185	Syat.g_02895
OG0000408	Syap.g_02181, Syap.g_02182	Syat.g_02893
OG0000409	Syap.g_02179	Syat.g_02891
OG0000410	Syap.g_02178	Syat.g_02890
OG0000411	Syap.g_02177	Syat.g_02889
OG0000412	Syap.g_02176	Syat.g_02888
OG0000413	Syap.g_02174	Syat.g_02886
OG0000414	Syap.g_02173	Syat.g_02885
OG0000415	Syap.g_02172	Syat.g_02884
OG0000416	Syap.g_02171	Syat.g_02883
OG0000417	Syap.g_02169	Syat.g_02868
OG0000418	Syap.g_01204	Syat.g_02863
OG0000419	Syap.g_01201	Syat.g_02861
OG0000420	Syap.g_01199	Syat.g_02859
OG0000421	Syap.g_01195	Syat.g_02855
OG0000422	Syap.g_01194	Syat.g_02854
OG0000423	Syap.g_01193	Syat.g_02853
OG0000424	Syap.g_01192	Syat.g_02852
OG0000425	Syap.g_01191	Syat.g_02851
OG0000426	Syap.g_01190	Syat.g_02850
OG0000427	Syap.g_01189	Syat.g_02849
OG0000428	Syap.g_01186	Syat.g_02846
OG0000429	Syap.g_01184	Syat.g_02843
OG0000430	Syap.g_01182	Syat.g_02841
OG0000431	Syap.g_01179	Syat.g_02838
OG0000432	Syap.g_02277	Syat.g_02832
OG0000433	Syap.g_02272	Syat.g_02829
OG0000434	Syap.g_02271	Syat.g_02828
OG0000435	Syap.g_02268	Syat.g_02824
OG0000436	Syap.g_01607	Syat.g_02817
OG0000437	Syap.g_01608	Syat.g_02558
OG0000438	Syap.g_01612	Syat.g_02813
OG0000439	Syap.g_01614	Syat.g_02811
OG0000440	Syap.g_01615	Syat.g_02810
OG0000441	Syap.g_01619	Syat.g_02807
OG0000442	Syap.g_01620	Syat.g_02797
OG0000443	Syap.g_01622	Syat.g_02787
OG0000444	Syap.g_01424	Syat.g_02756
OG0000445	Syap.g_01421	Syat.g_02755
OG0000446	Syap.g_01419	Syat.g_02753
OG0000447	Syap.g_01410	Syat.g_02749
OG0000448	Syap.g_01407	Syat.g_02748
OG0000449	Syap.g_01406	Syat.g_02747
OG0000450	Syap.g_01909	Syat.g_02738
OG0000451	Syap.g_01908	Syat.g_02737
OG0000452	Syap.g_01904	Syat.g_02732
OG0000453	Syap.g_01903	Syat.g_02731
OG0000454	Syap.g_01902	Syat.g_02730
OG0000455	Syap.g_01901	Syat.g_02729
OG0000456	Syap.g_01900	Syat.g_02728
OG0000457	Syap.g_01896	Syat.g_02726
OG0000458	Syap.g_01895	Syat.g_02725
OG0000459	Syap.g_01894	Syat.g_02724
OG0000460	Syap.g_01159	Syat.g_01450
OG0000461	Syap.g_01575	Syat.g_01866
OG0000462	Syap.g_01578	Syat.g_01868
OG0000463	Syap.g_01579	Syat.g_01869
OG0000464	Syap.g_01580	Syat.g_01870
OG0000465	Syap.g_01582	Syat.g_01872
OG0000466	Syap.g_01587	Syat.g_01877
OG0000467	Syap.g_01588	Syat.g_01878
OG0000468	Syap.g_01593	Syat.g_01884
OG0000469	Syap.g_02352	Syat.g_02000
OG0000470	Syap.g_02349	Syat.g_02038
OG0000471	Syap.g_02348	Syat.g_02039
OG0000472	Syap.g_02347	Syat.g_02041
OG0000473	Syap.g_02343	Syat.g_02043
OG0000474	Syap.g_02342	Syat.g_02044
OG0000475	Syap.g_02341	Syat.g_02045
OG0000476	Syap.g_02339	Syat.g_02047
OG0000477	Syap.g_01367	Syat.g_02053
OG0000478	Syap.g_01366	Syat.g_02054
OG0000479	Syap.g_01364	Syat.g_02056
OG0000480	Syap.g_01357	Syat.g_02063
OG0000482	Syap.g_01355	Syat.g_02067
OG0000483	Syap.g_01344	Syat.g_02071
OG0000484	Syap.g_01350	Syat.g_02072
OG0000485	Syap.g_01349	Syat.g_02073
OG0000487	Syap.g_01635	Syat.g_02080
OG0000488	Syap.g_01639	Syat.g_02086
OG0000489	Syap.g_02482	Syat.g_02097
OG0000490	Syap.g_01673	Syat.g_02106
OG0000491	Syap.g_01670	Syat.g_02107
OG0000492	Syap.g_01668	Syat.g_02110
OG0000493	Syap.g_01667	Syat.g_02111
OG0000494	Syap.g_01666	Syat.g_02112
OG0000495	Syap.g_01665	Syat.g_02120
OG0000496	Syap.g_01663	Syat.g_02121
OG0000497	Syap.g_01662	Syat.g_02122
OG0000498	Syap.g_01661	Syat.g_02123
OG0000499	Syap.g_01660	Syat.g_02124
OG0000500	Syap.g_01659	Syat.g_02125
OG0000501	Syap.g_01656	Syat.g_02128
OG0000502	Syap.g_02066	Syat.g_02135
OG0000503	Syap.g_00569	Syat.g_01614
OG0000504	Syap.g_00567	Syat.g_01612
OG0000505	Syap.g_00566	Syat.g_01611
OG0000506	Syap.g_00564	Syat.g_01609
OG0000507	Syap.g_00558	Syat.g_01603
OG0000508	Syap.g_00554	Syat.g_01596
OG0000509	Syap.g_00551	Syat.g_01591
OG0000510	Syap.g_00550	Syat.g_01590
OG0000511	Syap.g_00548	Syat.g_01589
OG0000512	Syap.g_02145	Syat.g_01587
OG0000513	Syap.g_02048	Syat.g_02957
OG0000514	Syap.g_02051	Syat.g_02962
OG0000515	Syap.g_02052	Syat.g_02963
OG0000516	Syap.g_02054	Syat.g_02965
OG0000517	Syap.g_02057	Syat.g_02969
OG0000519	Syap.g_00457	Syat.g_01285
OG0000520	Syap.g_00456	Syat.g_01284
OG0000521	Syap.g_01997	Syat.g_01319
OG0000522	Syap.g_01995	Syat.g_01317
OG0000523	Syap.g_02507	Syat.g_01316
OG0000524	Syap.g_02135	Syat.g_01409
OG0000525	Syap.g_02159	Syat.g_01382
OG0000526	Syap.g_02157	Syat.g_01380
OG0000527	Syap.g_02758	Syat.g_01373
OG0000528	Syap.g_02261	Syat.g_03167
OG0000529	Syap.g_02254	Syat.g_03171
OG0000530	Syap.g_02252	Syat.g_03174
OG0000531	Syap.g_02251	Syat.g_03175
OG0000532	Syap.g_02247	Syat.g_03178
OG0000533	Syap.g_02244	Syat.g_03180
OG0000534	Syap.g_02243	Syat.g_03181
OG0000535	Syap.g_02242	Syat.g_03182
OG0000536	Syap.g_02241	Syat.g_03183
OG0000537	Syap.g_02240	Syat.g_03185
OG0000538	Syap.g_00271	Syat.g_03204
OG0000539	Syap.g_00270	Syat.g_03206
OG0000540	Syap.g_00269	Syat.g_03207
OG0000541	Syap.g_00268	Syat.g_03208
OG0000542	Syap.g_00264	Syat.g_03213
OG0000543	Syap.g_00261	Syat.g_03215
OG0000544	Syap.g_00260	Syat.g_03216
OG0000545	Syap.g_00259	Syat.g_03218
OG0000546	Syap.g_00256	Syat.g_03220
OG0000547	Syap.g_00254	Syat.g_03222
OG0000548	Syap.g_00253	Syat.g_03223
OG0000549	Syap.g_00758	Syat.g_01795
OG0000550	Syap.g_02747	Syat.g_01107
OG0000551	Syap.g_02739	Syat.g_01103
OG0000552	Syap.g_02738	Syat.g_01102
OG0000553	Syap.g_02735	Syat.g_01098
OG0000554	Syap.g_01450	Syat.g_03271
OG0000555	Syap.g_01941	Syat.g_00093
OG0000556	Syap.g_01933	Syat.g_00088
OG0000557	Syap.g_01931	Syat.g_00083
OG0000558	Syap.g_01147	Syat.g_00081
OG0000560	Syap.g_00305	Syat.g_00074
OG0000561	Syap.g_00304	Syat.g_00073
OG0000562	Syap.g_00302	Syat.g_00072
OG0000563	Syap.g_00301	Syat.g_00071
OG0000564	Syap.g_00300	Syat.g_00070
OG0000565	Syap.g_00296	Syat.g_00067
OG0000566	Syap.g_00291	Syat.g_00063
OG0000567	Syap.g_01297	Syat.g_00059
OG0000568	Syap.g_01302	Syat.g_00057
OG0000569	Syap.g_01303	Syat.g_00056
OG0000570	Syap.g_01304	Syat.g_00055
OG0000571	Syap.g_01307	Syat.g_00052
OG0000573	Syap.g_00765	Syat.g_00024
OG0000574	Syap.g_00759	Syat.g_00023
OG0000575	Syap.g_00445	Syat.g_00018
OG0000576	Syap.g_00450	Syat.g_00014
OG0000577	Syap.g_00451	Syat.g_00013
OG0000578	Syap.g_00452	Syat.g_00012
OG0000579	Syap.g_00453	Syat.g_00011
OG0000580	Syap.g_00454	Syat.g_00010
