Orthogroup	Syap	Prbe
OG0000206	Syap.g_01628	Prbe.g_01756
OG0000207	Syap.g_01426, Syap.g_00424	Prbe.g_01759
OG0000208	Syap.g_00426, Syap.g_01425	Prbe.g_01760
OG0000209	Syap.g_01906	Prbe.g_01769
OG0000210	Syap.g_01905	Prbe.g_01770
OG0000211	Syap.g_01160	Prbe.g_01785
OG0000212	Syap.g_02664	Prbe.g_01793
OG0000213	Syap.g_00107, Syap.g_01599	Prbe.g_01811
OG0000214	Syap.g_02344, Syap.g_02345	Prbe.g_01821
OG0000215	Syap.g_01347, Syap.g_01629	Prbe.g_01848
OG0000216	Syap.g_01634	Prbe.g_01849
OG0000217	Syap.g_01638	Prbe.g_01852
OG0000218	Syap.g_01641, Syap.g_01640	Prbe.g_01854
OG0000219	Syap.g_01642, Syap.g_01643	Prbe.g_01855
OG0000220	Syap.g_01645	Prbe.g_01856
OG0000221	Syap.g_01646	Prbe.g_01857
OG0000222	Syap.g_01669	Prbe.g_01864
OG0000223	Syap.g_02072, Syap.g_02073	Prbe.g_01876
OG0000224	Syap.g_02064	Prbe.g_01878
OG0000225	Syap.g_00553, Syap.g_00552	Prbe.g_01904
OG0000226	Syap.g_02029, Syap.g_02144	Prbe.g_01908
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prbe.g_01910
OG0000228	Syap.g_00116, Syap.g_02041	Prbe.g_01914
OG0000229	Syap.g_02059	Prbe.g_01934
OG0000230	Syap.g_02061	Prbe.g_01936
OG0000231	Syap.g_02533	Prbe.g_01947
OG0000232	Syap.g_02510, Syap.g_02511	Prbe.g_00672
OG0000233	Syap.g_02133	Prbe.g_00666
OG0000234	Syap.g_02755	Prbe.g_00657
OG0000235	Syap.g_00732, Syap.g_02258	Prbe.g_00654
OG0000236	Syap.g_02238	Prbe.g_00640
OG0000237	Syap.g_00262, Syap.g_00263	Prbe.g_00627
OG0000238	Syap.g_00257, Syap.g_00258	Prbe.g_00621
OG0000239	Syap.g_02744	Prbe.g_00610
OG0000240	Syap.g_02742	Prbe.g_00609
OG0000241	Syap.g_00888	Prbe.g_00605
OG0000242	Syap.g_01455	Prbe.g_00603
OG0000243	Syap.g_01938	Prbe.g_00592
OG0000244	Syap.g_01146, Syap.g_01145	Prbe.g_00589
OG0000245	Syap.g_01148	Prbe.g_00587
OG0000246	Syap.g_00308	Prbe.g_00583
OG0000247	Syap.g_00288, Syap.g_00293	Prbe.g_00573
OG0000248	Syap.g_00290	Prbe.g_00570
OG0000249	Syap.g_01296, Syap.g_01295	Prbe.g_00568
OG0000250	Syap.g_01306	Prbe.g_00563
OG0000251	Syap.g_00442	Prbe.g_00543
OG0000252	Syap.g_01857	Prbe.g_00540
OG0000253	Syap.g_00443	Prbe.g_00539
OG0000254	Syap.g_01527, Syap.g_01528	Prbe.g_00522
OG0000256	Syap.g_01287	Prbe.g_00506
OG0000257	Syap.g_00886	Prbe.g_01490
OG0000258	Syap.g_00907	Prbe.g_01476
OG0000260	Syap.g_01970	Prbe.g_01456
OG0000261	Syap.g_01962, Syap.g_01961	Prbe.g_01453
OG0000262	Syap.g_01954	Prbe.g_01449
OG0000263	Syap.g_00432, Syap.g_00433	Prbe.g_00455
OG0000266	Syap.g_00519	Prbe.g_01430
OG0000267	Syap.g_02333, Syap.g_02332	Prbe.g_01418
OG0000268	Syap.g_00646	Prbe.g_01417
OG0000269	Syap.g_00188	Prbe.g_01217
OG0000270	Syap.g_00192	Prbe.g_01220
OG0000271	Syap.g_00200, Syap.g_00201	Prbe.g_01228
OG0000272	Syap.g_00202	Prbe.g_01229
OG0000273	Syap.g_02703	Prbe.g_01253
OG0000274	Syap.g_02702	Prbe.g_01254
OG0000275	Syap.g_01847	Prbe.g_01257
OG0000276	Syap.g_01838, Syap.g_01839	Prbe.g_01263
OG0000277	Syap.g_01837	Prbe.g_01264
OG0000278	Syap.g_01834	Prbe.g_01267
OG0000279	Syap.g_00829, Syap.g_00830	Prbe.g_01274
OG0000280	Syap.g_00365	Prbe.g_01275
OG0000281	Syap.g_01977	Prbe.g_01282
OG0000282	Syap.g_01252	Prbe.g_00419
OG0000283	Syap.g_01728	Prbe.g_01326
OG0000284	Syap.g_01736	Prbe.g_01331
OG0000285	Syap.g_01746, Syap.g_01744	Prbe.g_01336
OG0000286	Syap.g_02014, Syap.g_02013	Prbe.g_01349
OG0000288	Syap.g_02764, Syap.g_02763	Prbe.g_01388
OG0000289	Syap.g_02784	Prbe.g_01404
OG0000290	Syap.g_01552	Prbe.g_01300
OG0000292	Syap.g_02314	Prbe.g_01594
OG0000293	Syap.g_00240	Prbe.g_01559
OG0000294	Syap.g_00239	Prbe.g_01558
OG0000295	Syap.g_00206	Prbe.g_01535
OG0000296	Syap.g_00204	Prbe.g_01533
OG0000299	Syap.g_02620	Prbe.g_01504
OG0000302	Syap.g_02444, Syap.g_02445	Prbe.g_01498
OG0000303	Syap.g_02435	Prbe.g_01492
OG0000304	Syap.g_02430	Prbe.g_00501
OG0000305	Syap.g_01557	Prbe.g_01592
OG0000306	Syap.g_01966	Prbe.g_01286
OG0000307	Syap.g_02517	Prbe.g_00364
OG0000308	Syap.g_02514, Syap.g_02515	Prbe.g_00363
OG0000309	Syap.g_02198, Syap.g_02446	Prbe.g_00359
OG0000310	Syap.g_02660, Syap.g_02661	Prbe.g_00325
OG0000311	Syap.g_02657	Prbe.g_00323
OG0000312	Syap.g_02114	Prbe.g_00320
OG0000313	Syap.g_02473	Prbe.g_00307
OG0000315	Syap.g_00017	Prbe.g_00274
OG0000316	Syap.g_00030	Prbe.g_00249
OG0000317	Syap.g_00618	Prbe.g_00988
OG0000318	Syap.g_00622, Syap.g_02786	Prbe.g_00984
OG0000319	Syap.g_01764, Syap.g_01771	Prbe.g_00971
OG0000320	Syap.g_01761, Syap.g_01769	Prbe.g_00969
OG0000321	Syap.g_01760, Syap.g_01768	Prbe.g_00968
OG0000322	Syap.g_01759, Syap.g_01767	Prbe.g_00967
OG0000323	Syap.g_01389	Prbe.g_00958
OG0000324	Syap.g_01503	Prbe.g_00931
OG0000325	Syap.g_02680	Prbe.g_00920
OG0000326	Syap.g_00544	Prbe.g_01109
OG0000327	Syap.g_01233, Syap.g_01913	Prbe.g_01088
OG0000328	Syap.g_01234, Syap.g_01912	Prbe.g_01087
OG0000329	Syap.g_00498	Prbe.g_00860
OG0000330	Syap.g_00497	Prbe.g_00859
OG0000331	Syap.g_00496	Prbe.g_00858
OG0000332	Syap.g_00481	Prbe.g_00844
OG0000333	Syap.g_00478	Prbe.g_00842
OG0000334	Syap.g_00468	Prbe.g_00833
OG0000335	Syap.g_00101, Syap.g_00463	Prbe.g_00828
OG0000336	Syap.g_00417, Syap.g_00607	Prbe.g_00824
OG0000337	Syap.g_01054	Prbe.g_00806
OG0000338	Syap.g_01059	Prbe.g_00805
OG0000339	Syap.g_01068	Prbe.g_00799
OG0000340	Syap.g_01077	Prbe.g_00790
OG0000341	Syap.g_01079	Prbe.g_00788
OG0000342	Syap.g_01080, Syap.g_02477	Prbe.g_00787
OG0000343	Syap.g_01086, Syap.g_02078	Prbe.g_00786
OG0000344	Syap.g_01091	Prbe.g_00783
OG0000345	Syap.g_01107, Syap.g_01470	Prbe.g_00777
OG0000346	Syap.g_01113	Prbe.g_00773
OG0000347	Syap.g_01131, Syap.g_02459	Prbe.g_00746
OG0000348	Syap.g_00632	Prbe.g_00754
OG0000349	Syap.g_00110, Syap.g_01813	Prbe.g_01149
OG0000351	Syap.g_02594	Prbe.g_01189
OG0000352	Syap.g_02596, Syap.g_02597	Prbe.g_01190
OG0000353	Syap.g_00054	Prbe.g_01064
OG0000355	Syap.g_00056	Prbe.g_01066
OG0000356	Syap.g_00057	Prbe.g_01067
OG0000357	Syap.g_00058	Prbe.g_01068
OG0000358	Syap.g_00063	Prbe.g_01072
OG0000359	Syap.g_00065	Prbe.g_01073
OG0000360	Syap.g_00067	Prbe.g_01074
OG0000361	Syap.g_00068	Prbe.g_01075
OG0000362	Syap.g_00070	Prbe.g_01077
OG0000363	Syap.g_00072	Prbe.g_00114
OG0000364	Syap.g_00620	Prbe.g_00115
OG0000365	Syap.g_00081	Prbe.g_00120
OG0000366	Syap.g_00082	Prbe.g_00121
OG0000367	Syap.g_00083	Prbe.g_00122
OG0000368	Syap.g_00085	Prbe.g_00124
OG0000369	Syap.g_00086	Prbe.g_00125
OG0000370	Syap.g_00087	Prbe.g_00126
OG0000372	Syap.g_01805	Prbe.g_00136
OG0000373	Syap.g_01806	Prbe.g_00137
OG0000374	Syap.g_01807	Prbe.g_00138
OG0000375	Syap.g_01808	Prbe.g_00140
OG0000376	Syap.g_01811	Prbe.g_00142
OG0000377	Syap.g_00128	Prbe.g_00146
OG0000378	Syap.g_01326	Prbe.g_00150
OG0000380	Syap.g_01687	Prbe.g_00170
OG0000381	Syap.g_01690	Prbe.g_00175
OG0000382	Syap.g_02548	Prbe.g_00185
OG0000383	Syap.g_02359	Prbe.g_00187
OG0000384	Syap.g_02360	Prbe.g_00188
OG0000385	Syap.g_02361	Prbe.g_00189
OG0000386	Syap.g_02362	Prbe.g_00190
OG0000387	Syap.g_01864	Prbe.g_01640
OG0000391	Syap.g_02234	Prbe.g_01660
OG0000392	Syap.g_02225	Prbe.g_01664
OG0000393	Syap.g_02222	Prbe.g_01667
OG0000394	Syap.g_02221	Prbe.g_01668
OG0000395	Syap.g_02220	Prbe.g_01669
OG0000396	Syap.g_02217	Prbe.g_01671
OG0000397	Syap.g_02215	Prbe.g_01673
OG0000398	Syap.g_02211	Prbe.g_01676
OG0000399	Syap.g_02210	Prbe.g_01677
OG0000400	Syap.g_02209	Prbe.g_01678
OG0000401	Syap.g_02208	Prbe.g_01679
OG0000402	Syap.g_02206	Prbe.g_01412
OG0000403	Syap.g_02205	Prbe.g_01681
OG0000404	Syap.g_02204, Syap.g_02618	Prbe.g_01682
OG0000405	Syap.g_02191	Prbe.g_01686
OG0000406	Syap.g_02186	Prbe.g_01694
OG0000407	Syap.g_02185	Prbe.g_01695
OG0000408	Syap.g_02181, Syap.g_02182	Prbe.g_01697
OG0000409	Syap.g_02179	Prbe.g_01699
OG0000410	Syap.g_02178	Prbe.g_01700
OG0000411	Syap.g_02177	Prbe.g_01701
OG0000412	Syap.g_02176	Prbe.g_01702
OG0000413	Syap.g_02174	Prbe.g_01704
OG0000414	Syap.g_02173	Prbe.g_01705
OG0000415	Syap.g_02172	Prbe.g_01706
OG0000416	Syap.g_02171	Prbe.g_01707
OG0000417	Syap.g_02169	Prbe.g_01708
OG0000418	Syap.g_01204	Prbe.g_01713
OG0000419	Syap.g_01201	Prbe.g_01715
OG0000420	Syap.g_01199	Prbe.g_01716
OG0000421	Syap.g_01195	Prbe.g_01721
OG0000422	Syap.g_01194	Prbe.g_01722
OG0000423	Syap.g_01193	Prbe.g_01723
OG0000424	Syap.g_01192	Prbe.g_01724
OG0000425	Syap.g_01191	Prbe.g_01725
OG0000426	Syap.g_01190	Prbe.g_01726
OG0000427	Syap.g_01189	Prbe.g_01727
OG0000428	Syap.g_01186	Prbe.g_01729
OG0000429	Syap.g_01184	Prbe.g_01730
OG0000430	Syap.g_01182	Prbe.g_01731
OG0000431	Syap.g_01179	Prbe.g_01733
OG0000432	Syap.g_02277	Prbe.g_01737
OG0000433	Syap.g_02272	Prbe.g_01738
OG0000434	Syap.g_02271	Prbe.g_01739
OG0000435	Syap.g_02268	Prbe.g_01740
OG0000436	Syap.g_01607	Prbe.g_01745
OG0000437	Syap.g_01608	Prbe.g_01746
OG0000438	Syap.g_01612	Prbe.g_01747
OG0000439	Syap.g_01614	Prbe.g_01749
OG0000440	Syap.g_01615	Prbe.g_01750
OG0000441	Syap.g_01619	Prbe.g_01753
OG0000442	Syap.g_01620	Prbe.g_01754
OG0000443	Syap.g_01622	Prbe.g_01755
OG0000444	Syap.g_01424	Prbe.g_01761
OG0000445	Syap.g_01421	Prbe.g_01762
OG0000446	Syap.g_01419	Prbe.g_01763
OG0000447	Syap.g_01410	Prbe.g_01764
OG0000448	Syap.g_01407	Prbe.g_01765
OG0000449	Syap.g_01406	Prbe.g_01766
OG0000450	Syap.g_01909	Prbe.g_01767
OG0000451	Syap.g_01908	Prbe.g_01768
OG0000452	Syap.g_01904	Prbe.g_01771
OG0000453	Syap.g_01903	Prbe.g_01772
OG0000454	Syap.g_01902	Prbe.g_01773
OG0000455	Syap.g_01901	Prbe.g_01774
OG0000456	Syap.g_01900	Prbe.g_01775
OG0000457	Syap.g_01896	Prbe.g_01777
OG0000458	Syap.g_01895	Prbe.g_01778
OG0000459	Syap.g_01894	Prbe.g_01779
OG0000460	Syap.g_01159	Prbe.g_01787
OG0000461	Syap.g_01575	Prbe.g_01795
OG0000462	Syap.g_01578	Prbe.g_01797
OG0000463	Syap.g_01579	Prbe.g_01798
OG0000464	Syap.g_01580	Prbe.g_01799
OG0000465	Syap.g_01582	Prbe.g_01800
OG0000466	Syap.g_01587	Prbe.g_01803
OG0000467	Syap.g_01588	Prbe.g_01804
OG0000468	Syap.g_01593	Prbe.g_01807
OG0000469	Syap.g_02352	Prbe.g_01815
OG0000470	Syap.g_02349	Prbe.g_01817
OG0000471	Syap.g_02348	Prbe.g_01818
OG0000472	Syap.g_02347	Prbe.g_01820
OG0000473	Syap.g_02343	Prbe.g_01822
OG0000474	Syap.g_02342	Prbe.g_01823
OG0000475	Syap.g_02341	Prbe.g_01824
OG0000476	Syap.g_02339	Prbe.g_01826
OG0000477	Syap.g_01367	Prbe.g_01829
OG0000478	Syap.g_01366	Prbe.g_01830
OG0000479	Syap.g_01364	Prbe.g_01831
OG0000480	Syap.g_01357	Prbe.g_01836
OG0000482	Syap.g_01355	Prbe.g_01840
OG0000483	Syap.g_01344	Prbe.g_01843
OG0000484	Syap.g_01350	Prbe.g_01844
OG0000485	Syap.g_01349	Prbe.g_01846
OG0000487	Syap.g_01635	Prbe.g_01850
OG0000488	Syap.g_01639	Prbe.g_01853
OG0000489	Syap.g_02482	Prbe.g_01858
OG0000490	Syap.g_01673	Prbe.g_01862
OG0000491	Syap.g_01670	Prbe.g_01863
OG0000492	Syap.g_01668	Prbe.g_01865
OG0000493	Syap.g_01667	Prbe.g_01866
OG0000494	Syap.g_01666	Prbe.g_01867
OG0000495	Syap.g_01665	Prbe.g_01868
OG0000496	Syap.g_01663	Prbe.g_01869
OG0000497	Syap.g_01662	Prbe.g_01870
OG0000498	Syap.g_01661	Prbe.g_01871
OG0000499	Syap.g_01660	Prbe.g_01872
OG0000500	Syap.g_01659	Prbe.g_01873
OG0000501	Syap.g_01656	Prbe.g_01874
OG0000502	Syap.g_02066	Prbe.g_01877
OG0000503	Syap.g_00569	Prbe.g_01892
OG0000504	Syap.g_00567	Prbe.g_01894
OG0000505	Syap.g_00566	Prbe.g_01895
OG0000506	Syap.g_00564	Prbe.g_01896
OG0000507	Syap.g_00558	Prbe.g_01899
OG0000508	Syap.g_00554	Prbe.g_01903
OG0000509	Syap.g_00551	Prbe.g_01905
OG0000510	Syap.g_00550	Prbe.g_01906
OG0000511	Syap.g_00548	Prbe.g_01907
OG0000512	Syap.g_02145	Prbe.g_01909
OG0000513	Syap.g_02048	Prbe.g_01918
OG0000514	Syap.g_02051	Prbe.g_01929
OG0000515	Syap.g_02052	Prbe.g_01930
OG0000516	Syap.g_02054	Prbe.g_01931
OG0000517	Syap.g_02057	Prbe.g_01933
OG0000519	Syap.g_00457	Prbe.g_01945
OG0000520	Syap.g_00456	Prbe.g_01946
OG0000521	Syap.g_01997	Prbe.g_00676
OG0000522	Syap.g_01995	Prbe.g_00674
OG0000523	Syap.g_02507	Prbe.g_00673
OG0000524	Syap.g_02135	Prbe.g_00668
OG0000525	Syap.g_02159	Prbe.g_00664
OG0000526	Syap.g_02157	Prbe.g_00663
OG0000527	Syap.g_02758	Prbe.g_00660
OG0000528	Syap.g_02261	Prbe.g_00655
OG0000529	Syap.g_02254	Prbe.g_00652
OG0000530	Syap.g_02252	Prbe.g_00649
OG0000531	Syap.g_02251	Prbe.g_00648
OG0000532	Syap.g_02247	Prbe.g_00646
OG0000533	Syap.g_02244	Prbe.g_00645
OG0000534	Syap.g_02243	Prbe.g_00644
OG0000535	Syap.g_02242	Prbe.g_00643
OG0000536	Syap.g_02241	Prbe.g_00642
OG0000537	Syap.g_02240	Prbe.g_00641
OG0000538	Syap.g_00271	Prbe.g_00632
OG0000539	Syap.g_00270	Prbe.g_00631
OG0000540	Syap.g_00269	Prbe.g_00630
OG0000541	Syap.g_00268	Prbe.g_00629
OG0000542	Syap.g_00264	Prbe.g_00628
OG0000543	Syap.g_00261	Prbe.g_00626
OG0000544	Syap.g_00260	Prbe.g_00625
OG0000545	Syap.g_00259	Prbe.g_00623
OG0000546	Syap.g_00256	Prbe.g_00620
OG0000547	Syap.g_00254	Prbe.g_00618
OG0000548	Syap.g_00253	Prbe.g_00617
OG0000549	Syap.g_00758	Prbe.g_00615
OG0000550	Syap.g_02747	Prbe.g_00611
OG0000551	Syap.g_02739	Prbe.g_00608
OG0000552	Syap.g_02738	Prbe.g_00607
OG0000553	Syap.g_02735	Prbe.g_00606
OG0000554	Syap.g_01450	Prbe.g_00601
OG0000555	Syap.g_01941	Prbe.g_00593
OG0000556	Syap.g_01933	Prbe.g_00591
OG0000557	Syap.g_01931	Prbe.g_00590
OG0000558	Syap.g_01147	Prbe.g_00588
OG0000560	Syap.g_00305	Prbe.g_00581
OG0000561	Syap.g_00304	Prbe.g_00580
OG0000562	Syap.g_00302	Prbe.g_00579
OG0000563	Syap.g_00301	Prbe.g_00578
OG0000564	Syap.g_00300	Prbe.g_00577
OG0000565	Syap.g_00296	Prbe.g_00575
OG0000566	Syap.g_00291	Prbe.g_00571
OG0000567	Syap.g_01297	Prbe.g_00567
OG0000568	Syap.g_01302	Prbe.g_00566
OG0000569	Syap.g_01303	Prbe.g_00565
OG0000570	Syap.g_01304	Prbe.g_00564
OG0000571	Syap.g_01307	Prbe.g_00562
OG0000573	Syap.g_00765	Prbe.g_00542
OG0000574	Syap.g_00759	Prbe.g_00541
OG0000575	Syap.g_00445	Prbe.g_00537
OG0000576	Syap.g_00450	Prbe.g_00535
OG0000577	Syap.g_00451	Prbe.g_00534
OG0000578	Syap.g_00452	Prbe.g_00533
OG0000579	Syap.g_00453	Prbe.g_00532
OG0000580	Syap.g_00454	Prbe.g_00531
OG0000581	Syap.g_01521	Prbe.g_00528
OG0000582	Syap.g_01533	Prbe.g_00525
OG0000583	Syap.g_01532	Prbe.g_00524
OG0000584	Syap.g_01530	Prbe.g_00523
OG0000585	Syap.g_01526	Prbe.g_00521
OG0000586	Syap.g_01525	Prbe.g_00520
