Orthogroup	Syap	Prbc
OG0000127	Syap.g_00736, Syap.g_00737, Syap.g_00735	Prbc.g_01367
OG0000128	Syap.g_00069	Prbc.g_01081
OG0000129	Syap.g_00130, Syap.g_00129	Prbc.g_01122
OG0000130	Syap.g_01688, Syap.g_01689	Prbc.g_00504
OG0000131	Syap.g_02189	Prbc.g_00426
OG0000132	Syap.g_01205	Prbc.g_00407
OG0000133	Syap.g_02017	Prbc.g_01214
OG0000134	Syap.g_02047	Prbc.g_01270
OG0000135	Syap.g_02090	Prbc.g_02198, Prbc.g_02183
OG0000136	Syap.g_00089	Prbc.g_01502
OG0000137	Syap.g_02756	Prbc.g_01534
OG0000138	Syap.g_00278	Prbc.g_01554
OG0000139	Syap.g_00410	Prbc.g_01616
OG0000140	Syap.g_01976	Prbc.g_01617
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Prbc.g_01684
OG0000142	Syap.g_00895, Syap.g_00894	Prbc.g_01712
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Prbc.g_01716
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Prbc.g_01729
OG0000145	Syap.g_01860, Syap.g_01859	Prbc.g_02142
OG0000146	Syap.g_02024	Prbc.g_02027
OG0000147	Syap.g_02025	Prbc.g_02026
OG0000148	Syap.g_02720	Prbc.g_01876
OG0000149	Syap.g_00824	Prbc.g_01908
OG0000150	Syap.g_01540	Prbc.g_01916
OG0000151	Syap.g_00142	Prbc.g_01988
OG0000152	Syap.g_02012	Prbc.g_02036
OG0000153	Syap.g_02682	Prbc.g_02054
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Prbc.g_02083
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Prbc.g_01424
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Prbc.g_00555
OG0000157	Syap.g_00249, Syap.g_00286	Prbc.g_00556
OG0000158	Syap.g_01075	Prbc.g_00228
OG0000160	Syap.g_02470, Syap.g_02469	Prbc.g_00710
OG0000161	Syap.g_02476	Prbc.g_00716
OG0000162	Syap.g_02531	Prbc.g_00722
OG0000164	Syap.g_01391, Syap.g_01392	Prbc.g_00854
OG0000165	Syap.g_01381, Syap.g_01382	Prbc.g_00862
OG0000166	Syap.g_00512, Syap.g_01238	Prbc.g_00321
OG0000167	Syap.g_02080	Prbc.g_00238
OG0000168	Syap.g_01076	Prbc.g_00227
OG0000169	Syap.g_01049, Syap.g_01093	Prbc.g_00217
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Prbc.g_00215
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Prbc.g_00194
OG0000172	Syap.g_01143, Syap.g_00635	Prbc.g_00967
OG0000173	Syap.g_00982, Syap.g_00983	Prbc.g_00982
OG0000174	Syap.g_02092	Prbc.g_01013
OG0000175	Syap.g_02654	Prbc.g_01044
OG0000176	Syap.g_00059	Prbc.g_01074
OG0000177	Syap.g_00061, Syap.g_00060	Prbc.g_01075
OG0000178	Syap.g_00062	Prbc.g_01076
OG0000179	Syap.g_00077, Syap.g_02638	Prbc.g_01086
OG0000180	Syap.g_00078, Syap.g_02640	Prbc.g_01087
OG0000181	Syap.g_00079, Syap.g_02641	Prbc.g_01088
OG0000182	Syap.g_00080, Syap.g_02642	Prbc.g_01089
OG0000183	Syap.g_00084	Prbc.g_01093
OG0000184	Syap.g_01337	Prbc.g_01124
OG0000185	Syap.g_01322	Prbc.g_01127
OG0000186	Syap.g_01684	Prbc.g_00509
OG0000187	Syap.g_01686	Prbc.g_00508
OG0000188	Syap.g_02547	Prbc.g_00491
OG0000191	Syap.g_02233	Prbc.g_00453
OG0000192	Syap.g_02224	Prbc.g_00449
OG0000193	Syap.g_02187, Syap.g_02188	Prbc.g_00425
OG0000194	Syap.g_02183	Prbc.g_00422
OG0000195	Syap.g_02180	Prbc.g_00420
OG0000196	Syap.g_01208, Syap.g_02167	Prbc.g_00410
OG0000197	Syap.g_01207, Syap.g_02166	Prbc.g_00409
OG0000198	Syap.g_01206	Prbc.g_00408
OG0000199	Syap.g_01197	Prbc.g_00401
OG0000200	Syap.g_01181	Prbc.g_00388
OG0000201	Syap.g_02265	Prbc.g_00379
OG0000202	Syap.g_02264	Prbc.g_00378
OG0000203	Syap.g_01601	Prbc.g_00377
OG0000204	Syap.g_01602	Prbc.g_00376
OG0000205	Syap.g_01616	Prbc.g_00369
OG0000206	Syap.g_01628	Prbc.g_00365
OG0000207	Syap.g_01426, Syap.g_00424	Prbc.g_00363
OG0000208	Syap.g_00426, Syap.g_01425	Prbc.g_00362
OG0000209	Syap.g_01906	Prbc.g_00352
OG0000210	Syap.g_01905	Prbc.g_00351
OG0000211	Syap.g_01160	Prbc.g_00337
OG0000212	Syap.g_02664	Prbc.g_00329
OG0000213	Syap.g_00107, Syap.g_01599	Prbc.g_01153
OG0000214	Syap.g_02344, Syap.g_02345	Prbc.g_01161
OG0000215	Syap.g_01347, Syap.g_01629	Prbc.g_01185
OG0000216	Syap.g_01634	Prbc.g_01186
OG0000217	Syap.g_01638	Prbc.g_01189
OG0000218	Syap.g_01641, Syap.g_01640	Prbc.g_01191
OG0000219	Syap.g_01642, Syap.g_01643	Prbc.g_01192
OG0000220	Syap.g_01645	Prbc.g_01193
OG0000221	Syap.g_01646	Prbc.g_01194
OG0000222	Syap.g_01669	Prbc.g_01202
OG0000223	Syap.g_02072, Syap.g_02073	Prbc.g_01215
OG0000224	Syap.g_02064	Prbc.g_01217
OG0000225	Syap.g_00553, Syap.g_00552	Prbc.g_01257
OG0000226	Syap.g_02029, Syap.g_02144	Prbc.g_01261
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prbc.g_01263
OG0000228	Syap.g_00116, Syap.g_02041	Prbc.g_01267
OG0000229	Syap.g_02059	Prbc.g_01497
OG0000230	Syap.g_02061	Prbc.g_01499
OG0000231	Syap.g_02533	Prbc.g_01510
OG0000232	Syap.g_02510, Syap.g_02511	Prbc.g_01518
OG0000233	Syap.g_02133	Prbc.g_01526
OG0000234	Syap.g_02755	Prbc.g_01535
OG0000235	Syap.g_00732, Syap.g_02258	Prbc.g_01539
OG0000236	Syap.g_02238	Prbc.g_01552
OG0000237	Syap.g_00262, Syap.g_00263	Prbc.g_01586
OG0000238	Syap.g_00257, Syap.g_00258	Prbc.g_01592
OG0000239	Syap.g_02744	Prbc.g_01604
OG0000240	Syap.g_02742	Prbc.g_01605
OG0000241	Syap.g_00888	Prbc.g_01609
OG0000242	Syap.g_01455	Prbc.g_01611
OG0000243	Syap.g_01938	Prbc.g_01622
OG0000244	Syap.g_01146, Syap.g_01145	Prbc.g_01626
OG0000245	Syap.g_01148	Prbc.g_01628
OG0000246	Syap.g_00308	Prbc.g_01632
OG0000247	Syap.g_00288, Syap.g_00293	Prbc.g_01642
OG0000248	Syap.g_00290	Prbc.g_01644
OG0000249	Syap.g_01296, Syap.g_01295	Prbc.g_01646
OG0000250	Syap.g_01306	Prbc.g_01651
OG0000251	Syap.g_00442	Prbc.g_01667
OG0000252	Syap.g_01857	Prbc.g_01669
OG0000253	Syap.g_00443	Prbc.g_01671
OG0000254	Syap.g_01527, Syap.g_01528	Prbc.g_01688
OG0000256	Syap.g_01287	Prbc.g_01704
OG0000257	Syap.g_00886	Prbc.g_01707
OG0000258	Syap.g_00907	Prbc.g_01720
OG0000260	Syap.g_01970	Prbc.g_01740
OG0000261	Syap.g_01962, Syap.g_01961	Prbc.g_01743
OG0000262	Syap.g_01954	Prbc.g_01748
OG0000263	Syap.g_00432, Syap.g_00433	Prbc.g_01762
OG0000266	Syap.g_00519	Prbc.g_01797
OG0000267	Syap.g_02333, Syap.g_02332	Prbc.g_01810
OG0000268	Syap.g_00646	Prbc.g_01811
OG0000269	Syap.g_00188	Prbc.g_01853
OG0000270	Syap.g_00192	Prbc.g_01856
OG0000271	Syap.g_00200, Syap.g_00201	Prbc.g_01864
OG0000272	Syap.g_00202	Prbc.g_01865
OG0000273	Syap.g_02703	Prbc.g_01890
OG0000274	Syap.g_02702	Prbc.g_01891
OG0000275	Syap.g_01847	Prbc.g_01893
OG0000276	Syap.g_01838, Syap.g_01839	Prbc.g_01899
OG0000277	Syap.g_01837	Prbc.g_01900
OG0000278	Syap.g_01834	Prbc.g_01904
OG0000279	Syap.g_00829, Syap.g_00830	Prbc.g_01911
OG0000280	Syap.g_00365	Prbc.g_00068
OG0000281	Syap.g_01977	Prbc.g_01917
OG0000282	Syap.g_01252	Prbc.g_01979
OG0000283	Syap.g_01728	Prbc.g_02010
OG0000284	Syap.g_01736	Prbc.g_02015
OG0000285	Syap.g_01746, Syap.g_01744	Prbc.g_02020
OG0000286	Syap.g_02014, Syap.g_02013	Prbc.g_02035
OG0000288	Syap.g_02764, Syap.g_02763	Prbc.g_02082
OG0000289	Syap.g_02784	Prbc.g_02094
OG0000290	Syap.g_01552	Prbc.g_02110
OG0000292	Syap.g_02314	Prbc.g_00173
OG0000293	Syap.g_00240	Prbc.g_01456
OG0000294	Syap.g_00239	Prbc.g_01455
OG0000295	Syap.g_00206	Prbc.g_01431
OG0000296	Syap.g_00204	Prbc.g_01429
OG0000299	Syap.g_02620	Prbc.g_01401
OG0000302	Syap.g_02444, Syap.g_02445	Prbc.g_01395
OG0000303	Syap.g_02435	Prbc.g_01390
OG0000304	Syap.g_02430	Prbc.g_01387
OG0000305	Syap.g_01557	Prbc.g_00810
OG0000306	Syap.g_01966	Prbc.g_01921
OG0000307	Syap.g_02517	Prbc.g_00666
OG0000308	Syap.g_02514, Syap.g_02515	Prbc.g_00667
OG0000309	Syap.g_02198, Syap.g_02446	Prbc.g_00671
OG0000310	Syap.g_02660, Syap.g_02661	Prbc.g_00693
OG0000311	Syap.g_02657	Prbc.g_00695
OG0000312	Syap.g_02114	Prbc.g_00698
OG0000313	Syap.g_02473	Prbc.g_00713
OG0000315	Syap.g_00017	Prbc.g_00744
OG0000316	Syap.g_00030	Prbc.g_00768
OG0000317	Syap.g_00618	Prbc.g_00830
OG0000318	Syap.g_00622, Syap.g_02786	Prbc.g_00833
OG0000319	Syap.g_01764, Syap.g_01771	Prbc.g_00844
OG0000320	Syap.g_01761, Syap.g_01769	Prbc.g_00846
OG0000321	Syap.g_01760, Syap.g_01768	Prbc.g_00847
OG0000322	Syap.g_01759, Syap.g_01767	Prbc.g_00848
OG0000323	Syap.g_01389	Prbc.g_00857
OG0000324	Syap.g_01503	Prbc.g_00884
OG0000325	Syap.g_02680	Prbc.g_00935
OG0000326	Syap.g_00544	Prbc.g_00941
OG0000327	Syap.g_01233, Syap.g_01913	Prbc.g_00326
OG0000328	Syap.g_01234, Syap.g_01912	Prbc.g_00325
OG0000329	Syap.g_00498	Prbc.g_00308
OG0000330	Syap.g_00497	Prbc.g_00307
OG0000331	Syap.g_00496	Prbc.g_00306
OG0000332	Syap.g_00481	Prbc.g_00292
OG0000333	Syap.g_00478	Prbc.g_00290
OG0000334	Syap.g_00468	Prbc.g_00281
OG0000335	Syap.g_00101, Syap.g_00463	Prbc.g_00276
OG0000336	Syap.g_00417, Syap.g_00607	Prbc.g_00272
OG0000337	Syap.g_01054	Prbc.g_00241
OG0000338	Syap.g_01059	Prbc.g_00240
OG0000339	Syap.g_01068	Prbc.g_00235
OG0000340	Syap.g_01077	Prbc.g_00226
OG0000341	Syap.g_01079	Prbc.g_00224
OG0000342	Syap.g_01080, Syap.g_02477	Prbc.g_00223
OG0000343	Syap.g_01086, Syap.g_02078	Prbc.g_00222
OG0000344	Syap.g_01091	Prbc.g_00219
OG0000345	Syap.g_01107, Syap.g_01470	Prbc.g_00214
OG0000346	Syap.g_01113	Prbc.g_00210
OG0000347	Syap.g_01131, Syap.g_02459	Prbc.g_00190
OG0000348	Syap.g_00632	Prbc.g_00970
OG0000349	Syap.g_00110, Syap.g_01813	Prbc.g_00988
OG0000351	Syap.g_02594	Prbc.g_01047
OG0000352	Syap.g_02596, Syap.g_02597	Prbc.g_01048
OG0000353	Syap.g_00054	Prbc.g_01068
OG0000355	Syap.g_00056	Prbc.g_01071
OG0000356	Syap.g_00057	Prbc.g_01072
OG0000357	Syap.g_00058	Prbc.g_01073
OG0000358	Syap.g_00063	Prbc.g_01077
OG0000359	Syap.g_00065	Prbc.g_01078
OG0000360	Syap.g_00067	Prbc.g_01079
OG0000361	Syap.g_00068	Prbc.g_01080
OG0000362	Syap.g_00070	Prbc.g_01082
OG0000363	Syap.g_00072	Prbc.g_01084
OG0000364	Syap.g_00620	Prbc.g_01085
OG0000365	Syap.g_00081	Prbc.g_01090
OG0000366	Syap.g_00082	Prbc.g_01091
OG0000367	Syap.g_00083	Prbc.g_01092
OG0000368	Syap.g_00085	Prbc.g_01094
OG0000369	Syap.g_00086	Prbc.g_01095
OG0000370	Syap.g_00087	Prbc.g_01096
OG0000372	Syap.g_01805	Prbc.g_01104
OG0000373	Syap.g_01806	Prbc.g_01105
OG0000374	Syap.g_01807	Prbc.g_01106
OG0000375	Syap.g_01808	Prbc.g_01118
OG0000376	Syap.g_01811	Prbc.g_01120
OG0000377	Syap.g_00128	Prbc.g_01123
OG0000378	Syap.g_01326	Prbc.g_01125
OG0000380	Syap.g_01687	Prbc.g_00507
OG0000381	Syap.g_01690	Prbc.g_00503
OG0000382	Syap.g_02548	Prbc.g_00492
OG0000383	Syap.g_02359	Prbc.g_00490
OG0000384	Syap.g_02360	Prbc.g_00489
OG0000385	Syap.g_02361	Prbc.g_00488
OG0000386	Syap.g_02362	Prbc.g_00487
OG0000387	Syap.g_01864	Prbc.g_00474
OG0000391	Syap.g_02234	Prbc.g_00454
OG0000392	Syap.g_02225	Prbc.g_00451
OG0000393	Syap.g_02222	Prbc.g_00448
OG0000394	Syap.g_02221	Prbc.g_00447
OG0000395	Syap.g_02220	Prbc.g_00446
OG0000396	Syap.g_02217	Prbc.g_00443
OG0000397	Syap.g_02215	Prbc.g_00441
OG0000398	Syap.g_02211	Prbc.g_00438
OG0000399	Syap.g_02210	Prbc.g_00437
OG0000400	Syap.g_02209	Prbc.g_00436
OG0000401	Syap.g_02208	Prbc.g_00435
OG0000402	Syap.g_02206	Prbc.g_02145
OG0000403	Syap.g_02205	Prbc.g_00434
OG0000404	Syap.g_02204, Syap.g_02618	Prbc.g_00433
OG0000405	Syap.g_02191	Prbc.g_00428
OG0000406	Syap.g_02186	Prbc.g_00424
OG0000407	Syap.g_02185	Prbc.g_00423
OG0000408	Syap.g_02181, Syap.g_02182	Prbc.g_00421
OG0000409	Syap.g_02179	Prbc.g_00419
OG0000410	Syap.g_02178	Prbc.g_00418
OG0000411	Syap.g_02177	Prbc.g_00417
OG0000412	Syap.g_02176	Prbc.g_00416
OG0000413	Syap.g_02174	Prbc.g_00415
OG0000414	Syap.g_02173	Prbc.g_00414
OG0000415	Syap.g_02172	Prbc.g_00413
OG0000416	Syap.g_02171	Prbc.g_00412
OG0000417	Syap.g_02169	Prbc.g_00411
OG0000418	Syap.g_01204	Prbc.g_00406
OG0000419	Syap.g_01201	Prbc.g_00404
OG0000420	Syap.g_01199	Prbc.g_00403
OG0000421	Syap.g_01195	Prbc.g_00399
OG0000422	Syap.g_01194	Prbc.g_00398
OG0000423	Syap.g_01193	Prbc.g_00397
OG0000424	Syap.g_01192	Prbc.g_00396
OG0000425	Syap.g_01191	Prbc.g_00395
OG0000426	Syap.g_01190	Prbc.g_00394
OG0000427	Syap.g_01189	Prbc.g_00393
OG0000428	Syap.g_01186	Prbc.g_00391
OG0000429	Syap.g_01184	Prbc.g_00390
OG0000430	Syap.g_01182	Prbc.g_00389
OG0000431	Syap.g_01179	Prbc.g_00387
OG0000432	Syap.g_02277	Prbc.g_00383
OG0000433	Syap.g_02272	Prbc.g_00382
OG0000434	Syap.g_02271	Prbc.g_00381
OG0000435	Syap.g_02268	Prbc.g_00380
OG0000436	Syap.g_01607	Prbc.g_00375
OG0000437	Syap.g_01608	Prbc.g_00374
OG0000438	Syap.g_01612	Prbc.g_00373
OG0000439	Syap.g_01614	Prbc.g_00371
OG0000440	Syap.g_01615	Prbc.g_00370
OG0000441	Syap.g_01619	Prbc.g_00368
OG0000442	Syap.g_01620	Prbc.g_00367
OG0000443	Syap.g_01622	Prbc.g_00366
OG0000444	Syap.g_01424	Prbc.g_00361
OG0000445	Syap.g_01421	Prbc.g_00360
OG0000446	Syap.g_01419	Prbc.g_00358
OG0000447	Syap.g_01410	Prbc.g_00357
OG0000448	Syap.g_01407	Prbc.g_00356
OG0000449	Syap.g_01406	Prbc.g_00355
OG0000450	Syap.g_01909	Prbc.g_00354
OG0000451	Syap.g_01908	Prbc.g_00353
OG0000452	Syap.g_01904	Prbc.g_00350
OG0000453	Syap.g_01903	Prbc.g_00349
OG0000454	Syap.g_01902	Prbc.g_00348
OG0000455	Syap.g_01901	Prbc.g_00347
OG0000456	Syap.g_01900	Prbc.g_00346
OG0000457	Syap.g_01896	Prbc.g_00345
OG0000458	Syap.g_01895	Prbc.g_00344
OG0000459	Syap.g_01894	Prbc.g_00343
OG0000460	Syap.g_01159	Prbc.g_00335
OG0000461	Syap.g_01575	Prbc.g_01140
OG0000462	Syap.g_01578	Prbc.g_01142
OG0000463	Syap.g_01579	Prbc.g_01143
OG0000464	Syap.g_01580	Prbc.g_01144
OG0000465	Syap.g_01582	Prbc.g_01145
OG0000466	Syap.g_01587	Prbc.g_01146
OG0000467	Syap.g_01588	Prbc.g_01147
OG0000468	Syap.g_01593	Prbc.g_01149
OG0000469	Syap.g_02352	Prbc.g_01156
OG0000470	Syap.g_02349	Prbc.g_01158
OG0000471	Syap.g_02348	Prbc.g_01159
OG0000472	Syap.g_02347	Prbc.g_01160
OG0000473	Syap.g_02343	Prbc.g_01162
OG0000474	Syap.g_02342	Prbc.g_01163
OG0000475	Syap.g_02341	Prbc.g_01164
OG0000476	Syap.g_02339	Prbc.g_01166
OG0000477	Syap.g_01367	Prbc.g_01168
OG0000478	Syap.g_01366	Prbc.g_01169
OG0000479	Syap.g_01364	Prbc.g_01170
OG0000480	Syap.g_01357	Prbc.g_01175
OG0000482	Syap.g_01355	Prbc.g_01178
OG0000483	Syap.g_01344	Prbc.g_01181
OG0000484	Syap.g_01350	Prbc.g_01182
OG0000485	Syap.g_01349	Prbc.g_01183
OG0000487	Syap.g_01635	Prbc.g_01187
OG0000488	Syap.g_01639	Prbc.g_01190
OG0000489	Syap.g_02482	Prbc.g_01195
OG0000490	Syap.g_01673	Prbc.g_01200
OG0000491	Syap.g_01670	Prbc.g_01201
OG0000492	Syap.g_01668	Prbc.g_01203
OG0000493	Syap.g_01667	Prbc.g_01204
OG0000494	Syap.g_01666	Prbc.g_01205
OG0000495	Syap.g_01665	Prbc.g_01206
OG0000496	Syap.g_01663	Prbc.g_01207
OG0000497	Syap.g_01662	Prbc.g_01208
OG0000498	Syap.g_01661	Prbc.g_01209
OG0000499	Syap.g_01660	Prbc.g_01210
OG0000500	Syap.g_01659	Prbc.g_01211
OG0000501	Syap.g_01656	Prbc.g_01213
OG0000502	Syap.g_02066	Prbc.g_01216
OG0000503	Syap.g_00569	Prbc.g_01246
OG0000504	Syap.g_00567	Prbc.g_01248
OG0000505	Syap.g_00566	Prbc.g_01249
OG0000506	Syap.g_00564	Prbc.g_01250
OG0000507	Syap.g_00558	Prbc.g_01253
OG0000508	Syap.g_00554	Prbc.g_01256
OG0000509	Syap.g_00551	Prbc.g_01258
OG0000510	Syap.g_00550	Prbc.g_01259
OG0000511	Syap.g_00548	Prbc.g_01260
OG0000512	Syap.g_02145	Prbc.g_01262
OG0000513	Syap.g_02048	Prbc.g_01271
OG0000514	Syap.g_02051	Prbc.g_01492
OG0000515	Syap.g_02052	Prbc.g_01493
OG0000516	Syap.g_02054	Prbc.g_01494
OG0000517	Syap.g_02057	Prbc.g_01496
OG0000519	Syap.g_00457	Prbc.g_01508
OG0000520	Syap.g_00456	Prbc.g_01509
OG0000521	Syap.g_01997	Prbc.g_01514
OG0000522	Syap.g_01995	Prbc.g_01516
OG0000523	Syap.g_02507	Prbc.g_01517
OG0000524	Syap.g_02135	Prbc.g_01524
OG0000525	Syap.g_02159	Prbc.g_01528
OG0000526	Syap.g_02157	Prbc.g_01529
OG0000527	Syap.g_02758	Prbc.g_01532
OG0000528	Syap.g_02261	Prbc.g_01538
OG0000529	Syap.g_02254	Prbc.g_01541
OG0000530	Syap.g_02252	Prbc.g_01544
OG0000531	Syap.g_02251	Prbc.g_01545
OG0000532	Syap.g_02247	Prbc.g_01546
OG0000533	Syap.g_02244	Prbc.g_01547
OG0000534	Syap.g_02243	Prbc.g_01548
OG0000535	Syap.g_02242	Prbc.g_01549
OG0000536	Syap.g_02241	Prbc.g_01550
OG0000537	Syap.g_02240	Prbc.g_01551
OG0000538	Syap.g_00271	Prbc.g_01580
OG0000539	Syap.g_00270	Prbc.g_01581
OG0000540	Syap.g_00269	Prbc.g_01582
OG0000541	Syap.g_00268	Prbc.g_01583
OG0000542	Syap.g_00264	Prbc.g_01585
OG0000543	Syap.g_00261	Prbc.g_01587
OG0000544	Syap.g_00260	Prbc.g_01588
OG0000545	Syap.g_00259	Prbc.g_01590
OG0000546	Syap.g_00256	Prbc.g_01593
OG0000547	Syap.g_00254	Prbc.g_01595
OG0000548	Syap.g_00253	Prbc.g_01596
OG0000549	Syap.g_00758	Prbc.g_01599
OG0000550	Syap.g_02747	Prbc.g_01603
OG0000551	Syap.g_02739	Prbc.g_01606
OG0000552	Syap.g_02738	Prbc.g_01607
OG0000553	Syap.g_02735	Prbc.g_01608
OG0000554	Syap.g_01450	Prbc.g_01613
OG0000555	Syap.g_01941	Prbc.g_01621
OG0000556	Syap.g_01933	Prbc.g_01623
OG0000557	Syap.g_01931	Prbc.g_01624
OG0000558	Syap.g_01147	Prbc.g_01627
OG0000560	Syap.g_00305	Prbc.g_01634
OG0000561	Syap.g_00304	Prbc.g_01635
OG0000562	Syap.g_00302	Prbc.g_01636
OG0000563	Syap.g_00301	Prbc.g_01637
OG0000564	Syap.g_00300	Prbc.g_01638
OG0000565	Syap.g_00296	Prbc.g_01641
OG0000566	Syap.g_00291	Prbc.g_01643
OG0000567	Syap.g_01297	Prbc.g_01647
OG0000568	Syap.g_01302	Prbc.g_01648
OG0000569	Syap.g_01303	Prbc.g_01649
OG0000570	Syap.g_01304	Prbc.g_01650
OG0000571	Syap.g_01307	Prbc.g_01652
OG0000573	Syap.g_00765	Prbc.g_01668
OG0000574	Syap.g_00759	Prbc.g_01670
OG0000575	Syap.g_00445	Prbc.g_01673
OG0000576	Syap.g_00450	Prbc.g_01675
OG0000577	Syap.g_00451	Prbc.g_01676
OG0000578	Syap.g_00452	Prbc.g_01677
OG0000579	Syap.g_00453	Prbc.g_01678
OG0000580	Syap.g_00454	Prbc.g_01679
OG0000581	Syap.g_01521	Prbc.g_01682
