Orthogroup	Prbg	Prar
OG0000102	Prbg.g_01852	Prar.g_00658
OG0000103	Prbg.g_01937	Prar.g_00050
OG0000104	Prbg.g_00763	Prar.g_00042
OG0000105	Prbg.g_00053	Prar.g_00313
OG0000106	Prbg.g_00388	Prar.g_00431
OG0000107	Prbg.g_01714	Prar.g_00446
OG0000108	Prbg.g_00199	Prar.g_00530
OG0000109	Prbg.g_00213	Prar.g_00544
OG0000110	Prbg.g_00293	Prar.g_01404
OG0000111	Prbg.g_01144	Prar.g_01529
OG0000112	Prbg.g_00366	Prar.g_01652
OG0000113	Prbg.g_01182	Prar.g_01706
OG0000114	Prbg.g_01084	Prar.g_01776
OG0000115	Prbg.g_01555	Prar.g_01318
OG0000116	Prbg.g_01497	Prar.g_01273
OG0000117	Prbg.g_01459	Prar.g_01003
OG0000118	Prbg.g_00490	Prar.g_00943
OG0000119	Prbg.g_01540, Prbg.g_00688	Prar.g_00915
OG0000120	Prbg.g_00549	Prar.g_00880
OG0000121	Prbg.g_00593	Prar.g_00337
OG0000122	Prbg.g_00448, Prbg.g_00634	Prar.g_00807
OG0000123	Prbg.g_01792	Prar.g_01021
OG0000124	Prbg.g_01864	Prar.g_00668
OG0000125	Prbg.g_01900	Prar.g_00704
OG0000126	Prbg.g_00762	Prar.g_00043
OG0000128	Prbg.g_00778	Prar.g_00027
OG0000129	Prbg.g_00829	Prar.g_00576
OG0000130	Prbg.g_00800	Prar.g_00549
OG0000131	Prbg.g_00922	Prar.g_00182
OG0000132	Prbg.g_00942	Prar.g_00163
OG0000133	Prbg.g_00100	Prar.g_00265
OG0000134	Prbg.g_00139	Prar.g_00417
OG0000135	Prbg.g_00459	Prar.g_00444
OG0000136	Prbg.g_00161	Prar.g_00489
OG0000137	Prbg.g_00194	Prar.g_00525
OG0000138	Prbg.g_00214	Prar.g_00545
OG0000139	Prbg.g_00254	Prar.g_01367
OG0000140	Prbg.g_00255	Prar.g_01368
OG0000141	Prbg.g_00327	Prar.g_01437
OG0000142	Prbg.g_01422	Prar.g_01465
OG0000143	Prbg.g_01418	Prar.g_01469
OG0000144	Prbg.g_01404	Prar.g_01482
OG0000145	Prbg.g_00461	Prar.g_01651
OG0000146	Prbg.g_00365	Prar.g_01653
OG0000147	Prbg.g_00364	Prar.g_01654
OG0000148	Prbg.g_01176	Prar.g_01700
OG0000149	Prbg.g_01208	Prar.g_01730
OG0000150	Prbg.g_01218	Prar.g_01738
OG0000151	Prbg.g_01094	Prar.g_01786
OG0000152	Prbg.g_01287	Prar.g_01833
OG0000153	Prbg.g_01306	Prar.g_01852
OG0000154	Prbg.g_01326	Prar.g_01878
OG0000155	Prbg.g_01465	Prar.g_01243
OG0000156	Prbg.g_00466	Prar.g_00966
OG0000157	Prbg.g_00467	Prar.g_00965
OG0000158	Prbg.g_01829	Prar.g_00375
OG0000160	Prbg.g_00592	Prar.g_00338
OG0000161	Prbg.g_00598	Prar.g_00840
OG0000162	Prbg.g_00604	Prar.g_00834
OG0000163	Prbg.g_00643	Prar.g_00800
OG0000164	Prbg.g_01674	Prar.g_01964
OG0000165	Prbg.g_01681	Prar.g_01971
OG0000166	Prbg.g_01748	Prar.g_01063
OG0000167	Prbg.g_01819	Prar.g_00627
OG0000168	Prbg.g_01830	Prar.g_00637
OG0000169	Prbg.g_01840	Prar.g_00647
OG0000170	Prbg.g_01843	Prar.g_00649
OG0000171	Prbg.g_01863	Prar.g_00667
OG0000172	Prbg.g_01870	Prar.g_00675
OG0000173	Prbg.g_01885	Prar.g_00690
OG0000174	Prbg.g_01915	Prar.g_00068
OG0000175	Prbg.g_01928	Prar.g_00058
OG0000176	Prbg.g_00771	Prar.g_00034
OG0000177	Prbg.g_00772	Prar.g_00033
OG0000178	Prbg.g_00773	Prar.g_00032
OG0000179	Prbg.g_00858	Prar.g_00022
OG0000180	Prbg.g_00857	Prar.g_00021
OG0000181	Prbg.g_00856	Prar.g_00020
OG0000182	Prbg.g_00855	Prar.g_00019
OG0000183	Prbg.g_00851	Prar.g_00015
OG0000184	Prbg.g_00825	Prar.g_00573
OG0000185	Prbg.g_00822	Prar.g_00570
OG0000186	Prbg.g_00806	Prar.g_00554
OG0000187	Prbg.g_00805	Prar.g_00553
OG0000188	Prbg.g_00788	Prar.g_00246
OG0000189	Prbg.g_00866	Prar.g_00232
OG0000190	Prbg.g_00868	Prar.g_00231
OG0000191	Prbg.g_00891	Prar.g_00211
OG0000192	Prbg.g_00896	Prar.g_00207
OG0000193	Prbg.g_00923	Prar.g_00181
OG0000194	Prbg.g_00926	Prar.g_00178
OG0000195	Prbg.g_00928	Prar.g_00176
OG0000196	Prbg.g_00939	Prar.g_00166
OG0000197	Prbg.g_00940	Prar.g_00165
OG0000198	Prbg.g_00941	Prar.g_00164
OG0000199	Prbg.g_00948	Prar.g_00157
OG0000200	Prbg.g_00962	Prar.g_00143
OG0000201	Prbg.g_00971	Prar.g_00135
OG0000202	Prbg.g_00972	Prar.g_00134
OG0000203	Prbg.g_00973	Prar.g_00133
OG0000204	Prbg.g_00974	Prar.g_00132
OG0000205	Prbg.g_00981	Prar.g_00125
OG0000206	Prbg.g_00986	Prar.g_00120
OG0000207	Prbg.g_00989	Prar.g_00118
OG0000208	Prbg.g_00990	Prar.g_00117
OG0000209	Prbg.g_00999	Prar.g_00108
OG0000210	Prbg.g_01000	Prar.g_00107
OG0000211	Prbg.g_01015	Prar.g_00094
OG0000212	Prbg.g_01023	Prar.g_00087
OG0000213	Prbg.g_01041	Prar.g_00330
OG0000214	Prbg.g_00046	Prar.g_00320
OG0000215	Prbg.g_00073	Prar.g_00295
OG0000216	Prbg.g_00074	Prar.g_00293
OG0000217	Prbg.g_00077	Prar.g_00290
OG0000218	Prbg.g_00079	Prar.g_00288
OG0000219	Prbg.g_00080	Prar.g_00287
OG0000220	Prbg.g_00081	Prar.g_00286
OG0000221	Prbg.g_00082	Prar.g_00285
OG0000222	Prbg.g_00089	Prar.g_00277
OG0000223	Prbg.g_00101	Prar.g_00264
OG0000224	Prbg.g_00103	Prar.g_00262
OG0000225	Prbg.g_00129	Prar.g_00406
OG0000226	Prbg.g_01941	Prar.g_00410
OG0000227	Prbg.g_01943	Prar.g_00412
OG0000228	Prbg.g_00136	Prar.g_00415
OG0000229	Prbg.g_00156	Prar.g_00484
OG0000230	Prbg.g_00158	Prar.g_00486
OG0000231	Prbg.g_00169	Prar.g_00497
OG0000232	Prbg.g_00180	Prar.g_00506
OG0000233	Prbg.g_00186	Prar.g_00512
OG0000234	Prbg.g_00195	Prar.g_00526
OG0000235	Prbg.g_00198	Prar.g_00529
OG0000236	Prbg.g_00212	Prar.g_00543
OG0000237	Prbg.g_00225	Prar.g_01337
OG0000238	Prbg.g_00231	Prar.g_01343
OG0000239	Prbg.g_00242	Prar.g_01355
OG0000240	Prbg.g_00243	Prar.g_01356
OG0000241	Prbg.g_00247	Prar.g_01360
OG0000242	Prbg.g_00249	Prar.g_01362
OG0000243	Prbg.g_00260	Prar.g_01373
OG0000244	Prbg.g_00264	Prar.g_01376
OG0000245	Prbg.g_00266	Prar.g_01378
OG0000246	Prbg.g_00270	Prar.g_01382
OG0000247	Prbg.g_00280	Prar.g_01392
OG0000248	Prbg.g_00283	Prar.g_01394
OG0000249	Prbg.g_00285	Prar.g_01396
OG0000250	Prbg.g_00290	Prar.g_01401
OG0000251	Prbg.g_00310	Prar.g_01420
OG0000252	Prbg.g_00313	Prar.g_01424
OG0000253	Prbg.g_00314	Prar.g_01425
OG0000254	Prbg.g_00331	Prar.g_01441
OG0000255	Prbg.g_00337	Prar.g_01447
OG0000256	Prbg.g_00347	Prar.g_01457
OG0000257	Prbg.g_01427	Prar.g_01460
OG0000258	Prbg.g_01413	Prar.g_01473
OG0000259	Prbg.g_01396	Prar.g_01490
OG0000260	Prbg.g_01393	Prar.g_01493
OG0000261	Prbg.g_01390	Prar.g_01495
OG0000262	Prbg.g_01386	Prar.g_01499
OG0000263	Prbg.g_01122	Prar.g_01511
OG0000264	Prbg.g_01133	Prar.g_01521
OG0000265	Prbg.g_01151	Prar.g_01599
OG0000266	Prbg.g_01367	Prar.g_01609
OG0000267	Prbg.g_01355	Prar.g_01620
OG0000268	Prbg.g_01354	Prar.g_01621
OG0000269	Prbg.g_01154	Prar.g_01679
OG0000270	Prbg.g_01157	Prar.g_01682
OG0000271	Prbg.g_01165	Prar.g_01690
OG0000272	Prbg.g_01166	Prar.g_01691
OG0000273	Prbg.g_01190	Prar.g_01714
OG0000274	Prbg.g_01191	Prar.g_01715
OG0000275	Prbg.g_01194	Prar.g_01717
OG0000276	Prbg.g_01200	Prar.g_01722
OG0000277	Prbg.g_01201	Prar.g_01723
OG0000278	Prbg.g_01204	Prar.g_01726
OG0000279	Prbg.g_01211	Prar.g_01733
OG0000280	Prbg.g_01212	Prar.g_01734
OG0000281	Prbg.g_01219	Prar.g_01740
OG0000282	Prbg.g_01086	Prar.g_01778
OG0000283	Prbg.g_01263	Prar.g_01810
OG0000284	Prbg.g_01268	Prar.g_01815
OG0000285	Prbg.g_01273	Prar.g_01820
OG0000286	Prbg.g_01286	Prar.g_01832
OG0000287	Prbg.g_01552	Prar.g_01849
OG0000288	Prbg.g_01325	Prar.g_01877
OG0000289	Prbg.g_01341	Prar.g_01888
OG0000290	Prbg.g_01237	Prar.g_01901
OG0000291	Prbg.g_01235	Prar.g_01903
OG0000292	Prbg.g_01531	Prar.g_01953
OG0000293	Prbg.g_01496	Prar.g_01272
OG0000294	Prbg.g_01495	Prar.g_01271
OG0000295	Prbg.g_01472	Prar.g_01251
OG0000296	Prbg.g_01470	Prar.g_01249
OG0000297	Prbg.g_01461	Prar.g_01241
OG0000298	Prbg.g_01460	Prar.g_01240
OG0000299	Prbg.g_01441	Prar.g_01223
OG0000300	Prbg.g_01438	Prar.g_01220
OG0000301	Prbg.g_01437	Prar.g_01219
OG0000302	Prbg.g_01435	Prar.g_01217
OG0000303	Prbg.g_01429	Prar.g_01210
OG0000304	Prbg.g_00352	Prar.g_01206
OG0000305	Prbg.g_01529	Prar.g_00919
OG0000306	Prbg.g_01223	Prar.g_00916
OG0000307	Prbg.g_00538	Prar.g_00902
OG0000308	Prbg.g_00539	Prar.g_00901
OG0000309	Prbg.g_00543	Prar.g_00897
OG0000310	Prbg.g_00577	Prar.g_00354
OG0000311	Prbg.g_00579	Prar.g_00352
OG0000312	Prbg.g_00582	Prar.g_00349
OG0000313	Prbg.g_00595	Prar.g_00335
OG0000314	Prbg.g_00618	Prar.g_00820
OG0000315	Prbg.g_00628	Prar.g_00810
OG0000316	Prbg.g_00653	Prar.g_00790
OG0000317	Prbg.g_01647	Prar.g_01145
OG0000318	Prbg.g_01651	Prar.g_01142
OG0000319	Prbg.g_01664	Prar.g_01129
OG0000320	Prbg.g_01666	Prar.g_01127
OG0000321	Prbg.g_01667	Prar.g_01126
OG0000322	Prbg.g_01668	Prar.g_01125
OG0000323	Prbg.g_01677	Prar.g_01967
OG0000324	Prbg.g_01704	Prar.g_00609
OG0000325	Prbg.g_01715	Prar.g_01113
OG0000326	Prbg.g_01722	Prar.g_01107
OG0000327	Prbg.g_01743	Prar.g_01068
OG0000328	Prbg.g_01744	Prar.g_01067
OG0000329	Prbg.g_01761	Prar.g_01050
OG0000330	Prbg.g_01762	Prar.g_01049
OG0000331	Prbg.g_01763	Prar.g_01048
OG0000332	Prbg.g_01777	Prar.g_01034
OG0000333	Prbg.g_01779	Prar.g_01032
OG0000334	Prbg.g_01788	Prar.g_01024
OG0000335	Prbg.g_01793	Prar.g_01020
OG0000336	Prbg.g_01797	Prar.g_01016
OG0000337	Prbg.g_01815	Prar.g_00625
OG0000338	Prbg.g_01816	Prar.g_00626
OG0000339	Prbg.g_01822	Prar.g_00630
OG0000340	Prbg.g_01831	Prar.g_00638
OG0000341	Prbg.g_01833	Prar.g_00640
OG0000342	Prbg.g_01834	Prar.g_00641
OG0000343	Prbg.g_01835	Prar.g_00642
OG0000344	Prbg.g_01838	Prar.g_00645
OG0000345	Prbg.g_01844	Prar.g_00650
OG0000346	Prbg.g_01848	Prar.g_00654
OG0000347	Prbg.g_01865	Prar.g_00669
OG0000348	Prbg.g_01873	Prar.g_00678
OG0000349	Prbg.g_01891	Prar.g_00695
OG0000350	Prbg.g_00419	Prar.g_00072
OG0000351	Prbg.g_01931	Prar.g_00055
OG0000352	Prbg.g_01932	Prar.g_00054
OG0000353	Prbg.g_00766	Prar.g_00039
OG0000355	Prbg.g_00768	Prar.g_00037
OG0000356	Prbg.g_00769	Prar.g_00036
OG0000357	Prbg.g_00770	Prar.g_00035
OG0000358	Prbg.g_00774	Prar.g_00031
OG0000359	Prbg.g_00775	Prar.g_00030
OG0000360	Prbg.g_00776	Prar.g_00029
OG0000361	Prbg.g_00777	Prar.g_00028
OG0000362	Prbg.g_00779	Prar.g_00026
OG0000363	Prbg.g_00860	Prar.g_00024
OG0000364	Prbg.g_00859	Prar.g_00023
OG0000365	Prbg.g_00854	Prar.g_00018
OG0000366	Prbg.g_00853	Prar.g_00017
OG0000367	Prbg.g_00852	Prar.g_00016
OG0000368	Prbg.g_00850	Prar.g_00014
OG0000369	Prbg.g_00849	Prar.g_00013
OG0000370	Prbg.g_00848	Prar.g_00012
OG0000371	Prbg.g_00841	Prar.g_00006
OG0000372	Prbg.g_00838	Prar.g_00002
OG0000373	Prbg.g_00837	Prar.g_00001
OG0000374	Prbg.g_00836	Prar.g_00594
OG0000375	Prbg.g_00834	Prar.g_00580
OG0000376	Prbg.g_00832	Prar.g_00578
OG0000377	Prbg.g_00828	Prar.g_00574
OG0000378	Prbg.g_00824	Prar.g_00572
OG0000379	Prbg.g_00821	Prar.g_00569
OG0000380	Prbg.g_00804	Prar.g_00552
OG0000381	Prbg.g_00799	Prar.g_00548
OG0000382	Prbg.g_00789	Prar.g_00247
OG0000383	Prbg.g_00787	Prar.g_00245
OG0000384	Prbg.g_00786	Prar.g_00244
OG0000385	Prbg.g_00785	Prar.g_00243
OG0000386	Prbg.g_00784	Prar.g_00242
OG0000387	Prbg.g_00870	Prar.g_00229
OG0000388	Prbg.g_00874	Prar.g_00226
OG0000389	Prbg.g_00877	Prar.g_00222
OG0000390	Prbg.g_00887	Prar.g_00215
OG0000391	Prbg.g_00890	Prar.g_00212
OG0000392	Prbg.g_00894	Prar.g_00208
OG0000393	Prbg.g_00897	Prar.g_00206
OG0000394	Prbg.g_00898	Prar.g_00205
OG0000395	Prbg.g_00899	Prar.g_00204
OG0000396	Prbg.g_00901	Prar.g_00201
OG0000397	Prbg.g_00903	Prar.g_00199
OG0000398	Prbg.g_00906	Prar.g_00197
OG0000399	Prbg.g_00907	Prar.g_00196
OG0000400	Prbg.g_00908	Prar.g_00195
OG0000401	Prbg.g_00909	Prar.g_00194
OG0000402	Prbg.g_01349	Prar.g_00192
OG0000403	Prbg.g_00911	Prar.g_00191
OG0000404	Prbg.g_00912	Prar.g_00190
OG0000405	Prbg.g_00916	Prar.g_00186
OG0000406	Prbg.g_00924	Prar.g_00180
OG0000407	Prbg.g_00925	Prar.g_00179
OG0000408	Prbg.g_00927	Prar.g_00177
OG0000409	Prbg.g_00929	Prar.g_00175
OG0000410	Prbg.g_00930	Prar.g_00174
OG0000411	Prbg.g_00931	Prar.g_00173
OG0000412	Prbg.g_00932	Prar.g_00172
OG0000413	Prbg.g_00934	Prar.g_00171
OG0000414	Prbg.g_00935	Prar.g_01569, Prar.g_00170
OG0000415	Prbg.g_00936	Prar.g_00169
OG0000416	Prbg.g_00937	Prar.g_00168
OG0000417	Prbg.g_00938	Prar.g_00167
OG0000418	Prbg.g_00943	Prar.g_00162
OG0000419	Prbg.g_00945	Prar.g_00160
OG0000420	Prbg.g_00946	Prar.g_00159
OG0000421	Prbg.g_00951	Prar.g_00154
OG0000422	Prbg.g_00952	Prar.g_00153
OG0000423	Prbg.g_00953	Prar.g_00152
OG0000424	Prbg.g_00954	Prar.g_00151
OG0000425	Prbg.g_00955	Prar.g_00150
OG0000426	Prbg.g_00956	Prar.g_00149
OG0000427	Prbg.g_00957	Prar.g_00148
OG0000428	Prbg.g_00959	Prar.g_00146
OG0000429	Prbg.g_00960	Prar.g_00145
OG0000430	Prbg.g_00961	Prar.g_00144
OG0000431	Prbg.g_00963	Prar.g_00142
OG0000432	Prbg.g_00967	Prar.g_00139
OG0000433	Prbg.g_00968	Prar.g_00138
OG0000434	Prbg.g_00969	Prar.g_00137
OG0000435	Prbg.g_00970	Prar.g_00136
OG0000436	Prbg.g_00975	Prar.g_00131
OG0000437	Prbg.g_00976	Prar.g_00130
OG0000438	Prbg.g_00977	Prar.g_00129
OG0000439	Prbg.g_00979	Prar.g_00127
OG0000440	Prbg.g_00980	Prar.g_00126
OG0000441	Prbg.g_00983	Prar.g_00123
OG0000442	Prbg.g_00984	Prar.g_00122
OG0000443	Prbg.g_00985	Prar.g_00121
OG0000444	Prbg.g_00991	Prar.g_00116
OG0000445	Prbg.g_00992	Prar.g_00115
OG0000446	Prbg.g_00993	Prar.g_00114
OG0000447	Prbg.g_00994	Prar.g_00113
OG0000448	Prbg.g_00995	Prar.g_00112
OG0000449	Prbg.g_00996	Prar.g_00111
OG0000450	Prbg.g_00997	Prar.g_00110
OG0000451	Prbg.g_00998	Prar.g_00109
OG0000452	Prbg.g_01001	Prar.g_00106
OG0000453	Prbg.g_01002	Prar.g_00105
OG0000454	Prbg.g_01003	Prar.g_00104
OG0000455	Prbg.g_01004	Prar.g_00103
OG0000456	Prbg.g_01005	Prar.g_00102
OG0000457	Prbg.g_01007	Prar.g_00101
OG0000458	Prbg.g_01008	Prar.g_00100
OG0000459	Prbg.g_01009	Prar.g_00099
OG0000460	Prbg.g_01017	Prar.g_00092
OG0000461	Prbg.g_01025	Prar.g_00085
OG0000462	Prbg.g_01027	Prar.g_00083
OG0000463	Prbg.g_01028	Prar.g_00082
OG0000464	Prbg.g_01029	Prar.g_00081
OG0000465	Prbg.g_01030	Prar.g_00080
OG0000466	Prbg.g_01033	Prar.g_00077
OG0000467	Prbg.g_01034	Prar.g_00076
OG0000468	Prbg.g_01037	Prar.g_00334
OG0000469	Prbg.g_01045	Prar.g_00325
OG0000470	Prbg.g_00042	Prar.g_00323
OG0000471	Prbg.g_00043	Prar.g_00322
OG0000472	Prbg.g_00045	Prar.g_00321
OG0000473	Prbg.g_00047	Prar.g_00319
OG0000474	Prbg.g_00048	Prar.g_00318
OG0000475	Prbg.g_00049	Prar.g_00317
OG0000476	Prbg.g_00051	Prar.g_00316
OG0000477	Prbg.g_00054	Prar.g_00312
OG0000478	Prbg.g_00055	Prar.g_00311
OG0000479	Prbg.g_00056	Prar.g_00310
OG0000480	Prbg.g_00061	Prar.g_00305
OG0000481	Prbg.g_00064	Prar.g_00303
OG0000482	Prbg.g_00065	Prar.g_00302
OG0000483	Prbg.g_00068	Prar.g_00299
OG0000484	Prbg.g_00069	Prar.g_00298
OG0000485	Prbg.g_00071	Prar.g_00297
OG0000486	Prbg.g_00072	Prar.g_00296
OG0000487	Prbg.g_00075	Prar.g_00292
OG0000488	Prbg.g_00078	Prar.g_00289
OG0000489	Prbg.g_00083	Prar.g_00284
OG0000490	Prbg.g_00087	Prar.g_00279
OG0000491	Prbg.g_00088	Prar.g_00278
OG0000492	Prbg.g_00090	Prar.g_00276
OG0000493	Prbg.g_00091	Prar.g_00275
OG0000494	Prbg.g_00092	Prar.g_00274
OG0000495	Prbg.g_00093	Prar.g_00273
OG0000496	Prbg.g_00094	Prar.g_00272
OG0000497	Prbg.g_00095	Prar.g_00271
OG0000498	Prbg.g_00096	Prar.g_00270
OG0000499	Prbg.g_00097	Prar.g_00269
OG0000500	Prbg.g_00098	Prar.g_00268
OG0000501	Prbg.g_00099	Prar.g_00266
OG0000502	Prbg.g_00102	Prar.g_00263
OG0000503	Prbg.g_00117	Prar.g_00394
OG0000504	Prbg.g_00119	Prar.g_00395
OG0000505	Prbg.g_00120	Prar.g_00396
OG0000506	Prbg.g_00121	Prar.g_00398
OG0000507	Prbg.g_00124	Prar.g_00401
OG0000508	Prbg.g_00128	Prar.g_00405
OG0000509	Prbg.g_00130	Prar.g_00407
OG0000510	Prbg.g_00131	Prar.g_00408
OG0000511	Prbg.g_00132	Prar.g_00409
OG0000512	Prbg.g_01942	Prar.g_00411
OG0000513	Prbg.g_00140	Prar.g_00418
OG0000514	Prbg.g_00151	Prar.g_00479
OG0000515	Prbg.g_00152	Prar.g_00480
OG0000516	Prbg.g_00153	Prar.g_00481
OG0000517	Prbg.g_00155	Prar.g_00483
OG0000518	Prbg.g_00166	Prar.g_00494
OG0000519	Prbg.g_00167	Prar.g_00495
OG0000520	Prbg.g_00168	Prar.g_00496
OG0000521	Prbg.g_00176	Prar.g_00501
OG0000522	Prbg.g_00178	Prar.g_00503
OG0000523	Prbg.g_00179	Prar.g_00504
OG0000524	Prbg.g_00184	Prar.g_00510
OG0000525	Prbg.g_00188	Prar.g_00513
OG0000526	Prbg.g_00189	Prar.g_00514
OG0000527	Prbg.g_00192	Prar.g_00523
OG0000528	Prbg.g_00197	Prar.g_00528
OG0000529	Prbg.g_00200	Prar.g_00531
OG0000530	Prbg.g_00203	Prar.g_00534
OG0000531	Prbg.g_00204	Prar.g_00535
OG0000532	Prbg.g_00206	Prar.g_00537
OG0000533	Prbg.g_00207	Prar.g_00538
OG0000534	Prbg.g_00208	Prar.g_00539
OG0000535	Prbg.g_00209	Prar.g_00540
OG0000536	Prbg.g_00210	Prar.g_00541
OG0000537	Prbg.g_00211	Prar.g_00542
OG0000538	Prbg.g_00220	Prar.g_01331
OG0000539	Prbg.g_00221	Prar.g_01332
OG0000540	Prbg.g_00222	Prar.g_01333
OG0000541	Prbg.g_00223	Prar.g_01334
OG0000542	Prbg.g_00224	Prar.g_01336
OG0000543	Prbg.g_00226	Prar.g_01338
OG0000544	Prbg.g_00227	Prar.g_01339
OG0000545	Prbg.g_00229	Prar.g_01341
OG0000546	Prbg.g_00232	Prar.g_01344
OG0000547	Prbg.g_00234	Prar.g_01345
OG0000548	Prbg.g_00235	Prar.g_01346
OG0000549	Prbg.g_00237	Prar.g_01348
OG0000550	Prbg.g_00241	Prar.g_01353
OG0000551	Prbg.g_00244	Prar.g_01357
OG0000552	Prbg.g_00245	Prar.g_01358
OG0000553	Prbg.g_00246	Prar.g_01359
OG0000554	Prbg.g_00251	Prar.g_01364
OG0000555	Prbg.g_00259	Prar.g_01372
OG0000556	Prbg.g_00261	Prar.g_01374
OG0000557	Prbg.g_00262	Prar.g_01375
OG0000558	Prbg.g_00265	Prar.g_01377
OG0000559	Prbg.g_00269	Prar.g_01381
OG0000560	Prbg.g_00272	Prar.g_01384
OG0000561	Prbg.g_00273	Prar.g_01385
