Orthogroup	Prbg	Syar
OG0000066	Prbg.g_00256	Syar.g_03187, Syar.g_02228
OG0000067	Prbg.g_01159	Syar.g_02639
OG0000068	Prbg.g_00529	Syar.g_02329, Syar.g_01461
OG0000069	Prbg.g_00174	Syar.g_01716
OG0000070	Prbg.g_00170	Syar.g_02223
OG0000071	Prbg.g_00477	Syar.g_02777
OG0000072	Prbg.g_00949	Syar.g_00107, Syar.g_01140
OG0000073	Prbg.g_00219	Syar.g_01493
OG0000075	Prbg.g_01821	Syar.g_03065, Syar.g_00659
OG0000076	Prbg.g_01847	Syar.g_00608
OG0000077	Prbg.g_00791	Syar.g_03051
OG0000078	Prbg.g_01022	Syar.g_03265, Syar.g_03018
OG0000079	Prbg.g_01035	Syar.g_00166
OG0000080	Prbg.g_00563, Prbg.g_00565	Syar.g_00585
OG0000081	Prbg.g_00248	Syar.g_01898
OG0000082	Prbg.g_00304, Prbg.g_01639	Syar.g_02202
OG0000085	Prbg.g_00716, Prbg.g_01642	Syar.g_02919
OG0000086	Prbg.g_00782	Syar.g_03085
OG0000087	Prbg.g_00913	Syar.g_03192, Syar.g_00068
OG0000088	Prbg.g_00944	Syar.g_00101
OG0000089	Prbg.g_00137	Syar.g_01162
OG0000090	Prbg.g_00250	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356
OG0000091	Prbg.g_01414	Syar.g_01891, Syar.g_02426
OG0000093	Prbg.g_01385	Syar.g_02623
OG0000094	Prbg.g_01336	Syar.g_01789
OG0000095	Prbg.g_01234	Syar.g_01932
OG0000097	Prbg.g_01440	Syar.g_01706, Syar.g_00364
OG0000098	Prbg.g_00505	Syar.g_02343
OG0000099	Prbg.g_00552	Syar.g_00715
OG0000100	Prbg.g_00670	Syar.g_02477
OG0000101	Prbg.g_01785	Syar.g_01073, Syar.g_03154
OG0000102	Prbg.g_01852	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Prbg.g_01937	Syar.g_00014, Syar.g_00452
OG0000104	Prbg.g_00763	Syar.g_00466
OG0000105	Prbg.g_00053	Syar.g_00218
OG0000106	Prbg.g_00388	Syar.g_01748
OG0000107	Prbg.g_01714	Syar.g_03290, Syar.g_00149
OG0000108	Prbg.g_00199	Syar.g_01469
OG0000109	Prbg.g_00213	Syar.g_03310, Syar.g_01485
OG0000110	Prbg.g_00293	Syar.g_02295
OG0000111	Prbg.g_01144	Syar.g_01940, Syar.g_00005
OG0000112	Prbg.g_00366	Syar.g_03195, Syar.g_02548
OG0000113	Prbg.g_01182	Syar.g_02664
OG0000114	Prbg.g_01084	Syar.g_01616
OG0000115	Prbg.g_01555	Syar.g_02854, Syar.g_01415
OG0000116	Prbg.g_01497	Syar.g_01525, Syar.g_02255
OG0000117	Prbg.g_01459	Syar.g_01969
OG0000118	Prbg.g_00490	Syar.g_02793
OG0000120	Prbg.g_00549	Syar.g_00713
OG0000121	Prbg.g_00593	Syar.g_02806
OG0000123	Prbg.g_01792	Syar.g_01079
OG0000124	Prbg.g_01864	Syar.g_00586
OG0000125	Prbg.g_01900	Syar.g_00338
OG0000126	Prbg.g_00762	Syar.g_00887, Syar.g_00888
OG0000128	Prbg.g_00778	Syar.g_00482
OG0000129	Prbg.g_00829	Syar.g_00324
OG0000130	Prbg.g_00800	Syar.g_03040
OG0000131	Prbg.g_00922	Syar.g_02216, Syar.g_00078
OG0000132	Prbg.g_00942	Syar.g_00099
OG0000133	Prbg.g_00100	Syar.g_02543
OG0000134	Prbg.g_00139	Syar.g_02009, Syar.g_01165
OG0000135	Prbg.g_00459	Syar.g_00698
OG0000136	Prbg.g_00161	Syar.g_02874
OG0000137	Prbg.g_00194	Syar.g_01273
OG0000138	Prbg.g_00214	Syar.g_01486
OG0000139	Prbg.g_00254	Syar.g_03245, Syar.g_02348
OG0000140	Prbg.g_00255	Syar.g_02344, Syar.g_03246
OG0000141	Prbg.g_00327	Syar.g_02129
OG0000142	Prbg.g_01422	Syar.g_02418
OG0000143	Prbg.g_01418	Syar.g_02422
OG0000144	Prbg.g_01404	Syar.g_02441
OG0000145	Prbg.g_00461	Syar.g_01494, Syar.g_03205
OG0000146	Prbg.g_00365	Syar.g_02549
OG0000147	Prbg.g_00364	Syar.g_02550
OG0000148	Prbg.g_01176	Syar.g_02658
OG0000149	Prbg.g_01208	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Prbg.g_01218	Syar.g_02130
OG0000151	Prbg.g_01094	Syar.g_02038
OG0000152	Prbg.g_01287	Syar.g_02539
OG0000153	Prbg.g_01306	Syar.g_03283, Syar.g_02503
OG0000154	Prbg.g_01326	Syar.g_01800
OG0000155	Prbg.g_01465	Syar.g_01959
OG0000156	Prbg.g_00466	Syar.g_01517
OG0000157	Prbg.g_00467	Syar.g_01516
OG0000158	Prbg.g_01829	Syar.g_00650
OG0000159	Prbg.g_00809	Syar.g_02359, Syar.g_02762
OG0000160	Prbg.g_00592	Syar.g_02807
OG0000161	Prbg.g_00598	Syar.g_02801
OG0000162	Prbg.g_00604	Syar.g_02863
OG0000163	Prbg.g_00643	Syar.g_00639, Syar.g_01186
OG0000164	Prbg.g_01674	Syar.g_03168, Syar.g_02969
OG0000165	Prbg.g_01681	Syar.g_02976
OG0000166	Prbg.g_01748	Syar.g_01034
OG0000167	Prbg.g_01819	Syar.g_00662
OG0000168	Prbg.g_01830	Syar.g_00246
OG0000169	Prbg.g_01840	Syar.g_00262
OG0000170	Prbg.g_01843	Syar.g_00613
OG0000171	Prbg.g_01863	Syar.g_00587
OG0000172	Prbg.g_01870	Syar.g_00547
OG0000173	Prbg.g_01885	Syar.g_00528
OG0000174	Prbg.g_01915	Syar.g_00701
OG0000175	Prbg.g_01928	Syar.g_00438
OG0000176	Prbg.g_00771	Syar.g_00474
OG0000177	Prbg.g_00772	Syar.g_00475
OG0000178	Prbg.g_00773	Syar.g_00476
OG0000179	Prbg.g_00858	Syar.g_00489
OG0000180	Prbg.g_00857	Syar.g_00490
OG0000181	Prbg.g_00856	Syar.g_00491
OG0000182	Prbg.g_00855	Syar.g_00492
OG0000183	Prbg.g_00851	Syar.g_00496
OG0000184	Prbg.g_00825	Syar.g_00897
OG0000185	Prbg.g_00822	Syar.g_00909
OG0000186	Prbg.g_00806	Syar.g_03036
OG0000187	Prbg.g_00805	Syar.g_03038
OG0000188	Prbg.g_00788	Syar.g_03058
OG0000189	Prbg.g_00866	Syar.g_03104
OG0000190	Prbg.g_00868	Syar.g_03107, Syar.g_02374
OG0000191	Prbg.g_00891	Syar.g_00039
OG0000192	Prbg.g_00896	Syar.g_00046
OG0000193	Prbg.g_00923	Syar.g_00079
OG0000194	Prbg.g_00926	Syar.g_03236, Syar.g_00082
OG0000195	Prbg.g_00928	Syar.g_00023, Syar.g_00084
OG0000196	Prbg.g_00939	Syar.g_00096
OG0000197	Prbg.g_00940	Syar.g_00097
OG0000198	Prbg.g_00941	Syar.g_00098
OG0000199	Prbg.g_00948	Syar.g_00106
OG0000200	Prbg.g_00962	Syar.g_00124
OG0000201	Prbg.g_00971	Syar.g_01000
OG0000202	Prbg.g_00972	Syar.g_00998, Syar.g_00021
OG0000203	Prbg.g_00973	Syar.g_00020, Syar.g_00997
OG0000204	Prbg.g_00974	Syar.g_00996
OG0000205	Prbg.g_00981	Syar.g_00988
OG0000206	Prbg.g_00986	Syar.g_00963
OG0000207	Prbg.g_00989	Syar.g_00957
OG0000208	Prbg.g_00990	Syar.g_00956
OG0000209	Prbg.g_00999	Syar.g_00936, Syar.g_03261
OG0000210	Prbg.g_01000	Syar.g_00935, Syar.g_03260
OG0000211	Prbg.g_01015	Syar.g_03026
OG0000212	Prbg.g_01023	Syar.g_03017
OG0000213	Prbg.g_01041	Syar.g_00187
OG0000214	Prbg.g_00046	Syar.g_00209
OG0000215	Prbg.g_00073	Syar.g_00239
OG0000216	Prbg.g_00074	Syar.g_00244
OG0000217	Prbg.g_00077	Syar.g_00854
OG0000218	Prbg.g_00079	Syar.g_00852
OG0000219	Prbg.g_00080	Syar.g_00851
OG0000220	Prbg.g_00081	Syar.g_00850, Syar.g_02026
OG0000221	Prbg.g_00082	Syar.g_00834
OG0000222	Prbg.g_00089	Syar.g_02119, Syar.g_00728
OG0000223	Prbg.g_00101	Syar.g_00649
OG0000224	Prbg.g_00103	Syar.g_00762, Syar.g_00273
OG0000225	Prbg.g_00129	Syar.g_01142
OG0000226	Prbg.g_01941	Syar.g_01146
OG0000227	Prbg.g_01943	Syar.g_01148
OG0000228	Prbg.g_00136	Syar.g_01161
OG0000229	Prbg.g_00156	Syar.g_01177, Syar.g_03273
OG0000230	Prbg.g_00158	Syar.g_01179, Syar.g_03275
OG0000231	Prbg.g_00169	Syar.g_02865, Syar.g_03151
OG0000232	Prbg.g_00180	Syar.g_01424
OG0000233	Prbg.g_00186	Syar.g_03183, Syar.g_01247
OG0000234	Prbg.g_00195	Syar.g_01275
OG0000235	Prbg.g_00198	Syar.g_01468
OG0000236	Prbg.g_00212	Syar.g_03311, Syar.g_01484
OG0000237	Prbg.g_00225	Syar.g_01503
OG0000238	Prbg.g_00231	Syar.g_01508
OG0000239	Prbg.g_00242	Syar.g_03277, Syar.g_02687
OG0000240	Prbg.g_00243	Syar.g_03278, Syar.g_02686
OG0000241	Prbg.g_00247	Syar.g_02410
OG0000242	Prbg.g_00249	Syar.g_01926
OG0000243	Prbg.g_00260	Syar.g_02335
OG0000244	Prbg.g_00264	Syar.g_02327
OG0000245	Prbg.g_00266	Syar.g_02325, Syar.g_03238
OG0000246	Prbg.g_00270	Syar.g_02321
OG0000247	Prbg.g_00280	Syar.g_02310
OG0000248	Prbg.g_00283	Syar.g_02307, Syar.g_03293
OG0000249	Prbg.g_00285	Syar.g_02305
OG0000250	Prbg.g_00290	Syar.g_02299, Syar.g_03194
OG0000251	Prbg.g_00310	Syar.g_03207, Syar.g_02194
OG0000252	Prbg.g_00313	Syar.g_02189, Syar.g_03263
OG0000253	Prbg.g_00314	Syar.g_02028, Syar.g_03229
OG0000254	Prbg.g_00331	Syar.g_02169
OG0000255	Prbg.g_00337	Syar.g_00011, Syar.g_02224
OG0000256	Prbg.g_00347	Syar.g_02244
OG0000257	Prbg.g_01427	Syar.g_02407, Syar.g_01762
OG0000258	Prbg.g_01413	Syar.g_02427, Syar.g_00010
OG0000259	Prbg.g_01396	Syar.g_02472
OG0000260	Prbg.g_01393	Syar.g_03220, Syar.g_02475
OG0000261	Prbg.g_01390	Syar.g_01916
OG0000262	Prbg.g_01386	Syar.g_01690
OG0000263	Prbg.g_01122	Syar.g_01991
OG0000264	Prbg.g_01133	Syar.g_02135, Syar.g_03267
OG0000266	Prbg.g_01367	Syar.g_01570
OG0000267	Prbg.g_01355	Syar.g_01873
OG0000268	Prbg.g_01354	Syar.g_02589
OG0000269	Prbg.g_01154	Syar.g_02634
OG0000270	Prbg.g_01157	Syar.g_00744, Syar.g_02637
OG0000271	Prbg.g_01165	Syar.g_02645
OG0000272	Prbg.g_01166	Syar.g_02646
OG0000273	Prbg.g_01190	Syar.g_02481, Syar.g_00008
OG0000274	Prbg.g_01191	Syar.g_00009, Syar.g_02482
OG0000275	Prbg.g_01194	Syar.g_01810
OG0000276	Prbg.g_01200	Syar.g_01817
OG0000277	Prbg.g_01201	Syar.g_01818, Syar.g_03242
OG0000278	Prbg.g_01204	Syar.g_01821, Syar.g_03174
OG0000279	Prbg.g_01211	Syar.g_01838
OG0000280	Prbg.g_01212	Syar.g_02067, Syar.g_00734
OG0000281	Prbg.g_01219	Syar.g_02218
OG0000282	Prbg.g_01086	Syar.g_01614, Syar.g_03255
OG0000283	Prbg.g_01263	Syar.g_02574
OG0000284	Prbg.g_01268	Syar.g_03258, Syar.g_02568
OG0000285	Prbg.g_01273	Syar.g_02560
OG0000286	Prbg.g_01286	Syar.g_02540
OG0000287	Prbg.g_01552	Syar.g_02512
OG0000288	Prbg.g_01325	Syar.g_01801
OG0000289	Prbg.g_01341	Syar.g_03305, Syar.g_01786
OG0000290	Prbg.g_01237	Syar.g_01928
OG0000291	Prbg.g_01235	Syar.g_01930
OG0000292	Prbg.g_01531	Syar.g_00463
OG0000293	Prbg.g_01496	Syar.g_03297, Syar.g_01526
OG0000294	Prbg.g_01495	Syar.g_01527, Syar.g_03296
OG0000295	Prbg.g_01472	Syar.g_01951, Syar.g_03208
OG0000296	Prbg.g_01470	Syar.g_01953
OG0000297	Prbg.g_01461	Syar.g_01967, Syar.g_03216
OG0000298	Prbg.g_01460	Syar.g_01968, Syar.g_03215
OG0000299	Prbg.g_01441	Syar.g_01704
OG0000300	Prbg.g_01438	Syar.g_01646, Syar.g_01711
OG0000301	Prbg.g_01437	Syar.g_01712
OG0000302	Prbg.g_01435	Syar.g_01713
OG0000303	Prbg.g_01429	Syar.g_03136, Syar.g_01723
OG0000304	Prbg.g_00352	Syar.g_01728
OG0000305	Prbg.g_01529	Syar.g_01933, Syar.g_03163
OG0000306	Prbg.g_01223	Syar.g_01884, Syar.g_03140
OG0000307	Prbg.g_00538	Syar.g_01452, Syar.g_03153
OG0000308	Prbg.g_00539	Syar.g_01450
OG0000309	Prbg.g_00543	Syar.g_01239
OG0000310	Prbg.g_00577	Syar.g_02826
OG0000311	Prbg.g_00579	Syar.g_02823
OG0000312	Prbg.g_00582	Syar.g_00015, Syar.g_02818
OG0000313	Prbg.g_00595	Syar.g_02804
OG0000314	Prbg.g_00618	Syar.g_01403
OG0000315	Prbg.g_00628	Syar.g_01393
OG0000316	Prbg.g_00653	Syar.g_02885
OG0000317	Prbg.g_01647	Syar.g_02926
OG0000318	Prbg.g_01651	Syar.g_02930
OG0000319	Prbg.g_01664	Syar.g_02954
OG0000320	Prbg.g_01666	Syar.g_02956
OG0000321	Prbg.g_01667	Syar.g_02957
OG0000322	Prbg.g_01668	Syar.g_02958
OG0000323	Prbg.g_01677	Syar.g_02973
OG0000324	Prbg.g_01704	Syar.g_00350, Syar.g_03001
OG0000325	Prbg.g_01715	Syar.g_03291, Syar.g_00148
OG0000326	Prbg.g_01722	Syar.g_00139, Syar.g_03134
OG0000327	Prbg.g_01743	Syar.g_01029
OG0000328	Prbg.g_01744	Syar.g_01030
OG0000329	Prbg.g_01761	Syar.g_03189, Syar.g_01048
OG0000330	Prbg.g_01762	Syar.g_03190, Syar.g_01049
OG0000331	Prbg.g_01763	Syar.g_01050, Syar.g_03191
OG0000332	Prbg.g_01777	Syar.g_01064, Syar.g_03299
OG0000333	Prbg.g_01779	Syar.g_01067
OG0000334	Prbg.g_01788	Syar.g_01076
OG0000335	Prbg.g_01793	Syar.g_01080
OG0000336	Prbg.g_01797	Syar.g_01084
OG0000337	Prbg.g_01815	Syar.g_00285
OG0000338	Prbg.g_01816	Syar.g_03225, Syar.g_00287
OG0000339	Prbg.g_01822	Syar.g_00658
OG0000340	Prbg.g_01831	Syar.g_00247
OG0000341	Prbg.g_01833	Syar.g_00249
OG0000342	Prbg.g_01834	Syar.g_00250
OG0000343	Prbg.g_01835	Syar.g_00256
OG0000344	Prbg.g_01838	Syar.g_00260
OG0000345	Prbg.g_01844	Syar.g_00612
OG0000346	Prbg.g_01848	Syar.g_00607
OG0000347	Prbg.g_01865	Syar.g_00558
OG0000348	Prbg.g_01873	Syar.g_00544
OG0000349	Prbg.g_01891	Syar.g_00521
OG0000350	Prbg.g_00419	Syar.g_00132
OG0000351	Prbg.g_01931	Syar.g_00442
OG0000352	Prbg.g_01932	Syar.g_00443
OG0000353	Prbg.g_00766	Syar.g_00469
OG0000355	Prbg.g_00768	Syar.g_00471
OG0000356	Prbg.g_00769	Syar.g_00472
OG0000357	Prbg.g_00770	Syar.g_00473
OG0000358	Prbg.g_00774	Syar.g_00477
OG0000359	Prbg.g_00775	Syar.g_00479
OG0000360	Prbg.g_00776	Syar.g_00480
OG0000361	Prbg.g_00777	Syar.g_00481
OG0000362	Prbg.g_00779	Syar.g_00483
OG0000363	Prbg.g_00860	Syar.g_00484
OG0000364	Prbg.g_00859	Syar.g_02928
OG0000365	Prbg.g_00854	Syar.g_00493
OG0000366	Prbg.g_00853	Syar.g_00494
OG0000367	Prbg.g_00852	Syar.g_03262, Syar.g_00495
OG0000368	Prbg.g_00850	Syar.g_00497
OG0000369	Prbg.g_00849	Syar.g_00498
OG0000370	Prbg.g_00848	Syar.g_00499
OG0000371	Prbg.g_00841	Syar.g_00508
OG0000372	Prbg.g_00838	Syar.g_00514
OG0000373	Prbg.g_00837	Syar.g_00515
OG0000374	Prbg.g_00836	Syar.g_00516
OG0000375	Prbg.g_00834	Syar.g_00517
OG0000376	Prbg.g_00832	Syar.g_00519
OG0000377	Prbg.g_00828	Syar.g_00322
OG0000378	Prbg.g_00824	Syar.g_00905
OG0000379	Prbg.g_00821	Syar.g_00910
OG0000380	Prbg.g_00804	Syar.g_03039
OG0000381	Prbg.g_00799	Syar.g_03041
OG0000382	Prbg.g_00789	Syar.g_03057
OG0000383	Prbg.g_00787	Syar.g_03074
OG0000384	Prbg.g_00786	Syar.g_03075
OG0000385	Prbg.g_00785	Syar.g_03076
OG0000386	Prbg.g_00784	Syar.g_03077
OG0000387	Prbg.g_00870	Syar.g_03109
OG0000388	Prbg.g_00874	Syar.g_03148, Syar.g_03113
OG0000389	Prbg.g_00877	Syar.g_03118
OG0000390	Prbg.g_00887	Syar.g_00033
OG0000391	Prbg.g_00890	Syar.g_00038
OG0000392	Prbg.g_00894	Syar.g_00045
OG0000393	Prbg.g_00897	Syar.g_00048
OG0000394	Prbg.g_00898	Syar.g_00049
OG0000395	Prbg.g_00899	Syar.g_00050
OG0000396	Prbg.g_00901	Syar.g_00053
OG0000397	Prbg.g_00903	Syar.g_00055
OG0000398	Prbg.g_00906	Syar.g_00060
OG0000399	Prbg.g_00907	Syar.g_00061
OG0000400	Prbg.g_00908	Syar.g_00062
OG0000401	Prbg.g_00909	Syar.g_00063
OG0000402	Prbg.g_01349	Syar.g_00065
OG0000403	Prbg.g_00911	Syar.g_00066
OG0000404	Prbg.g_00912	Syar.g_00067
OG0000405	Prbg.g_00916	Syar.g_00076
OG0000406	Prbg.g_00924	Syar.g_00080
OG0000407	Prbg.g_00925	Syar.g_00081
OG0000408	Prbg.g_00927	Syar.g_00083
OG0000409	Prbg.g_00929	Syar.g_00085
OG0000410	Prbg.g_00930	Syar.g_00086
OG0000411	Prbg.g_00931	Syar.g_00087
OG0000412	Prbg.g_00932	Syar.g_00088
OG0000413	Prbg.g_00934	Syar.g_00090
OG0000414	Prbg.g_00935	Syar.g_00091, Syar.g_03179
OG0000415	Prbg.g_00936	Syar.g_00092
OG0000416	Prbg.g_00937	Syar.g_00093
OG0000417	Prbg.g_00938	Syar.g_00095
OG0000418	Prbg.g_00943	Syar.g_00100
OG0000419	Prbg.g_00945	Syar.g_00102
OG0000420	Prbg.g_00946	Syar.g_00104
OG0000421	Prbg.g_00951	Syar.g_00109
OG0000422	Prbg.g_00952	Syar.g_00110
OG0000423	Prbg.g_00953	Syar.g_00111
OG0000424	Prbg.g_00954	Syar.g_00112
OG0000425	Prbg.g_00955	Syar.g_00113
OG0000426	Prbg.g_00956	Syar.g_00114
OG0000427	Prbg.g_00957	Syar.g_00115
OG0000428	Prbg.g_00959	Syar.g_00118
OG0000429	Prbg.g_00960	Syar.g_00121
OG0000430	Prbg.g_00961	Syar.g_00123
OG0000431	Prbg.g_00963	Syar.g_00127
OG0000432	Prbg.g_00967	Syar.g_01009
OG0000433	Prbg.g_00968	Syar.g_01007
OG0000434	Prbg.g_00969	Syar.g_01006
OG0000435	Prbg.g_00970	Syar.g_01003
OG0000436	Prbg.g_00975	Syar.g_00994
OG0000437	Prbg.g_00976	Syar.g_00993
OG0000438	Prbg.g_00977	Syar.g_00992
OG0000439	Prbg.g_00979	Syar.g_00990
OG0000440	Prbg.g_00980	Syar.g_00989
OG0000441	Prbg.g_00983	Syar.g_00986
OG0000442	Prbg.g_00984	Syar.g_00977
OG0000443	Prbg.g_00985	Syar.g_00964
OG0000444	Prbg.g_00991	Syar.g_00954
OG0000445	Prbg.g_00992	Syar.g_00953
OG0000446	Prbg.g_00993	Syar.g_00951
OG0000447	Prbg.g_00994	Syar.g_00948
OG0000448	Prbg.g_00995	Syar.g_00947
OG0000449	Prbg.g_00996	Syar.g_00946
OG0000450	Prbg.g_00997	Syar.g_00939
OG0000451	Prbg.g_00998	Syar.g_00938
OG0000452	Prbg.g_01001	Syar.g_00934
OG0000453	Prbg.g_01002	Syar.g_00933
OG0000454	Prbg.g_01003	Syar.g_00932
OG0000455	Prbg.g_01004	Syar.g_00931
OG0000456	Prbg.g_01005	Syar.g_00930
OG0000457	Prbg.g_01007	Syar.g_00928
OG0000458	Prbg.g_01008	Syar.g_00918
OG0000459	Prbg.g_01009	Syar.g_00917
OG0000460	Prbg.g_01017	Syar.g_03024
OG0000461	Prbg.g_01025	Syar.g_00153
OG0000462	Prbg.g_01027	Syar.g_00155
OG0000463	Prbg.g_01028	Syar.g_00156
OG0000464	Prbg.g_01029	Syar.g_00157
OG0000465	Prbg.g_01030	Syar.g_00159
OG0000466	Prbg.g_01033	Syar.g_00164
OG0000467	Prbg.g_01034	Syar.g_00165
OG0000468	Prbg.g_01037	Syar.g_00170
OG0000469	Prbg.g_01045	Syar.g_00203
OG0000470	Prbg.g_00042	Syar.g_00206
OG0000471	Prbg.g_00043	Syar.g_00207
OG0000472	Prbg.g_00045	Syar.g_00208
OG0000473	Prbg.g_00047	Syar.g_00210
OG0000474	Prbg.g_00048	Syar.g_00211
OG0000475	Prbg.g_00049	Syar.g_00212
OG0000476	Prbg.g_00051	Syar.g_00214
OG0000477	Prbg.g_00054	Syar.g_00219
OG0000478	Prbg.g_00055	Syar.g_00220
OG0000479	Prbg.g_00056	Syar.g_00221
OG0000480	Prbg.g_00061	Syar.g_00228
OG0000481	Prbg.g_00064	Syar.g_00230
OG0000482	Prbg.g_00065	Syar.g_00231
OG0000483	Prbg.g_00068	Syar.g_00235
OG0000484	Prbg.g_00069	Syar.g_00236
OG0000485	Prbg.g_00071	Syar.g_00237
OG0000486	Prbg.g_00072	Syar.g_00024, Syar.g_00238
OG0000487	Prbg.g_00075	Syar.g_00245
OG0000488	Prbg.g_00078	Syar.g_00853
OG0000489	Prbg.g_00083	Syar.g_00833
OG0000490	Prbg.g_00087	Syar.g_00823
OG0000491	Prbg.g_00088	Syar.g_00822
OG0000492	Prbg.g_00090	Syar.g_00727
OG0000493	Prbg.g_00091	Syar.g_00726
OG0000494	Prbg.g_00092	Syar.g_00725
OG0000495	Prbg.g_00093	Syar.g_00724
OG0000496	Prbg.g_00094	Syar.g_00723
OG0000497	Prbg.g_00095	Syar.g_00722
OG0000498	Prbg.g_00096	Syar.g_00721
OG0000499	Prbg.g_00097	Syar.g_00720
OG0000500	Prbg.g_00098	Syar.g_00719
OG0000501	Prbg.g_00099	Syar.g_00716
OG0000502	Prbg.g_00102	Syar.g_00275
OG0000503	Prbg.g_00117	Syar.g_01118
OG0000504	Prbg.g_00119	Syar.g_01120
OG0000505	Prbg.g_00120	Syar.g_01121
OG0000506	Prbg.g_00121	Syar.g_01123
OG0000507	Prbg.g_00124	Syar.g_01129
OG0000508	Prbg.g_00128	Syar.g_01141
OG0000509	Prbg.g_00130	Syar.g_01143
OG0000510	Prbg.g_00131	Syar.g_01144
OG0000511	Prbg.g_00132	Syar.g_01145
OG0000512	Prbg.g_01942	Syar.g_01147
OG0000513	Prbg.g_00140	Syar.g_01166
OG0000514	Prbg.g_00151	Syar.g_01169
OG0000515	Prbg.g_00152	Syar.g_01170
OG0000516	Prbg.g_00153	Syar.g_01172
OG0000517	Prbg.g_00155	Syar.g_01176
OG0000518	Prbg.g_00166	Syar.g_02868
OG0000519	Prbg.g_00167	Syar.g_02867
OG0000520	Prbg.g_00168	Syar.g_02866
OG0000521	Prbg.g_00176	Syar.g_01419
OG0000522	Prbg.g_00178	Syar.g_01421
OG0000523	Prbg.g_00179	Syar.g_01422
OG0000524	Prbg.g_00184	Syar.g_01244
OG0000525	Prbg.g_00188	Syar.g_01263
OG0000526	Prbg.g_00189	Syar.g_01266
OG0000527	Prbg.g_00192	Syar.g_01271
OG0000528	Prbg.g_00197	Syar.g_01466
OG0000529	Prbg.g_00200	Syar.g_01470
OG0000530	Prbg.g_00203	Syar.g_01473
OG0000531	Prbg.g_00204	Syar.g_01474
OG0000532	Prbg.g_00206	Syar.g_01477
OG0000533	Prbg.g_00207	Syar.g_01479
OG0000534	Prbg.g_00208	Syar.g_01480
OG0000535	Prbg.g_00209	Syar.g_01481
OG0000536	Prbg.g_00210	Syar.g_01482
OG0000537	Prbg.g_00211	Syar.g_01483
