Orthogroup	Prbg	Prbb
OG0000114	Prbg.g_01084	Prbb.g_00932
OG0000115	Prbg.g_01555	Prbb.g_01780
OG0000116	Prbg.g_01497	Prbb.g_01528
OG0000117	Prbg.g_01459	Prbb.g_01399
OG0000118	Prbg.g_00490	Prbb.g_01598
OG0000119	Prbg.g_01540, Prbg.g_00688	Prbb.g_01632
OG0000120	Prbg.g_00549	Prbb.g_00678
OG0000121	Prbg.g_00593	Prbb.g_01688
OG0000122	Prbg.g_00634	Prbb.g_01727
OG0000123	Prbg.g_01792	Prbb.g_02008
OG0000125	Prbg.g_01900	Prbb.g_02131
OG0000126	Prbg.g_00762	Prbb.g_02183
OG0000128	Prbg.g_00778	Prbb.g_00012
OG0000129	Prbg.g_00829	Prbb.g_00059
OG0000130	Prbg.g_00800	Prbb.g_00124
OG0000131	Prbg.g_00922	Prbb.g_00202
OG0000132	Prbg.g_00942	Prbb.g_00221
OG0000133	Prbg.g_00100	Prbb.g_00373
OG0000134	Prbg.g_00139	Prbb.g_00418
OG0000135	Prbg.g_00459	Prbb.g_01326
OG0000136	Prbg.g_00161	Prbb.g_00446
OG0000137	Prbg.g_00194	Prbb.g_00478
OG0000138	Prbg.g_00214	Prbb.g_00499
OG0000139	Prbg.g_00254	Prbb.g_00540
OG0000140	Prbg.g_00255	Prbb.g_00541
OG0000141	Prbg.g_00327	Prbb.g_00608
OG0000142	Prbg.g_01422	Prbb.g_00636
OG0000143	Prbg.g_01418	Prbb.g_00640
OG0000144	Prbg.g_01404	Prbb.g_00653
OG0000145	Prbg.g_00461	Prbb.g_01099
OG0000146	Prbg.g_00365	Prbb.g_00982
OG0000147	Prbg.g_00364	Prbb.g_00981
OG0000148	Prbg.g_01176	Prbb.g_00801
OG0000149	Prbg.g_01208	Prbb.g_00832
OG0000150	Prbg.g_01218	Prbb.g_00840
OG0000151	Prbg.g_01094	Prbb.g_00943
OG0000152	Prbg.g_01287	Prbb.g_00991
OG0000153	Prbg.g_01306	Prbb.g_01009
OG0000154	Prbg.g_01326	Prbb.g_01040
OG0000155	Prbg.g_01465	Prbb.g_01495
OG0000156	Prbg.g_00466	Prbb.g_01575
OG0000157	Prbg.g_00467	Prbb.g_01576
OG0000158	Prbg.g_01829	Prbb.g_02044
OG0000160	Prbg.g_00592	Prbb.g_01687
OG0000161	Prbg.g_00598	Prbb.g_01693
OG0000162	Prbg.g_00604	Prbb.g_01699
OG0000163	Prbg.g_00643	Prbb.g_01735
OG0000164	Prbg.g_01674	Prbb.g_01845
OG0000165	Prbg.g_01681	Prbb.g_01853
OG0000166	Prbg.g_01748	Prbb.g_01964
OG0000167	Prbg.g_01819	Prbb.g_02034
OG0000168	Prbg.g_01830	Prbb.g_02045
OG0000169	Prbg.g_01840	Prbb.g_02055
OG0000170	Prbg.g_01843	Prbb.g_02057
OG0000171	Prbg.g_01863	Prbb.g_02078
OG0000172	Prbg.g_01870	Prbb.g_02101
OG0000173	Prbg.g_01885	Prbb.g_02116
OG0000174	Prbg.g_01915	Prbb.g_02147
OG0000175	Prbg.g_01928	Prbb.g_02165
OG0000176	Prbg.g_00771	Prbb.g_00004
OG0000177	Prbg.g_00772	Prbb.g_00005
OG0000178	Prbg.g_00773	Prbb.g_00007, Prbb.g_00006
OG0000179	Prbg.g_00858	Prbb.g_00017
OG0000180	Prbg.g_00857	Prbb.g_00018
OG0000181	Prbg.g_00856	Prbb.g_00019
OG0000182	Prbg.g_00855	Prbb.g_00020
OG0000183	Prbg.g_00851	Prbb.g_00024
OG0000184	Prbg.g_00825	Prbb.g_00061
OG0000185	Prbg.g_00822	Prbb.g_00064
OG0000186	Prbg.g_00806	Prbb.g_00119
OG0000187	Prbg.g_00805	Prbb.g_00120
OG0000188	Prbg.g_00788	Prbb.g_00137
OG0000189	Prbg.g_00866	Prbb.g_00151
OG0000190	Prbg.g_00868	Prbb.g_00152
OG0000191	Prbg.g_00891	Prbb.g_00175
OG0000192	Prbg.g_00896	Prbb.g_00179
OG0000193	Prbg.g_00923	Prbb.g_00203
OG0000194	Prbg.g_00926	Prbb.g_00206
OG0000195	Prbg.g_00928	Prbb.g_00208
OG0000196	Prbg.g_00939	Prbb.g_00218
OG0000197	Prbg.g_00940	Prbb.g_00219
OG0000198	Prbg.g_00941	Prbb.g_00220
OG0000199	Prbg.g_00948	Prbb.g_00227
OG0000200	Prbg.g_00962	Prbb.g_00240
OG0000201	Prbg.g_00971	Prbb.g_00249
OG0000202	Prbg.g_00972	Prbb.g_00250
OG0000203	Prbg.g_00973	Prbb.g_00251
OG0000204	Prbg.g_00974	Prbb.g_00252
OG0000205	Prbg.g_00981	Prbb.g_00259
OG0000206	Prbg.g_00986	Prbb.g_00263
OG0000207	Prbg.g_00989	Prbb.g_00265
OG0000208	Prbg.g_00990	Prbb.g_00266
OG0000209	Prbg.g_00999	Prbb.g_00275
OG0000210	Prbg.g_01000	Prbb.g_00276
OG0000211	Prbg.g_01015	Prbb.g_00290
OG0000212	Prbg.g_01023	Prbb.g_00298
OG0000213	Prbg.g_01041	Prbb.g_00313
OG0000214	Prbg.g_00046	Prbb.g_00321
OG0000215	Prbg.g_00073	Prbb.g_00344
OG0000216	Prbg.g_00074	Prbb.g_00345
OG0000217	Prbg.g_00077	Prbb.g_00348
OG0000218	Prbg.g_00079	Prbb.g_00350
OG0000219	Prbg.g_00080	Prbb.g_00351
OG0000220	Prbg.g_00081	Prbb.g_00352
OG0000221	Prbg.g_00082	Prbb.g_00353
OG0000222	Prbg.g_00089	Prbb.g_00361
OG0000223	Prbg.g_00101	Prbb.g_00374
OG0000224	Prbg.g_00103	Prbb.g_00376
OG0000225	Prbg.g_00129	Prbb.g_00405
OG0000226	Prbg.g_01941	Prbb.g_00409
OG0000227	Prbg.g_01943	Prbb.g_00411
OG0000228	Prbg.g_00136	Prbb.g_00415
OG0000229	Prbg.g_00156	Prbb.g_00441
OG0000230	Prbg.g_00158	Prbb.g_00443
OG0000231	Prbg.g_00169	Prbb.g_00454
OG0000232	Prbg.g_00180	Prbb.g_00462
OG0000233	Prbg.g_00186	Prbb.g_00470
OG0000234	Prbg.g_00195	Prbb.g_00479
OG0000235	Prbg.g_00198	Prbb.g_00483
OG0000236	Prbg.g_00212	Prbb.g_00497
OG0000237	Prbg.g_00225	Prbb.g_00510
OG0000238	Prbg.g_00231	Prbb.g_00516
OG0000239	Prbg.g_00242	Prbb.g_00528
OG0000240	Prbg.g_00243	Prbb.g_00529
OG0000241	Prbg.g_00247	Prbb.g_00533
OG0000242	Prbg.g_00249	Prbb.g_00535
OG0000243	Prbg.g_00260	Prbb.g_00546
OG0000244	Prbg.g_00264	Prbb.g_00550
OG0000245	Prbg.g_00266	Prbb.g_00552
OG0000246	Prbg.g_00270	Prbb.g_00556
OG0000247	Prbg.g_00280	Prbb.g_00566
OG0000248	Prbg.g_00283	Prbb.g_00568
OG0000249	Prbg.g_00285	Prbb.g_00570
OG0000250	Prbg.g_00290	Prbb.g_00575
OG0000251	Prbg.g_00310	Prbb.g_00591
OG0000252	Prbg.g_00313	Prbb.g_00593
OG0000253	Prbg.g_00314	Prbb.g_00595
OG0000254	Prbg.g_00331	Prbb.g_00612
OG0000255	Prbg.g_00337	Prbb.g_00618
OG0000256	Prbg.g_00347	Prbb.g_00628
OG0000257	Prbg.g_01427	Prbb.g_00631
OG0000258	Prbg.g_01413	Prbb.g_00644
OG0000259	Prbg.g_01396	Prbb.g_00661
OG0000260	Prbg.g_01393	Prbb.g_00665
OG0000261	Prbg.g_01390	Prbb.g_00668
OG0000262	Prbg.g_01386	Prbb.g_00673
OG0000263	Prbg.g_01122	Prbb.g_00686
OG0000264	Prbg.g_01133	Prbb.g_00697, Prbb.g_00698
OG0000265	Prbg.g_01151	Prbb.g_00713
OG0000266	Prbg.g_01367	Prbb.g_00723
OG0000267	Prbg.g_01355	Prbb.g_00736
OG0000268	Prbg.g_01354	Prbb.g_00737
OG0000269	Prbg.g_01154	Prbb.g_00778
OG0000270	Prbg.g_01157	Prbb.g_00781
OG0000271	Prbg.g_01165	Prbb.g_00789
OG0000272	Prbg.g_01166	Prbb.g_00790
OG0000273	Prbg.g_01190	Prbb.g_00814
OG0000274	Prbg.g_01191	Prbb.g_00815
OG0000275	Prbg.g_01194	Prbb.g_00817
OG0000276	Prbg.g_01200	Prbb.g_00823
OG0000277	Prbg.g_01201	Prbb.g_00824
OG0000278	Prbg.g_01204	Prbb.g_00828
OG0000279	Prbg.g_01211	Prbb.g_00835
OG0000280	Prbg.g_01212	Prbb.g_01370
OG0000281	Prbg.g_01219	Prbb.g_00841
OG0000282	Prbg.g_01086	Prbb.g_00934
OG0000283	Prbg.g_01263	Prbb.g_00965
OG0000284	Prbg.g_01268	Prbb.g_00970
OG0000285	Prbg.g_01273	Prbb.g_00975
OG0000286	Prbg.g_01286	Prbb.g_00990
OG0000287	Prbg.g_01552	Prbb.g_00101
OG0000288	Prbg.g_01325	Prbb.g_01039
OG0000289	Prbg.g_01341	Prbb.g_01051
OG0000290	Prbg.g_01237	Prbb.g_01067
OG0000291	Prbg.g_01235	Prbb.g_01069
OG0000292	Prbg.g_01531	Prbb.g_01238
OG0000293	Prbg.g_01496	Prbb.g_01527
OG0000294	Prbg.g_01495	Prbb.g_01526
OG0000295	Prbg.g_01472	Prbb.g_01502
OG0000296	Prbg.g_01470	Prbb.g_01500
OG0000297	Prbg.g_01461	Prbb.g_01491
OG0000298	Prbg.g_01460	Prbb.g_01490
OG0000299	Prbg.g_01441	Prbb.g_01471
OG0000300	Prbg.g_01438	Prbb.g_01468
OG0000301	Prbg.g_01437	Prbb.g_01467
OG0000302	Prbg.g_01435	Prbb.g_01464
OG0000303	Prbg.g_01429	Prbb.g_01459
OG0000304	Prbg.g_00352	Prbb.g_01456
OG0000305	Prbg.g_01529	Prbb.g_01789
OG0000306	Prbg.g_01223	Prbb.g_00845
OG0000307	Prbg.g_00538	Prbb.g_01648
OG0000308	Prbg.g_00539	Prbb.g_01649
OG0000309	Prbg.g_00543	Prbb.g_01653
OG0000310	Prbg.g_00577	Prbb.g_01671
OG0000311	Prbg.g_00579	Prbb.g_01673
OG0000312	Prbg.g_00582	Prbb.g_01676
OG0000313	Prbg.g_00595	Prbb.g_01690
OG0000314	Prbg.g_00618	Prbb.g_01711
OG0000315	Prbg.g_00628	Prbb.g_01721
OG0000316	Prbg.g_00653	Prbb.g_01746
OG0000317	Prbg.g_01647	Prbb.g_01821
OG0000318	Prbg.g_01651	Prbb.g_01824
OG0000319	Prbg.g_01664	Prbb.g_01835
OG0000320	Prbg.g_01666	Prbb.g_01837
OG0000321	Prbg.g_01667	Prbb.g_01838
OG0000322	Prbg.g_01668	Prbb.g_01839
OG0000323	Prbg.g_01677	Prbb.g_01848
OG0000324	Prbg.g_01704	Prbb.g_01875
OG0000325	Prbg.g_01715	Prbb.g_01924
OG0000326	Prbg.g_01722	Prbb.g_01930
OG0000327	Prbg.g_01743	Prbb.g_01959
OG0000328	Prbg.g_01744	Prbb.g_01960
OG0000329	Prbg.g_01761	Prbb.g_01977
OG0000330	Prbg.g_01762	Prbb.g_01978
OG0000331	Prbg.g_01763	Prbb.g_01979
OG0000332	Prbg.g_01777	Prbb.g_01993
OG0000333	Prbg.g_01779	Prbb.g_01995
OG0000334	Prbg.g_01788	Prbb.g_02004
OG0000335	Prbg.g_01793	Prbb.g_02009
OG0000336	Prbg.g_01797	Prbb.g_02013
OG0000337	Prbg.g_01815	Prbb.g_02031
OG0000338	Prbg.g_01816	Prbb.g_02032
OG0000339	Prbg.g_01822	Prbb.g_02037
OG0000340	Prbg.g_01831	Prbb.g_02046
OG0000341	Prbg.g_01833	Prbb.g_02048
OG0000342	Prbg.g_01834	Prbb.g_02049
OG0000343	Prbg.g_01835	Prbb.g_02050
OG0000344	Prbg.g_01838	Prbb.g_02053
OG0000345	Prbg.g_01844	Prbb.g_02058
OG0000346	Prbg.g_01848	Prbb.g_02062
OG0000347	Prbg.g_01865	Prbb.g_02082
OG0000348	Prbg.g_01873	Prbb.g_02104
OG0000349	Prbg.g_01891	Prbb.g_02122
OG0000350	Prbg.g_00419	Prbb.g_02143
OG0000351	Prbg.g_01931	Prbb.g_02168
OG0000352	Prbg.g_01932	Prbb.g_02169
OG0000353	Prbg.g_00766	Prbb.g_02188
OG0000355	Prbg.g_00768	Prbb.g_00001
OG0000356	Prbg.g_00769	Prbb.g_00002
OG0000357	Prbg.g_00770	Prbb.g_00003
OG0000358	Prbg.g_00774	Prbb.g_00008
OG0000359	Prbg.g_00775	Prbb.g_00009
OG0000360	Prbg.g_00776	Prbb.g_00010
OG0000361	Prbg.g_00777	Prbb.g_00011
OG0000362	Prbg.g_00779	Prbb.g_00013
OG0000363	Prbg.g_00860	Prbb.g_00015
OG0000364	Prbg.g_00859	Prbb.g_00016
OG0000365	Prbg.g_00854	Prbb.g_00021
OG0000366	Prbg.g_00853	Prbb.g_00022
OG0000367	Prbg.g_00852	Prbb.g_00023
OG0000368	Prbg.g_00850	Prbb.g_00025
OG0000369	Prbg.g_00849	Prbb.g_00026
OG0000370	Prbg.g_00848	Prbb.g_00027
OG0000371	Prbg.g_00841	Prbb.g_00033
OG0000372	Prbg.g_00838	Prbb.g_00035
OG0000373	Prbg.g_00837	Prbb.g_00036
OG0000374	Prbg.g_00836	Prbb.g_00037
OG0000375	Prbg.g_00834	Prbb.g_00055
OG0000376	Prbg.g_00832	Prbb.g_00057
OG0000377	Prbg.g_00828	Prbb.g_00060
OG0000378	Prbg.g_00824	Prbb.g_00062
OG0000379	Prbg.g_00821	Prbb.g_00065
OG0000380	Prbg.g_00804	Prbb.g_00121
OG0000381	Prbg.g_00799	Prbb.g_00125
OG0000382	Prbg.g_00789	Prbb.g_00136
OG0000383	Prbg.g_00787	Prbb.g_00138
OG0000384	Prbg.g_00786	Prbb.g_00139
OG0000385	Prbg.g_00785	Prbb.g_00140
OG0000386	Prbg.g_00784	Prbb.g_00141
OG0000387	Prbg.g_00870	Prbb.g_00154
OG0000388	Prbg.g_00874	Prbb.g_00158
OG0000389	Prbg.g_00877	Prbb.g_00161
OG0000390	Prbg.g_00887	Prbb.g_00170
OG0000391	Prbg.g_00890	Prbb.g_00174
OG0000392	Prbg.g_00894	Prbb.g_00177
OG0000393	Prbg.g_00897	Prbb.g_00180
OG0000394	Prbg.g_00898	Prbb.g_00181
OG0000395	Prbg.g_00899	Prbb.g_00182
OG0000396	Prbg.g_00901	Prbb.g_00185
OG0000397	Prbg.g_00903	Prbb.g_00187
OG0000398	Prbg.g_00906	Prbb.g_00190
OG0000399	Prbg.g_00907	Prbb.g_00191
OG0000400	Prbg.g_00908	Prbb.g_00192
OG0000401	Prbg.g_00909	Prbb.g_00193
OG0000402	Prbg.g_01349	Prbb.g_01101
OG0000403	Prbg.g_00911	Prbb.g_00194
OG0000404	Prbg.g_00912	Prbb.g_00195
OG0000405	Prbg.g_00916	Prbb.g_00200
OG0000406	Prbg.g_00924	Prbb.g_00204
OG0000407	Prbg.g_00925	Prbb.g_00205
OG0000408	Prbg.g_00927	Prbb.g_00207
OG0000409	Prbg.g_00929	Prbb.g_00209
OG0000410	Prbg.g_00930	Prbb.g_00210
OG0000411	Prbg.g_00931	Prbb.g_00211
OG0000412	Prbg.g_00932	Prbb.g_00212
OG0000413	Prbg.g_00934	Prbb.g_00213
OG0000414	Prbg.g_00935	Prbb.g_00214
OG0000415	Prbg.g_00936	Prbb.g_00215
OG0000416	Prbg.g_00937	Prbb.g_00216
OG0000417	Prbg.g_00938	Prbb.g_00217
OG0000418	Prbg.g_00943	Prbb.g_00222
OG0000419	Prbg.g_00945	Prbb.g_00224
OG0000420	Prbg.g_00946	Prbb.g_00225
OG0000421	Prbg.g_00951	Prbb.g_00229
OG0000422	Prbg.g_00952	Prbb.g_00230
OG0000423	Prbg.g_00953	Prbb.g_00231
OG0000424	Prbg.g_00954	Prbb.g_00232
OG0000425	Prbg.g_00955	Prbb.g_00233
OG0000426	Prbg.g_00956	Prbb.g_00234
OG0000427	Prbg.g_00957	Prbb.g_00235
OG0000428	Prbg.g_00959	Prbb.g_00237
OG0000429	Prbg.g_00960	Prbb.g_00238
OG0000430	Prbg.g_00961	Prbb.g_00239
OG0000431	Prbg.g_00963	Prbb.g_00241
OG0000432	Prbg.g_00967	Prbb.g_00245
OG0000433	Prbg.g_00968	Prbb.g_00246
OG0000434	Prbg.g_00969	Prbb.g_00247
OG0000435	Prbg.g_00970	Prbb.g_00248
OG0000436	Prbg.g_00975	Prbb.g_00253
OG0000437	Prbg.g_00976	Prbb.g_00254
OG0000438	Prbg.g_00977	Prbb.g_00255
OG0000439	Prbg.g_00979	Prbb.g_00257
OG0000440	Prbg.g_00980	Prbb.g_00258
OG0000441	Prbg.g_00983	Prbb.g_00260
OG0000442	Prbg.g_00984	Prbb.g_00261
OG0000443	Prbg.g_00985	Prbb.g_00262
OG0000444	Prbg.g_00991	Prbb.g_00267
OG0000445	Prbg.g_00992	Prbb.g_00268
OG0000446	Prbg.g_00993	Prbb.g_00269
OG0000447	Prbg.g_00994	Prbb.g_00270
OG0000448	Prbg.g_00995	Prbb.g_00271
OG0000449	Prbg.g_00996	Prbb.g_00272
OG0000450	Prbg.g_00997	Prbb.g_00273
OG0000451	Prbg.g_00998	Prbb.g_00274
OG0000452	Prbg.g_01001	Prbb.g_00277
OG0000453	Prbg.g_01002	Prbb.g_00278
OG0000454	Prbg.g_01003	Prbb.g_00279
OG0000455	Prbg.g_01004	Prbb.g_00280
OG0000456	Prbg.g_01005	Prbb.g_00281
OG0000457	Prbg.g_01007	Prbb.g_00282
OG0000458	Prbg.g_01008	Prbb.g_00283
OG0000459	Prbg.g_01009	Prbb.g_00284
OG0000460	Prbg.g_01017	Prbb.g_00292
OG0000461	Prbg.g_01025	Prbb.g_00300
OG0000462	Prbg.g_01027	Prbb.g_00302
OG0000463	Prbg.g_01028	Prbb.g_00303
OG0000464	Prbg.g_01029	Prbb.g_00304
OG0000465	Prbg.g_01030	Prbb.g_00305
OG0000466	Prbg.g_01033	Prbb.g_00306
OG0000467	Prbg.g_01034	Prbb.g_00307
OG0000468	Prbg.g_01037	Prbb.g_00309
OG0000469	Prbg.g_01045	Prbb.g_00316
OG0000470	Prbg.g_00042	Prbb.g_00318
OG0000471	Prbg.g_00043	Prbb.g_00319
OG0000472	Prbg.g_00045	Prbb.g_00320
OG0000473	Prbg.g_00047	Prbb.g_00322
OG0000474	Prbg.g_00048	Prbb.g_00323
OG0000475	Prbg.g_00049	Prbb.g_00324
OG0000476	Prbg.g_00051	Prbb.g_00326
OG0000477	Prbg.g_00054	Prbb.g_00328
OG0000478	Prbg.g_00055	Prbb.g_00329
OG0000479	Prbg.g_00056	Prbb.g_00330
OG0000480	Prbg.g_00061	Prbb.g_00334
OG0000481	Prbg.g_00064	Prbb.g_00336
OG0000482	Prbg.g_00065	Prbb.g_00337
OG0000483	Prbg.g_00068	Prbb.g_00340
OG0000484	Prbg.g_00069	Prbb.g_00341
OG0000485	Prbg.g_00071	Prbb.g_00342
OG0000486	Prbg.g_00072	Prbb.g_00343
OG0000487	Prbg.g_00075	Prbb.g_00346
OG0000488	Prbg.g_00078	Prbb.g_00349
OG0000489	Prbg.g_00083	Prbb.g_00354
OG0000490	Prbg.g_00087	Prbb.g_00359
OG0000491	Prbg.g_00088	Prbb.g_00360
OG0000492	Prbg.g_00090	Prbb.g_00362
OG0000493	Prbg.g_00091	Prbb.g_00363
OG0000494	Prbg.g_00092	Prbb.g_00364
OG0000495	Prbg.g_00093	Prbb.g_00365
OG0000496	Prbg.g_00094	Prbb.g_00366
OG0000497	Prbg.g_00095	Prbb.g_00367
OG0000498	Prbg.g_00096	Prbb.g_00368
OG0000499	Prbg.g_00097	Prbb.g_00369
OG0000500	Prbg.g_00098	Prbb.g_00370
OG0000501	Prbg.g_00099	Prbb.g_00372
OG0000502	Prbg.g_00102	Prbb.g_00375
OG0000503	Prbg.g_00117	Prbb.g_00394
OG0000504	Prbg.g_00119	Prbb.g_00396
OG0000505	Prbg.g_00120	Prbb.g_00397
OG0000506	Prbg.g_00121	Prbb.g_00398
OG0000507	Prbg.g_00124	Prbb.g_00401
OG0000508	Prbg.g_00128	Prbb.g_00404
OG0000509	Prbg.g_00130	Prbb.g_00406
OG0000510	Prbg.g_00131	Prbb.g_00407
OG0000511	Prbg.g_00132	Prbb.g_00408
OG0000512	Prbg.g_01942	Prbb.g_00410
OG0000513	Prbg.g_00140	Prbb.g_00419
OG0000514	Prbg.g_00151	Prbb.g_00436
OG0000515	Prbg.g_00152	Prbb.g_00437
OG0000516	Prbg.g_00153	Prbb.g_00438
OG0000517	Prbg.g_00155	Prbb.g_00440
