Orthogroup	Prbg	Prbn
OG0000113	Prbg.g_01182	Prbn.g_01523
OG0000114	Prbg.g_01084	Prbn.g_01621
OG0000115	Prbg.g_01555	Prbn.g_01120
OG0000116	Prbg.g_01497	Prbn.g_01178
OG0000117	Prbg.g_01459	Prbn.g_00389
OG0000118	Prbg.g_00490	Prbn.g_01071
OG0000119	Prbg.g_01540	Prbn.g_01135
OG0000119	Prbg.g_00688	Prbn.g_00885
OG0000120	Prbg.g_00549	Prbn.g_00170
OG0000121	Prbg.g_00593	Prbn.g_00214
OG0000122	Prbg.g_00448	Prbn.g_01113
OG0000122	Prbg.g_00634	Prbn.g_00255
OG0000123	Prbg.g_01792	Prbn.g_01888
OG0000124	Prbg.g_01864	Prbn.g_00979
OG0000125	Prbg.g_01900	Prbn.g_00944
OG0000126	Prbg.g_00762	Prbn.g_00295
OG0000128	Prbg.g_00778	Prbn.g_00002, Prbn.g_00003
OG0000129	Prbg.g_00829	Prbn.g_00737
OG0000130	Prbg.g_00800	Prbn.g_00708
OG0000131	Prbg.g_00922	Prbn.g_01269
OG0000132	Prbg.g_00942	Prbn.g_01249
OG0000133	Prbg.g_00100	Prbn.g_00088
OG0000134	Prbg.g_00139	Prbn.g_00694
OG0000135	Prbg.g_00459	Prbn.g_01102
OG0000136	Prbg.g_00161	Prbn.g_00672
OG0000137	Prbg.g_00194	Prbn.g_00639
OG0000138	Prbg.g_00214	Prbn.g_00619
OG0000139	Prbg.g_00254	Prbn.g_00579
OG0000140	Prbg.g_00255	Prbn.g_00578
OG0000141	Prbg.g_00327	Prbn.g_00507
OG0000142	Prbg.g_01422	Prbn.g_00426
OG0000143	Prbg.g_01418	Prbn.g_00430
OG0000144	Prbg.g_01404	Prbn.g_00444
OG0000145	Prbg.g_00461	Prbn.g_01100
OG0000146	Prbg.g_00365	Prbn.g_00469
OG0000147	Prbg.g_00364	Prbn.g_00470
OG0000148	Prbg.g_01176	Prbn.g_01529
OG0000149	Prbg.g_01208	Prbn.g_01497
OG0000150	Prbg.g_01218	Prbn.g_01487
OG0000151	Prbg.g_01094	Prbn.g_01611
OG0000152	Prbg.g_01287	Prbn.g_01418
OG0000153	Prbg.g_01306	Prbn.g_01399
OG0000154	Prbg.g_01326	Prbn.g_01379
OG0000155	Prbg.g_01465	Prbn.g_01210
OG0000156	Prbg.g_00466	Prbn.g_01095
OG0000157	Prbg.g_00467	Prbn.g_01094
OG0000158	Prbg.g_01829	Prbn.g_01014
OG0000159	Prbg.g_00809	Prbn.g_00717
OG0000160	Prbg.g_00592	Prbn.g_00213
OG0000161	Prbg.g_00598	Prbn.g_00219
OG0000162	Prbg.g_00604	Prbn.g_00225
OG0000163	Prbg.g_00643	Prbn.g_00264
OG0000164	Prbg.g_01674	Prbn.g_01770
OG0000165	Prbg.g_01681	Prbn.g_01777
OG0000166	Prbg.g_01748	Prbn.g_01844
OG0000167	Prbg.g_01819	Prbn.g_01915
OG0000168	Prbg.g_01830	Prbn.g_01013
OG0000169	Prbg.g_01840	Prbn.g_01003
OG0000170	Prbg.g_01843	Prbn.g_01000
OG0000171	Prbg.g_01863	Prbn.g_00980
OG0000172	Prbg.g_01870	Prbn.g_00973
OG0000173	Prbg.g_01885	Prbn.g_00958
OG0000174	Prbg.g_01915	Prbn.g_00929
OG0000175	Prbg.g_01928	Prbn.g_00916
OG0000176	Prbg.g_00771	Prbn.g_00010
OG0000177	Prbg.g_00772	Prbn.g_00009
OG0000178	Prbg.g_00773	Prbn.g_00008
OG0000179	Prbg.g_00858	Prbn.g_00766
OG0000180	Prbg.g_00857	Prbn.g_00765
OG0000181	Prbg.g_00856	Prbn.g_00764
OG0000182	Prbg.g_00855	Prbn.g_00763
OG0000183	Prbg.g_00851	Prbn.g_00759
OG0000184	Prbg.g_00825	Prbn.g_00733
OG0000185	Prbg.g_00822	Prbn.g_00730
OG0000186	Prbg.g_00806	Prbn.g_00714
OG0000187	Prbg.g_00805	Prbn.g_00713
OG0000188	Prbg.g_00788	Prbn.g_01339
OG0000189	Prbg.g_00866	Prbn.g_01325
OG0000190	Prbg.g_00868	Prbn.g_01323
OG0000191	Prbg.g_00891	Prbn.g_01300
OG0000192	Prbg.g_00896	Prbn.g_01295
OG0000193	Prbg.g_00923	Prbn.g_01268
OG0000194	Prbg.g_00926	Prbn.g_01265
OG0000195	Prbg.g_00928	Prbn.g_01263
OG0000196	Prbg.g_00939	Prbn.g_01252
OG0000197	Prbg.g_00940	Prbn.g_01251
OG0000198	Prbg.g_00941	Prbn.g_01250
OG0000199	Prbg.g_00948	Prbn.g_01243, Prbn.g_00384
OG0000200	Prbg.g_00962	Prbn.g_00370
OG0000201	Prbg.g_00971	Prbn.g_00361
OG0000202	Prbg.g_00972	Prbn.g_00360
OG0000203	Prbg.g_00973	Prbn.g_00359
OG0000204	Prbg.g_00974	Prbn.g_00358
OG0000205	Prbg.g_00981	Prbn.g_00351
OG0000206	Prbg.g_00986	Prbn.g_00346
OG0000207	Prbg.g_00989	Prbn.g_00343
OG0000208	Prbg.g_00990	Prbn.g_00342
OG0000209	Prbg.g_00999	Prbn.g_00333
OG0000210	Prbg.g_01000	Prbn.g_00332
OG0000211	Prbg.g_01015	Prbn.g_00317
OG0000212	Prbg.g_01023	Prbn.g_00309
OG0000213	Prbg.g_01041	Prbn.g_00024
OG0000214	Prbg.g_00046	Prbn.g_00034
OG0000215	Prbg.g_00073	Prbn.g_00061
OG0000216	Prbg.g_00074	Prbn.g_00062
OG0000217	Prbg.g_00077	Prbn.g_00065
OG0000218	Prbg.g_00079	Prbn.g_00067
OG0000219	Prbg.g_00080	Prbn.g_00068
OG0000220	Prbg.g_00081	Prbn.g_00069
OG0000221	Prbg.g_00082	Prbn.g_00070
OG0000222	Prbg.g_00089	Prbn.g_00077
OG0000223	Prbg.g_00101	Prbn.g_00089
OG0000224	Prbg.g_00103	Prbn.g_00091
OG0000225	Prbg.g_00129	Prbn.g_00117
OG0000226	Prbg.g_01941	Prbn.g_00121
OG0000227	Prbg.g_01943	Prbn.g_00123
OG0000228	Prbg.g_00136	Prbn.g_00697
OG0000229	Prbg.g_00156	Prbn.g_00677
OG0000230	Prbg.g_00158	Prbn.g_00675
OG0000231	Prbg.g_00169	Prbn.g_00664
OG0000232	Prbg.g_00180	Prbn.g_00653
OG0000233	Prbg.g_00186	Prbn.g_00647
OG0000234	Prbg.g_00195	Prbn.g_00638
OG0000235	Prbg.g_00198	Prbn.g_00635
OG0000236	Prbg.g_00212	Prbn.g_00621
OG0000237	Prbg.g_00225	Prbn.g_00608
OG0000238	Prbg.g_00231	Prbn.g_00602
OG0000239	Prbg.g_00242	Prbn.g_00591
OG0000240	Prbg.g_00243	Prbn.g_00590
OG0000241	Prbg.g_00247	Prbn.g_00586
OG0000242	Prbg.g_00249	Prbn.g_00584
OG0000243	Prbg.g_00260	Prbn.g_00573
OG0000244	Prbg.g_00264	Prbn.g_00570
OG0000245	Prbg.g_00266	Prbn.g_00568
OG0000246	Prbg.g_00270	Prbn.g_00564
OG0000247	Prbg.g_00280	Prbn.g_00554
OG0000248	Prbg.g_00283	Prbn.g_00551
OG0000249	Prbg.g_00285	Prbn.g_00549
OG0000250	Prbg.g_00290	Prbn.g_00544
OG0000251	Prbg.g_00310	Prbn.g_00524
OG0000252	Prbg.g_00313	Prbn.g_00521
OG0000253	Prbg.g_00314	Prbn.g_00520
OG0000254	Prbg.g_00331	Prbn.g_00503
OG0000255	Prbg.g_00337	Prbn.g_00497
OG0000256	Prbg.g_00347	Prbn.g_00487
OG0000257	Prbg.g_01427	Prbn.g_00421
OG0000258	Prbg.g_01413	Prbn.g_00435
OG0000259	Prbg.g_01396	Prbn.g_00835
OG0000260	Prbg.g_01393	Prbn.g_00838
OG0000261	Prbg.g_01390	Prbn.g_00841
OG0000262	Prbg.g_01386	Prbn.g_00845
OG0000263	Prbg.g_01122	Prbn.g_01583
OG0000264	Prbg.g_01133	Prbn.g_01572
OG0000265	Prbg.g_01151	Prbn.g_01554
OG0000266	Prbg.g_01367	Prbn.g_00864
OG0000267	Prbg.g_01355	Prbn.g_01350
OG0000268	Prbg.g_01354	Prbn.g_01351
OG0000269	Prbg.g_01154	Prbn.g_01551
OG0000270	Prbg.g_01157	Prbn.g_01548
OG0000271	Prbg.g_01165	Prbn.g_01540
OG0000272	Prbg.g_01166	Prbn.g_01539
OG0000273	Prbg.g_01190	Prbn.g_01515
OG0000274	Prbg.g_01191	Prbn.g_01514
OG0000275	Prbg.g_01194	Prbn.g_01511
OG0000276	Prbg.g_01200	Prbn.g_01505
OG0000277	Prbg.g_01201	Prbn.g_01504
OG0000278	Prbg.g_01204	Prbn.g_01501
OG0000279	Prbg.g_01211	Prbn.g_01494
OG0000280	Prbg.g_01212	Prbn.g_01493
OG0000281	Prbg.g_01219	Prbn.g_01486
OG0000282	Prbg.g_01086	Prbn.g_01619
OG0000283	Prbg.g_01263	Prbn.g_01442
OG0000284	Prbg.g_01268	Prbn.g_01437
OG0000285	Prbg.g_01273	Prbn.g_01432
OG0000286	Prbg.g_01286	Prbn.g_01419
OG0000287	Prbg.g_01552	Prbn.g_01123
OG0000288	Prbg.g_01325	Prbn.g_01380
OG0000289	Prbg.g_01341	Prbn.g_01364
OG0000290	Prbg.g_01237	Prbn.g_01468
OG0000291	Prbg.g_01235	Prbn.g_01470
OG0000292	Prbg.g_01531	Prbn.g_01144
OG0000293	Prbg.g_01496	Prbn.g_01179
OG0000294	Prbg.g_01495	Prbn.g_01180
OG0000295	Prbg.g_01472	Prbn.g_01203
OG0000296	Prbg.g_01470	Prbn.g_01205
OG0000297	Prbg.g_01461	Prbn.g_00387
OG0000298	Prbg.g_01460	Prbn.g_00388
OG0000299	Prbg.g_01441	Prbn.g_00407
OG0000300	Prbg.g_01438	Prbn.g_00410
OG0000301	Prbg.g_01437	Prbn.g_00411
OG0000302	Prbg.g_01435	Prbn.g_00413
OG0000303	Prbg.g_01429	Prbn.g_00419
OG0000304	Prbg.g_00352	Prbn.g_00482
OG0000305	Prbg.g_01529	Prbn.g_01146
OG0000306	Prbg.g_01223	Prbn.g_01482
OG0000307	Prbg.g_00538	Prbn.g_00159
OG0000308	Prbg.g_00539	Prbn.g_00160
OG0000309	Prbg.g_00543	Prbn.g_00164
OG0000310	Prbg.g_00577	Prbn.g_00198
OG0000311	Prbg.g_00579	Prbn.g_00200
OG0000312	Prbg.g_00582	Prbn.g_00203
OG0000313	Prbg.g_00595	Prbn.g_00216
OG0000314	Prbg.g_00618	Prbn.g_00239
OG0000315	Prbg.g_00628	Prbn.g_00249
OG0000316	Prbg.g_00653	Prbn.g_00274
OG0000317	Prbg.g_01647	Prbn.g_01742
OG0000318	Prbg.g_01651	Prbn.g_01746
OG0000319	Prbg.g_01664	Prbn.g_01759
OG0000320	Prbg.g_01666	Prbn.g_01761
OG0000321	Prbg.g_01667	Prbn.g_01762
OG0000322	Prbg.g_01668	Prbn.g_01763
OG0000323	Prbg.g_01677	Prbn.g_01773
OG0000324	Prbg.g_01704	Prbn.g_01800
OG0000325	Prbg.g_01715	Prbn.g_01811
OG0000326	Prbg.g_01722	Prbn.g_01818
OG0000327	Prbg.g_01743	Prbn.g_01839
OG0000328	Prbg.g_01744	Prbn.g_01840
OG0000329	Prbg.g_01761	Prbn.g_01857
OG0000330	Prbg.g_01762	Prbn.g_01858
OG0000331	Prbg.g_01763	Prbn.g_01859
OG0000332	Prbg.g_01777	Prbn.g_01873
OG0000333	Prbg.g_01779	Prbn.g_01875
OG0000334	Prbg.g_01788	Prbn.g_01884
OG0000335	Prbg.g_01793	Prbn.g_01889
OG0000336	Prbg.g_01797	Prbn.g_01893
OG0000337	Prbg.g_01815	Prbn.g_01911
OG0000338	Prbg.g_01816	Prbn.g_01912
OG0000339	Prbg.g_01822	Prbn.g_01918
OG0000340	Prbg.g_01831	Prbn.g_01012
OG0000341	Prbg.g_01833	Prbn.g_01010
OG0000342	Prbg.g_01834	Prbn.g_01009
OG0000343	Prbg.g_01835	Prbn.g_01008
OG0000344	Prbg.g_01838	Prbn.g_01005
OG0000345	Prbg.g_01844	Prbn.g_00999
OG0000346	Prbg.g_01848	Prbn.g_00995
OG0000347	Prbg.g_01865	Prbn.g_00978
OG0000348	Prbg.g_01873	Prbn.g_00970
OG0000349	Prbg.g_01891	Prbn.g_00953
OG0000350	Prbg.g_00419	Prbn.g_00798
OG0000351	Prbg.g_01931	Prbn.g_00913
OG0000352	Prbg.g_01932	Prbn.g_00912
OG0000353	Prbg.g_00766	Prbn.g_00299
OG0000355	Prbg.g_00768	Prbn.g_00301
OG0000356	Prbg.g_00769	Prbn.g_00302
OG0000357	Prbg.g_00770	Prbn.g_00011
OG0000358	Prbg.g_00774	Prbn.g_00007
OG0000359	Prbg.g_00775	Prbn.g_00006
OG0000360	Prbg.g_00776	Prbn.g_00005
OG0000361	Prbg.g_00777	Prbn.g_00004
OG0000362	Prbg.g_00779	Prbn.g_00001
OG0000363	Prbg.g_00860	Prbn.g_00768
OG0000364	Prbg.g_00859	Prbn.g_00767
OG0000365	Prbg.g_00854	Prbn.g_00762
OG0000366	Prbg.g_00853	Prbn.g_00761
OG0000367	Prbg.g_00852	Prbn.g_00760
OG0000368	Prbg.g_00850	Prbn.g_00758
OG0000369	Prbg.g_00849	Prbn.g_00757
OG0000370	Prbg.g_00848	Prbn.g_00756
OG0000371	Prbg.g_00841	Prbn.g_00749
OG0000372	Prbg.g_00838	Prbn.g_00746
OG0000373	Prbg.g_00837	Prbn.g_00745
OG0000374	Prbg.g_00836	Prbn.g_00744
OG0000375	Prbg.g_00834	Prbn.g_00742
OG0000376	Prbg.g_00832	Prbn.g_00740
OG0000377	Prbg.g_00828	Prbn.g_00736
OG0000378	Prbg.g_00824	Prbn.g_00732
OG0000379	Prbg.g_00821	Prbn.g_00729
OG0000380	Prbg.g_00804	Prbn.g_00712
OG0000381	Prbg.g_00799	Prbn.g_00707
OG0000382	Prbg.g_00789	Prbn.g_01340
OG0000383	Prbg.g_00787	Prbn.g_01338
OG0000384	Prbg.g_00786	Prbn.g_01337
OG0000385	Prbg.g_00785	Prbn.g_01336
OG0000386	Prbg.g_00784	Prbn.g_01335
OG0000387	Prbg.g_00870	Prbn.g_01321
OG0000388	Prbg.g_00874	Prbn.g_01317
OG0000389	Prbg.g_00877	Prbn.g_01314
OG0000390	Prbg.g_00887	Prbn.g_01304
OG0000391	Prbg.g_00890	Prbn.g_01301
OG0000392	Prbg.g_00894	Prbn.g_01297
OG0000393	Prbg.g_00897	Prbn.g_01294
OG0000394	Prbg.g_00898	Prbn.g_01293
OG0000395	Prbg.g_00899	Prbn.g_01292
OG0000396	Prbg.g_00901	Prbn.g_01290
OG0000397	Prbg.g_00903	Prbn.g_01288
OG0000398	Prbg.g_00906	Prbn.g_01285
OG0000399	Prbg.g_00907	Prbn.g_01284
OG0000400	Prbg.g_00908	Prbn.g_01283
OG0000401	Prbg.g_00909	Prbn.g_01282
OG0000402	Prbg.g_01349	Prbn.g_01356
OG0000403	Prbg.g_00911	Prbn.g_01280
OG0000404	Prbg.g_00912	Prbn.g_01279
OG0000405	Prbg.g_00916	Prbn.g_01275
OG0000406	Prbg.g_00924	Prbn.g_01267
OG0000407	Prbg.g_00925	Prbn.g_01266
OG0000408	Prbg.g_00927	Prbn.g_01264
OG0000409	Prbg.g_00929	Prbn.g_01262
OG0000410	Prbg.g_00930	Prbn.g_01261
OG0000411	Prbg.g_00931	Prbn.g_01260
OG0000412	Prbg.g_00932	Prbn.g_01259
OG0000413	Prbg.g_00934	Prbn.g_01257
OG0000414	Prbg.g_00935	Prbn.g_01256
OG0000415	Prbg.g_00936	Prbn.g_01255
OG0000416	Prbg.g_00937	Prbn.g_01254
OG0000417	Prbg.g_00938	Prbn.g_01253
OG0000418	Prbg.g_00943	Prbn.g_01248
OG0000419	Prbg.g_00945	Prbn.g_01246
OG0000420	Prbg.g_00946	Prbn.g_01245
OG0000421	Prbg.g_00951	Prbn.g_00381
OG0000422	Prbg.g_00952	Prbn.g_00380
OG0000423	Prbg.g_00953	Prbn.g_00379
OG0000424	Prbg.g_00954	Prbn.g_00378
OG0000425	Prbg.g_00955	Prbn.g_00377
OG0000426	Prbg.g_00956	Prbn.g_00376
OG0000427	Prbg.g_00957	Prbn.g_00375
OG0000428	Prbg.g_00959	Prbn.g_00373
OG0000429	Prbg.g_00960	Prbn.g_00372
OG0000430	Prbg.g_00961	Prbn.g_00371
OG0000431	Prbg.g_00963	Prbn.g_00369
OG0000432	Prbg.g_00967	Prbn.g_00365
OG0000433	Prbg.g_00968	Prbn.g_00364
OG0000434	Prbg.g_00969	Prbn.g_00363
OG0000435	Prbg.g_00970	Prbn.g_00362
OG0000436	Prbg.g_00975	Prbn.g_00357
OG0000437	Prbg.g_00976	Prbn.g_00356
OG0000438	Prbg.g_00977	Prbn.g_00355
OG0000439	Prbg.g_00979	Prbn.g_00353
OG0000440	Prbg.g_00980	Prbn.g_00352
OG0000441	Prbg.g_00983	Prbn.g_00349
OG0000442	Prbg.g_00984	Prbn.g_00348
OG0000443	Prbg.g_00985	Prbn.g_00347
OG0000444	Prbg.g_00991	Prbn.g_00341
OG0000445	Prbg.g_00992	Prbn.g_00340
OG0000446	Prbg.g_00993	Prbn.g_00339
OG0000447	Prbg.g_00994	Prbn.g_00338
OG0000448	Prbg.g_00995	Prbn.g_00337
OG0000449	Prbg.g_00996	Prbn.g_00336
OG0000450	Prbg.g_00997	Prbn.g_00335
OG0000451	Prbg.g_00998	Prbn.g_00334
OG0000452	Prbg.g_01001	Prbn.g_00331
OG0000453	Prbg.g_01002	Prbn.g_00330
OG0000454	Prbg.g_01003	Prbn.g_00329
OG0000455	Prbg.g_01004	Prbn.g_00328
OG0000456	Prbg.g_01005	Prbn.g_00327
OG0000457	Prbg.g_01007	Prbn.g_00325
OG0000458	Prbg.g_01008	Prbn.g_00324
OG0000459	Prbg.g_01009	Prbn.g_00323
OG0000460	Prbg.g_01017	Prbn.g_00315
OG0000461	Prbg.g_01025	Prbn.g_00307
OG0000462	Prbg.g_01027	Prbn.g_00305
OG0000463	Prbg.g_01028	Prbn.g_00304
OG0000464	Prbg.g_01029	Prbn.g_00012
OG0000465	Prbg.g_01030	Prbn.g_00013
OG0000466	Prbg.g_01033	Prbn.g_00016
OG0000467	Prbg.g_01034	Prbn.g_00017
OG0000468	Prbg.g_01037	Prbn.g_00020
OG0000469	Prbg.g_01045	Prbn.g_00028
OG0000470	Prbg.g_00042	Prbn.g_00030
OG0000471	Prbg.g_00043	Prbn.g_00031
OG0000472	Prbg.g_00045	Prbn.g_00033
OG0000473	Prbg.g_00047	Prbn.g_00035
OG0000474	Prbg.g_00048	Prbn.g_00036
OG0000475	Prbg.g_00049	Prbn.g_00037
OG0000476	Prbg.g_00051	Prbn.g_00039
OG0000477	Prbg.g_00054	Prbn.g_00042
OG0000478	Prbg.g_00055	Prbn.g_00043
OG0000479	Prbg.g_00056	Prbn.g_00044
OG0000480	Prbg.g_00061	Prbn.g_00049
OG0000481	Prbg.g_00064	Prbn.g_00052
OG0000482	Prbg.g_00065	Prbn.g_00053
OG0000483	Prbg.g_00068	Prbn.g_00056
OG0000484	Prbg.g_00069	Prbn.g_00057
OG0000485	Prbg.g_00071	Prbn.g_00059
OG0000486	Prbg.g_00072	Prbn.g_00060
OG0000487	Prbg.g_00075	Prbn.g_00063
OG0000488	Prbg.g_00078	Prbn.g_00066
OG0000489	Prbg.g_00083	Prbn.g_00071
OG0000490	Prbg.g_00087	Prbn.g_00075
OG0000491	Prbg.g_00088	Prbn.g_00076
OG0000492	Prbg.g_00090	Prbn.g_00078
OG0000493	Prbg.g_00091	Prbn.g_00079
OG0000494	Prbg.g_00092	Prbn.g_00080
OG0000495	Prbg.g_00093	Prbn.g_00081
OG0000496	Prbg.g_00094	Prbn.g_00082
OG0000497	Prbg.g_00095	Prbn.g_00083
OG0000498	Prbg.g_00096	Prbn.g_00084
OG0000499	Prbg.g_00097	Prbn.g_00085
OG0000500	Prbg.g_00098	Prbn.g_00086
OG0000501	Prbg.g_00099	Prbn.g_00087
OG0000502	Prbg.g_00102	Prbn.g_00090
OG0000503	Prbg.g_00117	Prbn.g_00105
