Orthogroup	Prbb	Syam
OG0000106	Prbb.g_01197, Prbb.g_01329	Syam.g_01039
OG0000107	Prbb.g_01923	Syam.g_00288
OG0000108	Prbb.g_00484, Prbb.g_00485	Syam.g_00583
OG0000109	Prbb.g_00498	Syam.g_00598
OG0000110	Prbb.g_00578	Syam.g_01743
OG0000111	Prbb.g_00707	Syam.g_00783
OG0000112	Prbb.g_00983	Syam.g_01115
OG0000113	Prbb.g_00807, Prbb.g_01218	Syam.g_01264
OG0000114	Prbb.g_00932	Syam.g_01349
OG0000115	Prbb.g_01780	Syam.g_01634
OG0000116	Prbb.g_01528	Syam.g_01807
OG0000117	Prbb.g_01399	Syam.g_00904
OG0000118	Prbb.g_01598	Syam.g_01698
OG0000120	Prbb.g_00678	Syam.g_00172
OG0000121	Prbb.g_01688	Syam.g_01615
OG0000122	Prbb.g_01727	Syam.g_01436
OG0000123	Prbb.g_02008	Syam.g_00379
OG0000125	Prbb.g_02131	Syam.g_02319
OG0000126	Prbb.g_02183	Syam.g_02440
OG0000128	Prbb.g_00012	Syam.g_00012
OG0000129	Prbb.g_00059	Syam.g_02307
OG0000130	Prbb.g_00124	Syam.g_02062
OG0000131	Prbb.g_00202	Syam.g_02191
OG0000132	Prbb.g_00221	Syam.g_02211
OG0000133	Prbb.g_00373	Syam.g_01120
OG0000134	Prbb.g_00418	Syam.g_00492
OG0000135	Prbb.g_01326	Syam.g_02347
OG0000136	Prbb.g_00446	Syam.g_01857
OG0000137	Prbb.g_00478	Syam.g_01668
OG0000138	Prbb.g_00499	Syam.g_00599
OG0000139	Prbb.g_00540	Syam.g_00657
OG0000140	Prbb.g_00541	Syam.g_00659
OG0000141	Prbb.g_00608	Syam.g_01514
OG0000142	Prbb.g_00636	Syam.g_01468
OG0000143	Prbb.g_00640	Syam.g_01464
OG0000144	Prbb.g_00653	Syam.g_01032
OG0000145	Prbb.g_01099	Syam.g_00605
OG0000146	Prbb.g_00982	Syam.g_01114
OG0000147	Prbb.g_00981	Syam.g_01113
OG0000148	Prbb.g_00801	Syam.g_01270
OG0000149	Prbb.g_00832	Syam.g_00725
OG0000150	Prbb.g_00840	Syam.g_00660
OG0000151	Prbb.g_00943	Syam.g_01338
OG0000152	Prbb.g_00991	Syam.g_01124
OG0000153	Prbb.g_01009	Syam.g_01160
OG0000154	Prbb.g_01040	Syam.g_01187
OG0000155	Prbb.g_01495	Syam.g_01763
OG0000156	Prbb.g_01575	Syam.g_01814
OG0000157	Prbb.g_01576	Syam.g_01815
OG0000158	Prbb.g_02044	Syam.g_00139
OG0000160	Prbb.g_01687	Syam.g_01614
OG0000161	Prbb.g_01693	Syam.g_01620
OG0000162	Prbb.g_01699	Syam.g_01627
OG0000163	Prbb.g_01735	Syam.g_01927
OG0000164	Prbb.g_01845	Syam.g_02023
OG0000165	Prbb.g_01853	Syam.g_01879, Syam.g_01878
OG0000166	Prbb.g_01964	Syam.g_00330
OG0000167	Prbb.g_02034	Syam.g_00151
OG0000168	Prbb.g_02045	Syam.g_00138
OG0000169	Prbb.g_02055	Syam.g_00127
OG0000170	Prbb.g_02057	Syam.g_00120
OG0000171	Prbb.g_02078	Syam.g_00097
OG0000172	Prbb.g_02101	Syam.g_00075
OG0000173	Prbb.g_02116	Syam.g_00057
OG0000174	Prbb.g_02147	Syam.g_02349
OG0000175	Prbb.g_02165	Syam.g_02417
OG0000176	Prbb.g_00004	Syam.g_00004
OG0000177	Prbb.g_00005	Syam.g_00005
OG0000178	Prbb.g_00007, Prbb.g_00006	Syam.g_00006
OG0000179	Prbb.g_00017	Syam.g_00021
OG0000180	Prbb.g_00018	Syam.g_00022
OG0000181	Prbb.g_00019	Syam.g_00023
OG0000182	Prbb.g_00020	Syam.g_00024
OG0000183	Prbb.g_00024	Syam.g_00028
OG0000184	Prbb.g_00061	Syam.g_02298
OG0000185	Prbb.g_00064	Syam.g_02295
OG0000186	Prbb.g_00119	Syam.g_02058
OG0000187	Prbb.g_00120	Syam.g_02059
OG0000188	Prbb.g_00137	Syam.g_02081
OG0000189	Prbb.g_00151	Syam.g_02108
OG0000190	Prbb.g_00152	Syam.g_02110
OG0000191	Prbb.g_00175	Syam.g_02142
OG0000192	Prbb.g_00179	Syam.g_02148
OG0000193	Prbb.g_00203	Syam.g_02192
OG0000194	Prbb.g_00206	Syam.g_02195
OG0000195	Prbb.g_00208	Syam.g_02197
OG0000196	Prbb.g_00218	Syam.g_02208
OG0000197	Prbb.g_00219	Syam.g_02209
OG0000198	Prbb.g_00220	Syam.g_02210
OG0000199	Prbb.g_00227	Syam.g_02218
OG0000200	Prbb.g_00240	Syam.g_02234
OG0000201	Prbb.g_00249	Syam.g_02248
OG0000202	Prbb.g_00250	Syam.g_02249
OG0000203	Prbb.g_00251	Syam.g_02250
OG0000204	Prbb.g_00252	Syam.g_02251
OG0000205	Prbb.g_00259	Syam.g_02258
OG0000206	Prbb.g_00263	Syam.g_02264
OG0000207	Prbb.g_00265	Syam.g_02266
OG0000208	Prbb.g_00266	Syam.g_02267
OG0000209	Prbb.g_00275	Syam.g_02278
OG0000210	Prbb.g_00276	Syam.g_02279
OG0000211	Prbb.g_00290	Syam.g_00504
OG0000212	Prbb.g_00298	Syam.g_00515
OG0000213	Prbb.g_00313	Syam.g_00263
OG0000214	Prbb.g_00321	Syam.g_00247
OG0000215	Prbb.g_00344	Syam.g_00216
OG0000216	Prbb.g_00345	Syam.g_00212
OG0000217	Prbb.g_00348	Syam.g_00208
OG0000218	Prbb.g_00350	Syam.g_00206
OG0000219	Prbb.g_00351	Syam.g_00205
OG0000220	Prbb.g_00352	Syam.g_00204
OG0000221	Prbb.g_00353	Syam.g_00198
OG0000222	Prbb.g_00361	Syam.g_00186
OG0000223	Prbb.g_00374	Syam.g_00168
OG0000224	Prbb.g_00376	Syam.g_00164
OG0000225	Prbb.g_00405	Syam.g_00473
OG0000226	Prbb.g_00409	Syam.g_00477
OG0000227	Prbb.g_00411	Syam.g_00479
OG0000228	Prbb.g_00415	Syam.g_00488
OG0000229	Prbb.g_00441	Syam.g_01867
OG0000230	Prbb.g_00443	Syam.g_01865
OG0000231	Prbb.g_00454	Syam.g_01848
OG0000232	Prbb.g_00462	Syam.g_01692
OG0000233	Prbb.g_00470	Syam.g_01678
OG0000234	Prbb.g_00479	Syam.g_01667
OG0000235	Prbb.g_00483	Syam.g_00582
OG0000236	Prbb.g_00497	Syam.g_00597
OG0000237	Prbb.g_00510	Syam.g_00614
OG0000238	Prbb.g_00516	Syam.g_00619
OG0000239	Prbb.g_00528	Syam.g_00637
OG0000240	Prbb.g_00529	Syam.g_00638
OG0000241	Prbb.g_00533	Syam.g_01477
OG0000242	Prbb.g_00535	Syam.g_00649
OG0000243	Prbb.g_00546	Syam.g_00668
OG0000244	Prbb.g_00550	Syam.g_00674
OG0000245	Prbb.g_00552	Syam.g_00676
OG0000246	Prbb.g_00556	Syam.g_00680
OG0000247	Prbb.g_00566	Syam.g_00692
OG0000248	Prbb.g_00568	Syam.g_00695
OG0000249	Prbb.g_00570	Syam.g_00697
OG0000250	Prbb.g_00575	Syam.g_01747
OG0000251	Prbb.g_00591	Syam.g_01722
OG0000252	Prbb.g_00593	Syam.g_01719
OG0000253	Prbb.g_00595	Syam.g_01718
OG0000254	Prbb.g_00612	Syam.g_01510
OG0000255	Prbb.g_00618	Syam.g_01500
OG0000256	Prbb.g_00628	Syam.g_01484
OG0000257	Prbb.g_00631	Syam.g_01478
OG0000258	Prbb.g_00644	Syam.g_01459
OG0000259	Prbb.g_00661	Syam.g_01378
OG0000260	Prbb.g_00665	Syam.g_01375
OG0000261	Prbb.g_00668	Syam.g_01372
OG0000262	Prbb.g_00673	Syam.g_01367
OG0000263	Prbb.g_00686	Syam.g_00885
OG0000264	Prbb.g_00697, Prbb.g_00698	Syam.g_00805
OG0000265	Prbb.g_00713	Syam.g_01880
OG0000266	Prbb.g_00723	Syam.g_01234
OG0000267	Prbb.g_00736	Syam.g_01071
OG0000268	Prbb.g_00737	Syam.g_01072
OG0000269	Prbb.g_00778	Syam.g_01295
OG0000270	Prbb.g_00781	Syam.g_01292
OG0000271	Prbb.g_00789	Syam.g_01284
OG0000272	Prbb.g_00790	Syam.g_01283
OG0000273	Prbb.g_00814	Syam.g_00745
OG0000274	Prbb.g_00815	Syam.g_00744
OG0000275	Prbb.g_00817	Syam.g_00741
OG0000276	Prbb.g_00823	Syam.g_00733
OG0000277	Prbb.g_00824	Syam.g_00732
OG0000278	Prbb.g_00828	Syam.g_00729
OG0000279	Prbb.g_00835	Syam.g_00721
OG0000280	Prbb.g_01370	Syam.g_00701
OG0000281	Prbb.g_00841	Syam.g_00943
OG0000282	Prbb.g_00934	Syam.g_01347
OG0000283	Prbb.g_00965	Syam.g_01087
OG0000284	Prbb.g_00970	Syam.g_01093
OG0000285	Prbb.g_00975	Syam.g_01105
OG0000286	Prbb.g_00990	Syam.g_01123
OG0000287	Prbb.g_00101	Syam.g_01153
OG0000288	Prbb.g_01039	Syam.g_01186
OG0000289	Prbb.g_01051	Syam.g_01201
OG0000290	Prbb.g_01067	Syam.g_00771
OG0000291	Prbb.g_01069	Syam.g_00773
OG0000292	Prbb.g_01238	Syam.g_02439
OG0000293	Prbb.g_01527	Syam.g_01806
OG0000294	Prbb.g_01526	Syam.g_01805
OG0000295	Prbb.g_01502	Syam.g_01771
OG0000296	Prbb.g_01500	Syam.g_01769
OG0000297	Prbb.g_01491	Syam.g_00906
OG0000298	Prbb.g_01490	Syam.g_00905
OG0000299	Prbb.g_01471	Syam.g_00878
OG0000300	Prbb.g_01468	Syam.g_00871
OG0000301	Prbb.g_01467	Syam.g_00870
OG0000302	Prbb.g_01464	Syam.g_00868
OG0000303	Prbb.g_01459	Syam.g_00859
OG0000304	Prbb.g_01456	Syam.g_00853
OG0000305	Prbb.g_01789	Syam.g_00776
OG0000306	Prbb.g_00845	Syam.g_01757
OG0000307	Prbb.g_01648	Syam.g_00566
OG0000308	Prbb.g_01649	Syam.g_00564
OG0000309	Prbb.g_01653	Syam.g_00559
OG0000310	Prbb.g_01671	Syam.g_01591
OG0000311	Prbb.g_01673	Syam.g_01595
OG0000312	Prbb.g_01676	Syam.g_01601
OG0000313	Prbb.g_01690	Syam.g_01617
OG0000314	Prbb.g_01711	Syam.g_01647
OG0000315	Prbb.g_01721	Syam.g_01658
OG0000316	Prbb.g_01746	Syam.g_01945
OG0000317	Prbb.g_01821	Syam.g_01987
OG0000318	Prbb.g_01824	Syam.g_01991
OG0000319	Prbb.g_01835	Syam.g_02006
OG0000320	Prbb.g_01837	Syam.g_02008
OG0000321	Prbb.g_01838	Syam.g_02009
OG0000322	Prbb.g_01839	Syam.g_02010
OG0000323	Prbb.g_01848	Syam.g_02025
OG0000324	Prbb.g_01875	Syam.g_01906
OG0000325	Prbb.g_01924	Syam.g_00289
OG0000326	Prbb.g_01930	Syam.g_00296
OG0000327	Prbb.g_01959	Syam.g_00325
OG0000328	Prbb.g_01960	Syam.g_00326
OG0000329	Prbb.g_01977	Syam.g_00344
OG0000330	Prbb.g_01978	Syam.g_00345
OG0000331	Prbb.g_01979	Syam.g_00346
OG0000332	Prbb.g_01993	Syam.g_00361
OG0000333	Prbb.g_01995	Syam.g_00364
OG0000334	Prbb.g_02004	Syam.g_00375
OG0000335	Prbb.g_02009	Syam.g_00380
OG0000336	Prbb.g_02013	Syam.g_00384
OG0000337	Prbb.g_02031	Syam.g_00155
OG0000338	Prbb.g_02032	Syam.g_00153
OG0000339	Prbb.g_02037	Syam.g_00147
OG0000340	Prbb.g_02046	Syam.g_00137
OG0000341	Prbb.g_02048	Syam.g_00135
OG0000342	Prbb.g_02049	Syam.g_00134
OG0000343	Prbb.g_02050	Syam.g_00133
OG0000344	Prbb.g_02053	Syam.g_00129
OG0000345	Prbb.g_02058	Syam.g_00119
OG0000346	Prbb.g_02062	Syam.g_00114
OG0000347	Prbb.g_02082	Syam.g_00083
OG0000348	Prbb.g_02104	Syam.g_00068
OG0000349	Prbb.g_02122	Syam.g_00050
OG0000350	Prbb.g_02143	Syam.g_00303
OG0000351	Prbb.g_02168	Syam.g_02420
OG0000352	Prbb.g_02169	Syam.g_02421
OG0000353	Prbb.g_02188	Syam.g_02445
OG0000355	Prbb.g_00001	Syam.g_00001
OG0000356	Prbb.g_00002	Syam.g_00002
OG0000357	Prbb.g_00003	Syam.g_00003
OG0000358	Prbb.g_00008	Syam.g_00007
OG0000359	Prbb.g_00009	Syam.g_00009
OG0000360	Prbb.g_00010	Syam.g_00010
OG0000361	Prbb.g_00011	Syam.g_00011
OG0000362	Prbb.g_00013	Syam.g_00013
OG0000363	Prbb.g_00015	Syam.g_00015
OG0000364	Prbb.g_00016	Syam.g_00016
OG0000365	Prbb.g_00021	Syam.g_00025
OG0000366	Prbb.g_00022	Syam.g_00026
OG0000367	Prbb.g_00023	Syam.g_00027
OG0000368	Prbb.g_00025	Syam.g_00029
OG0000369	Prbb.g_00026	Syam.g_00030
OG0000370	Prbb.g_00027	Syam.g_00031
OG0000371	Prbb.g_00033	Syam.g_00038
OG0000372	Prbb.g_00035	Syam.g_00043
OG0000373	Prbb.g_00036	Syam.g_00044
OG0000374	Prbb.g_00037	Syam.g_00045
OG0000375	Prbb.g_00055	Syam.g_00046
OG0000376	Prbb.g_00057	Syam.g_00048
OG0000377	Prbb.g_00060	Syam.g_02306
OG0000378	Prbb.g_00062	Syam.g_02297
OG0000379	Prbb.g_00065	Syam.g_02294
OG0000380	Prbb.g_00121	Syam.g_02060
OG0000381	Prbb.g_00125	Syam.g_02063
OG0000382	Prbb.g_00136	Syam.g_02080
OG0000383	Prbb.g_00138	Syam.g_02083
OG0000384	Prbb.g_00139	Syam.g_02084
OG0000385	Prbb.g_00140	Syam.g_02085
OG0000386	Prbb.g_00141	Syam.g_02086
OG0000387	Prbb.g_00154	Syam.g_02112
OG0000388	Prbb.g_00158	Syam.g_02116
OG0000389	Prbb.g_00161	Syam.g_02120
OG0000390	Prbb.g_00170	Syam.g_02136
OG0000391	Prbb.g_00174	Syam.g_02141
OG0000392	Prbb.g_00177	Syam.g_02147
OG0000393	Prbb.g_00180	Syam.g_02149
OG0000394	Prbb.g_00181	Syam.g_02150
OG0000395	Prbb.g_00182	Syam.g_02151
OG0000396	Prbb.g_00185	Syam.g_02153
OG0000397	Prbb.g_00187	Syam.g_02160
OG0000398	Prbb.g_00190	Syam.g_02165
OG0000399	Prbb.g_00191	Syam.g_02166
OG0000400	Prbb.g_00192	Syam.g_02167
OG0000401	Prbb.g_00193	Syam.g_02168
OG0000402	Prbb.g_01101	Syam.g_02171
OG0000403	Prbb.g_00194	Syam.g_02172
OG0000404	Prbb.g_00195	Syam.g_02173
OG0000405	Prbb.g_00200	Syam.g_02189
OG0000406	Prbb.g_00204	Syam.g_02193
OG0000407	Prbb.g_00205	Syam.g_02194
OG0000408	Prbb.g_00207	Syam.g_02196
OG0000409	Prbb.g_00209	Syam.g_02198
OG0000410	Prbb.g_00210	Syam.g_02199
OG0000411	Prbb.g_00211	Syam.g_02200
OG0000412	Prbb.g_00212	Syam.g_02201
OG0000413	Prbb.g_00213	Syam.g_02203
OG0000414	Prbb.g_00214	Syam.g_02204
OG0000415	Prbb.g_00215	Syam.g_02205
OG0000416	Prbb.g_00216	Syam.g_02206
OG0000417	Prbb.g_00217	Syam.g_02207
OG0000418	Prbb.g_00222	Syam.g_02212
OG0000419	Prbb.g_00224	Syam.g_02214
OG0000420	Prbb.g_00225	Syam.g_02216
OG0000421	Prbb.g_00229	Syam.g_02221
OG0000422	Prbb.g_00230	Syam.g_02222
OG0000423	Prbb.g_00231	Syam.g_02223
OG0000424	Prbb.g_00232	Syam.g_02224
OG0000425	Prbb.g_00233	Syam.g_02225
OG0000426	Prbb.g_00234	Syam.g_02226
OG0000427	Prbb.g_00235	Syam.g_02227
OG0000428	Prbb.g_00237	Syam.g_02230
OG0000429	Prbb.g_00238	Syam.g_02232
OG0000430	Prbb.g_00239	Syam.g_02233
OG0000431	Prbb.g_00241	Syam.g_02237
OG0000432	Prbb.g_00245	Syam.g_02243
OG0000433	Prbb.g_00246	Syam.g_02244
OG0000434	Prbb.g_00247	Syam.g_02245
OG0000435	Prbb.g_00248	Syam.g_02246
OG0000436	Prbb.g_00253	Syam.g_02252
OG0000437	Prbb.g_00254	Syam.g_02253
OG0000438	Prbb.g_00255	Syam.g_02254
OG0000439	Prbb.g_00257	Syam.g_02256
OG0000440	Prbb.g_00258	Syam.g_02257
OG0000441	Prbb.g_00260	Syam.g_02261
OG0000442	Prbb.g_00261	Syam.g_02262
OG0000443	Prbb.g_00262	Syam.g_02263
OG0000444	Prbb.g_00267	Syam.g_02268
OG0000445	Prbb.g_00268	Syam.g_02269
OG0000446	Prbb.g_00269	Syam.g_02270
OG0000447	Prbb.g_00270	Syam.g_02272
OG0000448	Prbb.g_00271	Syam.g_02273
OG0000449	Prbb.g_00272	Syam.g_02274
OG0000450	Prbb.g_00273	Syam.g_02275
OG0000451	Prbb.g_00274	Syam.g_02276
OG0000452	Prbb.g_00277	Syam.g_02280
OG0000453	Prbb.g_00278	Syam.g_02281
OG0000454	Prbb.g_00279	Syam.g_02282
OG0000455	Prbb.g_00280	Syam.g_02283
OG0000456	Prbb.g_00281	Syam.g_02284
OG0000457	Prbb.g_00282	Syam.g_02286
OG0000458	Prbb.g_00283	Syam.g_02287
OG0000459	Prbb.g_00284	Syam.g_02288
OG0000460	Prbb.g_00292	Syam.g_00506
OG0000461	Prbb.g_00300	Syam.g_00284
OG0000462	Prbb.g_00302	Syam.g_00281
OG0000463	Prbb.g_00303	Syam.g_00280
OG0000464	Prbb.g_00304	Syam.g_00279
OG0000465	Prbb.g_00305	Syam.g_00277
OG0000466	Prbb.g_00306	Syam.g_00273
OG0000467	Prbb.g_00307	Syam.g_00271
OG0000468	Prbb.g_00309	Syam.g_00266
OG0000469	Prbb.g_00316	Syam.g_00253
OG0000470	Prbb.g_00318	Syam.g_00251
OG0000471	Prbb.g_00319	Syam.g_00250
OG0000472	Prbb.g_00320	Syam.g_00248
OG0000473	Prbb.g_00322	Syam.g_00246
OG0000474	Prbb.g_00323	Syam.g_00245
OG0000475	Prbb.g_00324	Syam.g_00244
OG0000476	Prbb.g_00326	Syam.g_00242
OG0000477	Prbb.g_00328	Syam.g_00236
OG0000478	Prbb.g_00329	Syam.g_00235
OG0000479	Prbb.g_00330	Syam.g_00234
OG0000480	Prbb.g_00334	Syam.g_00227
OG0000481	Prbb.g_00336	Syam.g_00225
OG0000482	Prbb.g_00337	Syam.g_00224
OG0000483	Prbb.g_00340	Syam.g_00220
OG0000484	Prbb.g_00341	Syam.g_00219
OG0000485	Prbb.g_00342	Syam.g_00218
OG0000486	Prbb.g_00343	Syam.g_00217
OG0000487	Prbb.g_00346	Syam.g_00211
OG0000488	Prbb.g_00349	Syam.g_00207
OG0000489	Prbb.g_00354	Syam.g_00197
OG0000490	Prbb.g_00359	Syam.g_00189
OG0000491	Prbb.g_00360	Syam.g_00187
OG0000492	Prbb.g_00362	Syam.g_00185
OG0000493	Prbb.g_00363	Syam.g_00184
OG0000494	Prbb.g_00364	Syam.g_00183
OG0000495	Prbb.g_00365	Syam.g_00182
OG0000496	Prbb.g_00366	Syam.g_00181
OG0000497	Prbb.g_00367	Syam.g_00180
OG0000498	Prbb.g_00368	Syam.g_00179
OG0000499	Prbb.g_00369	Syam.g_00178
OG0000500	Prbb.g_00370	Syam.g_00177
OG0000501	Prbb.g_00372	Syam.g_00174
OG0000502	Prbb.g_00375	Syam.g_00165
OG0000503	Prbb.g_00394	Syam.g_00457
OG0000504	Prbb.g_00396	Syam.g_00459
OG0000505	Prbb.g_00397	Syam.g_00460
OG0000506	Prbb.g_00398	Syam.g_00462
OG0000507	Prbb.g_00401	Syam.g_00468
OG0000508	Prbb.g_00404	Syam.g_00472
OG0000509	Prbb.g_00406	Syam.g_00474
OG0000510	Prbb.g_00407	Syam.g_00475
OG0000511	Prbb.g_00408	Syam.g_00476
OG0000512	Prbb.g_00410	Syam.g_00478
OG0000513	Prbb.g_00419	Syam.g_00493
OG0000514	Prbb.g_00436	Syam.g_00499
OG0000515	Prbb.g_00437	Syam.g_00500
OG0000516	Prbb.g_00438	Syam.g_01862
OG0000517	Prbb.g_00440	Syam.g_01868
OG0000518	Prbb.g_00451	Syam.g_01851
OG0000519	Prbb.g_00452	Syam.g_01850
OG0000520	Prbb.g_00453	Syam.g_01849
OG0000521	Prbb.g_00458	Syam.g_01696
OG0000522	Prbb.g_00460	Syam.g_01694
OG0000523	Prbb.g_00461	Syam.g_01693
OG0000524	Prbb.g_00468	Syam.g_01681
OG0000525	Prbb.g_00472	Syam.g_01677
OG0000526	Prbb.g_00473	Syam.g_01674
OG0000527	Prbb.g_00476	Syam.g_01670
OG0000528	Prbb.g_00482	Syam.g_00580
OG0000529	Prbb.g_00486	Syam.g_00584
OG0000530	Prbb.g_00489	Syam.g_00587
OG0000531	Prbb.g_00490	Syam.g_00588
OG0000532	Prbb.g_00491	Syam.g_00591
OG0000533	Prbb.g_00492	Syam.g_00592
OG0000534	Prbb.g_00493	Syam.g_00593
OG0000535	Prbb.g_00494	Syam.g_00594
OG0000536	Prbb.g_00495	Syam.g_00595
OG0000537	Prbb.g_00496	Syam.g_00596
OG0000538	Prbb.g_00504	Syam.g_00607
OG0000539	Prbb.g_00505	Syam.g_00608
OG0000540	Prbb.g_00506	Syam.g_00609
OG0000541	Prbb.g_00507	Syam.g_00610
OG0000542	Prbb.g_00509	Syam.g_00613
OG0000543	Prbb.g_00511	Syam.g_00615
OG0000544	Prbb.g_00512	Syam.g_00616
OG0000545	Prbb.g_00514	Syam.g_00618
OG0000546	Prbb.g_00517	Syam.g_00620
OG0000547	Prbb.g_00519	Syam.g_00622
OG0000548	Prbb.g_00520	Syam.g_00623
OG0000549	Prbb.g_00523	Syam.g_00630
OG0000550	Prbb.g_00527	Syam.g_00635
OG0000551	Prbb.g_00530	Syam.g_00640
OG0000552	Prbb.g_00531	Syam.g_00641
OG0000553	Prbb.g_00532	Syam.g_00643
OG0000554	Prbb.g_00537	Syam.g_00652
OG0000555	Prbb.g_00545	Syam.g_00667
OG0000556	Prbb.g_00547	Syam.g_00670
OG0000557	Prbb.g_00548	Syam.g_00672
OG0000558	Prbb.g_00551	Syam.g_00675
