Orthogroup	Prbb	Prau
OG0000334	Prbb.g_02004	Prau.g_01872
OG0000335	Prbb.g_02009	Prau.g_01877
OG0000336	Prbb.g_02013	Prau.g_01881
OG0000337	Prbb.g_02031	Prau.g_01897
OG0000338	Prbb.g_02032	Prau.g_01898
OG0000339	Prbb.g_02037	Prau.g_01902
OG0000340	Prbb.g_02046	Prau.g_01910
OG0000341	Prbb.g_02048	Prau.g_01912
OG0000342	Prbb.g_02049	Prau.g_01913
OG0000343	Prbb.g_02050	Prau.g_01914
OG0000344	Prbb.g_02053	Prau.g_01917
OG0000345	Prbb.g_02058	Prau.g_01922
OG0000346	Prbb.g_02062	Prau.g_01926
OG0000347	Prbb.g_02082	Prau.g_01942
OG0000348	Prbb.g_02104	Prau.g_01952
OG0000349	Prbb.g_02122	Prau.g_01969
OG0000350	Prbb.g_02143	Prau.g_01987, Prau.g_01297
OG0000351	Prbb.g_02168	Prau.g_02004
OG0000352	Prbb.g_02169	Prau.g_02005
OG0000353	Prbb.g_02188	Prau.g_02021
OG0000355	Prbb.g_00001	Prau.g_00001
OG0000356	Prbb.g_00002	Prau.g_00002
OG0000357	Prbb.g_00003	Prau.g_00003
OG0000358	Prbb.g_00008	Prau.g_00007
OG0000359	Prbb.g_00009	Prau.g_00008
OG0000360	Prbb.g_00010	Prau.g_00009
OG0000361	Prbb.g_00011	Prau.g_00010
OG0000362	Prbb.g_00013	Prau.g_00012
OG0000363	Prbb.g_00015	Prau.g_00014
OG0000364	Prbb.g_00016	Prau.g_00015
OG0000365	Prbb.g_00021	Prau.g_00020
OG0000366	Prbb.g_00022	Prau.g_00021
OG0000367	Prbb.g_00023	Prau.g_00022
OG0000368	Prbb.g_00025	Prau.g_00024
OG0000369	Prbb.g_00026	Prau.g_00025
OG0000370	Prbb.g_00027	Prau.g_00026
OG0000371	Prbb.g_00033	Prau.g_00031
OG0000372	Prbb.g_00035	Prau.g_00034
OG0000373	Prbb.g_00036	Prau.g_00035
OG0000374	Prbb.g_00037	Prau.g_00036
OG0000375	Prbb.g_00055	Prau.g_00047
OG0000376	Prbb.g_00057	Prau.g_00049
OG0000377	Prbb.g_00060	Prau.g_00053
OG0000378	Prbb.g_00062	Prau.g_00055
OG0000379	Prbb.g_00065	Prau.g_00058
OG0000380	Prbb.g_00121	Prau.g_00068
OG0000381	Prbb.g_00125	Prau.g_00072
OG0000382	Prbb.g_00136	Prau.g_00082
OG0000383	Prbb.g_00138	Prau.g_00084
OG0000384	Prbb.g_00139	Prau.g_00085
OG0000385	Prbb.g_00140	Prau.g_00086
OG0000386	Prbb.g_00141	Prau.g_00087
OG0000387	Prbb.g_00154	Prau.g_00100
OG0000388	Prbb.g_00158	Prau.g_00103
OG0000389	Prbb.g_00161	Prau.g_00107
OG0000390	Prbb.g_00170	Prau.g_00114
OG0000391	Prbb.g_00174	Prau.g_00117
OG0000392	Prbb.g_00177	Prau.g_00121
OG0000393	Prbb.g_00180	Prau.g_00123
OG0000394	Prbb.g_00181	Prau.g_00124
OG0000395	Prbb.g_00182	Prau.g_00125
OG0000396	Prbb.g_00185	Prau.g_00128
OG0000397	Prbb.g_00187	Prau.g_00130
OG0000398	Prbb.g_00190	Prau.g_00132
OG0000399	Prbb.g_00191	Prau.g_00133
OG0000400	Prbb.g_00192	Prau.g_00134
OG0000401	Prbb.g_00193	Prau.g_00135
OG0000402	Prbb.g_01101	Prau.g_00137
OG0000403	Prbb.g_00194	Prau.g_00138
OG0000404	Prbb.g_00195	Prau.g_00139
OG0000405	Prbb.g_00200	Prau.g_00143
OG0000406	Prbb.g_00204	Prau.g_00148
OG0000407	Prbb.g_00205	Prau.g_00149
OG0000408	Prbb.g_00207	Prau.g_00151
OG0000409	Prbb.g_00209	Prau.g_00153
OG0000410	Prbb.g_00210	Prau.g_00154
OG0000411	Prbb.g_00211	Prau.g_00155
OG0000412	Prbb.g_00212	Prau.g_00156
OG0000413	Prbb.g_00213	Prau.g_00157
OG0000414	Prbb.g_00214	Prau.g_00158
OG0000415	Prbb.g_00215	Prau.g_00159
OG0000416	Prbb.g_00216	Prau.g_00160
OG0000417	Prbb.g_00217	Prau.g_00161
OG0000418	Prbb.g_00222	Prau.g_00166
OG0000419	Prbb.g_00224	Prau.g_00168
OG0000420	Prbb.g_00225	Prau.g_00169
OG0000421	Prbb.g_00229	Prau.g_00174
OG0000422	Prbb.g_00230	Prau.g_00175
OG0000423	Prbb.g_00231	Prau.g_00176
OG0000424	Prbb.g_00232	Prau.g_00177
OG0000425	Prbb.g_00233	Prau.g_00178
OG0000426	Prbb.g_00234	Prau.g_00179
OG0000427	Prbb.g_00235	Prau.g_00180
OG0000428	Prbb.g_00237	Prau.g_00182
OG0000429	Prbb.g_00238	Prau.g_00183
OG0000430	Prbb.g_00239	Prau.g_00184
OG0000431	Prbb.g_00241	Prau.g_00186
OG0000432	Prbb.g_00245	Prau.g_00189
OG0000433	Prbb.g_00246	Prau.g_00190
OG0000434	Prbb.g_00247	Prau.g_00191
OG0000435	Prbb.g_00248	Prau.g_00192
OG0000436	Prbb.g_00253	Prau.g_00197
OG0000437	Prbb.g_00254	Prau.g_00198
OG0000438	Prbb.g_00255	Prau.g_00199
OG0000439	Prbb.g_00257	Prau.g_00201
OG0000440	Prbb.g_00258	Prau.g_00202
OG0000441	Prbb.g_00260	Prau.g_00205
OG0000442	Prbb.g_00261	Prau.g_00206
OG0000443	Prbb.g_00262	Prau.g_00207
OG0000444	Prbb.g_00267	Prau.g_00212
OG0000445	Prbb.g_00268	Prau.g_00213
OG0000446	Prbb.g_00269	Prau.g_00214
OG0000447	Prbb.g_00270	Prau.g_00215
OG0000448	Prbb.g_00271	Prau.g_00216
OG0000449	Prbb.g_00272	Prau.g_00217
OG0000450	Prbb.g_00273	Prau.g_00218
OG0000451	Prbb.g_00274	Prau.g_00219
OG0000452	Prbb.g_00277	Prau.g_00222
OG0000453	Prbb.g_00278	Prau.g_00223
OG0000454	Prbb.g_00279	Prau.g_00224
OG0000455	Prbb.g_00280	Prau.g_00225
OG0000456	Prbb.g_00281	Prau.g_00226
OG0000457	Prbb.g_00282	Prau.g_00227
OG0000458	Prbb.g_00283	Prau.g_00228
OG0000459	Prbb.g_00284	Prau.g_00229
OG0000460	Prbb.g_00292	Prau.g_00236
OG0000461	Prbb.g_00300	Prau.g_00244
OG0000462	Prbb.g_00302	Prau.g_00246
OG0000463	Prbb.g_00303	Prau.g_00247
OG0000464	Prbb.g_00304	Prau.g_00248
OG0000465	Prbb.g_00305	Prau.g_00249
OG0000466	Prbb.g_00306	Prau.g_00252
OG0000467	Prbb.g_00307	Prau.g_00253
OG0000468	Prbb.g_00309	Prau.g_00255
OG0000469	Prbb.g_00316	Prau.g_00264
OG0000470	Prbb.g_00318	Prau.g_00266
OG0000471	Prbb.g_00319	Prau.g_00267
OG0000472	Prbb.g_00320	Prau.g_00268
OG0000473	Prbb.g_00322	Prau.g_00270
OG0000474	Prbb.g_00323	Prau.g_00271
OG0000475	Prbb.g_00324	Prau.g_00272
OG0000476	Prbb.g_00326	Prau.g_00273
OG0000477	Prbb.g_00328	Prau.g_00277
OG0000478	Prbb.g_00329	Prau.g_00278
OG0000479	Prbb.g_00330	Prau.g_00279
OG0000480	Prbb.g_00334	Prau.g_00284
OG0000481	Prbb.g_00336	Prau.g_00286
OG0000482	Prbb.g_00337	Prau.g_00287
OG0000483	Prbb.g_00340	Prau.g_00290
OG0000484	Prbb.g_00341	Prau.g_00291
OG0000485	Prbb.g_00342	Prau.g_00292
OG0000486	Prbb.g_00343	Prau.g_00293
OG0000487	Prbb.g_00346	Prau.g_00297
OG0000488	Prbb.g_00349	Prau.g_00300
OG0000489	Prbb.g_00354	Prau.g_00305
OG0000490	Prbb.g_00359	Prau.g_00310
OG0000491	Prbb.g_00360	Prau.g_00311
OG0000492	Prbb.g_00362	Prau.g_00313
OG0000493	Prbb.g_00363	Prau.g_00314
OG0000494	Prbb.g_00364	Prau.g_00315
OG0000495	Prbb.g_00365	Prau.g_00316
OG0000496	Prbb.g_00366	Prau.g_00317
OG0000497	Prbb.g_00367	Prau.g_00318
OG0000498	Prbb.g_00368	Prau.g_00319
OG0000499	Prbb.g_00369	Prau.g_00320
OG0000500	Prbb.g_00370	Prau.g_00321
OG0000501	Prbb.g_00372	Prau.g_00323
OG0000502	Prbb.g_00375	Prau.g_00326
OG0000503	Prbb.g_00394	Prau.g_00336
OG0000504	Prbb.g_00396	Prau.g_00337
OG0000505	Prbb.g_00397	Prau.g_00338
OG0000506	Prbb.g_00398	Prau.g_00340
OG0000507	Prbb.g_00401	Prau.g_00343
OG0000508	Prbb.g_00404	Prau.g_00347
OG0000509	Prbb.g_00406	Prau.g_00349
OG0000510	Prbb.g_00407	Prau.g_00350
OG0000511	Prbb.g_00408	Prau.g_00351
OG0000512	Prbb.g_00410	Prau.g_00353
OG0000513	Prbb.g_00419	Prau.g_00360
OG0000514	Prbb.g_00436	Prau.g_00472
OG0000515	Prbb.g_00437	Prau.g_00473
OG0000516	Prbb.g_00438	Prau.g_00474
OG0000517	Prbb.g_00440	Prau.g_00476
OG0000518	Prbb.g_00451	Prau.g_00487
OG0000519	Prbb.g_00452	Prau.g_00488
OG0000520	Prbb.g_00453	Prau.g_00489
OG0000521	Prbb.g_00458	Prau.g_00494
OG0000522	Prbb.g_00460	Prau.g_00496
OG0000523	Prbb.g_00461	Prau.g_00497
OG0000524	Prbb.g_00468	Prau.g_00503
OG0000525	Prbb.g_00472	Prau.g_00506
OG0000526	Prbb.g_00473	Prau.g_00507
OG0000527	Prbb.g_00476	Prau.g_00514
OG0000528	Prbb.g_00482	Prau.g_00519
OG0000529	Prbb.g_00486	Prau.g_00522
OG0000530	Prbb.g_00489	Prau.g_00525
OG0000531	Prbb.g_00490	Prau.g_00526
OG0000532	Prbb.g_00491	Prau.g_00528
OG0000533	Prbb.g_00492	Prau.g_00529
OG0000534	Prbb.g_00493	Prau.g_00530
OG0000535	Prbb.g_00494	Prau.g_00531
OG0000536	Prbb.g_00495	Prau.g_00532
