Orthogroup	Prbb	Syaj
OG0000032	Prbb.g_01723	Syaj.g_01432
OG0000033	Prbb.g_00226	Syaj.g_01990
OG0000034	Prbb.g_01596	Syaj.g_01959
OG0000035	Prbb.g_01686	Syaj.g_01378
OG0000037	Prbb.g_00164	Syaj.g_01891, Syaj.g_02902
OG0000038	Prbb.g_02129	Syaj.g_02115
OG0000039	Prbb.g_00692	Syaj.g_00392, Syaj.g_00275
OG0000041	Prbb.g_01868	Syaj.g_01602, Syaj.g_00418
OG0000042	Prbb.g_02069	Syaj.g_02399
OG0000043	Prbb.g_01198	Syaj.g_01085
OG0000043	Prbb.g_00909	Syaj.g_01247
OG0000044	Prbb.g_00079	Syaj.g_01344
OG0000045	Prbb.g_01347	Syaj.g_00132
OG0000046	Prbb.g_00379	Syaj.g_02775, Syaj.g_02781, Syaj.g_02768
OG0000047	Prbb.g_00386, Prbb.g_00421	Syaj.g_02799
OG0000048	Prbb.g_00325	Syaj.g_02578
OG0000050	Prbb.g_00116	Syaj.g_01584
OG0000052	Prbb.g_00112	Syaj.g_02476
OG0000053	Prbb.g_01705	Syaj.g_01409
OG0000054	Prbb.g_00607	Syaj.g_01341
OG0000057	Prbb.g_01359, Prbb.g_00706	Syaj.g_00438
OG0000058	Prbb.g_00851	Syaj.g_02495
OG0000059	Prbb.g_01946	Syaj.g_02686
OG0000060	Prbb.g_01153	Syaj.g_01469, Syaj.g_00067, Syaj.g_00635
OG0000061	Prbb.g_00874	Syaj.g_02351
OG0000061	Prbb.g_01517	Syaj.g_00302
OG0000062	Prbb.g_01768	Syaj.g_01700
OG0000063	Prbb.g_01921	Syaj.g_02302
OG0000065	Prbb.g_00162	Syaj.g_01887, Syaj.g_00007
OG0000066	Prbb.g_00542	Syaj.g_00157
OG0000067	Prbb.g_00783	Syaj.g_01023
OG0000068	Prbb.g_01639	Syaj.g_00059
OG0000070	Prbb.g_00455	Syaj.g_01529
OG0000071	Prbb.g_01586	Syaj.g_01511
OG0000072	Prbb.g_00228	Syaj.g_01992
OG0000073	Prbb.g_00503	Syaj.g_00093
OG0000075	Prbb.g_02036	Syaj.g_02457
OG0000076	Prbb.g_02061	Syaj.g_02417
OG0000077	Prbb.g_00133	Syaj.g_01831
OG0000078	Prbb.g_00297	Syaj.g_02880
OG0000079	Prbb.g_00308	Syaj.g_02609
OG0000081	Prbb.g_00534	Syaj.g_02888
OG0000082	Prbb.g_01882	Syaj.g_00229
OG0000084	Prbb.g_01683	Syaj.g_01375
OG0000085	Prbb.g_01816	Syaj.g_01707
OG0000086	Prbb.g_00143	Syaj.g_01848
OG0000087	Prbb.g_00196	Syaj.g_01945
OG0000088	Prbb.g_00223	Syaj.g_01986
OG0000089	Prbb.g_00416	Syaj.g_02829, Syaj.g_01915
OG0000090	Prbb.g_00536	Syaj.g_00144
OG0000091	Prbb.g_00643	Syaj.g_01275
OG0000092	Prbb.g_00937	Syaj.g_00339
OG0000093	Prbb.g_00768	Syaj.g_01042
OG0000094	Prbb.g_00892	Syaj.g_00804
OG0000095	Prbb.g_01070	Syaj.g_00427
OG0000097	Prbb.g_01470	Syaj.g_00589
OG0000098	Prbb.g_01608	Syaj.g_02671
OG0000099	Prbb.g_00388	Syaj.g_02503
OG0000100	Prbb.g_01763	Syaj.g_00987
OG0000101	Prbb.g_02001	Syaj.g_02738
OG0000102	Prbb.g_02066	Syaj.g_02411
OG0000103	Prbb.g_02174	Syaj.g_02243
OG0000104	Prbb.g_02185	Syaj.g_02258
OG0000105	Prbb.g_00327	Syaj.g_02573
OG0000106	Prbb.g_01197, Prbb.g_01329	Syaj.g_01130
OG0000107	Prbb.g_01923	Syaj.g_02637
OG0000108	Prbb.g_00484, Prbb.g_00485	Syaj.g_00072
OG0000109	Prbb.g_00498	Syaj.g_00087
OG0000110	Prbb.g_00578	Syaj.g_00215
OG0000111	Prbb.g_00707	Syaj.g_00437
OG0000112	Prbb.g_00983	Syaj.g_00907
OG0000113	Prbb.g_00807, Prbb.g_01218	Syaj.g_00992
OG0000114	Prbb.g_00932	Syaj.g_00741
OG0000115	Prbb.g_01780	Syaj.g_01402
OG0000116	Prbb.g_01528	Syaj.g_00289
OG0000117	Prbb.g_01399	Syaj.g_00637
OG0000118	Prbb.g_01598	Syaj.g_00267
OG0000119	Prbb.g_01632	Syaj.g_00317
OG0000120	Prbb.g_00678	Syaj.g_02502
OG0000121	Prbb.g_01688	Syaj.g_01383
OG0000122	Prbb.g_01727	Syaj.g_01250
OG0000123	Prbb.g_02008	Syaj.g_02745
OG0000125	Prbb.g_02131	Syaj.g_02117
OG0000126	Prbb.g_02183	Syaj.g_02256
OG0000127	Prbb.g_01346	Syaj.g_00538
OG0000128	Prbb.g_00012	Syaj.g_02274
OG0000129	Prbb.g_00059	Syaj.g_02106
OG0000130	Prbb.g_00124	Syaj.g_01818
OG0000131	Prbb.g_00202	Syaj.g_01964
OG0000132	Prbb.g_00221	Syaj.g_00688, Syaj.g_01984
OG0000133	Prbb.g_00373	Syaj.g_00902
OG0000134	Prbb.g_00418	Syaj.g_02832
OG0000135	Prbb.g_01326	Syaj.g_02167
OG0000136	Prbb.g_00446	Syaj.g_01550
OG0000137	Prbb.g_00478	Syaj.g_01444
OG0000138	Prbb.g_00499	Syaj.g_00088, Syaj.g_02631
OG0000139	Prbb.g_00540	Syaj.g_00150
OG0000140	Prbb.g_00541	Syaj.g_00153
OG0000141	Prbb.g_00608	Syaj.g_01340
OG0000142	Prbb.g_00636	Syaj.g_01283
OG0000143	Prbb.g_00640	Syaj.g_01279
OG0000144	Prbb.g_00653	Syaj.g_01151
OG0000145	Prbb.g_01099	Syaj.g_00094
OG0000146	Prbb.g_00982	Syaj.g_00908
OG0000147	Prbb.g_00981	Syaj.g_00909
OG0000148	Prbb.g_00801	Syaj.g_01003
OG0000149	Prbb.g_00832	Syaj.g_00369
OG0000150	Prbb.g_00840	Syaj.g_01339, Syaj.g_00154
OG0000151	Prbb.g_00943	Syaj.g_01074
OG0000152	Prbb.g_00991	Syaj.g_00898
OG0000153	Prbb.g_01009	Syaj.g_00842
OG0000154	Prbb.g_01040	Syaj.g_00814
OG0000155	Prbb.g_01495	Syaj.g_00338
OG0000156	Prbb.g_01575	Syaj.g_00282
OG0000157	Prbb.g_01576	Syaj.g_00281
OG0000158	Prbb.g_02044	Syaj.g_02445
OG0000160	Prbb.g_01687	Syaj.g_01382
OG0000161	Prbb.g_01693	Syaj.g_01389
OG0000162	Prbb.g_01699	Syaj.g_01395
OG0000163	Prbb.g_01735	Syaj.g_01639
OG0000164	Prbb.g_01845	Syaj.g_01758
OG0000165	Prbb.g_01853	Syaj.g_01582
OG0000166	Prbb.g_01964	Syaj.g_02698
OG0000167	Prbb.g_02034	Syaj.g_02460
OG0000168	Prbb.g_02045	Syaj.g_02444
OG0000169	Prbb.g_02055	Syaj.g_02431, Syaj.g_02429
OG0000170	Prbb.g_02057	Syaj.g_02422
OG0000171	Prbb.g_02078	Syaj.g_02389
OG0000172	Prbb.g_02101	Syaj.g_02365
OG0000173	Prbb.g_02116	Syaj.g_02321
OG0000174	Prbb.g_02147	Syaj.g_02169
OG0000175	Prbb.g_02165	Syaj.g_02229
OG0000176	Prbb.g_00004	Syaj.g_02266
OG0000177	Prbb.g_00005	Syaj.g_02267
OG0000178	Prbb.g_00007, Prbb.g_00006	Syaj.g_02268
OG0000179	Prbb.g_00017	Syaj.g_02283
OG0000180	Prbb.g_00018	Syaj.g_02284
OG0000181	Prbb.g_00019	Syaj.g_02285
OG0000182	Prbb.g_00020	Syaj.g_02286
OG0000183	Prbb.g_00024	Syaj.g_02290
OG0000184	Prbb.g_00061	Syaj.g_02098
OG0000185	Prbb.g_00064	Syaj.g_02087
OG0000186	Prbb.g_00119	Syaj.g_01812
OG0000187	Prbb.g_00120	Syaj.g_01814
OG0000188	Prbb.g_00137	Syaj.g_01837
OG0000189	Prbb.g_00151	Syaj.g_01874
OG0000190	Prbb.g_00152	Syaj.g_01876
OG0000191	Prbb.g_00175	Syaj.g_01910
OG0000192	Prbb.g_00179	Syaj.g_01919
OG0000193	Prbb.g_00203	Syaj.g_01965
OG0000194	Prbb.g_00206	Syaj.g_01968
OG0000195	Prbb.g_00208	Syaj.g_01971
OG0000196	Prbb.g_00218	Syaj.g_01981
OG0000197	Prbb.g_00219	Syaj.g_01982
OG0000198	Prbb.g_00220	Syaj.g_01983
OG0000199	Prbb.g_00227	Syaj.g_01991
OG0000200	Prbb.g_00240	Syaj.g_02008
OG0000201	Prbb.g_00249	Syaj.g_02024
OG0000202	Prbb.g_00250	Syaj.g_02025
OG0000203	Prbb.g_00251	Syaj.g_02026
OG0000204	Prbb.g_00252	Syaj.g_02027
OG0000205	Prbb.g_00259	Syaj.g_02035
OG0000206	Prbb.g_00263	Syaj.g_02043
OG0000207	Prbb.g_00265	Syaj.g_02045
OG0000208	Prbb.g_00266	Syaj.g_02046
OG0000209	Prbb.g_00275	Syaj.g_02070
OG0000210	Prbb.g_00276	Syaj.g_02071
OG0000211	Prbb.g_00290	Syaj.g_02856
OG0000212	Prbb.g_00298	Syaj.g_02881
OG0000213	Prbb.g_00313	Syaj.g_02601
OG0000214	Prbb.g_00321	Syaj.g_02582
OG0000215	Prbb.g_00344	Syaj.g_02551
OG0000216	Prbb.g_00345	Syaj.g_02547
OG0000217	Prbb.g_00348	Syaj.g_02543
OG0000218	Prbb.g_00350	Syaj.g_02541
OG0000219	Prbb.g_00351	Syaj.g_02540
OG0000220	Prbb.g_00352	Syaj.g_02539
OG0000221	Prbb.g_00353	Syaj.g_02530
OG0000222	Prbb.g_00361	Syaj.g_02516
OG0000223	Prbb.g_00374	Syaj.g_02494
OG0000224	Prbb.g_00376	Syaj.g_02487
OG0000225	Prbb.g_00405	Syaj.g_02821
OG0000226	Prbb.g_00409	Syaj.g_02825
OG0000227	Prbb.g_00411	Syaj.g_02827
OG0000228	Prbb.g_00415	Syaj.g_02828
OG0000229	Prbb.g_00441	Syaj.g_01555
OG0000230	Prbb.g_00443	Syaj.g_01553
OG0000231	Prbb.g_00454	Syaj.g_01541
OG0000232	Prbb.g_00462	Syaj.g_01497
OG0000233	Prbb.g_00470	Syaj.g_01481
OG0000234	Prbb.g_00479	Syaj.g_01442
OG0000235	Prbb.g_00483	Syaj.g_00071
OG0000236	Prbb.g_00497	Syaj.g_00086
OG0000237	Prbb.g_00510	Syaj.g_00103
OG0000238	Prbb.g_00516	Syaj.g_00108
OG0000239	Prbb.g_00528	Syaj.g_00125
OG0000240	Prbb.g_00529	Syaj.g_00126
OG0000241	Prbb.g_00533	Syaj.g_01291
OG0000242	Prbb.g_00535	Syaj.g_00142
OG0000243	Prbb.g_00546	Syaj.g_00164
OG0000244	Prbb.g_00550	Syaj.g_00180
OG0000245	Prbb.g_00552	Syaj.g_00182
OG0000246	Prbb.g_00556	Syaj.g_00186
OG0000247	Prbb.g_00566	Syaj.g_00197
OG0000248	Prbb.g_00568	Syaj.g_00200
OG0000249	Prbb.g_00570	Syaj.g_00202
OG0000250	Prbb.g_00575	Syaj.g_00211
OG0000251	Prbb.g_00591	Syaj.g_00237
OG0000252	Prbb.g_00593	Syaj.g_00243
OG0000253	Prbb.g_00595	Syaj.g_00245
OG0000254	Prbb.g_00612	Syaj.g_01335
OG0000255	Prbb.g_00618	Syaj.g_01315
OG0000256	Prbb.g_00628	Syaj.g_01297
OG0000257	Prbb.g_00631	Syaj.g_01292
OG0000258	Prbb.g_00644	Syaj.g_01274
OG0000259	Prbb.g_00661	Syaj.g_00707
OG0000260	Prbb.g_00665	Syaj.g_00712
OG0000261	Prbb.g_00668	Syaj.g_00715
OG0000262	Prbb.g_00673	Syaj.g_00720
OG0000263	Prbb.g_00686	Syaj.g_00605
OG0000264	Prbb.g_00697, Prbb.g_00698	Syaj.g_00485
OG0000265	Prbb.g_00713	Syaj.g_00510
OG0000266	Prbb.g_00723	Syaj.g_00946
OG0000267	Prbb.g_00736	Syaj.g_00770
OG0000268	Prbb.g_00737	Syaj.g_00771
OG0000269	Prbb.g_00778	Syaj.g_01031
OG0000270	Prbb.g_00781	Syaj.g_01025
OG0000271	Prbb.g_00789	Syaj.g_01017
OG0000272	Prbb.g_00790	Syaj.g_01016
OG0000273	Prbb.g_00814	Syaj.g_00389
OG0000274	Prbb.g_00815	Syaj.g_00388
OG0000275	Prbb.g_00817	Syaj.g_00384
OG0000276	Prbb.g_00823	Syaj.g_00377
OG0000277	Prbb.g_00824	Syaj.g_00376
OG0000278	Prbb.g_00828	Syaj.g_00373
OG0000279	Prbb.g_00835	Syaj.g_00357
OG0000280	Prbb.g_01370	Syaj.g_00348
OG0000281	Prbb.g_00841	Syaj.g_02670
OG0000282	Prbb.g_00934	Syaj.g_00743
OG0000283	Prbb.g_00965	Syaj.g_00790
OG0000284	Prbb.g_00970	Syaj.g_00930
OG0000285	Prbb.g_00975	Syaj.g_00917
OG0000286	Prbb.g_00990	Syaj.g_00899
OG0000287	Prbb.g_00101	Syaj.g_00849
OG0000288	Prbb.g_01039	Syaj.g_00815
OG0000289	Prbb.g_01051	Syaj.g_00800
OG0000290	Prbb.g_01067	Syaj.g_00424
OG0000291	Prbb.g_01069	Syaj.g_00426
OG0000292	Prbb.g_01238	Syaj.g_02255
OG0000293	Prbb.g_01527	Syaj.g_00290
OG0000294	Prbb.g_01526	Syaj.g_00291
OG0000295	Prbb.g_01502	Syaj.g_00330
OG0000296	Prbb.g_01500	Syaj.g_00332
OG0000297	Prbb.g_01491	Syaj.g_00639
OG0000298	Prbb.g_01490	Syaj.g_00638
OG0000299	Prbb.g_01471	Syaj.g_00592
OG0000300	Prbb.g_01468	Syaj.g_00586
OG0000301	Prbb.g_01467	Syaj.g_00585
OG0000302	Prbb.g_01464	Syaj.g_00582
OG0000303	Prbb.g_01459	Syaj.g_00572
OG0000304	Prbb.g_01456	Syaj.g_00566
OG0000305	Prbb.g_01789	Syaj.g_00429
OG0000306	Prbb.g_00845	Syaj.g_01126
OG0000307	Prbb.g_01648	Syaj.g_00051
OG0000308	Prbb.g_01649	Syaj.g_00049
OG0000309	Prbb.g_01653	Syaj.g_00044
OG0000310	Prbb.g_01671	Syaj.g_01358
OG0000311	Prbb.g_01673	Syaj.g_01362
OG0000312	Prbb.g_01676	Syaj.g_01368
OG0000313	Prbb.g_01690	Syaj.g_01386
OG0000314	Prbb.g_01711	Syaj.g_01420
OG0000315	Prbb.g_01721	Syaj.g_01430
OG0000316	Prbb.g_01746	Syaj.g_01664
OG0000317	Prbb.g_01821	Syaj.g_01715
OG0000318	Prbb.g_01824	Syaj.g_01722
OG0000319	Prbb.g_01835	Syaj.g_01741
OG0000320	Prbb.g_01837	Syaj.g_01743
OG0000321	Prbb.g_01838	Syaj.g_01744
OG0000322	Prbb.g_01839	Syaj.g_01745
OG0000323	Prbb.g_01848	Syaj.g_01760
OG0000324	Prbb.g_01875	Syaj.g_01609
OG0000325	Prbb.g_01924	Syaj.g_02638
OG0000326	Prbb.g_01930	Syaj.g_02645
OG0000327	Prbb.g_01959	Syaj.g_02693
OG0000328	Prbb.g_01960	Syaj.g_02694
OG0000329	Prbb.g_01977	Syaj.g_02712
OG0000330	Prbb.g_01978	Syaj.g_02713
OG0000331	Prbb.g_01979	Syaj.g_02714
OG0000332	Prbb.g_01993	Syaj.g_02729
OG0000333	Prbb.g_01995	Syaj.g_02732
OG0000334	Prbb.g_02004	Syaj.g_02741
OG0000335	Prbb.g_02009	Syaj.g_02746
OG0000336	Prbb.g_02013	Syaj.g_02750
OG0000337	Prbb.g_02031	Syaj.g_02466
OG0000338	Prbb.g_02032	Syaj.g_02462
OG0000339	Prbb.g_02037	Syaj.g_02455
OG0000340	Prbb.g_02046	Syaj.g_02443
OG0000341	Prbb.g_02048	Syaj.g_02441
OG0000342	Prbb.g_02049	Syaj.g_02440
OG0000343	Prbb.g_02050	Syaj.g_02437
OG0000344	Prbb.g_02053	Syaj.g_02433
OG0000345	Prbb.g_02058	Syaj.g_02421
OG0000346	Prbb.g_02062	Syaj.g_02416
OG0000347	Prbb.g_02082	Syaj.g_02383
OG0000348	Prbb.g_02104	Syaj.g_02333
OG0000349	Prbb.g_02122	Syaj.g_02314
OG0000350	Prbb.g_02143	Syaj.g_02652
OG0000351	Prbb.g_02168	Syaj.g_02234
OG0000352	Prbb.g_02169	Syaj.g_02235
OG0000353	Prbb.g_02188	Syaj.g_02261
OG0000355	Prbb.g_00001	Syaj.g_02263
OG0000356	Prbb.g_00002	Syaj.g_02264
OG0000357	Prbb.g_00003	Syaj.g_02265
OG0000358	Prbb.g_00008	Syaj.g_02269
OG0000359	Prbb.g_00009	Syaj.g_02271
OG0000360	Prbb.g_00010	Syaj.g_02272
OG0000361	Prbb.g_00011	Syaj.g_02273
OG0000362	Prbb.g_00013	Syaj.g_02275
OG0000363	Prbb.g_00015	Syaj.g_02277
OG0000364	Prbb.g_00016	Syaj.g_02278
OG0000365	Prbb.g_00021	Syaj.g_02287
OG0000366	Prbb.g_00022	Syaj.g_02288
OG0000367	Prbb.g_00023	Syaj.g_02289
OG0000368	Prbb.g_00025	Syaj.g_02291
OG0000369	Prbb.g_00026	Syaj.g_02292
OG0000370	Prbb.g_00027	Syaj.g_02293
OG0000371	Prbb.g_00033	Syaj.g_02301
OG0000372	Prbb.g_00035	Syaj.g_02307
OG0000373	Prbb.g_00036	Syaj.g_02308
OG0000374	Prbb.g_00037	Syaj.g_02309
OG0000375	Prbb.g_00055	Syaj.g_02310
OG0000376	Prbb.g_00057	Syaj.g_02312
OG0000377	Prbb.g_00060	Syaj.g_02105
OG0000378	Prbb.g_00062	Syaj.g_02091
OG0000379	Prbb.g_00065	Syaj.g_02086
OG0000380	Prbb.g_00121	Syaj.g_01815
OG0000381	Prbb.g_00125	Syaj.g_01819
OG0000382	Prbb.g_00136	Syaj.g_01836
OG0000383	Prbb.g_00138	Syaj.g_01839
OG0000384	Prbb.g_00139	Syaj.g_01840
OG0000385	Prbb.g_00140	Syaj.g_01841
OG0000386	Prbb.g_00141	Syaj.g_01842
OG0000387	Prbb.g_00154	Syaj.g_01878
OG0000388	Prbb.g_00158	Syaj.g_01882
OG0000389	Prbb.g_00161	Syaj.g_01886
OG0000390	Prbb.g_00170	Syaj.g_01904
OG0000391	Prbb.g_00174	Syaj.g_01909
OG0000392	Prbb.g_00177	Syaj.g_01918
OG0000393	Prbb.g_00180	Syaj.g_01922
OG0000394	Prbb.g_00181	Syaj.g_01923
OG0000395	Prbb.g_00182	Syaj.g_01924
OG0000396	Prbb.g_00185	Syaj.g_01928
OG0000397	Prbb.g_00187	Syaj.g_01930
OG0000398	Prbb.g_00190	Syaj.g_01935
OG0000399	Prbb.g_00191	Syaj.g_01936
OG0000400	Prbb.g_00192	Syaj.g_01937
OG0000401	Prbb.g_00193	Syaj.g_01938
OG0000402	Prbb.g_01101	Syaj.g_01940
OG0000403	Prbb.g_00194	Syaj.g_01941
OG0000404	Prbb.g_00195	Syaj.g_01943
OG0000405	Prbb.g_00200	Syaj.g_01961
OG0000406	Prbb.g_00204	Syaj.g_01966
OG0000407	Prbb.g_00205	Syaj.g_01967
OG0000408	Prbb.g_00207	Syaj.g_01970
OG0000409	Prbb.g_00209	Syaj.g_01972
OG0000410	Prbb.g_00210	Syaj.g_01973
OG0000411	Prbb.g_00211	Syaj.g_01974
OG0000412	Prbb.g_00212	Syaj.g_01975
OG0000413	Prbb.g_00213	Syaj.g_01977
OG0000415	Prbb.g_00215	Syaj.g_01978
OG0000416	Prbb.g_00216	Syaj.g_01979
OG0000417	Prbb.g_00217	Syaj.g_01980
OG0000418	Prbb.g_00222	Syaj.g_01985
OG0000419	Prbb.g_00224	Syaj.g_01987
OG0000420	Prbb.g_00225	Syaj.g_01989
OG0000421	Prbb.g_00229	Syaj.g_01994
OG0000422	Prbb.g_00230	Syaj.g_01995
OG0000423	Prbb.g_00231	Syaj.g_01996
OG0000424	Prbb.g_00232	Syaj.g_01997
OG0000425	Prbb.g_00233	Syaj.g_01998
OG0000426	Prbb.g_00234	Syaj.g_01999
OG0000427	Prbb.g_00235	Syaj.g_02000
OG0000428	Prbb.g_00237	Syaj.g_02003
OG0000429	Prbb.g_00238	Syaj.g_02005
OG0000430	Prbb.g_00239	Syaj.g_02007
OG0000431	Prbb.g_00241	Syaj.g_02010
OG0000432	Prbb.g_00245	Syaj.g_02017
OG0000433	Prbb.g_00246	Syaj.g_02020
OG0000434	Prbb.g_00247	Syaj.g_02021
OG0000435	Prbb.g_00248	Syaj.g_02023
OG0000436	Prbb.g_00253	Syaj.g_02029
OG0000437	Prbb.g_00254	Syaj.g_02030
OG0000438	Prbb.g_00255	Syaj.g_02031
OG0000439	Prbb.g_00257	Syaj.g_02033
OG0000440	Prbb.g_00258	Syaj.g_02034
OG0000441	Prbb.g_00260	Syaj.g_02038
OG0000442	Prbb.g_00261	Syaj.g_02039
OG0000443	Prbb.g_00262	Syaj.g_02040
OG0000444	Prbb.g_00267	Syaj.g_02052
OG0000445	Prbb.g_00268	Syaj.g_02053
OG0000446	Prbb.g_00269	Syaj.g_02055
OG0000447	Prbb.g_00270	Syaj.g_02058
OG0000448	Prbb.g_00271	Syaj.g_02059
OG0000449	Prbb.g_00272	Syaj.g_02060
OG0000450	Prbb.g_00273	Syaj.g_02067
OG0000451	Prbb.g_00274	Syaj.g_02068
OG0000452	Prbb.g_00277	Syaj.g_02072
OG0000453	Prbb.g_00278	Syaj.g_02073
OG0000454	Prbb.g_00279	Syaj.g_02074
OG0000455	Prbb.g_00280	Syaj.g_02075
OG0000456	Prbb.g_00281	Syaj.g_02076
OG0000457	Prbb.g_00282	Syaj.g_02078
OG0000458	Prbb.g_00283	Syaj.g_02079
OG0000459	Prbb.g_00284	Syaj.g_02080
OG0000460	Prbb.g_00292	Syaj.g_02858
OG0000461	Prbb.g_00300	Syaj.g_02623
OG0000462	Prbb.g_00302	Syaj.g_02620
OG0000463	Prbb.g_00303	Syaj.g_02619
OG0000464	Prbb.g_00304	Syaj.g_02618
OG0000465	Prbb.g_00305	Syaj.g_02617
OG0000466	Prbb.g_00306	Syaj.g_02612
OG0000467	Prbb.g_00307	Syaj.g_02610
OG0000468	Prbb.g_00309	Syaj.g_02605
OG0000469	Prbb.g_00316	Syaj.g_02590
OG0000470	Prbb.g_00318	Syaj.g_02586
OG0000471	Prbb.g_00319	Syaj.g_02585
OG0000472	Prbb.g_00320	Syaj.g_02583
OG0000473	Prbb.g_00322	Syaj.g_02581
OG0000474	Prbb.g_00323	Syaj.g_02580
OG0000475	Prbb.g_00324	Syaj.g_02579
OG0000476	Prbb.g_00326	Syaj.g_02577
OG0000477	Prbb.g_00328	Syaj.g_02571
OG0000478	Prbb.g_00329	Syaj.g_02570
OG0000479	Prbb.g_00330	Syaj.g_02569
OG0000480	Prbb.g_00334	Syaj.g_02562
OG0000481	Prbb.g_00336	Syaj.g_02560
OG0000482	Prbb.g_00337	Syaj.g_02559
OG0000483	Prbb.g_00340	Syaj.g_02555
OG0000484	Prbb.g_00341	Syaj.g_02554
OG0000485	Prbb.g_00342	Syaj.g_02553
OG0000486	Prbb.g_00343	Syaj.g_02552
OG0000487	Prbb.g_00346	Syaj.g_02546
OG0000488	Prbb.g_00349	Syaj.g_02542
OG0000489	Prbb.g_00354	Syaj.g_02529
OG0000490	Prbb.g_00359	Syaj.g_02519
OG0000491	Prbb.g_00360	Syaj.g_02517
OG0000492	Prbb.g_00362	Syaj.g_02515
OG0000493	Prbb.g_00363	Syaj.g_02514
OG0000494	Prbb.g_00364	Syaj.g_02513
OG0000495	Prbb.g_00365	Syaj.g_02512
OG0000496	Prbb.g_00366	Syaj.g_02511
OG0000497	Prbb.g_00367	Syaj.g_02510
OG0000498	Prbb.g_00368	Syaj.g_02509
OG0000499	Prbb.g_00369	Syaj.g_02508
OG0000500	Prbb.g_00370	Syaj.g_02507
OG0000501	Prbb.g_00372	Syaj.g_02504
OG0000502	Prbb.g_00375	Syaj.g_02492
OG0000503	Prbb.g_00394	Syaj.g_02805
OG0000504	Prbb.g_00396	Syaj.g_02807
OG0000505	Prbb.g_00397	Syaj.g_02808
OG0000506	Prbb.g_00398	Syaj.g_02810
OG0000507	Prbb.g_00401	Syaj.g_02816
OG0000508	Prbb.g_00404	Syaj.g_02820
OG0000509	Prbb.g_00406	Syaj.g_02822
OG0000510	Prbb.g_00407	Syaj.g_02823
OG0000511	Prbb.g_00408	Syaj.g_02824
OG0000512	Prbb.g_00410	Syaj.g_02826
OG0000513	Prbb.g_00419	Syaj.g_02833
OG0000514	Prbb.g_00436	Syaj.g_02839
OG0000515	Prbb.g_00437	Syaj.g_02840
OG0000516	Prbb.g_00438	Syaj.g_01561
OG0000517	Prbb.g_00440	Syaj.g_01556
OG0000518	Prbb.g_00451	Syaj.g_01544
OG0000519	Prbb.g_00452	Syaj.g_01543
OG0000520	Prbb.g_00453	Syaj.g_01542
OG0000521	Prbb.g_00458	Syaj.g_00271
OG0000522	Prbb.g_00460	Syaj.g_00273
OG0000523	Prbb.g_00461	Syaj.g_00274
OG0000524	Prbb.g_00468	Syaj.g_01485
OG0000525	Prbb.g_00472	Syaj.g_01454
OG0000526	Prbb.g_00473	Syaj.g_01451
OG0000527	Prbb.g_00476	Syaj.g_01446
OG0000528	Prbb.g_00482	Syaj.g_00065
OG0000529	Prbb.g_00486	Syaj.g_00073
OG0000530	Prbb.g_00489	Syaj.g_00076
OG0000531	Prbb.g_00490	Syaj.g_00077
