Orthogroup	Prbb	Syak
OG0000135	Prbb.g_01326	Syak.g_01897
OG0000136	Prbb.g_00446	Syak.g_01186
OG0000137	Prbb.g_00478	Syak.g_01118
OG0000138	Prbb.g_00499	Syak.g_01062, Syak.g_02591
OG0000139	Prbb.g_00540	Syak.g_02646
OG0000140	Prbb.g_00541	Syak.g_02650
OG0000141	Prbb.g_00608	Syak.g_02746
OG0000142	Prbb.g_00636	Syak.g_00035
OG0000143	Prbb.g_00640	Syak.g_00039
OG0000144	Prbb.g_00653	Syak.g_00260
OG0000145	Prbb.g_01099	Syak.g_02598
OG0000146	Prbb.g_00982	Syak.g_00514
OG0000147	Prbb.g_00981	Syak.g_00515
OG0000148	Prbb.g_00801	Syak.g_00455
OG0000149	Prbb.g_00832	Syak.g_00596
OG0000150	Prbb.g_00840	Syak.g_02747
OG0000151	Prbb.g_00943	Syak.g_00387
OG0000152	Prbb.g_00991	Syak.g_00503
OG0000153	Prbb.g_01009	Syak.g_00470
OG0000154	Prbb.g_01040	Syak.g_00645
OG0000155	Prbb.g_01495	Syak.g_00855
OG0000156	Prbb.g_01575	Syak.g_00919
OG0000157	Prbb.g_01576	Syak.g_00920
OG0000158	Prbb.g_02044	Syak.g_01624
OG0000160	Prbb.g_01687	Syak.g_01043
OG0000161	Prbb.g_01693	Syak.g_01050
OG0000162	Prbb.g_01699	Syak.g_01058
OG0000163	Prbb.g_01735	Syak.g_02478
OG0000164	Prbb.g_01845	Syak.g_02384
OG0000165	Prbb.g_01853	Syak.g_02374
OG0000166	Prbb.g_01964	Syak.g_01345
OG0000167	Prbb.g_02034	Syak.g_01561
OG0000168	Prbb.g_02045	Syak.g_01625
OG0000169	Prbb.g_02055	Syak.g_01637
OG0000170	Prbb.g_02057	Syak.g_01644
OG0000171	Prbb.g_02078	Syak.g_01691
OG0000172	Prbb.g_02101	Syak.g_01713
OG0000173	Prbb.g_02116	Syak.g_01733
OG0000174	Prbb.g_02147	Syak.g_01895
OG0000175	Prbb.g_02165	Syak.g_01827
OG0000176	Prbb.g_00004	Syak.g_01790
OG0000177	Prbb.g_00005	Syak.g_01789
OG0000178	Prbb.g_00007, Prbb.g_00006	Syak.g_01788
OG0000179	Prbb.g_00017	Syak.g_01773
OG0000180	Prbb.g_00018	Syak.g_01772
OG0000181	Prbb.g_00019	Syak.g_01771
OG0000182	Prbb.g_00020	Syak.g_01770
OG0000183	Prbb.g_00024	Syak.g_01766
OG0000184	Prbb.g_00061	Syak.g_01955
OG0000185	Prbb.g_00064	Syak.g_01971
OG0000186	Prbb.g_00119	Syak.g_02258
OG0000187	Prbb.g_00120	Syak.g_02257
OG0000188	Prbb.g_00137	Syak.g_02235
OG0000189	Prbb.g_00151	Syak.g_02203
OG0000190	Prbb.g_00152	Syak.g_01575
OG0000191	Prbb.g_00175	Syak.g_02171
OG0000192	Prbb.g_00179	Syak.g_02165
OG0000193	Prbb.g_00203	Syak.g_02127
OG0000194	Prbb.g_00206	Syak.g_02124
OG0000195	Prbb.g_00208	Syak.g_02122
OG0000196	Prbb.g_00218	Syak.g_02111
OG0000197	Prbb.g_00219	Syak.g_02110
OG0000198	Prbb.g_00220	Syak.g_02109
OG0000199	Prbb.g_00227	Syak.g_02100
OG0000200	Prbb.g_00240	Syak.g_02083
OG0000201	Prbb.g_00249	Syak.g_02068
OG0000202	Prbb.g_00250	Syak.g_02067
OG0000203	Prbb.g_00251	Syak.g_02066
OG0000204	Prbb.g_00252	Syak.g_02065
OG0000205	Prbb.g_00259	Syak.g_02058
OG0000206	Prbb.g_00263	Syak.g_02038
OG0000207	Prbb.g_00265	Syak.g_02025
OG0000208	Prbb.g_00266	Syak.g_02024
OG0000209	Prbb.g_00275	Syak.g_01995
OG0000210	Prbb.g_00276	Syak.g_01994
OG0000211	Prbb.g_00290	Syak.g_02017, Syak.g_02300
OG0000212	Prbb.g_00298	Syak.g_02311
OG0000213	Prbb.g_00313	Syak.g_01425
OG0000214	Prbb.g_00321	Syak.g_01442
OG0000215	Prbb.g_00344	Syak.g_01474
OG0000216	Prbb.g_00345	Syak.g_01478
OG0000217	Prbb.g_00348	Syak.g_01482
OG0000218	Prbb.g_00350	Syak.g_01484
OG0000219	Prbb.g_00351	Syak.g_01485
OG0000220	Prbb.g_00352	Syak.g_01486
OG0000221	Prbb.g_00353	Syak.g_01498
OG0000222	Prbb.g_00361	Syak.g_01512
OG0000223	Prbb.g_00374	Syak.g_01531
OG0000224	Prbb.g_00376	Syak.g_01532
OG0000225	Prbb.g_00405	Syak.g_01230
OG0000226	Prbb.g_00409	Syak.g_01226
OG0000227	Prbb.g_00411	Syak.g_01224
OG0000228	Prbb.g_00415	Syak.g_01216
OG0000229	Prbb.g_00441	Syak.g_01191
OG0000230	Prbb.g_00443	Syak.g_01189
OG0000231	Prbb.g_00454	Syak.g_01176
OG0000232	Prbb.g_00462	Syak.g_01156
OG0000233	Prbb.g_00470	Syak.g_01145
OG0000234	Prbb.g_00479	Syak.g_01116
OG0000235	Prbb.g_00483	Syak.g_02573
OG0000236	Prbb.g_00497	Syak.g_02589
OG0000237	Prbb.g_00510	Syak.g_02607
OG0000238	Prbb.g_00516	Syak.g_02612
OG0000239	Prbb.g_00528	Syak.g_02628
OG0000240	Prbb.g_00529	Syak.g_02629
OG0000241	Prbb.g_00533	Syak.g_00027
OG0000242	Prbb.g_00535	Syak.g_02638
OG0000243	Prbb.g_00546	Syak.g_02658
OG0000244	Prbb.g_00550	Syak.g_02665
OG0000245	Prbb.g_00552	Syak.g_02667
OG0000246	Prbb.g_00556	Syak.g_02671
OG0000247	Prbb.g_00566	Syak.g_02681
OG0000248	Prbb.g_00568	Syak.g_02684
OG0000249	Prbb.g_00570	Syak.g_02686
OG0000250	Prbb.g_00575	Syak.g_02694
OG0000251	Prbb.g_00591	Syak.g_02722
OG0000252	Prbb.g_00593	Syak.g_02725
OG0000253	Prbb.g_00595	Syak.g_02727
OG0000254	Prbb.g_00612	Syak.g_02752
OG0000255	Prbb.g_00618	Syak.g_02772
OG0000256	Prbb.g_00628	Syak.g_00020
OG0000257	Prbb.g_00631	Syak.g_00026
OG0000258	Prbb.g_00644	Syak.g_00044
OG0000259	Prbb.g_00661	Syak.g_00334
OG0000260	Prbb.g_00665	Syak.g_00338
OG0000261	Prbb.g_00668	Syak.g_00348
OG0000262	Prbb.g_00673	Syak.g_00353
OG0000263	Prbb.g_00686	Syak.g_00828
OG0000264	Prbb.g_00697, Prbb.g_00698	Syak.g_00698
OG0000265	Prbb.g_00713	Syak.g_00211
OG0000266	Prbb.g_00723	Syak.g_00778
OG0000267	Prbb.g_00736	Syak.g_00555
OG0000268	Prbb.g_00737	Syak.g_00554
OG0000269	Prbb.g_00778	Syak.g_00429
OG0000270	Prbb.g_00781	Syak.g_00432
OG0000271	Prbb.g_00789	Syak.g_00440
OG0000272	Prbb.g_00790	Syak.g_00441
OG0000273	Prbb.g_00814	Syak.g_00616
OG0000274	Prbb.g_00815	Syak.g_00615
OG0000275	Prbb.g_00817	Syak.g_00611
OG0000276	Prbb.g_00823	Syak.g_00604
OG0000277	Prbb.g_00824	Syak.g_00603
OG0000278	Prbb.g_00828	Syak.g_00600
OG0000279	Prbb.g_00835	Syak.g_00592
OG0000280	Prbb.g_01370	Syak.g_00582
OG0000281	Prbb.g_00841	Syak.g_00339
OG0000282	Prbb.g_00934	Syak.g_00375
OG0000283	Prbb.g_00965	Syak.g_00541
OG0000284	Prbb.g_00970	Syak.g_00536
OG0000285	Prbb.g_00975	Syak.g_00523
OG0000286	Prbb.g_00990	Syak.g_00504
OG0000287	Prbb.g_00101	Syak.g_00477
OG0000288	Prbb.g_01039	Syak.g_00644
OG0000289	Prbb.g_01051	Syak.g_00659
OG0000290	Prbb.g_01067	Syak.g_00738
OG0000291	Prbb.g_01069	Syak.g_00734, Syak.g_00737
OG0000292	Prbb.g_01238	Syak.g_01802
OG0000293	Prbb.g_01527	Syak.g_00910
OG0000294	Prbb.g_01526	Syak.g_00909
OG0000295	Prbb.g_01502	Syak.g_00863
OG0000296	Prbb.g_01500	Syak.g_00861
OG0000297	Prbb.g_01491	Syak.g_00848
OG0000298	Prbb.g_01490	Syak.g_00847
OG0000299	Prbb.g_01471	Syak.g_00820
OG0000300	Prbb.g_01468	Syak.g_00813
OG0000301	Prbb.g_01467	Syak.g_00812
OG0000302	Prbb.g_01464	Syak.g_00811
OG0000303	Prbb.g_01459	Syak.g_00674
OG0000304	Prbb.g_01456	Syak.g_00680
OG0000305	Prbb.g_01789	Syak.g_00732
OG0000306	Prbb.g_00845	Syak.g_00094
OG0000307	Prbb.g_01648	Syak.g_02556
OG0000308	Prbb.g_01649	Syak.g_02554
OG0000309	Prbb.g_01653	Syak.g_02549
OG0000310	Prbb.g_01671	Syak.g_00994
OG0000311	Prbb.g_01673	Syak.g_00999
OG0000312	Prbb.g_01676	Syak.g_01028
OG0000313	Prbb.g_01690	Syak.g_01046
OG0000314	Prbb.g_01711	Syak.g_01079
OG0000315	Prbb.g_01721	Syak.g_01090
OG0000316	Prbb.g_01746	Syak.g_02462
OG0000317	Prbb.g_01821	Syak.g_02419
OG0000318	Prbb.g_01824	Syak.g_02415
OG0000319	Prbb.g_01835	Syak.g_02399
OG0000320	Prbb.g_01837	Syak.g_02397
OG0000321	Prbb.g_01838	Syak.g_02396
OG0000322	Prbb.g_01839	Syak.g_02395
OG0000323	Prbb.g_01848	Syak.g_02380
OG0000324	Prbb.g_01875	Syak.g_02347
OG0000325	Prbb.g_01924	Syak.g_01391
OG0000326	Prbb.g_01930	Syak.g_01384
OG0000327	Prbb.g_01959	Syak.g_01350
OG0000328	Prbb.g_01960	Syak.g_01349
OG0000329	Prbb.g_01977	Syak.g_01331
OG0000330	Prbb.g_01978	Syak.g_01330
OG0000331	Prbb.g_01979	Syak.g_01329
OG0000332	Prbb.g_01993	Syak.g_01314
OG0000333	Prbb.g_01995	Syak.g_01311
OG0000334	Prbb.g_02004	Syak.g_01302
OG0000335	Prbb.g_02009	Syak.g_01298
OG0000336	Prbb.g_02013	Syak.g_01294
OG0000337	Prbb.g_02031	Syak.g_01555
OG0000338	Prbb.g_02032	Syak.g_01558
OG0000339	Prbb.g_02037	Syak.g_01566
OG0000340	Prbb.g_02046	Syak.g_01626
OG0000341	Prbb.g_02048	Syak.g_01628
OG0000342	Prbb.g_02049	Syak.g_01629
OG0000343	Prbb.g_02050	Syak.g_01631
OG0000344	Prbb.g_02053	Syak.g_01635
OG0000345	Prbb.g_02058	Syak.g_01645
OG0000346	Prbb.g_02062	Syak.g_01651
OG0000347	Prbb.g_02082	Syak.g_01694
OG0000348	Prbb.g_02104	Syak.g_01717
OG0000349	Prbb.g_02122	Syak.g_01740
OG0000350	Prbb.g_02143	Syak.g_01377
OG0000351	Prbb.g_02168	Syak.g_01823
OG0000352	Prbb.g_02169	Syak.g_01822
OG0000353	Prbb.g_02188	Syak.g_01796
OG0000355	Prbb.g_00001	Syak.g_01793
OG0000356	Prbb.g_00002	Syak.g_01792
OG0000357	Prbb.g_00003	Syak.g_01791
OG0000358	Prbb.g_00008	Syak.g_01787
OG0000359	Prbb.g_00009	Syak.g_01785
OG0000360	Prbb.g_00010	Syak.g_01784
OG0000361	Prbb.g_00011	Syak.g_01783
OG0000362	Prbb.g_00013	Syak.g_01781
OG0000363	Prbb.g_00015	Syak.g_01779
OG0000364	Prbb.g_00016	Syak.g_01778
OG0000365	Prbb.g_00021	Syak.g_01769
OG0000366	Prbb.g_00022	Syak.g_01768
OG0000367	Prbb.g_00023	Syak.g_01767
OG0000368	Prbb.g_00025	Syak.g_01765
OG0000369	Prbb.g_00026	Syak.g_01764
OG0000370	Prbb.g_00027	Syak.g_01763
OG0000371	Prbb.g_00033	Syak.g_01753
OG0000372	Prbb.g_00035	Syak.g_01748
OG0000373	Prbb.g_00036	Syak.g_01747
OG0000374	Prbb.g_00037	Syak.g_01746
OG0000375	Prbb.g_00055	Syak.g_01744
OG0000376	Prbb.g_00057	Syak.g_01742
OG0000377	Prbb.g_00060	Syak.g_01948
OG0000378	Prbb.g_00062	Syak.g_01968
OG0000379	Prbb.g_00065	Syak.g_01972
OG0000380	Prbb.g_00121	Syak.g_02256
OG0000381	Prbb.g_00125	Syak.g_02254
OG0000382	Prbb.g_00136	Syak.g_02236
OG0000383	Prbb.g_00138	Syak.g_02229
OG0000384	Prbb.g_00139	Syak.g_02228
OG0000385	Prbb.g_00140	Syak.g_02227
OG0000386	Prbb.g_00141	Syak.g_02226
OG0000387	Prbb.g_00154	Syak.g_02200
OG0000388	Prbb.g_00158	Syak.g_02196
OG0000389	Prbb.g_00161	Syak.g_02193, Syak.g_02345
OG0000390	Prbb.g_00170	Syak.g_02177
OG0000391	Prbb.g_00174	Syak.g_02172
OG0000392	Prbb.g_00177	Syak.g_02166
OG0000393	Prbb.g_00180	Syak.g_02163
OG0000394	Prbb.g_00181	Syak.g_02162
OG0000395	Prbb.g_00182	Syak.g_02161
OG0000396	Prbb.g_00185	Syak.g_02158
OG0000397	Prbb.g_00187	Syak.g_02156
OG0000398	Prbb.g_00190	Syak.g_02151
OG0000399	Prbb.g_00191	Syak.g_02150
OG0000400	Prbb.g_00192	Syak.g_02149
OG0000401	Prbb.g_00193	Syak.g_02148
OG0000402	Prbb.g_01101	Syak.g_02146
OG0000403	Prbb.g_00194	Syak.g_02145
OG0000404	Prbb.g_00195	Syak.g_02143
OG0000405	Prbb.g_00200	Syak.g_02131
OG0000406	Prbb.g_00204	Syak.g_02126
OG0000407	Prbb.g_00205	Syak.g_02125
OG0000408	Prbb.g_00207	Syak.g_02123
OG0000409	Prbb.g_00209	Syak.g_02121
OG0000410	Prbb.g_00210	Syak.g_02120
OG0000411	Prbb.g_00211	Syak.g_02119
OG0000412	Prbb.g_00212	Syak.g_02118
OG0000413	Prbb.g_00213	Syak.g_02116
OG0000415	Prbb.g_00215	Syak.g_02114
OG0000416	Prbb.g_00216	Syak.g_02113
OG0000417	Prbb.g_00217	Syak.g_02112
OG0000418	Prbb.g_00222	Syak.g_02107
OG0000419	Prbb.g_00224	Syak.g_02105
OG0000420	Prbb.g_00225	Syak.g_02103
OG0000421	Prbb.g_00229	Syak.g_02097
OG0000422	Prbb.g_00230	Syak.g_02096
OG0000423	Prbb.g_00231	Syak.g_02095
OG0000424	Prbb.g_00232	Syak.g_02094
OG0000425	Prbb.g_00233	Syak.g_02093
OG0000426	Prbb.g_00234	Syak.g_02092
OG0000427	Prbb.g_00235	Syak.g_02091
OG0000428	Prbb.g_00237	Syak.g_02088
OG0000429	Prbb.g_00238	Syak.g_02086
OG0000430	Prbb.g_00239	Syak.g_02084
OG0000431	Prbb.g_00241	Syak.g_02081
OG0000432	Prbb.g_00245	Syak.g_02075
OG0000433	Prbb.g_00246	Syak.g_02073
OG0000434	Prbb.g_00247	Syak.g_02072
OG0000435	Prbb.g_00248	Syak.g_02071
OG0000436	Prbb.g_00253	Syak.g_02064
OG0000437	Prbb.g_00254	Syak.g_02063
OG0000438	Prbb.g_00255	Syak.g_02062
OG0000439	Prbb.g_00257	Syak.g_02060
OG0000440	Prbb.g_00258	Syak.g_02059
OG0000441	Prbb.g_00260	Syak.g_02053
OG0000442	Prbb.g_00261	Syak.g_02043
OG0000443	Prbb.g_00262	Syak.g_02041
OG0000444	Prbb.g_00267	Syak.g_02022
OG0000445	Prbb.g_00268	Syak.g_02015
OG0000446	Prbb.g_00269	Syak.g_02013
OG0000447	Prbb.g_00270	Syak.g_02006
OG0000448	Prbb.g_00271	Syak.g_02005
OG0000449	Prbb.g_00272	Syak.g_02004
OG0000450	Prbb.g_00273	Syak.g_01998
OG0000451	Prbb.g_00274	Syak.g_01997
OG0000452	Prbb.g_00277	Syak.g_01993
OG0000453	Prbb.g_00278	Syak.g_01992
OG0000454	Prbb.g_00279	Syak.g_01991
OG0000455	Prbb.g_00280	Syak.g_01990
OG0000456	Prbb.g_00281	Syak.g_01989
OG0000457	Prbb.g_00282	Syak.g_01987
OG0000458	Prbb.g_00283	Syak.g_01986
OG0000459	Prbb.g_00284	Syak.g_01985
OG0000460	Prbb.g_00292	Syak.g_02303
OG0000461	Prbb.g_00300	Syak.g_01402
OG0000462	Prbb.g_00302	Syak.g_01405
OG0000463	Prbb.g_00303	Syak.g_01406
OG0000464	Prbb.g_00304	Syak.g_01407
OG0000465	Prbb.g_00305	Syak.g_01409
OG0000466	Prbb.g_00306	Syak.g_01414
OG0000467	Prbb.g_00307	Syak.g_01416
OG0000468	Prbb.g_00309	Syak.g_01421
OG0000469	Prbb.g_00316	Syak.g_01436
OG0000470	Prbb.g_00318	Syak.g_01438
OG0000471	Prbb.g_00319	Syak.g_01439
OG0000472	Prbb.g_00320	Syak.g_01441
OG0000473	Prbb.g_00322	Syak.g_01443
OG0000474	Prbb.g_00323	Syak.g_01444
OG0000475	Prbb.g_00324	Syak.g_01445
OG0000476	Prbb.g_00326	Syak.g_01447
OG0000477	Prbb.g_00328	Syak.g_01453
OG0000478	Prbb.g_00329	Syak.g_01454
OG0000479	Prbb.g_00330	Syak.g_01455
OG0000480	Prbb.g_00334	Syak.g_01462
OG0000481	Prbb.g_00336	Syak.g_01464
OG0000482	Prbb.g_00337	Syak.g_01465
OG0000483	Prbb.g_00340	Syak.g_01469
OG0000484	Prbb.g_00341	Syak.g_01470
OG0000485	Prbb.g_00342	Syak.g_01472
OG0000486	Prbb.g_00343	Syak.g_01473
OG0000487	Prbb.g_00346	Syak.g_01479
OG0000488	Prbb.g_00349	Syak.g_01483
OG0000489	Prbb.g_00354	Syak.g_01499
OG0000490	Prbb.g_00359	Syak.g_01507
OG0000491	Prbb.g_00360	Syak.g_01511
OG0000492	Prbb.g_00362	Syak.g_01513
OG0000493	Prbb.g_00363	Syak.g_01514
OG0000494	Prbb.g_00364	Syak.g_01515
OG0000495	Prbb.g_00365	Syak.g_01516
OG0000496	Prbb.g_00366	Syak.g_01517
OG0000497	Prbb.g_00367	Syak.g_01518
OG0000498	Prbb.g_00368	Syak.g_01519
OG0000499	Prbb.g_00369	Syak.g_01520
OG0000500	Prbb.g_00370	Syak.g_01521
OG0000501	Prbb.g_00372	Syak.g_01524
OG0000502	Prbb.g_00375	Syak.g_01538
OG0000503	Prbb.g_00394	Syak.g_01246
OG0000504	Prbb.g_00396	Syak.g_01244
OG0000505	Prbb.g_00397	Syak.g_01243
OG0000506	Prbb.g_00398	Syak.g_01241
OG0000507	Prbb.g_00401	Syak.g_01235
OG0000508	Prbb.g_00404	Syak.g_01231
OG0000509	Prbb.g_00406	Syak.g_01229
OG0000510	Prbb.g_00407	Syak.g_01228
OG0000511	Prbb.g_00408	Syak.g_01227
OG0000512	Prbb.g_00410	Syak.g_01225
OG0000513	Prbb.g_00419	Syak.g_01211
OG0000514	Prbb.g_00436	Syak.g_01204
OG0000515	Prbb.g_00437	Syak.g_01203
OG0000516	Prbb.g_00438	Syak.g_01199
OG0000517	Prbb.g_00440	Syak.g_01192
OG0000518	Prbb.g_00451	Syak.g_01180
OG0000519	Prbb.g_00452	Syak.g_01179
OG0000520	Prbb.g_00453	Syak.g_01178
OG0000521	Prbb.g_00458	Syak.g_01167
OG0000522	Prbb.g_00460	Syak.g_01163
OG0000523	Prbb.g_00461	Syak.g_01162
OG0000524	Prbb.g_00468	Syak.g_01149
OG0000525	Prbb.g_00472	Syak.g_01130
OG0000526	Prbb.g_00473	Syak.g_01127
OG0000527	Prbb.g_00476	Syak.g_01120
OG0000528	Prbb.g_00482	Syak.g_02570
OG0000529	Prbb.g_00486	Syak.g_02575
OG0000530	Prbb.g_00489	Syak.g_02578
OG0000531	Prbb.g_00490	Syak.g_02579
OG0000532	Prbb.g_00491	Syak.g_02582
OG0000533	Prbb.g_00492	Syak.g_02584
OG0000534	Prbb.g_00493	Syak.g_02585
OG0000535	Prbb.g_00494	Syak.g_02586
OG0000536	Prbb.g_00495	Syak.g_02587
OG0000537	Prbb.g_00496	Syak.g_02588
OG0000538	Prbb.g_00504	Syak.g_02600
OG0000539	Prbb.g_00505	Syak.g_02601
OG0000540	Prbb.g_00506	Syak.g_02602
OG0000541	Prbb.g_00507	Syak.g_02603
OG0000542	Prbb.g_00509	Syak.g_02606
OG0000543	Prbb.g_00511	Syak.g_02608
OG0000544	Prbb.g_00512	Syak.g_02609
OG0000545	Prbb.g_00514	Syak.g_02611
OG0000546	Prbb.g_00517	Syak.g_02613
OG0000547	Prbb.g_00519	Syak.g_02615
OG0000548	Prbb.g_00520	Syak.g_02616
OG0000549	Prbb.g_00523	Syak.g_02622
OG0000550	Prbb.g_00527	Syak.g_02626
OG0000551	Prbb.g_00530	Syak.g_02631
OG0000552	Prbb.g_00531	Syak.g_02632
OG0000553	Prbb.g_00532	Syak.g_02636
OG0000554	Prbb.g_00537	Syak.g_02641
OG0000555	Prbb.g_00545	Syak.g_02657
OG0000556	Prbb.g_00547	Syak.g_02661
