Orthogroup	Pral	Prae
OG0000096	Pral.g_00350	Prae.g_01859
OG0000098	Pral.g_00413	Prae.g_00003
OG0000099	Pral.g_01021	Prae.g_00023
OG0000100	Pral.g_01886	Prae.g_00041
OG0000101	Pral.g_00993	Prae.g_00051
OG0000102	Pral.g_00932	Prae.g_00112
OG0000103	Pral.g_00923	Prae.g_00121
OG0000104	Pral.g_00906	Prae.g_00139
OG0000105	Pral.g_00873	Prae.g_00173
OG0000106	Pral.g_00860	Prae.g_00187
OG0000107	Pral.g_00851	Prae.g_00195
OG0000108	Pral.g_00842	Prae.g_00205
OG0000109	Pral.g_00800	Prae.g_00242
OG0000110	Pral.g_00788	Prae.g_00254
OG0000111	Pral.g_00765	Prae.g_01440
OG0000113	Pral.g_00741	Prae.g_00298
OG0000114	Pral.g_00714	Prae.g_00326
OG0000115	Pral.g_01832, Pral.g_00618	Prae.g_00448
OG0000116	Pral.g_00616	Prae.g_00450
OG0000117	Pral.g_00611	Prae.g_00454
OG0000118	Pral.g_00591	Prae.g_00473
OG0000119	Pral.g_00558	Prae.g_00506
OG0000120	Pral.g_00557	Prae.g_00508
OG0000121	Pral.g_00547	Prae.g_00518
OG0000122	Pral.g_00538	Prae.g_00527
OG0000123	Pral.g_00504	Prae.g_01432, Prae.g_00558
OG0000124	Pral.g_01452	Prae.g_00625
OG0000125	Pral.g_01453	Prae.g_00626
OG0000126	Pral.g_01454	Prae.g_00627
OG0000127	Pral.g_01755	Prae.g_00660
OG0000128	Pral.g_01727	Prae.g_00713
OG0000129	Pral.g_01705	Prae.g_00733
OG0000130	Pral.g_01665	Prae.g_00791
OG0000131	Pral.g_01486	Prae.g_00804
OG0000132	Pral.g_01522	Prae.g_00839
OG0000133	Pral.g_01782	Prae.g_00924
OG0000134	Pral.g_01472	Prae.g_00933
OG0000135	Pral.g_01623	Prae.g_00968
OG0000136	Pral.g_01564	Prae.g_01037
OG0000137	Pral.g_00075	Prae.g_01133
OG0000139	Pral.g_01373, Pral.g_01187	Prae.g_01169
OG0000140	Pral.g_00455	Prae.g_01220
OG0000141	Pral.g_01064	Prae.g_01434
OG0000142	Pral.g_01269	Prae.g_01341
OG0000143	Pral.g_01222	Prae.g_01368
OG0000144	Pral.g_01179	Prae.g_01446
OG0000145	Pral.g_01160	Prae.g_01460
OG0000146	Pral.g_01123	Prae.g_01496
OG0000147	Pral.g_01074	Prae.g_01536
OG0000148	Pral.g_01073	Prae.g_01537
OG0000149	Pral.g_00104	Prae.g_01621
OG0000150	Pral.g_00143	Prae.g_01659
OG0000151	Pral.g_00146	Prae.g_01662
OG0000152	Pral.g_00167	Prae.g_01681
OG0000153	Pral.g_00201	Prae.g_01717
OG0000154	Pral.g_00237	Prae.g_01753
OG0000155	Pral.g_00256	Prae.g_01772
OG0000156	Pral.g_00289	Prae.g_01800
OG0000157	Pral.g_00323	Prae.g_01832
OG0000158	Pral.g_00390	Prae.g_01894
OG0000160	Pral.g_00411	Prae.g_00001
OG0000161	Pral.g_00412	Prae.g_00002
OG0000162	Pral.g_00414	Prae.g_00004
OG0000163	Pral.g_00415	Prae.g_00005
OG0000164	Pral.g_00416	Prae.g_00006
OG0000165	Pral.g_00417	Prae.g_00007
OG0000166	Pral.g_00418	Prae.g_00008
OG0000167	Pral.g_00419	Prae.g_00009
OG0000168	Pral.g_00420	Prae.g_00010
OG0000169	Pral.g_00422	Prae.g_00012
OG0000170	Pral.g_01030	Prae.g_00014
OG0000171	Pral.g_01029	Prae.g_00015
OG0000172	Pral.g_01028	Prae.g_00016
OG0000173	Pral.g_01027	Prae.g_00017
OG0000174	Pral.g_01026	Prae.g_00018
OG0000175	Pral.g_01025	Prae.g_00019
OG0000176	Pral.g_01024	Prae.g_00020
OG0000177	Pral.g_01023	Prae.g_00021
OG0000178	Pral.g_01022	Prae.g_00022
OG0000179	Pral.g_01020	Prae.g_00024
OG0000180	Pral.g_01019	Prae.g_00025
OG0000181	Pral.g_01018	Prae.g_00026
OG0000182	Pral.g_01017	Prae.g_00027
OG0000183	Pral.g_01016	Prae.g_00028
OG0000184	Pral.g_01014	Prae.g_00029
OG0000185	Pral.g_01011	Prae.g_00032
OG0000186	Pral.g_01009	Prae.g_00035
OG0000187	Pral.g_01008	Prae.g_00036
OG0000188	Pral.g_01007	Prae.g_00037
OG0000189	Pral.g_01005	Prae.g_00042
OG0000190	Pral.g_01003	Prae.g_00044
OG0000191	Pral.g_01001	Prae.g_00045
OG0000192	Pral.g_01000	Prae.g_00046
OG0000193	Pral.g_00999	Prae.g_00047
OG0000194	Pral.g_00996	Prae.g_00048
OG0000195	Pral.g_00995	Prae.g_00049
OG0000196	Pral.g_00994	Prae.g_00050
OG0000197	Pral.g_00992	Prae.g_00052
OG0000198	Pral.g_00991	Prae.g_00053
OG0000199	Pral.g_00990	Prae.g_00054
OG0000200	Pral.g_00984	Prae.g_00064
OG0000201	Pral.g_00983	Prae.g_00065
OG0000202	Pral.g_00982	Prae.g_00066
OG0000203	Pral.g_00978	Prae.g_00069
OG0000204	Pral.g_00977	Prae.g_00070
OG0000205	Pral.g_00974	Prae.g_00073
OG0000206	Pral.g_00972	Prae.g_00075
OG0000207	Pral.g_00970	Prae.g_00077
OG0000208	Pral.g_00969	Prae.g_00078
OG0000209	Pral.g_00048	Prae.g_00079
OG0000210	Pral.g_00968	Prae.g_00080
OG0000211	Pral.g_00966	Prae.g_00081
OG0000212	Pral.g_00965	Prae.g_00082
OG0000213	Pral.g_00964	Prae.g_00083
OG0000214	Pral.g_00963	Prae.g_00084
OG0000215	Pral.g_00962	Prae.g_00085
OG0000216	Pral.g_00961	Prae.g_00086
OG0000217	Pral.g_00959	Prae.g_00088
OG0000218	Pral.g_00958	Prae.g_00089
OG0000219	Pral.g_00957	Prae.g_00090
OG0000220	Pral.g_00956	Prae.g_00091
OG0000221	Pral.g_00953	Prae.g_00094
OG0000222	Pral.g_00952	Prae.g_00095
OG0000223	Pral.g_00951	Prae.g_00096
OG0000224	Pral.g_00950	Prae.g_00097
OG0000225	Pral.g_00949	Prae.g_00098
OG0000226	Pral.g_00948	Prae.g_00099
OG0000227	Pral.g_00946	Prae.g_00100
OG0000228	Pral.g_00945	Prae.g_00101
OG0000229	Pral.g_00944	Prae.g_00102
OG0000230	Pral.g_00943	Prae.g_00103
OG0000231	Pral.g_00942	Prae.g_00104
OG0000232	Pral.g_00941	Prae.g_00105
OG0000233	Pral.g_00940	Prae.g_00106
OG0000234	Pral.g_00939	Prae.g_00107
OG0000235	Pral.g_00938	Prae.g_00108
OG0000236	Pral.g_00935	Prae.g_00109
OG0000237	Pral.g_00934	Prae.g_00110
OG0000238	Pral.g_00933	Prae.g_00111
OG0000239	Pral.g_00931	Prae.g_00113
OG0000240	Pral.g_00930	Prae.g_00115
OG0000241	Pral.g_00929	Prae.g_00116
OG0000242	Pral.g_00928	Prae.g_00117
OG0000243	Pral.g_00925	Prae.g_00120
OG0000244	Pral.g_00922	Prae.g_00122
OG0000245	Pral.g_00921	Prae.g_00123
OG0000246	Pral.g_00920	Prae.g_00124
OG0000247	Pral.g_00918	Prae.g_00127
OG0000248	Pral.g_00916	Prae.g_00129
OG0000249	Pral.g_00914	Prae.g_00130
OG0000250	Pral.g_00913	Prae.g_00131
OG0000251	Pral.g_00912	Prae.g_00132
OG0000252	Pral.g_00911	Prae.g_00133
OG0000253	Pral.g_00910	Prae.g_00134
OG0000254	Pral.g_00450	Prae.g_00136
OG0000255	Pral.g_00908	Prae.g_00137
OG0000256	Pral.g_00905	Prae.g_00140
OG0000257	Pral.g_00903	Prae.g_00142
OG0000258	Pral.g_00900	Prae.g_00148
OG0000259	Pral.g_00899	Prae.g_00149
OG0000260	Pral.g_00898	Prae.g_00150
OG0000261	Pral.g_00897	Prae.g_00151
OG0000262	Pral.g_00896	Prae.g_00152
OG0000263	Pral.g_00894	Prae.g_00154
OG0000264	Pral.g_00893	Prae.g_00155
OG0000265	Pral.g_00892	Prae.g_00156
OG0000266	Pral.g_00891	Prae.g_00157
OG0000267	Pral.g_00890	Prae.g_00158
OG0000268	Pral.g_00888	Prae.g_00159
OG0000269	Pral.g_00886	Prae.g_00161
OG0000270	Pral.g_00885	Prae.g_00162
OG0000271	Pral.g_00884	Prae.g_00163
OG0000272	Pral.g_00883	Prae.g_00164
OG0000273	Pral.g_00882	Prae.g_00165
OG0000274	Pral.g_00881	Prae.g_00166
OG0000275	Pral.g_00880	Prae.g_00167
OG0000276	Pral.g_00879	Prae.g_00168
OG0000277	Pral.g_00877	Prae.g_00170
OG0000278	Pral.g_00875	Prae.g_00171
OG0000279	Pral.g_00874	Prae.g_00172
OG0000280	Pral.g_00872	Prae.g_00174
OG0000281	Pral.g_00871	Prae.g_00176
OG0000282	Pral.g_00870	Prae.g_00177
OG0000283	Pral.g_00869	Prae.g_00178
OG0000284	Pral.g_00868	Prae.g_00179
OG0000285	Pral.g_00867	Prae.g_00180
OG0000286	Pral.g_00866	Prae.g_00181
OG0000287	Pral.g_00865	Prae.g_00182
OG0000288	Pral.g_00863	Prae.g_00184
OG0000289	Pral.g_00862	Prae.g_00185
OG0000290	Pral.g_00861	Prae.g_00186
OG0000291	Pral.g_00859	Prae.g_00188
OG0000292	Pral.g_00857	Prae.g_00189
OG0000293	Pral.g_00856	Prae.g_00190
OG0000294	Pral.g_00855	Prae.g_00191
OG0000295	Pral.g_00854	Prae.g_00192
OG0000296	Pral.g_00853	Prae.g_00193
OG0000297	Pral.g_00852	Prae.g_00194
OG0000298	Pral.g_00850	Prae.g_00196
OG0000299	Pral.g_00849	Prae.g_00197
OG0000300	Pral.g_00848	Prae.g_00198
OG0000301	Pral.g_00847	Prae.g_00199
OG0000302	Pral.g_00846	Prae.g_00200
OG0000303	Pral.g_00845	Prae.g_00201
OG0000304	Pral.g_00844	Prae.g_00203
OG0000305	Pral.g_00843	Prae.g_00204
OG0000306	Pral.g_00840	Prae.g_00207
OG0000307	Pral.g_00839	Prae.g_00208
OG0000308	Pral.g_00838	Prae.g_00209
OG0000309	Pral.g_00837	Prae.g_00210
OG0000310	Pral.g_00836	Prae.g_00211
OG0000311	Pral.g_00835	Prae.g_00212
OG0000312	Pral.g_00834	Prae.g_00213
OG0000313	Pral.g_00833	Prae.g_00214
OG0000314	Pral.g_00832	Prae.g_00215
OG0000315	Pral.g_00831	Prae.g_00216
OG0000316	Pral.g_00830	Prae.g_00217
OG0000317	Pral.g_00829	Prae.g_00218
OG0000318	Pral.g_00828	Prae.g_00219
OG0000319	Pral.g_00827	Prae.g_00220
OG0000320	Pral.g_00826	Prae.g_00221
OG0000321	Pral.g_00825	Prae.g_00222
OG0000322	Pral.g_00824	Prae.g_00223
OG0000323	Pral.g_00823	Prae.g_00224
OG0000324	Pral.g_00822	Prae.g_00225
OG0000325	Pral.g_00821	Prae.g_00226
OG0000326	Pral.g_00820	Prae.g_00227
OG0000327	Pral.g_00819	Prae.g_00228
OG0000328	Pral.g_00817	Prae.g_00229
OG0000329	Pral.g_00816	Prae.g_00230
OG0000330	Pral.g_00815	Prae.g_00231
OG0000331	Pral.g_00812	Prae.g_00232
OG0000332	Pral.g_00811	Prae.g_00233
OG0000333	Pral.g_00810	Prae.g_00234
OG0000334	Pral.g_00809	Prae.g_00235
OG0000335	Pral.g_00807	Prae.g_00236
OG0000336	Pral.g_00805	Prae.g_00238
OG0000337	Pral.g_00804	Prae.g_00239
OG0000338	Pral.g_00799	Prae.g_00243
OG0000339	Pral.g_00796	Prae.g_00245
OG0000340	Pral.g_00795	Prae.g_00247
OG0000341	Pral.g_00794	Prae.g_00248
OG0000342	Pral.g_00793	Prae.g_00249
OG0000343	Pral.g_00792	Prae.g_00250
OG0000344	Pral.g_00789	Prae.g_00253
OG0000345	Pral.g_00785	Prae.g_00256
OG0000346	Pral.g_00784	Prae.g_00257
OG0000347	Pral.g_00781	Prae.g_00260
OG0000348	Pral.g_00780	Prae.g_00262
OG0000349	Pral.g_00779	Prae.g_00263
OG0000350	Pral.g_00777	Prae.g_00265
OG0000351	Pral.g_00776	Prae.g_00266
OG0000352	Pral.g_00775	Prae.g_00267
OG0000353	Pral.g_00774	Prae.g_00268
OG0000354	Pral.g_00773	Prae.g_00269
OG0000355	Pral.g_00772	Prae.g_00270
OG0000356	Pral.g_00771	Prae.g_00271
OG0000357	Pral.g_00770	Prae.g_00272
OG0000358	Pral.g_00769	Prae.g_00273
OG0000359	Pral.g_00767	Prae.g_00274
OG0000360	Pral.g_00764	Prae.g_00276
OG0000361	Pral.g_00763	Prae.g_00277
OG0000362	Pral.g_00762	Prae.g_00278
OG0000363	Pral.g_00761	Prae.g_00279
OG0000364	Pral.g_00756	Prae.g_00283
OG0000365	Pral.g_00755	Prae.g_00284
OG0000366	Pral.g_00753	Prae.g_00286
OG0000367	Pral.g_00752	Prae.g_00287
OG0000368	Pral.g_00751	Prae.g_00288
OG0000369	Pral.g_00750	Prae.g_00289
OG0000370	Pral.g_00749	Prae.g_00290
OG0000371	Pral.g_00748	Prae.g_00291
OG0000372	Pral.g_00747	Prae.g_00292
OG0000373	Pral.g_00746	Prae.g_00293
OG0000374	Pral.g_00744	Prae.g_00295
OG0000375	Pral.g_00743	Prae.g_00296
OG0000376	Pral.g_00740	Prae.g_00299
OG0000377	Pral.g_00739	Prae.g_00300
OG0000378	Pral.g_00738	Prae.g_00301
OG0000379	Pral.g_00737	Prae.g_00302
OG0000380	Pral.g_00736	Prae.g_00303
OG0000381	Pral.g_00735	Prae.g_00304
OG0000382	Pral.g_00734	Prae.g_00305
OG0000383	Pral.g_00733	Prae.g_00306
OG0000384	Pral.g_00731	Prae.g_00309
OG0000385	Pral.g_00730	Prae.g_00310
OG0000386	Pral.g_00729	Prae.g_00311
OG0000387	Pral.g_00728	Prae.g_00312
OG0000388	Pral.g_00727	Prae.g_00313
OG0000389	Pral.g_00726	Prae.g_00314
OG0000390	Pral.g_00725	Prae.g_00315
OG0000391	Pral.g_00724	Prae.g_00316
OG0000392	Pral.g_00723	Prae.g_00317
OG0000393	Pral.g_00722	Prae.g_00318
OG0000394	Pral.g_00721	Prae.g_00319
OG0000395	Pral.g_00720	Prae.g_00320
OG0000396	Pral.g_00718	Prae.g_00322
OG0000397	Pral.g_00716	Prae.g_00324
OG0000398	Pral.g_00715	Prae.g_00325
OG0000399	Pral.g_00712	Prae.g_00328
OG0000400	Pral.g_00706	Prae.g_00329
OG0000401	Pral.g_00705	Prae.g_00330
OG0000402	Pral.g_00698	Prae.g_00335
OG0000403	Pral.g_00696	Prae.g_00336
OG0000404	Pral.g_00695	Prae.g_00337
OG0000405	Pral.g_00694	Prae.g_00338
OG0000406	Pral.g_00691	Prae.g_00341
OG0000407	Pral.g_00690	Prae.g_00342
OG0000408	Pral.g_00687	Prae.g_00344
OG0000409	Pral.g_00686	Prae.g_00345
OG0000410	Pral.g_00685	Prae.g_00346
OG0000411	Pral.g_00684	Prae.g_00347
OG0000412	Pral.g_00683	Prae.g_00348
OG0000413	Pral.g_00682	Prae.g_00349
OG0000414	Pral.g_00681	Prae.g_00350
OG0000415	Pral.g_00680	Prae.g_00351
OG0000416	Pral.g_00677	Prae.g_00354
OG0000417	Pral.g_00676	Prae.g_00355
OG0000418	Pral.g_00674	Prae.g_00356
OG0000419	Pral.g_00673	Prae.g_00357
OG0000420	Pral.g_01541	Prae.g_00358
OG0000421	Pral.g_01322	Prae.g_00371
OG0000422	Pral.g_01039	Prae.g_00379
OG0000423	Pral.g_01840	Prae.g_00380
OG0000424	Pral.g_00171	Prae.g_00385
OG0000425	Pral.g_00663	Prae.g_00405
OG0000426	Pral.g_00662	Prae.g_00406
OG0000427	Pral.g_00661	Prae.g_00407
OG0000428	Pral.g_00659	Prae.g_00409
OG0000429	Pral.g_00658	Prae.g_00410
OG0000430	Pral.g_00656	Prae.g_00412
OG0000431	Pral.g_00655	Prae.g_00413
OG0000432	Pral.g_00654	Prae.g_00414
OG0000433	Pral.g_00653	Prae.g_00415
OG0000434	Pral.g_00651	Prae.g_00416
OG0000435	Pral.g_00650	Prae.g_00417
OG0000436	Pral.g_00649	Prae.g_00418
OG0000437	Pral.g_00648	Prae.g_00419
OG0000438	Pral.g_00647	Prae.g_00420
OG0000439	Pral.g_00646	Prae.g_00421
OG0000440	Pral.g_00645	Prae.g_00422
OG0000441	Pral.g_00644	Prae.g_00423
OG0000442	Pral.g_00643	Prae.g_00424
OG0000443	Pral.g_00642	Prae.g_00425
OG0000444	Pral.g_00641	Prae.g_00426
OG0000445	Pral.g_00635	Prae.g_00427
OG0000446	Pral.g_00633	Prae.g_00429
OG0000447	Pral.g_00632	Prae.g_00430
OG0000448	Pral.g_00631	Prae.g_00432
OG0000449	Pral.g_00627	Prae.g_00435
OG0000450	Pral.g_00626	Prae.g_00436
OG0000451	Pral.g_00625	Prae.g_00437
OG0000452	Pral.g_00623	Prae.g_00438
OG0000453	Pral.g_00622	Prae.g_00439
OG0000454	Pral.g_00621	Prae.g_00445
OG0000455	Pral.g_00619	Prae.g_00447
OG0000456	Pral.g_00615	Prae.g_00451
OG0000457	Pral.g_00613	Prae.g_00452
OG0000458	Pral.g_00612	Prae.g_00453
OG0000459	Pral.g_00610	Prae.g_00455
OG0000460	Pral.g_00608	Prae.g_00457
OG0000461	Pral.g_00607	Prae.g_00458
OG0000462	Pral.g_00606	Prae.g_00459
OG0000463	Pral.g_00603	Prae.g_00461
OG0000464	Pral.g_00602	Prae.g_00462
OG0000465	Pral.g_00601	Prae.g_00463
OG0000466	Pral.g_00600	Prae.g_00464
OG0000467	Pral.g_00599	Prae.g_00465
OG0000468	Pral.g_00598	Prae.g_00466
OG0000469	Pral.g_00597	Prae.g_00467
OG0000470	Pral.g_00596	Prae.g_00468
OG0000471	Pral.g_00595	Prae.g_00469
OG0000472	Pral.g_00590	Prae.g_00474
OG0000473	Pral.g_00589	Prae.g_00475
OG0000474	Pral.g_00588	Prae.g_00476
OG0000475	Pral.g_00587	Prae.g_00477
OG0000476	Pral.g_00585	Prae.g_00479
OG0000477	Pral.g_00584	Prae.g_00480
OG0000478	Pral.g_00583	Prae.g_00481
OG0000479	Pral.g_00582	Prae.g_00482
OG0000480	Pral.g_00580	Prae.g_00484
OG0000481	Pral.g_00578	Prae.g_00486
OG0000482	Pral.g_00577	Prae.g_00487
OG0000483	Pral.g_00575	Prae.g_00489
OG0000484	Pral.g_00574	Prae.g_00490
OG0000485	Pral.g_00573	Prae.g_00491
OG0000486	Pral.g_00571	Prae.g_00492
OG0000487	Pral.g_00566	Prae.g_00497
OG0000488	Pral.g_00565	Prae.g_00499
OG0000489	Pral.g_00564	Prae.g_00500
OG0000490	Pral.g_00563	Prae.g_00501
OG0000491	Pral.g_00562	Prae.g_00502
OG0000492	Pral.g_00561	Prae.g_00503
OG0000493	Pral.g_00560	Prae.g_00504
OG0000494	Pral.g_00559	Prae.g_00505
OG0000495	Pral.g_00556	Prae.g_00509
OG0000496	Pral.g_00555	Prae.g_00510
OG0000497	Pral.g_00554	Prae.g_00511
OG0000498	Pral.g_00553	Prae.g_00512
OG0000499	Pral.g_00552	Prae.g_00513
OG0000500	Pral.g_00550	Prae.g_00515
OG0000501	Pral.g_00549	Prae.g_00516
OG0000502	Pral.g_00548	Prae.g_00517
OG0000503	Pral.g_00546	Prae.g_00519
OG0000504	Pral.g_00545	Prae.g_00520
OG0000505	Pral.g_00544	Prae.g_00521
OG0000506	Pral.g_00543	Prae.g_00522
OG0000507	Pral.g_00542	Prae.g_00523
OG0000508	Pral.g_00541	Prae.g_00524
OG0000509	Pral.g_00540	Prae.g_00525
OG0000510	Pral.g_00539	Prae.g_00526
OG0000511	Pral.g_00537	Prae.g_00528
OG0000512	Pral.g_00536	Prae.g_00529
OG0000513	Pral.g_00535	Prae.g_00530
OG0000514	Pral.g_00534	Prae.g_00531
OG0000515	Pral.g_00533	Prae.g_00532
OG0000516	Pral.g_00532	Prae.g_00533
OG0000517	Pral.g_00530	Prae.g_00535
OG0000518	Pral.g_00529	Prae.g_00536
OG0000519	Pral.g_00527	Prae.g_00537
OG0000520	Pral.g_00525	Prae.g_00538
OG0000521	Pral.g_00524	Prae.g_00539
OG0000522	Pral.g_00523	Prae.g_00540
OG0000523	Pral.g_00522	Prae.g_00541
OG0000524	Pral.g_00521	Prae.g_00542
OG0000525	Pral.g_00520	Prae.g_00543
OG0000526	Pral.g_00519	Prae.g_00544
OG0000527	Pral.g_00518	Prae.g_00545
OG0000528	Pral.g_00516	Prae.g_00546
OG0000529	Pral.g_00515	Prae.g_00547
OG0000530	Pral.g_00514	Prae.g_00548
OG0000531	Pral.g_00513	Prae.g_00549
OG0000532	Pral.g_00512	Prae.g_00550
OG0000533	Pral.g_00510	Prae.g_00552
OG0000534	Pral.g_00509	Prae.g_00553
OG0000535	Pral.g_00508	Prae.g_00554
OG0000536	Pral.g_00507	Prae.g_00555
OG0000537	Pral.g_00506	Prae.g_00556
OG0000538	Pral.g_00505	Prae.g_00557
OG0000539	Pral.g_00503	Prae.g_00560
OG0000540	Pral.g_00502	Prae.g_00561
OG0000541	Pral.g_00501	Prae.g_00562
OG0000542	Pral.g_00498	Prae.g_00565
OG0000543	Pral.g_00497	Prae.g_00566
OG0000544	Pral.g_00496	Prae.g_00567
OG0000545	Pral.g_00495	Prae.g_00568
OG0000546	Pral.g_00494	Prae.g_00569
OG0000547	Pral.g_00493	Prae.g_00570
OG0000548	Pral.g_00492	Prae.g_00571
OG0000549	Pral.g_00490	Prae.g_00573
OG0000550	Pral.g_00489	Prae.g_00574
OG0000551	Pral.g_00488	Prae.g_00575
OG0000552	Pral.g_00487	Prae.g_00576
OG0000553	Pral.g_00486	Prae.g_00577
OG0000554	Pral.g_00485	Prae.g_00578
OG0000555	Pral.g_00483	Prae.g_00579
OG0000556	Pral.g_00482	Prae.g_00580
OG0000557	Pral.g_00481	Prae.g_00581
OG0000558	Pral.g_00480	Prae.g_00582
OG0000559	Pral.g_00479	Prae.g_00583
OG0000560	Pral.g_00478	Prae.g_00584
OG0000561	Pral.g_00477	Prae.g_00585
OG0000562	Pral.g_00476	Prae.g_00586
OG0000563	Pral.g_00475	Prae.g_00587
OG0000564	Pral.g_00474	Prae.g_00588
OG0000565	Pral.g_00472	Prae.g_00589
OG0000566	Pral.g_00471	Prae.g_00590
OG0000567	Pral.g_00470	Prae.g_00591
OG0000568	Pral.g_00469	Prae.g_00592
OG0000569	Pral.g_00466	Prae.g_00595
OG0000570	Pral.g_00465	Prae.g_00596
OG0000571	Pral.g_00464	Prae.g_00598
OG0000572	Pral.g_00462	Prae.g_00599
OG0000573	Pral.g_00461	Prae.g_00600
OG0000574	Pral.g_00460	Prae.g_00601
OG0000575	Pral.g_00459	Prae.g_00602
OG0000576	Pral.g_00458	Prae.g_00603
OG0000577	Pral.g_01430	Prae.g_00604
OG0000578	Pral.g_01432	Prae.g_00605
OG0000579	Pral.g_01433	Prae.g_00606
OG0000580	Pral.g_01434	Prae.g_00607
OG0000581	Pral.g_01435	Prae.g_00608
OG0000582	Pral.g_01436	Prae.g_00609
OG0000583	Pral.g_01437	Prae.g_00610
OG0000584	Pral.g_01439	Prae.g_00612
OG0000585	Pral.g_01440	Prae.g_00613
OG0000586	Pral.g_01441	Prae.g_00614
OG0000587	Pral.g_01442	Prae.g_00615
OG0000588	Pral.g_01443	Prae.g_00616
OG0000589	Pral.g_01444	Prae.g_00617
OG0000590	Pral.g_01445	Prae.g_00618
