Orthogroup	Pral	Prba
OG0000132	Pral.g_01522	Prba.g_01465
OG0000133	Pral.g_01782	Prba.g_01379
OG0000134	Pral.g_01472	Prba.g_01369
OG0000135	Pral.g_01623	Prba.g_01333
OG0000136	Pral.g_01564	Prba.g_01267
OG0000137	Pral.g_00075	Prba.g_00094
OG0000139	Pral.g_01373, Pral.g_01187	Prba.g_00057
OG0000140	Pral.g_00455	Prba.g_00006
OG0000141	Pral.g_01064	Prba.g_01084
OG0000142	Pral.g_01269	Prba.g_01204
OG0000143	Pral.g_01222	Prba.g_00196
OG0000144	Pral.g_01179	Prba.g_00110
OG0000145	Pral.g_01160	Prba.g_00712
OG0000146	Pral.g_01123	Prba.g_00676, Prba.g_00351
OG0000147	Pral.g_01074	Prba.g_00311
OG0000148	Pral.g_01073	Prba.g_00310
OG0000149	Pral.g_00104	Prba.g_00228
OG0000150	Pral.g_00143	Prba.g_00584
OG0000151	Pral.g_00146	Prba.g_00581
OG0000152	Pral.g_00167	Prba.g_00352
OG0000153	Pral.g_00201	Prba.g_00388
OG0000154	Pral.g_00237	Prba.g_00424
OG0000155	Pral.g_00256	Prba.g_01051
OG0000156	Pral.g_00289	Prba.g_00752
OG0000157	Pral.g_00323	Prba.g_00785
OG0000158	Pral.g_00390	Prba.g_01776, Prba.g_00848
OG0000160	Pral.g_00411	Prba.g_01794
OG0000161	Pral.g_00412	Prba.g_01795
OG0000162	Pral.g_00414	Prba.g_01797
OG0000163	Pral.g_00415	Prba.g_01798
OG0000164	Pral.g_00416	Prba.g_01799
OG0000165	Pral.g_00417	Prba.g_01800
OG0000166	Pral.g_00418	Prba.g_01801
OG0000167	Pral.g_00419	Prba.g_01802
OG0000168	Pral.g_00420	Prba.g_01803
OG0000169	Pral.g_00422	Prba.g_01805
OG0000170	Pral.g_01030	Prba.g_01807
OG0000171	Pral.g_01029	Prba.g_01808
OG0000172	Pral.g_01028	Prba.g_01809
OG0000173	Pral.g_01027	Prba.g_01810
OG0000174	Pral.g_01026	Prba.g_01811
OG0000175	Pral.g_01025	Prba.g_01812
OG0000176	Pral.g_01024	Prba.g_01813
OG0000177	Pral.g_01023	Prba.g_01814
OG0000178	Pral.g_01022	Prba.g_01815
OG0000179	Pral.g_01020	Prba.g_01817
OG0000180	Pral.g_01019	Prba.g_01818
OG0000181	Pral.g_01018	Prba.g_01819
OG0000182	Pral.g_01017	Prba.g_01820
OG0000183	Pral.g_01016	Prba.g_01821
OG0000184	Pral.g_01014	Prba.g_01822
OG0000185	Pral.g_01011	Prba.g_01825
OG0000186	Pral.g_01009	Prba.g_01828
OG0000187	Pral.g_01008	Prba.g_01829
OG0000188	Pral.g_01007	Prba.g_01830
OG0000189	Pral.g_01005	Prba.g_01834
OG0000190	Pral.g_01003	Prba.g_01836
OG0000191	Pral.g_01001	Prba.g_01837
OG0000192	Pral.g_01000	Prba.g_01838
OG0000193	Pral.g_00999	Prba.g_01839
OG0000194	Pral.g_00996	Prba.g_01840
OG0000195	Pral.g_00995	Prba.g_01841
OG0000196	Pral.g_00994	Prba.g_01842
OG0000197	Pral.g_00992	Prba.g_01844
OG0000198	Pral.g_00991	Prba.g_01845
OG0000199	Pral.g_00990	Prba.g_01846
OG0000200	Pral.g_00984	Prba.g_01852
OG0000201	Pral.g_00983	Prba.g_01853
OG0000202	Pral.g_00982	Prba.g_01854
OG0000203	Pral.g_00978	Prba.g_01857
OG0000204	Pral.g_00977	Prba.g_01858
OG0000205	Pral.g_00974	Prba.g_01861
OG0000206	Pral.g_00972	Prba.g_01863
OG0000207	Pral.g_00970	Prba.g_01865
OG0000208	Pral.g_00969	Prba.g_01866
OG0000209	Pral.g_00048	Prba.g_01867
OG0000210	Pral.g_00968	Prba.g_01868
OG0000211	Pral.g_00966	Prba.g_01869
OG0000212	Pral.g_00965	Prba.g_01870
OG0000213	Pral.g_00964	Prba.g_01871
OG0000214	Pral.g_00963	Prba.g_01872
OG0000215	Pral.g_00962	Prba.g_01873
OG0000216	Pral.g_00961	Prba.g_01874
OG0000217	Pral.g_00959	Prba.g_01876
OG0000218	Pral.g_00958	Prba.g_01877
OG0000219	Pral.g_00957	Prba.g_01878
OG0000220	Pral.g_00956	Prba.g_01879
OG0000221	Pral.g_00953	Prba.g_01882
OG0000222	Pral.g_00952	Prba.g_01883
OG0000223	Pral.g_00951	Prba.g_01884
OG0000224	Pral.g_00950	Prba.g_01885
OG0000225	Pral.g_00949	Prba.g_01886
OG0000226	Pral.g_00948	Prba.g_01887
OG0000227	Pral.g_00946	Prba.g_01888
OG0000228	Pral.g_00945	Prba.g_01889
OG0000229	Pral.g_00944	Prba.g_01890
OG0000230	Pral.g_00943	Prba.g_01891
OG0000231	Pral.g_00942	Prba.g_01892
OG0000232	Pral.g_00941	Prba.g_01894
OG0000233	Pral.g_00940	Prba.g_01895
OG0000234	Pral.g_00939	Prba.g_01896
OG0000235	Pral.g_00938	Prba.g_01897
OG0000236	Pral.g_00935	Prba.g_01898
OG0000237	Pral.g_00934	Prba.g_01899
OG0000238	Pral.g_00933	Prba.g_01900
OG0000239	Pral.g_00931	Prba.g_01902
OG0000240	Pral.g_00930	Prba.g_01903
OG0000241	Pral.g_00929	Prba.g_01904
OG0000242	Pral.g_00928	Prba.g_01905
OG0000243	Pral.g_00925	Prba.g_01908
OG0000244	Pral.g_00922	Prba.g_01910
OG0000245	Pral.g_00921	Prba.g_01911
OG0000246	Pral.g_00920	Prba.g_01912
OG0000247	Pral.g_00918	Prba.g_01915
OG0000248	Pral.g_00916	Prba.g_01917
OG0000249	Pral.g_00914	Prba.g_01918
OG0000250	Pral.g_00913	Prba.g_01919
OG0000251	Pral.g_00912	Prba.g_01920
OG0000252	Pral.g_00911	Prba.g_01921
OG0000253	Pral.g_00910	Prba.g_01922
OG0000254	Pral.g_00450	Prba.g_01924
OG0000255	Pral.g_00908	Prba.g_01925
OG0000256	Pral.g_00905	Prba.g_01928
OG0000257	Pral.g_00903	Prba.g_01930
OG0000258	Pral.g_00900	Prba.g_01933
OG0000259	Pral.g_00899	Prba.g_01934
OG0000260	Pral.g_00898	Prba.g_01935
OG0000261	Pral.g_00897	Prba.g_01936
OG0000262	Pral.g_00896	Prba.g_01937
OG0000263	Pral.g_00894	Prba.g_01939
OG0000264	Pral.g_00893	Prba.g_01940
OG0000265	Pral.g_00892	Prba.g_01941
OG0000266	Pral.g_00891	Prba.g_01942
OG0000267	Pral.g_00890	Prba.g_01943
OG0000268	Pral.g_00888	Prba.g_01944
OG0000269	Pral.g_00886	Prba.g_01946
OG0000270	Pral.g_00885	Prba.g_01947
OG0000271	Pral.g_00884	Prba.g_01948
OG0000272	Pral.g_00883	Prba.g_01949
OG0000273	Pral.g_00882	Prba.g_01950
OG0000274	Pral.g_00881	Prba.g_01951
OG0000275	Pral.g_00880	Prba.g_01952
OG0000276	Pral.g_00879	Prba.g_01953
OG0000277	Pral.g_00877	Prba.g_00623
OG0000278	Pral.g_00875	Prba.g_00624
OG0000279	Pral.g_00874	Prba.g_00625
OG0000280	Pral.g_00872	Prba.g_00627
OG0000281	Pral.g_00871	Prba.g_00629
OG0000282	Pral.g_00870	Prba.g_00630
OG0000283	Pral.g_00869	Prba.g_00631
OG0000284	Pral.g_00868	Prba.g_00632
OG0000285	Pral.g_00867	Prba.g_00633
OG0000286	Pral.g_00866	Prba.g_00634
OG0000287	Pral.g_00865	Prba.g_00635
OG0000288	Pral.g_00863	Prba.g_00637
OG0000289	Pral.g_00862	Prba.g_00638
OG0000290	Pral.g_00861	Prba.g_00639
OG0000291	Pral.g_00859	Prba.g_00641
OG0000292	Pral.g_00857	Prba.g_00642
OG0000293	Pral.g_00856	Prba.g_00643
OG0000294	Pral.g_00855	Prba.g_00644
OG0000295	Pral.g_00854	Prba.g_00645
OG0000296	Pral.g_00853	Prba.g_00646
OG0000297	Pral.g_00852	Prba.g_00647
OG0000298	Pral.g_00850	Prba.g_00649
OG0000299	Pral.g_00849	Prba.g_00650
OG0000300	Pral.g_00848	Prba.g_00651
OG0000301	Pral.g_00847	Prba.g_00652
OG0000302	Pral.g_00846	Prba.g_00653
OG0000303	Pral.g_00845	Prba.g_00654
OG0000304	Pral.g_00844	Prba.g_00656
OG0000305	Pral.g_00843	Prba.g_00657
OG0000306	Pral.g_00840	Prba.g_00660
OG0000307	Pral.g_00839	Prba.g_00661
OG0000308	Pral.g_00838	Prba.g_00662
OG0000309	Pral.g_00837	Prba.g_00663
OG0000310	Pral.g_00836	Prba.g_00664
OG0000311	Pral.g_00835	Prba.g_00665
OG0000312	Pral.g_00834	Prba.g_00666
OG0000313	Pral.g_00833	Prba.g_00667
OG0000314	Pral.g_00832	Prba.g_00668
OG0000315	Pral.g_00831	Prba.g_00669
OG0000316	Pral.g_00830	Prba.g_00670
OG0000317	Pral.g_00829	Prba.g_00671
OG0000318	Pral.g_00828	Prba.g_00672
OG0000319	Pral.g_00827	Prba.g_00673
OG0000320	Pral.g_00826	Prba.g_00674
OG0000321	Pral.g_00825	Prba.g_00675
OG0000322	Pral.g_00824	Prba.g_00439
OG0000323	Pral.g_00823	Prba.g_00440
OG0000324	Pral.g_00822	Prba.g_00441
OG0000325	Pral.g_00821	Prba.g_00442
OG0000326	Pral.g_00820	Prba.g_00443
OG0000327	Pral.g_00819	Prba.g_00444
OG0000328	Pral.g_00817	Prba.g_00445
OG0000329	Pral.g_00816	Prba.g_00446
OG0000330	Pral.g_00815	Prba.g_00447
OG0000331	Pral.g_00812	Prba.g_00448
OG0000332	Pral.g_00811	Prba.g_00449
OG0000333	Pral.g_00810	Prba.g_00450
OG0000334	Pral.g_00809	Prba.g_00451
OG0000335	Pral.g_00807	Prba.g_00452
OG0000336	Pral.g_00805	Prba.g_00454
OG0000337	Pral.g_00804	Prba.g_00455
OG0000338	Pral.g_00799	Prba.g_00459
OG0000339	Pral.g_00796	Prba.g_00461
OG0000340	Pral.g_00795	Prba.g_00463
OG0000341	Pral.g_00794	Prba.g_00464
OG0000342	Pral.g_00793	Prba.g_00465
OG0000343	Pral.g_00792	Prba.g_00466
OG0000344	Pral.g_00789	Prba.g_00469
OG0000345	Pral.g_00785	Prba.g_00472
OG0000346	Pral.g_00784	Prba.g_00473
OG0000347	Pral.g_00781	Prba.g_00476
OG0000348	Pral.g_00780	Prba.g_00477
OG0000349	Pral.g_00779	Prba.g_00478
OG0000350	Pral.g_00777	Prba.g_00480
OG0000351	Pral.g_00776	Prba.g_00481
OG0000352	Pral.g_00775	Prba.g_00482
OG0000353	Pral.g_00774	Prba.g_00483
OG0000354	Pral.g_00773	Prba.g_00484
OG0000355	Pral.g_00772	Prba.g_00485
OG0000356	Pral.g_00771	Prba.g_00486
OG0000357	Pral.g_00770	Prba.g_00487
OG0000358	Pral.g_00769	Prba.g_00488
OG0000359	Pral.g_00767	Prba.g_00489
OG0000360	Pral.g_00764	Prba.g_00492
OG0000361	Pral.g_00763	Prba.g_00493
OG0000362	Pral.g_00762	Prba.g_00494
OG0000363	Pral.g_00761	Prba.g_00495
OG0000364	Pral.g_00756	Prba.g_00499
OG0000365	Pral.g_00755	Prba.g_00500
OG0000366	Pral.g_00753	Prba.g_00502
OG0000367	Pral.g_00752	Prba.g_00503
OG0000368	Pral.g_00751	Prba.g_00504
OG0000369	Pral.g_00750	Prba.g_00505
OG0000370	Pral.g_00749	Prba.g_00506
OG0000371	Pral.g_00748	Prba.g_00507
OG0000372	Pral.g_00747	Prba.g_00508
OG0000373	Pral.g_00746	Prba.g_00509
OG0000374	Pral.g_00744	Prba.g_00510
OG0000375	Pral.g_00743	Prba.g_00511
OG0000376	Pral.g_00740	Prba.g_00514
OG0000377	Pral.g_00739	Prba.g_00515
OG0000378	Pral.g_00738	Prba.g_00516
OG0000379	Pral.g_00737	Prba.g_00517
OG0000380	Pral.g_00736	Prba.g_00518
OG0000381	Pral.g_00735	Prba.g_00519
OG0000382	Pral.g_00734	Prba.g_00520
OG0000383	Pral.g_00733	Prba.g_00521
OG0000384	Pral.g_00731	Prba.g_00524
OG0000385	Pral.g_00730	Prba.g_00525
OG0000386	Pral.g_00729	Prba.g_00526
OG0000387	Pral.g_00728	Prba.g_00527
OG0000388	Pral.g_00727	Prba.g_00528
OG0000389	Pral.g_00726	Prba.g_00529
OG0000390	Pral.g_00725	Prba.g_00530
OG0000391	Pral.g_00724	Prba.g_00531
OG0000392	Pral.g_00723	Prba.g_00532
OG0000393	Pral.g_00722	Prba.g_00533
OG0000394	Pral.g_00721	Prba.g_00534
OG0000395	Pral.g_00720	Prba.g_00535
OG0000396	Pral.g_00718	Prba.g_00537
OG0000397	Pral.g_00716	Prba.g_00539
OG0000398	Pral.g_00715	Prba.g_00540
OG0000399	Pral.g_00712	Prba.g_00543
OG0000400	Pral.g_00706	Prba.g_00544
OG0000401	Pral.g_00705	Prba.g_00545
OG0000402	Pral.g_00698	Prba.g_00550
OG0000403	Pral.g_00696	Prba.g_00551
OG0000404	Pral.g_00695	Prba.g_00552
OG0000405	Pral.g_00694	Prba.g_00554
OG0000406	Pral.g_00691	Prba.g_00557
OG0000407	Pral.g_00690	Prba.g_00558
OG0000408	Pral.g_00687	Prba.g_00561
OG0000409	Pral.g_00686	Prba.g_00562
OG0000410	Pral.g_00685	Prba.g_00218
OG0000411	Pral.g_00684	Prba.g_00219
OG0000412	Pral.g_00683	Prba.g_00220
OG0000413	Pral.g_00682	Prba.g_00221
OG0000414	Pral.g_00681	Prba.g_00222
OG0000415	Pral.g_00680	Prba.g_00223
OG0000416	Pral.g_00677	Prba.g_00849
OG0000417	Pral.g_00676	Prba.g_00850
OG0000418	Pral.g_00674	Prba.g_00851
OG0000419	Pral.g_00673	Prba.g_00852
OG0000420	Pral.g_01541	Prba.g_00853
OG0000421	Pral.g_01322	Prba.g_00865
OG0000422	Pral.g_01039	Prba.g_00873
OG0000423	Pral.g_01840	Prba.g_00874
OG0000424	Pral.g_00171	Prba.g_00880
OG0000425	Pral.g_00663	Prba.g_01030
OG0000426	Pral.g_00662	Prba.g_01029
OG0000427	Pral.g_00661	Prba.g_01028
OG0000428	Pral.g_00659	Prba.g_01026
OG0000429	Pral.g_00658	Prba.g_01025
OG0000430	Pral.g_00656	Prba.g_01023
OG0000431	Pral.g_00655	Prba.g_01022
OG0000432	Pral.g_00654	Prba.g_01021
OG0000433	Pral.g_00653	Prba.g_01020
OG0000434	Pral.g_00651	Prba.g_01019
OG0000435	Pral.g_00650	Prba.g_01018
OG0000436	Pral.g_00649	Prba.g_01017
OG0000437	Pral.g_00648	Prba.g_01016
OG0000438	Pral.g_00647	Prba.g_01015
OG0000439	Pral.g_00646	Prba.g_01014
OG0000440	Pral.g_00645	Prba.g_01013
OG0000441	Pral.g_00644	Prba.g_01012
OG0000442	Pral.g_00643	Prba.g_01011
OG0000443	Pral.g_00642	Prba.g_01010
OG0000444	Pral.g_00641	Prba.g_01009
OG0000445	Pral.g_00635	Prba.g_01008
OG0000446	Pral.g_00633	Prba.g_01006
OG0000447	Pral.g_00632	Prba.g_01005
OG0000448	Pral.g_00631	Prba.g_01003
OG0000449	Pral.g_00627	Prba.g_01000
OG0000450	Pral.g_00626	Prba.g_00999
OG0000451	Pral.g_00625	Prba.g_00998
OG0000452	Pral.g_00623	Prba.g_00997
OG0000453	Pral.g_00622	Prba.g_00996
OG0000454	Pral.g_00621	Prba.g_00990
OG0000455	Pral.g_00619	Prba.g_00988
OG0000456	Pral.g_00615	Prba.g_00984
OG0000457	Pral.g_00613	Prba.g_00983
OG0000458	Pral.g_00612	Prba.g_00982
OG0000459	Pral.g_00610	Prba.g_00980
OG0000460	Pral.g_00608	Prba.g_00978
OG0000461	Pral.g_00607	Prba.g_00977
OG0000462	Pral.g_00606	Prba.g_00976
OG0000463	Pral.g_00603	Prba.g_00974
OG0000464	Pral.g_00602	Prba.g_00973
OG0000465	Pral.g_00601	Prba.g_00972
OG0000466	Pral.g_00600	Prba.g_00971
OG0000467	Pral.g_00599	Prba.g_00970
OG0000468	Pral.g_00598	Prba.g_00969
OG0000469	Pral.g_00597	Prba.g_00968
OG0000470	Pral.g_00596	Prba.g_00967
OG0000471	Pral.g_00595	Prba.g_00966
OG0000472	Pral.g_00590	Prba.g_00961
OG0000473	Pral.g_00589	Prba.g_00960
OG0000474	Pral.g_00588	Prba.g_00959
OG0000475	Pral.g_00587	Prba.g_00958
OG0000476	Pral.g_00585	Prba.g_00956
OG0000477	Pral.g_00584	Prba.g_00955
OG0000478	Pral.g_00583	Prba.g_00954
OG0000479	Pral.g_00582	Prba.g_00953
OG0000480	Pral.g_00580	Prba.g_00951
OG0000481	Pral.g_00578	Prba.g_00949
OG0000482	Pral.g_00577	Prba.g_00948
OG0000483	Pral.g_00575	Prba.g_00946
OG0000484	Pral.g_00574	Prba.g_00945
OG0000485	Pral.g_00573	Prba.g_00944
OG0000486	Pral.g_00571	Prba.g_00943
OG0000487	Pral.g_00566	Prba.g_00938
OG0000488	Pral.g_00565	Prba.g_00936
OG0000489	Pral.g_00564	Prba.g_00935
OG0000490	Pral.g_00563	Prba.g_00934
OG0000491	Pral.g_00562	Prba.g_00933
OG0000492	Pral.g_00561	Prba.g_00932
OG0000493	Pral.g_00560	Prba.g_00931
OG0000494	Pral.g_00559	Prba.g_00930
OG0000495	Pral.g_00556	Prba.g_00927
OG0000496	Pral.g_00555	Prba.g_00926
OG0000497	Pral.g_00554	Prba.g_00925
OG0000498	Pral.g_00553	Prba.g_00924
OG0000499	Pral.g_00552	Prba.g_00923
OG0000500	Pral.g_00550	Prba.g_01775
OG0000501	Pral.g_00549	Prba.g_01774
OG0000502	Pral.g_00548	Prba.g_01773
OG0000503	Pral.g_00546	Prba.g_01771
OG0000504	Pral.g_00545	Prba.g_01770
OG0000505	Pral.g_00544	Prba.g_01769
OG0000506	Pral.g_00543	Prba.g_01768
OG0000507	Pral.g_00542	Prba.g_01767
OG0000508	Pral.g_00541	Prba.g_01766
OG0000509	Pral.g_00540	Prba.g_01765
OG0000510	Pral.g_00539	Prba.g_01764
OG0000511	Pral.g_00537	Prba.g_01762
OG0000512	Pral.g_00536	Prba.g_01761
OG0000513	Pral.g_00535	Prba.g_01760
OG0000514	Pral.g_00534	Prba.g_01759
OG0000515	Pral.g_00533	Prba.g_01758
OG0000516	Pral.g_00532	Prba.g_01757
OG0000517	Pral.g_00530	Prba.g_01755
OG0000518	Pral.g_00529	Prba.g_01754
OG0000519	Pral.g_00527	Prba.g_01753
OG0000520	Pral.g_00525	Prba.g_01752
OG0000521	Pral.g_00524	Prba.g_01751
OG0000522	Pral.g_00523	Prba.g_01750
OG0000523	Pral.g_00522	Prba.g_01749
OG0000524	Pral.g_00521	Prba.g_01748
OG0000525	Pral.g_00520	Prba.g_01747
OG0000526	Pral.g_00519	Prba.g_01746
OG0000527	Pral.g_00518	Prba.g_01745
OG0000528	Pral.g_00516	Prba.g_01744
OG0000529	Pral.g_00515	Prba.g_01743
OG0000530	Pral.g_00514	Prba.g_01742
OG0000531	Pral.g_00513	Prba.g_01741
OG0000532	Pral.g_00512	Prba.g_01740
OG0000533	Pral.g_00510	Prba.g_01738
OG0000534	Pral.g_00509	Prba.g_01737
OG0000535	Pral.g_00508	Prba.g_01736
OG0000536	Pral.g_00507	Prba.g_01735
OG0000537	Pral.g_00506	Prba.g_01734
OG0000538	Pral.g_00505	Prba.g_01733
OG0000539	Pral.g_00503	Prba.g_01730
OG0000540	Pral.g_00502	Prba.g_01729
OG0000541	Pral.g_00501	Prba.g_01728
OG0000542	Pral.g_00498	Prba.g_01726
OG0000543	Pral.g_00497	Prba.g_01725
OG0000544	Pral.g_00496	Prba.g_01724
OG0000545	Pral.g_00495	Prba.g_01723
OG0000546	Pral.g_00494	Prba.g_01722
OG0000547	Pral.g_00493	Prba.g_01721
OG0000548	Pral.g_00492	Prba.g_01720
OG0000549	Pral.g_00490	Prba.g_01718
OG0000550	Pral.g_00489	Prba.g_01717
OG0000551	Pral.g_00488	Prba.g_01716
OG0000552	Pral.g_00487	Prba.g_01715
OG0000553	Pral.g_00486	Prba.g_01714
OG0000554	Pral.g_00485	Prba.g_01713
OG0000555	Pral.g_00483	Prba.g_01712
OG0000556	Pral.g_00482	Prba.g_01711
OG0000557	Pral.g_00481	Prba.g_01710
OG0000558	Pral.g_00480	Prba.g_01709
OG0000559	Pral.g_00479	Prba.g_01708
OG0000560	Pral.g_00478	Prba.g_01707
OG0000561	Pral.g_00477	Prba.g_01706
OG0000562	Pral.g_00476	Prba.g_01705
OG0000563	Pral.g_00475	Prba.g_01704
OG0000564	Pral.g_00474	Prba.g_01703
OG0000565	Pral.g_00472	Prba.g_01702
OG0000566	Pral.g_00471	Prba.g_01701
OG0000567	Pral.g_00470	Prba.g_01700
OG0000568	Pral.g_00469	Prba.g_01699
OG0000569	Pral.g_00466	Prba.g_01696
OG0000570	Pral.g_00465	Prba.g_01695
OG0000571	Pral.g_00464	Prba.g_01693
OG0000572	Pral.g_00462	Prba.g_01692
OG0000573	Pral.g_00461	Prba.g_01691
OG0000574	Pral.g_00460	Prba.g_01690
OG0000575	Pral.g_00459	Prba.g_01689
OG0000576	Pral.g_00458	Prba.g_01688
OG0000577	Pral.g_01430	Prba.g_01687
OG0000578	Pral.g_01432	Prba.g_01686
OG0000579	Pral.g_01433	Prba.g_01685
OG0000580	Pral.g_01434	Prba.g_01684
OG0000581	Pral.g_01435	Prba.g_01683
OG0000582	Pral.g_01436	Prba.g_01682
OG0000583	Pral.g_01437	Prba.g_01681
OG0000584	Pral.g_01439	Prba.g_01679
OG0000585	Pral.g_01440	Prba.g_01678
OG0000586	Pral.g_01441	Prba.g_01677
OG0000587	Pral.g_01442	Prba.g_01676
