Orthogroup	Pral	Prar
OG0000063	Pral.g_00019	Prar.g_01307
OG0000065	Pral.g_00803	Prar.g_00090
OG0000066	Pral.g_00617	Prar.g_00525
OG0000067	Pral.g_01740	Prar.g_01528
OG0000068	Pral.g_00445	Prar.g_01628, Prar.g_01562, Prar.g_01558, Prar.g_01004
OG0000070	Pral.g_01561	Prar.g_01904
OG0000071	Pral.g_01396, Pral.g_01398, Pral.g_01397	Prar.g_01003
OG0000072	Pral.g_01281	Prar.g_00955
OG0000073	Pral.g_00441	Prar.g_00934
OG0000074	Pral.g_00702	Prar.g_00880
OG0000075	Pral.g_00243	Prar.g_01027
OG0000077	Pral.g_00421	Prar.g_00027
OG0000078	Pral.g_00717	Prar.g_00265
OG0000079	Pral.g_01034	Prar.g_00444
OG0000080	Pral.g_01471	Prar.g_01499
OG0000081	Pral.g_01750	Prar.g_01521
OG0000082	Pral.g_01495	Prar.g_01691
OG0000083	Pral.g_01347	Prar.g_01755
OG0000084	Pral.g_01627	Prar.g_01833
OG0000085	Pral.g_01316	Prar.g_01953
OG0000086	Pral.g_00078, Pral.g_00056	Prar.g_01296
OG0000090	Pral.g_01201	Prar.g_00872
OG0000091	Pral.g_01153	Prar.g_00839
OG0000092	Pral.g_00065	Prar.g_01166
OG0000093	Pral.g_00195	Prar.g_01090
OG0000094	Pral.g_00239	Prar.g_01030
OG0000095	Pral.g_00277	Prar.g_00627
OG0000096	Pral.g_00350	Prar.g_00696
OG0000098	Pral.g_00413	Prar.g_00035
OG0000099	Pral.g_01021	Prar.g_00015
OG0000100	Pral.g_01886	Prar.g_00581
OG0000101	Pral.g_00993	Prar.g_00570
OG0000102	Pral.g_00932	Prar.g_00215
OG0000103	Pral.g_00923	Prar.g_00207
OG0000104	Pral.g_00906	Prar.g_00189
OG0000105	Pral.g_00873	Prar.g_00157
OG0000106	Pral.g_00860	Prar.g_00143
OG0000107	Pral.g_00851	Prar.g_00135
OG0000108	Pral.g_00842	Prar.g_00125
OG0000109	Pral.g_00800	Prar.g_00088
OG0000110	Pral.g_00788	Prar.g_00076
OG0000111	Pral.g_00765	Prar.g_00313
OG0000112	Pral.g_00754	Prar.g_00303
OG0000113	Pral.g_00741	Prar.g_00290
OG0000114	Pral.g_00714	Prar.g_00262
OG0000115	Pral.g_01832, Pral.g_00618	Prar.g_00524
OG0000116	Pral.g_00616	Prar.g_00526
OG0000117	Pral.g_00611	Prar.g_00530
OG0000118	Pral.g_00591	Prar.g_01330
OG0000119	Pral.g_00558	Prar.g_01362
OG0000120	Pral.g_00557	Prar.g_01363
OG0000121	Pral.g_00547	Prar.g_01373
OG0000122	Pral.g_00538	Prar.g_01382
OG0000123	Pral.g_00504	Prar.g_01413
OG0000124	Pral.g_01452	Prar.g_01481
OG0000125	Pral.g_01453	Prar.g_01482
OG0000126	Pral.g_01454	Prar.g_01483
OG0000127	Pral.g_01755	Prar.g_01516
OG0000128	Pral.g_01727	Prar.g_01601
OG0000129	Pral.g_01705	Prar.g_01621
OG0000130	Pral.g_01665	Prar.g_01668
OG0000131	Pral.g_01486	Prar.g_01682
OG0000132	Pral.g_01522	Prar.g_01717
OG0000133	Pral.g_01782	Prar.g_01792
OG0000134	Pral.g_01472	Prar.g_01801
OG0000135	Pral.g_01623	Prar.g_01837
OG0000136	Pral.g_01564	Prar.g_01901
OG0000137	Pral.g_00075	Prar.g_01293
OG0000139	Pral.g_01373, Pral.g_01187	Prar.g_01257
OG0000140	Pral.g_00455	Prar.g_01206
OG0000141	Pral.g_01064	Prar.g_00376
OG0000142	Pral.g_01269	Prar.g_00943
OG0000143	Pral.g_01222	Prar.g_00911
OG0000144	Pral.g_01179	Prar.g_00352
OG0000145	Pral.g_01160	Prar.g_00338
OG0000146	Pral.g_01123	Prar.g_00810
OG0000147	Pral.g_01074	Prar.g_00770
OG0000148	Pral.g_01073	Prar.g_00769
OG0000149	Pral.g_00104	Prar.g_01145
OG0000150	Pral.g_00143	Prar.g_01959
OG0000151	Pral.g_00146	Prar.g_01956, Prar.g_00595
OG0000152	Pral.g_00167	Prar.g_01119
OG0000153	Pral.g_00201	Prar.g_01068
OG0000154	Pral.g_00237	Prar.g_01032
OG0000155	Pral.g_00256	Prar.g_01015
OG0000156	Pral.g_00289	Prar.g_00638
OG0000157	Pral.g_00323	Prar.g_00669
OG0000158	Pral.g_00390	Prar.g_00055
OG0000160	Pral.g_00411	Prar.g_00037
OG0000161	Pral.g_00412	Prar.g_00036
OG0000162	Pral.g_00414	Prar.g_00034
OG0000163	Pral.g_00415	Prar.g_00033
OG0000164	Pral.g_00416	Prar.g_00032
OG0000165	Pral.g_00417	Prar.g_00031
OG0000166	Pral.g_00418	Prar.g_00030
OG0000167	Pral.g_00419	Prar.g_00029
OG0000168	Pral.g_00420	Prar.g_00028
OG0000169	Pral.g_00422	Prar.g_00026
OG0000170	Pral.g_01030	Prar.g_00024
OG0000171	Pral.g_01029	Prar.g_00023
OG0000172	Pral.g_01028	Prar.g_00022
OG0000173	Pral.g_01027	Prar.g_00021
OG0000174	Pral.g_01026	Prar.g_00020
OG0000175	Pral.g_01025	Prar.g_00019
OG0000176	Pral.g_01024	Prar.g_00018
OG0000177	Pral.g_01023	Prar.g_00017
OG0000178	Pral.g_01022	Prar.g_00016
OG0000179	Pral.g_01020	Prar.g_00014
OG0000180	Pral.g_01019	Prar.g_00013
OG0000181	Pral.g_01018	Prar.g_00012
OG0000182	Pral.g_01017	Prar.g_00011
OG0000183	Pral.g_01016	Prar.g_00010
OG0000184	Pral.g_01014	Prar.g_00009
OG0000185	Pral.g_01011	Prar.g_00006
OG0000186	Pral.g_01009	Prar.g_00002
OG0000187	Pral.g_01008	Prar.g_00001
OG0000188	Pral.g_01007	Prar.g_00594
OG0000189	Pral.g_01005	Prar.g_00580
OG0000190	Pral.g_01003	Prar.g_00578
OG0000191	Pral.g_01001	Prar.g_00577
OG0000192	Pral.g_01000	Prar.g_00576
OG0000193	Pral.g_00999	Prar.g_00574
OG0000194	Pral.g_00996	Prar.g_00573
OG0000195	Pral.g_00995	Prar.g_00572
OG0000196	Pral.g_00994	Prar.g_00571
OG0000197	Pral.g_00992	Prar.g_00569
OG0000198	Pral.g_00991	Prar.g_00568
OG0000199	Pral.g_00990	Prar.g_00567
OG0000200	Pral.g_00984	Prar.g_00554
OG0000201	Pral.g_00983	Prar.g_00553
OG0000202	Pral.g_00982	Prar.g_00552
OG0000203	Pral.g_00978	Prar.g_00549
OG0000204	Pral.g_00977	Prar.g_00548
OG0000205	Pral.g_00974	Prar.g_00255
OG0000206	Pral.g_00972	Prar.g_00253
OG0000207	Pral.g_00970	Prar.g_00251
OG0000208	Pral.g_00969	Prar.g_00250
OG0000209	Pral.g_00048	Prar.g_00249
OG0000210	Pral.g_00968	Prar.g_00248
OG0000211	Pral.g_00966	Prar.g_00247
OG0000212	Pral.g_00965	Prar.g_00246
OG0000213	Pral.g_00964	Prar.g_00245
OG0000214	Pral.g_00963	Prar.g_00244
OG0000215	Pral.g_00962	Prar.g_00243
OG0000216	Pral.g_00961	Prar.g_00242
OG0000217	Pral.g_00959	Prar.g_00240
OG0000218	Pral.g_00958	Prar.g_00239
OG0000219	Pral.g_00957	Prar.g_00238
OG0000220	Pral.g_00956	Prar.g_00237
OG0000221	Pral.g_00953	Prar.g_00234
OG0000222	Pral.g_00952	Prar.g_00233
OG0000223	Pral.g_00951	Prar.g_00232
OG0000224	Pral.g_00950	Prar.g_00231
OG0000225	Pral.g_00949	Prar.g_00230
OG0000226	Pral.g_00948	Prar.g_00229
OG0000227	Pral.g_00946	Prar.g_00228
OG0000228	Pral.g_00945	Prar.g_00227
OG0000229	Pral.g_00944	Prar.g_00226
OG0000230	Pral.g_00943	Prar.g_00225
OG0000231	Pral.g_00942	Prar.g_00224
OG0000232	Pral.g_00941	Prar.g_00222
OG0000233	Pral.g_00940	Prar.g_00221
OG0000234	Pral.g_00939	Prar.g_00220
OG0000235	Pral.g_00938	Prar.g_00219
OG0000236	Pral.g_00935	Prar.g_00218
OG0000237	Pral.g_00934	Prar.g_00217
OG0000238	Pral.g_00933	Prar.g_00216
OG0000239	Pral.g_00931	Prar.g_00214
OG0000240	Pral.g_00930	Prar.g_00213
OG0000241	Pral.g_00929	Prar.g_00212
OG0000242	Pral.g_00928	Prar.g_00211
OG0000243	Pral.g_00925	Prar.g_00208
OG0000244	Pral.g_00922	Prar.g_00206
OG0000245	Pral.g_00921	Prar.g_00205
OG0000246	Pral.g_00920	Prar.g_00204
OG0000247	Pral.g_00918	Prar.g_00201
OG0000248	Pral.g_00916	Prar.g_00199
OG0000249	Pral.g_00914	Prar.g_00198
OG0000250	Pral.g_00913	Prar.g_00197
OG0000251	Pral.g_00912	Prar.g_00196
OG0000252	Pral.g_00911	Prar.g_00195
OG0000253	Pral.g_00910	Prar.g_00194
OG0000254	Pral.g_00450	Prar.g_00192
OG0000255	Pral.g_00908	Prar.g_00191
OG0000256	Pral.g_00905	Prar.g_00188
OG0000257	Pral.g_00903	Prar.g_00186
OG0000258	Pral.g_00900	Prar.g_00182
OG0000259	Pral.g_00899	Prar.g_00181
OG0000260	Pral.g_00898	Prar.g_00180
OG0000261	Pral.g_00897	Prar.g_00179
OG0000262	Pral.g_00896	Prar.g_00178
OG0000263	Pral.g_00894	Prar.g_00176
OG0000264	Pral.g_00893	Prar.g_00175
OG0000265	Pral.g_00892	Prar.g_00174
OG0000266	Pral.g_00891	Prar.g_00173
OG0000267	Pral.g_00890	Prar.g_00172
OG0000268	Pral.g_00888	Prar.g_00171
OG0000269	Pral.g_00886	Prar.g_00169
OG0000270	Pral.g_00885	Prar.g_00168
OG0000271	Pral.g_00884	Prar.g_00167
OG0000272	Pral.g_00883	Prar.g_00166
OG0000273	Pral.g_00882	Prar.g_00165
OG0000274	Pral.g_00881	Prar.g_00164
OG0000275	Pral.g_00880	Prar.g_00163
OG0000276	Pral.g_00879	Prar.g_00162
OG0000277	Pral.g_00877	Prar.g_00160
OG0000278	Pral.g_00875	Prar.g_00159
OG0000279	Pral.g_00874	Prar.g_00158
OG0000280	Pral.g_00872	Prar.g_00156
OG0000281	Pral.g_00871	Prar.g_00154
OG0000282	Pral.g_00870	Prar.g_00153
OG0000283	Pral.g_00869	Prar.g_00152
OG0000284	Pral.g_00868	Prar.g_00151
OG0000285	Pral.g_00867	Prar.g_00150
OG0000286	Pral.g_00866	Prar.g_00149
OG0000287	Pral.g_00865	Prar.g_00148
OG0000288	Pral.g_00863	Prar.g_00146
OG0000289	Pral.g_00862	Prar.g_00145
OG0000290	Pral.g_00861	Prar.g_00144
OG0000291	Pral.g_00859	Prar.g_00142
OG0000292	Pral.g_00857	Prar.g_00141
OG0000293	Pral.g_00856	Prar.g_00140
OG0000294	Pral.g_00855	Prar.g_00139
OG0000295	Pral.g_00854	Prar.g_00138
OG0000296	Pral.g_00853	Prar.g_00137
OG0000297	Pral.g_00852	Prar.g_00136
OG0000298	Pral.g_00850	Prar.g_00134
OG0000299	Pral.g_00849	Prar.g_00133
OG0000300	Pral.g_00848	Prar.g_00132
OG0000301	Pral.g_00847	Prar.g_00131
OG0000302	Pral.g_00846	Prar.g_00130
OG0000303	Pral.g_00845	Prar.g_00129
OG0000304	Pral.g_00844	Prar.g_00127
OG0000305	Pral.g_00843	Prar.g_00126
OG0000306	Pral.g_00840	Prar.g_00123
OG0000307	Pral.g_00839	Prar.g_00122
OG0000308	Pral.g_00838	Prar.g_00121
OG0000309	Pral.g_00837	Prar.g_00120
OG0000310	Pral.g_00836	Prar.g_00119
OG0000311	Pral.g_00835	Prar.g_00118
OG0000312	Pral.g_00834	Prar.g_00117
OG0000313	Pral.g_00833	Prar.g_00116
OG0000314	Pral.g_00832	Prar.g_00115
OG0000315	Pral.g_00831	Prar.g_00114
OG0000316	Pral.g_00830	Prar.g_00113
OG0000317	Pral.g_00829	Prar.g_00112
OG0000318	Pral.g_00828	Prar.g_00111
OG0000319	Pral.g_00827	Prar.g_00110
OG0000320	Pral.g_00826	Prar.g_00109
OG0000321	Pral.g_00825	Prar.g_00108
OG0000322	Pral.g_00824	Prar.g_00107
OG0000323	Pral.g_00823	Prar.g_00106
OG0000324	Pral.g_00822	Prar.g_00105
OG0000325	Pral.g_00821	Prar.g_00104
OG0000326	Pral.g_00820	Prar.g_00103
OG0000327	Pral.g_00819	Prar.g_00102
OG0000328	Pral.g_00817	Prar.g_00101
OG0000329	Pral.g_00816	Prar.g_00100
OG0000330	Pral.g_00815	Prar.g_00099
OG0000331	Pral.g_00812	Prar.g_00098
OG0000332	Pral.g_00811	Prar.g_00097
OG0000333	Pral.g_00810	Prar.g_00096
OG0000334	Pral.g_00809	Prar.g_00095
OG0000335	Pral.g_00807	Prar.g_00094
OG0000336	Pral.g_00805	Prar.g_00092
OG0000337	Pral.g_00804	Prar.g_00091
OG0000338	Pral.g_00799	Prar.g_00087
OG0000339	Pral.g_00796	Prar.g_00085
OG0000340	Pral.g_00795	Prar.g_00083
OG0000341	Pral.g_00794	Prar.g_00082
OG0000342	Pral.g_00793	Prar.g_00081
OG0000343	Pral.g_00792	Prar.g_00080
OG0000344	Pral.g_00789	Prar.g_00077
OG0000345	Pral.g_00785	Prar.g_00334
OG0000346	Pral.g_00784	Prar.g_00333
OG0000347	Pral.g_00781	Prar.g_00330
OG0000348	Pral.g_00780	Prar.g_00328
OG0000349	Pral.g_00779	Prar.g_00327
OG0000350	Pral.g_00777	Prar.g_00325
OG0000351	Pral.g_00776	Prar.g_00324
OG0000352	Pral.g_00775	Prar.g_00323
OG0000353	Pral.g_00774	Prar.g_00322
OG0000354	Pral.g_00773	Prar.g_00321
OG0000355	Pral.g_00772	Prar.g_00320
OG0000356	Pral.g_00771	Prar.g_00319
OG0000357	Pral.g_00770	Prar.g_00318
OG0000358	Pral.g_00769	Prar.g_00317
OG0000359	Pral.g_00767	Prar.g_00316
OG0000360	Pral.g_00764	Prar.g_00312
OG0000361	Pral.g_00763	Prar.g_00311
OG0000362	Pral.g_00762	Prar.g_00310
OG0000363	Pral.g_00761	Prar.g_00309
OG0000364	Pral.g_00756	Prar.g_00305
OG0000365	Pral.g_00755	Prar.g_00304
OG0000366	Pral.g_00753	Prar.g_00302
OG0000367	Pral.g_00752	Prar.g_00301
OG0000368	Pral.g_00751	Prar.g_00300
OG0000369	Pral.g_00750	Prar.g_00299
OG0000370	Pral.g_00749	Prar.g_00298
OG0000371	Pral.g_00748	Prar.g_00297
OG0000372	Pral.g_00747	Prar.g_00296
OG0000373	Pral.g_00746	Prar.g_00295
OG0000374	Pral.g_00744	Prar.g_00293
OG0000375	Pral.g_00743	Prar.g_00292
OG0000376	Pral.g_00740	Prar.g_00289
OG0000377	Pral.g_00739	Prar.g_00288
OG0000378	Pral.g_00738	Prar.g_00287
OG0000379	Pral.g_00737	Prar.g_00286
OG0000380	Pral.g_00736	Prar.g_00285
OG0000381	Pral.g_00735	Prar.g_00284
OG0000382	Pral.g_00734	Prar.g_00283
OG0000383	Pral.g_00733	Prar.g_00282
OG0000384	Pral.g_00731	Prar.g_00279
OG0000385	Pral.g_00730	Prar.g_00278
OG0000386	Pral.g_00729	Prar.g_00277
OG0000387	Pral.g_00728	Prar.g_00276
OG0000388	Pral.g_00727	Prar.g_00275
OG0000389	Pral.g_00726	Prar.g_00274
OG0000390	Pral.g_00725	Prar.g_00273
OG0000391	Pral.g_00724	Prar.g_00272
OG0000392	Pral.g_00723	Prar.g_00271
OG0000393	Pral.g_00722	Prar.g_00270
OG0000394	Pral.g_00721	Prar.g_00269
OG0000395	Pral.g_00720	Prar.g_00268
OG0000396	Pral.g_00718	Prar.g_00266
OG0000397	Pral.g_00716	Prar.g_00264
OG0000398	Pral.g_00715	Prar.g_00263
OG0000399	Pral.g_00712	Prar.g_00260
OG0000400	Pral.g_00706	Prar.g_00259
OG0000401	Pral.g_00705	Prar.g_00258
OG0000402	Pral.g_00698	Prar.g_00394
OG0000403	Pral.g_00696	Prar.g_00395
OG0000404	Pral.g_00695	Prar.g_00396
OG0000405	Pral.g_00694	Prar.g_00398
OG0000406	Pral.g_00691	Prar.g_00401
OG0000407	Pral.g_00690	Prar.g_00402
OG0000408	Pral.g_00687	Prar.g_00405
OG0000409	Pral.g_00686	Prar.g_00406
OG0000410	Pral.g_00685	Prar.g_00407
OG0000411	Pral.g_00684	Prar.g_00408
OG0000412	Pral.g_00683	Prar.g_00409
OG0000413	Pral.g_00682	Prar.g_00410
OG0000414	Pral.g_00681	Prar.g_00411
OG0000415	Pral.g_00680	Prar.g_00412
OG0000416	Pral.g_00677	Prar.g_00415
OG0000417	Pral.g_00676	Prar.g_00416
OG0000418	Pral.g_00674	Prar.g_00417
OG0000419	Pral.g_00673	Prar.g_00418
OG0000420	Pral.g_01541	Prar.g_00419
OG0000421	Pral.g_01322	Prar.g_00432
OG0000422	Pral.g_01039	Prar.g_00440
OG0000423	Pral.g_01840	Prar.g_00441
OG0000424	Pral.g_00171	Prar.g_00446
OG0000425	Pral.g_00663	Prar.g_00479
OG0000426	Pral.g_00662	Prar.g_00480
OG0000427	Pral.g_00661	Prar.g_00481
OG0000428	Pral.g_00659	Prar.g_00483
OG0000429	Pral.g_00658	Prar.g_00484
OG0000430	Pral.g_00656	Prar.g_00486
OG0000431	Pral.g_00655	Prar.g_00487
OG0000432	Pral.g_00654	Prar.g_00488
OG0000433	Pral.g_00653	Prar.g_00489
OG0000434	Pral.g_00651	Prar.g_00490
OG0000435	Pral.g_00650	Prar.g_00491
OG0000436	Pral.g_00649	Prar.g_00492
OG0000437	Pral.g_00648	Prar.g_00493
OG0000438	Pral.g_00647	Prar.g_00494
OG0000439	Pral.g_00646	Prar.g_00495
OG0000440	Pral.g_00645	Prar.g_00496
OG0000441	Pral.g_00644	Prar.g_00497
OG0000442	Pral.g_00643	Prar.g_00498
OG0000443	Pral.g_00642	Prar.g_00499
OG0000444	Pral.g_00641	Prar.g_00500
OG0000445	Pral.g_00635	Prar.g_00501
OG0000446	Pral.g_00633	Prar.g_00503
OG0000447	Pral.g_00632	Prar.g_00504
OG0000448	Pral.g_00631	Prar.g_00506
OG0000449	Pral.g_00627	Prar.g_00510
OG0000450	Pral.g_00626	Prar.g_00511
OG0000451	Pral.g_00625	Prar.g_00512
OG0000452	Pral.g_00623	Prar.g_00513
OG0000453	Pral.g_00622	Prar.g_00514
OG0000454	Pral.g_00621	Prar.g_00521
OG0000455	Pral.g_00619	Prar.g_00523
OG0000456	Pral.g_00615	Prar.g_00527
OG0000457	Pral.g_00613	Prar.g_00528
OG0000458	Pral.g_00612	Prar.g_00529
OG0000459	Pral.g_00610	Prar.g_00531
OG0000460	Pral.g_00608	Prar.g_00533
OG0000461	Pral.g_00607	Prar.g_00534
OG0000462	Pral.g_00606	Prar.g_00535
OG0000463	Pral.g_00603	Prar.g_00537
OG0000464	Pral.g_00602	Prar.g_00538
OG0000465	Pral.g_00601	Prar.g_00539
OG0000466	Pral.g_00600	Prar.g_00540
OG0000467	Pral.g_00599	Prar.g_00541
OG0000468	Pral.g_00598	Prar.g_00542
OG0000469	Pral.g_00597	Prar.g_00543
OG0000470	Pral.g_00596	Prar.g_00544
OG0000471	Pral.g_00595	Prar.g_00545
OG0000472	Pral.g_00590	Prar.g_01331
OG0000473	Pral.g_00589	Prar.g_01332
OG0000474	Pral.g_00588	Prar.g_01333
OG0000475	Pral.g_00587	Prar.g_01334
OG0000476	Pral.g_00585	Prar.g_01336
OG0000477	Pral.g_00584	Prar.g_01337
OG0000478	Pral.g_00583	Prar.g_01338
OG0000479	Pral.g_00582	Prar.g_01339
OG0000480	Pral.g_00580	Prar.g_01341
OG0000481	Pral.g_00578	Prar.g_01343
OG0000482	Pral.g_00577	Prar.g_01344
OG0000483	Pral.g_00575	Prar.g_01345
OG0000484	Pral.g_00574	Prar.g_01346
OG0000485	Pral.g_00573	Prar.g_01347
OG0000486	Pral.g_00571	Prar.g_01348
OG0000487	Pral.g_00566	Prar.g_01353
OG0000488	Pral.g_00565	Prar.g_01355
OG0000489	Pral.g_00564	Prar.g_01356
OG0000490	Pral.g_00563	Prar.g_01357
OG0000491	Pral.g_00562	Prar.g_01358
OG0000492	Pral.g_00561	Prar.g_01359
OG0000493	Pral.g_00560	Prar.g_01360
OG0000494	Pral.g_00559	Prar.g_01361
OG0000495	Pral.g_00556	Prar.g_01364
OG0000496	Pral.g_00555	Prar.g_01365
OG0000497	Pral.g_00554	Prar.g_01366
OG0000498	Pral.g_00553	Prar.g_01367
OG0000499	Pral.g_00552	Prar.g_01368
OG0000500	Pral.g_00550	Prar.g_01370
OG0000501	Pral.g_00549	Prar.g_01371
OG0000502	Pral.g_00548	Prar.g_01372
OG0000503	Pral.g_00546	Prar.g_01374
OG0000504	Pral.g_00545	Prar.g_01375
OG0000505	Pral.g_00544	Prar.g_01376
OG0000506	Pral.g_00543	Prar.g_01377
OG0000507	Pral.g_00542	Prar.g_01378
OG0000508	Pral.g_00541	Prar.g_01379
OG0000509	Pral.g_00540	Prar.g_01380
OG0000510	Pral.g_00539	Prar.g_01381
OG0000511	Pral.g_00537	Prar.g_01383
OG0000512	Pral.g_00536	Prar.g_01384
OG0000513	Pral.g_00535	Prar.g_01385
OG0000514	Pral.g_00534	Prar.g_01386
OG0000515	Pral.g_00533	Prar.g_01387
OG0000516	Pral.g_00532	Prar.g_01388
OG0000517	Pral.g_00530	Prar.g_01390
OG0000518	Pral.g_00529	Prar.g_01391
OG0000519	Pral.g_00527	Prar.g_01392
OG0000520	Pral.g_00525	Prar.g_01393
OG0000521	Pral.g_00524	Prar.g_01394
OG0000522	Pral.g_00523	Prar.g_01395
OG0000523	Pral.g_00522	Prar.g_01396
OG0000524	Pral.g_00521	Prar.g_01397
OG0000525	Pral.g_00520	Prar.g_01398
OG0000526	Pral.g_00519	Prar.g_01399
OG0000527	Pral.g_00518	Prar.g_01400
OG0000528	Pral.g_00516	Prar.g_01401
OG0000529	Pral.g_00515	Prar.g_01402
OG0000530	Pral.g_00514	Prar.g_01403
OG0000531	Pral.g_00513	Prar.g_01404
OG0000532	Pral.g_00512	Prar.g_01405
OG0000533	Pral.g_00510	Prar.g_01407
OG0000534	Pral.g_00509	Prar.g_01408
OG0000535	Pral.g_00508	Prar.g_01409
OG0000536	Pral.g_00507	Prar.g_01410
OG0000537	Pral.g_00506	Prar.g_01411
OG0000538	Pral.g_00505	Prar.g_01412
OG0000539	Pral.g_00503	Prar.g_01415
OG0000540	Pral.g_00502	Prar.g_01416
OG0000541	Pral.g_00501	Prar.g_01417
OG0000542	Pral.g_00498	Prar.g_01420
OG0000543	Pral.g_00497	Prar.g_01422
OG0000544	Pral.g_00496	Prar.g_01423
OG0000545	Pral.g_00495	Prar.g_01424
OG0000546	Pral.g_00494	Prar.g_01425
OG0000547	Pral.g_00493	Prar.g_01426
OG0000548	Pral.g_00492	Prar.g_01427
OG0000549	Pral.g_00490	Prar.g_01429
OG0000550	Pral.g_00489	Prar.g_01430
OG0000551	Pral.g_00488	Prar.g_01431
OG0000552	Pral.g_00487	Prar.g_01432
OG0000553	Pral.g_00486	Prar.g_01433
OG0000554	Pral.g_00485	Prar.g_01434
OG0000555	Pral.g_00483	Prar.g_01435
OG0000556	Pral.g_00482	Prar.g_01436
OG0000557	Pral.g_00481	Prar.g_01437
OG0000558	Pral.g_00480	Prar.g_01438
OG0000559	Pral.g_00479	Prar.g_01439
OG0000560	Pral.g_00478	Prar.g_01440
OG0000561	Pral.g_00477	Prar.g_01441
OG0000562	Pral.g_00476	Prar.g_01442
OG0000563	Pral.g_00475	Prar.g_01443
OG0000564	Pral.g_00474	Prar.g_01444
OG0000565	Pral.g_00472	Prar.g_01445
OG0000566	Pral.g_00471	Prar.g_01446
OG0000567	Pral.g_00470	Prar.g_01447
OG0000568	Pral.g_00469	Prar.g_01448
OG0000569	Pral.g_00466	Prar.g_01451
OG0000570	Pral.g_00465	Prar.g_01452
OG0000571	Pral.g_00464	Prar.g_01454
OG0000572	Pral.g_00462	Prar.g_01455
OG0000573	Pral.g_00461	Prar.g_01456
OG0000574	Pral.g_00460	Prar.g_01457
OG0000575	Pral.g_00459	Prar.g_01458
OG0000576	Pral.g_00458	Prar.g_01459
OG0000577	Pral.g_01430	Prar.g_01460
OG0000578	Pral.g_01432	Prar.g_01461
OG0000579	Pral.g_01433	Prar.g_01462
OG0000580	Pral.g_01434	Prar.g_01463
OG0000581	Pral.g_01435	Prar.g_01464
OG0000582	Pral.g_01436	Prar.g_01465
OG0000583	Pral.g_01437	Prar.g_01466
