Orthogroup	Pral	Prbk
OG0000150	Pral.g_00143	Prbk.g_01417
OG0000151	Pral.g_00146	Prbk.g_01414
OG0000152	Pral.g_00167	Prbk.g_01381
OG0000153	Pral.g_00201	Prbk.g_00987
OG0000154	Pral.g_00237	Prbk.g_00950
OG0000155	Pral.g_00256	Prbk.g_00811
OG0000156	Pral.g_00289	Prbk.g_00528
OG0000157	Pral.g_00323	Prbk.g_01540
OG0000158	Pral.g_00390	Prbk.g_02252
OG0000160	Pral.g_00411	Prbk.g_02279
OG0000161	Pral.g_00412	Prbk.g_02280
OG0000162	Pral.g_00414	Prbk.g_02282
OG0000163	Pral.g_00415	Prbk.g_02283
OG0000164	Pral.g_00416	Prbk.g_02284
OG0000165	Pral.g_00417	Prbk.g_02285
OG0000166	Pral.g_00418	Prbk.g_02287
OG0000167	Pral.g_00419	Prbk.g_02288
OG0000168	Pral.g_00420	Prbk.g_02289
OG0000169	Pral.g_00422	Prbk.g_02291
OG0000170	Pral.g_01030	Prbk.g_01639
OG0000171	Pral.g_01029	Prbk.g_01638
OG0000172	Pral.g_01028	Prbk.g_01633
OG0000173	Pral.g_01027	Prbk.g_01632
OG0000174	Pral.g_01026	Prbk.g_01631
OG0000175	Pral.g_01025	Prbk.g_01630
OG0000176	Pral.g_01024	Prbk.g_01629
OG0000177	Pral.g_01023	Prbk.g_01628
OG0000178	Pral.g_01022	Prbk.g_01627
OG0000179	Pral.g_01020	Prbk.g_01625
OG0000180	Pral.g_01019	Prbk.g_01624
OG0000181	Pral.g_01018	Prbk.g_01623
OG0000182	Pral.g_01017	Prbk.g_01622
OG0000183	Pral.g_01016	Prbk.g_01621
OG0000184	Pral.g_01014	Prbk.g_01619
OG0000185	Pral.g_01011	Prbk.g_01614
OG0000186	Pral.g_01009	Prbk.g_01609
OG0000187	Pral.g_01008	Prbk.g_01608
OG0000188	Pral.g_01007	Prbk.g_01607
OG0000189	Pral.g_01005	Prbk.g_01606
OG0000190	Pral.g_01003	Prbk.g_01604
OG0000191	Pral.g_01001	Prbk.g_02158
OG0000192	Pral.g_01000	Prbk.g_02156
OG0000193	Pral.g_00999	Prbk.g_02155
OG0000194	Pral.g_00996	Prbk.g_02148
OG0000195	Pral.g_00995	Prbk.g_02141
OG0000196	Pral.g_00994	Prbk.g_02133
OG0000197	Pral.g_00992	Prbk.g_02125
OG0000198	Pral.g_00991	Prbk.g_02124
OG0000199	Pral.g_00990	Prbk.g_02123
OG0000200	Pral.g_00984	Prbk.g_01326
OG0000201	Pral.g_00983	Prbk.g_01324
OG0000202	Pral.g_00982	Prbk.g_01323
OG0000203	Pral.g_00978	Prbk.g_01320
OG0000204	Pral.g_00977	Prbk.g_01319
OG0000205	Pral.g_00974	Prbk.g_01315
OG0000206	Pral.g_00972	Prbk.g_01313
OG0000207	Pral.g_00970	Prbk.g_01309
OG0000208	Pral.g_00969	Prbk.g_01308
OG0000209	Pral.g_00048	Prbk.g_01665
OG0000210	Pral.g_00968	Prbk.g_01307
OG0000211	Pral.g_00966	Prbk.g_01304
OG0000212	Pral.g_00965	Prbk.g_01303
OG0000213	Pral.g_00964	Prbk.g_01302
OG0000214	Pral.g_00963	Prbk.g_01301
OG0000215	Pral.g_00962	Prbk.g_01300
OG0000216	Pral.g_00961	Prbk.g_01299
OG0000217	Pral.g_00959	Prbk.g_01295
OG0000218	Pral.g_00958	Prbk.g_01294
OG0000219	Pral.g_00957	Prbk.g_00035
OG0000220	Pral.g_00956	Prbk.g_00031
OG0000221	Pral.g_00953	Prbk.g_00026
OG0000222	Pral.g_00952	Prbk.g_00025
OG0000223	Pral.g_00951	Prbk.g_00024
OG0000224	Pral.g_00950	Prbk.g_00022
OG0000225	Pral.g_00949	Prbk.g_00021
OG0000226	Pral.g_00948	Prbk.g_00020
OG0000227	Pral.g_00946	Prbk.g_00018
OG0000228	Pral.g_00945	Prbk.g_00017
OG0000229	Pral.g_00944	Prbk.g_00016
OG0000230	Pral.g_00943	Prbk.g_00015
OG0000231	Pral.g_00942	Prbk.g_00014
OG0000232	Pral.g_00941	Prbk.g_00012
OG0000233	Pral.g_00940	Prbk.g_00011
OG0000234	Pral.g_00939	Prbk.g_00010
OG0000235	Pral.g_00938	Prbk.g_00007
OG0000236	Pral.g_00935	Prbk.g_00003
OG0000237	Pral.g_00934	Prbk.g_00001
OG0000238	Pral.g_00933	Prbk.g_00190
OG0000239	Pral.g_00931	Prbk.g_00192
OG0000240	Pral.g_00930	Prbk.g_00194
OG0000241	Pral.g_00929	Prbk.g_00196
OG0000242	Pral.g_00928	Prbk.g_00197
OG0000243	Pral.g_00925	Prbk.g_00202
OG0000244	Pral.g_00922	Prbk.g_00207
OG0000245	Pral.g_00921	Prbk.g_00208
OG0000246	Pral.g_00920	Prbk.g_00209
OG0000247	Pral.g_00918	Prbk.g_00542
OG0000248	Pral.g_00916	Prbk.g_00544
OG0000249	Pral.g_00914	Prbk.g_00547
OG0000250	Pral.g_00913	Prbk.g_00549
OG0000251	Pral.g_00912	Prbk.g_00550
OG0000252	Pral.g_00911	Prbk.g_00551
OG0000253	Pral.g_00910	Prbk.g_00552
OG0000254	Pral.g_00450	Prbk.g_00554
OG0000255	Pral.g_00908	Prbk.g_00555
OG0000256	Pral.g_00905	Prbk.g_00560
OG0000257	Pral.g_00903	Prbk.g_00749
OG0000258	Pral.g_00900	Prbk.g_00751
OG0000259	Pral.g_00899	Prbk.g_00752
OG0000260	Pral.g_00898	Prbk.g_00753
OG0000261	Pral.g_00897	Prbk.g_00754
OG0000262	Pral.g_00896	Prbk.g_00755
OG0000263	Pral.g_00894	Prbk.g_00757
OG0000264	Pral.g_00893	Prbk.g_00758
OG0000265	Pral.g_00892	Prbk.g_00759
OG0000266	Pral.g_00891	Prbk.g_00760
OG0000267	Pral.g_00890	Prbk.g_00761
OG0000268	Pral.g_00888	Prbk.g_00763
OG0000269	Pral.g_00886	Prbk.g_00765
OG0000270	Pral.g_00885	Prbk.g_00766
OG0000271	Pral.g_00884	Prbk.g_00767
OG0000272	Pral.g_00883	Prbk.g_00768
OG0000273	Pral.g_00882	Prbk.g_00769
OG0000274	Pral.g_00881	Prbk.g_00770
OG0000275	Pral.g_00880	Prbk.g_00771
OG0000276	Pral.g_00879	Prbk.g_00772
OG0000277	Pral.g_00877	Prbk.g_00774
OG0000278	Pral.g_00875	Prbk.g_00775
OG0000279	Pral.g_00874	Prbk.g_00776
OG0000280	Pral.g_00872	Prbk.g_00778
OG0000281	Pral.g_00871	Prbk.g_00779
OG0000282	Pral.g_00870	Prbk.g_00780
OG0000283	Pral.g_00869	Prbk.g_00781
OG0000284	Pral.g_00868	Prbk.g_00782
OG0000285	Pral.g_00867	Prbk.g_00783
OG0000286	Pral.g_00866	Prbk.g_00784
OG0000287	Pral.g_00865	Prbk.g_00785
OG0000288	Pral.g_00863	Prbk.g_02425
OG0000289	Pral.g_00862	Prbk.g_01283
OG0000290	Pral.g_00861	Prbk.g_01281
OG0000291	Pral.g_00859	Prbk.g_01277
OG0000292	Pral.g_00857	Prbk.g_01275
OG0000293	Pral.g_00856	Prbk.g_01272
OG0000294	Pral.g_00855	Prbk.g_01270
OG0000295	Pral.g_00854	Prbk.g_01267
OG0000296	Pral.g_00853	Prbk.g_01266
OG0000297	Pral.g_00852	Prbk.g_01263
OG0000298	Pral.g_00850	Prbk.g_01260
OG0000299	Pral.g_00849	Prbk.g_01259
OG0000300	Pral.g_00848	Prbk.g_01258
OG0000301	Pral.g_00847	Prbk.g_01257
OG0000302	Pral.g_00846	Prbk.g_01256
OG0000303	Pral.g_00845	Prbk.g_01255
OG0000304	Pral.g_00844	Prbk.g_01253
OG0000305	Pral.g_00843	Prbk.g_01252
OG0000306	Pral.g_00840	Prbk.g_01245
OG0000307	Pral.g_00839	Prbk.g_01244
OG0000308	Pral.g_00838	Prbk.g_00631
OG0000309	Pral.g_00837	Prbk.g_00632
OG0000310	Pral.g_00836	Prbk.g_00633
OG0000311	Pral.g_00835	Prbk.g_00686
OG0000312	Pral.g_00834	Prbk.g_00685
OG0000313	Pral.g_00833	Prbk.g_00683
OG0000314	Pral.g_00832	Prbk.g_00682
OG0000315	Pral.g_00831	Prbk.g_00680
OG0000316	Pral.g_00830	Prbk.g_00670
OG0000317	Pral.g_00829	Prbk.g_00669
OG0000318	Pral.g_00828	Prbk.g_00668
OG0000319	Pral.g_00827	Prbk.g_00662
OG0000320	Pral.g_00826	Prbk.g_00661
OG0000321	Pral.g_00825	Prbk.g_00658
OG0000322	Pral.g_00824	Prbk.g_00657
OG0000323	Pral.g_00823	Prbk.g_00656
OG0000324	Pral.g_00822	Prbk.g_00655
OG0000325	Pral.g_00821	Prbk.g_00654
OG0000326	Pral.g_00820	Prbk.g_00653
OG0000327	Pral.g_00819	Prbk.g_00652
OG0000328	Pral.g_00817	Prbk.g_00650
OG0000329	Pral.g_00816	Prbk.g_00649
OG0000330	Pral.g_00815	Prbk.g_00648
OG0000331	Pral.g_00812	Prbk.g_01364
OG0000332	Pral.g_00811	Prbk.g_01136
OG0000333	Pral.g_00810	Prbk.g_01135
OG0000334	Pral.g_00809	Prbk.g_01134
OG0000335	Pral.g_00807	Prbk.g_01368
OG0000336	Pral.g_00805	Prbk.g_01369
OG0000337	Pral.g_00804	Prbk.g_01521
OG0000338	Pral.g_00799	Prbk.g_01514
OG0000339	Pral.g_00796	Prbk.g_01900
OG0000340	Pral.g_00795	Prbk.g_01012
OG0000341	Pral.g_00794	Prbk.g_01011
OG0000342	Pral.g_00793	Prbk.g_01010
OG0000343	Pral.g_00792	Prbk.g_01008
OG0000344	Pral.g_00789	Prbk.g_01003
OG0000345	Pral.g_00785	Prbk.g_00371
OG0000346	Pral.g_00784	Prbk.g_00372
OG0000347	Pral.g_00781	Prbk.g_00374
OG0000348	Pral.g_00780	Prbk.g_00376
OG0000349	Pral.g_00779	Prbk.g_00378
OG0000350	Pral.g_00777	Prbk.g_00384
OG0000351	Pral.g_00776	Prbk.g_01365
OG0000352	Pral.g_00775	Prbk.g_00397
OG0000353	Pral.g_00774	Prbk.g_00398
OG0000354	Pral.g_00773	Prbk.g_00400
OG0000355	Pral.g_00772	Prbk.g_00401
OG0000356	Pral.g_00771	Prbk.g_00402
OG0000357	Pral.g_00770	Prbk.g_00403
OG0000358	Pral.g_00769	Prbk.g_00404
OG0000359	Pral.g_00767	Prbk.g_00406
OG0000360	Pral.g_00764	Prbk.g_00411
OG0000361	Pral.g_00763	Prbk.g_00412
OG0000362	Pral.g_00762	Prbk.g_00413
OG0000363	Pral.g_00761	Prbk.g_00415
OG0000364	Pral.g_00756	Prbk.g_00420
OG0000365	Pral.g_00755	Prbk.g_00421
OG0000366	Pral.g_00753	Prbk.g_00423
OG0000367	Pral.g_00752	Prbk.g_00425
OG0000368	Pral.g_00751	Prbk.g_00426
OG0000369	Pral.g_00750	Prbk.g_00427
OG0000370	Pral.g_00749	Prbk.g_00428
OG0000371	Pral.g_00748	Prbk.g_00429
OG0000372	Pral.g_00747	Prbk.g_00430
OG0000373	Pral.g_00746	Prbk.g_00431
OG0000374	Pral.g_00744	Prbk.g_00434
OG0000375	Pral.g_00743	Prbk.g_00435
OG0000376	Pral.g_00740	Prbk.g_00439
OG0000377	Pral.g_00739	Prbk.g_00442
OG0000378	Pral.g_00738	Prbk.g_00443
OG0000379	Pral.g_00737	Prbk.g_00444
OG0000380	Pral.g_00736	Prbk.g_00449
OG0000381	Pral.g_00735	Prbk.g_00450
OG0000382	Pral.g_00734	Prbk.g_00451
OG0000383	Pral.g_00733	Prbk.g_00453
OG0000384	Pral.g_00731	Prbk.g_00456
OG0000385	Pral.g_00730	Prbk.g_00457
OG0000386	Pral.g_00729	Prbk.g_00458
OG0000387	Pral.g_00728	Prbk.g_00460
OG0000388	Pral.g_00727	Prbk.g_00461
OG0000389	Pral.g_00726	Prbk.g_00462
OG0000390	Pral.g_00725	Prbk.g_00463
OG0000391	Pral.g_00724	Prbk.g_00464
OG0000392	Pral.g_00723	Prbk.g_00465
OG0000393	Pral.g_00722	Prbk.g_00466
OG0000394	Pral.g_00721	Prbk.g_00467
OG0000395	Pral.g_00720	Prbk.g_00468
OG0000396	Pral.g_00718	Prbk.g_00471
OG0000397	Pral.g_00716	Prbk.g_00481
OG0000398	Pral.g_00715	Prbk.g_00483
OG0000399	Pral.g_00712	Prbk.g_00853
OG0000400	Pral.g_00706	Prbk.g_00860
OG0000401	Pral.g_00705	Prbk.g_00861
OG0000402	Pral.g_00698	Prbk.g_00871
OG0000403	Pral.g_00696	Prbk.g_00873
OG0000404	Pral.g_00695	Prbk.g_00874
OG0000405	Pral.g_00694	Prbk.g_00876
OG0000406	Pral.g_00691	Prbk.g_00881
OG0000407	Pral.g_00690	Prbk.g_00882
OG0000408	Pral.g_00687	Prbk.g_00888
OG0000409	Pral.g_00686	Prbk.g_00889
OG0000410	Pral.g_00685	Prbk.g_00890
OG0000411	Pral.g_00684	Prbk.g_00891
OG0000412	Pral.g_00683	Prbk.g_00892
OG0000413	Pral.g_00682	Prbk.g_00893
OG0000414	Pral.g_00681	Prbk.g_00894
OG0000415	Pral.g_00680	Prbk.g_00895
OG0000416	Pral.g_00677	Prbk.g_00365
OG0000417	Pral.g_00676	Prbk.g_00364
OG0000418	Pral.g_00674	Prbk.g_00361
OG0000419	Pral.g_00673	Prbk.g_00360
OG0000420	Pral.g_01541	Prbk.g_02556
OG0000421	Pral.g_01322	Prbk.g_01321
OG0000422	Pral.g_01039	Prbk.g_00924
OG0000423	Pral.g_01840	Prbk.g_01693
OG0000424	Pral.g_00171	Prbk.g_01902
OG0000425	Pral.g_00663	Prbk.g_00352
OG0000426	Pral.g_00662	Prbk.g_00351
OG0000427	Pral.g_00661	Prbk.g_00339
OG0000428	Pral.g_00659	Prbk.g_00329
OG0000429	Pral.g_00658	Prbk.g_00328
OG0000430	Pral.g_00656	Prbk.g_00326
OG0000431	Pral.g_00655	Prbk.g_00325
OG0000432	Pral.g_00654	Prbk.g_00324
OG0000433	Pral.g_00653	Prbk.g_00323
OG0000434	Pral.g_00651	Prbk.g_00321
OG0000435	Pral.g_00650	Prbk.g_00320
OG0000436	Pral.g_00649	Prbk.g_00319
OG0000437	Pral.g_00648	Prbk.g_00318
OG0000438	Pral.g_00647	Prbk.g_00317
OG0000439	Pral.g_00646	Prbk.g_00316
OG0000440	Pral.g_00645	Prbk.g_00315
OG0000441	Pral.g_00644	Prbk.g_00311
OG0000442	Pral.g_00643	Prbk.g_00310
OG0000443	Pral.g_00642	Prbk.g_00309
OG0000444	Pral.g_00641	Prbk.g_00308
OG0000445	Pral.g_00635	Prbk.g_00301
OG0000446	Pral.g_00633	Prbk.g_00299
OG0000447	Pral.g_00632	Prbk.g_00298
OG0000448	Pral.g_00631	Prbk.g_00295
OG0000449	Pral.g_00627	Prbk.g_02088
OG0000450	Pral.g_00626	Prbk.g_02089
OG0000451	Pral.g_00625	Prbk.g_02092
OG0000452	Pral.g_00623	Prbk.g_02105
OG0000453	Pral.g_00622	Prbk.g_02107
OG0000454	Pral.g_00621	Prbk.g_02109
OG0000455	Pral.g_00619	Prbk.g_02111
OG0000456	Pral.g_00615	Prbk.g_02053
OG0000457	Pral.g_00613	Prbk.g_02056
OG0000458	Pral.g_00612	Prbk.g_02060
OG0000459	Pral.g_00610	Prbk.g_02062
OG0000460	Pral.g_00608	Prbk.g_02064
OG0000461	Pral.g_00607	Prbk.g_02065
OG0000462	Pral.g_00606	Prbk.g_02066
OG0000463	Pral.g_00603	Prbk.g_02069
OG0000464	Pral.g_00602	Prbk.g_02071
OG0000465	Pral.g_00601	Prbk.g_02072
OG0000466	Pral.g_00600	Prbk.g_02073
OG0000467	Pral.g_00599	Prbk.g_02074
OG0000468	Pral.g_00598	Prbk.g_02075
OG0000469	Pral.g_00597	Prbk.g_02076
OG0000470	Pral.g_00596	Prbk.g_02077
OG0000471	Pral.g_00595	Prbk.g_02078
OG0000472	Pral.g_00590	Prbk.g_01865
OG0000473	Pral.g_00589	Prbk.g_01041
OG0000474	Pral.g_00588	Prbk.g_01042
OG0000475	Pral.g_00587	Prbk.g_01043
OG0000476	Pral.g_00585	Prbk.g_01046
OG0000477	Pral.g_00584	Prbk.g_01047
OG0000478	Pral.g_00583	Prbk.g_01048
OG0000479	Pral.g_00582	Prbk.g_01049
OG0000480	Pral.g_00580	Prbk.g_01050
OG0000481	Pral.g_00578	Prbk.g_01051
OG0000482	Pral.g_00577	Prbk.g_01052
OG0000483	Pral.g_00575	Prbk.g_01054
OG0000484	Pral.g_00574	Prbk.g_01055
OG0000485	Pral.g_00573	Prbk.g_01056
OG0000486	Pral.g_00571	Prbk.g_01061
OG0000487	Pral.g_00566	Prbk.g_01066
OG0000488	Pral.g_00565	Prbk.g_01067
OG0000489	Pral.g_00564	Prbk.g_01068
OG0000490	Pral.g_00563	Prbk.g_01070
OG0000491	Pral.g_00562	Prbk.g_01071
OG0000492	Pral.g_00561	Prbk.g_01076
OG0000493	Pral.g_00560	Prbk.g_01965
OG0000494	Pral.g_00559	Prbk.g_01772
OG0000495	Pral.g_00556	Prbk.g_01081
OG0000496	Pral.g_00555	Prbk.g_01083
OG0000497	Pral.g_00554	Prbk.g_01085
OG0000498	Pral.g_00553	Prbk.g_01086
OG0000499	Pral.g_00552	Prbk.g_01092
OG0000500	Pral.g_00550	Prbk.g_01095
OG0000501	Pral.g_00549	Prbk.g_01097
OG0000502	Pral.g_00548	Prbk.g_01099
OG0000503	Pral.g_00546	Prbk.g_02686
OG0000504	Pral.g_00545	Prbk.g_01898
OG0000505	Pral.g_00544	Prbk.g_01897
OG0000506	Pral.g_00543	Prbk.g_01895
OG0000507	Pral.g_00542	Prbk.g_01894
OG0000508	Pral.g_00541	Prbk.g_01893
OG0000509	Pral.g_00540	Prbk.g_01892
OG0000510	Pral.g_00539	Prbk.g_01891
OG0000511	Pral.g_00537	Prbk.g_01889
OG0000512	Pral.g_00536	Prbk.g_01888
OG0000513	Pral.g_00535	Prbk.g_01887
OG0000514	Pral.g_00534	Prbk.g_01886
OG0000515	Pral.g_00533	Prbk.g_01885
OG0000516	Pral.g_00532	Prbk.g_01884
OG0000517	Pral.g_00530	Prbk.g_01882
OG0000518	Pral.g_00529	Prbk.g_01881
OG0000519	Pral.g_00527	Prbk.g_01879
OG0000520	Pral.g_00525	Prbk.g_01877
OG0000521	Pral.g_00524	Prbk.g_01876
OG0000522	Pral.g_00523	Prbk.g_01875
OG0000523	Pral.g_00522	Prbk.g_01874
OG0000524	Pral.g_00521	Prbk.g_01873
OG0000525	Pral.g_00520	Prbk.g_01871
OG0000526	Pral.g_00519	Prbk.g_01104
OG0000527	Pral.g_00518	Prbk.g_01105
OG0000528	Pral.g_00516	Prbk.g_01106
OG0000529	Pral.g_00515	Prbk.g_01108
OG0000530	Pral.g_00514	Prbk.g_01109
OG0000531	Pral.g_00513	Prbk.g_01110
OG0000532	Pral.g_00512	Prbk.g_01111
OG0000533	Pral.g_00510	Prbk.g_01115
OG0000534	Pral.g_00509	Prbk.g_01116
OG0000535	Pral.g_00508	Prbk.g_01117
OG0000536	Pral.g_00507	Prbk.g_01118
OG0000537	Pral.g_00506	Prbk.g_01119
OG0000538	Pral.g_00505	Prbk.g_01120
OG0000539	Pral.g_00503	Prbk.g_01124
OG0000540	Pral.g_00502	Prbk.g_01125
OG0000541	Pral.g_00501	Prbk.g_01126
OG0000542	Pral.g_00498	Prbk.g_01130
OG0000543	Pral.g_00497	Prbk.g_01131
OG0000544	Pral.g_00496	Prbk.g_01132
OG0000545	Pral.g_00495	Prbk.g_01133
OG0000546	Pral.g_00494	Prbk.g_01139
OG0000547	Pral.g_00493	Prbk.g_01140
OG0000548	Pral.g_00492	Prbk.g_01141
OG0000549	Pral.g_00490	Prbk.g_01143
OG0000550	Pral.g_00489	Prbk.g_01144
OG0000551	Pral.g_00488	Prbk.g_01145
OG0000552	Pral.g_00487	Prbk.g_01146
OG0000553	Pral.g_00486	Prbk.g_01147
OG0000554	Pral.g_00485	Prbk.g_01148
OG0000555	Pral.g_00483	Prbk.g_01151
OG0000556	Pral.g_00482	Prbk.g_01153
OG0000557	Pral.g_00481	Prbk.g_01154
OG0000558	Pral.g_00480	Prbk.g_01155
OG0000559	Pral.g_00479	Prbk.g_01156
OG0000560	Pral.g_00478	Prbk.g_01157
OG0000561	Pral.g_00477	Prbk.g_01158
OG0000562	Pral.g_00476	Prbk.g_01159
OG0000563	Pral.g_00475	Prbk.g_01161
OG0000564	Pral.g_00474	Prbk.g_01163
OG0000565	Pral.g_00472	Prbk.g_02602
OG0000566	Pral.g_00471	Prbk.g_02603
OG0000567	Pral.g_00470	Prbk.g_02604
OG0000568	Pral.g_00469	Prbk.g_02605
