Orthogroup	Pral	Praj
OG0000119	Pral.g_00558	Praj.g_00523
OG0000120	Pral.g_00557	Praj.g_00524
OG0000121	Pral.g_00547	Praj.g_00534
OG0000122	Pral.g_00538	Praj.g_00543
OG0000123	Pral.g_00504	Praj.g_00573
OG0000124	Pral.g_01452	Praj.g_00639
OG0000125	Pral.g_01453	Praj.g_00640
OG0000126	Pral.g_01454	Praj.g_00641
OG0000127	Pral.g_01755	Praj.g_00679
OG0000128	Pral.g_01727	Praj.g_00700
OG0000129	Pral.g_01705	Praj.g_00722
OG0000130	Pral.g_01665	Praj.g_00909
OG0000131	Pral.g_01486	Praj.g_00767
OG0000132	Pral.g_01522	Praj.g_00804
OG0000133	Pral.g_01782	Praj.g_00905
OG0000134	Pral.g_01472	Praj.g_00754
OG0000135	Pral.g_01623	Praj.g_00950
OG0000136	Pral.g_01564	Praj.g_01021
OG0000137	Pral.g_00075	Praj.g_01835
OG0000138	Pral.g_01361	Praj.g_01466
OG0000139	Pral.g_01373, Pral.g_01187	Praj.g_01455
OG0000140	Pral.g_00455	Praj.g_01402
OG0000141	Pral.g_01064	Praj.g_01014
OG0000142	Pral.g_01269	Praj.g_01540
OG0000143	Pral.g_01222	Praj.g_01575
OG0000144	Pral.g_01179	Praj.g_01618
OG0000145	Pral.g_01160	Praj.g_01633
OG0000146	Pral.g_01123	Praj.g_01667
OG0000147	Pral.g_01074	Praj.g_01713
OG0000148	Pral.g_01073	Praj.g_01714
OG0000149	Pral.g_00104	Praj.g_01766
OG0000150	Pral.g_00143	Praj.g_01803
OG0000151	Pral.g_00146	Praj.g_01805
OG0000152	Pral.g_00167	Praj.g_01825
OG0000153	Pral.g_00201	Praj.g_01910
OG0000154	Pral.g_00237	Praj.g_01946
OG0000155	Pral.g_00256	Praj.g_01965
OG0000156	Pral.g_00289	Praj.g_01997
OG0000157	Pral.g_00323	Praj.g_02034
OG0000158	Pral.g_00390	Praj.g_02128
OG0000160	Pral.g_00411	Praj.g_00001
OG0000161	Pral.g_00412	Praj.g_00002
OG0000162	Pral.g_00414	Praj.g_00004
OG0000163	Pral.g_00415	Praj.g_00005
OG0000164	Pral.g_00416	Praj.g_00006
OG0000165	Pral.g_00417	Praj.g_00007
OG0000166	Pral.g_00418	Praj.g_00008
OG0000167	Pral.g_00419	Praj.g_00009
OG0000168	Pral.g_00420	Praj.g_00010
OG0000169	Pral.g_00422	Praj.g_00012
OG0000170	Pral.g_01030	Praj.g_00014
OG0000171	Pral.g_01029	Praj.g_00015
OG0000172	Pral.g_01028	Praj.g_00016
OG0000173	Pral.g_01027	Praj.g_00017
OG0000174	Pral.g_01026	Praj.g_00018
OG0000175	Pral.g_01025	Praj.g_00019
OG0000176	Pral.g_01024	Praj.g_00020
OG0000177	Pral.g_01023	Praj.g_00021
OG0000178	Pral.g_01022	Praj.g_00022
OG0000179	Pral.g_01020	Praj.g_00024
OG0000180	Pral.g_01019	Praj.g_00025
OG0000181	Pral.g_01018	Praj.g_00026
OG0000182	Pral.g_01017	Praj.g_00027
OG0000183	Pral.g_01016	Praj.g_00028
OG0000184	Pral.g_01014	Praj.g_00029
OG0000185	Pral.g_01011	Praj.g_00032
OG0000186	Pral.g_01009	Praj.g_00034
OG0000187	Pral.g_01008	Praj.g_00035
OG0000188	Pral.g_01007	Praj.g_00036
OG0000189	Pral.g_01005	Praj.g_00044
OG0000190	Pral.g_01003	Praj.g_00046
OG0000191	Pral.g_01001	Praj.g_00047
OG0000192	Pral.g_01000	Praj.g_00048
OG0000193	Pral.g_00999	Praj.g_00049
OG0000194	Pral.g_00996	Praj.g_00050
OG0000195	Pral.g_00995	Praj.g_00051
OG0000196	Pral.g_00994	Praj.g_00052
OG0000197	Pral.g_00992	Praj.g_00054
OG0000198	Pral.g_00991	Praj.g_00055
OG0000199	Pral.g_00990	Praj.g_00056
OG0000200	Pral.g_00984	Praj.g_00102
OG0000201	Pral.g_00983	Praj.g_00103
OG0000202	Pral.g_00982	Praj.g_00104
OG0000203	Pral.g_00978	Praj.g_00107
OG0000204	Pral.g_00977	Praj.g_00108
OG0000205	Pral.g_00974	Praj.g_00111
OG0000206	Pral.g_00972	Praj.g_00113
OG0000207	Pral.g_00970	Praj.g_00115
OG0000208	Pral.g_00969	Praj.g_00116
OG0000209	Pral.g_00048	Praj.g_00117
OG0000210	Pral.g_00968	Praj.g_00118
OG0000211	Pral.g_00966	Praj.g_00119
OG0000212	Pral.g_00965	Praj.g_00120
OG0000213	Pral.g_00964	Praj.g_00121
OG0000214	Pral.g_00963	Praj.g_00122
OG0000215	Pral.g_00962	Praj.g_00123
OG0000216	Pral.g_00961	Praj.g_00124
OG0000217	Pral.g_00959	Praj.g_00126
OG0000218	Pral.g_00958	Praj.g_00127
OG0000219	Pral.g_00957	Praj.g_00128
OG0000220	Pral.g_00956	Praj.g_00129
OG0000221	Pral.g_00953	Praj.g_00132
OG0000222	Pral.g_00952	Praj.g_00133
OG0000223	Pral.g_00951	Praj.g_00134
OG0000224	Pral.g_00950	Praj.g_00135
OG0000225	Pral.g_00949	Praj.g_00136
OG0000226	Pral.g_00948	Praj.g_00137
OG0000227	Pral.g_00946	Praj.g_00139
OG0000228	Pral.g_00945	Praj.g_00140
OG0000229	Pral.g_00944	Praj.g_00141
OG0000230	Pral.g_00943	Praj.g_00142
OG0000231	Pral.g_00942	Praj.g_00143
OG0000232	Pral.g_00941	Praj.g_00144
OG0000233	Pral.g_00940	Praj.g_00145
OG0000234	Pral.g_00939	Praj.g_00146
OG0000235	Pral.g_00938	Praj.g_00147
OG0000236	Pral.g_00935	Praj.g_00150
OG0000237	Pral.g_00934	Praj.g_00151
OG0000238	Pral.g_00933	Praj.g_00152
OG0000239	Pral.g_00931	Praj.g_00154
OG0000240	Pral.g_00930	Praj.g_00156
OG0000241	Pral.g_00929	Praj.g_00157
OG0000242	Pral.g_00928	Praj.g_00158
OG0000243	Pral.g_00925	Praj.g_00160
OG0000244	Pral.g_00922	Praj.g_00163
OG0000245	Pral.g_00921	Praj.g_00164
OG0000246	Pral.g_00920	Praj.g_00165
OG0000247	Pral.g_00918	Praj.g_00168
OG0000248	Pral.g_00916	Praj.g_00170
OG0000249	Pral.g_00914	Praj.g_00172
OG0000250	Pral.g_00913	Praj.g_00173
OG0000251	Pral.g_00912	Praj.g_00174
OG0000252	Pral.g_00911	Praj.g_00175
OG0000253	Pral.g_00910	Praj.g_00176
OG0000254	Pral.g_00450	Praj.g_01057
OG0000255	Pral.g_00908	Praj.g_00177
OG0000256	Pral.g_00905	Praj.g_00180
OG0000257	Pral.g_00903	Praj.g_00183
OG0000258	Pral.g_00900	Praj.g_00185
OG0000259	Pral.g_00899	Praj.g_00186
OG0000260	Pral.g_00898	Praj.g_00187
OG0000261	Pral.g_00897	Praj.g_00188
OG0000262	Pral.g_00896	Praj.g_00189
OG0000263	Pral.g_00894	Praj.g_00191
OG0000264	Pral.g_00893	Praj.g_00192
OG0000265	Pral.g_00892	Praj.g_00193
OG0000266	Pral.g_00891	Praj.g_00194
OG0000267	Pral.g_00890	Praj.g_00195
OG0000268	Pral.g_00888	Praj.g_00196
OG0000269	Pral.g_00886	Praj.g_00198
OG0000270	Pral.g_00885	Praj.g_00199
OG0000271	Pral.g_00884	Praj.g_00200
OG0000272	Pral.g_00883	Praj.g_00201
OG0000273	Pral.g_00882	Praj.g_00202
OG0000274	Pral.g_00881	Praj.g_00203
OG0000275	Pral.g_00880	Praj.g_00204
OG0000276	Pral.g_00879	Praj.g_00205
OG0000277	Pral.g_00877	Praj.g_00207
OG0000278	Pral.g_00875	Praj.g_00208
OG0000279	Pral.g_00874	Praj.g_00209
OG0000280	Pral.g_00872	Praj.g_00211
OG0000281	Pral.g_00871	Praj.g_00212
OG0000282	Pral.g_00870	Praj.g_00213
OG0000283	Pral.g_00869	Praj.g_00214
OG0000284	Pral.g_00868	Praj.g_00215
OG0000285	Pral.g_00867	Praj.g_00216
OG0000286	Pral.g_00866	Praj.g_00217
OG0000287	Pral.g_00865	Praj.g_00218
OG0000288	Pral.g_00863	Praj.g_00220
OG0000289	Pral.g_00862	Praj.g_00221
OG0000290	Pral.g_00861	Praj.g_00222
OG0000291	Pral.g_00859	Praj.g_00224
OG0000292	Pral.g_00857	Praj.g_00226
OG0000293	Pral.g_00856	Praj.g_00227
OG0000294	Pral.g_00855	Praj.g_00228
OG0000295	Pral.g_00854	Praj.g_00229
OG0000296	Pral.g_00853	Praj.g_00230
OG0000297	Pral.g_00852	Praj.g_00231
OG0000298	Pral.g_00850	Praj.g_00233
OG0000299	Pral.g_00849	Praj.g_00234
OG0000300	Pral.g_00848	Praj.g_00235
OG0000301	Pral.g_00847	Praj.g_00236
OG0000302	Pral.g_00846	Praj.g_00237
OG0000303	Pral.g_00845	Praj.g_00238
OG0000304	Pral.g_00844	Praj.g_00240
OG0000305	Pral.g_00843	Praj.g_00241
OG0000306	Pral.g_00840	Praj.g_00243
OG0000307	Pral.g_00839	Praj.g_00244
OG0000308	Pral.g_00838	Praj.g_00245
OG0000309	Pral.g_00837	Praj.g_00246
OG0000310	Pral.g_00836	Praj.g_00247
OG0000311	Pral.g_00835	Praj.g_00248
OG0000312	Pral.g_00834	Praj.g_00249
OG0000313	Pral.g_00833	Praj.g_00250
OG0000314	Pral.g_00832	Praj.g_00251
OG0000315	Pral.g_00831	Praj.g_00252
OG0000316	Pral.g_00830	Praj.g_00253
OG0000317	Pral.g_00829	Praj.g_00254
OG0000318	Pral.g_00828	Praj.g_00255
OG0000319	Pral.g_00827	Praj.g_00256
OG0000320	Pral.g_00826	Praj.g_00257
OG0000321	Pral.g_00825	Praj.g_00258
OG0000322	Pral.g_00824	Praj.g_00259
OG0000323	Pral.g_00823	Praj.g_00260
OG0000324	Pral.g_00822	Praj.g_00261
OG0000325	Pral.g_00821	Praj.g_00262
OG0000326	Pral.g_00820	Praj.g_00263
OG0000327	Pral.g_00819	Praj.g_00264
OG0000328	Pral.g_00817	Praj.g_00265
OG0000329	Pral.g_00816	Praj.g_00266
OG0000330	Pral.g_00815	Praj.g_00267
OG0000331	Pral.g_00812	Praj.g_00268
OG0000332	Pral.g_00811	Praj.g_00269
OG0000333	Pral.g_00810	Praj.g_00270
OG0000334	Pral.g_00809	Praj.g_00271
OG0000335	Pral.g_00807	Praj.g_00273
OG0000336	Pral.g_00805	Praj.g_00275
OG0000337	Pral.g_00804	Praj.g_00276
OG0000338	Pral.g_00799	Praj.g_00281
OG0000339	Pral.g_00796	Praj.g_00283
OG0000340	Pral.g_00795	Praj.g_00285
OG0000341	Pral.g_00794	Praj.g_00286
OG0000342	Pral.g_00793	Praj.g_00287
OG0000343	Pral.g_00792	Praj.g_00288
OG0000344	Pral.g_00789	Praj.g_00289
OG0000345	Pral.g_00785	Praj.g_00292
OG0000346	Pral.g_00784	Praj.g_00293
OG0000347	Pral.g_00781	Praj.g_00296
OG0000348	Pral.g_00780	Praj.g_00297
OG0000349	Pral.g_00779	Praj.g_00298
OG0000350	Pral.g_00777	Praj.g_00299
OG0000351	Pral.g_00776	Praj.g_00300
OG0000352	Pral.g_00775	Praj.g_00301
OG0000353	Pral.g_00774	Praj.g_00302
OG0000354	Pral.g_00773	Praj.g_00303
OG0000355	Pral.g_00772	Praj.g_00304
OG0000356	Pral.g_00771	Praj.g_00305
OG0000357	Pral.g_00770	Praj.g_00306
OG0000358	Pral.g_00769	Praj.g_00307
OG0000359	Pral.g_00767	Praj.g_00309
OG0000360	Pral.g_00764	Praj.g_00311
OG0000361	Pral.g_00763	Praj.g_00312
OG0000362	Pral.g_00762	Praj.g_00313
OG0000363	Pral.g_00761	Praj.g_00314
OG0000364	Pral.g_00756	Praj.g_00318
OG0000365	Pral.g_00755	Praj.g_00319
OG0000366	Pral.g_00753	Praj.g_00321
OG0000367	Pral.g_00752	Praj.g_00322
OG0000368	Pral.g_00751	Praj.g_00323
OG0000369	Pral.g_00750	Praj.g_00324
OG0000370	Pral.g_00749	Praj.g_00325
OG0000371	Pral.g_00748	Praj.g_00326
OG0000372	Pral.g_00747	Praj.g_00327
OG0000373	Pral.g_00746	Praj.g_00328
OG0000374	Pral.g_00744	Praj.g_00329
OG0000375	Pral.g_00743	Praj.g_00330
OG0000376	Pral.g_00740	Praj.g_00333
OG0000377	Pral.g_00739	Praj.g_00334
OG0000378	Pral.g_00738	Praj.g_00335
OG0000379	Pral.g_00737	Praj.g_00336
OG0000380	Pral.g_00736	Praj.g_00337
OG0000381	Pral.g_00735	Praj.g_00338
OG0000382	Pral.g_00734	Praj.g_00339
OG0000383	Pral.g_00733	Praj.g_00340
OG0000384	Pral.g_00731	Praj.g_00343
OG0000385	Pral.g_00730	Praj.g_00344
OG0000386	Pral.g_00729	Praj.g_00345
OG0000387	Pral.g_00728	Praj.g_00346
OG0000388	Pral.g_00727	Praj.g_00347
OG0000389	Pral.g_00726	Praj.g_00348
OG0000390	Pral.g_00725	Praj.g_00349
OG0000391	Pral.g_00724	Praj.g_00350
OG0000392	Pral.g_00723	Praj.g_00351
OG0000393	Pral.g_00722	Praj.g_00352
OG0000394	Pral.g_00721	Praj.g_00353
OG0000395	Pral.g_00720	Praj.g_00354
OG0000396	Pral.g_00718	Praj.g_00356
OG0000397	Pral.g_00716	Praj.g_00358
OG0000398	Pral.g_00715	Praj.g_00359
OG0000399	Pral.g_00712	Praj.g_00362
OG0000400	Pral.g_00706	Praj.g_00368
OG0000401	Pral.g_00705	Praj.g_00724
OG0000402	Pral.g_00698	Praj.g_00380
OG0000403	Pral.g_00696	Praj.g_00382
OG0000404	Pral.g_00695	Praj.g_00383
OG0000405	Pral.g_00694	Praj.g_00384
OG0000406	Pral.g_00691	Praj.g_00387
OG0000407	Pral.g_00690	Praj.g_00388
OG0000408	Pral.g_00687	Praj.g_00390
OG0000409	Pral.g_00686	Praj.g_00391
OG0000410	Pral.g_00685	Praj.g_00392
OG0000411	Pral.g_00684	Praj.g_00393
OG0000412	Pral.g_00683	Praj.g_00394
OG0000413	Pral.g_00682	Praj.g_00395
OG0000414	Pral.g_00681	Praj.g_00396
OG0000415	Pral.g_00680	Praj.g_00397
OG0000416	Pral.g_00677	Praj.g_00402
OG0000417	Pral.g_00676	Praj.g_00403
OG0000418	Pral.g_00674	Praj.g_00405
OG0000419	Pral.g_00673	Praj.g_00406
OG0000420	Pral.g_01541	Praj.g_00824
OG0000421	Pral.g_01322	Praj.g_01049
OG0000422	Pral.g_01039	Praj.g_01081
OG0000423	Pral.g_01840	Praj.g_01244
OG0000424	Pral.g_00171	Praj.g_01869
OG0000425	Pral.g_00663	Praj.g_00425
OG0000426	Pral.g_00662	Praj.g_00426
OG0000427	Pral.g_00661	Praj.g_00427
OG0000428	Pral.g_00659	Praj.g_00429
OG0000429	Pral.g_00658	Praj.g_00430
OG0000430	Pral.g_00656	Praj.g_00432
OG0000431	Pral.g_00655	Praj.g_00433
OG0000432	Pral.g_00654	Praj.g_00434
OG0000433	Pral.g_00653	Praj.g_00435
OG0000434	Pral.g_00651	Praj.g_00436
OG0000435	Pral.g_00650	Praj.g_00437
OG0000436	Pral.g_00649	Praj.g_00438
OG0000437	Pral.g_00648	Praj.g_00439
OG0000438	Pral.g_00647	Praj.g_00440
OG0000439	Pral.g_00646	Praj.g_00441
OG0000440	Pral.g_00645	Praj.g_00442
OG0000441	Pral.g_00644	Praj.g_00443
OG0000442	Pral.g_00643	Praj.g_00444
OG0000443	Pral.g_00642	Praj.g_00445
OG0000444	Pral.g_00641	Praj.g_00446
OG0000445	Pral.g_00635	Praj.g_00447
OG0000446	Pral.g_00633	Praj.g_00449
OG0000447	Pral.g_00632	Praj.g_00450
OG0000448	Pral.g_00631	Praj.g_00451
OG0000449	Pral.g_00627	Praj.g_00457
OG0000450	Pral.g_00626	Praj.g_00458
OG0000451	Pral.g_00625	Praj.g_00459
OG0000452	Pral.g_00623	Praj.g_00461
OG0000453	Pral.g_00622	Praj.g_00462
OG0000454	Pral.g_00621	Praj.g_00464
OG0000455	Pral.g_00619	Praj.g_00465
OG0000456	Pral.g_00615	Praj.g_00469
OG0000457	Pral.g_00613	Praj.g_00471
OG0000458	Pral.g_00612	Praj.g_00472
OG0000459	Pral.g_00610	Praj.g_00474
OG0000460	Pral.g_00608	Praj.g_00476
OG0000461	Pral.g_00607	Praj.g_00477
OG0000462	Pral.g_00606	Praj.g_00478
OG0000463	Pral.g_00603	Praj.g_00479
OG0000464	Pral.g_00602	Praj.g_00480
OG0000465	Pral.g_00601	Praj.g_00481
OG0000466	Pral.g_00600	Praj.g_00482
OG0000467	Pral.g_00599	Praj.g_00483
OG0000468	Pral.g_00598	Praj.g_00484
OG0000469	Pral.g_00597	Praj.g_00485
OG0000470	Pral.g_00596	Praj.g_00486
OG0000471	Pral.g_00595	Praj.g_00487
OG0000472	Pral.g_00590	Praj.g_00492
OG0000473	Pral.g_00589	Praj.g_00493
OG0000474	Pral.g_00588	Praj.g_00494
OG0000475	Pral.g_00587	Praj.g_00495
OG0000476	Pral.g_00585	Praj.g_00497
OG0000477	Pral.g_00584	Praj.g_00498
OG0000478	Pral.g_00583	Praj.g_00499
OG0000479	Pral.g_00582	Praj.g_00500
OG0000480	Pral.g_00580	Praj.g_00502
OG0000481	Pral.g_00578	Praj.g_00504
OG0000482	Pral.g_00577	Praj.g_00505
OG0000483	Pral.g_00575	Praj.g_00507
OG0000484	Pral.g_00574	Praj.g_00508
OG0000485	Pral.g_00573	Praj.g_00509
OG0000486	Pral.g_00571	Praj.g_00511
OG0000487	Pral.g_00566	Praj.g_00515
OG0000488	Pral.g_00565	Praj.g_00516
OG0000489	Pral.g_00564	Praj.g_00517
OG0000490	Pral.g_00563	Praj.g_00518
OG0000491	Pral.g_00562	Praj.g_00519
OG0000492	Pral.g_00561	Praj.g_00520
OG0000493	Pral.g_00560	Praj.g_00521
OG0000494	Pral.g_00559	Praj.g_00522
OG0000495	Pral.g_00556	Praj.g_00525
OG0000496	Pral.g_00555	Praj.g_00526
OG0000497	Pral.g_00554	Praj.g_00527
OG0000498	Pral.g_00553	Praj.g_00528
OG0000499	Pral.g_00552	Praj.g_00529
OG0000500	Pral.g_00550	Praj.g_00531
OG0000501	Pral.g_00549	Praj.g_00532
OG0000502	Pral.g_00548	Praj.g_00533
OG0000503	Pral.g_00546	Praj.g_00535
OG0000504	Pral.g_00545	Praj.g_00536
OG0000505	Pral.g_00544	Praj.g_00537
OG0000506	Pral.g_00543	Praj.g_00538
OG0000507	Pral.g_00542	Praj.g_00539
OG0000508	Pral.g_00541	Praj.g_00540
OG0000509	Pral.g_00540	Praj.g_00541
OG0000510	Pral.g_00539	Praj.g_00542
OG0000511	Pral.g_00537	Praj.g_00544
OG0000512	Pral.g_00536	Praj.g_00545
OG0000513	Pral.g_00535	Praj.g_00546
OG0000514	Pral.g_00534	Praj.g_00547
OG0000515	Pral.g_00533	Praj.g_00548
OG0000516	Pral.g_00532	Praj.g_00549
OG0000517	Pral.g_00530	Praj.g_00551
OG0000518	Pral.g_00529	Praj.g_00552
OG0000519	Pral.g_00527	Praj.g_00553
OG0000520	Pral.g_00525	Praj.g_00554
OG0000521	Pral.g_00524	Praj.g_00555
OG0000522	Pral.g_00523	Praj.g_00556
OG0000523	Pral.g_00522	Praj.g_00557
OG0000524	Pral.g_00521	Praj.g_00558
OG0000525	Pral.g_00520	Praj.g_00559
OG0000526	Pral.g_00519	Praj.g_00560
OG0000527	Pral.g_00518	Praj.g_00561
OG0000528	Pral.g_00516	Praj.g_00562
OG0000529	Pral.g_00515	Praj.g_00563
OG0000530	Pral.g_00514	Praj.g_00564
OG0000531	Pral.g_00513	Praj.g_00565
OG0000532	Pral.g_00512	Praj.g_00566
OG0000533	Pral.g_00510	Praj.g_00567
OG0000534	Pral.g_00509	Praj.g_00568
OG0000535	Pral.g_00508	Praj.g_00569
OG0000536	Pral.g_00507	Praj.g_00570
OG0000537	Pral.g_00506	Praj.g_00571
OG0000538	Pral.g_00505	Praj.g_00572
OG0000539	Pral.g_00503	Praj.g_00574
OG0000540	Pral.g_00502	Praj.g_00575
OG0000541	Pral.g_00501	Praj.g_00576
OG0000542	Pral.g_00498	Praj.g_00578
OG0000543	Pral.g_00497	Praj.g_00579
OG0000544	Pral.g_00496	Praj.g_00581
OG0000545	Pral.g_00495	Praj.g_00580
OG0000546	Pral.g_00494	Praj.g_00582
OG0000547	Pral.g_00493	Praj.g_00583
OG0000548	Pral.g_00492	Praj.g_00584
OG0000549	Pral.g_00490	Praj.g_00586
OG0000550	Pral.g_00489	Praj.g_00587
OG0000551	Pral.g_00488	Praj.g_00588
OG0000552	Pral.g_00487	Praj.g_00589
OG0000553	Pral.g_00486	Praj.g_00590
OG0000554	Pral.g_00485	Praj.g_00591
OG0000555	Pral.g_00483	Praj.g_00593
OG0000556	Pral.g_00482	Praj.g_00594
OG0000557	Pral.g_00481	Praj.g_00595
OG0000558	Pral.g_00480	Praj.g_00596
OG0000559	Pral.g_00479	Praj.g_00597
OG0000560	Pral.g_00478	Praj.g_00598
OG0000561	Pral.g_00477	Praj.g_00599
OG0000562	Pral.g_00476	Praj.g_00600
OG0000563	Pral.g_00475	Praj.g_00601
OG0000564	Pral.g_00474	Praj.g_00602
OG0000565	Pral.g_00472	Praj.g_00603
OG0000566	Pral.g_00471	Praj.g_00604
OG0000567	Pral.g_00470	Praj.g_00605
