Orthogroup	Pral	Prbh
OG0000177	Pral.g_01023	Prbh.g_00759
OG0000178	Pral.g_01022	Prbh.g_00758
OG0000179	Pral.g_01020	Prbh.g_00756
OG0000180	Pral.g_01019	Prbh.g_00755
OG0000181	Pral.g_01018	Prbh.g_00754
OG0000182	Pral.g_01017	Prbh.g_00753
OG0000183	Pral.g_01016	Prbh.g_00752
OG0000184	Pral.g_01014	Prbh.g_00751
OG0000185	Pral.g_01011	Prbh.g_00748
OG0000186	Pral.g_01009	Prbh.g_00746
OG0000187	Pral.g_01008	Prbh.g_00745
OG0000188	Pral.g_01007	Prbh.g_00744
OG0000189	Pral.g_01005	Prbh.g_00743
OG0000190	Pral.g_01003	Prbh.g_00741
OG0000191	Pral.g_01001	Prbh.g_00739
OG0000192	Pral.g_01000	Prbh.g_00738
OG0000193	Pral.g_00999	Prbh.g_00737
OG0000194	Pral.g_00996	Prbh.g_00734
OG0000195	Pral.g_00995	Prbh.g_00733
OG0000196	Pral.g_00994	Prbh.g_00732
OG0000197	Pral.g_00992	Prbh.g_00730
OG0000198	Pral.g_00991	Prbh.g_00729
OG0000199	Pral.g_00990	Prbh.g_00728
OG0000200	Pral.g_00984	Prbh.g_00719
OG0000201	Pral.g_00983	Prbh.g_00718
OG0000202	Pral.g_00982	Prbh.g_00717
OG0000203	Pral.g_00978	Prbh.g_00713
OG0000204	Pral.g_00977	Prbh.g_00712
OG0000205	Pral.g_00974	Prbh.g_00709
OG0000206	Pral.g_00972	Prbh.g_00707
OG0000207	Pral.g_00970	Prbh.g_00705
OG0000208	Pral.g_00969	Prbh.g_00704
OG0000209	Pral.g_00048	Prbh.g_01878
OG0000210	Pral.g_00968	Prbh.g_00703
OG0000211	Pral.g_00966	Prbh.g_00702
OG0000212	Pral.g_00965	Prbh.g_00701
OG0000213	Pral.g_00964	Prbh.g_00700
OG0000214	Pral.g_00963	Prbh.g_00699
OG0000215	Pral.g_00962	Prbh.g_00698
OG0000216	Pral.g_00961	Prbh.g_00697
OG0000217	Pral.g_00959	Prbh.g_00695
OG0000218	Pral.g_00958	Prbh.g_00694
OG0000219	Pral.g_00957	Prbh.g_00693
OG0000220	Pral.g_00956	Prbh.g_00692
OG0000221	Pral.g_00953	Prbh.g_00689
OG0000222	Pral.g_00952	Prbh.g_00688
OG0000223	Pral.g_00951	Prbh.g_00687
OG0000224	Pral.g_00950	Prbh.g_00686
OG0000225	Pral.g_00949	Prbh.g_00685
OG0000226	Pral.g_00948	Prbh.g_00684
OG0000227	Pral.g_00946	Prbh.g_00682
OG0000228	Pral.g_00945	Prbh.g_00681
OG0000229	Pral.g_00944	Prbh.g_00680
OG0000230	Pral.g_00943	Prbh.g_00679
OG0000231	Pral.g_00942	Prbh.g_00678
OG0000232	Pral.g_00941	Prbh.g_00677
OG0000233	Pral.g_00940	Prbh.g_00676
OG0000234	Pral.g_00939	Prbh.g_00675
OG0000235	Pral.g_00938	Prbh.g_00674
OG0000236	Pral.g_00935	Prbh.g_00671
OG0000237	Pral.g_00934	Prbh.g_00670
OG0000238	Pral.g_00933	Prbh.g_00669
OG0000239	Pral.g_00931	Prbh.g_00667
OG0000240	Pral.g_00930	Prbh.g_00666
OG0000241	Pral.g_00929	Prbh.g_00665
OG0000242	Pral.g_00928	Prbh.g_00664
OG0000243	Pral.g_00925	Prbh.g_00661
OG0000244	Pral.g_00922	Prbh.g_00658
OG0000245	Pral.g_00921	Prbh.g_00657
OG0000246	Pral.g_00920	Prbh.g_00656
OG0000247	Pral.g_00918	Prbh.g_00654
OG0000248	Pral.g_00916	Prbh.g_00652
OG0000249	Pral.g_00914	Prbh.g_00650
OG0000250	Pral.g_00913	Prbh.g_00649
OG0000251	Pral.g_00912	Prbh.g_00648
OG0000252	Pral.g_00911	Prbh.g_00647
OG0000253	Pral.g_00910	Prbh.g_00646
OG0000254	Pral.g_00450	Prbh.g_01144
OG0000255	Pral.g_00908	Prbh.g_00644
OG0000256	Pral.g_00905	Prbh.g_00641
OG0000257	Pral.g_00903	Prbh.g_00639
OG0000258	Pral.g_00900	Prbh.g_00637
OG0000259	Pral.g_00899	Prbh.g_00636
OG0000260	Pral.g_00898	Prbh.g_00635
OG0000261	Pral.g_00897	Prbh.g_00634
OG0000262	Pral.g_00896	Prbh.g_00633
OG0000263	Pral.g_00894	Prbh.g_00631
OG0000264	Pral.g_00893	Prbh.g_00630
OG0000265	Pral.g_00892	Prbh.g_00629
OG0000266	Pral.g_00891	Prbh.g_00628
OG0000267	Pral.g_00890	Prbh.g_00627
OG0000268	Pral.g_00888	Prbh.g_00626
OG0000269	Pral.g_00886	Prbh.g_00624
OG0000270	Pral.g_00885	Prbh.g_00623
OG0000271	Pral.g_00884	Prbh.g_00622
OG0000272	Pral.g_00883	Prbh.g_00621
OG0000273	Pral.g_00882	Prbh.g_00620
OG0000274	Pral.g_00881	Prbh.g_00619
OG0000275	Pral.g_00880	Prbh.g_00618
OG0000276	Pral.g_00879	Prbh.g_00617
OG0000277	Pral.g_00877	Prbh.g_00615
OG0000278	Pral.g_00875	Prbh.g_00614
OG0000279	Pral.g_00874	Prbh.g_00613
OG0000280	Pral.g_00872	Prbh.g_00611
OG0000281	Pral.g_00871	Prbh.g_00610
OG0000282	Pral.g_00870	Prbh.g_00609
OG0000283	Pral.g_00869	Prbh.g_00608
OG0000284	Pral.g_00868	Prbh.g_00607
OG0000285	Pral.g_00867	Prbh.g_00606
OG0000286	Pral.g_00866	Prbh.g_00605
OG0000287	Pral.g_00865	Prbh.g_00604
OG0000288	Pral.g_00863	Prbh.g_00602
OG0000289	Pral.g_00862	Prbh.g_00601
OG0000290	Pral.g_00861	Prbh.g_00600
OG0000291	Pral.g_00859	Prbh.g_00598
OG0000292	Pral.g_00857	Prbh.g_00596
OG0000293	Pral.g_00856	Prbh.g_00595
OG0000294	Pral.g_00855	Prbh.g_00594
OG0000295	Pral.g_00854	Prbh.g_00593
OG0000296	Pral.g_00853	Prbh.g_00592
OG0000297	Pral.g_00852	Prbh.g_00591
OG0000298	Pral.g_00850	Prbh.g_00589
OG0000299	Pral.g_00849	Prbh.g_00588
OG0000300	Pral.g_00848	Prbh.g_00587
OG0000301	Pral.g_00847	Prbh.g_00586
OG0000302	Pral.g_00846	Prbh.g_00585
OG0000303	Pral.g_00845	Prbh.g_00584
OG0000304	Pral.g_00844	Prbh.g_00582
OG0000305	Pral.g_00843	Prbh.g_00581
OG0000306	Pral.g_00840	Prbh.g_00578
OG0000307	Pral.g_00839	Prbh.g_00577
OG0000308	Pral.g_00838	Prbh.g_00576
OG0000309	Pral.g_00837	Prbh.g_00575
OG0000310	Pral.g_00836	Prbh.g_00574
OG0000311	Pral.g_00835	Prbh.g_00573
OG0000312	Pral.g_00834	Prbh.g_00572
OG0000313	Pral.g_00833	Prbh.g_00571
OG0000314	Pral.g_00832	Prbh.g_00570
OG0000315	Pral.g_00831	Prbh.g_00569
OG0000316	Pral.g_00830	Prbh.g_00568
OG0000317	Pral.g_00829	Prbh.g_00567
OG0000318	Pral.g_00828	Prbh.g_00566
OG0000319	Pral.g_00827	Prbh.g_00565
OG0000320	Pral.g_00826	Prbh.g_00564
OG0000321	Pral.g_00825	Prbh.g_00563
OG0000322	Pral.g_00824	Prbh.g_00562
OG0000323	Pral.g_00823	Prbh.g_00561
OG0000324	Pral.g_00822	Prbh.g_00560
OG0000325	Pral.g_00821	Prbh.g_00559
OG0000326	Pral.g_00820	Prbh.g_00558
OG0000327	Pral.g_00819	Prbh.g_00557
OG0000328	Pral.g_00817	Prbh.g_00555
OG0000329	Pral.g_00816	Prbh.g_00554
OG0000330	Pral.g_00815	Prbh.g_00553
OG0000331	Pral.g_00812	Prbh.g_00551
OG0000332	Pral.g_00811	Prbh.g_00550
OG0000333	Pral.g_00810	Prbh.g_00549
OG0000334	Pral.g_00809	Prbh.g_00548
OG0000335	Pral.g_00807	Prbh.g_00547
OG0000336	Pral.g_00805	Prbh.g_00545
OG0000337	Pral.g_00804	Prbh.g_00544
OG0000338	Pral.g_00799	Prbh.g_00539
OG0000339	Pral.g_00796	Prbh.g_00537
OG0000340	Pral.g_00795	Prbh.g_00535
OG0000341	Pral.g_00794	Prbh.g_00534
OG0000342	Pral.g_00793	Prbh.g_00533
OG0000343	Pral.g_00792	Prbh.g_00532
OG0000344	Pral.g_00789	Prbh.g_00529
OG0000345	Pral.g_00785	Prbh.g_00525
OG0000346	Pral.g_00784	Prbh.g_00524
OG0000347	Pral.g_00781	Prbh.g_00521
OG0000348	Pral.g_00780	Prbh.g_00520
OG0000349	Pral.g_00779	Prbh.g_00519
OG0000350	Pral.g_00777	Prbh.g_00517
OG0000351	Pral.g_00776	Prbh.g_00516
OG0000352	Pral.g_00775	Prbh.g_00515
OG0000353	Pral.g_00774	Prbh.g_00514
OG0000354	Pral.g_00773	Prbh.g_00513
OG0000355	Pral.g_00772	Prbh.g_00512
OG0000356	Pral.g_00771	Prbh.g_00511
OG0000357	Pral.g_00770	Prbh.g_00510
OG0000358	Pral.g_00769	Prbh.g_00509
OG0000359	Pral.g_00767	Prbh.g_00507
OG0000360	Pral.g_00764	Prbh.g_00504
OG0000361	Pral.g_00763	Prbh.g_00503
OG0000362	Pral.g_00762	Prbh.g_00502
OG0000363	Pral.g_00761	Prbh.g_00501
OG0000364	Pral.g_00756	Prbh.g_00497
OG0000365	Pral.g_00755	Prbh.g_00496
OG0000366	Pral.g_00753	Prbh.g_00493
OG0000367	Pral.g_00752	Prbh.g_00492
OG0000368	Pral.g_00751	Prbh.g_00491
OG0000369	Pral.g_00750	Prbh.g_00490
OG0000370	Pral.g_00749	Prbh.g_00489
OG0000371	Pral.g_00748	Prbh.g_00487
OG0000372	Pral.g_00747	Prbh.g_00486
OG0000373	Pral.g_00746	Prbh.g_00485
OG0000374	Pral.g_00744	Prbh.g_00484
OG0000375	Pral.g_00743	Prbh.g_00483
OG0000376	Pral.g_00740	Prbh.g_00480
OG0000377	Pral.g_00739	Prbh.g_00479
OG0000378	Pral.g_00738	Prbh.g_00478
OG0000379	Pral.g_00737	Prbh.g_00477
OG0000380	Pral.g_00736	Prbh.g_00476
OG0000381	Pral.g_00735	Prbh.g_00475
OG0000382	Pral.g_00734	Prbh.g_00474
OG0000383	Pral.g_00733	Prbh.g_00473
OG0000384	Pral.g_00731	Prbh.g_00471
OG0000385	Pral.g_00730	Prbh.g_00470
OG0000386	Pral.g_00729	Prbh.g_00469
OG0000387	Pral.g_00728	Prbh.g_00468
OG0000388	Pral.g_00727	Prbh.g_00467
OG0000389	Pral.g_00726	Prbh.g_00466
OG0000390	Pral.g_00725	Prbh.g_00465
OG0000391	Pral.g_00724	Prbh.g_00464
OG0000392	Pral.g_00723	Prbh.g_00463
OG0000393	Pral.g_00722	Prbh.g_00462
OG0000394	Pral.g_00721	Prbh.g_00461
OG0000395	Pral.g_00720	Prbh.g_00460
OG0000396	Pral.g_00718	Prbh.g_00458
OG0000397	Pral.g_00716	Prbh.g_00456
OG0000398	Pral.g_00715	Prbh.g_00455
OG0000399	Pral.g_00712	Prbh.g_00452
OG0000400	Pral.g_00706	Prbh.g_00446
OG0000401	Pral.g_00705	Prbh.g_00445
OG0000402	Pral.g_00698	Prbh.g_00439
OG0000403	Pral.g_00696	Prbh.g_00437
OG0000404	Pral.g_00695	Prbh.g_00436
OG0000405	Pral.g_00694	Prbh.g_00435
OG0000406	Pral.g_00691	Prbh.g_00431
OG0000407	Pral.g_00690	Prbh.g_00430
OG0000408	Pral.g_00687	Prbh.g_00427
OG0000409	Pral.g_00686	Prbh.g_00426
OG0000410	Pral.g_00685	Prbh.g_00425
OG0000411	Pral.g_00684	Prbh.g_00424
OG0000412	Pral.g_00683	Prbh.g_00423
OG0000413	Pral.g_00682	Prbh.g_00422
OG0000414	Pral.g_00681	Prbh.g_00421
OG0000415	Pral.g_00680	Prbh.g_00420
OG0000416	Pral.g_00677	Prbh.g_00416
OG0000417	Pral.g_00676	Prbh.g_00415
OG0000418	Pral.g_00674	Prbh.g_00413
OG0000419	Pral.g_00673	Prbh.g_00412
OG0000420	Pral.g_01541	Prbh.g_01008
OG0000421	Pral.g_01322	Prbh.g_01327
OG0000422	Pral.g_01039	Prbh.g_01877
OG0000423	Pral.g_01840	Prbh.g_01320
OG0000424	Pral.g_00171	Prbh.g_01718
OG0000425	Pral.g_00663	Prbh.g_00401
OG0000426	Pral.g_00662	Prbh.g_00400
OG0000427	Pral.g_00661	Prbh.g_00399
OG0000428	Pral.g_00659	Prbh.g_00397
OG0000429	Pral.g_00658	Prbh.g_00396
OG0000430	Pral.g_00656	Prbh.g_00394
OG0000431	Pral.g_00655	Prbh.g_00393
OG0000432	Pral.g_00654	Prbh.g_00392
OG0000433	Pral.g_00653	Prbh.g_00391
OG0000434	Pral.g_00651	Prbh.g_00390
OG0000435	Pral.g_00650	Prbh.g_00389
OG0000436	Pral.g_00649	Prbh.g_00388
OG0000437	Pral.g_00648	Prbh.g_00387
OG0000438	Pral.g_00647	Prbh.g_00386
OG0000439	Pral.g_00646	Prbh.g_00385
OG0000440	Pral.g_00645	Prbh.g_00384
OG0000441	Pral.g_00644	Prbh.g_00383
OG0000442	Pral.g_00643	Prbh.g_00382
OG0000443	Pral.g_00642	Prbh.g_00381
OG0000444	Pral.g_00641	Prbh.g_00380
OG0000445	Pral.g_00635	Prbh.g_00374
OG0000446	Pral.g_00633	Prbh.g_00372
OG0000447	Pral.g_00632	Prbh.g_00371
OG0000448	Pral.g_00631	Prbh.g_00370
OG0000449	Pral.g_00627	Prbh.g_00367
OG0000450	Pral.g_00626	Prbh.g_00366
OG0000451	Pral.g_00625	Prbh.g_00365
OG0000452	Pral.g_00623	Prbh.g_00363
OG0000453	Pral.g_00622	Prbh.g_00361
OG0000454	Pral.g_00621	Prbh.g_00360
OG0000455	Pral.g_00619	Prbh.g_00358
OG0000456	Pral.g_00615	Prbh.g_00354
OG0000457	Pral.g_00613	Prbh.g_00353
OG0000458	Pral.g_00612	Prbh.g_00352
OG0000459	Pral.g_00610	Prbh.g_00350
OG0000460	Pral.g_00608	Prbh.g_00348
OG0000461	Pral.g_00607	Prbh.g_00347
OG0000462	Pral.g_00606	Prbh.g_00346
OG0000463	Pral.g_00603	Prbh.g_00344
OG0000464	Pral.g_00602	Prbh.g_00343
OG0000465	Pral.g_00601	Prbh.g_00342
OG0000466	Pral.g_00600	Prbh.g_00341
OG0000467	Pral.g_00599	Prbh.g_00340
OG0000468	Pral.g_00598	Prbh.g_00339
OG0000469	Pral.g_00597	Prbh.g_00338
OG0000470	Pral.g_00596	Prbh.g_00337
OG0000471	Pral.g_00595	Prbh.g_00336
OG0000472	Pral.g_00590	Prbh.g_00329
OG0000473	Pral.g_00589	Prbh.g_00328
OG0000474	Pral.g_00588	Prbh.g_00327
OG0000475	Pral.g_00587	Prbh.g_00326
OG0000476	Pral.g_00585	Prbh.g_00325
OG0000477	Pral.g_00584	Prbh.g_00324
OG0000478	Pral.g_00583	Prbh.g_00323
OG0000479	Pral.g_00582	Prbh.g_00322
OG0000480	Pral.g_00580	Prbh.g_00320
OG0000481	Pral.g_00578	Prbh.g_00318
OG0000482	Pral.g_00577	Prbh.g_00317
OG0000483	Pral.g_00575	Prbh.g_00315
OG0000484	Pral.g_00574	Prbh.g_00314
OG0000485	Pral.g_00573	Prbh.g_00313
OG0000486	Pral.g_00571	Prbh.g_00311
OG0000487	Pral.g_00566	Prbh.g_00306
OG0000488	Pral.g_00565	Prbh.g_00305
OG0000489	Pral.g_00564	Prbh.g_00304
OG0000490	Pral.g_00563	Prbh.g_00303
OG0000491	Pral.g_00562	Prbh.g_00302
OG0000492	Pral.g_00561	Prbh.g_00301
OG0000493	Pral.g_00560	Prbh.g_00299
OG0000494	Pral.g_00559	Prbh.g_00298
OG0000495	Pral.g_00556	Prbh.g_00295
OG0000496	Pral.g_00555	Prbh.g_00294
OG0000497	Pral.g_00554	Prbh.g_00293
OG0000498	Pral.g_00553	Prbh.g_00292
OG0000499	Pral.g_00552	Prbh.g_00291
OG0000500	Pral.g_00550	Prbh.g_00290
OG0000501	Pral.g_00549	Prbh.g_00289
OG0000502	Pral.g_00548	Prbh.g_00288
OG0000503	Pral.g_00546	Prbh.g_00286
OG0000504	Pral.g_00545	Prbh.g_00285
OG0000505	Pral.g_00544	Prbh.g_00284
OG0000506	Pral.g_00543	Prbh.g_00283
OG0000507	Pral.g_00542	Prbh.g_00282
OG0000508	Pral.g_00541	Prbh.g_00281
OG0000509	Pral.g_00540	Prbh.g_00280
OG0000510	Pral.g_00539	Prbh.g_00279
OG0000511	Pral.g_00537	Prbh.g_00277
OG0000512	Pral.g_00536	Prbh.g_00276
OG0000513	Pral.g_00535	Prbh.g_00275
OG0000514	Pral.g_00534	Prbh.g_00274
OG0000515	Pral.g_00533	Prbh.g_00273
OG0000516	Pral.g_00532	Prbh.g_00272
OG0000517	Pral.g_00530	Prbh.g_00270
OG0000518	Pral.g_00529	Prbh.g_00269
OG0000519	Pral.g_00527	Prbh.g_00267
OG0000520	Pral.g_00525	Prbh.g_00265
OG0000521	Pral.g_00524	Prbh.g_00264
OG0000522	Pral.g_00523	Prbh.g_00263
OG0000523	Pral.g_00522	Prbh.g_00262
OG0000524	Pral.g_00521	Prbh.g_00261
OG0000525	Pral.g_00520	Prbh.g_00260
OG0000526	Pral.g_00519	Prbh.g_00259
OG0000527	Pral.g_00518	Prbh.g_00258
OG0000528	Pral.g_00516	Prbh.g_00257
OG0000529	Pral.g_00515	Prbh.g_00256
OG0000530	Pral.g_00514	Prbh.g_00255
OG0000531	Pral.g_00513	Prbh.g_00254
OG0000532	Pral.g_00512	Prbh.g_00253
OG0000533	Pral.g_00510	Prbh.g_00251
OG0000534	Pral.g_00509	Prbh.g_00250
OG0000535	Pral.g_00508	Prbh.g_00249
OG0000536	Pral.g_00507	Prbh.g_00248
OG0000537	Pral.g_00506	Prbh.g_00247
OG0000538	Pral.g_00505	Prbh.g_00246
OG0000539	Pral.g_00503	Prbh.g_00244
OG0000540	Pral.g_00502	Prbh.g_00243
OG0000541	Pral.g_00501	Prbh.g_00242
OG0000542	Pral.g_00498	Prbh.g_00239
OG0000543	Pral.g_00497	Prbh.g_00238
OG0000544	Pral.g_00496	Prbh.g_00237
OG0000545	Pral.g_00495	Prbh.g_00236
OG0000546	Pral.g_00494	Prbh.g_00235
OG0000547	Pral.g_00493	Prbh.g_00234
OG0000548	Pral.g_00492	Prbh.g_00233
OG0000549	Pral.g_00490	Prbh.g_00231
OG0000550	Pral.g_00489	Prbh.g_00230
OG0000551	Pral.g_00488	Prbh.g_00229
OG0000552	Pral.g_00487	Prbh.g_00228
OG0000553	Pral.g_00486	Prbh.g_00227
OG0000554	Pral.g_00485	Prbh.g_00226
