Orthogroup	Prav	Syaf
OG0000204	Prav.g_00843	Syaf.g_00768
OG0000205	Prav.g_00836	Syaf.g_00761
OG0000206	Prav.g_00831	Syaf.g_00736
OG0000207	Prav.g_00829	Syaf.g_00735
OG0000208	Prav.g_00828	Syaf.g_00734
OG0000209	Prav.g_00819	Syaf.g_00714
OG0000210	Prav.g_00818	Syaf.g_00713
OG0000211	Prav.g_00805	Syaf.g_02791
OG0000212	Prav.g_00798	Syaf.g_02781
OG0000213	Prav.g_01904	Syaf.g_00210
OG0000214	Prav.g_01914	Syaf.g_00226
OG0000215	Prav.g_01938	Syaf.g_00258
OG0000216	Prav.g_01940	Syaf.g_00262
OG0000217	Prav.g_01943	Syaf.g_00266
OG0000218	Prav.g_01945	Syaf.g_00268
OG0000219	Prav.g_01946	Syaf.g_00269
OG0000220	Prav.g_01947	Syaf.g_00270
OG0000221	Prav.g_01948	Syaf.g_02597, Syaf.g_00273
OG0000222	Prav.g_01956	Syaf.g_00287
OG0000223	Prav.g_01969	Syaf.g_00317
OG0000224	Prav.g_01971	Syaf.g_00324
OG0000225	Prav.g_01992	Syaf.g_00007
OG0000226	Prav.g_01996	Syaf.g_00003
OG0000227	Prav.g_01998	Syaf.g_00001
OG0000228	Prav.g_00974	Syaf.g_02808
OG0000229	Prav.g_01035	Syaf.g_01214
OG0000230	Prav.g_01037	Syaf.g_01216
OG0000231	Prav.g_01048	Syaf.g_01236
OG0000232	Prav.g_01056	Syaf.g_02536
OG0000233	Prav.g_01061	Syaf.g_02528
OG0000234	Prav.g_01074	Syaf.g_02497
OG0000235	Prav.g_01077	Syaf.g_02722
OG0000236	Prav.g_01091	Syaf.g_02707
OG0000237	Prav.g_01104	Syaf.g_02690
OG0000238	Prav.g_01110	Syaf.g_02685
OG0000239	Prav.g_01123	Syaf.g_02669
OG0000240	Prav.g_01124	Syaf.g_02668
OG0000241	Prav.g_01128	Syaf.g_02322
OG0000242	Prav.g_01130	Syaf.g_02656
OG0000243	Prav.g_01141, Prav.g_00954	Syaf.g_02634
OG0000244	Prav.g_01144	Syaf.g_02627
OG0000245	Prav.g_01146	Syaf.g_02625
OG0000246	Prav.g_01150	Syaf.g_02621
OG0000247	Prav.g_01160	Syaf.g_02610
OG0000248	Prav.g_01162	Syaf.g_02607
OG0000249	Prav.g_01164	Syaf.g_02605
OG0000250	Prav.g_01169	Syaf.g_02593
OG0000251	Prav.g_01187	Syaf.g_02568
OG0000252	Prav.g_01190	Syaf.g_02565
OG0000253	Prav.g_01191	Syaf.g_02564
OG0000254	Prav.g_01207	Syaf.g_02371
OG0000255	Prav.g_01213	Syaf.g_02352
OG0000256	Prav.g_01225	Syaf.g_02329
OG0000257	Prav.g_01228	Syaf.g_02323
OG0000258	Prav.g_01241	Syaf.g_02301
OG0000259	Prav.g_01258	Syaf.g_02137
OG0000260	Prav.g_01261	Syaf.g_02134
OG0000261	Prav.g_01263	Syaf.g_02131
OG0000262	Prav.g_01267	Syaf.g_02126
OG0000263	Prav.g_01279	Syaf.g_01585
OG0000264	Prav.g_01289	Syaf.g_01473
OG0000265	Prav.g_00306	Syaf.g_01196
OG0000266	Prav.g_00316	Syaf.g_01967
OG0000267	Prav.g_00327	Syaf.g_01787
OG0000268	Prav.g_00328	Syaf.g_00307, Syaf.g_01788
OG0000269	Prav.g_00392	Syaf.g_02054
OG0000270	Prav.g_00395	Syaf.g_02051
OG0000271	Prav.g_00403	Syaf.g_02043
OG0000272	Prav.g_00404	Syaf.g_02042
OG0000273	Prav.g_00427	Syaf.g_01392
OG0000274	Prav.g_00428	Syaf.g_01391
OG0000275	Prav.g_00430	Syaf.g_01386
OG0000276	Prav.g_00435	Syaf.g_01379
OG0000277	Prav.g_00436	Syaf.g_01378
OG0000278	Prav.g_00439	Syaf.g_01375
OG0000279	Prav.g_00446	Syaf.g_01367
OG0000280	Prav.g_00447	Syaf.g_01337
OG0000281	Prav.g_00452	Syaf.g_01636
OG0000282	Prav.g_00501	Syaf.g_02101
OG0000283	Prav.g_00533	Syaf.g_01804
OG0000284	Prav.g_00538	Syaf.g_01810
OG0000285	Prav.g_00543	Syaf.g_01842
OG0000286	Prav.g_00555	Syaf.g_01860
OG0000287	Prav.g_00572	Syaf.g_01896
OG0000288	Prav.g_00906	Syaf.g_01929
OG0000289	Prav.g_00917	Syaf.g_01943
OG0000290	Prav.g_00930	Syaf.g_01439
OG0000291	Prav.g_00932	Syaf.g_01441
OG0000292	Prav.g_00261	Syaf.g_00505
OG0000293	Prav.g_00056	Syaf.g_01277
OG0000294	Prav.g_00057	Syaf.g_01278
OG0000295	Prav.g_00077	Syaf.g_01316
OG0000296	Prav.g_01867	Syaf.g_01318
OG0000297	Prav.g_01859	Syaf.g_01607
OG0000298	Prav.g_01858	Syaf.g_01606
OG0000299	Prav.g_01841	Syaf.g_01578
OG0000300	Prav.g_01838	Syaf.g_01571
OG0000301	Prav.g_00955, Prav.g_01837	Syaf.g_01570
OG0000302	Prav.g_01835	Syaf.g_01568
OG0000303	Prav.g_01828	Syaf.g_01559
OG0000304	Prav.g_01824	Syaf.g_01551
OG0000305	Prav.g_01465	Syaf.g_01444
OG0000306	Prav.g_01468	Syaf.g_01332
OG0000307	Prav.g_01482	Syaf.g_02742
OG0000308	Prav.g_01483	Syaf.g_02744
OG0000309	Prav.g_01487	Syaf.g_02749
OG0000310	Prav.g_01563	Syaf.g_02387
OG0000311	Prav.g_01565	Syaf.g_02391
OG0000312	Prav.g_01568	Syaf.g_02397
OG0000313	Prav.g_01582	Syaf.g_02421
OG0000314	Prav.g_01605	Syaf.g_02458
OG0000315	Prav.g_01615	Syaf.g_02468
OG0000316	Prav.g_01635	Syaf.g_01088
OG0000317	Prav.g_01759	Syaf.g_01040
OG0000318	Prav.g_01762	Syaf.g_01032
OG0000319	Prav.g_01775	Syaf.g_01015
OG0000320	Prav.g_01777	Syaf.g_01013
OG0000321	Prav.g_01778	Syaf.g_01012
OG0000322	Prav.g_01779	Syaf.g_01011
OG0000323	Prav.g_01788	Syaf.g_00997
OG0000324	Prav.g_01815	Syaf.g_01164
OG0000325	Prav.g_00269	Syaf.g_00176
OG0000326	Prav.g_00275	Syaf.g_00169
OG0000327	Prav.g_00591	Syaf.g_00138
OG0000328	Prav.g_00592	Syaf.g_00137
OG0000329	Prav.g_00609	Syaf.g_00119
OG0000330	Prav.g_00610	Syaf.g_00118
OG0000331	Prav.g_00611	Syaf.g_00117
OG0000332	Prav.g_00625	Syaf.g_00102
OG0000333	Prav.g_00627	Syaf.g_00099
OG0000334	Prav.g_00635	Syaf.g_00090
OG0000335	Prav.g_00640	Syaf.g_00085
OG0000336	Prav.g_00644	Syaf.g_00081
OG0000337	Prav.g_00661	Syaf.g_00344
OG0000338	Prav.g_00662	Syaf.g_00348
OG0000339	Prav.g_00666	Syaf.g_00355
OG0000340	Prav.g_00674	Syaf.g_00366
OG0000341	Prav.g_00676	Syaf.g_00368
OG0000342	Prav.g_00677	Syaf.g_00369
OG0000343	Prav.g_00678	Syaf.g_00370
OG0000344	Prav.g_00681	Syaf.g_00374
OG0000345	Prav.g_00686	Syaf.g_00384
OG0000346	Prav.g_00690	Syaf.g_00389
OG0000347	Prav.g_00706	Syaf.g_00415
OG0000348	Prav.g_00715	Syaf.g_00427
OG0000349	Prav.g_00732	Syaf.g_00445
OG0000350	Prav.g_00751	Syaf.g_00162
OG0000351	Prav.g_00768	Syaf.g_00528
OG0000352	Prav.g_00769	Syaf.g_00527
OG0000353	Prav.g_00785	Syaf.g_00499
OG0000354	Prav.g_01352	Syaf.g_00479
OG0000355	Prav.g_00787	Syaf.g_00497
OG0000356	Prav.g_00788	Syaf.g_00496
OG0000357	Prav.g_00789	Syaf.g_00495
OG0000358	Prav.g_00793	Syaf.g_00491
OG0000359	Prav.g_00794	Syaf.g_00489
OG0000360	Prav.g_00795	Syaf.g_00488
OG0000361	Prav.g_00078	Syaf.g_00487
OG0000362	Prav.g_00080	Syaf.g_00485
OG0000363	Prav.g_00082	Syaf.g_00483
OG0000364	Prav.g_00083	Syaf.g_00482
OG0000365	Prav.g_00088	Syaf.g_00473
OG0000366	Prav.g_00089	Syaf.g_00472
OG0000367	Prav.g_00090	Syaf.g_00471
OG0000368	Prav.g_00092	Syaf.g_00469
OG0000369	Prav.g_00093	Syaf.g_00468
OG0000370	Prav.g_00094	Syaf.g_00467
OG0000371	Prav.g_00100	Syaf.g_00458
OG0000372	Prav.g_00103	Syaf.g_00453
OG0000373	Prav.g_00104	Syaf.g_00452
OG0000374	Prav.g_00105	Syaf.g_00451
OG0000375	Prav.g_00111	Syaf.g_00449
OG0000376	Prav.g_00113	Syaf.g_00447
OG0000377	Prav.g_00116	Syaf.g_00654
OG0000378	Prav.g_00118	Syaf.g_00668
OG0000379	Prav.g_00121	Syaf.g_00686
OG0000380	Prav.g_00131	Syaf.g_00965
OG0000381	Prav.g_00135	Syaf.g_00962
OG0000382	Prav.g_00146	Syaf.g_00945
OG0000383	Prav.g_00148	Syaf.g_00941
OG0000384	Prav.g_00149	Syaf.g_00940
OG0000385	Prav.g_00150	Syaf.g_00939
OG0000386	Prav.g_00151	Syaf.g_00938
OG0000387	Prav.g_00164	Syaf.g_00912
OG0000388	Prav.g_00167	Syaf.g_00908
OG0000389	Prav.g_00171	Syaf.g_00904
OG0000390	Prav.g_00178	Syaf.g_00883
OG0000391	Prav.g_00181	Syaf.g_00878
OG0000392	Prav.g_00185	Syaf.g_00872
OG0000393	Prav.g_00187	Syaf.g_00870
OG0000394	Prav.g_00188	Syaf.g_00869
OG0000395	Prav.g_00189	Syaf.g_00868
OG0000396	Prav.g_00192	Syaf.g_00865
OG0000397	Prav.g_00194	Syaf.g_00863
OG0000398	Prav.g_00196	Syaf.g_00858
OG0000399	Prav.g_00197	Syaf.g_00857
OG0000400	Prav.g_00198	Syaf.g_00856
OG0000401	Prav.g_00199	Syaf.g_00855
OG0000402	Prav.g_00201	Syaf.g_00852
OG0000403	Prav.g_00202	Syaf.g_00851
OG0000404	Prav.g_00203	Syaf.g_00850
OG0000405	Prav.g_00207	Syaf.g_00835
OG0000406	Prav.g_00214	Syaf.g_00831
OG0000407	Prav.g_00215	Syaf.g_00830
OG0000409	Prav.g_00886	Syaf.g_00826
OG0000410	Prav.g_00885	Syaf.g_00825
OG0000411	Prav.g_00884	Syaf.g_00824
OG0000412	Prav.g_00883	Syaf.g_00823
OG0000413	Prav.g_00882	Syaf.g_00821
OG0000414	Prav.g_00881	Syaf.g_00820
OG0000415	Prav.g_00880	Syaf.g_00819
OG0000416	Prav.g_00879	Syaf.g_00818
OG0000417	Prav.g_00878	Syaf.g_00817
OG0000418	Prav.g_00873	Syaf.g_00812
OG0000419	Prav.g_00871	Syaf.g_00810
OG0000420	Prav.g_00870	Syaf.g_00808
OG0000421	Prav.g_00865	Syaf.g_00803
OG0000422	Prav.g_00864	Syaf.g_00802
OG0000423	Prav.g_00863	Syaf.g_00801
OG0000424	Prav.g_00862	Syaf.g_00800
OG0000425	Prav.g_00861	Syaf.g_00799
OG0000426	Prav.g_00860	Syaf.g_00798
OG0000427	Prav.g_00859	Syaf.g_00797
OG0000428	Prav.g_00857	Syaf.g_00794
OG0000429	Prav.g_00856	Syaf.g_00792
OG0000430	Prav.g_00855	Syaf.g_00790
OG0000431	Prav.g_00853	Syaf.g_00786
OG0000432	Prav.g_00850	Syaf.g_00779
OG0000433	Prav.g_00849	Syaf.g_00777
OG0000434	Prav.g_00848	Syaf.g_00776
OG0000435	Prav.g_00847	Syaf.g_00772
OG0000436	Prav.g_00842	Syaf.g_00767
OG0000437	Prav.g_00841	Syaf.g_00766
OG0000438	Prav.g_00840	Syaf.g_00765
OG0000439	Prav.g_00838	Syaf.g_00763
OG0000440	Prav.g_00837	Syaf.g_00762
OG0000441	Prav.g_00834	Syaf.g_00756
OG0000442	Prav.g_00833	Syaf.g_00743
OG0000443	Prav.g_00832	Syaf.g_00739
OG0000444	Prav.g_00827	Syaf.g_00733
OG0000445	Prav.g_00826	Syaf.g_00729
OG0000446	Prav.g_00825	Syaf.g_00728
OG0000447	Prav.g_00824	Syaf.g_00725
OG0000448	Prav.g_00823	Syaf.g_00724
OG0000449	Prav.g_00822	Syaf.g_00723
OG0000450	Prav.g_00821	Syaf.g_00717
OG0000451	Prav.g_00820	Syaf.g_00716
OG0000452	Prav.g_00817	Syaf.g_00712
OG0000453	Prav.g_00816	Syaf.g_00711
OG0000454	Prav.g_00815	Syaf.g_00710
OG0000455	Prav.g_00814	Syaf.g_00709
OG0000456	Prav.g_00813	Syaf.g_00708
OG0000457	Prav.g_00812	Syaf.g_00706
OG0000458	Prav.g_00811	Syaf.g_00705
OG0000459	Prav.g_00810	Syaf.g_00704
OG0000460	Prav.g_00803	Syaf.g_02789
OG0000461	Prav.g_01889	Syaf.g_00183
OG0000462	Prav.g_01891	Syaf.g_00186
OG0000463	Prav.g_01892	Syaf.g_00187
OG0000464	Prav.g_01893	Syaf.g_00188
OG0000465	Prav.g_01894	Syaf.g_00190
OG0000466	Prav.g_01897	Syaf.g_00194
OG0000467	Prav.g_01898	Syaf.g_00196
OG0000468	Prav.g_01900	Syaf.g_00206
OG0000469	Prav.g_01909	Syaf.g_00220
OG0000470	Prav.g_01911	Syaf.g_00222
OG0000471	Prav.g_01912	Syaf.g_00223
OG0000472	Prav.g_01913	Syaf.g_00225
OG0000473	Prav.g_01915	Syaf.g_00227
OG0000474	Prav.g_01916	Syaf.g_00228
OG0000475	Prav.g_01917	Syaf.g_00229
OG0000476	Prav.g_01918	Syaf.g_00231
OG0000477	Prav.g_01921	Syaf.g_00237
OG0000478	Prav.g_01922	Syaf.g_00238
OG0000479	Prav.g_01923	Syaf.g_00239
OG0000480	Prav.g_01928	Syaf.g_00247
OG0000481	Prav.g_01930	Syaf.g_00249
OG0000482	Prav.g_01931	Syaf.g_00250
OG0000483	Prav.g_01934	Syaf.g_00254
OG0000484	Prav.g_01935	Syaf.g_00255
OG0000485	Prav.g_01936	Syaf.g_00256
OG0000486	Prav.g_01937	Syaf.g_00257
OG0000487	Prav.g_01941	Syaf.g_00263
OG0000488	Prav.g_01944	Syaf.g_00267
OG0000489	Prav.g_01949	Syaf.g_00274
OG0000490	Prav.g_01954	Syaf.g_00284
OG0000491	Prav.g_01955	Syaf.g_00285
OG0000492	Prav.g_01957	Syaf.g_00288
OG0000493	Prav.g_01958	Syaf.g_00289
OG0000494	Prav.g_01959	Syaf.g_00290
OG0000495	Prav.g_01960	Syaf.g_00291
OG0000496	Prav.g_01961	Syaf.g_00292
OG0000497	Prav.g_01962	Syaf.g_00293
OG0000498	Prav.g_01963	Syaf.g_00294
OG0000499	Prav.g_01964	Syaf.g_00295
OG0000500	Prav.g_01965	Syaf.g_00296
OG0000501	Prav.g_01967	Syaf.g_00299
OG0000502	Prav.g_01970	Syaf.g_00319
OG0000503	Prav.g_01980	Syaf.g_00023
OG0000504	Prav.g_01981	Syaf.g_00021
OG0000505	Prav.g_01982	Syaf.g_00020
OG0000506	Prav.g_01984	Syaf.g_00018
OG0000507	Prav.g_01987	Syaf.g_00012
OG0000508	Prav.g_01991	Syaf.g_00008
OG0000509	Prav.g_01993	Syaf.g_00006
OG0000510	Prav.g_01994	Syaf.g_00005
OG0000511	Prav.g_01995	Syaf.g_00004
OG0000512	Prav.g_01997	Syaf.g_00002
OG0000513	Prav.g_00977	Syaf.g_02803
OG0000514	Prav.g_01030	Syaf.g_02796
OG0000515	Prav.g_01031	Syaf.g_02795
OG0000516	Prav.g_01032	Syaf.g_01219
OG0000517	Prav.g_01034	Syaf.g_01213
OG0000518	Prav.g_01045	Syaf.g_01230
OG0000519	Prav.g_01046	Syaf.g_01231
OG0000520	Prav.g_01047	Syaf.g_01235
OG0000521	Prav.g_01052	Syaf.g_02542
OG0000522	Prav.g_01053	Syaf.g_02538
OG0000523	Prav.g_01054	Syaf.g_02537
OG0000524	Prav.g_01059	Syaf.g_02531
OG0000525	Prav.g_01062	Syaf.g_02507
OG0000526	Prav.g_01063	Syaf.g_02504
OG0000527	Prav.g_01071	Syaf.g_02500
OG0000528	Prav.g_01076	Syaf.g_02728
OG0000529	Prav.g_01079	Syaf.g_02720
OG0000530	Prav.g_01082	Syaf.g_02717
OG0000531	Prav.g_01083	Syaf.g_02716
OG0000532	Prav.g_01085	Syaf.g_02713
OG0000533	Prav.g_01086	Syaf.g_02712
OG0000534	Prav.g_01087	Syaf.g_02711
OG0000535	Prav.g_01088	Syaf.g_02710
OG0000536	Prav.g_01089	Syaf.g_02709
OG0000537	Prav.g_01090	Syaf.g_02708
OG0000538	Prav.g_01098	Syaf.g_02697
OG0000539	Prav.g_01099	Syaf.g_02696
OG0000540	Prav.g_01100	Syaf.g_02695
OG0000541	Prav.g_01101	Syaf.g_02694
OG0000542	Prav.g_01103	Syaf.g_02691
OG0000543	Prav.g_01105	Syaf.g_02689
OG0000544	Prav.g_01106	Syaf.g_02688
OG0000545	Prav.g_01108	Syaf.g_02686
OG0000546	Prav.g_01111	Syaf.g_02684
OG0000547	Prav.g_01113	Syaf.g_02682
OG0000548	Prav.g_01114	Syaf.g_02681
OG0000549	Prav.g_01116	Syaf.g_02676
OG0000550	Prav.g_01121	Syaf.g_02671
OG0000551	Prav.g_01125	Syaf.g_02666
OG0000552	Prav.g_01126	Syaf.g_02665
OG0000553	Prav.g_01127	Syaf.g_02663
OG0000554	Prav.g_01132	Syaf.g_02653
OG0000555	Prav.g_01140	Syaf.g_02635
OG0000556	Prav.g_01142	Syaf.g_02630
OG0000557	Prav.g_01143	Syaf.g_02628
OG0000558	Prav.g_01145	Syaf.g_02626
OG0000559	Prav.g_01149	Syaf.g_02622
OG0000560	Prav.g_01152	Syaf.g_02619
OG0000561	Prav.g_01153	Syaf.g_02618
