Orthogroup	Prav	Syac
OG0000183	Prav.g_00091	Syac.g_00026
OG0000184	Prav.g_00117	Syac.g_02339
OG0000185	Prav.g_00120	Syac.g_02336
OG0000186	Prav.g_00129	Syac.g_00454
OG0000187	Prav.g_00130	Syac.g_00453
OG0000188	Prav.g_00147	Syac.g_00433
OG0000189	Prav.g_00161	Syac.g_00408
OG0000190	Prav.g_00162	Syac.g_00406
OG0000191	Prav.g_00182	Syac.g_00373
OG0000192	Prav.g_00186	Syac.g_00368
OG0000193	Prav.g_00213	Syac.g_00329
OG0000194	Prav.g_00216	Syac.g_00326
OG0000195	Prav.g_00887	Syac.g_00324
OG0000196	Prav.g_00877	Syac.g_00313
OG0000197	Prav.g_00876	Syac.g_00312
OG0000198	Prav.g_00875	Syac.g_00311
OG0000199	Prav.g_00868	Syac.g_00303
OG0000200	Prav.g_00854	Syac.g_02261
OG0000201	Prav.g_00846	Syac.g_02278
OG0000202	Prav.g_00845	Syac.g_02279
OG0000203	Prav.g_00844	Syac.g_02280
OG0000204	Prav.g_00843	Syac.g_02281
OG0000205	Prav.g_00836	Syac.g_02288
OG0000206	Prav.g_00831	Syac.g_02297
OG0000207	Prav.g_00829	Syac.g_02300
OG0000208	Prav.g_00828	Syac.g_02301
OG0000209	Prav.g_00819	Syac.g_02316
OG0000210	Prav.g_00818	Syac.g_02317
OG0000211	Prav.g_00805	Syac.g_01972
OG0000212	Prav.g_00798	Syac.g_01963
OG0000213	Prav.g_01904	Syac.g_02219
OG0000214	Prav.g_01914	Syac.g_02236
OG0000215	Prav.g_01938	Syac.g_00281
OG0000216	Prav.g_01940	Syac.g_00277
OG0000217	Prav.g_01943	Syac.g_00273
OG0000218	Prav.g_01945	Syac.g_00271
OG0000219	Prav.g_01946	Syac.g_00270
OG0000220	Prav.g_01947	Syac.g_00269
OG0000221	Prav.g_01948	Syac.g_00261
OG0000222	Prav.g_01956	Syac.g_00247
OG0000223	Prav.g_01969	Syac.g_00225
OG0000224	Prav.g_01971	Syac.g_00217
OG0000225	Prav.g_01992	Syac.g_02004
OG0000226	Prav.g_01996	Syac.g_02000
OG0000227	Prav.g_01998	Syac.g_01998
OG0000228	Prav.g_00974	Syac.g_01989
OG0000229	Prav.g_01035	Syac.g_00692
OG0000230	Prav.g_01037	Syac.g_00694
OG0000231	Prav.g_01048	Syac.g_00710
OG0000232	Prav.g_01056	Syac.g_01717
OG0000233	Prav.g_01061	Syac.g_01713
OG0000234	Prav.g_01074	Syac.g_01699
OG0000235	Prav.g_01077	Syac.g_01905
OG0000236	Prav.g_01091	Syac.g_01890
OG0000237	Prav.g_01104	Syac.g_01873
OG0000238	Prav.g_01110	Syac.g_01868
OG0000239	Prav.g_01123	Syac.g_01852
OG0000240	Prav.g_01124	Syac.g_01851
OG0000241	Prav.g_01128	Syac.g_00970
OG0000242	Prav.g_01130	Syac.g_01839
OG0000243	Prav.g_01141, Prav.g_00954	Syac.g_01821
OG0000244	Prav.g_01144	Syac.g_01814
OG0000245	Prav.g_01146	Syac.g_01811
OG0000246	Prav.g_01150	Syac.g_01807
OG0000247	Prav.g_01160	Syac.g_01795
OG0000248	Prav.g_01162	Syac.g_01792
OG0000249	Prav.g_01164	Syac.g_01790
OG0000250	Prav.g_01169	Syac.g_01782
OG0000251	Prav.g_01187	Syac.g_01757
OG0000252	Prav.g_01190	Syac.g_01753
OG0000253	Prav.g_01191	Syac.g_01752
OG0000254	Prav.g_01207	Syac.g_00939
OG0000255	Prav.g_01213	Syac.g_00947
OG0000256	Prav.g_01225	Syac.g_00963
OG0000257	Prav.g_01228	Syac.g_00969
OG0000258	Prav.g_01241	Syac.g_00988
OG0000259	Prav.g_01258	Syac.g_01425
OG0000260	Prav.g_01261	Syac.g_01422
OG0000261	Prav.g_01263	Syac.g_01418
OG0000262	Prav.g_01267	Syac.g_01413
OG0000263	Prav.g_01279	Syac.g_01497
OG0000264	Prav.g_01289	Syac.g_00915
OG0000265	Prav.g_00306	Syac.g_00673
OG0000266	Prav.g_00316	Syac.g_01271
OG0000267	Prav.g_00327	Syac.g_01131
OG0000268	Prav.g_00328	Syac.g_01132
OG0000269	Prav.g_00392	Syac.g_01346
OG0000270	Prav.g_00395	Syac.g_01343
OG0000271	Prav.g_00403	Syac.g_01335
OG0000272	Prav.g_00404	Syac.g_01334
OG0000273	Prav.g_00427	Syac.g_00854
OG0000274	Prav.g_00428	Syac.g_00853
OG0000275	Prav.g_00430	Syac.g_00848
OG0000276	Prav.g_00435	Syac.g_00840
OG0000277	Prav.g_00436	Syac.g_00839
OG0000278	Prav.g_00439	Syac.g_00836
OG0000279	Prav.g_00446	Syac.g_00828
OG0000280	Prav.g_00447	Syac.g_00814
OG0000281	Prav.g_00452	Syac.g_02158
OG0000282	Prav.g_00501	Syac.g_01392
OG0000283	Prav.g_00533	Syac.g_01142
OG0000284	Prav.g_00538	Syac.g_01148
OG0000285	Prav.g_00543	Syac.g_01160
OG0000286	Prav.g_00555	Syac.g_01181
OG0000287	Prav.g_00572	Syac.g_01692, Syac.g_01209
OG0000288	Prav.g_00906	Syac.g_01240
OG0000289	Prav.g_00917	Syac.g_01254
OG0000290	Prav.g_00930	Syac.g_00881
OG0000291	Prav.g_00932	Syac.g_00883
OG0000292	Prav.g_00261	Syac.g_02487
OG0000293	Prav.g_00056	Syac.g_00754
OG0000294	Prav.g_00057	Syac.g_00755
OG0000295	Prav.g_00077	Syac.g_00796
OG0000296	Prav.g_01867	Syac.g_00798
OG0000297	Prav.g_01859	Syac.g_01475
OG0000298	Prav.g_01858	Syac.g_01476
OG0000299	Prav.g_01841	Syac.g_01503
OG0000300	Prav.g_01838	Syac.g_01510
OG0000301	Prav.g_00955, Prav.g_01837	Syac.g_01511
OG0000302	Prav.g_01835	Syac.g_01512
OG0000303	Prav.g_01828	Syac.g_01520
OG0000304	Prav.g_01824	Syac.g_01526
OG0000305	Prav.g_01465	Syac.g_00886
OG0000306	Prav.g_01468	Syac.g_00810
OG0000307	Prav.g_01482	Syac.g_01924
OG0000308	Prav.g_01483	Syac.g_01926
OG0000309	Prav.g_01487	Syac.g_01931
OG0000310	Prav.g_01563	Syac.g_01607
OG0000311	Prav.g_01565	Syac.g_01611
OG0000312	Prav.g_01568	Syac.g_01619
OG0000313	Prav.g_01582	Syac.g_01638
OG0000314	Prav.g_01605	Syac.g_01665
OG0000315	Prav.g_01615	Syac.g_01675
OG0000316	Prav.g_01635	Syac.g_00601
OG0000317	Prav.g_01759	Syac.g_00552
OG0000318	Prav.g_01762	Syac.g_00543
OG0000319	Prav.g_01775	Syac.g_00525
OG0000320	Prav.g_01777	Syac.g_00523
OG0000321	Prav.g_01778	Syac.g_00522
OG0000322	Prav.g_01779	Syac.g_00521
OG0000323	Prav.g_01788	Syac.g_00506
OG0000324	Prav.g_01815	Syac.g_00648
OG0000325	Prav.g_00269	Syac.g_02190
OG0000326	Prav.g_00275	Syac.g_02183
OG0000327	Prav.g_00591	Syac.g_02137
OG0000328	Prav.g_00592	Syac.g_02136
OG0000329	Prav.g_00609	Syac.g_02119
OG0000330	Prav.g_00610	Syac.g_02118
OG0000331	Prav.g_00611	Syac.g_02117
OG0000332	Prav.g_00625	Syac.g_02103
OG0000333	Prav.g_00627	Syac.g_02100
OG0000334	Prav.g_00635	Syac.g_02090
OG0000335	Prav.g_00640	Syac.g_02085
OG0000336	Prav.g_00644	Syac.g_02081
OG0000337	Prav.g_00661	Syac.g_00199
OG0000338	Prav.g_00662	Syac.g_00196
OG0000339	Prav.g_00666	Syac.g_00190
OG0000340	Prav.g_00674	Syac.g_00178
OG0000341	Prav.g_00676	Syac.g_00176
OG0000342	Prav.g_00677	Syac.g_00175
OG0000343	Prav.g_00678	Syac.g_00174
OG0000344	Prav.g_00681	Syac.g_00170
OG0000345	Prav.g_00686	Syac.g_00160
OG0000346	Prav.g_00690	Syac.g_00155
OG0000347	Prav.g_00706	Syac.g_00129
OG0000348	Prav.g_00715	Syac.g_00070, Syac.g_00074
OG0000349	Prav.g_00732	Syac.g_00050
OG0000350	Prav.g_00751	Syac.g_02176
OG0000351	Prav.g_00768	Syac.g_02468
OG0000352	Prav.g_00769	Syac.g_02469
OG0000353	Prav.g_00785	Syac.g_02493
OG0000355	Prav.g_00787	Syac.g_00001
OG0000356	Prav.g_00788	Syac.g_00002
OG0000357	Prav.g_00789	Syac.g_00003
OG0000358	Prav.g_00793	Syac.g_00007
OG0000359	Prav.g_00794	Syac.g_00009
OG0000360	Prav.g_00795	Syac.g_00010
OG0000361	Prav.g_00078	Syac.g_00011
OG0000362	Prav.g_00080	Syac.g_00013
OG0000363	Prav.g_00082	Syac.g_00015
OG0000364	Prav.g_00083	Syac.g_00016
OG0000365	Prav.g_00088	Syac.g_00023
OG0000366	Prav.g_00089	Syac.g_00024
OG0000367	Prav.g_00090	Syac.g_00025
OG0000368	Prav.g_00092	Syac.g_00027
OG0000369	Prav.g_00093	Syac.g_00028
OG0000370	Prav.g_00094	Syac.g_00029
OG0000371	Prav.g_00100	Syac.g_00036
OG0000372	Prav.g_00103	Syac.g_00041
OG0000373	Prav.g_00104	Syac.g_00042
OG0000374	Prav.g_00105	Syac.g_00043
OG0000375	Prav.g_00111	Syac.g_00046
OG0000376	Prav.g_00113	Syac.g_00048
OG0000377	Prav.g_00116	Syac.g_02346
OG0000378	Prav.g_00118	Syac.g_02338
OG0000379	Prav.g_00121	Syac.g_02335
OG0000380	Prav.g_00131	Syac.g_00452
OG0000381	Prav.g_00135	Syac.g_00449
OG0000382	Prav.g_00146	Syac.g_00434
OG0000383	Prav.g_00148	Syac.g_00432
OG0000384	Prav.g_00149	Syac.g_00431
OG0000385	Prav.g_00150	Syac.g_00430
OG0000386	Prav.g_00151	Syac.g_00429
OG0000387	Prav.g_00164	Syac.g_00404
OG0000388	Prav.g_00167	Syac.g_00401
OG0000389	Prav.g_00171	Syac.g_00397
OG0000390	Prav.g_00178	Syac.g_00379
OG0000391	Prav.g_00181	Syac.g_00374
OG0000392	Prav.g_00185	Syac.g_00369
OG0000393	Prav.g_00187	Syac.g_00366
OG0000394	Prav.g_00188	Syac.g_00365
OG0000395	Prav.g_00189	Syac.g_00364
OG0000396	Prav.g_00192	Syac.g_00361
OG0000397	Prav.g_00194	Syac.g_00359
OG0000398	Prav.g_00196	Syac.g_00354
OG0000399	Prav.g_00197	Syac.g_00353
OG0000400	Prav.g_00198	Syac.g_00352
OG0000401	Prav.g_00199	Syac.g_00351
OG0000402	Prav.g_00201	Syac.g_00348
OG0000403	Prav.g_00202	Syac.g_00347
OG0000404	Prav.g_00203	Syac.g_00345
OG0000405	Prav.g_00207	Syac.g_00332
OG0000406	Prav.g_00214	Syac.g_00328
OG0000407	Prav.g_00215	Syac.g_00327
OG0000409	Prav.g_00886	Syac.g_00323
OG0000410	Prav.g_00885	Syac.g_00322
OG0000411	Prav.g_00884	Syac.g_00321
OG0000412	Prav.g_00883	Syac.g_00320
OG0000413	Prav.g_00882	Syac.g_00318
OG0000414	Prav.g_00881	Syac.g_00317
OG0000415	Prav.g_00880	Syac.g_00316
OG0000416	Prav.g_00879	Syac.g_00315
OG0000417	Prav.g_00878	Syac.g_00314
OG0000418	Prav.g_00873	Syac.g_00309
OG0000419	Prav.g_00871	Syac.g_00307
OG0000420	Prav.g_00870	Syac.g_00305
OG0000421	Prav.g_00865	Syac.g_00300
OG0000422	Prav.g_00864	Syac.g_00299
OG0000423	Prav.g_00863	Syac.g_00298
OG0000424	Prav.g_00862	Syac.g_00297
OG0000425	Prav.g_00861	Syac.g_00296
OG0000426	Prav.g_00860	Syac.g_00295
OG0000427	Prav.g_00859	Syac.g_00294
OG0000428	Prav.g_00857	Syac.g_02257
OG0000429	Prav.g_00856	Syac.g_02259
OG0000430	Prav.g_00855	Syac.g_02260
OG0000431	Prav.g_00853	Syac.g_02264
OG0000432	Prav.g_00850	Syac.g_02270
OG0000433	Prav.g_00849	Syac.g_02272
OG0000434	Prav.g_00848	Syac.g_02273
OG0000435	Prav.g_00847	Syac.g_02277
OG0000436	Prav.g_00842	Syac.g_02282
OG0000437	Prav.g_00841	Syac.g_02283
OG0000438	Prav.g_00840	Syac.g_02284
OG0000439	Prav.g_00838	Syac.g_02286
OG0000440	Prav.g_00837	Syac.g_02287
OG0000441	Prav.g_00834	Syac.g_02294
OG0000442	Prav.g_00833	Syac.g_02295
OG0000443	Prav.g_00832	Syac.g_02296
OG0000444	Prav.g_00827	Syac.g_02303
OG0000445	Prav.g_00826	Syac.g_02304
OG0000446	Prav.g_00825	Syac.g_02305
OG0000447	Prav.g_00824	Syac.g_02308
OG0000448	Prav.g_00823	Syac.g_02309
OG0000449	Prav.g_00822	Syac.g_02310
OG0000450	Prav.g_00821	Syac.g_02313
OG0000451	Prav.g_00820	Syac.g_02314
OG0000452	Prav.g_00817	Syac.g_02318
OG0000453	Prav.g_00816	Syac.g_02319
OG0000454	Prav.g_00815	Syac.g_02320
OG0000455	Prav.g_00814	Syac.g_02321
OG0000456	Prav.g_00813	Syac.g_02322
OG0000457	Prav.g_00812	Syac.g_02324
OG0000458	Prav.g_00811	Syac.g_02325
OG0000459	Prav.g_00810	Syac.g_02326
OG0000460	Prav.g_00803	Syac.g_01970
OG0000461	Prav.g_01889	Syac.g_02198
OG0000462	Prav.g_01891	Syac.g_02201
OG0000463	Prav.g_01892	Syac.g_02202
OG0000464	Prav.g_01893	Syac.g_02203
OG0000465	Prav.g_01894	Syac.g_02204
OG0000466	Prav.g_01897	Syac.g_02208
OG0000467	Prav.g_01898	Syac.g_02210
OG0000468	Prav.g_01900	Syac.g_02216
OG0000469	Prav.g_01909	Syac.g_02230
OG0000470	Prav.g_01911	Syac.g_02232
OG0000471	Prav.g_01912	Syac.g_02233
OG0000472	Prav.g_01913	Syac.g_02235
OG0000473	Prav.g_01915	Syac.g_02237
OG0000474	Prav.g_01916	Syac.g_02238
OG0000475	Prav.g_01917	Syac.g_02239
OG0000476	Prav.g_01918	Syac.g_02241
OG0000477	Prav.g_01921	Syac.g_02247
OG0000478	Prav.g_01922	Syac.g_02248
OG0000479	Prav.g_01923	Syac.g_02249
OG0000480	Prav.g_01928	Syac.g_00293
OG0000481	Prav.g_01930	Syac.g_00291
OG0000482	Prav.g_01931	Syac.g_00290
OG0000483	Prav.g_01934	Syac.g_00286
OG0000484	Prav.g_01935	Syac.g_00285
OG0000485	Prav.g_01936	Syac.g_00284
OG0000486	Prav.g_01937	Syac.g_00283
OG0000487	Prav.g_01941	Syac.g_00276
OG0000488	Prav.g_01944	Syac.g_00272
OG0000489	Prav.g_01949	Syac.g_00260
OG0000490	Prav.g_01954	Syac.g_00249
OG0000491	Prav.g_01955	Syac.g_00248
OG0000492	Prav.g_01957	Syac.g_00246
OG0000493	Prav.g_01958	Syac.g_00245
OG0000494	Prav.g_01959	Syac.g_00244
OG0000495	Prav.g_01960	Syac.g_00243
OG0000496	Prav.g_01961	Syac.g_00242
OG0000497	Prav.g_01962	Syac.g_00241
OG0000498	Prav.g_01963	Syac.g_00240
OG0000499	Prav.g_01964	Syac.g_00239
OG0000500	Prav.g_01965	Syac.g_00238
OG0000501	Prav.g_01967	Syac.g_00235
OG0000502	Prav.g_01970	Syac.g_00223
OG0000503	Prav.g_01980	Syac.g_02020
OG0000504	Prav.g_01981	Syac.g_02018
OG0000505	Prav.g_01982	Syac.g_02017
OG0000506	Prav.g_01984	Syac.g_02015
OG0000507	Prav.g_01987	Syac.g_02009
OG0000508	Prav.g_01991	Syac.g_02005
OG0000509	Prav.g_01993	Syac.g_02003
OG0000510	Prav.g_01994	Syac.g_02002
OG0000511	Prav.g_01995	Syac.g_02001
OG0000512	Prav.g_01997	Syac.g_01999
OG0000513	Prav.g_00977	Syac.g_01984
OG0000514	Prav.g_01030	Syac.g_01977
OG0000515	Prav.g_01031	Syac.g_01976
OG0000516	Prav.g_01032	Syac.g_00697
OG0000517	Prav.g_01034	Syac.g_00691
OG0000518	Prav.g_01045	Syac.g_00707
OG0000519	Prav.g_01046	Syac.g_00708
OG0000520	Prav.g_01047	Syac.g_00709
OG0000521	Prav.g_01052	Syac.g_01721
OG0000522	Prav.g_01053	Syac.g_01719
OG0000523	Prav.g_01054	Syac.g_01718
OG0000524	Prav.g_01059	Syac.g_01716
OG0000525	Prav.g_01062	Syac.g_01709
OG0000526	Prav.g_01063	Syac.g_01706
OG0000527	Prav.g_01071	Syac.g_01702
OG0000528	Prav.g_01076	Syac.g_01911
OG0000529	Prav.g_01079	Syac.g_01903
OG0000530	Prav.g_01082	Syac.g_01900
OG0000531	Prav.g_01083	Syac.g_01899
OG0000532	Prav.g_01085	Syac.g_01896
OG0000533	Prav.g_01086	Syac.g_01895
OG0000534	Prav.g_01087	Syac.g_01894
OG0000535	Prav.g_01088	Syac.g_01893
OG0000536	Prav.g_01089	Syac.g_01892
OG0000537	Prav.g_01090	Syac.g_01891
OG0000538	Prav.g_01098	Syac.g_01880
OG0000539	Prav.g_01099	Syac.g_01879
OG0000540	Prav.g_01100	Syac.g_01878
OG0000541	Prav.g_01101	Syac.g_01877
OG0000542	Prav.g_01103	Syac.g_01874
OG0000543	Prav.g_01105	Syac.g_01872
OG0000544	Prav.g_01106	Syac.g_01871
OG0000545	Prav.g_01108	Syac.g_01869
OG0000546	Prav.g_01111	Syac.g_01867
OG0000547	Prav.g_01113	Syac.g_01865
OG0000548	Prav.g_01114	Syac.g_01864
OG0000549	Prav.g_01116	Syac.g_01858
OG0000550	Prav.g_01121	Syac.g_01854
OG0000551	Prav.g_01125	Syac.g_01849
OG0000552	Prav.g_01126	Syac.g_01848
OG0000553	Prav.g_01127	Syac.g_01846
OG0000554	Prav.g_01132	Syac.g_01835
OG0000555	Prav.g_01140	Syac.g_01822
OG0000556	Prav.g_01142	Syac.g_01817
OG0000557	Prav.g_01143	Syac.g_01815
OG0000558	Prav.g_01145	Syac.g_01813
OG0000559	Prav.g_01149	Syac.g_01808
OG0000560	Prav.g_01152	Syac.g_01805
OG0000561	Prav.g_01153	Syac.g_01804
OG0000562	Prav.g_01154	Syac.g_01803
OG0000563	Prav.g_01155	Syac.g_01802
OG0000564	Prav.g_01156	Syac.g_01801
OG0000565	Prav.g_01159	Syac.g_01797
OG0000566	Prav.g_01161	Syac.g_01793
OG0000567	Prav.g_01165	Syac.g_01789
OG0000568	Prav.g_01166	Syac.g_01786
OG0000569	Prav.g_01167	Syac.g_01785
OG0000570	Prav.g_01168	Syac.g_01784
OG0000571	Prav.g_01170	Syac.g_01780
OG0000572	Prav.g_01183	Syac.g_01765
OG0000573	Prav.g_01188	Syac.g_01755
OG0000574	Prav.g_01189	Syac.g_01754
OG0000575	Prav.g_01193	Syac.g_01750
OG0000576	Prav.g_01195	Syac.g_01748
OG0000577	Prav.g_01196	Syac.g_01747
OG0000578	Prav.g_01197	Syac.g_01746
OG0000579	Prav.g_01198	Syac.g_01745
OG0000580	Prav.g_01199	Syac.g_01744
OG0000581	Prav.g_01201	Syac.g_01738
OG0000582	Prav.g_01204	Syac.g_00936
OG0000583	Prav.g_01205	Syac.g_00937
OG0000584	Prav.g_01206	Syac.g_00938
OG0000585	Prav.g_01208	Syac.g_00940
OG0000586	Prav.g_01209	Syac.g_00941
