Orthogroup	Prav	Syae
OG0000166	Prav.g_00596	Syae.g_02085
OG0000167	Prav.g_00663	Syae.g_01874
OG0000168	Prav.g_00673	Syae.g_01856
OG0000169	Prav.g_00683	Syae.g_01841
OG0000170	Prav.g_00685	Syae.g_01834
OG0000171	Prav.g_00704	Syae.g_01810
OG0000172	Prav.g_00712	Syae.g_01788
OG0000173	Prav.g_00727	Syae.g_01770
OG0000174	Prav.g_00755	Syae.g_01610
OG0000175	Prav.g_00765	Syae.g_01679
OG0000176	Prav.g_00790	Syae.g_01716
OG0000177	Prav.g_00791	Syae.g_01717
OG0000178	Prav.g_00792	Syae.g_01718
OG0000179	Prav.g_00084	Syae.g_01733
OG0000180	Prav.g_00085	Syae.g_01734
OG0000181	Prav.g_00086	Syae.g_01735
OG0000182	Prav.g_00087	Syae.g_01736
OG0000183	Prav.g_00091	Syae.g_01740
OG0000184	Prav.g_00117	Syae.g_01554
OG0000185	Prav.g_00120	Syae.g_01551
OG0000186	Prav.g_00129	Syae.g_01279
OG0000187	Prav.g_00130	Syae.g_01280
OG0000188	Prav.g_00147	Syae.g_01323
OG0000189	Prav.g_00161	Syae.g_01350
OG0000190	Prav.g_00162	Syae.g_01352
OG0000191	Prav.g_00182	Syae.g_01384
OG0000192	Prav.g_00186	Syae.g_01390
OG0000193	Prav.g_00213	Syae.g_01429
OG0000194	Prav.g_00216	Syae.g_01432
OG0000195	Prav.g_00887	Syae.g_01434
OG0000196	Prav.g_00877	Syae.g_01444
OG0000197	Prav.g_00876	Syae.g_01445
OG0000198	Prav.g_00875	Syae.g_01446
OG0000199	Prav.g_00868	Syae.g_01454
OG0000200	Prav.g_00854	Syae.g_01471
OG0000201	Prav.g_00846	Syae.g_01487
OG0000202	Prav.g_00845	Syae.g_01488
OG0000203	Prav.g_00844	Syae.g_01489
OG0000204	Prav.g_00843	Syae.g_01490
OG0000205	Prav.g_00836	Syae.g_01497
OG0000206	Prav.g_00831	Syae.g_01504
OG0000207	Prav.g_00829	Syae.g_01506
OG0000208	Prav.g_00828	Syae.g_01507
OG0000209	Prav.g_00819	Syae.g_01528
OG0000210	Prav.g_00818	Syae.g_01529
OG0000211	Prav.g_00805	Syae.g_02234
OG0000212	Prav.g_00798	Syae.g_02244
OG0000213	Prav.g_01904	Syae.g_02003
OG0000214	Prav.g_01914	Syae.g_01986
OG0000215	Prav.g_01938	Syae.g_01955
OG0000216	Prav.g_01940	Syae.g_01951
OG0000217	Prav.g_01943	Syae.g_01947
OG0000218	Prav.g_01945	Syae.g_01945
OG0000219	Prav.g_01946	Syae.g_01944
OG0000220	Prav.g_01947	Syae.g_01943
OG0000221	Prav.g_01948	Syae.g_01937
OG0000222	Prav.g_01956	Syae.g_01926
OG0000223	Prav.g_01969	Syae.g_01904
OG0000224	Prav.g_01971	Syae.g_01897
OG0000225	Prav.g_01992	Syae.g_02208
OG0000226	Prav.g_01996	Syae.g_02212
OG0000227	Prav.g_01998	Syae.g_02214
OG0000228	Prav.g_00974	Syae.g_02218
OG0000229	Prav.g_01035	Syae.g_00994
OG0000230	Prav.g_01037	Syae.g_00992
OG0000231	Prav.g_01048	Syae.g_00980
OG0000232	Prav.g_01056	Syae.g_02496
OG0000233	Prav.g_01061	Syae.g_02504
OG0000234	Prav.g_01074	Syae.g_02532
OG0000235	Prav.g_01077	Syae.g_02308
OG0000236	Prav.g_01091	Syae.g_02323
OG0000237	Prav.g_01104	Syae.g_02340
OG0000238	Prav.g_01110	Syae.g_02345
OG0000239	Prav.g_01123	Syae.g_02360
OG0000240	Prav.g_01124	Syae.g_02361
OG0000241	Prav.g_01128	Syae.g_00065
OG0000242	Prav.g_01130	Syae.g_02372
OG0000243	Prav.g_01141, Prav.g_00954	Syae.g_02391
OG0000244	Prav.g_01144	Syae.g_02399
OG0000245	Prav.g_01146	Syae.g_02401
OG0000246	Prav.g_01150	Syae.g_02405
OG0000247	Prav.g_01160	Syae.g_02416
OG0000248	Prav.g_01162	Syae.g_02419
OG0000249	Prav.g_01164	Syae.g_02421
OG0000250	Prav.g_01169	Syae.g_02431
OG0000251	Prav.g_01187	Syae.g_02455
OG0000252	Prav.g_01190	Syae.g_02458
OG0000253	Prav.g_01191	Syae.g_02459
OG0000254	Prav.g_01207	Syae.g_00021
OG0000255	Prav.g_01213	Syae.g_00041
OG0000256	Prav.g_01225	Syae.g_00058
OG0000257	Prav.g_01228	Syae.g_00064
OG0000258	Prav.g_01241	Syae.g_00083
OG0000259	Prav.g_01258	Syae.g_00608
OG0000260	Prav.g_01261	Syae.g_00603
OG0000261	Prav.g_01263	Syae.g_00600
OG0000262	Prav.g_01267	Syae.g_00595
OG0000263	Prav.g_01279	Syae.g_00671
OG0000264	Prav.g_01289	Syae.g_00761
OG0000265	Prav.g_00306	Syae.g_00932, Syae.g_00226
OG0000266	Prav.g_00316	Syae.g_00457
OG0000267	Prav.g_00327	Syae.g_00304
OG0000268	Prav.g_00328	Syae.g_00308
OG0000269	Prav.g_00392	Syae.g_00526
OG0000270	Prav.g_00395	Syae.g_00523
OG0000271	Prav.g_00403	Syae.g_00515
OG0000272	Prav.g_00404	Syae.g_00514
OG0000273	Prav.g_00427	Syae.g_00825
OG0000274	Prav.g_00428	Syae.g_00826
OG0000275	Prav.g_00430	Syae.g_00832
OG0000276	Prav.g_00435	Syae.g_00839
OG0000277	Prav.g_00436	Syae.g_00840
OG0000278	Prav.g_00439	Syae.g_00843
OG0000279	Prav.g_00446	Syae.g_00851
OG0000280	Prav.g_00447	Syae.g_00877
OG0000281	Prav.g_00452	Syae.g_02057
OG0000282	Prav.g_00501	Syae.g_00573
OG0000283	Prav.g_00533	Syae.g_00321
OG0000284	Prav.g_00538	Syae.g_00327
OG0000285	Prav.g_00543	Syae.g_00340
OG0000286	Prav.g_00555	Syae.g_00359
OG0000287	Prav.g_00572	Syae.g_00387
OG0000288	Prav.g_00906	Syae.g_00419
OG0000289	Prav.g_00917	Syae.g_00433
OG0000290	Prav.g_00930	Syae.g_00796
OG0000291	Prav.g_00932	Syae.g_00794
OG0000292	Prav.g_00261	Syae.g_01705
OG0000293	Prav.g_00056	Syae.g_00938
OG0000294	Prav.g_00057	Syae.g_00937
OG0000295	Prav.g_00077	Syae.g_00893
OG0000296	Prav.g_01867	Syae.g_00891
OG0000297	Prav.g_01859	Syae.g_00645
OG0000298	Prav.g_01858	Syae.g_00646
OG0000299	Prav.g_01841	Syae.g_00680
OG0000300	Prav.g_01838	Syae.g_00686
OG0000301	Prav.g_00955, Prav.g_01837	Syae.g_00687
OG0000302	Prav.g_01835	Syae.g_00691
OG0000303	Prav.g_01828	Syae.g_00700
OG0000304	Prav.g_01824	Syae.g_00706
OG0000305	Prav.g_01465	Syae.g_00791
OG0000306	Prav.g_01468	Syae.g_00277
OG0000307	Prav.g_01482	Syae.g_02290
OG0000308	Prav.g_01483	Syae.g_02288
OG0000309	Prav.g_01487	Syae.g_02283
OG0000310	Prav.g_01563	Syae.g_02687
OG0000311	Prav.g_01565	Syae.g_02682
OG0000312	Prav.g_01568	Syae.g_02664
OG0000313	Prav.g_01582	Syae.g_02647
OG0000314	Prav.g_01605	Syae.g_02618
OG0000315	Prav.g_01615	Syae.g_02609
OG0000316	Prav.g_01635	Syae.g_01118
OG0000317	Prav.g_01759	Syae.g_01160
OG0000318	Prav.g_01762	Syae.g_01164
OG0000319	Prav.g_01775	Syae.g_01181
OG0000320	Prav.g_01777	Syae.g_01183
OG0000321	Prav.g_01778	Syae.g_01184
OG0000322	Prav.g_01779	Syae.g_01185
OG0000323	Prav.g_01788	Syae.g_01200
OG0000324	Prav.g_01815	Syae.g_01049
OG0000325	Prav.g_00269	Syae.g_02033
OG0000326	Prav.g_00275	Syae.g_02040
OG0000327	Prav.g_00591	Syae.g_02080
OG0000328	Prav.g_00592	Syae.g_02081
OG0000329	Prav.g_00609	Syae.g_02099
OG0000330	Prav.g_00610	Syae.g_02100
OG0000331	Prav.g_00611	Syae.g_02101
OG0000332	Prav.g_00625	Syae.g_02116
OG0000333	Prav.g_00627	Syae.g_02119
OG0000334	Prav.g_00635	Syae.g_02128
OG0000335	Prav.g_00640	Syae.g_02132
OG0000336	Prav.g_00644	Syae.g_02136
OG0000337	Prav.g_00661	Syae.g_01879
OG0000338	Prav.g_00662	Syae.g_01876
OG0000339	Prav.g_00666	Syae.g_01869
OG0000340	Prav.g_00674	Syae.g_01855
OG0000341	Prav.g_00676	Syae.g_01853
OG0000342	Prav.g_00677	Syae.g_01852
OG0000343	Prav.g_00678	Syae.g_01848
OG0000344	Prav.g_00681	Syae.g_01843
OG0000345	Prav.g_00686	Syae.g_01833
OG0000346	Prav.g_00690	Syae.g_01828
OG0000347	Prav.g_00706	Syae.g_01805
OG0000348	Prav.g_00715	Syae.g_01781
OG0000349	Prav.g_00732	Syae.g_01763
OG0000350	Prav.g_00751	Syae.g_02047
OG0000351	Prav.g_00768	Syae.g_01684
OG0000352	Prav.g_00769	Syae.g_01685
OG0000353	Prav.g_00785	Syae.g_01711
OG0000354	Prav.g_01352	Syae.g_01731
OG0000355	Prav.g_00787	Syae.g_01713
OG0000356	Prav.g_00788	Syae.g_01714
OG0000357	Prav.g_00789	Syae.g_01715
OG0000358	Prav.g_00793	Syae.g_01719
OG0000359	Prav.g_00794	Syae.g_01721
OG0000360	Prav.g_00795	Syae.g_01722
OG0000361	Prav.g_00078	Syae.g_01723
OG0000362	Prav.g_00080	Syae.g_01725
OG0000363	Prav.g_00082	Syae.g_01727
OG0000364	Prav.g_00083	Syae.g_01728
OG0000365	Prav.g_00088	Syae.g_01737
OG0000366	Prav.g_00089	Syae.g_01738
OG0000367	Prav.g_00090	Syae.g_01739
OG0000368	Prav.g_00092	Syae.g_01741
OG0000369	Prav.g_00093	Syae.g_01742
OG0000370	Prav.g_00094	Syae.g_01743
OG0000371	Prav.g_00100	Syae.g_01751
OG0000372	Prav.g_00103	Syae.g_01756
OG0000373	Prav.g_00104	Syae.g_01757
OG0000374	Prav.g_00105	Syae.g_01758
OG0000375	Prav.g_00111	Syae.g_01759
OG0000376	Prav.g_00113	Syae.g_01761
OG0000377	Prav.g_00116	Syae.g_01561
OG0000378	Prav.g_00118	Syae.g_01553
OG0000379	Prav.g_00121	Syae.g_01550
OG0000380	Prav.g_00131	Syae.g_01281
OG0000381	Prav.g_00135	Syae.g_01285
OG0000382	Prav.g_00146	Syae.g_01322
OG0000383	Prav.g_00148	Syae.g_01324
OG0000384	Prav.g_00149	Syae.g_01325
OG0000385	Prav.g_00150	Syae.g_01326
OG0000386	Prav.g_00151	Syae.g_01327
OG0000387	Prav.g_00164	Syae.g_01354
OG0000388	Prav.g_00167	Syae.g_01358
OG0000389	Prav.g_00171	Syae.g_01362
OG0000390	Prav.g_00178	Syae.g_01378
OG0000391	Prav.g_00181	Syae.g_01383
OG0000392	Prav.g_00185	Syae.g_01389
OG0000393	Prav.g_00187	Syae.g_01392
OG0000394	Prav.g_00188	Syae.g_01393
OG0000395	Prav.g_00189	Syae.g_01394
OG0000396	Prav.g_00192	Syae.g_01397
OG0000397	Prav.g_00194	Syae.g_01400
OG0000398	Prav.g_00196	Syae.g_01405
OG0000399	Prav.g_00197	Syae.g_01406
OG0000400	Prav.g_00198	Syae.g_01407
OG0000401	Prav.g_00199	Syae.g_01408
OG0000402	Prav.g_00201	Syae.g_01410
OG0000403	Prav.g_00202	Syae.g_01411
OG0000404	Prav.g_00203	Syae.g_01412
OG0000405	Prav.g_00207	Syae.g_01426
OG0000406	Prav.g_00214	Syae.g_01430
OG0000407	Prav.g_00215	Syae.g_01431
OG0000409	Prav.g_00886	Syae.g_01435
OG0000410	Prav.g_00885	Syae.g_01436
OG0000411	Prav.g_00884	Syae.g_01437
OG0000412	Prav.g_00883	Syae.g_01438
OG0000413	Prav.g_00882	Syae.g_01440
OG0000415	Prav.g_00880	Syae.g_01441
OG0000416	Prav.g_00879	Syae.g_01442
OG0000417	Prav.g_00878	Syae.g_01443
OG0000418	Prav.g_00873	Syae.g_01448
OG0000419	Prav.g_00871	Syae.g_01450
OG0000420	Prav.g_00870	Syae.g_01452
OG0000421	Prav.g_00865	Syae.g_01457
OG0000422	Prav.g_00864	Syae.g_01458
OG0000423	Prav.g_00863	Syae.g_01459
OG0000424	Prav.g_00862	Syae.g_01460
OG0000425	Prav.g_00861	Syae.g_01461
OG0000426	Prav.g_00860	Syae.g_01462
OG0000427	Prav.g_00859	Syae.g_01463
OG0000428	Prav.g_00857	Syae.g_01466
OG0000429	Prav.g_00856	Syae.g_01468
OG0000430	Prav.g_00855	Syae.g_01470
OG0000431	Prav.g_00853	Syae.g_01473
OG0000432	Prav.g_00850	Syae.g_01481
OG0000433	Prav.g_00849	Syae.g_01484
OG0000434	Prav.g_00848	Syae.g_01485
OG0000435	Prav.g_00847	Syae.g_01486
OG0000436	Prav.g_00842	Syae.g_01491
OG0000437	Prav.g_00841	Syae.g_01492
OG0000438	Prav.g_00840	Syae.g_01493
OG0000439	Prav.g_00838	Syae.g_01495
OG0000440	Prav.g_00837	Syae.g_01496
OG0000441	Prav.g_00834	Syae.g_01501
OG0000442	Prav.g_00833	Syae.g_01502
OG0000443	Prav.g_00832	Syae.g_01503
OG0000444	Prav.g_00827	Syae.g_01509
OG0000445	Prav.g_00826	Syae.g_01510
OG0000446	Prav.g_00825	Syae.g_01512
OG0000447	Prav.g_00824	Syae.g_01517
OG0000448	Prav.g_00823	Syae.g_01518
OG0000449	Prav.g_00822	Syae.g_01519
OG0000450	Prav.g_00821	Syae.g_01525
OG0000451	Prav.g_00820	Syae.g_01526
OG0000452	Prav.g_00817	Syae.g_01530
OG0000453	Prav.g_00816	Syae.g_01531
OG0000454	Prav.g_00815	Syae.g_01532
OG0000455	Prav.g_00814	Syae.g_01533
OG0000456	Prav.g_00813	Syae.g_01534
OG0000457	Prav.g_00812	Syae.g_01536
OG0000458	Prav.g_00811	Syae.g_01538
OG0000459	Prav.g_00810	Syae.g_01539
OG0000460	Prav.g_00803	Syae.g_02236
OG0000461	Prav.g_01889	Syae.g_02024
OG0000462	Prav.g_01891	Syae.g_02021
OG0000463	Prav.g_01892	Syae.g_02020
OG0000464	Prav.g_01893	Syae.g_02019
OG0000465	Prav.g_01894	Syae.g_02018
OG0000466	Prav.g_01897	Syae.g_02014
OG0000467	Prav.g_01898	Syae.g_02012
OG0000468	Prav.g_01900	Syae.g_02007
OG0000469	Prav.g_01909	Syae.g_01992
OG0000470	Prav.g_01911	Syae.g_01990
OG0000471	Prav.g_01912	Syae.g_01989
OG0000472	Prav.g_01913	Syae.g_01987
OG0000473	Prav.g_01915	Syae.g_01985
OG0000474	Prav.g_01916	Syae.g_01984
OG0000475	Prav.g_01917	Syae.g_01983
OG0000476	Prav.g_01918	Syae.g_01981
OG0000477	Prav.g_01921	Syae.g_01975
OG0000478	Prav.g_01922	Syae.g_01974
OG0000479	Prav.g_01923	Syae.g_01973
OG0000480	Prav.g_01928	Syae.g_01966
OG0000481	Prav.g_01930	Syae.g_01964
OG0000482	Prav.g_01931	Syae.g_01963
OG0000483	Prav.g_01934	Syae.g_01959
OG0000484	Prav.g_01935	Syae.g_01958
OG0000485	Prav.g_01936	Syae.g_01957
OG0000486	Prav.g_01937	Syae.g_01956
OG0000487	Prav.g_01941	Syae.g_01950
OG0000488	Prav.g_01944	Syae.g_01946
OG0000489	Prav.g_01949	Syae.g_01936
OG0000490	Prav.g_01954	Syae.g_01928
OG0000491	Prav.g_01955	Syae.g_01927
OG0000492	Prav.g_01957	Syae.g_01925
OG0000493	Prav.g_01958	Syae.g_01924
OG0000494	Prav.g_01959	Syae.g_01923
OG0000495	Prav.g_01960	Syae.g_01922
OG0000496	Prav.g_01961	Syae.g_01921
OG0000497	Prav.g_01962	Syae.g_01920
OG0000498	Prav.g_01963	Syae.g_01919
OG0000499	Prav.g_01964	Syae.g_01918
OG0000500	Prav.g_01965	Syae.g_01917
OG0000501	Prav.g_01967	Syae.g_01914
OG0000502	Prav.g_01970	Syae.g_01902
OG0000503	Prav.g_01980	Syae.g_02192
OG0000504	Prav.g_01981	Syae.g_02194
OG0000505	Prav.g_01982	Syae.g_02195
OG0000506	Prav.g_01984	Syae.g_02197
OG0000507	Prav.g_01987	Syae.g_02203
OG0000508	Prav.g_01991	Syae.g_02207
OG0000509	Prav.g_01993	Syae.g_02209
OG0000510	Prav.g_01994	Syae.g_02210
OG0000511	Prav.g_01995	Syae.g_02211
OG0000512	Prav.g_01997	Syae.g_02213
OG0000513	Prav.g_00977	Syae.g_02223
OG0000514	Prav.g_01030	Syae.g_02229
OG0000515	Prav.g_01031	Syae.g_02230
OG0000516	Prav.g_01032	Syae.g_01000
OG0000517	Prav.g_01034	Syae.g_00995
OG0000518	Prav.g_01045	Syae.g_00983
OG0000519	Prav.g_01046	Syae.g_00982
OG0000520	Prav.g_01047	Syae.g_00981
OG0000521	Prav.g_01052	Syae.g_02491
OG0000522	Prav.g_01053	Syae.g_02493
OG0000523	Prav.g_01054	Syae.g_02494
OG0000524	Prav.g_01059	Syae.g_02501
OG0000525	Prav.g_01062	Syae.g_02520
OG0000526	Prav.g_01063	Syae.g_02523
OG0000527	Prav.g_01071	Syae.g_02528
OG0000528	Prav.g_01076	Syae.g_02304
OG0000529	Prav.g_01079	Syae.g_02310
OG0000530	Prav.g_01082	Syae.g_02313
OG0000531	Prav.g_01083	Syae.g_02314
OG0000532	Prav.g_01085	Syae.g_02317
OG0000533	Prav.g_01086	Syae.g_02318
OG0000534	Prav.g_01087	Syae.g_02319
OG0000535	Prav.g_01088	Syae.g_02320
OG0000536	Prav.g_01089	Syae.g_02321
OG0000537	Prav.g_01090	Syae.g_02322
OG0000538	Prav.g_01098	Syae.g_02333
OG0000539	Prav.g_01099	Syae.g_02334
OG0000540	Prav.g_01100	Syae.g_02335
OG0000541	Prav.g_01101	Syae.g_02336
OG0000542	Prav.g_01103	Syae.g_02339
OG0000543	Prav.g_01105	Syae.g_02341
OG0000544	Prav.g_01106	Syae.g_02342
OG0000545	Prav.g_01108	Syae.g_02344
OG0000546	Prav.g_01111	Syae.g_02346
OG0000547	Prav.g_01113	Syae.g_02348
OG0000548	Prav.g_01114	Syae.g_02349
OG0000549	Prav.g_01116	Syae.g_02354
OG0000550	Prav.g_01121	Syae.g_02358
OG0000551	Prav.g_01125	Syae.g_02363
OG0000552	Prav.g_01126	Syae.g_02364
OG0000553	Prav.g_01127	Syae.g_02366
OG0000554	Prav.g_01132	Syae.g_02375
OG0000555	Prav.g_01140	Syae.g_02390
OG0000556	Prav.g_01142	Syae.g_02394
OG0000557	Prav.g_01143	Syae.g_02398
OG0000558	Prav.g_01145	Syae.g_02400
OG0000559	Prav.g_01149	Syae.g_02404
OG0000560	Prav.g_01152	Syae.g_02407
OG0000561	Prav.g_01153	Syae.g_02408
OG0000562	Prav.g_01154	Syae.g_02409
OG0000563	Prav.g_01155	Syae.g_02410
OG0000564	Prav.g_01156	Syae.g_02411
OG0000565	Prav.g_01159	Syae.g_02414
OG0000566	Prav.g_01161	Syae.g_02418
OG0000567	Prav.g_01165	Syae.g_02422
OG0000568	Prav.g_01166	Syae.g_02427
OG0000569	Prav.g_01167	Syae.g_02428
OG0000570	Prav.g_01168	Syae.g_02429
OG0000571	Prav.g_01170	Syae.g_02433
OG0000572	Prav.g_01183	Syae.g_02448
OG0000573	Prav.g_01188	Syae.g_02456
OG0000574	Prav.g_01189	Syae.g_02457
OG0000575	Prav.g_01193	Syae.g_02461
OG0000576	Prav.g_01195	Syae.g_02463
OG0000577	Prav.g_01196	Syae.g_02464
OG0000578	Prav.g_01197	Syae.g_02465
OG0000579	Prav.g_01198	Syae.g_02466
OG0000580	Prav.g_01199	Syae.g_02467
OG0000581	Prav.g_01201	Syae.g_02473
