Orthogroup	Prav	Syai
OG0000034	Prav.g_01448	Syai.g_02192, Syai.g_02604
OG0000035	Prav.g_01578	Syai.g_00955
OG0000037	Prav.g_00174	Syai.g_02544, Syai.g_02815
OG0000038	Prav.g_00739	Syai.g_02780
OG0000039	Prav.g_01284	Syai.g_02034
OG0000040	Prav.g_00045	Syai.g_02876
OG0000041	Prav.g_01808	Syai.g_02265, Syai.g_02016
OG0000042	Prav.g_00696	Syai.g_00099
OG0000045	Prav.g_00990	Syai.g_02432
OG0000047	Prav.g_01976	Syai.g_00462
OG0000048	Prav.g_00993	Syai.g_00272
OG0000050	Prav.g_01013	Syai.g_01893
OG0000050	Prav.g_00247	Syai.g_01332
OG0000051	Prav.g_01410	Syai.g_01773
OG0000053	Prav.g_01598	Syai.g_00930
OG0000054	Prav.g_01202	Syai.g_01040
OG0000055	Prav.g_00376	Syai.g_02029
OG0000057	Prav.g_01296	Syai.g_01997
OG0000059	Prav.g_00292	Syai.g_00351
OG0000060	Prav.g_00964	Syai.g_00635, Syai.g_01758
OG0000061	Prav.g_00065	Syai.g_02144
OG0000062	Prav.g_01656	Syai.g_02358
OG0000063	Prav.g_00101	Syai.g_00042
OG0000066	Prav.g_01137	Syai.g_01709, Syai.g_00719
OG0000067	Prav.g_00397	Syai.g_01321
OG0000068	Prav.g_01473	Syai.g_00628
OG0000070	Prav.g_01049	Syai.g_02196
OG0000071	Prav.g_01438	Syai.g_02179
OG0000072	Prav.g_00867	Syai.g_02636
OG0000073	Prav.g_01097	Syai.g_00659
OG0000075	Prav.g_00665	Syai.g_00161
OG0000076	Prav.g_00689	Syai.g_00111
OG0000077	Prav.g_00143	Syai.g_02486
OG0000078	Prav.g_00799	Syai.g_00543
OG0000079	Prav.g_01899	Syai.g_00300
OG0000081	Prav.g_01129	Syai.g_00553, Syai.g_02292
OG0000082	Prav.g_01182	Syai.g_00781
OG0000084	Prav.g_01574	Syai.g_01196, Syai.g_00958
OG0000085	Prav.g_01754	Syai.g_02365
OG0000086	Prav.g_00153	Syai.g_02507
OG0000087	Prav.g_00204	Syai.g_02592
OG0000088	Prav.g_00872	Syai.g_02630
OG0000089	Prav.g_00975	Syai.g_00517
OG0000090	Prav.g_01131	Syai.g_00707
OG0000091	Prav.g_01240	Syai.g_01112
OG0000092	Prav.g_00504, Prav.g_01735	Syai.g_01358
OG0000093	Prav.g_00525	Syai.g_01306
OG0000094	Prav.g_00914	Syai.g_01424
OG0000095	Prav.g_00933	Syai.g_02007
OG0000097	Prav.g_01840	Syai.g_01787
OG0000098	Prav.g_01455	Syai.g_01718
OG0000099	Prav.g_01514	Syai.g_00199
OG0000100	Prav.g_01652	Syai.g_01372
OG0000101	Prav.g_00632	Syai.g_00404
OG0000102	Prav.g_00694	Syai.g_00106
OG0000103	Prav.g_00773	Syai.g_02912
OG0000104	Prav.g_00782	Syai.g_02929
OG0000105	Prav.g_01920	Syai.g_00267
OG0000106	Prav.g_00989	Syai.g_01601
OG0000107	Prav.g_01001	Syai.g_00319
OG0000108	Prav.g_01078	Syai.g_00638
OG0000109	Prav.g_01092	Syai.g_00653
OG0000110	Prav.g_01172	Syai.g_00878, Syai.g_00766
OG0000111	Prav.g_01297	Syai.g_00884, Syai.g_01998
OG0000112	Prav.g_00364	Syai.g_01512
OG0000113	Prav.g_00419	Syai.g_01367
OG0000114	Prav.g_00499	Syai.g_01261
OG0000115	Prav.g_00010	Syai.g_00932
OG0000116	Prav.g_00055	Syai.g_02156
OG0000117	Prav.g_01390	Syai.g_01756
OG0000118	Prav.g_01450	Syai.g_00818
OG0000119	Prav.g_01469	Syai.g_02127
OG0000120	Prav.g_01513	Syai.g_00198
OG0000121	Prav.g_01580	Syai.g_00951
OG0000122	Prav.g_01618	Syai.g_01143
OG0000123	Prav.g_00639	Syai.g_00411
OG0000124	Prav.g_00705	Syai.g_00089
OG0000125	Prav.g_00741	Syai.g_02782
OG0000126	Prav.g_00781	Syai.g_02927
OG0000128	Prav.g_00079	Syai.g_00012
OG0000129	Prav.g_00115	Syai.g_02771
OG0000130	Prav.g_00134	Syai.g_02474
OG0000131	Prav.g_00212	Syai.g_02608
OG0000132	Prav.g_00874	Syai.g_02628
OG0000133	Prav.g_01968	Syai.g_01507
OG0000134	Prav.g_00976	Syai.g_00520
OG0000135	Prav.g_00999	Syai.g_02826
OG0000136	Prav.g_01040	Syai.g_02217
OG0000137	Prav.g_01073	Syai.g_00865
OG0000138	Prav.g_01093	Syai.g_00654
OG0000139	Prav.g_01135	Syai.g_00714
OG0000140	Prav.g_01136	Syai.g_00716
OG0000141	Prav.g_01203	Syai.g_01041
OG0000142	Prav.g_01233	Syai.g_01104
OG0000143	Prav.g_01237	Syai.g_01108
OG0000144	Prav.g_01250	Syai.g_01608
OG0000145	Prav.g_00362	Syai.g_00660
OG0000146	Prav.g_00365	Syai.g_01513
OG0000147	Prav.g_00366	Syai.g_01514
OG0000148	Prav.g_00413	Syai.g_01361
OG0000149	Prav.g_00443	Syai.g_02059
OG0000150	Prav.g_00451	Syai.g_00717
OG0000151	Prav.g_00509	Syai.g_01280
OG0000152	Prav.g_00556	Syai.g_01503
OG0000153	Prav.g_00575	Syai.g_01461
OG0000154	Prav.g_00907	Syai.g_01434
OG0000155	Prav.g_01861	Syai.g_02109
OG0000156	Prav.g_01427	Syai.g_02162
OG0000157	Prav.g_01428	Syai.g_02163
OG0000158	Prav.g_01505	Syai.g_00135
OG0000160	Prav.g_01579	Syai.g_00952
OG0000161	Prav.g_01585	Syai.g_00946
OG0000162	Prav.g_01591	Syai.g_00939
OG0000163	Prav.g_01625	Syai.g_02300
OG0000164	Prav.g_01785	Syai.g_02411
OG0000165	Prav.g_01792	Syai.g_02244
OG0000166	Prav.g_00596	Syai.g_00364
OG0000167	Prav.g_00663	Syai.g_00164
OG0000168	Prav.g_00673	Syai.g_00134
OG0000169	Prav.g_00683	Syai.g_00123
OG0000170	Prav.g_00685	Syai.g_00116
OG0000171	Prav.g_00704	Syai.g_00090
OG0000172	Prav.g_00712	Syai.g_00083
OG0000173	Prav.g_00727	Syai.g_00064
OG0000174	Prav.g_00755	Syai.g_02828
OG0000175	Prav.g_00765	Syai.g_02901
OG0000176	Prav.g_00790	Syai.g_00004
OG0000177	Prav.g_00791	Syai.g_00005
OG0000178	Prav.g_00792	Syai.g_00006
OG0000179	Prav.g_00084	Syai.g_00023
OG0000180	Prav.g_00085	Syai.g_00024
OG0000181	Prav.g_00086	Syai.g_00025
OG0000182	Prav.g_00087	Syai.g_00026
OG0000183	Prav.g_00091	Syai.g_00030
OG0000184	Prav.g_00117	Syai.g_02756
OG0000185	Prav.g_00120	Syai.g_02734
OG0000186	Prav.g_00129	Syai.g_02469
OG0000187	Prav.g_00130	Syai.g_02471
OG0000188	Prav.g_00147	Syai.g_00696, Syai.g_02494
OG0000189	Prav.g_00161	Syai.g_02530
OG0000190	Prav.g_00162	Syai.g_02532
OG0000191	Prav.g_00182	Syai.g_02562
OG0000192	Prav.g_00186	Syai.g_02569
OG0000193	Prav.g_00213	Syai.g_02609
OG0000194	Prav.g_00216	Syai.g_02612
OG0000195	Prav.g_00887	Syai.g_02614
OG0000196	Prav.g_00877	Syai.g_02625
OG0000197	Prav.g_00876	Syai.g_02626
OG0000198	Prav.g_00875	Syai.g_02627
OG0000199	Prav.g_00868	Syai.g_02635
OG0000200	Prav.g_00854	Syai.g_02651
OG0000201	Prav.g_00846	Syai.g_02667
OG0000202	Prav.g_00845	Syai.g_02668
OG0000203	Prav.g_00844	Syai.g_02669
OG0000204	Prav.g_00843	Syai.g_02670
OG0000205	Prav.g_00836	Syai.g_02677
OG0000206	Prav.g_00831	Syai.g_02684
OG0000207	Prav.g_00829	Syai.g_02686
OG0000208	Prav.g_00828	Syai.g_02687
OG0000209	Prav.g_00819	Syai.g_02699
OG0000210	Prav.g_00818	Syai.g_02700
OG0000211	Prav.g_00805	Syai.g_00533
OG0000212	Prav.g_00798	Syai.g_00544
OG0000213	Prav.g_01904	Syai.g_00292
OG0000214	Prav.g_01914	Syai.g_00276
OG0000215	Prav.g_01938	Syai.g_00245
OG0000216	Prav.g_01940	Syai.g_00241
OG0000217	Prav.g_01943	Syai.g_00237
OG0000218	Prav.g_01945	Syai.g_00235
OG0000219	Prav.g_01946	Syai.g_00234
OG0000220	Prav.g_01947	Syai.g_00233
OG0000221	Prav.g_01948	Syai.g_00227
OG0000222	Prav.g_01956	Syai.g_00215
OG0000223	Prav.g_01969	Syai.g_00194
OG0000224	Prav.g_01971	Syai.g_00186
OG0000225	Prav.g_01992	Syai.g_00502
OG0000226	Prav.g_01996	Syai.g_00506
OG0000227	Prav.g_01998	Syai.g_00508
OG0000228	Prav.g_00974	Syai.g_00516
OG0000229	Prav.g_01035	Syai.g_02228
OG0000230	Prav.g_01037	Syai.g_02226
OG0000231	Prav.g_01048	Syai.g_02208
OG0000232	Prav.g_01056	Syai.g_00846
OG0000233	Prav.g_01061	Syai.g_00855
OG0000234	Prav.g_01074	Syai.g_00866
OG0000235	Prav.g_01077	Syai.g_00637
OG0000236	Prav.g_01091	Syai.g_00652
OG0000237	Prav.g_01104	Syai.g_00669
OG0000238	Prav.g_01110	Syai.g_00674
OG0000239	Prav.g_01123	Syai.g_00691
OG0000240	Prav.g_01124	Syai.g_00692
OG0000241	Prav.g_01128	Syai.g_01085, Syai.g_01089
OG0000242	Prav.g_01130	Syai.g_00705
OG0000243	Prav.g_01141, Prav.g_00954	Syai.g_00726
OG0000244	Prav.g_01144	Syai.g_00731
OG0000245	Prav.g_01146	Syai.g_00733
OG0000246	Prav.g_01150	Syai.g_00737
OG0000247	Prav.g_01160	Syai.g_00748
OG0000248	Prav.g_01162	Syai.g_00751
OG0000249	Prav.g_01164	Syai.g_00753
OG0000250	Prav.g_01169	Syai.g_00762
OG0000251	Prav.g_01187	Syai.g_00789
OG0000252	Prav.g_01190	Syai.g_00797
OG0000253	Prav.g_01191	Syai.g_00798
OG0000254	Prav.g_01207	Syai.g_01045
OG0000255	Prav.g_01213	Syai.g_01061
OG0000256	Prav.g_01225	Syai.g_01077
OG0000257	Prav.g_01228	Syai.g_01084
OG0000258	Prav.g_01241	Syai.g_01113
OG0000259	Prav.g_01258	Syai.g_01229
OG0000260	Prav.g_01261	Syai.g_01232
OG0000261	Prav.g_01263	Syai.g_01235
OG0000262	Prav.g_01267	Syai.g_01240
OG0000263	Prav.g_01279	Syai.g_01776
OG0000264	Prav.g_01289	Syai.g_01962
OG0000265	Prav.g_00306	Syai.g_02245
OG0000266	Prav.g_00316	Syai.g_01401
OG0000267	Prav.g_00327	Syai.g_01569
OG0000268	Prav.g_00328	Syai.g_01568
OG0000269	Prav.g_00392	Syai.g_01316
OG0000270	Prav.g_00395	Syai.g_01319
OG0000271	Prav.g_00403	Syai.g_01327
OG0000272	Prav.g_00404	Syai.g_01328
OG0000273	Prav.g_00427	Syai.g_02037
OG0000274	Prav.g_00428	Syai.g_02038
OG0000275	Prav.g_00430	Syai.g_02043
OG0000276	Prav.g_00435	Syai.g_02051
OG0000277	Prav.g_00436	Syai.g_02052
OG0000278	Prav.g_00439	Syai.g_02055
OG0000279	Prav.g_00446	Syai.g_02063
OG0000280	Prav.g_00447	Syai.g_02084
OG0000281	Prav.g_00452	Syai.g_01719
OG0000282	Prav.g_00501	Syai.g_01263
OG0000283	Prav.g_00533	Syai.g_01554
OG0000284	Prav.g_00538	Syai.g_01548
OG0000285	Prav.g_00543	Syai.g_01522
OG0000286	Prav.g_00555	Syai.g_01504
OG0000287	Prav.g_00572	Syai.g_01469
OG0000288	Prav.g_00906	Syai.g_01435
OG0000289	Prav.g_00917	Syai.g_01421
OG0000290	Prav.g_00930	Syai.g_02010
OG0000291	Prav.g_00932	Syai.g_02008
OG0000292	Prav.g_00261	Syai.g_02926
OG0000293	Prav.g_00056	Syai.g_02155
OG0000294	Prav.g_00057	Syai.g_02154
OG0000295	Prav.g_00077	Syai.g_02117
OG0000296	Prav.g_01867	Syai.g_02115
OG0000297	Prav.g_01859	Syai.g_01754
OG0000298	Prav.g_01858	Syai.g_01755
OG0000299	Prav.g_01841	Syai.g_01783
OG0000300	Prav.g_01838	Syai.g_01790
OG0000301	Prav.g_00955, Prav.g_01837	Syai.g_01791
OG0000302	Prav.g_01835	Syai.g_01793
OG0000303	Prav.g_01828	Syai.g_01802
OG0000304	Prav.g_01824	Syai.g_01826
OG0000305	Prav.g_01465	Syai.g_02005
OG0000306	Prav.g_01468	Syai.g_02090
OG0000307	Prav.g_01482	Syai.g_00619
OG0000308	Prav.g_01483	Syai.g_00617
OG0000309	Prav.g_01487	Syai.g_00612
OG0000310	Prav.g_01563	Syai.g_00989
OG0000311	Prav.g_01565	Syai.g_00985
OG0000312	Prav.g_01568	Syai.g_00966
OG0000313	Prav.g_01582	Syai.g_00949
OG0000314	Prav.g_01605	Syai.g_00908
OG0000315	Prav.g_01615	Syai.g_00897
OG0000316	Prav.g_01635	Syai.g_02320, Syai.g_02322
OG0000317	Prav.g_01759	Syai.g_02373
OG0000318	Prav.g_01762	Syai.g_02379
OG0000319	Prav.g_01775	Syai.g_02395
OG0000320	Prav.g_01777	Syai.g_02397
OG0000321	Prav.g_01778	Syai.g_02398
OG0000322	Prav.g_01779	Syai.g_02399
OG0000323	Prav.g_01788	Syai.g_02413
OG0000324	Prav.g_01815	Syai.g_02272
OG0000325	Prav.g_00269	Syai.g_00320
OG0000326	Prav.g_00275	Syai.g_00327
OG0000327	Prav.g_00591	Syai.g_00359
OG0000328	Prav.g_00592	Syai.g_00360
OG0000329	Prav.g_00609	Syai.g_00378
OG0000330	Prav.g_00610	Syai.g_00379
OG0000331	Prav.g_00611	Syai.g_00380
OG0000332	Prav.g_00625	Syai.g_00395
OG0000333	Prav.g_00627	Syai.g_00398
OG0000334	Prav.g_00635	Syai.g_00407
OG0000335	Prav.g_00640	Syai.g_00412
OG0000336	Prav.g_00644	Syai.g_00416
OG0000337	Prav.g_00661	Syai.g_00169
OG0000338	Prav.g_00662	Syai.g_00166
OG0000339	Prav.g_00666	Syai.g_00160
OG0000340	Prav.g_00674	Syai.g_00133
OG0000341	Prav.g_00676	Syai.g_00131
OG0000342	Prav.g_00677	Syai.g_00130
OG0000343	Prav.g_00678	Syai.g_00129
OG0000344	Prav.g_00681	Syai.g_00125
OG0000345	Prav.g_00686	Syai.g_00115
OG0000346	Prav.g_00690	Syai.g_00110
OG0000347	Prav.g_00706	Syai.g_00087
OG0000348	Prav.g_00715	Syai.g_00076
OG0000349	Prav.g_00732	Syai.g_00057
OG0000350	Prav.g_00751	Syai.g_00334
OG0000351	Prav.g_00768	Syai.g_02904
OG0000352	Prav.g_00769	Syai.g_02905
OG0000353	Prav.g_00785	Syai.g_02932
OG0000354	Prav.g_01352	Syai.g_00019
OG0000355	Prav.g_00787	Syai.g_00001
OG0000356	Prav.g_00788	Syai.g_00002
OG0000357	Prav.g_00789	Syai.g_00003
OG0000358	Prav.g_00793	Syai.g_00007
OG0000359	Prav.g_00794	Syai.g_00009
OG0000360	Prav.g_00795	Syai.g_00010
OG0000361	Prav.g_00078	Syai.g_00011
OG0000362	Prav.g_00080	Syai.g_00013
OG0000363	Prav.g_00082	Syai.g_00015
OG0000364	Prav.g_00083	Syai.g_00016
OG0000365	Prav.g_00088	Syai.g_00027
OG0000366	Prav.g_00089	Syai.g_00028
OG0000367	Prav.g_00090	Syai.g_00029
OG0000368	Prav.g_00092	Syai.g_00031
OG0000369	Prav.g_00093	Syai.g_00032
OG0000370	Prav.g_00094	Syai.g_00033
OG0000371	Prav.g_00100	Syai.g_00041
OG0000372	Prav.g_00103	Syai.g_00047
OG0000373	Prav.g_00104	Syai.g_00048
OG0000374	Prav.g_00105	Syai.g_00049
OG0000375	Prav.g_00111	Syai.g_00053
OG0000376	Prav.g_00113	Syai.g_00055
OG0000377	Prav.g_00116	Syai.g_02769
OG0000378	Prav.g_00118	Syai.g_02751
OG0000379	Prav.g_00121	Syai.g_02733
OG0000380	Prav.g_00131	Syai.g_02472
OG0000381	Prav.g_00135	Syai.g_02475
OG0000382	Prav.g_00146	Syai.g_02493
OG0000383	Prav.g_00148	Syai.g_02498
OG0000384	Prav.g_00149	Syai.g_02499
OG0000385	Prav.g_00150	Syai.g_02500
OG0000386	Prav.g_00151	Syai.g_02501
OG0000387	Prav.g_00164	Syai.g_02534
OG0000388	Prav.g_00167	Syai.g_02538
OG0000389	Prav.g_00171	Syai.g_02542
OG0000390	Prav.g_00178	Syai.g_02556
OG0000391	Prav.g_00181	Syai.g_02561
OG0000392	Prav.g_00185	Syai.g_02568
OG0000393	Prav.g_00187	Syai.g_02570
OG0000394	Prav.g_00188	Syai.g_02571
OG0000395	Prav.g_00189	Syai.g_02572
OG0000396	Prav.g_00192	Syai.g_02575
OG0000397	Prav.g_00194	Syai.g_02577
OG0000398	Prav.g_00196	Syai.g_02582
OG0000399	Prav.g_00197	Syai.g_02583
OG0000400	Prav.g_00198	Syai.g_02584
OG0000401	Prav.g_00199	Syai.g_02585
OG0000402	Prav.g_00201	Syai.g_02588
OG0000403	Prav.g_00202	Syai.g_02589
OG0000404	Prav.g_00203	Syai.g_02590
OG0000405	Prav.g_00207	Syai.g_02606
OG0000406	Prav.g_00214	Syai.g_02610
OG0000407	Prav.g_00215	Syai.g_02611
OG0000409	Prav.g_00886	Syai.g_02615
OG0000410	Prav.g_00885	Syai.g_02616
OG0000411	Prav.g_00884	Syai.g_02617
OG0000412	Prav.g_00883	Syai.g_02618
OG0000413	Prav.g_00882	Syai.g_02620
OG0000414	Prav.g_00881	Syai.g_02621
OG0000415	Prav.g_00880	Syai.g_02622
OG0000416	Prav.g_00879	Syai.g_02623
OG0000417	Prav.g_00878	Syai.g_02624
OG0000418	Prav.g_00873	Syai.g_02629
OG0000419	Prav.g_00871	Syai.g_02631
OG0000420	Prav.g_00870	Syai.g_02633
OG0000421	Prav.g_00865	Syai.g_02638
OG0000422	Prav.g_00864	Syai.g_02639
OG0000423	Prav.g_00863	Syai.g_02640
OG0000424	Prav.g_00862	Syai.g_02641
OG0000425	Prav.g_00861	Syai.g_02642
OG0000426	Prav.g_00860	Syai.g_02643
OG0000427	Prav.g_00859	Syai.g_02644
OG0000428	Prav.g_00857	Syai.g_02647
OG0000429	Prav.g_00856	Syai.g_02649
OG0000430	Prav.g_00855	Syai.g_02650
OG0000431	Prav.g_00853	Syai.g_02654
OG0000432	Prav.g_00850	Syai.g_02660
OG0000433	Prav.g_00849	Syai.g_02662
OG0000434	Prav.g_00848	Syai.g_02663
OG0000435	Prav.g_00847	Syai.g_02666
OG0000436	Prav.g_00842	Syai.g_02671
OG0000437	Prav.g_00841	Syai.g_02672
OG0000438	Prav.g_00840	Syai.g_02673
OG0000439	Prav.g_00838	Syai.g_02675
OG0000440	Prav.g_00837	Syai.g_02676
OG0000441	Prav.g_00834	Syai.g_02681
OG0000442	Prav.g_00833	Syai.g_02682
OG0000443	Prav.g_00832	Syai.g_02683
OG0000444	Prav.g_00827	Syai.g_02688
OG0000445	Prav.g_00826	Syai.g_02689
OG0000446	Prav.g_00825	Syai.g_02690
OG0000447	Prav.g_00824	Syai.g_02693
OG0000448	Prav.g_00823	Syai.g_02694
OG0000449	Prav.g_00822	Syai.g_02695
OG0000450	Prav.g_00821	Syai.g_02696
OG0000451	Prav.g_00820	Syai.g_02697
OG0000452	Prav.g_00817	Syai.g_02701
OG0000453	Prav.g_00816	Syai.g_02702
OG0000454	Prav.g_00815	Syai.g_02703
OG0000455	Prav.g_00814	Syai.g_02704
OG0000456	Prav.g_00813	Syai.g_02705
OG0000457	Prav.g_00812	Syai.g_02707
OG0000458	Prav.g_00811	Syai.g_02708
OG0000459	Prav.g_00810	Syai.g_02709
OG0000460	Prav.g_00803	Syai.g_00535
OG0000461	Prav.g_01889	Syai.g_00314
OG0000462	Prav.g_01891	Syai.g_00311
OG0000463	Prav.g_01892	Syai.g_00310
OG0000464	Prav.g_01893	Syai.g_00309
OG0000465	Prav.g_01894	Syai.g_00307
OG0000466	Prav.g_01897	Syai.g_00303
OG0000467	Prav.g_01898	Syai.g_00301
OG0000468	Prav.g_01900	Syai.g_00296
OG0000469	Prav.g_01909	Syai.g_00282
OG0000470	Prav.g_01911	Syai.g_00280
OG0000471	Prav.g_01912	Syai.g_00279
OG0000472	Prav.g_01913	Syai.g_00277
OG0000473	Prav.g_01915	Syai.g_00275
OG0000474	Prav.g_01916	Syai.g_00274
OG0000475	Prav.g_01917	Syai.g_00273
OG0000476	Prav.g_01918	Syai.g_00271
OG0000477	Prav.g_01921	Syai.g_00265
OG0000478	Prav.g_01922	Syai.g_00264
OG0000479	Prav.g_01923	Syai.g_00263
OG0000480	Prav.g_01928	Syai.g_00256
OG0000481	Prav.g_01930	Syai.g_00254
OG0000482	Prav.g_01931	Syai.g_00253
OG0000483	Prav.g_01934	Syai.g_00249
OG0000484	Prav.g_01935	Syai.g_00248
OG0000485	Prav.g_01936	Syai.g_00247
OG0000486	Prav.g_01937	Syai.g_00246
OG0000487	Prav.g_01941	Syai.g_00240
OG0000488	Prav.g_01944	Syai.g_00236
OG0000489	Prav.g_01949	Syai.g_00226
OG0000490	Prav.g_01954	Syai.g_00218
OG0000491	Prav.g_01955	Syai.g_00217
OG0000492	Prav.g_01957	Syai.g_00214
OG0000493	Prav.g_01958	Syai.g_00213
OG0000494	Prav.g_01959	Syai.g_00212
OG0000495	Prav.g_01960	Syai.g_00211
OG0000496	Prav.g_01961	Syai.g_00210
OG0000497	Prav.g_01962	Syai.g_00209
OG0000498	Prav.g_01963	Syai.g_00208
OG0000499	Prav.g_01964	Syai.g_00207
OG0000500	Prav.g_01965	Syai.g_00206
OG0000501	Prav.g_01967	Syai.g_00203
OG0000502	Prav.g_01970	Syai.g_00192
OG0000503	Prav.g_01980	Syai.g_00486
OG0000504	Prav.g_01981	Syai.g_00488
OG0000505	Prav.g_01982	Syai.g_00489
OG0000506	Prav.g_01984	Syai.g_00491
OG0000507	Prav.g_01987	Syai.g_00497
OG0000508	Prav.g_01991	Syai.g_00501
OG0000509	Prav.g_01993	Syai.g_00503
OG0000510	Prav.g_01994	Syai.g_00504
OG0000511	Prav.g_01995	Syai.g_00505
OG0000512	Prav.g_01997	Syai.g_00507
OG0000513	Prav.g_00977	Syai.g_00521
OG0000514	Prav.g_01030	Syai.g_00528
OG0000515	Prav.g_01031	Syai.g_00529
OG0000516	Prav.g_01032	Syai.g_02223
OG0000517	Prav.g_01034	Syai.g_02229
OG0000518	Prav.g_01045	Syai.g_02211
OG0000519	Prav.g_01046	Syai.g_02210
OG0000520	Prav.g_01047	Syai.g_02209
OG0000521	Prav.g_01052	Syai.g_00842
OG0000522	Prav.g_01053	Syai.g_00844
OG0000523	Prav.g_01054	Syai.g_00845
OG0000524	Prav.g_01059	Syai.g_00852
OG0000525	Prav.g_01062	Syai.g_00856
OG0000526	Prav.g_01063	Syai.g_00859
OG0000527	Prav.g_01071	Syai.g_00863
OG0000528	Prav.g_01076	Syai.g_00633
OG0000529	Prav.g_01079	Syai.g_00639
OG0000530	Prav.g_01082	Syai.g_00642
OG0000531	Prav.g_01083	Syai.g_00643
OG0000532	Prav.g_01085	Syai.g_00646
OG0000533	Prav.g_01086	Syai.g_00647
OG0000534	Prav.g_01087	Syai.g_00648
OG0000535	Prav.g_01088	Syai.g_00649
OG0000536	Prav.g_01089	Syai.g_00650
OG0000537	Prav.g_01090	Syai.g_00651
OG0000538	Prav.g_01098	Syai.g_00662
OG0000539	Prav.g_01099	Syai.g_00663
OG0000540	Prav.g_01100	Syai.g_00664
OG0000541	Prav.g_01101	Syai.g_00665
OG0000542	Prav.g_01103	Syai.g_00668
OG0000543	Prav.g_01105	Syai.g_00670
OG0000544	Prav.g_01106	Syai.g_00671
OG0000545	Prav.g_01108	Syai.g_00673
OG0000546	Prav.g_01111	Syai.g_00675
OG0000547	Prav.g_01113	Syai.g_00677
OG0000548	Prav.g_01114	Syai.g_00678
OG0000549	Prav.g_01116	Syai.g_00684
OG0000550	Prav.g_01121	Syai.g_00689
OG0000551	Prav.g_01125	Syai.g_00694
OG0000552	Prav.g_01126	Syai.g_00695
OG0000553	Prav.g_01127	Syai.g_00698
OG0000554	Prav.g_01132	Syai.g_00708
OG0000555	Prav.g_01140	Syai.g_00725
OG0000556	Prav.g_01142	Syai.g_00728
OG0000557	Prav.g_01143	Syai.g_00730
OG0000558	Prav.g_01145	Syai.g_00732
OG0000559	Prav.g_01149	Syai.g_00736
OG0000560	Prav.g_01152	Syai.g_00739
OG0000561	Prav.g_01153	Syai.g_00740
OG0000562	Prav.g_01154	Syai.g_00741
OG0000563	Prav.g_01155	Syai.g_00742
OG0000564	Prav.g_01156	Syai.g_00743
OG0000565	Prav.g_01159	Syai.g_00746
OG0000566	Prav.g_01161	Syai.g_00750
OG0000567	Prav.g_01165	Syai.g_00754
OG0000568	Prav.g_01166	Syai.g_00758
OG0000569	Prav.g_01167	Syai.g_00759
OG0000570	Prav.g_01168	Syai.g_00760
OG0000571	Prav.g_01170	Syai.g_00764
OG0000572	Prav.g_01183	Syai.g_00782
OG0000573	Prav.g_01188	Syai.g_00790
OG0000574	Prav.g_01189	Syai.g_00796
OG0000575	Prav.g_01193	Syai.g_00800
OG0000576	Prav.g_01195	Syai.g_00802
OG0000577	Prav.g_01196	Syai.g_00803
