Orthogroup	Prak	Prba
OG0000153	Prak.g_01738	Prba.g_00388
OG0000154	Prak.g_01774	Prba.g_00424
OG0000155	Prak.g_01793	Prba.g_01051
OG0000156	Prak.g_01826	Prba.g_00752
OG0000157	Prak.g_01860	Prba.g_00785
OG0000158	Prak.g_01926	Prba.g_01776, Prba.g_00848
OG0000160	Prak.g_00001	Prba.g_01794
OG0000161	Prak.g_00002	Prba.g_01795
OG0000162	Prak.g_00004	Prba.g_01797
OG0000163	Prak.g_00005	Prba.g_01798
OG0000164	Prak.g_00006	Prba.g_01799
OG0000165	Prak.g_00007	Prba.g_01800
OG0000166	Prak.g_00008	Prba.g_01801
OG0000167	Prak.g_00009	Prba.g_01802
OG0000168	Prak.g_00010	Prba.g_01803
OG0000169	Prak.g_00012	Prba.g_01805
OG0000170	Prak.g_00014	Prba.g_01807
OG0000171	Prak.g_00015	Prba.g_01808
OG0000172	Prak.g_00016	Prba.g_01809
OG0000173	Prak.g_00017	Prba.g_01810
OG0000174	Prak.g_00018	Prba.g_01811
OG0000175	Prak.g_00019	Prba.g_01812
OG0000176	Prak.g_00020	Prba.g_01813
OG0000177	Prak.g_00021	Prba.g_01814
OG0000178	Prak.g_00022	Prba.g_01815
OG0000179	Prak.g_00024	Prba.g_01817
OG0000180	Prak.g_00025	Prba.g_01818
OG0000181	Prak.g_00026	Prba.g_01819
OG0000182	Prak.g_00027	Prba.g_01820
OG0000183	Prak.g_00028	Prba.g_01821
OG0000184	Prak.g_00030	Prba.g_01822
OG0000185	Prak.g_00033	Prba.g_01825
OG0000186	Prak.g_00036	Prba.g_01828
OG0000187	Prak.g_00037	Prba.g_01829
OG0000188	Prak.g_00038	Prba.g_01830
OG0000189	Prak.g_00040	Prba.g_01834
OG0000190	Prak.g_00042	Prba.g_01836
OG0000191	Prak.g_00044	Prba.g_01837
OG0000192	Prak.g_00045	Prba.g_01838
OG0000193	Prak.g_00046	Prba.g_01839
OG0000194	Prak.g_00049	Prba.g_01840
OG0000195	Prak.g_00050	Prba.g_01841
OG0000196	Prak.g_00051	Prba.g_01842
OG0000197	Prak.g_00053	Prba.g_01844
OG0000198	Prak.g_00054	Prba.g_01845
OG0000199	Prak.g_00056	Prba.g_01846
OG0000200	Prak.g_00068	Prba.g_01852
OG0000201	Prak.g_00069	Prba.g_01853
OG0000202	Prak.g_00070	Prba.g_01854
OG0000203	Prak.g_00074	Prba.g_01857
OG0000204	Prak.g_00075	Prba.g_01858
OG0000205	Prak.g_00078	Prba.g_01861
OG0000206	Prak.g_00080	Prba.g_01863
OG0000207	Prak.g_00082	Prba.g_01865
OG0000208	Prak.g_00083	Prba.g_01866
OG0000209	Prak.g_00717	Prba.g_01867
OG0000210	Prak.g_00084	Prba.g_01868
OG0000211	Prak.g_00085	Prba.g_01869
OG0000212	Prak.g_00086	Prba.g_01870
OG0000213	Prak.g_00087	Prba.g_01871
OG0000214	Prak.g_00088	Prba.g_01872
OG0000215	Prak.g_00089	Prba.g_01873
OG0000216	Prak.g_00090	Prba.g_01874
OG0000217	Prak.g_00092	Prba.g_01876
OG0000218	Prak.g_00093	Prba.g_01877
OG0000219	Prak.g_00094	Prba.g_01878
OG0000220	Prak.g_00095	Prba.g_01879
OG0000221	Prak.g_00098	Prba.g_01882
OG0000222	Prak.g_00099	Prba.g_01883
OG0000223	Prak.g_00100	Prba.g_01884
OG0000224	Prak.g_00102	Prba.g_01885
OG0000225	Prak.g_00103	Prba.g_01886
OG0000226	Prak.g_00104	Prba.g_01887
OG0000227	Prak.g_00106	Prba.g_01888
OG0000228	Prak.g_00107	Prba.g_01889
OG0000229	Prak.g_00108	Prba.g_01890
OG0000230	Prak.g_00109	Prba.g_01891
OG0000231	Prak.g_00110	Prba.g_01892
OG0000232	Prak.g_00111	Prba.g_01894
OG0000233	Prak.g_00113	Prba.g_01895
OG0000234	Prak.g_00114	Prba.g_01896
OG0000235	Prak.g_00115	Prba.g_01897
OG0000236	Prak.g_00118	Prba.g_01898
OG0000237	Prak.g_00119	Prba.g_01899
OG0000238	Prak.g_00120	Prba.g_01900
OG0000239	Prak.g_00122	Prba.g_01902
OG0000240	Prak.g_00123	Prba.g_01903
OG0000241	Prak.g_00124	Prba.g_01904
OG0000242	Prak.g_00125	Prba.g_01905
OG0000243	Prak.g_00128	Prba.g_01908
OG0000244	Prak.g_00131	Prba.g_01910
OG0000245	Prak.g_00132	Prba.g_01911
OG0000246	Prak.g_00133	Prba.g_01912
OG0000247	Prak.g_00135	Prba.g_01915
OG0000248	Prak.g_00137	Prba.g_01917
OG0000249	Prak.g_00139	Prba.g_01918
OG0000250	Prak.g_00140	Prba.g_01919
OG0000251	Prak.g_00141	Prba.g_01920
OG0000252	Prak.g_00142	Prba.g_01921
OG0000253	Prak.g_00143	Prba.g_01922
OG0000254	Prak.g_01035	Prba.g_01924
OG0000255	Prak.g_00145	Prba.g_01925
OG0000256	Prak.g_00148	Prba.g_01928
OG0000257	Prak.g_00150	Prba.g_01930
OG0000258	Prak.g_00156	Prba.g_01933
OG0000259	Prak.g_00157	Prba.g_01934
OG0000260	Prak.g_00158	Prba.g_01935
OG0000261	Prak.g_00159	Prba.g_01936
OG0000262	Prak.g_00160	Prba.g_01937
OG0000263	Prak.g_00162	Prba.g_01939
OG0000264	Prak.g_00163	Prba.g_01940
OG0000265	Prak.g_00164	Prba.g_01941
OG0000266	Prak.g_00165	Prba.g_01942
OG0000267	Prak.g_00166	Prba.g_01943
OG0000268	Prak.g_00168	Prba.g_01944
OG0000269	Prak.g_00170	Prba.g_01946
OG0000270	Prak.g_00171	Prba.g_01947
OG0000271	Prak.g_00172	Prba.g_01948
OG0000272	Prak.g_00173	Prba.g_01949
OG0000273	Prak.g_00174	Prba.g_01950
OG0000274	Prak.g_00175	Prba.g_01951
OG0000275	Prak.g_00176	Prba.g_01952
OG0000276	Prak.g_00177	Prba.g_01953
OG0000277	Prak.g_00179	Prba.g_00623
OG0000278	Prak.g_00180	Prba.g_00624
OG0000279	Prak.g_00181	Prba.g_00625
OG0000280	Prak.g_00183	Prba.g_00627
OG0000281	Prak.g_00185	Prba.g_00629
OG0000282	Prak.g_00186	Prba.g_00630
OG0000283	Prak.g_00187	Prba.g_00631
OG0000284	Prak.g_00188	Prba.g_00632
OG0000285	Prak.g_00189	Prba.g_00633
OG0000286	Prak.g_00190	Prba.g_00634
OG0000287	Prak.g_00191	Prba.g_00635
OG0000288	Prak.g_00193	Prba.g_00637
OG0000289	Prak.g_00194	Prba.g_00638
OG0000290	Prak.g_00195	Prba.g_00639
OG0000291	Prak.g_00197	Prba.g_00641
OG0000292	Prak.g_00199	Prba.g_00642
OG0000293	Prak.g_00200	Prba.g_00643
OG0000294	Prak.g_00201	Prba.g_00644
OG0000295	Prak.g_00202	Prba.g_00645
OG0000296	Prak.g_00203	Prba.g_00646
OG0000297	Prak.g_00204	Prba.g_00647
OG0000298	Prak.g_00206	Prba.g_00649
OG0000299	Prak.g_00207	Prba.g_00650
OG0000300	Prak.g_00208	Prba.g_00651
OG0000301	Prak.g_00209	Prba.g_00652
OG0000302	Prak.g_00210	Prba.g_00653
OG0000303	Prak.g_00211	Prba.g_00654
OG0000304	Prak.g_00213	Prba.g_00656
OG0000305	Prak.g_00214	Prba.g_00657
OG0000306	Prak.g_00217	Prba.g_00660
OG0000307	Prak.g_00218	Prba.g_00661
OG0000308	Prak.g_00219	Prba.g_00662
OG0000309	Prak.g_00220	Prba.g_00663
OG0000310	Prak.g_00221	Prba.g_00664
OG0000311	Prak.g_00223	Prba.g_00665
OG0000312	Prak.g_00224	Prba.g_00666
OG0000313	Prak.g_00225	Prba.g_00667
OG0000314	Prak.g_00226	Prba.g_00668
OG0000315	Prak.g_00227	Prba.g_00669
OG0000316	Prak.g_00228	Prba.g_00670
OG0000317	Prak.g_00229	Prba.g_00671
OG0000318	Prak.g_00230	Prba.g_00672
OG0000319	Prak.g_00231	Prba.g_00673
OG0000320	Prak.g_00232	Prba.g_00674
OG0000321	Prak.g_00233	Prba.g_00675
OG0000322	Prak.g_00234	Prba.g_00439
OG0000323	Prak.g_00235	Prba.g_00440
OG0000324	Prak.g_00236	Prba.g_00441
OG0000325	Prak.g_00237	Prba.g_00442
OG0000326	Prak.g_00238	Prba.g_00443
OG0000327	Prak.g_00239	Prba.g_00444
OG0000328	Prak.g_00241	Prba.g_00445
OG0000329	Prak.g_00242	Prba.g_00446
OG0000330	Prak.g_00243	Prba.g_00447
OG0000331	Prak.g_00245	Prba.g_00448
OG0000332	Prak.g_00246	Prba.g_00449
OG0000333	Prak.g_00247	Prba.g_00450
OG0000334	Prak.g_00248	Prba.g_00451
OG0000335	Prak.g_00249	Prba.g_00452
OG0000336	Prak.g_00251	Prba.g_00454
OG0000337	Prak.g_00252	Prba.g_00455
OG0000338	Prak.g_00257	Prba.g_00459
OG0000339	Prak.g_00259	Prba.g_00461
OG0000340	Prak.g_00261	Prba.g_00463
OG0000341	Prak.g_00262	Prba.g_00464
OG0000342	Prak.g_00263	Prba.g_00465
OG0000343	Prak.g_00264	Prba.g_00466
OG0000344	Prak.g_00267	Prba.g_00469
OG0000345	Prak.g_00271	Prba.g_00472
OG0000346	Prak.g_00272	Prba.g_00473
OG0000347	Prak.g_00275	Prba.g_00476
OG0000348	Prak.g_00276	Prba.g_00477
OG0000349	Prak.g_00277	Prba.g_00478
OG0000350	Prak.g_00279	Prba.g_00480
OG0000351	Prak.g_00280	Prba.g_00481
OG0000352	Prak.g_00281	Prba.g_00482
OG0000353	Prak.g_00282	Prba.g_00483
OG0000354	Prak.g_00284	Prba.g_00484
OG0000355	Prak.g_00285	Prba.g_00485
OG0000356	Prak.g_00286	Prba.g_00486
OG0000357	Prak.g_00287	Prba.g_00487
OG0000358	Prak.g_00288	Prba.g_00488
OG0000359	Prak.g_00290	Prba.g_00489
OG0000360	Prak.g_00293	Prba.g_00492
OG0000361	Prak.g_00294	Prba.g_00493
OG0000362	Prak.g_00295	Prba.g_00494
OG0000363	Prak.g_00296	Prba.g_00495
OG0000364	Prak.g_00300	Prba.g_00499
OG0000365	Prak.g_00301	Prba.g_00500
OG0000366	Prak.g_00304	Prba.g_00502
OG0000367	Prak.g_00305	Prba.g_00503
OG0000368	Prak.g_00306	Prba.g_00504
OG0000369	Prak.g_00307	Prba.g_00505
OG0000370	Prak.g_00308	Prba.g_00506
OG0000371	Prak.g_00310	Prba.g_00507
OG0000372	Prak.g_00311	Prba.g_00508
OG0000373	Prak.g_00312	Prba.g_00509
OG0000374	Prak.g_00313	Prba.g_00510
OG0000375	Prak.g_00314	Prba.g_00511
OG0000376	Prak.g_00317	Prba.g_00514
OG0000377	Prak.g_00318	Prba.g_00515
OG0000378	Prak.g_00319	Prba.g_00516
OG0000379	Prak.g_00320	Prba.g_00517
OG0000380	Prak.g_00321	Prba.g_00518
OG0000381	Prak.g_00322	Prba.g_00519
OG0000382	Prak.g_00323	Prba.g_00520
OG0000383	Prak.g_00324	Prba.g_00521
OG0000384	Prak.g_00326	Prba.g_00524
OG0000385	Prak.g_00327	Prba.g_00525
OG0000386	Prak.g_00328	Prba.g_00526
OG0000387	Prak.g_00329	Prba.g_00527
OG0000388	Prak.g_00330	Prba.g_00528
OG0000389	Prak.g_00331	Prba.g_00529
OG0000390	Prak.g_00332	Prba.g_00530
OG0000391	Prak.g_00333	Prba.g_00531
OG0000392	Prak.g_00334	Prba.g_00532
OG0000393	Prak.g_00335	Prba.g_00533
OG0000394	Prak.g_00336	Prba.g_00534
OG0000395	Prak.g_00337	Prba.g_00535
OG0000396	Prak.g_00338	Prba.g_00537
OG0000397	Prak.g_00340	Prba.g_00539
OG0000398	Prak.g_00341	Prba.g_00540
OG0000399	Prak.g_00343	Prba.g_00543
OG0000400	Prak.g_00349	Prba.g_00544
OG0000401	Prak.g_00350	Prba.g_00545
OG0000402	Prak.g_00356	Prba.g_00550
OG0000403	Prak.g_00358	Prba.g_00551
OG0000404	Prak.g_00359	Prba.g_00552
OG0000405	Prak.g_00360	Prba.g_00554
OG0000406	Prak.g_00363	Prba.g_00557
OG0000407	Prak.g_00364	Prba.g_00558
OG0000408	Prak.g_00367	Prba.g_00561
OG0000409	Prak.g_00368	Prba.g_00562
OG0000410	Prak.g_00369	Prba.g_00218
OG0000411	Prak.g_00370	Prba.g_00219
OG0000412	Prak.g_00371	Prba.g_00220
OG0000413	Prak.g_00372	Prba.g_00221
OG0000414	Prak.g_00373	Prba.g_00222
OG0000415	Prak.g_00374	Prba.g_00223
OG0000416	Prak.g_00378	Prba.g_00849
OG0000417	Prak.g_00379	Prba.g_00850
OG0000418	Prak.g_00381	Prba.g_00851
OG0000419	Prak.g_00382	Prba.g_00852
OG0000420	Prak.g_00900	Prba.g_00853
OG0000421	Prak.g_01216	Prba.g_00865
OG0000422	Prak.g_01597	Prba.g_00873
OG0000423	Prak.g_01211	Prba.g_00874
OG0000424	Prak.g_01709	Prba.g_00880
OG0000425	Prak.g_00393	Prba.g_01030
OG0000426	Prak.g_00394	Prba.g_01029
OG0000427	Prak.g_00395	Prba.g_01028
OG0000428	Prak.g_00397	Prba.g_01026
OG0000429	Prak.g_00398	Prba.g_01025
OG0000430	Prak.g_00400	Prba.g_01023
OG0000431	Prak.g_00401	Prba.g_01022
OG0000432	Prak.g_00402	Prba.g_01021
OG0000433	Prak.g_00403	Prba.g_01020
OG0000434	Prak.g_00404	Prba.g_01019
OG0000435	Prak.g_00405	Prba.g_01018
OG0000436	Prak.g_00406	Prba.g_01017
OG0000437	Prak.g_00407	Prba.g_01016
OG0000438	Prak.g_00408	Prba.g_01015
OG0000439	Prak.g_00409	Prba.g_01014
OG0000440	Prak.g_00410	Prba.g_01013
OG0000441	Prak.g_00411	Prba.g_01012
OG0000442	Prak.g_00412	Prba.g_01011
OG0000443	Prak.g_00413	Prba.g_01010
OG0000444	Prak.g_00414	Prba.g_01009
OG0000445	Prak.g_00418	Prba.g_01008
OG0000446	Prak.g_00420	Prba.g_01006
OG0000447	Prak.g_00421	Prba.g_01005
OG0000448	Prak.g_00422	Prba.g_01003
OG0000449	Prak.g_00426	Prba.g_01000
OG0000450	Prak.g_00427	Prba.g_00999
OG0000451	Prak.g_00428	Prba.g_00998
OG0000452	Prak.g_00430	Prba.g_00997
OG0000453	Prak.g_00431	Prba.g_00996
OG0000454	Prak.g_00432	Prba.g_00990
OG0000455	Prak.g_00434	Prba.g_00988
OG0000456	Prak.g_00438	Prba.g_00984
OG0000457	Prak.g_00439	Prba.g_00983
OG0000458	Prak.g_00440	Prba.g_00982
OG0000459	Prak.g_00442	Prba.g_00980
OG0000460	Prak.g_00444	Prba.g_00978
OG0000461	Prak.g_00445	Prba.g_00977
OG0000462	Prak.g_00446	Prba.g_00976
OG0000463	Prak.g_00448	Prba.g_00974
OG0000464	Prak.g_00449	Prba.g_00973
OG0000465	Prak.g_00450	Prba.g_00972
OG0000466	Prak.g_00451	Prba.g_00971
OG0000467	Prak.g_00452	Prba.g_00970
OG0000468	Prak.g_00453	Prba.g_00969
OG0000469	Prak.g_00454	Prba.g_00968
OG0000470	Prak.g_00455	Prba.g_00967
OG0000471	Prak.g_00456	Prba.g_00966
OG0000472	Prak.g_00462	Prba.g_00961
OG0000473	Prak.g_00463	Prba.g_00960
OG0000474	Prak.g_00464	Prba.g_00959
OG0000475	Prak.g_00465	Prba.g_00958
OG0000476	Prak.g_00466	Prba.g_00956
OG0000477	Prak.g_00467	Prba.g_00955
OG0000478	Prak.g_00468	Prba.g_00954
OG0000479	Prak.g_00469	Prba.g_00953
OG0000480	Prak.g_00471	Prba.g_00951
OG0000481	Prak.g_00473	Prba.g_00949
OG0000482	Prak.g_00474	Prba.g_00948
OG0000483	Prak.g_00476	Prba.g_00946
OG0000484	Prak.g_00477	Prba.g_00945
OG0000485	Prak.g_00478	Prba.g_00944
OG0000486	Prak.g_00479	Prba.g_00943
OG0000487	Prak.g_00483	Prba.g_00938
OG0000488	Prak.g_00484	Prba.g_00936
OG0000489	Prak.g_00485	Prba.g_00935
OG0000490	Prak.g_00486	Prba.g_00934
OG0000491	Prak.g_00487	Prba.g_00933
OG0000492	Prak.g_00488	Prba.g_00932
OG0000493	Prak.g_00489	Prba.g_00931
OG0000494	Prak.g_00490	Prba.g_00930
OG0000495	Prak.g_00493	Prba.g_00927
OG0000496	Prak.g_00494	Prba.g_00926
OG0000497	Prak.g_00495	Prba.g_00925
OG0000498	Prak.g_00496	Prba.g_00924
OG0000499	Prak.g_00497	Prba.g_00923
OG0000500	Prak.g_00499	Prba.g_01775
OG0000501	Prak.g_00500	Prba.g_01774
OG0000502	Prak.g_00501	Prba.g_01773
OG0000503	Prak.g_00503	Prba.g_01771
OG0000504	Prak.g_00504	Prba.g_01770
OG0000505	Prak.g_00506	Prba.g_01769
OG0000506	Prak.g_00507	Prba.g_01768
OG0000507	Prak.g_00508	Prba.g_01767
OG0000508	Prak.g_00509	Prba.g_01766
OG0000509	Prak.g_00510	Prba.g_01765
OG0000510	Prak.g_00511	Prba.g_01764
OG0000511	Prak.g_00513	Prba.g_01762
OG0000512	Prak.g_00514	Prba.g_01761
OG0000513	Prak.g_00515	Prba.g_01760
OG0000514	Prak.g_00516	Prba.g_01759
OG0000515	Prak.g_00517	Prba.g_01758
OG0000516	Prak.g_00518	Prba.g_01757
OG0000517	Prak.g_00519	Prba.g_01755
OG0000518	Prak.g_00520	Prba.g_01754
OG0000519	Prak.g_00522	Prba.g_01753
OG0000520	Prak.g_00524	Prba.g_01752
OG0000521	Prak.g_00525	Prba.g_01751
OG0000522	Prak.g_00526	Prba.g_01750
OG0000523	Prak.g_00527	Prba.g_01749
OG0000524	Prak.g_00528	Prba.g_01748
OG0000525	Prak.g_00529	Prba.g_01747
OG0000526	Prak.g_00530	Prba.g_01746
OG0000527	Prak.g_00531	Prba.g_01745
OG0000528	Prak.g_00532	Prba.g_01744
OG0000529	Prak.g_00533	Prba.g_01743
OG0000530	Prak.g_00534	Prba.g_01742
OG0000531	Prak.g_00535	Prba.g_01741
OG0000532	Prak.g_00536	Prba.g_01740
OG0000533	Prak.g_00538	Prba.g_01738
OG0000534	Prak.g_00539	Prba.g_01737
OG0000535	Prak.g_00540	Prba.g_01736
OG0000536	Prak.g_00541	Prba.g_01735
OG0000537	Prak.g_00542	Prba.g_01734
OG0000538	Prak.g_00543	Prba.g_01733
OG0000539	Prak.g_00547	Prba.g_01730
OG0000540	Prak.g_00548	Prba.g_01729
OG0000541	Prak.g_00549	Prba.g_01728
OG0000542	Prak.g_00552	Prba.g_01726
OG0000543	Prak.g_00553	Prba.g_01725
OG0000544	Prak.g_00554	Prba.g_01724
OG0000545	Prak.g_00555	Prba.g_01723
OG0000546	Prak.g_00556	Prba.g_01722
OG0000547	Prak.g_00557	Prba.g_01721
OG0000548	Prak.g_00558	Prba.g_01720
OG0000549	Prak.g_00560	Prba.g_01718
OG0000550	Prak.g_00561	Prba.g_01717
OG0000551	Prak.g_00562	Prba.g_01716
OG0000552	Prak.g_00563	Prba.g_01715
OG0000553	Prak.g_00564	Prba.g_01714
OG0000554	Prak.g_00565	Prba.g_01713
OG0000555	Prak.g_00567	Prba.g_01712
OG0000556	Prak.g_00568	Prba.g_01711
OG0000557	Prak.g_00569	Prba.g_01710
OG0000558	Prak.g_00570	Prba.g_01709
OG0000559	Prak.g_00571	Prba.g_01708
OG0000560	Prak.g_00572	Prba.g_01707
OG0000561	Prak.g_00573	Prba.g_01706
OG0000562	Prak.g_00574	Prba.g_01705
OG0000563	Prak.g_00575	Prba.g_01704
OG0000564	Prak.g_00576	Prba.g_01703
OG0000565	Prak.g_00577	Prba.g_01702
OG0000566	Prak.g_00578	Prba.g_01701
OG0000567	Prak.g_00579	Prba.g_01700
OG0000568	Prak.g_00580	Prba.g_01699
OG0000569	Prak.g_00582	Prba.g_01696
OG0000570	Prak.g_00583	Prba.g_01695
OG0000571	Prak.g_00585	Prba.g_01693
OG0000572	Prak.g_00587	Prba.g_01692
OG0000573	Prak.g_00588	Prba.g_01691
OG0000574	Prak.g_00589	Prba.g_01690
OG0000575	Prak.g_00591	Prba.g_01689
OG0000576	Prak.g_00592	Prba.g_01688
OG0000577	Prak.g_01113	Prba.g_01687
OG0000578	Prak.g_01112	Prba.g_01686
OG0000579	Prak.g_01111	Prba.g_01685
OG0000580	Prak.g_01110	Prba.g_01684
OG0000581	Prak.g_01109	Prba.g_01683
OG0000582	Prak.g_01108	Prba.g_01682
OG0000583	Prak.g_01107	Prba.g_01681
OG0000584	Prak.g_01105	Prba.g_01679
OG0000585	Prak.g_01104	Prba.g_01678
OG0000586	Prak.g_01102	Prba.g_01677
OG0000587	Prak.g_01101	Prba.g_01676
OG0000588	Prak.g_01100	Prba.g_01675
OG0000589	Prak.g_01099	Prba.g_01674
OG0000590	Prak.g_01098	Prba.g_01673
OG0000591	Prak.g_01097	Prba.g_01672
OG0000592	Prak.g_01096	Prba.g_01671
OG0000593	Prak.g_01095	Prba.g_01670
