Orthogroup	Prak	Prax
OG0000075	Prak.g_01780	Prax.g_01338
OG0000077	Prak.g_00011	Prax.g_01974
OG0000078	Prak.g_00339	Prax.g_01783, Prax.g_00853, Prax.g_00852
OG0000079	Prak.g_01259	Prax.g_00792
OG0000080	Prak.g_01072	Prax.g_00973
OG0000081	Prak.g_00819	Prax.g_00951
OG0000082	Prak.g_00852	Prax.g_00366
OG0000083	Prak.g_01193	Prax.g_00501, Prax.g_00530, Prax.g_00301
OG0000084	Prak.g_00973	Prax.g_01129
OG0000085	Prak.g_01217	Prax.g_01254, Prax.g_01759
OG0000086	Prak.g_01550	Prax.g_00161
OG0000090	Prak.g_01352	Prax.g_01825
OG0000091	Prak.g_01399	Prax.g_01720
OG0000092	Prak.g_00661	Prax.g_01600
OG0000093	Prak.g_01732	Prax.g_01286
OG0000094	Prak.g_01776	Prax.g_01335
OG0000095	Prak.g_01814	Prax.g_01368
OG0000096	Prak.g_01887	Prax.g_01439
OG0000098	Prak.g_00003	Prax.g_01493
OG0000099	Prak.g_00023	Prax.g_00290
OG0000101	Prak.g_00052	Prax.g_00624
OG0000102	Prak.g_00121	Prax.g_01106
OG0000103	Prak.g_00130	Prax.g_01097
OG0000104	Prak.g_00147	Prax.g_01079
OG0000105	Prak.g_00182	Prax.g_01048
OG0000106	Prak.g_00196	Prax.g_01034
OG0000107	Prak.g_00205	Prax.g_01026
OG0000108	Prak.g_00215	Prax.g_01016
OG0000109	Prak.g_00256	Prax.g_00979
OG0000110	Prak.g_00268	Prax.g_00488, Prax.g_00924
OG0000111	Prak.g_00292	Prax.g_00901
OG0000113	Prak.g_00316	Prax.g_00878
OG0000114	Prak.g_00342	Prax.g_00848
OG0000115	Prak.g_00435	Prax.g_00728
OG0000116	Prak.g_00437	Prax.g_00726
OG0000117	Prak.g_00441	Prax.g_00722
OG0000118	Prak.g_00461	Prax.g_00702
OG0000119	Prak.g_00491	Prax.g_00669
OG0000120	Prak.g_00492	Prax.g_00668
OG0000121	Prak.g_00502	Prax.g_00004
OG0000122	Prak.g_00512	Prax.g_00013
OG0000123	Prak.g_00544	Prax.g_00044
OG0000124	Prak.g_01091	Prax.g_00110
OG0000125	Prak.g_01090	Prax.g_00111
OG0000126	Prak.g_01089	Prax.g_00112
OG0000127	Prak.g_00814	Prax.g_00956
OG0000128	Prak.g_00839	Prax.g_00483
OG0000129	Prak.g_01040	Prax.g_00463
OG0000130	Prak.g_00937	Prax.g_00388
OG0000131	Prak.g_00843	Prax.g_00375
OG0000132	Prak.g_00880	Prax.g_00339
OG0000133	Prak.g_00787	Prax.g_00578
OG0000134	Prak.g_01071	Prax.g_00588
OG0000135	Prak.g_00977	Prax.g_01133
OG0000136	Prak.g_00923	Prax.g_01201
OG0000137	Prak.g_01553	Prax.g_00164
OG0000139	Prak.g_01166	Prax.g_00206
OG0000140	Prak.g_00594	Prax.g_00257
OG0000141	Prak.g_01487	Prax.g_01789
OG0000142	Prak.g_01290	Prax.g_01887
OG0000143	Prak.g_01329	Prax.g_01863
OG0000144	Prak.g_01379	Prax.g_01746
OG0000145	Prak.g_01392	Prax.g_01727
OG0000146	Prak.g_01428	Prax.g_01691
OG0000147	Prak.g_01475	Prax.g_01651
OG0000148	Prak.g_01476	Prax.g_01650
OG0000149	Prak.g_01642	Prax.g_01561
OG0000150	Prak.g_01681	Prax.g_01523
OG0000151	Prak.g_01684	Prax.g_01520
OG0000152	Prak.g_01704	Prax.g_01257
OG0000153	Prak.g_01738	Prax.g_01297
OG0000154	Prak.g_01774	Prax.g_01333
OG0000155	Prak.g_01793	Prax.g_01351
OG0000156	Prak.g_01826	Prax.g_01379
OG0000157	Prak.g_01860	Prax.g_01411
OG0000158	Prak.g_01926	Prax.g_01473
OG0000160	Prak.g_00001	Prax.g_01491
OG0000161	Prak.g_00002	Prax.g_01492
OG0000162	Prak.g_00004	Prax.g_01494
OG0000163	Prak.g_00005	Prax.g_01495
OG0000164	Prak.g_00006	Prax.g_01496
OG0000165	Prak.g_00007	Prax.g_01497
OG0000166	Prak.g_00008	Prax.g_01498
OG0000167	Prak.g_00009	Prax.g_01499
OG0000168	Prak.g_00010	Prax.g_01975
OG0000169	Prak.g_00012	Prax.g_01973
OG0000170	Prak.g_00014	Prax.g_00299
OG0000171	Prak.g_00015	Prax.g_00298
OG0000172	Prak.g_00016	Prax.g_00297
OG0000173	Prak.g_00017	Prax.g_00296
OG0000174	Prak.g_00018	Prax.g_00295
OG0000175	Prak.g_00019	Prax.g_00294
OG0000176	Prak.g_00020	Prax.g_00293
OG0000177	Prak.g_00021	Prax.g_00292
OG0000178	Prak.g_00022	Prax.g_00291
OG0000179	Prak.g_00024	Prax.g_00289
OG0000180	Prak.g_00025	Prax.g_00288
OG0000181	Prak.g_00026	Prax.g_00287
OG0000182	Prak.g_00027	Prax.g_00286
OG0000183	Prak.g_00028	Prax.g_00285
OG0000184	Prak.g_00030	Prax.g_00284
OG0000185	Prak.g_00033	Prax.g_00281
OG0000186	Prak.g_00036	Prax.g_00278
OG0000187	Prak.g_00037	Prax.g_00277
OG0000188	Prak.g_00038	Prax.g_00276
OG0000189	Prak.g_00040	Prax.g_00273
OG0000190	Prak.g_00042	Prax.g_00271
OG0000191	Prak.g_00044	Prax.g_00270
OG0000192	Prak.g_00045	Prax.g_00269
OG0000193	Prak.g_00046	Prax.g_00261
OG0000194	Prak.g_00049	Prax.g_00621
OG0000195	Prak.g_00050	Prax.g_00622
OG0000196	Prak.g_00051	Prax.g_00623
OG0000197	Prak.g_00053	Prax.g_00625
OG0000198	Prak.g_00054	Prax.g_00626
OG0000199	Prak.g_00056	Prax.g_00627
OG0000200	Prak.g_00068	Prax.g_00635
OG0000201	Prak.g_00069	Prax.g_00636
OG0000202	Prak.g_00070	Prax.g_00637
OG0000203	Prak.g_00074	Prax.g_00640
OG0000204	Prak.g_00075	Prax.g_00641
OG0000205	Prak.g_00078	Prax.g_00644
OG0000206	Prak.g_00080	Prax.g_00646
OG0000207	Prak.g_00082	Prax.g_00648
OG0000208	Prak.g_00083	Prax.g_00649
OG0000209	Prak.g_00717	Prax.g_00650
OG0000210	Prak.g_00084	Prax.g_00651
OG0000211	Prak.g_00085	Prax.g_00652
OG0000212	Prak.g_00086	Prax.g_00653
OG0000213	Prak.g_00087	Prax.g_00654
OG0000214	Prak.g_00088	Prax.g_00655
OG0000215	Prak.g_00089	Prax.g_00656
OG0000216	Prak.g_00090	Prax.g_00657
OG0000217	Prak.g_00092	Prax.g_00659
OG0000218	Prak.g_00093	Prax.g_00660
OG0000219	Prak.g_00094	Prax.g_01128
OG0000220	Prak.g_00095	Prax.g_01127
OG0000221	Prak.g_00098	Prax.g_01124
OG0000222	Prak.g_00099	Prax.g_01123
OG0000223	Prak.g_00100	Prax.g_01122
OG0000224	Prak.g_00102	Prax.g_01121
OG0000225	Prak.g_00103	Prax.g_01120
OG0000226	Prak.g_00104	Prax.g_01119
OG0000227	Prak.g_00106	Prax.g_01118
OG0000228	Prak.g_00107	Prax.g_01117
OG0000229	Prak.g_00108	Prax.g_01116
OG0000230	Prak.g_00109	Prax.g_01115
OG0000231	Prak.g_00110	Prax.g_01114
OG0000232	Prak.g_00111	Prax.g_01113
OG0000233	Prak.g_00113	Prax.g_01112
OG0000234	Prak.g_00114	Prax.g_01111
OG0000235	Prak.g_00115	Prax.g_01110
OG0000236	Prak.g_00118	Prax.g_01109
OG0000237	Prak.g_00119	Prax.g_01108
OG0000238	Prak.g_00120	Prax.g_01107
OG0000239	Prak.g_00122	Prax.g_01105
OG0000240	Prak.g_00123	Prax.g_01103
OG0000241	Prak.g_00124	Prax.g_01102
OG0000242	Prak.g_00125	Prax.g_01101
OG0000243	Prak.g_00128	Prax.g_01098
OG0000244	Prak.g_00131	Prax.g_01096
OG0000245	Prak.g_00132	Prax.g_01095
OG0000246	Prak.g_00133	Prax.g_01094
OG0000247	Prak.g_00135	Prax.g_01091
OG0000248	Prak.g_00137	Prax.g_01089
OG0000249	Prak.g_00139	Prax.g_01088
OG0000250	Prak.g_00140	Prax.g_01087
OG0000251	Prak.g_00141	Prax.g_01086
OG0000252	Prak.g_00142	Prax.g_01085
OG0000253	Prak.g_00143	Prax.g_01084
OG0000254	Prak.g_01035	Prax.g_01082
OG0000255	Prak.g_00145	Prax.g_01081
OG0000256	Prak.g_00148	Prax.g_01078
OG0000257	Prak.g_00150	Prax.g_01076
OG0000258	Prak.g_00156	Prax.g_01073
OG0000259	Prak.g_00157	Prax.g_01072
OG0000260	Prak.g_00158	Prax.g_01071
OG0000261	Prak.g_00159	Prax.g_01070
OG0000262	Prak.g_00160	Prax.g_01069
OG0000263	Prak.g_00162	Prax.g_01067
OG0000264	Prak.g_00163	Prax.g_01066
OG0000265	Prak.g_00164	Prax.g_01065
OG0000266	Prak.g_00165	Prax.g_01064
OG0000267	Prak.g_00166	Prax.g_01063
OG0000268	Prak.g_00168	Prax.g_01062
OG0000269	Prak.g_00170	Prax.g_01060
OG0000270	Prak.g_00171	Prax.g_01059
OG0000271	Prak.g_00172	Prax.g_01058
OG0000272	Prak.g_00173	Prax.g_01057
OG0000273	Prak.g_00174	Prax.g_01056
OG0000274	Prak.g_00175	Prax.g_01055
OG0000275	Prak.g_00176	Prax.g_01054
OG0000276	Prak.g_00177	Prax.g_01053
OG0000277	Prak.g_00179	Prax.g_01051
OG0000278	Prak.g_00180	Prax.g_01050
OG0000279	Prak.g_00181	Prax.g_01049
OG0000280	Prak.g_00183	Prax.g_01047
OG0000281	Prak.g_00185	Prax.g_01045
OG0000282	Prak.g_00186	Prax.g_01044
OG0000283	Prak.g_00187	Prax.g_01043
OG0000284	Prak.g_00188	Prax.g_01042
OG0000285	Prak.g_00189	Prax.g_01041
OG0000286	Prak.g_00190	Prax.g_01040
OG0000287	Prak.g_00191	Prax.g_01039
OG0000288	Prak.g_00193	Prax.g_01037
OG0000289	Prak.g_00194	Prax.g_01036
OG0000290	Prak.g_00195	Prax.g_01035
OG0000291	Prak.g_00197	Prax.g_01033
OG0000292	Prak.g_00199	Prax.g_01032
OG0000293	Prak.g_00200	Prax.g_01031
OG0000294	Prak.g_00201	Prax.g_01030
OG0000295	Prak.g_00202	Prax.g_01029
OG0000296	Prak.g_00203	Prax.g_01028
OG0000297	Prak.g_00204	Prax.g_01027
OG0000298	Prak.g_00206	Prax.g_01025
OG0000299	Prak.g_00207	Prax.g_01024
OG0000300	Prak.g_00208	Prax.g_01023
OG0000301	Prak.g_00209	Prax.g_01022
OG0000302	Prak.g_00210	Prax.g_01021
OG0000303	Prak.g_00211	Prax.g_01020
OG0000304	Prak.g_00213	Prax.g_01018
OG0000305	Prak.g_00214	Prax.g_01017
OG0000306	Prak.g_00217	Prax.g_01014
OG0000307	Prak.g_00218	Prax.g_01013
OG0000308	Prak.g_00219	Prax.g_01012
OG0000309	Prak.g_00220	Prax.g_01011
OG0000310	Prak.g_00221	Prax.g_01010
OG0000311	Prak.g_00223	Prax.g_01009
OG0000312	Prak.g_00224	Prax.g_01008
OG0000313	Prak.g_00225	Prax.g_01007
OG0000314	Prak.g_00226	Prax.g_01006
OG0000315	Prak.g_00227	Prax.g_01005
OG0000316	Prak.g_00228	Prax.g_01004
OG0000317	Prak.g_00229	Prax.g_01003
OG0000318	Prak.g_00230	Prax.g_01002
OG0000319	Prak.g_00231	Prax.g_01001
OG0000320	Prak.g_00232	Prax.g_01000
OG0000321	Prak.g_00233	Prax.g_00999
OG0000322	Prak.g_00234	Prax.g_00998
OG0000323	Prak.g_00235	Prax.g_00997
OG0000324	Prak.g_00236	Prax.g_00996
OG0000325	Prak.g_00237	Prax.g_00995
OG0000326	Prak.g_00238	Prax.g_00994
OG0000327	Prak.g_00239	Prax.g_00993
OG0000328	Prak.g_00241	Prax.g_00992
OG0000329	Prak.g_00242	Prax.g_00991
OG0000330	Prak.g_00243	Prax.g_00990
OG0000331	Prak.g_00245	Prax.g_00989
OG0000332	Prak.g_00246	Prax.g_00988
OG0000333	Prak.g_00247	Prax.g_00987
OG0000334	Prak.g_00248	Prax.g_00986
OG0000335	Prak.g_00249	Prax.g_00985
OG0000336	Prak.g_00251	Prax.g_00983
OG0000337	Prak.g_00252	Prax.g_00982
OG0000338	Prak.g_00257	Prax.g_00978
OG0000339	Prak.g_00259	Prax.g_00933
OG0000340	Prak.g_00261	Prax.g_00931
OG0000341	Prak.g_00262	Prax.g_00930
OG0000342	Prak.g_00263	Prax.g_00929
OG0000343	Prak.g_00264	Prax.g_00928
OG0000344	Prak.g_00267	Prax.g_00925
OG0000345	Prak.g_00271	Prax.g_00922
OG0000346	Prak.g_00272	Prax.g_00921
OG0000347	Prak.g_00275	Prax.g_00918
OG0000348	Prak.g_00276	Prax.g_00916
OG0000349	Prak.g_00277	Prax.g_00915
OG0000350	Prak.g_00279	Prax.g_00913
OG0000351	Prak.g_00280	Prax.g_00912
OG0000352	Prak.g_00281	Prax.g_00911
OG0000353	Prak.g_00282	Prax.g_00910
OG0000354	Prak.g_00284	Prax.g_00909
OG0000355	Prak.g_00285	Prax.g_00908
OG0000356	Prak.g_00286	Prax.g_00907
OG0000357	Prak.g_00287	Prax.g_00906
OG0000358	Prak.g_00288	Prax.g_00905
OG0000359	Prak.g_00290	Prax.g_00904
OG0000360	Prak.g_00293	Prax.g_00900
OG0000361	Prak.g_00294	Prax.g_00899
OG0000362	Prak.g_00295	Prax.g_00898
OG0000363	Prak.g_00296	Prax.g_00897
OG0000364	Prak.g_00300	Prax.g_00893
OG0000365	Prak.g_00301	Prax.g_00892
OG0000366	Prak.g_00304	Prax.g_00890
OG0000367	Prak.g_00305	Prax.g_00889
OG0000368	Prak.g_00306	Prax.g_00888
OG0000369	Prak.g_00307	Prax.g_00887
OG0000370	Prak.g_00308	Prax.g_00886
OG0000371	Prak.g_00310	Prax.g_00885
OG0000372	Prak.g_00311	Prax.g_00884
OG0000373	Prak.g_00312	Prax.g_00883
OG0000374	Prak.g_00313	Prax.g_00881
OG0000375	Prak.g_00314	Prax.g_00880
OG0000376	Prak.g_00317	Prax.g_00877
OG0000377	Prak.g_00318	Prax.g_00876
OG0000378	Prak.g_00319	Prax.g_00875
OG0000379	Prak.g_00320	Prax.g_00874
OG0000380	Prak.g_00321	Prax.g_00873
OG0000381	Prak.g_00322	Prax.g_00872
OG0000382	Prak.g_00323	Prax.g_00871
OG0000383	Prak.g_00324	Prax.g_00870
OG0000384	Prak.g_00326	Prax.g_00867
OG0000385	Prak.g_00327	Prax.g_00866
OG0000386	Prak.g_00328	Prax.g_00865
OG0000387	Prak.g_00329	Prax.g_00864
OG0000388	Prak.g_00330	Prax.g_00863
OG0000389	Prak.g_00331	Prax.g_00862
OG0000390	Prak.g_00332	Prax.g_00861
OG0000391	Prak.g_00333	Prax.g_00860
OG0000392	Prak.g_00334	Prax.g_00859
OG0000393	Prak.g_00335	Prax.g_00858
OG0000394	Prak.g_00336	Prax.g_00857
OG0000395	Prak.g_00337	Prax.g_00856
OG0000396	Prak.g_00338	Prax.g_00854
OG0000397	Prak.g_00340	Prax.g_00850
OG0000398	Prak.g_00341	Prax.g_00849
OG0000399	Prak.g_00343	Prax.g_00846
OG0000400	Prak.g_00349	Prax.g_00845
OG0000401	Prak.g_00350	Prax.g_00844
OG0000402	Prak.g_00356	Prax.g_00839
OG0000403	Prak.g_00358	Prax.g_00838
OG0000404	Prak.g_00359	Prax.g_00837
OG0000405	Prak.g_00360	Prax.g_00835
OG0000406	Prak.g_00363	Prax.g_00832
OG0000407	Prak.g_00364	Prax.g_00831
OG0000408	Prak.g_00367	Prax.g_00828
OG0000409	Prak.g_00368	Prax.g_00827
OG0000410	Prak.g_00369	Prax.g_00826
OG0000411	Prak.g_00370	Prax.g_00825
OG0000412	Prak.g_00371	Prax.g_00824
OG0000413	Prak.g_00372	Prax.g_00823
OG0000414	Prak.g_00373	Prax.g_00822
OG0000415	Prak.g_00374	Prax.g_00821
OG0000416	Prak.g_00378	Prax.g_00818
OG0000417	Prak.g_00379	Prax.g_00817
OG0000418	Prak.g_00381	Prax.g_00816
OG0000419	Prak.g_00382	Prax.g_00815
OG0000420	Prak.g_00900	Prax.g_00814
OG0000421	Prak.g_01216	Prax.g_00802
OG0000422	Prak.g_01597	Prax.g_00795
OG0000423	Prak.g_01211	Prax.g_00794
OG0000424	Prak.g_01709	Prax.g_00790
OG0000425	Prak.g_00393	Prax.g_00769
OG0000426	Prak.g_00394	Prax.g_00768
OG0000427	Prak.g_00395	Prax.g_00767
OG0000428	Prak.g_00397	Prax.g_00765
OG0000429	Prak.g_00398	Prax.g_00764
OG0000430	Prak.g_00400	Prax.g_00762
OG0000431	Prak.g_00401	Prax.g_00761
OG0000432	Prak.g_00402	Prax.g_00760
OG0000433	Prak.g_00403	Prax.g_00759
OG0000434	Prak.g_00404	Prax.g_00758
OG0000435	Prak.g_00405	Prax.g_00757
OG0000436	Prak.g_00406	Prax.g_00756
OG0000437	Prak.g_00407	Prax.g_00755
OG0000438	Prak.g_00408	Prax.g_00754
OG0000439	Prak.g_00409	Prax.g_00753
OG0000440	Prak.g_00410	Prax.g_00752
OG0000441	Prak.g_00411	Prax.g_00751
OG0000442	Prak.g_00412	Prax.g_00750
OG0000443	Prak.g_00413	Prax.g_00749
OG0000444	Prak.g_00414	Prax.g_00748
OG0000445	Prak.g_00418	Prax.g_00747
OG0000446	Prak.g_00420	Prax.g_00746
OG0000447	Prak.g_00421	Prax.g_00745
OG0000448	Prak.g_00422	Prax.g_00743
OG0000449	Prak.g_00426	Prax.g_00740
OG0000450	Prak.g_00427	Prax.g_00739
OG0000451	Prak.g_00428	Prax.g_00738
OG0000452	Prak.g_00430	Prax.g_00737
OG0000453	Prak.g_00431	Prax.g_00736
OG0000454	Prak.g_00432	Prax.g_00731
OG0000455	Prak.g_00434	Prax.g_00729
OG0000456	Prak.g_00438	Prax.g_00725
OG0000457	Prak.g_00439	Prax.g_00724
OG0000458	Prak.g_00440	Prax.g_00723
OG0000459	Prak.g_00442	Prax.g_00721
OG0000460	Prak.g_00444	Prax.g_00719
OG0000461	Prak.g_00445	Prax.g_00718
OG0000462	Prak.g_00446	Prax.g_00717
OG0000463	Prak.g_00448	Prax.g_00715
OG0000464	Prak.g_00449	Prax.g_00714
OG0000465	Prak.g_00450	Prax.g_00713
OG0000466	Prak.g_00451	Prax.g_00712
OG0000467	Prak.g_00452	Prax.g_00711
OG0000468	Prak.g_00453	Prax.g_00709
OG0000469	Prak.g_00454	Prax.g_00708
OG0000470	Prak.g_00455	Prax.g_00707
OG0000471	Prak.g_00456	Prax.g_00706
OG0000472	Prak.g_00462	Prax.g_00701
OG0000473	Prak.g_00463	Prax.g_00700
OG0000474	Prak.g_00464	Prax.g_00699
OG0000475	Prak.g_00465	Prax.g_00698
OG0000476	Prak.g_00466	Prax.g_00696
OG0000477	Prak.g_00467	Prax.g_00695
OG0000478	Prak.g_00468	Prax.g_00694
OG0000479	Prak.g_00469	Prax.g_00693
OG0000480	Prak.g_00471	Prax.g_00691
OG0000481	Prak.g_00473	Prax.g_00689
OG0000482	Prak.g_00474	Prax.g_00688
OG0000483	Prak.g_00476	Prax.g_00686
OG0000484	Prak.g_00477	Prax.g_00685
OG0000485	Prak.g_00478	Prax.g_00684
OG0000486	Prak.g_00479	Prax.g_00683
OG0000487	Prak.g_00483	Prax.g_00678
OG0000488	Prak.g_00484	Prax.g_00676
OG0000489	Prak.g_00485	Prax.g_00675
OG0000490	Prak.g_00486	Prax.g_00674
OG0000491	Prak.g_00487	Prax.g_00673
OG0000492	Prak.g_00488	Prax.g_00672
OG0000493	Prak.g_00489	Prax.g_00671
OG0000494	Prak.g_00490	Prax.g_00670
OG0000495	Prak.g_00493	Prax.g_00667
OG0000496	Prak.g_00494	Prax.g_00666
OG0000497	Prak.g_00495	Prax.g_00665
OG0000498	Prak.g_00496	Prax.g_00664
OG0000499	Prak.g_00497	Prax.g_00663
OG0000500	Prak.g_00499	Prax.g_00001
OG0000501	Prak.g_00500	Prax.g_00002
OG0000502	Prak.g_00501	Prax.g_00003
OG0000503	Prak.g_00503	Prax.g_00005
OG0000504	Prak.g_00504	Prax.g_00006
OG0000505	Prak.g_00506	Prax.g_00007
OG0000506	Prak.g_00507	Prax.g_00008
OG0000507	Prak.g_00508	Prax.g_00009
OG0000508	Prak.g_00509	Prax.g_00010
OG0000509	Prak.g_00510	Prax.g_00011
OG0000510	Prak.g_00511	Prax.g_00012
OG0000511	Prak.g_00513	Prax.g_00014
OG0000512	Prak.g_00514	Prax.g_00015
OG0000513	Prak.g_00515	Prax.g_00016
OG0000514	Prak.g_00516	Prax.g_00017
OG0000515	Prak.g_00517	Prax.g_00018
OG0000516	Prak.g_00518	Prax.g_00019
OG0000517	Prak.g_00519	Prax.g_00021
OG0000518	Prak.g_00520	Prax.g_00022
OG0000519	Prak.g_00522	Prax.g_00023
OG0000520	Prak.g_00524	Prax.g_00024
OG0000521	Prak.g_00525	Prax.g_00025
OG0000522	Prak.g_00526	Prax.g_00026
OG0000523	Prak.g_00527	Prax.g_00027
OG0000524	Prak.g_00528	Prax.g_00028
OG0000525	Prak.g_00529	Prax.g_00029
OG0000526	Prak.g_00530	Prax.g_00030
OG0000527	Prak.g_00531	Prax.g_00031
OG0000528	Prak.g_00532	Prax.g_00032
OG0000529	Prak.g_00533	Prax.g_00033
OG0000530	Prak.g_00534	Prax.g_00034
OG0000531	Prak.g_00535	Prax.g_00035
OG0000532	Prak.g_00536	Prax.g_00036
OG0000533	Prak.g_00538	Prax.g_00038
OG0000534	Prak.g_00539	Prax.g_00039
OG0000535	Prak.g_00540	Prax.g_00040
OG0000536	Prak.g_00541	Prax.g_00041
OG0000537	Prak.g_00542	Prax.g_00042
OG0000538	Prak.g_00543	Prax.g_00043
OG0000539	Prak.g_00547	Prax.g_00046
OG0000540	Prak.g_00548	Prax.g_00047
OG0000541	Prak.g_00549	Prax.g_00048
OG0000542	Prak.g_00552	Prax.g_00050
OG0000543	Prak.g_00553	Prax.g_00051
OG0000544	Prak.g_00554	Prax.g_00052
OG0000545	Prak.g_00555	Prax.g_00053
OG0000546	Prak.g_00556	Prax.g_00054
OG0000547	Prak.g_00557	Prax.g_00055
OG0000548	Prak.g_00558	Prax.g_00056
OG0000549	Prak.g_00560	Prax.g_00058
OG0000550	Prak.g_00561	Prax.g_00059
OG0000551	Prak.g_00562	Prax.g_00060
OG0000552	Prak.g_00563	Prax.g_00061
OG0000553	Prak.g_00564	Prax.g_00062
OG0000554	Prak.g_00565	Prax.g_00063
OG0000555	Prak.g_00567	Prax.g_00064
OG0000556	Prak.g_00568	Prax.g_00065
OG0000557	Prak.g_00569	Prax.g_00066
OG0000558	Prak.g_00570	Prax.g_00067
OG0000559	Prak.g_00571	Prax.g_00068
OG0000560	Prak.g_00572	Prax.g_00069
OG0000561	Prak.g_00573	Prax.g_00070
OG0000562	Prak.g_00574	Prax.g_00071
OG0000563	Prak.g_00575	Prax.g_00072
OG0000564	Prak.g_00576	Prax.g_00073
OG0000565	Prak.g_00577	Prax.g_00074
OG0000566	Prak.g_00578	Prax.g_00075
OG0000567	Prak.g_00579	Prax.g_00076
OG0000568	Prak.g_00580	Prax.g_00077
OG0000569	Prak.g_00582	Prax.g_00080
OG0000570	Prak.g_00583	Prax.g_00081
OG0000571	Prak.g_00585	Prax.g_00083
OG0000572	Prak.g_00587	Prax.g_00084
OG0000573	Prak.g_00588	Prax.g_00085
OG0000574	Prak.g_00589	Prax.g_00086
OG0000575	Prak.g_00591	Prax.g_00087
OG0000576	Prak.g_00592	Prax.g_00088
OG0000577	Prak.g_01113	Prax.g_00089
OG0000578	Prak.g_01112	Prax.g_00090
OG0000579	Prak.g_01111	Prax.g_00091
OG0000580	Prak.g_01110	Prax.g_00092
OG0000581	Prak.g_01109	Prax.g_00093
OG0000582	Prak.g_01108	Prax.g_00094
OG0000583	Prak.g_01107	Prax.g_00095
OG0000584	Prak.g_01105	Prax.g_00097
OG0000585	Prak.g_01104	Prax.g_00098
OG0000586	Prak.g_01102	Prax.g_00099
OG0000587	Prak.g_01101	Prax.g_00100
OG0000588	Prak.g_01100	Prax.g_00101
OG0000589	Prak.g_01099	Prax.g_00102
OG0000590	Prak.g_01098	Prax.g_00103
OG0000591	Prak.g_01097	Prax.g_00104
OG0000592	Prak.g_01096	Prax.g_00105
OG0000593	Prak.g_01095	Prax.g_00106
OG0000594	Prak.g_01094	Prax.g_00107
