Orthogroup	Prak	Pran
OG0000223	Prak.g_00100	Pran.g_00337
OG0000224	Prak.g_00102	Pran.g_00336
OG0000225	Prak.g_00103	Pran.g_00335
OG0000226	Prak.g_00104	Pran.g_00334
OG0000227	Prak.g_00106	Pran.g_00333
OG0000228	Prak.g_00107	Pran.g_00332
OG0000229	Prak.g_00108	Pran.g_00331
OG0000230	Prak.g_00109	Pran.g_00330
OG0000231	Prak.g_00110	Pran.g_00329
OG0000232	Prak.g_00111	Pran.g_00327
OG0000233	Prak.g_00113	Pran.g_00326
OG0000234	Prak.g_00114	Pran.g_00325
OG0000235	Prak.g_00115	Pran.g_00324
OG0000236	Prak.g_00118	Pran.g_00323
OG0000237	Prak.g_00119	Pran.g_00322
OG0000238	Prak.g_00120	Pran.g_00321
OG0000239	Prak.g_00122	Pran.g_00319
OG0000240	Prak.g_00123	Pran.g_00318
OG0000241	Prak.g_00124	Pran.g_00317
OG0000242	Prak.g_00125	Pran.g_00316
OG0000243	Prak.g_00128	Pran.g_00313
OG0000244	Prak.g_00131	Pran.g_00311
OG0000245	Prak.g_00132	Pran.g_00310
OG0000246	Prak.g_00133	Pran.g_00309
OG0000247	Prak.g_00135	Pran.g_00307
OG0000248	Prak.g_00137	Pran.g_00305
OG0000249	Prak.g_00139	Pran.g_00304
OG0000250	Prak.g_00140	Pran.g_00303
OG0000251	Prak.g_00141	Pran.g_00302
OG0000252	Prak.g_00142	Pran.g_00301
OG0000253	Prak.g_00143	Pran.g_00300
OG0000254	Prak.g_01035	Pran.g_00298
OG0000255	Prak.g_00145	Pran.g_00297
OG0000256	Prak.g_00148	Pran.g_00294
OG0000257	Prak.g_00150	Pran.g_00292
OG0000258	Prak.g_00156	Pran.g_00288
OG0000259	Prak.g_00157	Pran.g_00287
OG0000260	Prak.g_00158	Pran.g_00286
OG0000261	Prak.g_00159	Pran.g_00285
OG0000262	Prak.g_00160	Pran.g_00283
OG0000263	Prak.g_00162	Pran.g_00281
OG0000264	Prak.g_00163	Pran.g_00280
OG0000265	Prak.g_00164	Pran.g_00279
OG0000266	Prak.g_00165	Pran.g_00278
OG0000267	Prak.g_00166	Pran.g_00277
OG0000268	Prak.g_00168	Pran.g_00276
OG0000269	Prak.g_00170	Pran.g_00274
OG0000270	Prak.g_00171	Pran.g_00273
OG0000271	Prak.g_00172	Pran.g_00272
OG0000272	Prak.g_00173	Pran.g_00271
OG0000273	Prak.g_00174	Pran.g_00270
OG0000274	Prak.g_00175	Pran.g_00269
OG0000275	Prak.g_00176	Pran.g_00268
OG0000276	Prak.g_00177	Pran.g_00267
OG0000277	Prak.g_00179	Pran.g_00265
OG0000278	Prak.g_00180	Pran.g_00264
OG0000279	Prak.g_00181	Pran.g_00263
OG0000280	Prak.g_00183	Pran.g_00261
OG0000281	Prak.g_00185	Pran.g_00259
OG0000282	Prak.g_00186	Pran.g_00258
OG0000283	Prak.g_00187	Pran.g_00257
OG0000284	Prak.g_00188	Pran.g_00256
OG0000285	Prak.g_00189	Pran.g_00255
OG0000286	Prak.g_00190	Pran.g_00254
OG0000287	Prak.g_00191	Pran.g_00253
OG0000288	Prak.g_00193	Pran.g_00251
OG0000289	Prak.g_00194	Pran.g_00250
OG0000290	Prak.g_00195	Pran.g_00249
OG0000291	Prak.g_00197	Pran.g_00247
OG0000292	Prak.g_00199	Pran.g_00246
OG0000293	Prak.g_00200	Pran.g_00245
OG0000294	Prak.g_00201	Pran.g_00244
OG0000295	Prak.g_00202	Pran.g_00243
OG0000296	Prak.g_00203	Pran.g_00242
OG0000297	Prak.g_00204	Pran.g_00241
OG0000298	Prak.g_00206	Pran.g_00239
OG0000299	Prak.g_00207	Pran.g_00238
OG0000300	Prak.g_00208	Pran.g_00237
OG0000301	Prak.g_00209	Pran.g_00236
OG0000302	Prak.g_00210	Pran.g_00235
OG0000303	Prak.g_00211	Pran.g_00234
OG0000304	Prak.g_00213	Pran.g_00232
OG0000305	Prak.g_00214	Pran.g_00231
OG0000306	Prak.g_00217	Pran.g_00228
OG0000307	Prak.g_00218	Pran.g_00227
OG0000308	Prak.g_00219	Pran.g_00226
OG0000309	Prak.g_00220	Pran.g_00225
OG0000310	Prak.g_00221	Pran.g_00224
OG0000311	Prak.g_00223	Pran.g_00223
OG0000312	Prak.g_00224	Pran.g_00222
OG0000313	Prak.g_00225	Pran.g_00221
OG0000314	Prak.g_00226	Pran.g_00220
OG0000315	Prak.g_00227	Pran.g_00219
OG0000316	Prak.g_00228	Pran.g_00218
OG0000317	Prak.g_00229	Pran.g_00217
OG0000318	Prak.g_00230	Pran.g_00216
OG0000319	Prak.g_00231	Pran.g_00215
OG0000320	Prak.g_00232	Pran.g_00214
OG0000321	Prak.g_00233	Pran.g_00213
OG0000322	Prak.g_00234	Pran.g_00212
OG0000323	Prak.g_00235	Pran.g_00211
OG0000324	Prak.g_00236	Pran.g_00210
OG0000325	Prak.g_00237	Pran.g_00209
OG0000326	Prak.g_00238	Pran.g_00208
OG0000327	Prak.g_00239	Pran.g_00207
OG0000328	Prak.g_00241	Pran.g_00206
OG0000329	Prak.g_00242	Pran.g_00205
OG0000330	Prak.g_00243	Pran.g_00204
OG0000331	Prak.g_00245	Pran.g_00203
OG0000332	Prak.g_00246	Pran.g_00202
OG0000333	Prak.g_00247	Pran.g_00201
OG0000334	Prak.g_00248	Pran.g_00200
OG0000335	Prak.g_00249	Pran.g_00199
OG0000336	Prak.g_00251	Pran.g_00197
OG0000337	Prak.g_00252	Pran.g_00196
OG0000338	Prak.g_00257	Pran.g_00193
OG0000339	Prak.g_00259	Pran.g_01950
OG0000340	Prak.g_00261	Pran.g_01948
OG0000341	Prak.g_00262	Pran.g_01947
OG0000342	Prak.g_00263	Pran.g_01946
OG0000343	Prak.g_00264	Pran.g_01945
OG0000344	Prak.g_00267	Pran.g_01942
OG0000345	Prak.g_00271	Pran.g_01939
OG0000346	Prak.g_00272	Pran.g_01938
OG0000347	Prak.g_00275	Pran.g_01935
OG0000348	Prak.g_00276	Pran.g_01934
OG0000349	Prak.g_00277	Pran.g_01933
OG0000350	Prak.g_00279	Pran.g_01931
OG0000351	Prak.g_00280	Pran.g_01930
OG0000352	Prak.g_00281	Pran.g_01929
OG0000353	Prak.g_00282	Pran.g_01928
OG0000354	Prak.g_00284	Pran.g_01927
OG0000355	Prak.g_00285	Pran.g_01926
OG0000356	Prak.g_00286	Pran.g_01925
OG0000357	Prak.g_00287	Pran.g_01924
OG0000358	Prak.g_00288	Pran.g_01923
OG0000359	Prak.g_00290	Pran.g_01922
OG0000360	Prak.g_00293	Pran.g_01919
OG0000361	Prak.g_00294	Pran.g_01918
OG0000362	Prak.g_00295	Pran.g_01917
OG0000363	Prak.g_00296	Pran.g_01916
OG0000364	Prak.g_00300	Pran.g_01912
OG0000365	Prak.g_00301	Pran.g_01911
OG0000366	Prak.g_00304	Pran.g_01909
OG0000367	Prak.g_00305	Pran.g_01908
OG0000368	Prak.g_00306	Pran.g_01907
OG0000369	Prak.g_00307	Pran.g_01906
OG0000370	Prak.g_00308	Pran.g_01905
OG0000371	Prak.g_00310	Pran.g_01904
OG0000372	Prak.g_00311	Pran.g_01903
OG0000373	Prak.g_00312	Pran.g_01902
OG0000374	Prak.g_00313	Pran.g_01900
OG0000375	Prak.g_00314	Pran.g_01899
OG0000376	Prak.g_00317	Pran.g_01896
OG0000377	Prak.g_00318	Pran.g_01895
OG0000378	Prak.g_00319	Pran.g_01894
OG0000379	Prak.g_00320	Pran.g_01893
OG0000380	Prak.g_00321	Pran.g_01892
OG0000381	Prak.g_00322	Pran.g_01891
OG0000382	Prak.g_00323	Pran.g_01890
OG0000383	Prak.g_00324	Pran.g_01889
OG0000384	Prak.g_00326	Pran.g_01886
OG0000385	Prak.g_00327	Pran.g_01885
OG0000386	Prak.g_00328	Pran.g_01884
OG0000387	Prak.g_00329	Pran.g_01883
OG0000388	Prak.g_00330	Pran.g_01882
OG0000389	Prak.g_00331	Pran.g_01881
OG0000390	Prak.g_00332	Pran.g_01880
OG0000391	Prak.g_00333	Pran.g_01879
OG0000392	Prak.g_00334	Pran.g_01878
OG0000393	Prak.g_00335	Pran.g_01877
OG0000394	Prak.g_00336	Pran.g_01876
OG0000395	Prak.g_00337	Pran.g_01875
OG0000396	Prak.g_00338	Pran.g_01873
OG0000397	Prak.g_00340	Pran.g_01871
OG0000398	Prak.g_00341	Pran.g_01870
OG0000399	Prak.g_00343	Pran.g_01867
OG0000400	Prak.g_00349	Pran.g_01866
OG0000401	Prak.g_00350	Pran.g_01865
OG0000402	Prak.g_00356	Pran.g_01860
OG0000403	Prak.g_00358	Pran.g_01859
OG0000404	Prak.g_00359	Pran.g_01858
OG0000405	Prak.g_00360	Pran.g_01857
OG0000406	Prak.g_00363	Pran.g_01854
OG0000407	Prak.g_00364	Pran.g_01853
OG0000408	Prak.g_00367	Pran.g_01850
OG0000409	Prak.g_00368	Pran.g_01849
OG0000410	Prak.g_00369	Pran.g_01848
OG0000411	Prak.g_00370	Pran.g_01847
OG0000412	Prak.g_00371	Pran.g_01846
OG0000413	Prak.g_00372	Pran.g_01845
OG0000414	Prak.g_00373	Pran.g_01844
OG0000415	Prak.g_00374	Pran.g_01843
OG0000416	Prak.g_00378	Pran.g_01840
OG0000417	Prak.g_00379	Pran.g_01839
OG0000418	Prak.g_00381	Pran.g_01838
OG0000419	Prak.g_00382	Pran.g_01837
OG0000420	Prak.g_00900	Pran.g_01835
OG0000421	Prak.g_01216	Pran.g_01823
OG0000422	Prak.g_01597	Pran.g_01816
OG0000423	Prak.g_01211	Pran.g_01815
OG0000424	Prak.g_01709	Pran.g_01808
OG0000425	Prak.g_00393	Pran.g_01749
OG0000426	Prak.g_00394	Pran.g_01748
OG0000427	Prak.g_00395	Pran.g_01747
OG0000428	Prak.g_00397	Pran.g_01745
OG0000429	Prak.g_00398	Pran.g_01744
OG0000430	Prak.g_00400	Pran.g_01742
OG0000431	Prak.g_00401	Pran.g_01741
OG0000432	Prak.g_00402	Pran.g_01740
OG0000433	Prak.g_00403	Pran.g_01739
OG0000434	Prak.g_00404	Pran.g_01738
OG0000435	Prak.g_00405	Pran.g_01737
OG0000436	Prak.g_00406	Pran.g_01736
OG0000437	Prak.g_00407	Pran.g_01735
OG0000438	Prak.g_00408	Pran.g_01734
OG0000439	Prak.g_00409	Pran.g_01733
OG0000440	Prak.g_00410	Pran.g_01729
OG0000441	Prak.g_00411	Pran.g_01728
OG0000442	Prak.g_00412	Pran.g_01727
OG0000443	Prak.g_00413	Pran.g_01726
OG0000444	Prak.g_00414	Pran.g_01725
OG0000445	Prak.g_00418	Pran.g_01724
OG0000446	Prak.g_00420	Pran.g_01723
OG0000447	Prak.g_00421	Pran.g_01722
OG0000448	Prak.g_00422	Pran.g_01720
OG0000449	Prak.g_00426	Pran.g_01717
OG0000450	Prak.g_00427	Pran.g_01716
OG0000451	Prak.g_00428	Pran.g_01715
OG0000452	Prak.g_00430	Pran.g_01714
OG0000453	Prak.g_00431	Pran.g_01713
OG0000454	Prak.g_00432	Pran.g_01707
OG0000455	Prak.g_00434	Pran.g_01705
OG0000456	Prak.g_00438	Pran.g_01701
OG0000457	Prak.g_00439	Pran.g_01700
OG0000458	Prak.g_00440	Pran.g_01699
OG0000459	Prak.g_00442	Pran.g_01697
OG0000460	Prak.g_00444	Pran.g_01695
OG0000461	Prak.g_00445	Pran.g_01694
OG0000462	Prak.g_00446	Pran.g_01693
OG0000463	Prak.g_00448	Pran.g_01691
OG0000464	Prak.g_00449	Pran.g_01690
OG0000465	Prak.g_00450	Pran.g_01689
OG0000466	Prak.g_00451	Pran.g_01688
OG0000467	Prak.g_00452	Pran.g_01687
OG0000468	Prak.g_00453	Pran.g_01686
OG0000469	Prak.g_00454	Pran.g_01685
OG0000470	Prak.g_00455	Pran.g_01684
OG0000471	Prak.g_00456	Pran.g_01683
OG0000472	Prak.g_00462	Pran.g_01678
OG0000473	Prak.g_00463	Pran.g_01677
OG0000474	Prak.g_00464	Pran.g_01676
OG0000475	Prak.g_00465	Pran.g_01675
OG0000476	Prak.g_00466	Pran.g_01673
OG0000477	Prak.g_00467	Pran.g_01672
OG0000478	Prak.g_00468	Pran.g_01671
OG0000479	Prak.g_00469	Pran.g_01670
OG0000480	Prak.g_00471	Pran.g_01668
OG0000481	Prak.g_00473	Pran.g_01666
OG0000482	Prak.g_00474	Pran.g_01665
OG0000483	Prak.g_00476	Pran.g_01663
OG0000484	Prak.g_00477	Pran.g_01662
OG0000485	Prak.g_00478	Pran.g_01661
OG0000486	Prak.g_00479	Pran.g_01660
OG0000487	Prak.g_00483	Pran.g_01655
OG0000488	Prak.g_00484	Pran.g_01653
OG0000489	Prak.g_00485	Pran.g_01652
OG0000490	Prak.g_00486	Pran.g_01651
OG0000491	Prak.g_00487	Pran.g_01650
OG0000492	Prak.g_00488	Pran.g_01649
OG0000493	Prak.g_00489	Pran.g_01648
OG0000494	Prak.g_00490	Pran.g_01647
OG0000495	Prak.g_00493	Pran.g_01644
OG0000496	Prak.g_00494	Pran.g_01643
OG0000497	Prak.g_00495	Pran.g_01642
OG0000498	Prak.g_00496	Pran.g_01641
OG0000499	Prak.g_00497	Pran.g_01640
OG0000500	Prak.g_00499	Pran.g_01638
OG0000501	Prak.g_00500	Pran.g_01637
OG0000502	Prak.g_00501	Pran.g_01636
OG0000503	Prak.g_00503	Pran.g_01634
OG0000504	Prak.g_00504	Pran.g_01633
OG0000505	Prak.g_00506	Pran.g_01632
OG0000506	Prak.g_00507	Pran.g_01631
OG0000507	Prak.g_00508	Pran.g_01630
OG0000508	Prak.g_00509	Pran.g_01629
OG0000509	Prak.g_00510	Pran.g_01628
OG0000510	Prak.g_00511	Pran.g_01627
OG0000511	Prak.g_00513	Pran.g_01625
OG0000512	Prak.g_00514	Pran.g_01624
OG0000513	Prak.g_00515	Pran.g_01623
OG0000514	Prak.g_00516	Pran.g_01622
OG0000515	Prak.g_00517	Pran.g_01621
OG0000516	Prak.g_00518	Pran.g_01620
OG0000517	Prak.g_00519	Pran.g_01618
OG0000518	Prak.g_00520	Pran.g_01617
OG0000519	Prak.g_00522	Pran.g_01616
OG0000520	Prak.g_00524	Pran.g_01614
OG0000521	Prak.g_00525	Pran.g_01613
OG0000522	Prak.g_00526	Pran.g_01612
OG0000523	Prak.g_00527	Pran.g_01611
OG0000524	Prak.g_00528	Pran.g_01610
OG0000525	Prak.g_00529	Pran.g_01609
OG0000526	Prak.g_00530	Pran.g_01608
OG0000527	Prak.g_00531	Pran.g_01607
OG0000528	Prak.g_00532	Pran.g_01606
OG0000529	Prak.g_00533	Pran.g_01605
OG0000530	Prak.g_00534	Pran.g_01604
OG0000531	Prak.g_00535	Pran.g_01603
OG0000532	Prak.g_00536	Pran.g_01602
OG0000533	Prak.g_00538	Pran.g_01600
OG0000534	Prak.g_00539	Pran.g_01599
OG0000535	Prak.g_00540	Pran.g_01598
OG0000536	Prak.g_00541	Pran.g_01597
OG0000537	Prak.g_00542	Pran.g_01596
OG0000538	Prak.g_00543	Pran.g_01595
OG0000539	Prak.g_00547	Pran.g_01592
OG0000540	Prak.g_00548	Pran.g_01591
OG0000541	Prak.g_00549	Pran.g_01590
OG0000542	Prak.g_00552	Pran.g_01587
OG0000543	Prak.g_00553	Pran.g_01586
OG0000544	Prak.g_00554	Pran.g_01585
OG0000545	Prak.g_00555	Pran.g_01584
OG0000546	Prak.g_00556	Pran.g_01583
OG0000547	Prak.g_00557	Pran.g_01582
OG0000548	Prak.g_00558	Pran.g_01581
OG0000549	Prak.g_00560	Pran.g_01579
OG0000550	Prak.g_00561	Pran.g_01578
OG0000551	Prak.g_00562	Pran.g_01577
OG0000552	Prak.g_00563	Pran.g_01576
OG0000553	Prak.g_00564	Pran.g_01575
OG0000554	Prak.g_00565	Pran.g_01574
OG0000555	Prak.g_00567	Pran.g_01573
OG0000556	Prak.g_00568	Pran.g_01572
OG0000557	Prak.g_00569	Pran.g_01571
OG0000558	Prak.g_00570	Pran.g_01570
OG0000559	Prak.g_00571	Pran.g_01569
OG0000560	Prak.g_00572	Pran.g_01568
OG0000561	Prak.g_00573	Pran.g_01567
OG0000562	Prak.g_00574	Pran.g_01566
OG0000563	Prak.g_00575	Pran.g_01565
OG0000564	Prak.g_00576	Pran.g_01564
OG0000565	Prak.g_00577	Pran.g_01563
OG0000566	Prak.g_00578	Pran.g_01562
OG0000567	Prak.g_00579	Pran.g_01561
OG0000568	Prak.g_00580	Pran.g_01560
OG0000569	Prak.g_00582	Pran.g_01557
OG0000570	Prak.g_00583	Pran.g_01556
OG0000571	Prak.g_00585	Pran.g_01554
OG0000572	Prak.g_00587	Pran.g_01553
OG0000573	Prak.g_00588	Pran.g_01552
OG0000574	Prak.g_00589	Pran.g_01551
OG0000575	Prak.g_00591	Pran.g_01550
OG0000576	Prak.g_00592	Pran.g_01549
OG0000577	Prak.g_01113	Pran.g_01548
OG0000578	Prak.g_01112	Pran.g_01547
OG0000579	Prak.g_01111	Pran.g_01546
OG0000580	Prak.g_01110	Pran.g_01545
OG0000581	Prak.g_01109	Pran.g_01544
OG0000582	Prak.g_01108	Pran.g_01543
OG0000583	Prak.g_01107	Pran.g_01542
OG0000584	Prak.g_01105	Pran.g_01540
OG0000585	Prak.g_01104	Pran.g_01539
OG0000586	Prak.g_01102	Pran.g_01538
OG0000587	Prak.g_01101	Pran.g_01537
OG0000588	Prak.g_01100	Pran.g_01536
