Orthogroup	Prak	Prae
OG0000266	Prak.g_00165	Prae.g_00157
OG0000267	Prak.g_00166	Prae.g_00158
OG0000268	Prak.g_00168	Prae.g_00159
OG0000269	Prak.g_00170	Prae.g_00161
OG0000270	Prak.g_00171	Prae.g_00162
OG0000271	Prak.g_00172	Prae.g_00163
OG0000272	Prak.g_00173	Prae.g_00164
OG0000273	Prak.g_00174	Prae.g_00165
OG0000274	Prak.g_00175	Prae.g_00166
OG0000275	Prak.g_00176	Prae.g_00167
OG0000276	Prak.g_00177	Prae.g_00168
OG0000277	Prak.g_00179	Prae.g_00170
OG0000278	Prak.g_00180	Prae.g_00171
OG0000279	Prak.g_00181	Prae.g_00172
OG0000280	Prak.g_00183	Prae.g_00174
OG0000281	Prak.g_00185	Prae.g_00176
OG0000282	Prak.g_00186	Prae.g_00177
OG0000283	Prak.g_00187	Prae.g_00178
OG0000284	Prak.g_00188	Prae.g_00179
OG0000285	Prak.g_00189	Prae.g_00180
OG0000286	Prak.g_00190	Prae.g_00181
OG0000287	Prak.g_00191	Prae.g_00182
OG0000288	Prak.g_00193	Prae.g_00184
OG0000289	Prak.g_00194	Prae.g_00185
OG0000290	Prak.g_00195	Prae.g_00186
OG0000291	Prak.g_00197	Prae.g_00188
OG0000292	Prak.g_00199	Prae.g_00189
OG0000293	Prak.g_00200	Prae.g_00190
OG0000294	Prak.g_00201	Prae.g_00191
OG0000295	Prak.g_00202	Prae.g_00192
OG0000296	Prak.g_00203	Prae.g_00193
OG0000297	Prak.g_00204	Prae.g_00194
OG0000298	Prak.g_00206	Prae.g_00196
OG0000299	Prak.g_00207	Prae.g_00197
OG0000300	Prak.g_00208	Prae.g_00198
OG0000301	Prak.g_00209	Prae.g_00199
OG0000302	Prak.g_00210	Prae.g_00200
OG0000303	Prak.g_00211	Prae.g_00201
OG0000304	Prak.g_00213	Prae.g_00203
OG0000305	Prak.g_00214	Prae.g_00204
OG0000306	Prak.g_00217	Prae.g_00207
OG0000307	Prak.g_00218	Prae.g_00208
OG0000308	Prak.g_00219	Prae.g_00209
OG0000309	Prak.g_00220	Prae.g_00210
OG0000310	Prak.g_00221	Prae.g_00211
OG0000311	Prak.g_00223	Prae.g_00212
OG0000312	Prak.g_00224	Prae.g_00213
OG0000313	Prak.g_00225	Prae.g_00214
OG0000314	Prak.g_00226	Prae.g_00215
OG0000315	Prak.g_00227	Prae.g_00216
OG0000316	Prak.g_00228	Prae.g_00217
OG0000317	Prak.g_00229	Prae.g_00218
OG0000318	Prak.g_00230	Prae.g_00219
OG0000319	Prak.g_00231	Prae.g_00220
OG0000320	Prak.g_00232	Prae.g_00221
OG0000321	Prak.g_00233	Prae.g_00222
OG0000322	Prak.g_00234	Prae.g_00223
OG0000323	Prak.g_00235	Prae.g_00224
OG0000324	Prak.g_00236	Prae.g_00225
OG0000325	Prak.g_00237	Prae.g_00226
OG0000326	Prak.g_00238	Prae.g_00227
OG0000327	Prak.g_00239	Prae.g_00228
OG0000328	Prak.g_00241	Prae.g_00229
OG0000329	Prak.g_00242	Prae.g_00230
OG0000330	Prak.g_00243	Prae.g_00231
OG0000331	Prak.g_00245	Prae.g_00232
OG0000332	Prak.g_00246	Prae.g_00233
OG0000333	Prak.g_00247	Prae.g_00234
OG0000334	Prak.g_00248	Prae.g_00235
OG0000335	Prak.g_00249	Prae.g_00236
OG0000336	Prak.g_00251	Prae.g_00238
OG0000337	Prak.g_00252	Prae.g_00239
OG0000338	Prak.g_00257	Prae.g_00243
OG0000339	Prak.g_00259	Prae.g_00245
OG0000340	Prak.g_00261	Prae.g_00247
OG0000341	Prak.g_00262	Prae.g_00248
OG0000342	Prak.g_00263	Prae.g_00249
OG0000343	Prak.g_00264	Prae.g_00250
OG0000344	Prak.g_00267	Prae.g_00253
OG0000345	Prak.g_00271	Prae.g_00256
OG0000346	Prak.g_00272	Prae.g_00257
OG0000347	Prak.g_00275	Prae.g_00260
OG0000348	Prak.g_00276	Prae.g_00262
OG0000349	Prak.g_00277	Prae.g_00263
OG0000350	Prak.g_00279	Prae.g_00265
OG0000351	Prak.g_00280	Prae.g_00266
OG0000352	Prak.g_00281	Prae.g_00267
OG0000353	Prak.g_00282	Prae.g_00268
OG0000354	Prak.g_00284	Prae.g_00269
OG0000355	Prak.g_00285	Prae.g_00270
OG0000356	Prak.g_00286	Prae.g_00271
OG0000357	Prak.g_00287	Prae.g_00272
OG0000358	Prak.g_00288	Prae.g_00273
OG0000359	Prak.g_00290	Prae.g_00274
OG0000360	Prak.g_00293	Prae.g_00276
OG0000361	Prak.g_00294	Prae.g_00277
OG0000362	Prak.g_00295	Prae.g_00278
OG0000363	Prak.g_00296	Prae.g_00279
OG0000364	Prak.g_00300	Prae.g_00283
OG0000365	Prak.g_00301	Prae.g_00284
OG0000366	Prak.g_00304	Prae.g_00286
OG0000367	Prak.g_00305	Prae.g_00287
OG0000368	Prak.g_00306	Prae.g_00288
OG0000369	Prak.g_00307	Prae.g_00289
OG0000370	Prak.g_00308	Prae.g_00290
OG0000371	Prak.g_00310	Prae.g_00291
OG0000372	Prak.g_00311	Prae.g_00292
OG0000373	Prak.g_00312	Prae.g_00293
OG0000374	Prak.g_00313	Prae.g_00295
OG0000375	Prak.g_00314	Prae.g_00296
OG0000376	Prak.g_00317	Prae.g_00299
OG0000377	Prak.g_00318	Prae.g_00300
OG0000378	Prak.g_00319	Prae.g_00301
OG0000379	Prak.g_00320	Prae.g_00302
OG0000380	Prak.g_00321	Prae.g_00303
OG0000381	Prak.g_00322	Prae.g_00304
OG0000382	Prak.g_00323	Prae.g_00305
OG0000383	Prak.g_00324	Prae.g_00306
OG0000384	Prak.g_00326	Prae.g_00309
OG0000385	Prak.g_00327	Prae.g_00310
OG0000386	Prak.g_00328	Prae.g_00311
OG0000387	Prak.g_00329	Prae.g_00312
OG0000388	Prak.g_00330	Prae.g_00313
OG0000389	Prak.g_00331	Prae.g_00314
OG0000390	Prak.g_00332	Prae.g_00315
OG0000391	Prak.g_00333	Prae.g_00316
OG0000392	Prak.g_00334	Prae.g_00317
OG0000393	Prak.g_00335	Prae.g_00318
OG0000394	Prak.g_00336	Prae.g_00319
OG0000395	Prak.g_00337	Prae.g_00320
OG0000396	Prak.g_00338	Prae.g_00322
OG0000397	Prak.g_00340	Prae.g_00324
OG0000398	Prak.g_00341	Prae.g_00325
OG0000399	Prak.g_00343	Prae.g_00328
OG0000400	Prak.g_00349	Prae.g_00329
OG0000401	Prak.g_00350	Prae.g_00330
OG0000402	Prak.g_00356	Prae.g_00335
OG0000403	Prak.g_00358	Prae.g_00336
OG0000404	Prak.g_00359	Prae.g_00337
OG0000405	Prak.g_00360	Prae.g_00338
OG0000406	Prak.g_00363	Prae.g_00341
OG0000407	Prak.g_00364	Prae.g_00342
OG0000408	Prak.g_00367	Prae.g_00344
OG0000409	Prak.g_00368	Prae.g_00345
OG0000410	Prak.g_00369	Prae.g_00346
OG0000411	Prak.g_00370	Prae.g_00347
OG0000412	Prak.g_00371	Prae.g_00348
OG0000413	Prak.g_00372	Prae.g_00349
OG0000414	Prak.g_00373	Prae.g_00350
OG0000415	Prak.g_00374	Prae.g_00351
OG0000416	Prak.g_00378	Prae.g_00354
OG0000417	Prak.g_00379	Prae.g_00355
OG0000418	Prak.g_00381	Prae.g_00356
OG0000419	Prak.g_00382	Prae.g_00357
OG0000420	Prak.g_00900	Prae.g_00358
OG0000421	Prak.g_01216	Prae.g_00371
OG0000422	Prak.g_01597	Prae.g_00379
OG0000423	Prak.g_01211	Prae.g_00380
OG0000424	Prak.g_01709	Prae.g_00385
OG0000425	Prak.g_00393	Prae.g_00405
OG0000426	Prak.g_00394	Prae.g_00406
OG0000427	Prak.g_00395	Prae.g_00407
OG0000428	Prak.g_00397	Prae.g_00409
OG0000429	Prak.g_00398	Prae.g_00410
OG0000430	Prak.g_00400	Prae.g_00412
OG0000431	Prak.g_00401	Prae.g_00413
OG0000432	Prak.g_00402	Prae.g_00414
OG0000433	Prak.g_00403	Prae.g_00415
OG0000434	Prak.g_00404	Prae.g_00416
OG0000435	Prak.g_00405	Prae.g_00417
OG0000436	Prak.g_00406	Prae.g_00418
OG0000437	Prak.g_00407	Prae.g_00419
OG0000438	Prak.g_00408	Prae.g_00420
OG0000439	Prak.g_00409	Prae.g_00421
OG0000440	Prak.g_00410	Prae.g_00422
OG0000441	Prak.g_00411	Prae.g_00423
OG0000442	Prak.g_00412	Prae.g_00424
OG0000443	Prak.g_00413	Prae.g_00425
OG0000444	Prak.g_00414	Prae.g_00426
OG0000445	Prak.g_00418	Prae.g_00427
OG0000446	Prak.g_00420	Prae.g_00429
OG0000447	Prak.g_00421	Prae.g_00430
OG0000448	Prak.g_00422	Prae.g_00432
OG0000449	Prak.g_00426	Prae.g_00435
OG0000450	Prak.g_00427	Prae.g_00436
OG0000451	Prak.g_00428	Prae.g_00437
OG0000452	Prak.g_00430	Prae.g_00438
OG0000453	Prak.g_00431	Prae.g_00439
OG0000454	Prak.g_00432	Prae.g_00445
OG0000455	Prak.g_00434	Prae.g_00447
OG0000456	Prak.g_00438	Prae.g_00451
OG0000457	Prak.g_00439	Prae.g_00452
OG0000458	Prak.g_00440	Prae.g_00453
OG0000459	Prak.g_00442	Prae.g_00455
OG0000460	Prak.g_00444	Prae.g_00457
OG0000461	Prak.g_00445	Prae.g_00458
OG0000462	Prak.g_00446	Prae.g_00459
OG0000463	Prak.g_00448	Prae.g_00461
OG0000464	Prak.g_00449	Prae.g_00462
OG0000465	Prak.g_00450	Prae.g_00463
OG0000466	Prak.g_00451	Prae.g_00464
OG0000467	Prak.g_00452	Prae.g_00465
OG0000468	Prak.g_00453	Prae.g_00466
OG0000469	Prak.g_00454	Prae.g_00467
OG0000470	Prak.g_00455	Prae.g_00468
OG0000471	Prak.g_00456	Prae.g_00469
OG0000472	Prak.g_00462	Prae.g_00474
OG0000473	Prak.g_00463	Prae.g_00475
OG0000474	Prak.g_00464	Prae.g_00476
OG0000475	Prak.g_00465	Prae.g_00477
OG0000476	Prak.g_00466	Prae.g_00479
OG0000477	Prak.g_00467	Prae.g_00480
OG0000478	Prak.g_00468	Prae.g_00481
OG0000479	Prak.g_00469	Prae.g_00482
OG0000480	Prak.g_00471	Prae.g_00484
OG0000481	Prak.g_00473	Prae.g_00486
OG0000482	Prak.g_00474	Prae.g_00487
OG0000483	Prak.g_00476	Prae.g_00489
OG0000484	Prak.g_00477	Prae.g_00490
OG0000485	Prak.g_00478	Prae.g_00491
OG0000486	Prak.g_00479	Prae.g_00492
OG0000487	Prak.g_00483	Prae.g_00497
OG0000488	Prak.g_00484	Prae.g_00499
OG0000489	Prak.g_00485	Prae.g_00500
OG0000490	Prak.g_00486	Prae.g_00501
OG0000491	Prak.g_00487	Prae.g_00502
OG0000492	Prak.g_00488	Prae.g_00503
OG0000493	Prak.g_00489	Prae.g_00504
OG0000494	Prak.g_00490	Prae.g_00505
OG0000495	Prak.g_00493	Prae.g_00509
OG0000496	Prak.g_00494	Prae.g_00510
OG0000497	Prak.g_00495	Prae.g_00511
OG0000498	Prak.g_00496	Prae.g_00512
OG0000499	Prak.g_00497	Prae.g_00513
OG0000500	Prak.g_00499	Prae.g_00515
OG0000501	Prak.g_00500	Prae.g_00516
OG0000502	Prak.g_00501	Prae.g_00517
OG0000503	Prak.g_00503	Prae.g_00519
OG0000504	Prak.g_00504	Prae.g_00520
OG0000505	Prak.g_00506	Prae.g_00521
OG0000506	Prak.g_00507	Prae.g_00522
OG0000507	Prak.g_00508	Prae.g_00523
OG0000508	Prak.g_00509	Prae.g_00524
OG0000509	Prak.g_00510	Prae.g_00525
OG0000510	Prak.g_00511	Prae.g_00526
OG0000511	Prak.g_00513	Prae.g_00528
OG0000512	Prak.g_00514	Prae.g_00529
OG0000513	Prak.g_00515	Prae.g_00530
OG0000514	Prak.g_00516	Prae.g_00531
OG0000515	Prak.g_00517	Prae.g_00532
OG0000516	Prak.g_00518	Prae.g_00533
OG0000517	Prak.g_00519	Prae.g_00535
OG0000518	Prak.g_00520	Prae.g_00536
OG0000519	Prak.g_00522	Prae.g_00537
OG0000520	Prak.g_00524	Prae.g_00538
OG0000521	Prak.g_00525	Prae.g_00539
OG0000522	Prak.g_00526	Prae.g_00540
OG0000523	Prak.g_00527	Prae.g_00541
OG0000524	Prak.g_00528	Prae.g_00542
OG0000525	Prak.g_00529	Prae.g_00543
OG0000526	Prak.g_00530	Prae.g_00544
OG0000527	Prak.g_00531	Prae.g_00545
OG0000528	Prak.g_00532	Prae.g_00546
OG0000529	Prak.g_00533	Prae.g_00547
OG0000530	Prak.g_00534	Prae.g_00548
OG0000531	Prak.g_00535	Prae.g_00549
OG0000532	Prak.g_00536	Prae.g_00550
OG0000533	Prak.g_00538	Prae.g_00552
OG0000534	Prak.g_00539	Prae.g_00553
OG0000535	Prak.g_00540	Prae.g_00554
OG0000536	Prak.g_00541	Prae.g_00555
OG0000537	Prak.g_00542	Prae.g_00556
OG0000538	Prak.g_00543	Prae.g_00557
OG0000539	Prak.g_00547	Prae.g_00560
OG0000540	Prak.g_00548	Prae.g_00561
OG0000541	Prak.g_00549	Prae.g_00562
OG0000542	Prak.g_00552	Prae.g_00565
OG0000543	Prak.g_00553	Prae.g_00566
OG0000544	Prak.g_00554	Prae.g_00567
OG0000545	Prak.g_00555	Prae.g_00568
OG0000546	Prak.g_00556	Prae.g_00569
OG0000547	Prak.g_00557	Prae.g_00570
OG0000548	Prak.g_00558	Prae.g_00571
OG0000549	Prak.g_00560	Prae.g_00573
OG0000550	Prak.g_00561	Prae.g_00574
OG0000551	Prak.g_00562	Prae.g_00575
OG0000552	Prak.g_00563	Prae.g_00576
OG0000553	Prak.g_00564	Prae.g_00577
OG0000554	Prak.g_00565	Prae.g_00578
OG0000555	Prak.g_00567	Prae.g_00579
OG0000556	Prak.g_00568	Prae.g_00580
OG0000557	Prak.g_00569	Prae.g_00581
OG0000558	Prak.g_00570	Prae.g_00582
OG0000559	Prak.g_00571	Prae.g_00583
OG0000560	Prak.g_00572	Prae.g_00584
OG0000561	Prak.g_00573	Prae.g_00585
OG0000562	Prak.g_00574	Prae.g_00586
OG0000563	Prak.g_00575	Prae.g_00587
OG0000564	Prak.g_00576	Prae.g_00588
OG0000565	Prak.g_00577	Prae.g_00589
OG0000566	Prak.g_00578	Prae.g_00590
OG0000567	Prak.g_00579	Prae.g_00591
OG0000568	Prak.g_00580	Prae.g_00592
OG0000569	Prak.g_00582	Prae.g_00595
OG0000570	Prak.g_00583	Prae.g_00596
OG0000571	Prak.g_00585	Prae.g_00598
OG0000572	Prak.g_00587	Prae.g_00599
OG0000573	Prak.g_00588	Prae.g_00600
OG0000574	Prak.g_00589	Prae.g_00601
OG0000575	Prak.g_00591	Prae.g_00602
OG0000576	Prak.g_00592	Prae.g_00603
OG0000577	Prak.g_01113	Prae.g_00604
OG0000578	Prak.g_01112	Prae.g_00605
OG0000579	Prak.g_01111	Prae.g_00606
OG0000580	Prak.g_01110	Prae.g_00607
OG0000581	Prak.g_01109	Prae.g_00608
OG0000582	Prak.g_01108	Prae.g_00609
OG0000583	Prak.g_01107	Prae.g_00610
OG0000584	Prak.g_01105	Prae.g_00612
OG0000585	Prak.g_01104	Prae.g_00613
OG0000586	Prak.g_01102	Prae.g_00614
OG0000587	Prak.g_01101	Prae.g_00615
OG0000588	Prak.g_01100	Prae.g_00616
OG0000589	Prak.g_01099	Prae.g_00617
OG0000590	Prak.g_01098	Prae.g_00618
OG0000591	Prak.g_01097	Prae.g_00619
OG0000592	Prak.g_01096	Prae.g_00620
OG0000593	Prak.g_01095	Prae.g_00621
OG0000594	Prak.g_01094	Prae.g_00622
