Orthogroup	Prak	Praa
OG0000287	Prak.g_00191	Praa.g_00179
OG0000288	Prak.g_00193	Praa.g_00181
OG0000289	Prak.g_00194	Praa.g_00182
OG0000290	Prak.g_00195	Praa.g_00183
OG0000291	Prak.g_00197	Praa.g_00185
OG0000292	Prak.g_00199	Praa.g_00186
OG0000293	Prak.g_00200	Praa.g_00187
OG0000294	Prak.g_00201	Praa.g_00188
OG0000295	Prak.g_00202	Praa.g_00189
OG0000296	Prak.g_00203	Praa.g_00190
OG0000297	Prak.g_00204	Praa.g_00191
OG0000298	Prak.g_00206	Praa.g_00193
OG0000299	Prak.g_00207	Praa.g_00194
OG0000300	Prak.g_00208	Praa.g_00195
OG0000301	Prak.g_00209	Praa.g_00196
OG0000302	Prak.g_00210	Praa.g_00197
OG0000303	Prak.g_00211	Praa.g_00198
OG0000304	Prak.g_00213	Praa.g_00200
OG0000305	Prak.g_00214	Praa.g_00201
OG0000306	Prak.g_00217	Praa.g_00204
OG0000307	Prak.g_00218	Praa.g_00205
OG0000308	Prak.g_00219	Praa.g_00206
OG0000309	Prak.g_00220	Praa.g_00207
OG0000310	Prak.g_00221	Praa.g_00208
OG0000311	Prak.g_00223	Praa.g_00209
OG0000312	Prak.g_00224	Praa.g_00210
OG0000313	Prak.g_00225	Praa.g_00211
OG0000314	Prak.g_00226	Praa.g_00212
OG0000315	Prak.g_00227	Praa.g_00213
OG0000316	Prak.g_00228	Praa.g_00214
OG0000317	Prak.g_00229	Praa.g_00215
OG0000318	Prak.g_00230	Praa.g_00216
OG0000319	Prak.g_00231	Praa.g_00217
OG0000320	Prak.g_00232	Praa.g_00218
OG0000321	Prak.g_00233	Praa.g_00219
OG0000322	Prak.g_00234	Praa.g_00220
OG0000323	Prak.g_00235	Praa.g_00221
OG0000324	Prak.g_00236	Praa.g_00222
OG0000325	Prak.g_00237	Praa.g_00223
OG0000326	Prak.g_00238	Praa.g_00224
OG0000327	Prak.g_00239	Praa.g_00225
OG0000328	Prak.g_00241	Praa.g_00226
OG0000329	Prak.g_00242	Praa.g_00227
OG0000330	Prak.g_00243	Praa.g_00228
OG0000331	Prak.g_00245	Praa.g_00229
OG0000332	Prak.g_00246	Praa.g_00230
OG0000333	Prak.g_00247	Praa.g_00231
OG0000334	Prak.g_00248	Praa.g_00232
OG0000335	Prak.g_00249	Praa.g_00233
OG0000336	Prak.g_00251	Praa.g_00235
OG0000337	Prak.g_00252	Praa.g_00236
OG0000338	Prak.g_00257	Praa.g_00240
OG0000339	Prak.g_00259	Praa.g_00242
OG0000340	Prak.g_00261	Praa.g_00244
OG0000341	Prak.g_00262	Praa.g_00245
OG0000342	Prak.g_00263	Praa.g_00246
OG0000343	Prak.g_00264	Praa.g_00247
OG0000344	Prak.g_00267	Praa.g_00250
OG0000345	Prak.g_00271	Praa.g_00253
OG0000346	Prak.g_00272	Praa.g_00254
OG0000347	Prak.g_00275	Praa.g_00257
OG0000348	Prak.g_00276	Praa.g_00259
OG0000349	Prak.g_00277	Praa.g_00260
OG0000350	Prak.g_00279	Praa.g_00262
OG0000351	Prak.g_00280	Praa.g_00263
OG0000352	Prak.g_00281	Praa.g_00264
OG0000353	Prak.g_00282	Praa.g_00265
OG0000354	Prak.g_00284	Praa.g_00266
OG0000355	Prak.g_00285	Praa.g_00267
OG0000356	Prak.g_00286	Praa.g_00268
OG0000357	Prak.g_00287	Praa.g_00269
OG0000358	Prak.g_00288	Praa.g_00270
OG0000359	Prak.g_00290	Praa.g_00271
OG0000360	Prak.g_00293	Praa.g_00275
OG0000361	Prak.g_00294	Praa.g_00276
OG0000362	Prak.g_00295	Praa.g_00277
OG0000363	Prak.g_00296	Praa.g_00278
OG0000364	Prak.g_00300	Praa.g_00282
OG0000365	Prak.g_00301	Praa.g_00283
OG0000366	Prak.g_00304	Praa.g_00285
OG0000367	Prak.g_00305	Praa.g_00286
OG0000368	Prak.g_00306	Praa.g_00287
OG0000369	Prak.g_00307	Praa.g_00288
OG0000370	Prak.g_00308	Praa.g_00289
OG0000371	Prak.g_00310	Praa.g_00290
OG0000372	Prak.g_00311	Praa.g_00291
OG0000373	Prak.g_00312	Praa.g_00292
OG0000374	Prak.g_00313	Praa.g_00294
OG0000375	Prak.g_00314	Praa.g_00295
OG0000376	Prak.g_00317	Praa.g_00298
OG0000377	Prak.g_00318	Praa.g_00299
OG0000378	Prak.g_00319	Praa.g_00300
OG0000379	Prak.g_00320	Praa.g_00301
OG0000380	Prak.g_00321	Praa.g_00302
OG0000381	Prak.g_00322	Praa.g_00303
OG0000382	Prak.g_00323	Praa.g_00304
OG0000383	Prak.g_00324	Praa.g_00305
OG0000384	Prak.g_00326	Praa.g_00308
OG0000385	Prak.g_00327	Praa.g_00309
OG0000386	Prak.g_00328	Praa.g_00310
OG0000387	Prak.g_00329	Praa.g_00311
OG0000388	Prak.g_00330	Praa.g_00312
OG0000389	Prak.g_00331	Praa.g_00313
OG0000390	Prak.g_00332	Praa.g_00314
OG0000391	Prak.g_00333	Praa.g_00315
OG0000392	Prak.g_00334	Praa.g_00316
OG0000393	Prak.g_00335	Praa.g_00317
OG0000394	Prak.g_00336	Praa.g_00318
OG0000395	Prak.g_00337	Praa.g_00319
OG0000396	Prak.g_00338	Praa.g_00321
OG0000397	Prak.g_00340	Praa.g_00323
OG0000398	Prak.g_00341	Praa.g_00324
OG0000399	Prak.g_00343	Praa.g_00327
OG0000400	Prak.g_00349	Praa.g_00328
OG0000401	Prak.g_00350	Praa.g_00329
OG0000402	Prak.g_00356	Praa.g_00334
OG0000403	Prak.g_00358	Praa.g_00335
OG0000404	Prak.g_00359	Praa.g_00336
OG0000405	Prak.g_00360	Praa.g_00338
OG0000406	Prak.g_00363	Praa.g_00340
OG0000407	Prak.g_00364	Praa.g_00341
OG0000408	Prak.g_00367	Praa.g_00344
OG0000409	Prak.g_00368	Praa.g_00345
OG0000410	Prak.g_00369	Praa.g_00346
OG0000411	Prak.g_00370	Praa.g_00347
OG0000412	Prak.g_00371	Praa.g_00348
OG0000413	Prak.g_00372	Praa.g_00349
OG0000414	Prak.g_00373	Praa.g_00350
OG0000415	Prak.g_00374	Praa.g_00351
OG0000416	Prak.g_00378	Praa.g_00354
OG0000417	Prak.g_00379	Praa.g_00355
OG0000418	Prak.g_00381	Praa.g_00356
OG0000419	Prak.g_00382	Praa.g_00357
OG0000420	Prak.g_00900	Praa.g_00358
OG0000421	Prak.g_01216	Praa.g_00370
OG0000422	Prak.g_01597	Praa.g_00378
OG0000423	Prak.g_01211	Praa.g_00379
OG0000424	Prak.g_01709	Praa.g_00383
OG0000425	Prak.g_00393	Praa.g_00431
OG0000426	Prak.g_00394	Praa.g_00432
OG0000427	Prak.g_00395	Praa.g_00433
OG0000428	Prak.g_00397	Praa.g_00435
OG0000429	Prak.g_00398	Praa.g_00436
OG0000430	Prak.g_00400	Praa.g_00437
OG0000431	Prak.g_00401	Praa.g_00438
OG0000432	Prak.g_00402	Praa.g_00439
OG0000433	Prak.g_00403	Praa.g_00440
OG0000434	Prak.g_00404	Praa.g_00441
OG0000435	Prak.g_00405	Praa.g_00442
OG0000436	Prak.g_00406	Praa.g_00443
OG0000437	Prak.g_00407	Praa.g_00444
OG0000438	Prak.g_00408	Praa.g_00445
OG0000439	Prak.g_00409	Praa.g_00446
OG0000440	Prak.g_00410	Praa.g_00447
OG0000441	Prak.g_00411	Praa.g_00448
OG0000442	Prak.g_00412	Praa.g_00449
OG0000443	Prak.g_00413	Praa.g_00450
OG0000444	Prak.g_00414	Praa.g_00451
OG0000445	Prak.g_00418	Praa.g_00452
OG0000446	Prak.g_00420	Praa.g_00454
OG0000447	Prak.g_00421	Praa.g_00455
OG0000448	Prak.g_00422	Praa.g_00457
OG0000449	Prak.g_00426	Praa.g_00461
OG0000450	Prak.g_00427	Praa.g_00462
OG0000451	Prak.g_00428	Praa.g_00463
OG0000452	Prak.g_00430	Praa.g_00464
OG0000453	Prak.g_00431	Praa.g_00465
OG0000454	Prak.g_00432	Praa.g_00471
OG0000455	Prak.g_00434	Praa.g_00473
OG0000456	Prak.g_00438	Praa.g_00477
OG0000457	Prak.g_00439	Praa.g_00478
OG0000458	Prak.g_00440	Praa.g_00479
OG0000459	Prak.g_00442	Praa.g_00481
OG0000460	Prak.g_00444	Praa.g_00483
OG0000461	Prak.g_00445	Praa.g_00484
OG0000462	Prak.g_00446	Praa.g_00485
OG0000463	Prak.g_00448	Praa.g_00487
OG0000464	Prak.g_00449	Praa.g_00488
OG0000465	Prak.g_00450	Praa.g_00489
OG0000466	Prak.g_00451	Praa.g_00490
OG0000467	Prak.g_00452	Praa.g_00491
OG0000468	Prak.g_00453	Praa.g_00492
OG0000469	Prak.g_00454	Praa.g_00493
OG0000470	Prak.g_00455	Praa.g_00494
OG0000471	Prak.g_00456	Praa.g_00495
OG0000472	Prak.g_00462	Praa.g_00500
OG0000473	Prak.g_00463	Praa.g_00501
OG0000474	Prak.g_00464	Praa.g_00502
OG0000475	Prak.g_00465	Praa.g_00503
OG0000476	Prak.g_00466	Praa.g_00505
OG0000477	Prak.g_00467	Praa.g_00506
OG0000478	Prak.g_00468	Praa.g_00507
OG0000479	Prak.g_00469	Praa.g_00508
OG0000480	Prak.g_00471	Praa.g_00510
OG0000481	Prak.g_00473	Praa.g_00512
OG0000482	Prak.g_00474	Praa.g_00513
OG0000483	Prak.g_00476	Praa.g_00515
OG0000484	Prak.g_00477	Praa.g_00516
OG0000485	Prak.g_00478	Praa.g_00517
OG0000486	Prak.g_00479	Praa.g_00518
OG0000487	Prak.g_00483	Praa.g_00523
OG0000488	Prak.g_00484	Praa.g_00525
OG0000489	Prak.g_00485	Praa.g_00526
OG0000490	Prak.g_00486	Praa.g_00527
OG0000491	Prak.g_00487	Praa.g_00528
OG0000492	Prak.g_00488	Praa.g_00529
OG0000493	Prak.g_00489	Praa.g_00530
OG0000494	Prak.g_00490	Praa.g_00531
OG0000495	Prak.g_00493	Praa.g_00534
OG0000496	Prak.g_00494	Praa.g_00535
OG0000497	Prak.g_00495	Praa.g_00536
OG0000498	Prak.g_00496	Praa.g_00537
OG0000499	Prak.g_00497	Praa.g_00538
OG0000500	Prak.g_00499	Praa.g_00540
OG0000501	Prak.g_00500	Praa.g_00541
OG0000502	Prak.g_00501	Praa.g_00543
OG0000503	Prak.g_00503	Praa.g_00545
OG0000504	Prak.g_00504	Praa.g_00546
OG0000505	Prak.g_00506	Praa.g_00547
OG0000506	Prak.g_00507	Praa.g_00548
OG0000507	Prak.g_00508	Praa.g_00549
OG0000508	Prak.g_00509	Praa.g_00550
OG0000509	Prak.g_00510	Praa.g_00551
OG0000510	Prak.g_00511	Praa.g_00552
OG0000511	Prak.g_00513	Praa.g_00554
OG0000512	Prak.g_00514	Praa.g_00555
OG0000513	Prak.g_00515	Praa.g_00556
OG0000514	Prak.g_00516	Praa.g_00557
OG0000515	Prak.g_00517	Praa.g_00558
OG0000516	Prak.g_00518	Praa.g_00559
OG0000517	Prak.g_00519	Praa.g_00561
OG0000518	Prak.g_00520	Praa.g_00562
OG0000519	Prak.g_00522	Praa.g_00563
OG0000520	Prak.g_00524	Praa.g_00564
OG0000521	Prak.g_00525	Praa.g_00565
OG0000522	Prak.g_00526	Praa.g_00566
OG0000523	Prak.g_00527	Praa.g_00567
OG0000524	Prak.g_00528	Praa.g_00568
OG0000525	Prak.g_00529	Praa.g_00569
OG0000526	Prak.g_00530	Praa.g_00570
OG0000527	Prak.g_00531	Praa.g_00571
OG0000528	Prak.g_00532	Praa.g_00572
OG0000529	Prak.g_00533	Praa.g_00573
OG0000530	Prak.g_00534	Praa.g_00574
OG0000531	Prak.g_00535	Praa.g_00575
OG0000532	Prak.g_00536	Praa.g_00576
OG0000533	Prak.g_00538	Praa.g_00578
OG0000534	Prak.g_00539	Praa.g_00579
OG0000535	Prak.g_00540	Praa.g_00580
OG0000536	Prak.g_00541	Praa.g_00581
OG0000537	Prak.g_00542	Praa.g_00582
OG0000538	Prak.g_00543	Praa.g_00583
OG0000539	Prak.g_00547	Praa.g_00586
OG0000540	Prak.g_00548	Praa.g_00587
OG0000541	Prak.g_00549	Praa.g_00588
OG0000542	Prak.g_00552	Praa.g_00591
OG0000543	Prak.g_00553	Praa.g_00592
OG0000544	Prak.g_00554	Praa.g_00593
OG0000545	Prak.g_00555	Praa.g_00594
OG0000546	Prak.g_00556	Praa.g_00595
OG0000547	Prak.g_00557	Praa.g_00596
OG0000548	Prak.g_00558	Praa.g_00597
OG0000549	Prak.g_00560	Praa.g_00599
OG0000550	Prak.g_00561	Praa.g_00600
OG0000551	Prak.g_00562	Praa.g_00601
OG0000552	Prak.g_00563	Praa.g_00602
OG0000553	Prak.g_00564	Praa.g_00603
OG0000554	Prak.g_00565	Praa.g_00604
OG0000555	Prak.g_00567	Praa.g_00605
OG0000556	Prak.g_00568	Praa.g_00606
OG0000557	Prak.g_00569	Praa.g_00607
OG0000558	Prak.g_00570	Praa.g_00608
OG0000559	Prak.g_00571	Praa.g_00609
OG0000560	Prak.g_00572	Praa.g_00610
OG0000561	Prak.g_00573	Praa.g_00611
OG0000562	Prak.g_00574	Praa.g_00612
OG0000563	Prak.g_00575	Praa.g_00613
OG0000564	Prak.g_00576	Praa.g_00614
OG0000565	Prak.g_00577	Praa.g_00615
OG0000566	Prak.g_00578	Praa.g_00616
OG0000567	Prak.g_00579	Praa.g_00617
OG0000568	Prak.g_00580	Praa.g_00618
OG0000569	Prak.g_00582	Praa.g_00621
OG0000570	Prak.g_00583	Praa.g_00622
OG0000571	Prak.g_00585	Praa.g_00624
OG0000572	Prak.g_00587	Praa.g_00625
OG0000573	Prak.g_00588	Praa.g_00626
OG0000574	Prak.g_00589	Praa.g_00627
OG0000575	Prak.g_00591	Praa.g_00628
OG0000576	Prak.g_00592	Praa.g_00629
OG0000577	Prak.g_01113	Praa.g_00630
OG0000578	Prak.g_01112	Praa.g_00631
OG0000579	Prak.g_01111	Praa.g_00632
OG0000580	Prak.g_01110	Praa.g_00633
OG0000581	Prak.g_01109	Praa.g_00634
OG0000582	Prak.g_01108	Praa.g_00635
OG0000583	Prak.g_01107	Praa.g_00636
OG0000584	Prak.g_01105	Praa.g_00638
OG0000585	Prak.g_01104	Praa.g_00639
OG0000586	Prak.g_01102	Praa.g_00640
OG0000587	Prak.g_01101	Praa.g_00641
OG0000588	Prak.g_01100	Praa.g_00642
OG0000589	Prak.g_01099	Praa.g_00643
OG0000590	Prak.g_01098	Praa.g_00644
OG0000591	Prak.g_01097	Praa.g_00645
OG0000592	Prak.g_01096	Praa.g_00646
OG0000593	Prak.g_01095	Praa.g_00647
