Orthogroup	Praf	Syad
OG0000244	Praf.g_00685	Syad.g_01012
OG0000245	Praf.g_00688	Syad.g_01014
OG0000246	Praf.g_00692	Syad.g_01017
OG0000247	Praf.g_00703	Syad.g_01029
OG0000248	Praf.g_00706	Syad.g_01032
OG0000249	Praf.g_00708	Syad.g_01034
OG0000250	Praf.g_00714	Syad.g_01044
OG0000251	Praf.g_00739	Syad.g_01071
OG0000252	Praf.g_00742	Syad.g_01078
OG0000253	Praf.g_00749	Syad.g_01081
OG0000254	Praf.g_00768	Syad.g_02203
OG0000255	Praf.g_01662	Syad.g_02185
OG0000256	Praf.g_01676	Syad.g_02167
OG0000257	Praf.g_01685	Syad.g_02161
OG0000258	Praf.g_01708	Syad.g_02143
OG0000259	Praf.g_01736	Syad.g_01576
OG0000260	Praf.g_01739	Syad.g_01587
OG0000261	Praf.g_01742	Syad.g_01590
OG0000262	Praf.g_01748	Syad.g_01595
OG0000263	Praf.g_02570	Syad.g_01475
OG0000264	Praf.g_01218, Praf.g_01219	Syad.g_01360
OG0000265	Praf.g_01238	Syad.g_01383
OG0000266	Praf.g_01313	Syad.g_01804
OG0000267	Praf.g_01436	Syad.g_01645
OG0000268	Praf.g_01435	Syad.g_01646
OG0000269	Praf.g_01525	Syad.g_01894
OG0000270	Praf.g_01528	Syad.g_01891
OG0000271	Praf.g_01536	Syad.g_01883
OG0000272	Praf.g_01537	Syad.g_01882
OG0000273	Praf.g_01585	Syad.g_01247
OG0000274	Praf.g_01586	Syad.g_01246
OG0000275	Praf.g_01590	Syad.g_01242
OG0000276	Praf.g_01596	Syad.g_01229
OG0000277	Praf.g_01597	Syad.g_01228
OG0000278	Praf.g_01600	Syad.g_01225
OG0000279	Praf.g_01608	Syad.g_01208
OG0000280	Praf.g_01614	Syad.g_01198
OG0000281	Praf.g_01627	Syad.g_00624
OG0000282	Praf.g_01463	Syad.g_01619
OG0000283	Praf.g_01426	Syad.g_01661
OG0000284	Praf.g_01420	Syad.g_01787
OG0000285	Praf.g_01006	Syad.g_01776
OG0000286	Praf.g_01393	Syad.g_01758
OG0000287	Praf.g_01073	Syad.g_01720
OG0000288	Praf.g_01338	Syad.g_01687
OG0000289	Praf.g_01325	Syad.g_01672
OG0000290	Praf.g_01277	Syad.g_01287
OG0000291	Praf.g_01275	Syad.g_01289
OG0000292	Praf.g_02776	Syad.g_00155
OG0000293	Praf.g_00826	Syad.g_01124
OG0000294	Praf.g_00827	Syad.g_01125
OG0000295	Praf.g_00879	Syad.g_01181
OG0000296	Praf.g_00881	Syad.g_01183
OG0000297	Praf.g_00917	Syad.g_01512
OG0000298	Praf.g_00918	Syad.g_01511
OG0000299	Praf.g_00908	Syad.g_01462
OG0000300	Praf.g_00902	Syad.g_01455
OG0000301	Praf.g_00901	Syad.g_01454
OG0000302	Praf.g_00898	Syad.g_01453
OG0000303	Praf.g_00888	Syad.g_01442
OG0000304	Praf.g_00938	Syad.g_01436
OG0000305	Praf.g_01271	Syad.g_01292
OG0000306	Praf.g_01635	Syad.g_01989
OG0000307	Praf.g_00575	Syad.g_00883
OG0000308	Praf.g_00573	Syad.g_00881
OG0000309	Praf.g_00569	Syad.g_00876
OG0000310	Praf.g_01772	Syad.g_02250
OG0000311	Praf.g_01778, Praf.g_01776	Syad.g_02254
OG0000312	Praf.g_01782	Syad.g_02265
OG0000313	Praf.g_01802	Syad.g_02284
OG0000314	Praf.g_01837	Syad.g_02313, Syad.g_02231
OG0000315	Praf.g_01848	Syad.g_02323
OG0000316	Praf.g_00526	Syad.g_02564
OG0000317	Praf.g_00485	Syad.g_02620
OG0000318	Praf.g_00479	Syad.g_02624
OG0000319	Praf.g_00464	Syad.g_02642
OG0000320	Praf.g_00462	Syad.g_02644
OG0000321	Praf.g_00461	Syad.g_02645
OG0000322	Praf.g_00460	Syad.g_02646
OG0000323	Praf.g_00449	Syad.g_02661
OG0000324	Praf.g_00419	Syad.g_02505
OG0000325	Praf.g_02200	Syad.g_00591
OG0000326	Praf.g_02193	Syad.g_00598
OG0000327	Praf.g_02162	Syad.g_00649
OG0000328	Praf.g_02161	Syad.g_00650
OG0000329	Praf.g_02144	Syad.g_00668
OG0000330	Praf.g_02143	Syad.g_00669
OG0000331	Praf.g_02142	Syad.g_00670
OG0000332	Praf.g_02127	Syad.g_00685
OG0000333	Praf.g_02125	Syad.g_00688
OG0000334	Praf.g_02112	Syad.g_00697
OG0000335	Praf.g_02107	Syad.g_00702
OG0000336	Praf.g_02103	Syad.g_00706
OG0000337	Praf.g_02372	Syad.g_00425, Syad.g_00427
OG0000338	Praf.g_02375	Syad.g_00421
OG0000339	Praf.g_02386	Syad.g_00414
OG0000340	Praf.g_02396	Syad.g_00370
OG0000341	Praf.g_02398	Syad.g_00368
OG0000342	Praf.g_02399	Syad.g_00367
OG0000343	Praf.g_00196	Syad.g_00366
OG0000344	Praf.g_00193	Syad.g_00362
OG0000345	Praf.g_00182	Syad.g_00352
OG0000346	Praf.g_00177	Syad.g_00347
OG0000347	Praf.g_00152	Syad.g_00318
OG0000348	Praf.g_00081	Syad.g_00233
OG0000349	Praf.g_00054	Syad.g_00213
OG0000350	Praf.g_02699	Syad.g_00605
OG0000351	Praf.g_02757	Syad.g_00134
OG0000352	Praf.g_02758	Syad.g_00135
OG0000353	Praf.g_02782	Syad.g_00161
OG0000354	Praf.g_00637	Syad.g_00947
OG0000354	Praf.g_00019	Syad.g_00181
OG0000355	Praf.g_00001	Syad.g_00163
OG0000356	Praf.g_00002	Syad.g_00164
OG0000357	Praf.g_00003	Syad.g_00165
OG0000358	Praf.g_00007	Syad.g_00169
OG0000359	Praf.g_00009	Syad.g_00171
OG0000360	Praf.g_00010	Syad.g_00172
OG0000361	Praf.g_00011	Syad.g_00173
OG0000362	Praf.g_00013	Syad.g_00175
OG0000363	Praf.g_00015	Syad.g_00177
OG0000364	Praf.g_00016	Syad.g_00178
OG0000365	Praf.g_00025	Syad.g_00187
OG0000366	Praf.g_00026	Syad.g_00188
OG0000367	Praf.g_00027	Syad.g_00189
OG0000368	Praf.g_00029	Syad.g_00191
OG0000369	Praf.g_00030	Syad.g_00192
OG0000370	Praf.g_00031	Syad.g_00193
OG0000371	Praf.g_00040	Syad.g_00201
OG0000372	Praf.g_00045	Syad.g_00206
OG0000373	Praf.g_00046	Syad.g_00207
OG0000374	Praf.g_00047	Syad.g_00208
OG0000375	Praf.g_00050	Syad.g_00209
OG0000376	Praf.g_00052	Syad.g_00211
OG0000377	Praf.g_02618	Syad.g_03027
OG0000378	Praf.g_02605	Syad.g_03012
OG0000379	Praf.g_02601	Syad.g_03005
OG0000380	Praf.g_00325	Syad.g_02725
OG0000381	Praf.g_00320	Syad.g_02729
OG0000382	Praf.g_00304	Syad.g_02758
OG0000383	Praf.g_00302	Syad.g_02761
OG0000384	Praf.g_00301	Syad.g_02762
OG0000385	Praf.g_00300	Syad.g_02763
OG0000386	Praf.g_00299	Syad.g_02764
OG0000387	Praf.g_00253	Syad.g_02792
OG0000388	Praf.g_00249	Syad.g_02796
OG0000389	Praf.g_00245	Syad.g_02800
OG0000390	Praf.g_00224	Syad.g_02818
OG0000391	Praf.g_00219	Syad.g_02823
OG0000392	Praf.g_00214	Syad.g_02833
OG0000393	Praf.g_00209	Syad.g_02837
OG0000394	Praf.g_00208	Syad.g_02838
OG0000395	Praf.g_00207	Syad.g_02839
OG0000396	Praf.g_02403	Syad.g_02843
OG0000397	Praf.g_02405	Syad.g_02845
OG0000398	Praf.g_02410	Syad.g_02850
OG0000399	Praf.g_02411	Syad.g_02851
OG0000400	Praf.g_02412	Syad.g_02852
OG0000401	Praf.g_02413	Syad.g_02853
OG0000402	Praf.g_02415	Syad.g_02855
OG0000403	Praf.g_02416	Syad.g_02856
OG0000404	Praf.g_02418	Syad.g_02858
OG0000405	Praf.g_02430	Syad.g_02874
OG0000406	Praf.g_02434	Syad.g_02878
OG0000407	Praf.g_02435	Syad.g_02879
OG0000408	Praf.g_02437	Syad.g_02883
OG0000409	Praf.g_02439	Syad.g_02885
OG0000410	Praf.g_02440	Syad.g_02886
OG0000411	Praf.g_02441	Syad.g_02887
OG0000412	Praf.g_02442	Syad.g_02888
OG0000413	Praf.g_02444	Syad.g_02890
OG0000415	Praf.g_02446	Syad.g_02891
OG0000416	Praf.g_02447	Syad.g_02892
OG0000417	Praf.g_02448	Syad.g_02893
OG0000418	Praf.g_02453	Syad.g_02898
OG0000419	Praf.g_02455	Syad.g_02900
OG0000420	Praf.g_02456	Syad.g_02902
OG0000421	Praf.g_02470	Syad.g_02907
OG0000422	Praf.g_02471	Syad.g_02908
OG0000423	Praf.g_02472	Syad.g_02909
OG0000424	Praf.g_02473	Syad.g_02910
OG0000425	Praf.g_02474	Syad.g_02911
OG0000426	Praf.g_02475	Syad.g_02912
OG0000427	Praf.g_02476	Syad.g_02913
OG0000428	Praf.g_01486	Syad.g_02916
OG0000429	Praf.g_02489	Syad.g_02918
OG0000430	Praf.g_02491	Syad.g_02920
OG0000431	Praf.g_02495	Syad.g_02923
OG0000432	Praf.g_02502	Syad.g_02930
OG0000433	Praf.g_02505	Syad.g_02933
OG0000434	Praf.g_02506	Syad.g_02934
OG0000435	Praf.g_02509	Syad.g_02936
OG0000436	Praf.g_02515	Syad.g_02942
OG0000437	Praf.g_02516	Syad.g_02943
OG0000438	Praf.g_02517	Syad.g_02944
OG0000439	Praf.g_02519	Syad.g_02946
OG0000440	Praf.g_02520	Syad.g_02947
OG0000441	Praf.g_02524	Syad.g_02951
OG0000442	Praf.g_02525	Syad.g_02952
OG0000443	Praf.g_02531	Syad.g_02953
OG0000444	Praf.g_02575	Syad.g_02964
OG0000445	Praf.g_02574	Syad.g_02965
OG0000446	Praf.g_02572	Syad.g_02967
OG0000447	Praf.g_02568	Syad.g_02970
OG0000448	Praf.g_02567	Syad.g_02971
OG0000449	Praf.g_02566	Syad.g_02972
OG0000450	Praf.g_02560	Syad.g_02978
OG0000451	Praf.g_02559	Syad.g_02979
OG0000452	Praf.g_02555	Syad.g_02983
OG0000453	Praf.g_02554	Syad.g_02984
OG0000454	Praf.g_02553	Syad.g_02985
OG0000455	Praf.g_02552	Syad.g_02986
OG0000456	Praf.g_02551	Syad.g_02987
OG0000457	Praf.g_02549	Syad.g_02989
OG0000458	Praf.g_02548	Syad.g_02998
OG0000459	Praf.g_02547	Syad.g_02999
OG0000460	Praf.g_00379	Syad.g_00815
OG0000461	Praf.g_02203	Syad.g_00579
OG0000462	Praf.g_02207	Syad.g_00576
OG0000463	Praf.g_02208	Syad.g_00575
OG0000464	Praf.g_02209	Syad.g_00574
OG0000465	Praf.g_02210	Syad.g_00573
OG0000466	Praf.g_02215	Syad.g_00568
OG0000467	Praf.g_02217	Syad.g_00566
OG0000468	Praf.g_02242	Syad.g_00561
OG0000469	Praf.g_02255	Syad.g_00545
OG0000470	Praf.g_02259	Syad.g_00542
OG0000471	Praf.g_02260	Syad.g_00541
OG0000472	Praf.g_02262	Syad.g_00539
OG0000473	Praf.g_02264	Syad.g_00537
OG0000474	Praf.g_02265	Syad.g_00536
OG0000475	Praf.g_02266	Syad.g_00535
OG0000476	Praf.g_02268	Syad.g_00533
OG0000477	Praf.g_02273	Syad.g_00528
OG0000478	Praf.g_02274	Syad.g_00527
OG0000479	Praf.g_02275	Syad.g_00526
OG0000480	Praf.g_02282	Syad.g_00520
OG0000481	Praf.g_02284	Syad.g_00518
OG0000482	Praf.g_02285	Syad.g_00517
OG0000483	Praf.g_02289	Syad.g_00513
OG0000484	Praf.g_02290	Syad.g_00512
OG0000485	Praf.g_02291	Syad.g_00511
OG0000486	Praf.g_02292	Syad.g_00510
OG0000487	Praf.g_02297	Syad.g_00503
OG0000488	Praf.g_02301	Syad.g_00499
OG0000489	Praf.g_02315	Syad.g_00487
OG0000490	Praf.g_02321	Syad.g_00475
OG0000491	Praf.g_02322	Syad.g_00474
OG0000492	Praf.g_02324	Syad.g_00472
OG0000493	Praf.g_02325	Syad.g_00471
OG0000494	Praf.g_02326	Syad.g_00470
OG0000495	Praf.g_02327	Syad.g_00469
OG0000496	Praf.g_02328	Syad.g_00468
OG0000497	Praf.g_02329	Syad.g_00467
OG0000498	Praf.g_02330	Syad.g_00466
OG0000499	Praf.g_02331	Syad.g_00465
OG0000500	Praf.g_02332	Syad.g_00464
OG0000501	Praf.g_02335	Syad.g_00461
OG0000502	Praf.g_02349	Syad.g_00449
OG0000503	Praf.g_02054	Syad.g_00761
OG0000504	Praf.g_02052	Syad.g_00763
OG0000505	Praf.g_02051	Syad.g_00764
OG0000506	Praf.g_02049	Syad.g_00766
OG0000507	Praf.g_02045	Syad.g_00772
OG0000508	Praf.g_02031	Syad.g_00776
OG0000509	Praf.g_02029	Syad.g_00778
OG0000510	Praf.g_02028	Syad.g_00779
OG0000511	Praf.g_02027	Syad.g_00780
OG0000512	Praf.g_02025	Syad.g_00782
OG0000513	Praf.g_02011	Syad.g_00789
OG0000514	Praf.g_02002	Syad.g_00795
OG0000515	Praf.g_02001	Syad.g_00796
OG0000516	Praf.g_01999	Syad.g_02456
OG0000517	Praf.g_01990	Syad.g_02451
OG0000518	Praf.g_01978	Syad.g_02439
OG0000519	Praf.g_01977	Syad.g_02438
OG0000520	Praf.g_01972	Syad.g_02437
OG0000521	Praf.g_01959	Syad.g_01108
OG0000522	Praf.g_01957	Syad.g_01109
OG0000523	Praf.g_01956	Syad.g_01110
OG0000524	Praf.g_01942	Syad.g_02386
OG0000525	Praf.g_01915	Syad.g_02363
OG0000526	Praf.g_01913	Syad.g_02360
OG0000527	Praf.g_01909	Syad.g_02355
OG0000528	Praf.g_00589	Syad.g_00897
OG0000529	Praf.g_00596	Syad.g_00905
OG0000530	Praf.g_00599	Syad.g_00908
OG0000531	Praf.g_00600	Syad.g_00909
OG0000532	Praf.g_00603	Syad.g_00912
OG0000533	Praf.g_00605	Syad.g_00913
OG0000534	Praf.g_00606	Syad.g_00914
OG0000535	Praf.g_00607	Syad.g_00915
OG0000536	Praf.g_00608	Syad.g_00916
OG0000537	Praf.g_00609	Syad.g_00917
OG0000538	Praf.g_00619	Syad.g_00929
OG0000539	Praf.g_00621	Syad.g_00930
OG0000540	Praf.g_00622	Syad.g_00931
OG0000541	Praf.g_00623	Syad.g_00932
OG0000542	Praf.g_00626	Syad.g_00935
OG0000543	Praf.g_00628	Syad.g_00937
OG0000544	Praf.g_00629	Syad.g_00938
OG0000545	Praf.g_00630	Syad.g_00940
OG0000546	Praf.g_00632	Syad.g_00942
OG0000547	Praf.g_00634	Syad.g_00944
OG0000548	Praf.g_00635	Syad.g_00945
OG0000549	Praf.g_00641	Syad.g_00952
OG0000550	Praf.g_00646	Syad.g_00956
OG0000551	Praf.g_00650	Syad.g_00960
OG0000552	Praf.g_00651	Syad.g_00961
OG0000553	Praf.g_00656	Syad.g_00965
OG0000554	Praf.g_00661	Syad.g_00978
OG0000555	Praf.g_00677	Syad.g_00999
OG0000556	Praf.g_00683	Syad.g_01003
OG0000557	Praf.g_00684	Syad.g_01011
OG0000558	Praf.g_00687	Syad.g_01013
OG0000559	Praf.g_00691	Syad.g_01016
OG0000560	Praf.g_00694	Syad.g_01019
OG0000561	Praf.g_00695	Syad.g_01020
OG0000562	Praf.g_00696	Syad.g_01021
OG0000563	Praf.g_00697	Syad.g_01022
OG0000564	Praf.g_00698	Syad.g_01023
OG0000565	Praf.g_00701	Syad.g_01027
OG0000566	Praf.g_00705	Syad.g_01031
OG0000567	Praf.g_00709	Syad.g_01035
