Orthogroup	Praf	Praw
OG0000068	Praf.g_00585, Praf.g_00583	Praw.g_01016
OG0000070	Praf.g_01962	Praw.g_00697
OG0000071	Praf.g_00796	Praw.g_00981
OG0000072	Praf.g_02469	Praw.g_01264
OG0000073	Praf.g_00616	Praw.g_00649
OG0000075	Praf.g_02384	Praw.g_00064
OG0000076	Praf.g_00178	Praw.g_00039
OG0000077	Praf.g_00309	Praw.g_01356
OG0000078	Praf.g_00391	Praw.g_01196
OG0000081	Praf.g_01131	Praw.g_00617
OG0000082	Praf.g_00731	Praw.g_01932
OG0000084	Praf.g_01790	Praw.g_01087
OG0000085	Praf.g_00491	Praw.g_00508
OG0000086	Praf.g_00297	Praw.g_01346
OG0000087	Praf.g_02420	Praw.g_01296
OG0000088	Praf.g_02454, Praf.g_01239	Praw.g_01269
OG0000089	Praf.g_02015	Praw.g_00776
OG0000090	Praf.g_00660	Praw.g_00615
OG0000091	Praf.g_01700	Praw.g_01880
OG0000093	Praf.g_01503	Praw.g_01571
OG0000094	Praf.g_02685	Praw.g_01486
OG0000095	Praf.g_01274	Praw.g_01467
OG0000097	Praf.g_00905	Praw.g_00275
OG0000098	Praf.g_01886	Praw.g_00997
OG0000099	Praf.g_02342	Praw.g_01051
OG0000100	Praf.g_00370, Praf.g_01561	Praw.g_00411
OG0000101	Praf.g_02119	Praw.g_00096
OG0000102	Praf.g_00173	Praw.g_00034
OG0000103	Praf.g_02765	Praw.g_01148
OG0000104	Praf.g_02779	Praw.g_01140
OG0000105	Praf.g_02271	Praw.g_00860
OG0000106	Praf.g_00496	Praw.g_00762
OG0000107	Praf.g_02201	Praw.g_00748
OG0000108	Praf.g_00595	Praw.g_00667
OG0000109	Praf.g_00611	Praw.g_00654
OG0000110	Praf.g_00718	Praw.g_01922
OG0000111	Praf.g_01126	Praw.g_01823
OG0000112	Praf.g_01400	Praw.g_01732
OG0000113	Praf.g_01556	Praw.g_01675
OG0000114	Praf.g_01461	Praw.g_01597
OG0000115	Praf.g_01825	Praw.g_00178
OG0000116	Praf.g_00825	Praw.g_00224
OG0000117	Praf.g_00919	Praw.g_00926
OG0000118	Praf.g_00779	Praw.g_00993
OG0000119	Praf.g_01108, Praf.g_01143	Praw.g_01012
OG0000120	Praf.g_02343	Praw.g_01050
OG0000121	Praf.g_01796	Praw.g_01078
OG0000122	Praf.g_00976	Praw.g_00377
OG0000123	Praf.g_02108	Praw.g_00089
OG0000124	Praf.g_00153	Praw.g_00023
OG0000125	Praf.g_02664	Praw.g_01180
OG0000126	Praf.g_02777	Praw.g_01141
OG0000128	Praf.g_00012	Praw.g_01125
OG0000129	Praf.g_02652	Praw.g_01384
OG0000130	Praf.g_00321	Praw.g_01365
OG0000131	Praf.g_02432	Praw.g_01290
OG0000132	Praf.g_02452	Praw.g_01271
OG0000133	Praf.g_02336	Praw.g_00812
OG0000134	Praf.g_02012	Praw.g_00775
OG0000135	Praf.g_02705, Praf.g_02715	Praw.g_00751
OG0000136	Praf.g_01984	Praw.g_00706
OG0000137	Praf.g_01907	Praw.g_00672
OG0000138	Praf.g_00612	Praw.g_00653
OG0000139	Praf.g_00666	Praw.g_00611
OG0000140	Praf.g_00670	Praw.g_00610
OG0000141	Praf.g_00764	Praw.g_00143
OG0000142	Praf.g_01692	Praw.g_01887
OG0000143	Praf.g_01696	Praw.g_01883
OG0000144	Praf.g_01721	Praw.g_01870
OG0000145	Praf.g_00617	Praw.g_01745
OG0000146	Praf.g_01401	Praw.g_01731
OG0000147	Praf.g_01402	Praw.g_01730
OG0000148	Praf.g_01548	Praw.g_01681
OG0000149	Praf.g_01604	Praw.g_01652
OG0000150	Praf.g_01625	Praw.g_01644
OG0000151	Praf.g_01478	Praw.g_01587
OG0000152	Praf.g_01392	Praw.g_01539
OG0000153	Praf.g_01362	Praw.g_01520
OG0000154	Praf.g_01337	Praw.g_01493
OG0000155	Praf.g_00886	Praw.g_00254
OG0000156	Praf.g_00810	Praw.g_00968
OG0000157	Praf.g_00809	Praw.g_00969
OG0000158	Praf.g_02394	Praw.g_01052
OG0000160	Praf.g_01795	Praw.g_01079, Praw.g_01080
OG0000161	Praf.g_01805	Praw.g_00344
OG0000162	Praf.g_01817	Praw.g_00350
OG0000163	Praf.g_00538	Praw.g_00384
OG0000164	Praf.g_00453	Praw.g_00539
OG0000165	Praf.g_00444	Praw.g_00546
OG0000166	Praf.g_02157	Praw.g_00132
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Praw.g_00066
OG0000168	Praf.g_02395	Praw.g_00056
OG0000169	Praf.g_00191	Praw.g_00046
OG0000170	Praf.g_00183	Praw.g_00044
OG0000171	Praf.g_00154	Praw.g_00024
OG0000172	Praf.g_00087	Praw.g_00016
OG0000173	Praf.g_00062	Praw.g_00001
OG0000174	Praf.g_02717	Praw.g_01166
OG0000175	Praf.g_02754	Praw.g_01156
OG0000176	Praf.g_00004	Praw.g_01132
OG0000177	Praf.g_00005	Praw.g_01131
OG0000178	Praf.g_00006	Praw.g_01130
OG0000179	Praf.g_00021	Praw.g_01412
OG0000180	Praf.g_00022	Praw.g_01411
OG0000181	Praf.g_00023	Praw.g_01410
OG0000182	Praf.g_00024	Praw.g_01409
OG0000183	Praf.g_00028	Praw.g_01405
OG0000184	Praf.g_02611	Praw.g_01382
OG0000185	Praf.g_00333, Praf.g_02602	Praw.g_01379
OG0000186	Praf.g_00328	Praw.g_01370
OG0000187	Praf.g_00326	Praw.g_01369
OG0000188	Praf.g_00303	Praw.g_01352
OG0000189	Praf.g_00257	Praw.g_01339
OG0000190	Praf.g_00255	Praw.g_01338
OG0000191	Praf.g_00218	Praw.g_01318
OG0000192	Praf.g_00212	Praw.g_01314
OG0000193	Praf.g_02433	Praw.g_01289
OG0000194	Praf.g_02436	Praw.g_01286
OG0000195	Praf.g_02438	Praw.g_01284
OG0000196	Praf.g_02449	Praw.g_01274
OG0000197	Praf.g_02450	Praw.g_01273
OG0000198	Praf.g_02451	Praw.g_01272
OG0000199	Praf.g_02468	Praw.g_01265
OG0000200	Praf.g_02711, Praf.g_02492	Praw.g_01251
OG0000201	Praf.g_02511	Praw.g_01243
OG0000202	Praf.g_02512	Praw.g_01242
OG0000203	Praf.g_02513	Praw.g_01241
OG0000204	Praf.g_02514	Praw.g_01240
OG0000205	Praf.g_02708, Praf.g_02521	Praw.g_01233
OG0000206	Praf.g_02532	Praw.g_01228
OG0000207	Praf.g_02582	Praw.g_01226
OG0000208	Praf.g_02581	Praw.g_01225
OG0000209	Praf.g_02557	Praw.g_01216
OG0000210	Praf.g_02556	Praw.g_01215
OG0000211	Praf.g_00378	Praw.g_01202
OG0000212	Praf.g_00392	Praw.g_01195
OG0000213	Praf.g_02245	Praw.g_00876
OG0000214	Praf.g_02263	Praw.g_00867
OG0000215	Praf.g_02293	Praw.g_00842
OG0000216	Praf.g_02296	Praw.g_00840
OG0000217	Praf.g_02300	Praw.g_00837
OG0000218	Praf.g_02302	Praw.g_00835
OG0000219	Praf.g_02303	Praw.g_00834
OG0000220	Praf.g_02304	Praw.g_00833
OG0000221	Praf.g_02314	Praw.g_00832
OG0000222	Praf.g_02323	Praw.g_00824
OG0000223	Praf.g_02347	Praw.g_00811
OG0000224	Praf.g_02358	Praw.g_00809
OG0000225	Praf.g_02030	Praw.g_00786
OG0000226	Praf.g_02026	Praw.g_00782
OG0000227	Praf.g_02024	Praw.g_00780
OG0000228	Praf.g_02016	Praw.g_00777
OG0000229	Praf.g_01989	Praw.g_00711
OG0000230	Praf.g_01987	Praw.g_00709
OG0000231	Praf.g_01963	Praw.g_00698
OG0000232	Praf.g_01952	Praw.g_00689
OG0000233	Praf.g_01938	Praw.g_00684
OG0000234	Praf.g_01905	Praw.g_00671
OG0000235	Praf.g_00594	Praw.g_00668
OG0000236	Praf.g_00610	Praw.g_00655
OG0000237	Praf.g_00627	Praw.g_00642
OG0000238	Praf.g_00631	Praw.g_00636
OG0000239	Praf.g_00647	Praw.g_00623
OG0000240	Praf.g_00648	Praw.g_00622
OG0000241	Praf.g_01177	Praw.g_00618
OG0000242	Praf.g_00658	Praw.g_00616
OG0000243	Praf.g_00681	Praw.g_00605
OG0000244	Praf.g_00685	Praw.g_00602
OG0000245	Praf.g_00688	Praw.g_00600
OG0000246	Praf.g_00692	Praw.g_00596
OG0000247	Praf.g_00703	Praw.g_00586
OG0000248	Praf.g_00706	Praw.g_00584
OG0000249	Praf.g_00708	Praw.g_00582
OG0000250	Praf.g_00714	Praw.g_00577
OG0000251	Praf.g_00739	Praw.g_01937
OG0000252	Praf.g_00742	Praw.g_01940
OG0000253	Praf.g_00749	Praw.g_01941
OG0000254	Praf.g_00768	Praw.g_00147
OG0000255	Praf.g_01662	Praw.g_00153
OG0000256	Praf.g_01676	Praw.g_00163
OG0000257	Praf.g_01685	Praw.g_00166
OG0000258	Praf.g_01708	Praw.g_01879
OG0000259	Praf.g_01736	Praw.g_01862
OG0000260	Praf.g_01739	Praw.g_01859
OG0000261	Praf.g_01742	Praw.g_01857
OG0000262	Praf.g_01748	Praw.g_01853
OG0000263	Praf.g_02570	Praw.g_01841
OG0000264	Praf.g_01218, Praf.g_01219	Praw.g_01831
OG0000265	Praf.g_01238, Praf.g_01302	Praw.g_01809
OG0000266	Praf.g_01313	Praw.g_01799
OG0000267	Praf.g_01436	Praw.g_01788
OG0000268	Praf.g_01435	Praw.g_01787
OG0000269	Praf.g_01525	Praw.g_01702
OG0000270	Praf.g_01528	Praw.g_01699
OG0000271	Praf.g_01536	Praw.g_01691
OG0000272	Praf.g_01537	Praw.g_01690
OG0000273	Praf.g_01585	Praw.g_01668
OG0000274	Praf.g_01586	Praw.g_01667
OG0000275	Praf.g_01590	Praw.g_01665
OG0000276	Praf.g_01596	Praw.g_01660
OG0000277	Praf.g_01597	Praw.g_01659
OG0000278	Praf.g_01600	Praw.g_01656
OG0000279	Praf.g_01608	Praw.g_01649
OG0000280	Praf.g_01614	Praw.g_01648
OG0000281	Praf.g_01627	Praw.g_01643
OG0000282	Praf.g_01463	Praw.g_01595
OG0000283	Praf.g_01426	Praw.g_01562
OG0000284	Praf.g_01420	Praw.g_01557
OG0000285	Praf.g_01006	Praw.g_01552
OG0000286	Praf.g_01393	Praw.g_01540
OG0000287	Praf.g_01073	Praw.g_01523
OG0000288	Praf.g_01338	Praw.g_01494
OG0000289	Praf.g_01325	Praw.g_01483
OG0000290	Praf.g_01277	Praw.g_01470
OG0000291	Praf.g_01275	Praw.g_01468
OG0000292	Praf.g_02776	Praw.g_01418
OG0000293	Praf.g_00826	Praw.g_00225
OG0000294	Praf.g_00827	Praw.g_00226
OG0000295	Praf.g_00879	Praw.g_00246
OG0000296	Praf.g_00881	Praw.g_00248
OG0000297	Praf.g_00917	Praw.g_00256
OG0000298	Praf.g_00918	Praw.g_00257
OG0000299	Praf.g_00908	Praw.g_00274
OG0000300	Praf.g_00902	Praw.g_00277
OG0000301	Praf.g_00901	Praw.g_00278
OG0000302	Praf.g_00898	Praw.g_00280
OG0000303	Praf.g_00888	Praw.g_00287
OG0000304	Praf.g_00938	Praw.g_00291
OG0000305	Praf.g_01271	Praw.g_01008
OG0000306	Praf.g_01635	Praw.g_01011
OG0000307	Praf.g_00575	Praw.g_01025
OG0000308	Praf.g_00573	Praw.g_01026
OG0000309	Praf.g_00569	Praw.g_01030
OG0000310	Praf.g_01772	Praw.g_01098
OG0000311	Praf.g_01778, Praf.g_01776	Praw.g_01096
OG0000312	Praf.g_01782	Praw.g_01093
OG0000313	Praf.g_01802	Praw.g_01076
OG0000314	Praf.g_01837	Praw.g_00363
OG0000315	Praf.g_01848	Praw.g_00374
OG0000316	Praf.g_00526	Praw.g_00394
OG0000317	Praf.g_00485	Praw.g_00513
OG0000318	Praf.g_00479	Praw.g_00516
OG0000319	Praf.g_00464	Praw.g_00529
OG0000320	Praf.g_00462	Praw.g_00531
OG0000321	Praf.g_00461	Praw.g_00532
OG0000322	Praf.g_00460	Praw.g_00533
OG0000323	Praf.g_00449	Praw.g_00542
OG0000324	Praf.g_00419	Praw.g_00569
OG0000325	Praf.g_02200	Praw.g_01916
OG0000326	Praf.g_02193	Praw.g_01910
OG0000327	Praf.g_02162	Praw.g_00137
OG0000328	Praf.g_02161	Praw.g_00136
OG0000329	Praf.g_02144	Praw.g_00119
OG0000330	Praf.g_02143	Praw.g_00118
OG0000331	Praf.g_02142	Praw.g_00117
OG0000332	Praf.g_02127	Praw.g_00103
OG0000333	Praf.g_02125	Praw.g_00101
OG0000334	Praf.g_02112	Praw.g_00093
OG0000335	Praf.g_02107	Praw.g_00088
OG0000336	Praf.g_02103	Praw.g_00084
OG0000337	Praf.g_02372	Praw.g_00068
OG0000338	Praf.g_02375	Praw.g_00067
OG0000339	Praf.g_02386	Praw.g_00063
OG0000340	Praf.g_02396	Praw.g_00055
OG0000341	Praf.g_02398	Praw.g_00053
OG0000342	Praf.g_02399	Praw.g_00052
OG0000343	Praf.g_00196	Praw.g_00051
OG0000344	Praf.g_00193	Praw.g_00048
OG0000345	Praf.g_00182	Praw.g_00043
OG0000346	Praf.g_00177	Praw.g_00038
OG0000347	Praf.g_00152	Praw.g_00022
OG0000348	Praf.g_00081	Praw.g_00013
OG0000349	Praf.g_00054	Praw.g_01189
OG0000350	Praf.g_02699	Praw.g_01170
OG0000351	Praf.g_02757	Praw.g_01153
OG0000352	Praf.g_02758	Praw.g_01152
OG0000353	Praf.g_02782	Praw.g_01137
OG0000354	Praf.g_00019	Praw.g_00910
OG0000355	Praf.g_00001	Praw.g_01135
OG0000356	Praf.g_00002	Praw.g_01134
OG0000357	Praf.g_00003	Praw.g_01133
OG0000358	Praf.g_00007	Praw.g_01129
OG0000359	Praf.g_00009	Praw.g_01128
OG0000360	Praf.g_00010	Praw.g_01127
OG0000361	Praf.g_00011	Praw.g_01126
OG0000362	Praf.g_00013	Praw.g_01124
OG0000363	Praf.g_00015	Praw.g_01414
OG0000364	Praf.g_00016	Praw.g_01413
OG0000365	Praf.g_00025	Praw.g_01408
OG0000366	Praf.g_00026	Praw.g_01407
OG0000367	Praf.g_00027	Praw.g_01406
OG0000368	Praf.g_00029	Praw.g_01404
OG0000369	Praf.g_00030	Praw.g_01403
OG0000370	Praf.g_00031	Praw.g_01402
OG0000371	Praf.g_00040	Praw.g_01396
OG0000372	Praf.g_00045	Praw.g_01393
OG0000373	Praf.g_00046	Praw.g_01392
OG0000374	Praf.g_00047	Praw.g_01391
OG0000375	Praf.g_00050	Praw.g_01388
OG0000376	Praf.g_00052	Praw.g_01386
OG0000377	Praf.g_02618	Praw.g_01383
OG0000378	Praf.g_02605	Praw.g_01381
OG0000379	Praf.g_02601	Praw.g_01378
OG0000380	Praf.g_00325	Praw.g_01368
OG0000381	Praf.g_00320	Praw.g_01364
OG0000382	Praf.g_00304	Praw.g_01353
OG0000383	Praf.g_00302	Praw.g_01351
OG0000384	Praf.g_00301	Praw.g_01350
OG0000385	Praf.g_00300	Praw.g_01349
OG0000386	Praf.g_00299	Praw.g_01348
OG0000387	Praf.g_00253	Praw.g_01336
OG0000388	Praf.g_00249	Praw.g_01333
OG0000389	Praf.g_00245	Praw.g_01329
OG0000390	Praf.g_00224	Praw.g_01322
OG0000391	Praf.g_00219	Praw.g_01319
OG0000392	Praf.g_00214	Praw.g_01315
OG0000393	Praf.g_00209	Praw.g_01313
OG0000394	Praf.g_00208	Praw.g_01312
OG0000395	Praf.g_00207	Praw.g_01311
OG0000396	Praf.g_02403	Praw.g_01308
OG0000397	Praf.g_02405	Praw.g_01306
OG0000398	Praf.g_02410	Praw.g_01304
OG0000399	Praf.g_02411	Praw.g_01303
OG0000400	Praf.g_02412	Praw.g_01302
OG0000401	Praf.g_02413	Praw.g_01301
OG0000402	Praf.g_02415	Praw.g_01299
OG0000403	Praf.g_02416	Praw.g_01298
OG0000404	Praf.g_02418	Praw.g_01297
OG0000405	Praf.g_02430	Praw.g_01293
OG0000406	Praf.g_02434	Praw.g_01288
OG0000407	Praf.g_02435	Praw.g_01287
OG0000408	Praf.g_02437	Praw.g_01285
OG0000409	Praf.g_02439	Praw.g_01283
OG0000410	Praf.g_02440	Praw.g_01282
OG0000411	Praf.g_02441	Praw.g_01281
OG0000412	Praf.g_02442	Praw.g_01280
OG0000413	Praf.g_02444	Praw.g_01279
OG0000414	Praf.g_02445	Praw.g_01278
OG0000415	Praf.g_02446	Praw.g_01277
OG0000416	Praf.g_02447	Praw.g_01276
OG0000417	Praf.g_02448	Praw.g_01275
OG0000418	Praf.g_02453	Praw.g_01270
OG0000419	Praf.g_02455	Praw.g_01268
OG0000420	Praf.g_02456	Praw.g_01267
OG0000421	Praf.g_02470	Praw.g_01262
OG0000422	Praf.g_02471	Praw.g_01261
OG0000423	Praf.g_02472	Praw.g_01260
OG0000424	Praf.g_02473	Praw.g_01259
OG0000425	Praf.g_02474	Praw.g_01258
OG0000426	Praf.g_02475	Praw.g_01257
OG0000427	Praf.g_02476	Praw.g_01256
OG0000428	Praf.g_01486	Praw.g_01254
OG0000429	Praf.g_02489	Praw.g_01253
OG0000430	Praf.g_02491	Praw.g_01252
OG0000431	Praf.g_02495	Praw.g_01250
OG0000432	Praf.g_02502	Praw.g_01247
OG0000433	Praf.g_02505	Praw.g_01246
OG0000434	Praf.g_02506	Praw.g_01245
OG0000435	Praf.g_02509	Praw.g_01244
OG0000436	Praf.g_02515	Praw.g_01239
OG0000437	Praf.g_02516	Praw.g_01238
OG0000438	Praf.g_02517	Praw.g_01237
OG0000439	Praf.g_02519	Praw.g_01235
OG0000440	Praf.g_02520	Praw.g_01234
OG0000441	Praf.g_02524	Praw.g_01231
OG0000442	Praf.g_02525	Praw.g_01230
OG0000443	Praf.g_02531	Praw.g_01229
OG0000444	Praf.g_02575	Praw.g_01224
OG0000445	Praf.g_02574	Praw.g_01223
OG0000446	Praf.g_02572	Praw.g_01222
OG0000447	Praf.g_02568	Praw.g_01221
OG0000448	Praf.g_02567	Praw.g_01220
OG0000449	Praf.g_02566	Praw.g_01219
OG0000450	Praf.g_02560	Praw.g_01218
OG0000451	Praf.g_02559	Praw.g_01217
OG0000452	Praf.g_02555	Praw.g_01214
OG0000453	Praf.g_02554	Praw.g_01213
OG0000454	Praf.g_02553	Praw.g_01212
OG0000455	Praf.g_02552	Praw.g_01211
OG0000456	Praf.g_02551	Praw.g_01210
OG0000457	Praf.g_02549	Praw.g_01209
OG0000458	Praf.g_02548	Praw.g_01208
OG0000459	Praf.g_02547	Praw.g_01207
OG0000460	Praf.g_00379	Praw.g_01200
OG0000461	Praf.g_02203	Praw.g_00891
OG0000462	Praf.g_02207	Praw.g_00889
OG0000463	Praf.g_02208	Praw.g_00888
OG0000464	Praf.g_02209	Praw.g_00887
OG0000465	Praf.g_02210	Praw.g_00886
OG0000466	Praf.g_02215	Praw.g_00883
OG0000467	Praf.g_02217	Praw.g_00882
OG0000468	Praf.g_02242	Praw.g_00880
OG0000469	Praf.g_02255	Praw.g_00872
OG0000470	Praf.g_02259	Praw.g_00870
OG0000471	Praf.g_02260	Praw.g_00869
OG0000472	Praf.g_02262	Praw.g_00868
OG0000473	Praf.g_02264	Praw.g_00866
OG0000474	Praf.g_02265	Praw.g_00865
OG0000475	Praf.g_02266	Praw.g_00864
OG0000476	Praf.g_02268	Praw.g_00863
OG0000477	Praf.g_02273	Praw.g_00859
OG0000478	Praf.g_02274	Praw.g_00858
OG0000479	Praf.g_02275	Praw.g_00857
OG0000480	Praf.g_02282	Praw.g_00852
OG0000481	Praf.g_02284	Praw.g_00850
OG0000482	Praf.g_02285	Praw.g_00849
OG0000483	Praf.g_02289	Praw.g_00846
OG0000484	Praf.g_02290	Praw.g_00845
OG0000485	Praf.g_02291	Praw.g_00844
OG0000486	Praf.g_02292	Praw.g_00843
OG0000487	Praf.g_02297	Praw.g_00839
OG0000488	Praf.g_02301	Praw.g_00836
OG0000489	Praf.g_02315	Praw.g_00831
OG0000490	Praf.g_02321	Praw.g_00826
OG0000491	Praf.g_02322	Praw.g_00825
OG0000492	Praf.g_02324	Praw.g_00823
OG0000493	Praf.g_02325	Praw.g_00822
OG0000494	Praf.g_02326	Praw.g_00821
OG0000495	Praf.g_02327	Praw.g_00820
OG0000496	Praf.g_02328	Praw.g_00819
OG0000497	Praf.g_02329	Praw.g_00818
OG0000498	Praf.g_02330	Praw.g_00817
OG0000499	Praf.g_02331	Praw.g_00816
OG0000500	Praf.g_02332	Praw.g_00815
OG0000501	Praf.g_02335	Praw.g_00813
OG0000502	Praf.g_02349	Praw.g_00810
OG0000503	Praf.g_02054	Praw.g_00796
OG0000504	Praf.g_02052	Praw.g_00795
OG0000505	Praf.g_02051	Praw.g_00794
OG0000506	Praf.g_02049	Praw.g_00792
OG0000507	Praf.g_02045	Praw.g_00790
OG0000508	Praf.g_02031	Praw.g_00787
OG0000509	Praf.g_02029	Praw.g_00785
OG0000510	Praf.g_02028	Praw.g_00784
OG0000511	Praf.g_02027	Praw.g_00783
OG0000512	Praf.g_02025	Praw.g_00781
OG0000513	Praf.g_02011	Praw.g_00774
OG0000514	Praf.g_02002	Praw.g_00716
OG0000515	Praf.g_02001	Praw.g_00715
OG0000516	Praf.g_01999	Praw.g_00714
OG0000517	Praf.g_01990	Praw.g_00712
OG0000518	Praf.g_01978	Praw.g_00701
OG0000519	Praf.g_01977	Praw.g_00700
OG0000520	Praf.g_01972	Praw.g_00699
OG0000521	Praf.g_01959	Praw.g_00694
OG0000522	Praf.g_01957	Praw.g_00692
OG0000523	Praf.g_01956	Praw.g_00691
OG0000524	Praf.g_01942	Praw.g_00686
OG0000525	Praf.g_01915	Praw.g_00683
OG0000526	Praf.g_01913	Praw.g_00682
OG0000527	Praf.g_01909	Praw.g_00674
OG0000528	Praf.g_00589	Praw.g_00669
OG0000529	Praf.g_00596	Praw.g_00666
OG0000530	Praf.g_00599	Praw.g_00664
OG0000531	Praf.g_00600	Praw.g_00663
OG0000532	Praf.g_00603	Praw.g_00661
OG0000533	Praf.g_00605	Praw.g_00660
OG0000534	Praf.g_00606	Praw.g_00659
OG0000535	Praf.g_00607	Praw.g_00658
OG0000536	Praf.g_00608	Praw.g_00657
OG0000537	Praf.g_00609	Praw.g_00656
OG0000538	Praf.g_00619	Praw.g_00648
OG0000539	Praf.g_00621	Praw.g_00647
OG0000540	Praf.g_00622	Praw.g_00646
OG0000541	Praf.g_00623	Praw.g_00645
OG0000542	Praf.g_00626	Praw.g_00643
OG0000543	Praf.g_00628	Praw.g_00641
OG0000544	Praf.g_00629	Praw.g_00640
OG0000545	Praf.g_00630	Praw.g_00638
OG0000546	Praf.g_00632	Praw.g_00635
OG0000547	Praf.g_00634	Praw.g_00633
OG0000548	Praf.g_00635	Praw.g_00632
OG0000549	Praf.g_00641	Praw.g_00630
OG0000550	Praf.g_00646	Praw.g_00625
OG0000551	Praf.g_00650	Praw.g_00621
OG0000552	Praf.g_00651	Praw.g_00620
OG0000553	Praf.g_00656	Praw.g_00619
OG0000554	Praf.g_00661	Praw.g_00614
OG0000555	Praf.g_00677	Praw.g_00606
OG0000556	Praf.g_00683	Praw.g_00604
OG0000557	Praf.g_00684	Praw.g_00603
OG0000558	Praf.g_00687	Praw.g_00601
OG0000559	Praf.g_00691	Praw.g_00597
OG0000560	Praf.g_00694	Praw.g_00594
OG0000561	Praf.g_00695	Praw.g_00593
OG0000562	Praf.g_00696	Praw.g_00592
OG0000563	Praf.g_00697	Praw.g_00591
OG0000564	Praf.g_00698	Praw.g_00590
OG0000565	Praf.g_00701	Praw.g_00587
OG0000566	Praf.g_00705	Praw.g_00585
OG0000567	Praf.g_00709	Praw.g_00581
OG0000568	Praf.g_00711	Praw.g_00580
OG0000569	Praf.g_00712	Praw.g_00579
OG0000570	Praf.g_00713	Praw.g_00578
OG0000571	Praf.g_00716	Praw.g_00576
OG0000572	Praf.g_00733	Praw.g_01933
OG0000573	Praf.g_00740	Praw.g_01938
OG0000574	Praf.g_00741	Praw.g_01939
OG0000575	Praf.g_00751	Praw.g_01943
OG0000576	Praf.g_00753	Praw.g_01945
OG0000577	Praf.g_00754	Praw.g_01946
OG0000578	Praf.g_00755	Praw.g_01947
OG0000579	Praf.g_00756	Praw.g_01948
OG0000580	Praf.g_00757	Praw.g_01949
OG0000581	Praf.g_00761	Praw.g_00141
