Orthogroup	Praf	Syag
OG0000067	Praf.g_01530	Syag.g_00667
OG0000068	Praf.g_00585, Praf.g_00583	Syag.g_01537
OG0000070	Praf.g_01962	Syag.g_00049
OG0000071	Praf.g_00796	Syag.g_01192
OG0000072	Praf.g_02469	Syag.g_02859
OG0000073	Praf.g_00616	Syag.g_01505
OG0000075	Praf.g_02384	Syag.g_02434
OG0000076	Praf.g_00178	Syag.g_02393
OG0000078	Praf.g_00391	Syag.g_01778
OG0000079	Praf.g_02234, Praf.g_02218	Syag.g_02659
OG0000081	Praf.g_01131	Syag.g_00167
OG0000082	Praf.g_00731	Syag.g_00318
OG0000084	Praf.g_01790	Syag.g_00212, Syag.g_01425
OG0000085	Praf.g_00491	Syag.g_01676
OG0000086	Praf.g_00297	Syag.g_01853
OG0000087	Praf.g_02420	Syag.g_01939
OG0000088	Praf.g_02454, Praf.g_01239	Syag.g_01974
OG0000089	Praf.g_02015	Syag.g_00005
OG0000090	Praf.g_00660	Syag.g_01454
OG0000091	Praf.g_01700	Syag.g_00418
OG0000093	Praf.g_01503	Syag.g_00649
OG0000094	Praf.g_02685	Syag.g_00881
OG0000095	Praf.g_01274	Syag.g_00974
OG0000097	Praf.g_00905	Syag.g_01065
OG0000098	Praf.g_01886	Syag.g_00578, Syag.g_01445
OG0000099	Praf.g_02342	Syag.g_02536
OG0000100	Praf.g_00370, Praf.g_01561	Syag.g_00704
OG0000101	Praf.g_02119	Syag.g_02773
OG0000102	Praf.g_00173	Syag.g_02387
OG0000103	Praf.g_02765	Syag.g_02253
OG0000104	Praf.g_02779	Syag.g_02268
OG0000105	Praf.g_02271	Syag.g_02606
OG0000106	Praf.g_00496	Syag.g_00462
OG0000107	Praf.g_02201	Syag.g_02689
OG0000108	Praf.g_00595	Syag.g_01528
OG0000109	Praf.g_00611	Syag.g_01512
OG0000110	Praf.g_00718	Syag.g_00303
OG0000111	Praf.g_01126	Syag.g_00984
OG0000112	Praf.g_01400	Syag.g_00801
OG0000113	Praf.g_01556	Syag.g_00699
OG0000114	Praf.g_01461	Syag.g_00609
OG0000115	Praf.g_01825	Syag.g_01397
OG0000116	Praf.g_00825	Syag.g_01156
OG0000117	Praf.g_00919	Syag.g_01097
OG0000118	Praf.g_00779	Syag.g_01232
OG0000120	Praf.g_02343	Syag.g_02535
OG0000121	Praf.g_01796	Syag.g_01414
OG0000122	Praf.g_00976	Syag.g_00446
OG0000123	Praf.g_02108	Syag.g_02781
OG0000124	Praf.g_00153	Syag.g_02367
OG0000125	Praf.g_02664	Syag.g_02136, Syag.g_02134
OG0000126	Praf.g_02777	Syag.g_02266
OG0000128	Praf.g_00012	Syag.g_02284
OG0000129	Praf.g_02652	Syag.g_02121
OG0000130	Praf.g_00321	Syag.g_01819
OG0000131	Praf.g_02432	Syag.g_01951
OG0000132	Praf.g_02452	Syag.g_01972
OG0000133	Praf.g_02336	Syag.g_00806
OG0000134	Praf.g_02012	Syag.g_00008
OG0000135	Praf.g_02715	Syag.g_02171
OG0000136	Praf.g_01984	Syag.g_00038
OG0000137	Praf.g_01907	Syag.g_01356
OG0000138	Praf.g_00612	Syag.g_01511
OG0000139	Praf.g_00666	Syag.g_01448
OG0000140	Praf.g_00670	Syag.g_01446
OG0000141	Praf.g_00764	Syag.g_00351
OG0000142	Praf.g_01692	Syag.g_00410
OG0000143	Praf.g_01696	Syag.g_00414
OG0000144	Praf.g_01721	Syag.g_00493
OG0000145	Praf.g_00617	Syag.g_01504
OG0000146	Praf.g_01401	Syag.g_00800
OG0000147	Praf.g_01402	Syag.g_00799
OG0000148	Praf.g_01548	Syag.g_00693
OG0000149	Praf.g_01604	Syag.g_00731
OG0000150	Praf.g_01625	Syag.g_00352
OG0000151	Praf.g_01478	Syag.g_00623
OG0000152	Praf.g_01392	Syag.g_00810
OG0000153	Praf.g_01362	Syag.g_00845
OG0000154	Praf.g_01337	Syag.g_00870
OG0000155	Praf.g_00886	Syag.g_01107
OG0000156	Praf.g_00810	Syag.g_01166
OG0000157	Praf.g_00809	Syag.g_01167
OG0000158	Praf.g_02394	Syag.g_02422
OG0000160	Praf.g_01795	Syag.g_01415
OG0000161	Praf.g_01805	Syag.g_01409
OG0000162	Praf.g_01817	Syag.g_01402
OG0000163	Praf.g_00538	Syag.g_00706, Syag.g_01618
OG0000164	Praf.g_00453	Syag.g_01725
OG0000165	Praf.g_00444	Syag.g_01733
OG0000166	Praf.g_02157	Syag.g_02733
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syag.g_02437
OG0000168	Praf.g_02395	Syag.g_02417
OG0000169	Praf.g_00191	Syag.g_02405
OG0000170	Praf.g_00183	Syag.g_02398
OG0000171	Praf.g_00154	Syag.g_02368
OG0000172	Praf.g_00087	Syag.g_02360
OG0000173	Praf.g_00062	Syag.g_02337
OG0000174	Praf.g_02717	Syag.g_02175
OG0000175	Praf.g_02754	Syag.g_02240
OG0000176	Praf.g_00004	Syag.g_02276
OG0000177	Praf.g_00005	Syag.g_02277
OG0000178	Praf.g_00006	Syag.g_02278
OG0000179	Praf.g_00021	Syag.g_02293
OG0000180	Praf.g_00022	Syag.g_02294
OG0000181	Praf.g_00023	Syag.g_02295
OG0000182	Praf.g_00024	Syag.g_02296
OG0000183	Praf.g_00028	Syag.g_02300
OG0000184	Praf.g_02611	Syag.g_02110
OG0000185	Praf.g_00333	Syag.g_02092
OG0000186	Praf.g_00328	Syag.g_01815
OG0000187	Praf.g_00326	Syag.g_01816
OG0000188	Praf.g_00303	Syag.g_01839
OG0000189	Praf.g_00257	Syag.g_01872
OG0000190	Praf.g_00255	Syag.g_01874
OG0000191	Praf.g_00218	Syag.g_01909
OG0000192	Praf.g_00212	Syag.g_01915
OG0000193	Praf.g_02433	Syag.g_01952
OG0000194	Praf.g_02436	Syag.g_01955
OG0000195	Praf.g_02438	Syag.g_01957
OG0000196	Praf.g_02449	Syag.g_01968
OG0000197	Praf.g_02450	Syag.g_01969
OG0000198	Praf.g_02451	Syag.g_00108, Syag.g_01971
OG0000199	Praf.g_02468	Syag.g_01979
OG0000200	Praf.g_02492	Syag.g_01996
OG0000201	Praf.g_02511	Syag.g_02019, Syag.g_02023
OG0000202	Praf.g_02512	Syag.g_02024
OG0000203	Praf.g_02513	Syag.g_02025
OG0000204	Praf.g_02514	Syag.g_02020, Syag.g_02026
OG0000205	Praf.g_02521	Syag.g_02035
OG0000206	Praf.g_02532	Syag.g_02047
OG0000207	Praf.g_02582	Syag.g_02051
OG0000208	Praf.g_02581	Syag.g_02052
OG0000209	Praf.g_02557	Syag.g_02069
OG0000210	Praf.g_02556	Syag.g_02070
OG0000211	Praf.g_00378	Syag.g_01788
OG0000212	Praf.g_00392	Syag.g_01777
OG0000213	Praf.g_02245	Syag.g_02632
OG0000214	Praf.g_02263	Syag.g_02615
OG0000215	Praf.g_02293	Syag.g_02584
OG0000217	Praf.g_02300	Syag.g_02576
OG0000218	Praf.g_02302	Syag.g_02574
OG0000219	Praf.g_02303	Syag.g_02573
OG0000220	Praf.g_02304	Syag.g_02572
OG0000221	Praf.g_02314	Syag.g_02566
OG0000222	Praf.g_02323	Syag.g_02550
OG0000223	Praf.g_02347	Syag.g_02475
OG0000224	Praf.g_02358	Syag.g_02471
OG0000225	Praf.g_02030	Syag.g_02861
OG0000226	Praf.g_02026	Syag.g_02865
OG0000227	Praf.g_02024	Syag.g_02867
OG0000228	Praf.g_02016	Syag.g_00004
OG0000229	Praf.g_01989	Syag.g_00033
OG0000230	Praf.g_01987	Syag.g_00035
OG0000231	Praf.g_01963	Syag.g_00048
OG0000232	Praf.g_01952	Syag.g_00059
OG0000233	Praf.g_01938	Syag.g_01330
OG0000234	Praf.g_01905	Syag.g_01358
OG0000235	Praf.g_00594	Syag.g_01529
OG0000236	Praf.g_00610	Syag.g_01513
OG0000237	Praf.g_00627	Syag.g_01495
OG0000238	Praf.g_00631	Syag.g_01490
OG0000239	Praf.g_00647	Syag.g_01472
OG0000240	Praf.g_00648	Syag.g_01471
OG0000241	Praf.g_01177	Syag.g_00396
OG0000242	Praf.g_00658	Syag.g_01456
OG0000243	Praf.g_00681	Syag.g_00255
OG0000244	Praf.g_00685	Syag.g_00268
OG0000245	Praf.g_00688	Syag.g_00270
OG0000246	Praf.g_00692	Syag.g_00274
OG0000247	Praf.g_00703	Syag.g_00286
OG0000248	Praf.g_00706	Syag.g_00289
OG0000249	Praf.g_00708	Syag.g_00291
OG0000250	Praf.g_00714	Syag.g_00299
OG0000251	Praf.g_00739	Syag.g_00328
OG0000252	Praf.g_00742	Syag.g_00331
OG0000253	Praf.g_00749	Syag.g_00333
OG0000254	Praf.g_00768	Syag.g_00356
OG0000255	Praf.g_01662	Syag.g_00369
OG0000256	Praf.g_01676	Syag.g_00385
OG0000257	Praf.g_01685	Syag.g_00395
OG0000258	Praf.g_01708	Syag.g_00423
OG0000259	Praf.g_01736	Syag.g_00560
OG0000260	Praf.g_01739	Syag.g_00570
OG0000261	Praf.g_01742	Syag.g_00581
OG0000262	Praf.g_01748	Syag.g_00586
OG0000263	Praf.g_02570	Syag.g_01079
OG0000264	Praf.g_01218, Praf.g_01219	Syag.g_01011
OG0000265	Praf.g_01302	Syag.g_01021
OG0000266	Praf.g_01313	Syag.g_00907
OG0000267	Praf.g_01436	Syag.g_00762
OG0000268	Praf.g_01435	Syag.g_00763
OG0000269	Praf.g_01525	Syag.g_00662
OG0000270	Praf.g_01528	Syag.g_00665
OG0000271	Praf.g_01536	Syag.g_00673
OG0000274	Praf.g_01586	Syag.g_00714
OG0000275	Praf.g_01590	Syag.g_00717
OG0000276	Praf.g_01596	Syag.g_00723
OG0000277	Praf.g_01597	Syag.g_00724
OG0000278	Praf.g_01600	Syag.g_00727
OG0000279	Praf.g_01608	Syag.g_00735
OG0000280	Praf.g_01614	Syag.g_00741
OG0000281	Praf.g_01627	Syag.g_00572
OG0000282	Praf.g_01463	Syag.g_00611
OG0000283	Praf.g_01426	Syag.g_00775
OG0000284	Praf.g_01420	Syag.g_00780
OG0000285	Praf.g_01006	Syag.g_00791
OG0000286	Praf.g_01393	Syag.g_00809
OG0000287	Praf.g_01073	Syag.g_00838
OG0000288	Praf.g_01338	Syag.g_00869
OG0000289	Praf.g_01325	Syag.g_00884
OG0000290	Praf.g_01277	Syag.g_00970
OG0000291	Praf.g_01275	Syag.g_00972
OG0000292	Praf.g_02776	Syag.g_02265
OG0000293	Praf.g_00826	Syag.g_01155
OG0000294	Praf.g_00827	Syag.g_01154
OG0000295	Praf.g_00879	Syag.g_01115
OG0000296	Praf.g_00881	Syag.g_01113
OG0000297	Praf.g_00917	Syag.g_01099
OG0000298	Praf.g_00918	Syag.g_01098
OG0000299	Praf.g_00908	Syag.g_01067
OG0000300	Praf.g_00902	Syag.g_01062
OG0000301	Praf.g_00901	Syag.g_01061
OG0000302	Praf.g_00898	Syag.g_01060
OG0000303	Praf.g_00888	Syag.g_01048
OG0000304	Praf.g_00938	Syag.g_01041
OG0000305	Praf.g_01271	Syag.g_00977
OG0000306	Praf.g_01635	Syag.g_00460
OG0000307	Praf.g_00575	Syag.g_01546
OG0000308	Praf.g_00573	Syag.g_01548
OG0000309	Praf.g_00569	Syag.g_01553
OG0000310	Praf.g_01772	Syag.g_01291
OG0000311	Praf.g_01778, Praf.g_01776	Syag.g_01300
OG0000312	Praf.g_01782	Syag.g_01434
OG0000313	Praf.g_01802	Syag.g_00966, Syag.g_01412
OG0000314	Praf.g_01837	Syag.g_01380
OG0000315	Praf.g_01848	Syag.g_01369
OG0000316	Praf.g_00526	Syag.g_01641
OG0000317	Praf.g_00485	Syag.g_01684
OG0000318	Praf.g_00479	Syag.g_01688
OG0000319	Praf.g_00464	Syag.g_01710
OG0000320	Praf.g_00462	Syag.g_01712
OG0000321	Praf.g_00461	Syag.g_01713
OG0000322	Praf.g_00460	Syag.g_01714
OG0000323	Praf.g_00449	Syag.g_01728
OG0000324	Praf.g_00419	Syag.g_01757
OG0000325	Praf.g_02200	Syag.g_02690
OG0000326	Praf.g_02193	Syag.g_02698
OG0000327	Praf.g_02162	Syag.g_02728
OG0000328	Praf.g_02161	Syag.g_02729
OG0000329	Praf.g_02144	Syag.g_02747
OG0000330	Praf.g_02143	Syag.g_02748
OG0000331	Praf.g_02142	Syag.g_02749
OG0000332	Praf.g_02127	Syag.g_02764
OG0000333	Praf.g_02125	Syag.g_02767
OG0000334	Praf.g_02112	Syag.g_02777
OG0000335	Praf.g_02107	Syag.g_02782
OG0000336	Praf.g_02103	Syag.g_02786
OG0000337	Praf.g_02372	Syag.g_02445
OG0000338	Praf.g_02375	Syag.g_02440
OG0000340	Praf.g_02396	Syag.g_02416
OG0000341	Praf.g_02398	Syag.g_02414
OG0000342	Praf.g_02399	Syag.g_02413
OG0000343	Praf.g_00196	Syag.g_02411
OG0000344	Praf.g_00193	Syag.g_02407
OG0000345	Praf.g_00182	Syag.g_02397
OG0000346	Praf.g_00177	Syag.g_02392
OG0000347	Praf.g_00152	Syag.g_02366
OG0000348	Praf.g_00081	Syag.g_02357
OG0000349	Praf.g_00054	Syag.g_02330
OG0000350	Praf.g_02699	Syag.g_02705
OG0000351	Praf.g_02757	Syag.g_02244
OG0000352	Praf.g_02758	Syag.g_02245
OG0000353	Praf.g_02782	Syag.g_02271
OG0000354	Praf.g_00637	Syag.g_01484
OG0000354	Praf.g_00019	Syag.g_02291
OG0000355	Praf.g_00001	Syag.g_02273
OG0000356	Praf.g_00002	Syag.g_02274
OG0000357	Praf.g_00003	Syag.g_02275
OG0000358	Praf.g_00007	Syag.g_02279
OG0000359	Praf.g_00009	Syag.g_02281
OG0000360	Praf.g_00010	Syag.g_02282
OG0000361	Praf.g_00011	Syag.g_02283
OG0000362	Praf.g_00013	Syag.g_02285
OG0000363	Praf.g_00015	Syag.g_02287
OG0000364	Praf.g_00016	Syag.g_02288
OG0000365	Praf.g_00025	Syag.g_02297
OG0000366	Praf.g_00026	Syag.g_02298
OG0000367	Praf.g_00027	Syag.g_02299
OG0000368	Praf.g_00029	Syag.g_02301
OG0000369	Praf.g_00030	Syag.g_02302
OG0000370	Praf.g_00031	Syag.g_02303
OG0000371	Praf.g_00040	Syag.g_02312
OG0000372	Praf.g_00045	Syag.g_02317
OG0000373	Praf.g_00046	Syag.g_02318
OG0000374	Praf.g_00047	Syag.g_02319
OG0000375	Praf.g_00050	Syag.g_02326
OG0000376	Praf.g_00052	Syag.g_02328
OG0000377	Praf.g_02618	Syag.g_02119
OG0000378	Praf.g_02605	Syag.g_02099
OG0000379	Praf.g_02601	Syag.g_02091
OG0000380	Praf.g_00325	Syag.g_01817
OG0000381	Praf.g_00320	Syag.g_01820
OG0000382	Praf.g_00304	Syag.g_01838
OG0000383	Praf.g_00302	Syag.g_01843
OG0000384	Praf.g_00301	Syag.g_01844
OG0000385	Praf.g_00300	Syag.g_01845
OG0000386	Praf.g_00299	Syag.g_01846
OG0000387	Praf.g_00253	Syag.g_01876
OG0000388	Praf.g_00249	Syag.g_01880
OG0000389	Praf.g_00245	Syag.g_01884
OG0000390	Praf.g_00224	Syag.g_01903
OG0000391	Praf.g_00219	Syag.g_01908
OG0000392	Praf.g_00214	Syag.g_01914
OG0000393	Praf.g_00209	Syag.g_01917
OG0000394	Praf.g_00208	Syag.g_01918
OG0000395	Praf.g_00207	Syag.g_01919
OG0000396	Praf.g_02403	Syag.g_01922
OG0000397	Praf.g_02405	Syag.g_01924
OG0000398	Praf.g_02410	Syag.g_01929
OG0000399	Praf.g_02411	Syag.g_01930
OG0000400	Praf.g_02412	Syag.g_01931
OG0000401	Praf.g_02413	Syag.g_01932
OG0000402	Praf.g_02415	Syag.g_01934
OG0000403	Praf.g_02416	Syag.g_01935
OG0000404	Praf.g_02418	Syag.g_01937
OG0000405	Praf.g_02430	Syag.g_01949
OG0000406	Praf.g_02434	Syag.g_01953
OG0000407	Praf.g_02435	Syag.g_01954
OG0000408	Praf.g_02437	Syag.g_01956
OG0000409	Praf.g_02439	Syag.g_01958
OG0000410	Praf.g_02440	Syag.g_01959
OG0000411	Praf.g_02441	Syag.g_01960
OG0000412	Praf.g_02442	Syag.g_01961
OG0000413	Praf.g_02444	Syag.g_01963
OG0000414	Praf.g_02445	Syag.g_01964
OG0000415	Praf.g_02446	Syag.g_01965
OG0000416	Praf.g_02447	Syag.g_01966
OG0000417	Praf.g_02448	Syag.g_01967
OG0000418	Praf.g_02453	Syag.g_01973
OG0000419	Praf.g_02455	Syag.g_01975
OG0000420	Praf.g_02456	Syag.g_01977
OG0000421	Praf.g_02470	Syag.g_01982
OG0000422	Praf.g_02471	Syag.g_01983
OG0000423	Praf.g_02472	Syag.g_01984
OG0000424	Praf.g_02473	Syag.g_01985
OG0000425	Praf.g_02474	Syag.g_01986
OG0000426	Praf.g_02475	Syag.g_01987
OG0000427	Praf.g_02476	Syag.g_01988
OG0000428	Praf.g_01486	Syag.g_01991
OG0000429	Praf.g_02489	Syag.g_01993
OG0000430	Praf.g_02491	Syag.g_01995
OG0000431	Praf.g_02495	Syag.g_01998
OG0000432	Praf.g_02502	Syag.g_02007
OG0000433	Praf.g_02505	Syag.g_02009
OG0000434	Praf.g_02506	Syag.g_02010
OG0000435	Praf.g_02509	Syag.g_02017
OG0000436	Praf.g_02515	Syag.g_02028
OG0000437	Praf.g_02516	Syag.g_02029
OG0000438	Praf.g_02517	Syag.g_02031
OG0000439	Praf.g_02519	Syag.g_02033
OG0000440	Praf.g_02520	Syag.g_02034
OG0000441	Praf.g_02524	Syag.g_02041
OG0000442	Praf.g_02525	Syag.g_02044
OG0000443	Praf.g_02531	Syag.g_02046
OG0000444	Praf.g_02575	Syag.g_02053
OG0000445	Praf.g_02574	Syag.g_02054
OG0000446	Praf.g_02572	Syag.g_02056
OG0000447	Praf.g_02568	Syag.g_02059
OG0000448	Praf.g_02567	Syag.g_02060
OG0000449	Praf.g_02566	Syag.g_02061
OG0000450	Praf.g_02560	Syag.g_02066
OG0000451	Praf.g_02559	Syag.g_02067
OG0000452	Praf.g_02555	Syag.g_02071
OG0000453	Praf.g_02554	Syag.g_02072
OG0000454	Praf.g_02553	Syag.g_02073
OG0000455	Praf.g_02552	Syag.g_02074
OG0000456	Praf.g_02551	Syag.g_02075
OG0000457	Praf.g_02549	Syag.g_02077
OG0000458	Praf.g_02548	Syag.g_02080
OG0000459	Praf.g_02547	Syag.g_02081
OG0000460	Praf.g_00379	Syag.g_01786
OG0000461	Praf.g_02203	Syag.g_02675
OG0000462	Praf.g_02207	Syag.g_02672
OG0000463	Praf.g_02208	Syag.g_02671
OG0000464	Praf.g_02209	Syag.g_02670
OG0000465	Praf.g_02210	Syag.g_02668
OG0000466	Praf.g_02215	Syag.g_02662
OG0000467	Praf.g_02217	Syag.g_02660
OG0000468	Praf.g_02242	Syag.g_02636
OG0000469	Praf.g_02255	Syag.g_02621
OG0000470	Praf.g_02259	Syag.g_02619
OG0000471	Praf.g_02260	Syag.g_02618
OG0000472	Praf.g_02262	Syag.g_02616
OG0000473	Praf.g_02264	Syag.g_02614
OG0000474	Praf.g_02265	Syag.g_02613
OG0000475	Praf.g_02266	Syag.g_02612
OG0000476	Praf.g_02268	Syag.g_02610
OG0000477	Praf.g_02273	Syag.g_02604
OG0000478	Praf.g_02274	Syag.g_02603
OG0000479	Praf.g_02275	Syag.g_02602
OG0000480	Praf.g_02282	Syag.g_02595
OG0000481	Praf.g_02284	Syag.g_02593
OG0000482	Praf.g_02285	Syag.g_02592
OG0000483	Praf.g_02289	Syag.g_02588
OG0000484	Praf.g_02290	Syag.g_02587
OG0000485	Praf.g_02291	Syag.g_02586
OG0000486	Praf.g_02292	Syag.g_02585
OG0000487	Praf.g_02297	Syag.g_02579
OG0000488	Praf.g_02301	Syag.g_02575
OG0000489	Praf.g_02315	Syag.g_02565
OG0000490	Praf.g_02321	Syag.g_02553
OG0000491	Praf.g_02322	Syag.g_02551
OG0000492	Praf.g_02324	Syag.g_02549
OG0000493	Praf.g_02325	Syag.g_02548
OG0000494	Praf.g_02326	Syag.g_02547
OG0000495	Praf.g_02327	Syag.g_02546
OG0000496	Praf.g_02328	Syag.g_02545
OG0000497	Praf.g_02329	Syag.g_02544
OG0000498	Praf.g_02330	Syag.g_02543
OG0000499	Praf.g_02331	Syag.g_02542
OG0000500	Praf.g_02332	Syag.g_02541
OG0000501	Praf.g_02335	Syag.g_02538
OG0000502	Praf.g_02349	Syag.g_02467
OG0000503	Praf.g_02054	Syag.g_02843
OG0000504	Praf.g_02052	Syag.g_02845
OG0000505	Praf.g_02051	Syag.g_02846
OG0000506	Praf.g_02049	Syag.g_02849
OG0000507	Praf.g_02045	Syag.g_02855
OG0000508	Praf.g_02031	Syag.g_02860
OG0000509	Praf.g_02029	Syag.g_02862
OG0000510	Praf.g_02028	Syag.g_02863
OG0000511	Praf.g_02027	Syag.g_02864
OG0000512	Praf.g_02025	Syag.g_02866
OG0000513	Praf.g_02011	Syag.g_00009
OG0000514	Praf.g_02002	Syag.g_00018
OG0000515	Praf.g_02001	Syag.g_00019
OG0000516	Praf.g_01999	Syag.g_00025
OG0000517	Praf.g_01990	Syag.g_00032
OG0000518	Praf.g_01978	Syag.g_00044
OG0000519	Praf.g_01977	Syag.g_00045
OG0000520	Praf.g_01972	Syag.g_00046
OG0000521	Praf.g_01959	Syag.g_00054
OG0000522	Praf.g_01957	Syag.g_00056
OG0000523	Praf.g_01956	Syag.g_00057
OG0000524	Praf.g_01942	Syag.g_01327
OG0000525	Praf.g_01915	Syag.g_01345
OG0000526	Praf.g_01913	Syag.g_01348
OG0000527	Praf.g_01909	Syag.g_01354
OG0000528	Praf.g_00589	Syag.g_01532
OG0000529	Praf.g_00596	Syag.g_01527
OG0000530	Praf.g_00599	Syag.g_01524
OG0000531	Praf.g_00600	Syag.g_01523
OG0000532	Praf.g_00603	Syag.g_01520
OG0000533	Praf.g_00605	Syag.g_01518
OG0000534	Praf.g_00606	Syag.g_01517
OG0000535	Praf.g_00607	Syag.g_01516
OG0000536	Praf.g_00608	Syag.g_01515
OG0000537	Praf.g_00609	Syag.g_01514
OG0000538	Praf.g_00619	Syag.g_01502
OG0000539	Praf.g_00621	Syag.g_01501
OG0000540	Praf.g_00622	Syag.g_01500
OG0000541	Praf.g_00623	Syag.g_01499
OG0000542	Praf.g_00626	Syag.g_01496
OG0000543	Praf.g_00628	Syag.g_01494
OG0000544	Praf.g_00629	Syag.g_01493
OG0000545	Praf.g_00630	Syag.g_01491
OG0000546	Praf.g_00632	Syag.g_01489
OG0000547	Praf.g_00634	Syag.g_01487
OG0000548	Praf.g_00635	Syag.g_01486
OG0000549	Praf.g_00641	Syag.g_01480
OG0000550	Praf.g_00646	Syag.g_01474
OG0000551	Praf.g_00650	Syag.g_01470
OG0000552	Praf.g_00651	Syag.g_01469
OG0000553	Praf.g_00656	Syag.g_01464
OG0000554	Praf.g_00661	Syag.g_01453
OG0000555	Praf.g_00677	Syag.g_00075
OG0000556	Praf.g_00683	Syag.g_00257
OG0000557	Praf.g_00684	Syag.g_00267
OG0000558	Praf.g_00687	Syag.g_00269
OG0000559	Praf.g_00691	Syag.g_00273
OG0000560	Praf.g_00694	Syag.g_00276
OG0000561	Praf.g_00695	Syag.g_00277
OG0000562	Praf.g_00696	Syag.g_00278
OG0000563	Praf.g_00697	Syag.g_00279
OG0000564	Praf.g_00698	Syag.g_00280
OG0000565	Praf.g_00701	Syag.g_00284
OG0000566	Praf.g_00705	Syag.g_00288
OG0000567	Praf.g_00709	Syag.g_00292
OG0000568	Praf.g_00711	Syag.g_00295
OG0000569	Praf.g_00712	Syag.g_00296
