Orthogroup	Praf	Syan
OG0000039	Praf.g_00406, Praf.g_02541	Syan.g_00535
OG0000041	Praf.g_00426	Syan.g_00302, Syan.g_01465
OG0000042	Praf.g_00164, Praf.g_00920	Syan.g_00991, Syan.g_02643, Syan.g_01888
OG0000044	Praf.g_00356, Praf.g_01078	Syan.g_00431, Syan.g_00435
OG0000045	Praf.g_00322	Syan.g_00086
OG0000046	Praf.g_02072	Syan.g_02157, Syan.g_02160
OG0000048	Praf.g_02267	Syan.g_02036
OG0000052	Praf.g_02366	Syan.g_01954, Syan.g_01953
OG0000053	Praf.g_01828	Syan.g_02812
OG0000054	Praf.g_00763	Syan.g_02503, Syan.g_00231, Syan.g_00506
OG0000055	Praf.g_01257	Syan.g_00312
OG0000057	Praf.g_01125	Syan.g_00643, Syan.g_02514, Syan.g_00186
OG0000058	Praf.g_02345	Syan.g_01964
OG0000059	Praf.g_02172	Syan.g_02255
OG0000060	Praf.g_00592	Syan.g_02856
OG0000061	Praf.g_00854	Syan.g_02696
OG0000062	Praf.g_01047	Syan.g_00098
OG0000062	Praf.g_00501	Syan.g_01380
OG0000063	Praf.g_00041	Syan.g_01739
OG0000065	Praf.g_00244	Syan.g_02974
OG0000066	Praf.g_00672	Syan.g_01156
OG0000068	Praf.g_00585, Praf.g_00583	Syan.g_00845, Syan.g_00257, Syan.g_02773
OG0000070	Praf.g_01962	Syan.g_00289
OG0000071	Praf.g_00796	Syan.g_01213
OG0000072	Praf.g_02469	Syan.g_02999
OG0000073	Praf.g_00616	Syan.g_02741
OG0000075	Praf.g_02384	Syan.g_00981, Syan.g_01937
OG0000076	Praf.g_00178	Syan.g_01896
OG0000078	Praf.g_00391	Syan.g_01509, Syan.g_01510, Syan.g_02437
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Syan.g_02079, Syan.g_02067, Syan.g_02085
OG0000082	Praf.g_00731	Syan.g_00952
OG0000084	Praf.g_01790	Syan.g_01283
OG0000085	Praf.g_00491	Syan.g_01387
OG0000086	Praf.g_00297	Syan.g_02946, Syan.g_02515, Syan.g_00114
OG0000087	Praf.g_02420	Syan.g_02268
OG0000088	Praf.g_01239	Syan.g_03031
OG0000089	Praf.g_02015	Syan.g_02316
OG0000090	Praf.g_00660	Syan.g_01166
OG0000091	Praf.g_01700	Syan.g_00235, Syan.g_00808
OG0000093	Praf.g_01503	Syan.g_00708
OG0000094	Praf.g_02685	Syan.g_00353, Syan.g_00065
OG0000095	Praf.g_01274	Syan.g_00290
OG0000098	Praf.g_01886	Syan.g_00043
OG0000099	Praf.g_02342	Syan.g_01968
OG0000100	Praf.g_00370, Praf.g_01561	Syan.g_00658
OG0000102	Praf.g_00173	Syan.g_01891
OG0000103	Praf.g_02765	Syan.g_01692
OG0000104	Praf.g_02779	Syan.g_01792
OG0000105	Praf.g_02271	Syan.g_02031
OG0000106	Praf.g_00496	Syan.g_00076
OG0000107	Praf.g_02201	Syan.g_02106
OG0000108	Praf.g_00595	Syan.g_02764
OG0000109	Praf.g_00611	Syan.g_02748
OG0000110	Praf.g_00718	Syan.g_00171, Syan.g_00882
OG0000111	Praf.g_01126	Syan.g_00187
OG0000112	Praf.g_01400	Syan.g_00556, Syan.g_00252
OG0000113	Praf.g_01556	Syan.g_00664
OG0000114	Praf.g_01461	Syan.g_00741
OG0000115	Praf.g_01825	Syan.g_02810
OG0000116	Praf.g_00825	Syan.g_02710, Syan.g_00460
OG0000117	Praf.g_00919	Syan.g_02644
OG0000118	Praf.g_00779	Syan.g_01241, Syan.g_01237
OG0000119	Praf.g_01108, Praf.g_01143	Syan.g_02672
OG0000120	Praf.g_02343	Syan.g_01966
OG0000121	Praf.g_01796	Syan.g_01273
OG0000123	Praf.g_02108	Syan.g_02190
OG0000124	Praf.g_00153	Syan.g_01873
OG0000125	Praf.g_02664	Syan.g_01573
OG0000126	Praf.g_02777	Syan.g_01705
OG0000128	Praf.g_00012	Syan.g_01768
OG0000129	Praf.g_02652	Syan.g_01563
OG0000130	Praf.g_00321	Syan.g_02906, Syan.g_02907
OG0000131	Praf.g_02432	Syan.g_03008
OG0000132	Praf.g_02452	Syan.g_03029
OG0000133	Praf.g_02336	Syan.g_00561
OG0000134	Praf.g_02012	Syan.g_02319
OG0000135	Praf.g_02715	Syan.g_01616
OG0000136	Praf.g_01984	Syan.g_01342
OG0000137	Praf.g_01907	Syan.g_02846
OG0000138	Praf.g_00612	Syan.g_02747
OG0000139	Praf.g_00666	Syan.g_01160
OG0000140	Praf.g_00670	Syan.g_00042
OG0000141	Praf.g_00764	Syan.g_01032
OG0000142	Praf.g_01692	Syan.g_00816
OG0000143	Praf.g_01696	Syan.g_00812
OG0000144	Praf.g_01721	Syan.g_00782
OG0000145	Praf.g_00617	Syan.g_02740
OG0000146	Praf.g_01401	Syan.g_00555, Syan.g_00253
OG0000147	Praf.g_01402	Syan.g_00254, Syan.g_00554
OG0000148	Praf.g_01548	Syan.g_00670
OG0000149	Praf.g_01604	Syan.g_00393
OG0000150	Praf.g_01625	Syan.g_01031
OG0000151	Praf.g_01478	Syan.g_00731
OG0000152	Praf.g_01392	Syan.g_00565
OG0000153	Praf.g_01362	Syan.g_00601
OG0000154	Praf.g_01337	Syan.g_00363
OG0000155	Praf.g_00886	Syan.g_02654
OG0000156	Praf.g_00810	Syan.g_02717
OG0000157	Praf.g_00809	Syan.g_02718
OG0000158	Praf.g_02394	Syan.g_01078, Syan.g_01926
OG0000160	Praf.g_01795	Syan.g_01274
OG0000161	Praf.g_01805	Syan.g_01268
OG0000162	Praf.g_01817	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Praf.g_00538	Syan.g_02405
OG0000164	Praf.g_00453	Syan.g_01440
OG0000165	Praf.g_00444	Syan.g_01448
OG0000166	Praf.g_02157	Syan.g_02239
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syan.g_01941
OG0000168	Praf.g_02395	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Praf.g_00191	Syan.g_01912
OG0000170	Praf.g_00183	Syan.g_01901
OG0000171	Praf.g_00154	Syan.g_01875
OG0000172	Praf.g_00087	Syan.g_01810
OG0000173	Praf.g_00062	Syan.g_01720
OG0000174	Praf.g_02717	Syan.g_01619
OG0000175	Praf.g_02754	Syan.g_01678, Syan.g_00258
OG0000176	Praf.g_00004	Syan.g_01801
OG0000177	Praf.g_00005	Syan.g_01775
OG0000178	Praf.g_00006	Syan.g_01774
OG0000179	Praf.g_00021	Syan.g_01759
OG0000180	Praf.g_00022	Syan.g_01758
OG0000181	Praf.g_00023	Syan.g_01757
OG0000182	Praf.g_00024	Syan.g_01756
OG0000183	Praf.g_00028	Syan.g_01752
OG0000184	Praf.g_02611	Syan.g_01549
OG0000185	Praf.g_00333, Praf.g_02602	Syan.g_01540
OG0000186	Praf.g_00328	Syan.g_02902
OG0000187	Praf.g_00326	Syan.g_02904
OG0000188	Praf.g_00303	Syan.g_02926
OG0000189	Praf.g_00257	Syan.g_02966
OG0000190	Praf.g_00255	Syan.g_00971
OG0000191	Praf.g_00218	Syan.g_02300
OG0000192	Praf.g_00212	Syan.g_02294
OG0000193	Praf.g_02433	Syan.g_03009
OG0000194	Praf.g_02436	Syan.g_03012
OG0000195	Praf.g_02438	Syan.g_03014
OG0000196	Praf.g_02449	Syan.g_03026
OG0000197	Praf.g_02450	Syan.g_03027
OG0000198	Praf.g_02451	Syan.g_03028
OG0000199	Praf.g_02468	Syan.g_03037
OG0000200	Praf.g_02492	Syan.g_03055
OG0000201	Praf.g_02511	Syan.g_03074
OG0000202	Praf.g_02512	Syan.g_03075
OG0000203	Praf.g_02513	Syan.g_03076
OG0000204	Praf.g_02514	Syan.g_03077
OG0000205	Praf.g_02521	Syan.g_03087
OG0000206	Praf.g_02532	Syan.g_03095
OG0000207	Praf.g_02582	Syan.g_03100
OG0000208	Praf.g_02581	Syan.g_03101
OG0000209	Praf.g_02557	Syan.g_01521
OG0000210	Praf.g_02556	Syan.g_01522
OG0000211	Praf.g_00378	Syan.g_02416
OG0000212	Praf.g_00392	Syan.g_01508, Syan.g_02438
OG0000213	Praf.g_02245	Syan.g_02059
OG0000214	Praf.g_02263	Syan.g_02040
OG0000215	Praf.g_02293	Syan.g_02010
OG0000216	Praf.g_02296	Syan.g_02006
OG0000217	Praf.g_02300	Syan.g_02001
OG0000218	Praf.g_02302	Syan.g_01999
OG0000219	Praf.g_02303	Syan.g_01998
OG0000220	Praf.g_02304	Syan.g_01997
OG0000221	Praf.g_02314	Syan.g_01994
OG0000222	Praf.g_02323	Syan.g_01981
OG0000223	Praf.g_02347	Syan.g_00228
OG0000224	Praf.g_02358	Syan.g_01959
OG0000225	Praf.g_02030	Syan.g_02997
OG0000226	Praf.g_02026	Syan.g_02990
OG0000227	Praf.g_02024	Syan.g_02988
OG0000228	Praf.g_02016	Syan.g_02315
OG0000229	Praf.g_01989	Syan.g_02396
OG0000230	Praf.g_01987	Syan.g_02398
OG0000231	Praf.g_01963	Syan.g_01333
OG0000232	Praf.g_01952	Syan.g_02801
OG0000233	Praf.g_01938	Syan.g_02876
OG0000234	Praf.g_01905	Syan.g_02844
OG0000235	Praf.g_00594	Syan.g_02765
OG0000236	Praf.g_00610	Syan.g_02749
OG0000237	Praf.g_00627	Syan.g_02731
OG0000238	Praf.g_00631	Syan.g_02726
OG0000239	Praf.g_00647	Syan.g_01187
OG0000240	Praf.g_00648	Syan.g_01186
OG0000241	Praf.g_01177	Syan.g_00822
OG0000242	Praf.g_00658	Syan.g_01168
OG0000243	Praf.g_00681	Syan.g_00840
OG0000244	Praf.g_00685	Syan.g_00848
OG0000245	Praf.g_00688	Syan.g_00850
OG0000246	Praf.g_00692	Syan.g_00854
OG0000247	Praf.g_00703	Syan.g_00866
OG0000248	Praf.g_00706	Syan.g_00869
OG0000249	Praf.g_00708	Syan.g_00871
OG0000250	Praf.g_00714	Syan.g_00878
OG0000251	Praf.g_00739	Syan.g_00961
OG0000252	Praf.g_00742	Syan.g_00966
OG0000253	Praf.g_00749	Syan.g_01000
OG0000254	Praf.g_00768	Syan.g_01026
OG0000255	Praf.g_01662	Syan.g_00978
OG0000256	Praf.g_01676	Syan.g_00001, Syan.g_01135
OG0000257	Praf.g_01685	Syan.g_00827
OG0000258	Praf.g_01708	Syan.g_00803
OG0000259	Praf.g_01736	Syan.g_00772
OG0000260	Praf.g_01739	Syan.g_00769
OG0000261	Praf.g_01742	Syan.g_00765
OG0000262	Praf.g_01748	Syan.g_00760
OG0000263	Praf.g_02570	Syan.g_02618
OG0000264	Praf.g_01218, Praf.g_01219	Syan.g_00540
OG0000266	Praf.g_01313	Syan.g_00330
OG0000267	Praf.g_01436	Syan.g_00470
OG0000268	Praf.g_01435	Syan.g_00471
OG0000269	Praf.g_01525	Syan.g_00695
OG0000270	Praf.g_01528	Syan.g_00692
OG0000271	Praf.g_01536	Syan.g_00684
OG0000272	Praf.g_01537	Syan.g_00683
OG0000274	Praf.g_01586	Syan.g_00653
OG0000275	Praf.g_01590	Syan.g_00373
OG0000276	Praf.g_01596	Syan.g_00380
OG0000277	Praf.g_01597	Syan.g_00381
OG0000278	Praf.g_01600	Syan.g_00384
OG0000279	Praf.g_01608	Syan.g_00398
OG0000280	Praf.g_01614	Syan.g_00518
OG0000282	Praf.g_01463	Syan.g_00739
OG0000283	Praf.g_01426	Syan.g_00491
OG0000284	Praf.g_01420	Syan.g_00497
OG0000285	Praf.g_01006	Syan.g_00533
OG0000286	Praf.g_01393	Syan.g_00564
OG0000287	Praf.g_01073	Syan.g_00593
OG0000288	Praf.g_01338	Syan.g_00364
OG0000289	Praf.g_01325	Syan.g_00350
OG0000290	Praf.g_01277	Syan.g_00293
OG0000291	Praf.g_01275	Syan.g_00291
OG0000292	Praf.g_02776	Syan.g_01703
OG0000293	Praf.g_00826	Syan.g_02709
OG0000294	Praf.g_00827	Syan.g_02708
OG0000295	Praf.g_00879	Syan.g_02662
OG0000296	Praf.g_00881	Syan.g_02660
OG0000297	Praf.g_00917	Syan.g_02646
OG0000298	Praf.g_00918	Syan.g_02645
OG0000299	Praf.g_00908	Syan.g_02601
OG0000300	Praf.g_00902	Syan.g_02593, Syan.g_02594
OG0000301	Praf.g_00901	Syan.g_02592
OG0000302	Praf.g_00898	Syan.g_02591
OG0000303	Praf.g_00888	Syan.g_02582
OG0000304	Praf.g_00938	Syan.g_02556
OG0000305	Praf.g_01271	Syan.g_00195
OG0000306	Praf.g_01635	Syan.g_00087
OG0000307	Praf.g_00575	Syan.g_02782
OG0000308	Praf.g_00573	Syan.g_02784
OG0000309	Praf.g_00569	Syan.g_02883
OG0000310	Praf.g_01772	Syan.g_01304
OG0000311	Praf.g_01778, Praf.g_01776	Syan.g_01299
OG0000312	Praf.g_01782	Syan.g_01290
OG0000313	Praf.g_01802	Syan.g_01271
OG0000314	Praf.g_01837	Syan.g_02823
OG0000315	Praf.g_01848	Syan.g_02833
OG0000316	Praf.g_00526	Syan.g_01354
OG0000317	Praf.g_00485	Syan.g_01396
OG0000318	Praf.g_00479	Syan.g_01401
OG0000319	Praf.g_00464	Syan.g_01425
OG0000320	Praf.g_00462	Syan.g_01427
OG0000321	Praf.g_00461	Syan.g_01428
OG0000322	Praf.g_00460	Syan.g_01429
OG0000323	Praf.g_00449	Syan.g_01442
OG0000324	Praf.g_00419	Syan.g_01472
OG0000325	Praf.g_02200	Syan.g_02107
OG0000326	Praf.g_02193	Syan.g_02114
OG0000327	Praf.g_02162	Syan.g_02244
OG0000328	Praf.g_02161	Syan.g_02243
OG0000329	Praf.g_02144	Syan.g_02225
OG0000330	Praf.g_02143	Syan.g_02224
OG0000331	Praf.g_02142	Syan.g_02223
OG0000332	Praf.g_02127	Syan.g_02208
OG0000333	Praf.g_02125	Syan.g_02205
OG0000334	Praf.g_02112	Syan.g_00247, Syan.g_02194
OG0000335	Praf.g_02107	Syan.g_02189
OG0000336	Praf.g_02103	Syan.g_02185
OG0000337	Praf.g_02372	Syan.g_01949
OG0000338	Praf.g_02375	Syan.g_01943
OG0000339	Praf.g_02386	Syan.g_01935, Syan.g_00264
OG0000340	Praf.g_02396	Syan.g_01923
OG0000341	Praf.g_02398	Syan.g_01921
OG0000342	Praf.g_02399	Syan.g_01920
OG0000343	Praf.g_00196	Syan.g_01918
OG0000344	Praf.g_00193	Syan.g_01914
OG0000345	Praf.g_00182	Syan.g_01900
OG0000346	Praf.g_00177	Syan.g_01895
OG0000347	Praf.g_00152	Syan.g_01867
OG0000348	Praf.g_00081	Syan.g_01803
OG0000349	Praf.g_00054	Syan.g_01727
OG0000350	Praf.g_02699	Syan.g_02121
OG0000351	Praf.g_02757	Syan.g_01682
OG0000352	Praf.g_02758	Syan.g_01683
OG0000353	Praf.g_02782	Syan.g_01795
OG0000354	Praf.g_00637	Syan.g_02720
OG0000354	Praf.g_00019	Syan.g_01761
OG0000355	Praf.g_00001	Syan.g_01797
OG0000356	Praf.g_00002	Syan.g_01798
OG0000357	Praf.g_00003	Syan.g_01800
OG0000358	Praf.g_00007	Syan.g_01773
OG0000359	Praf.g_00009	Syan.g_01771
OG0000360	Praf.g_00010	Syan.g_01770
OG0000361	Praf.g_00011	Syan.g_01769
OG0000362	Praf.g_00013	Syan.g_01767
OG0000363	Praf.g_00015	Syan.g_01765
OG0000364	Praf.g_00016	Syan.g_01398
OG0000365	Praf.g_00025	Syan.g_01755
OG0000366	Praf.g_00026	Syan.g_01754
OG0000367	Praf.g_00027	Syan.g_01753
OG0000368	Praf.g_00029	Syan.g_01751
OG0000369	Praf.g_00030	Syan.g_01750
OG0000370	Praf.g_00031	Syan.g_01749
OG0000371	Praf.g_00040	Syan.g_01740
OG0000372	Praf.g_00045	Syan.g_01734
OG0000373	Praf.g_00046	Syan.g_01733
OG0000374	Praf.g_00047	Syan.g_01732
OG0000375	Praf.g_00050	Syan.g_01731
OG0000376	Praf.g_00052	Syan.g_01729
OG0000377	Praf.g_02618	Syan.g_01555
OG0000378	Praf.g_02605	Syan.g_01543
OG0000379	Praf.g_02601	Syan.g_01539
OG0000380	Praf.g_00325	Syan.g_02905
OG0000381	Praf.g_00320	Syan.g_02908
OG0000382	Praf.g_00304	Syan.g_02925
OG0000383	Praf.g_00302	Syan.g_02936
OG0000384	Praf.g_00301	Syan.g_02937
OG0000385	Praf.g_00300	Syan.g_02938
OG0000386	Praf.g_00299	Syan.g_02939
OG0000387	Praf.g_00253	Syan.g_00967
OG0000388	Praf.g_00249	Syan.g_02970
OG0000389	Praf.g_00245	Syan.g_02973
OG0000390	Praf.g_00224	Syan.g_02306
OG0000391	Praf.g_00219	Syan.g_02301
OG0000392	Praf.g_00214	Syan.g_02295
OG0000393	Praf.g_00209	Syan.g_02292
OG0000394	Praf.g_00208	Syan.g_02291
OG0000395	Praf.g_00207	Syan.g_02290
OG0000396	Praf.g_02403	Syan.g_02287
OG0000397	Praf.g_02405	Syan.g_02285
OG0000398	Praf.g_02410	Syan.g_02279
OG0000399	Praf.g_02411	Syan.g_02278
OG0000400	Praf.g_02412	Syan.g_02277
OG0000401	Praf.g_02413	Syan.g_02274
OG0000402	Praf.g_02415	Syan.g_02272
OG0000403	Praf.g_02416	Syan.g_02271
OG0000404	Praf.g_02418	Syan.g_02269
OG0000405	Praf.g_02430	Syan.g_03005
OG0000406	Praf.g_02434	Syan.g_03010
OG0000407	Praf.g_02435	Syan.g_03011
OG0000408	Praf.g_02437	Syan.g_03013
OG0000409	Praf.g_02439	Syan.g_03015
OG0000410	Praf.g_02440	Syan.g_03016
OG0000411	Praf.g_02441	Syan.g_03017
OG0000412	Praf.g_02442	Syan.g_03018
OG0000413	Praf.g_02444	Syan.g_03020
OG0000414	Praf.g_02445	Syan.g_03021
OG0000415	Praf.g_02446	Syan.g_03022
OG0000416	Praf.g_02447	Syan.g_03023
OG0000417	Praf.g_02448	Syan.g_03025
OG0000418	Praf.g_02453	Syan.g_03030
OG0000419	Praf.g_02455	Syan.g_03033
OG0000420	Praf.g_02456	Syan.g_03035
OG0000421	Praf.g_02470	Syan.g_03040
OG0000422	Praf.g_02471	Syan.g_03041
OG0000423	Praf.g_02472	Syan.g_03042
OG0000424	Praf.g_02473	Syan.g_03043
OG0000425	Praf.g_02474	Syan.g_03044
OG0000426	Praf.g_02475	Syan.g_03045
OG0000427	Praf.g_02476	Syan.g_03046
OG0000428	Praf.g_01486	Syan.g_03049
OG0000429	Praf.g_02489	Syan.g_03051
OG0000430	Praf.g_02491	Syan.g_03053
OG0000431	Praf.g_02495	Syan.g_03058
OG0000432	Praf.g_02502	Syan.g_03065
OG0000433	Praf.g_02505	Syan.g_03068
OG0000434	Praf.g_02506	Syan.g_03069
OG0000435	Praf.g_02509	Syan.g_03071
OG0000436	Praf.g_02515	Syan.g_03079
OG0000437	Praf.g_02516	Syan.g_03080
OG0000438	Praf.g_02517	Syan.g_03083
OG0000439	Praf.g_02519	Syan.g_03085
OG0000440	Praf.g_02520	Syan.g_03086
OG0000441	Praf.g_02524	Syan.g_03089
OG0000442	Praf.g_02525	Syan.g_03090
OG0000443	Praf.g_02531	Syan.g_03094
OG0000444	Praf.g_02575	Syan.g_03102
OG0000445	Praf.g_02574	Syan.g_03103
OG0000446	Praf.g_02572	Syan.g_03105
OG0000447	Praf.g_02568	Syan.g_03111
OG0000448	Praf.g_02567	Syan.g_03112
OG0000449	Praf.g_02566	Syan.g_03113
OG0000450	Praf.g_02560	Syan.g_01518
OG0000451	Praf.g_02559	Syan.g_01519
OG0000452	Praf.g_02555	Syan.g_01523
OG0000453	Praf.g_02554	Syan.g_01524
OG0000454	Praf.g_02553	Syan.g_01525
OG0000455	Praf.g_02552	Syan.g_01526
OG0000456	Praf.g_02551	Syan.g_01527
OG0000457	Praf.g_02549	Syan.g_01529
OG0000458	Praf.g_02548	Syan.g_01530
OG0000459	Praf.g_02547	Syan.g_01531
OG0000460	Praf.g_00379	Syan.g_02423
OG0000461	Praf.g_02203	Syan.g_02099
OG0000462	Praf.g_02207	Syan.g_02096
OG0000463	Praf.g_02208	Syan.g_02095
OG0000464	Praf.g_02209	Syan.g_02094
OG0000465	Praf.g_02210	Syan.g_02092
OG0000466	Praf.g_02215	Syan.g_02087
OG0000467	Praf.g_02217	Syan.g_02086
OG0000468	Praf.g_02242	Syan.g_02063
OG0000469	Praf.g_02255	Syan.g_02046
OG0000470	Praf.g_02259	Syan.g_02044
OG0000471	Praf.g_02260	Syan.g_02043
OG0000472	Praf.g_02262	Syan.g_02041
OG0000473	Praf.g_02264	Syan.g_02039
OG0000474	Praf.g_02265	Syan.g_02038
OG0000475	Praf.g_02266	Syan.g_02037
OG0000476	Praf.g_02268	Syan.g_02035
OG0000477	Praf.g_02273	Syan.g_02029
OG0000478	Praf.g_02274	Syan.g_02028
OG0000479	Praf.g_02275	Syan.g_02027
OG0000480	Praf.g_02282	Syan.g_02020
OG0000481	Praf.g_02284	Syan.g_00975
OG0000482	Praf.g_02285	Syan.g_02018
OG0000483	Praf.g_02289	Syan.g_02014
OG0000484	Praf.g_02290	Syan.g_02013
OG0000485	Praf.g_02291	Syan.g_02012
OG0000486	Praf.g_02292	Syan.g_02011
OG0000487	Praf.g_02297	Syan.g_02005
OG0000488	Praf.g_02301	Syan.g_02000
OG0000489	Praf.g_02315	Syan.g_01993
OG0000490	Praf.g_02321	Syan.g_01985
OG0000491	Praf.g_02322	Syan.g_01983
OG0000492	Praf.g_02324	Syan.g_01980
OG0000493	Praf.g_02325	Syan.g_01979
OG0000494	Praf.g_02326	Syan.g_01978
OG0000495	Praf.g_02327	Syan.g_01977
OG0000496	Praf.g_02328	Syan.g_01976
OG0000497	Praf.g_02329	Syan.g_01975
OG0000498	Praf.g_02330	Syan.g_01974
OG0000499	Praf.g_02331	Syan.g_01973
OG0000500	Praf.g_02332	Syan.g_01972
OG0000501	Praf.g_02335	Syan.g_01969
OG0000502	Praf.g_02349	Syan.g_01961
OG0000503	Praf.g_02054	Syan.g_02144
OG0000504	Praf.g_02052	Syan.g_02142
OG0000505	Praf.g_02051	Syan.g_02141
OG0000506	Praf.g_02049	Syan.g_02139
OG0000507	Praf.g_02045	Syan.g_02133
OG0000508	Praf.g_02031	Syan.g_02998
OG0000509	Praf.g_02029	Syan.g_02993
OG0000510	Praf.g_02028	Syan.g_02992
OG0000511	Praf.g_02027	Syan.g_02991
OG0000512	Praf.g_02025	Syan.g_02989
OG0000513	Praf.g_02011	Syan.g_02320
OG0000514	Praf.g_02002	Syan.g_02326
OG0000515	Praf.g_02001	Syan.g_02327
OG0000516	Praf.g_01999	Syan.g_02389
OG0000517	Praf.g_01990	Syan.g_02395
OG0000518	Praf.g_01978	Syan.g_01336
OG0000519	Praf.g_01977	Syan.g_01335
OG0000520	Praf.g_01972	Syan.g_01334
OG0000521	Praf.g_01959	Syan.g_02805
OG0000522	Praf.g_01957	Syan.g_02803
OG0000523	Praf.g_01956	Syan.g_02802
OG0000524	Praf.g_01942	Syan.g_02878
OG0000525	Praf.g_01915	Syan.g_02853
OG0000526	Praf.g_01913	Syan.g_02852
OG0000527	Praf.g_01909	Syan.g_02848
OG0000528	Praf.g_00589	Syan.g_02767
OG0000529	Praf.g_00596	Syan.g_02763
OG0000530	Praf.g_00599	Syan.g_02760
OG0000531	Praf.g_00600	Syan.g_02759
OG0000532	Praf.g_00603	Syan.g_02756
OG0000533	Praf.g_00605	Syan.g_02754
OG0000534	Praf.g_00606	Syan.g_02753
OG0000535	Praf.g_00607	Syan.g_02752
OG0000536	Praf.g_00608	Syan.g_02751
OG0000537	Praf.g_00609	Syan.g_02750
OG0000538	Praf.g_00619	Syan.g_02738
OG0000539	Praf.g_00621	Syan.g_02737
OG0000540	Praf.g_00622	Syan.g_02736
OG0000541	Praf.g_00623	Syan.g_02735
OG0000542	Praf.g_00626	Syan.g_02732
OG0000543	Praf.g_00628	Syan.g_02730
OG0000544	Praf.g_00629	Syan.g_02729
OG0000545	Praf.g_00630	Syan.g_02727
OG0000546	Praf.g_00632	Syan.g_02725
OG0000547	Praf.g_00634	Syan.g_02723
OG0000548	Praf.g_00635	Syan.g_02722
OG0000549	Praf.g_00641	Syan.g_01194
OG0000550	Praf.g_00646	Syan.g_01189
OG0000551	Praf.g_00650	Syan.g_01184
OG0000552	Praf.g_00651	Syan.g_01183
OG0000553	Praf.g_00656	Syan.g_01179
OG0000554	Praf.g_00661	Syan.g_01165
OG0000555	Praf.g_00677	Syan.g_00839
OG0000556	Praf.g_00683	Syan.g_00842
OG0000557	Praf.g_00684	Syan.g_00847
OG0000558	Praf.g_00687	Syan.g_00849
OG0000559	Praf.g_00691	Syan.g_00853
OG0000560	Praf.g_00694	Syan.g_00856
OG0000561	Praf.g_00695	Syan.g_00857
OG0000562	Praf.g_00696	Syan.g_00858
OG0000563	Praf.g_00697	Syan.g_00859
OG0000564	Praf.g_00698	Syan.g_00860
OG0000565	Praf.g_00701	Syan.g_00864
OG0000566	Praf.g_00705	Syan.g_00868
OG0000567	Praf.g_00709	Syan.g_00872
OG0000568	Praf.g_00711	Syan.g_00874
OG0000569	Praf.g_00712	Syan.g_00875
OG0000570	Praf.g_00713	Syan.g_00876
OG0000571	Praf.g_00716	Syan.g_00879
OG0000572	Praf.g_00733	Syan.g_00954
OG0000573	Praf.g_00740	Syan.g_00963
OG0000574	Praf.g_00741	Syan.g_00965
OG0000575	Praf.g_00751	Syan.g_01003
OG0000576	Praf.g_00753	Syan.g_01007
OG0000577	Praf.g_00754	Syan.g_01008
