Orthogroup	Praf	Syap
OG0000227	Praf.g_02024	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Praf.g_02016	Syap.g_00116, Syap.g_02041
OG0000229	Praf.g_01989	Syap.g_02059
OG0000230	Praf.g_01987	Syap.g_02061
OG0000231	Praf.g_01963	Syap.g_02533
OG0000232	Praf.g_01952	Syap.g_02510, Syap.g_02511
OG0000233	Praf.g_01938	Syap.g_02133
OG0000234	Praf.g_01905	Syap.g_02755
OG0000235	Praf.g_00594	Syap.g_00732, Syap.g_02258
OG0000236	Praf.g_00610	Syap.g_02238
OG0000237	Praf.g_00627	Syap.g_00262, Syap.g_00263
OG0000238	Praf.g_00631	Syap.g_00257, Syap.g_00258
OG0000239	Praf.g_00647	Syap.g_02744
OG0000240	Praf.g_00648	Syap.g_02742
OG0000241	Praf.g_01177	Syap.g_00888
OG0000242	Praf.g_00658	Syap.g_01455
OG0000243	Praf.g_00681	Syap.g_01938
OG0000244	Praf.g_00685	Syap.g_01146, Syap.g_01145
OG0000245	Praf.g_00688	Syap.g_01148
OG0000246	Praf.g_00692	Syap.g_00308
OG0000247	Praf.g_00703	Syap.g_00288, Syap.g_00293
OG0000248	Praf.g_00706	Syap.g_00290
OG0000249	Praf.g_00708	Syap.g_01296, Syap.g_01295
OG0000250	Praf.g_00714	Syap.g_01306
OG0000251	Praf.g_00739	Syap.g_00442
OG0000252	Praf.g_00742	Syap.g_01857
OG0000253	Praf.g_00749	Syap.g_00443
OG0000254	Praf.g_00768	Syap.g_01527, Syap.g_01528
OG0000256	Praf.g_01676	Syap.g_01287
OG0000257	Praf.g_01685	Syap.g_00886
OG0000258	Praf.g_01708	Syap.g_00907
OG0000260	Praf.g_01739	Syap.g_01970
OG0000261	Praf.g_01742	Syap.g_01962, Syap.g_01961
OG0000262	Praf.g_01748	Syap.g_01954
OG0000263	Praf.g_02570	Syap.g_00432, Syap.g_00433
OG0000266	Praf.g_01313	Syap.g_00519
OG0000267	Praf.g_01436	Syap.g_02333, Syap.g_02332
OG0000268	Praf.g_01435	Syap.g_00646
OG0000269	Praf.g_01525	Syap.g_00188
OG0000270	Praf.g_01528	Syap.g_00192
OG0000271	Praf.g_01536	Syap.g_00200, Syap.g_00201
OG0000272	Praf.g_01537	Syap.g_00202
OG0000274	Praf.g_01586	Syap.g_02702
OG0000275	Praf.g_01590	Syap.g_01847
OG0000276	Praf.g_01596	Syap.g_01839, Syap.g_01838
OG0000277	Praf.g_01597	Syap.g_01837
OG0000278	Praf.g_01600	Syap.g_01834
OG0000279	Praf.g_01608	Syap.g_00829, Syap.g_00830
OG0000280	Praf.g_01614	Syap.g_00365
OG0000281	Praf.g_01627	Syap.g_01977
OG0000282	Praf.g_01463	Syap.g_01252
OG0000283	Praf.g_01426	Syap.g_01728
OG0000284	Praf.g_01420	Syap.g_01736
OG0000285	Praf.g_01006	Syap.g_01746, Syap.g_01744
OG0000286	Praf.g_01393	Syap.g_02014, Syap.g_02013
OG0000288	Praf.g_01338	Syap.g_02764, Syap.g_02763
OG0000289	Praf.g_01325	Syap.g_02784
OG0000290	Praf.g_01277	Syap.g_01552
OG0000291	Praf.g_01275	Syap.g_01554
OG0000292	Praf.g_02776	Syap.g_02314
OG0000293	Praf.g_00826	Syap.g_00240
OG0000294	Praf.g_00827	Syap.g_00239
OG0000295	Praf.g_00879	Syap.g_00206
OG0000296	Praf.g_00881	Syap.g_00204
OG0000297	Praf.g_00917	Syap.g_01887
OG0000298	Praf.g_00918	Syap.g_01888
OG0000299	Praf.g_00908	Syap.g_02620
OG0000302	Praf.g_00898	Syap.g_02444, Syap.g_02445
OG0000303	Praf.g_00888	Syap.g_02435
OG0000304	Praf.g_00938	Syap.g_02430
OG0000305	Praf.g_01271	Syap.g_01557
OG0000306	Praf.g_01635	Syap.g_01966
OG0000307	Praf.g_00575	Syap.g_02517
OG0000308	Praf.g_00573	Syap.g_02514, Syap.g_02515
OG0000309	Praf.g_00569	Syap.g_02198, Syap.g_02446
OG0000310	Praf.g_01772	Syap.g_02660, Syap.g_02661
OG0000311	Praf.g_01778, Praf.g_01776	Syap.g_02657
OG0000312	Praf.g_01782	Syap.g_02114
OG0000313	Praf.g_01802	Syap.g_02473
OG0000314	Praf.g_01837	Syap.g_00007
OG0000315	Praf.g_01848	Syap.g_00017
OG0000316	Praf.g_00526	Syap.g_00030
OG0000317	Praf.g_00485	Syap.g_00618
OG0000318	Praf.g_00479	Syap.g_00622, Syap.g_02786
OG0000319	Praf.g_00464	Syap.g_01764, Syap.g_01771
OG0000320	Praf.g_00462	Syap.g_01761, Syap.g_01769
OG0000321	Praf.g_00461	Syap.g_01760, Syap.g_01768
OG0000322	Praf.g_00460	Syap.g_01759, Syap.g_01767
OG0000323	Praf.g_00449	Syap.g_01389
OG0000324	Praf.g_00419	Syap.g_01503
OG0000325	Praf.g_02200	Syap.g_02680
OG0000326	Praf.g_02193	Syap.g_00544
OG0000327	Praf.g_02162	Syap.g_01233, Syap.g_01913
OG0000328	Praf.g_02161	Syap.g_01234, Syap.g_01912
OG0000329	Praf.g_02144	Syap.g_00498
OG0000330	Praf.g_02143	Syap.g_00497
OG0000331	Praf.g_02142	Syap.g_00496
OG0000332	Praf.g_02127	Syap.g_00481
OG0000333	Praf.g_02125	Syap.g_00478
OG0000334	Praf.g_02112	Syap.g_00468
OG0000335	Praf.g_02107	Syap.g_00101, Syap.g_00463
OG0000336	Praf.g_02103	Syap.g_00417, Syap.g_00607
OG0000337	Praf.g_02372	Syap.g_01054
OG0000338	Praf.g_02375	Syap.g_01059
OG0000339	Praf.g_02386	Syap.g_01068
OG0000340	Praf.g_02396	Syap.g_01077
OG0000341	Praf.g_02398	Syap.g_01079
OG0000342	Praf.g_02399	Syap.g_01080, Syap.g_02477
OG0000343	Praf.g_00196	Syap.g_01086, Syap.g_02078
OG0000344	Praf.g_00193	Syap.g_01091
OG0000345	Praf.g_00182	Syap.g_01107, Syap.g_01470
OG0000346	Praf.g_00177	Syap.g_01113
OG0000347	Praf.g_00152	Syap.g_01131, Syap.g_02459
OG0000348	Praf.g_00081	Syap.g_00632
OG0000349	Praf.g_00054	Syap.g_00110, Syap.g_01813
OG0000351	Praf.g_02757	Syap.g_02594
OG0000352	Praf.g_02758	Syap.g_02596, Syap.g_02597
OG0000353	Praf.g_02782	Syap.g_00054
OG0000354	Praf.g_00019	Syap.g_00075, Syap.g_02635
OG0000355	Praf.g_00001	Syap.g_00056
OG0000356	Praf.g_00002	Syap.g_00057
OG0000357	Praf.g_00003	Syap.g_00058
OG0000358	Praf.g_00007	Syap.g_00063
OG0000359	Praf.g_00009	Syap.g_00065
OG0000360	Praf.g_00010	Syap.g_00067
OG0000361	Praf.g_00011	Syap.g_00068
OG0000362	Praf.g_00013	Syap.g_00070
OG0000363	Praf.g_00015	Syap.g_00072
OG0000364	Praf.g_00016	Syap.g_00620
OG0000365	Praf.g_00025	Syap.g_00081
OG0000366	Praf.g_00026	Syap.g_00082
OG0000367	Praf.g_00027	Syap.g_00083
OG0000368	Praf.g_00029	Syap.g_00085
OG0000369	Praf.g_00030	Syap.g_00086
OG0000370	Praf.g_00031	Syap.g_00087
OG0000372	Praf.g_00045	Syap.g_01805
OG0000373	Praf.g_00046	Syap.g_01806
OG0000374	Praf.g_00047	Syap.g_01807
OG0000375	Praf.g_00050	Syap.g_01808
OG0000376	Praf.g_00052	Syap.g_01811
OG0000377	Praf.g_02618	Syap.g_00128
OG0000378	Praf.g_02605	Syap.g_01326
OG0000380	Praf.g_00325	Syap.g_01687
OG0000381	Praf.g_00320	Syap.g_01690
OG0000382	Praf.g_00304	Syap.g_02548
OG0000383	Praf.g_00302	Syap.g_02359
OG0000384	Praf.g_00301	Syap.g_02360
OG0000385	Praf.g_00300	Syap.g_02361
OG0000386	Praf.g_00299	Syap.g_02362
OG0000387	Praf.g_00253	Syap.g_01864
OG0000391	Praf.g_00219	Syap.g_02234
OG0000392	Praf.g_00214	Syap.g_02225
OG0000393	Praf.g_00209	Syap.g_02222
OG0000394	Praf.g_00208	Syap.g_02221
OG0000395	Praf.g_00207	Syap.g_02220
OG0000396	Praf.g_02403	Syap.g_02217
OG0000397	Praf.g_02405	Syap.g_02215
OG0000398	Praf.g_02410	Syap.g_02211
OG0000399	Praf.g_02411	Syap.g_02210
OG0000400	Praf.g_02412	Syap.g_02209
OG0000401	Praf.g_02413	Syap.g_02208
OG0000402	Praf.g_02415	Syap.g_02206
OG0000403	Praf.g_02416	Syap.g_02205
OG0000404	Praf.g_02418	Syap.g_02204, Syap.g_02618
OG0000405	Praf.g_02430	Syap.g_02191
OG0000406	Praf.g_02434	Syap.g_02186
OG0000407	Praf.g_02435	Syap.g_02185
OG0000408	Praf.g_02437	Syap.g_02181, Syap.g_02182
OG0000409	Praf.g_02439	Syap.g_02179
OG0000410	Praf.g_02440	Syap.g_02178
OG0000411	Praf.g_02441	Syap.g_02177
OG0000412	Praf.g_02442	Syap.g_02176
OG0000413	Praf.g_02444	Syap.g_02174
OG0000414	Praf.g_02445	Syap.g_02173
OG0000415	Praf.g_02446	Syap.g_02172
OG0000416	Praf.g_02447	Syap.g_02171
OG0000417	Praf.g_02448	Syap.g_02169
OG0000418	Praf.g_02453	Syap.g_01204
OG0000419	Praf.g_02455	Syap.g_01201
OG0000420	Praf.g_02456	Syap.g_01199
OG0000421	Praf.g_02470	Syap.g_01195
OG0000422	Praf.g_02471	Syap.g_01194
OG0000423	Praf.g_02472	Syap.g_01193
OG0000424	Praf.g_02473	Syap.g_01192
OG0000425	Praf.g_02474	Syap.g_01191
OG0000426	Praf.g_02475	Syap.g_01190
OG0000427	Praf.g_02476	Syap.g_01189
OG0000428	Praf.g_01486	Syap.g_01186
OG0000429	Praf.g_02489	Syap.g_01184
OG0000430	Praf.g_02491	Syap.g_01182
OG0000431	Praf.g_02495	Syap.g_01179
OG0000432	Praf.g_02502	Syap.g_02277
OG0000433	Praf.g_02505	Syap.g_02272
OG0000434	Praf.g_02506	Syap.g_02271
OG0000435	Praf.g_02509	Syap.g_02268
OG0000436	Praf.g_02515	Syap.g_01607
OG0000437	Praf.g_02516	Syap.g_01608
OG0000438	Praf.g_02517	Syap.g_01612
OG0000439	Praf.g_02519	Syap.g_01614
OG0000440	Praf.g_02520	Syap.g_01615
OG0000441	Praf.g_02524	Syap.g_01619
OG0000442	Praf.g_02525	Syap.g_01620
OG0000443	Praf.g_02531	Syap.g_01622
OG0000444	Praf.g_02575	Syap.g_01424
OG0000445	Praf.g_02574	Syap.g_01421
OG0000446	Praf.g_02572	Syap.g_01419
OG0000447	Praf.g_02568	Syap.g_01410
OG0000448	Praf.g_02567	Syap.g_01407
OG0000449	Praf.g_02566	Syap.g_01406
OG0000450	Praf.g_02560	Syap.g_01909
OG0000451	Praf.g_02559	Syap.g_01908
OG0000452	Praf.g_02555	Syap.g_01904
OG0000453	Praf.g_02554	Syap.g_01903
OG0000454	Praf.g_02553	Syap.g_01902
OG0000455	Praf.g_02552	Syap.g_01901
OG0000456	Praf.g_02551	Syap.g_01900
OG0000457	Praf.g_02549	Syap.g_01896
OG0000458	Praf.g_02548	Syap.g_01895
OG0000459	Praf.g_02547	Syap.g_01894
OG0000460	Praf.g_00379	Syap.g_01159
OG0000461	Praf.g_02203	Syap.g_01575
OG0000462	Praf.g_02207	Syap.g_01578
OG0000463	Praf.g_02208	Syap.g_01579
OG0000464	Praf.g_02209	Syap.g_01580
OG0000465	Praf.g_02210	Syap.g_01582
OG0000466	Praf.g_02215	Syap.g_01587
OG0000467	Praf.g_02217	Syap.g_01588
OG0000468	Praf.g_02242	Syap.g_01593
OG0000469	Praf.g_02255	Syap.g_02352
OG0000470	Praf.g_02259	Syap.g_02349
OG0000471	Praf.g_02260	Syap.g_02348
OG0000472	Praf.g_02262	Syap.g_02347
OG0000473	Praf.g_02264	Syap.g_02343
OG0000474	Praf.g_02265	Syap.g_02342
OG0000475	Praf.g_02266	Syap.g_02341
OG0000476	Praf.g_02268	Syap.g_02339
OG0000477	Praf.g_02273	Syap.g_01367
OG0000478	Praf.g_02274	Syap.g_01366
OG0000479	Praf.g_02275	Syap.g_01364
OG0000480	Praf.g_02282	Syap.g_01357
OG0000482	Praf.g_02285	Syap.g_01355
OG0000483	Praf.g_02289	Syap.g_01344
OG0000484	Praf.g_02290	Syap.g_01350
OG0000485	Praf.g_02291	Syap.g_01349
OG0000487	Praf.g_02297	Syap.g_01635
OG0000488	Praf.g_02301	Syap.g_01639
OG0000489	Praf.g_02315	Syap.g_02482
OG0000490	Praf.g_02321	Syap.g_01673
OG0000491	Praf.g_02322	Syap.g_01670
OG0000492	Praf.g_02324	Syap.g_01668
OG0000493	Praf.g_02325	Syap.g_01667
OG0000494	Praf.g_02326	Syap.g_01666
OG0000495	Praf.g_02327	Syap.g_01665
OG0000496	Praf.g_02328	Syap.g_01663
OG0000497	Praf.g_02329	Syap.g_01662
OG0000498	Praf.g_02330	Syap.g_01661
OG0000499	Praf.g_02331	Syap.g_01660
OG0000500	Praf.g_02332	Syap.g_01659
OG0000501	Praf.g_02335	Syap.g_01656
OG0000502	Praf.g_02349	Syap.g_02066
OG0000503	Praf.g_02054	Syap.g_00569
OG0000504	Praf.g_02052	Syap.g_00567
OG0000505	Praf.g_02051	Syap.g_00566
OG0000506	Praf.g_02049	Syap.g_00564
OG0000507	Praf.g_02045	Syap.g_00558
OG0000508	Praf.g_02031	Syap.g_00554
OG0000509	Praf.g_02029	Syap.g_00551
OG0000510	Praf.g_02028	Syap.g_00550
OG0000511	Praf.g_02027	Syap.g_00548
OG0000512	Praf.g_02025	Syap.g_02145
OG0000513	Praf.g_02011	Syap.g_02048
OG0000514	Praf.g_02002	Syap.g_02051
OG0000515	Praf.g_02001	Syap.g_02052
OG0000516	Praf.g_01999	Syap.g_02054
OG0000517	Praf.g_01990	Syap.g_02057
OG0000519	Praf.g_01977	Syap.g_00457
OG0000520	Praf.g_01972	Syap.g_00456
OG0000521	Praf.g_01959	Syap.g_01997
OG0000522	Praf.g_01957	Syap.g_01995
OG0000523	Praf.g_01956	Syap.g_02507
OG0000524	Praf.g_01942	Syap.g_02135
OG0000525	Praf.g_01915	Syap.g_02159
OG0000526	Praf.g_01913	Syap.g_02157
OG0000527	Praf.g_01909	Syap.g_02758
OG0000528	Praf.g_00589	Syap.g_02261
OG0000529	Praf.g_00596	Syap.g_02254
OG0000530	Praf.g_00599	Syap.g_02252
OG0000531	Praf.g_00600	Syap.g_02251
OG0000532	Praf.g_00603	Syap.g_02247
OG0000533	Praf.g_00605	Syap.g_02244
OG0000534	Praf.g_00606	Syap.g_02243
OG0000535	Praf.g_00607	Syap.g_02242
OG0000536	Praf.g_00608	Syap.g_02241
OG0000537	Praf.g_00609	Syap.g_02240
OG0000538	Praf.g_00619	Syap.g_00271
OG0000539	Praf.g_00621	Syap.g_00270
OG0000540	Praf.g_00622	Syap.g_00269
OG0000541	Praf.g_00623	Syap.g_00268
OG0000542	Praf.g_00626	Syap.g_00264
OG0000543	Praf.g_00628	Syap.g_00261
OG0000544	Praf.g_00629	Syap.g_00260
OG0000545	Praf.g_00630	Syap.g_00259
OG0000546	Praf.g_00632	Syap.g_00256
OG0000547	Praf.g_00634	Syap.g_00254
OG0000548	Praf.g_00635	Syap.g_00253
OG0000549	Praf.g_00641	Syap.g_00758
OG0000550	Praf.g_00646	Syap.g_02747
OG0000551	Praf.g_00650	Syap.g_02739
OG0000552	Praf.g_00651	Syap.g_02738
OG0000553	Praf.g_00656	Syap.g_02735
OG0000554	Praf.g_00661	Syap.g_01450
OG0000555	Praf.g_00677	Syap.g_01941
OG0000556	Praf.g_00683	Syap.g_01933
OG0000557	Praf.g_00684	Syap.g_01931
OG0000558	Praf.g_00687	Syap.g_01147
OG0000560	Praf.g_00694	Syap.g_00305
OG0000561	Praf.g_00695	Syap.g_00304
OG0000562	Praf.g_00696	Syap.g_00302
OG0000563	Praf.g_00697	Syap.g_00301
OG0000564	Praf.g_00698	Syap.g_00300
OG0000565	Praf.g_00701	Syap.g_00296
OG0000566	Praf.g_00705	Syap.g_00291
OG0000567	Praf.g_00709	Syap.g_01297
OG0000568	Praf.g_00711	Syap.g_01302
OG0000569	Praf.g_00712	Syap.g_01303
OG0000570	Praf.g_00713	Syap.g_01304
OG0000571	Praf.g_00716	Syap.g_01307
OG0000573	Praf.g_00740	Syap.g_00765
OG0000574	Praf.g_00741	Syap.g_00759
OG0000575	Praf.g_00751	Syap.g_00445
OG0000576	Praf.g_00753	Syap.g_00450
OG0000577	Praf.g_00754	Syap.g_00451
OG0000578	Praf.g_00755	Syap.g_00452
OG0000579	Praf.g_00756	Syap.g_00453
OG0000580	Praf.g_00757	Syap.g_00454
OG0000581	Praf.g_00761	Syap.g_01521
OG0000582	Praf.g_00765	Syap.g_01533
OG0000583	Praf.g_00766	Syap.g_01532
OG0000584	Praf.g_00767	Syap.g_01530
