Orthogroup	Praf	Syar
OG0000123	Praf.g_02108	Syar.g_01079
OG0000124	Praf.g_00153	Syar.g_00586
OG0000125	Praf.g_02664	Syar.g_00338
OG0000126	Praf.g_02777	Syar.g_00887, Syar.g_00888
OG0000128	Praf.g_00012	Syar.g_00482
OG0000129	Praf.g_02652	Syar.g_00324
OG0000130	Praf.g_00321	Syar.g_03040
OG0000131	Praf.g_02432	Syar.g_00078
OG0000132	Praf.g_02452	Syar.g_00099
OG0000133	Praf.g_02336	Syar.g_02543
OG0000134	Praf.g_02012	Syar.g_02009, Syar.g_01165
OG0000135	Praf.g_02715	Syar.g_00698
OG0000136	Praf.g_01984	Syar.g_02874
OG0000137	Praf.g_01907	Syar.g_01273
OG0000138	Praf.g_00612	Syar.g_01486
OG0000139	Praf.g_00666	Syar.g_03245, Syar.g_02348
OG0000140	Praf.g_00670	Syar.g_02344, Syar.g_03246
OG0000141	Praf.g_00764	Syar.g_02129
OG0000142	Praf.g_01692	Syar.g_02418
OG0000143	Praf.g_01696	Syar.g_02422
OG0000144	Praf.g_01721	Syar.g_02441
OG0000145	Praf.g_00617	Syar.g_01494, Syar.g_03205
OG0000146	Praf.g_01401	Syar.g_02549
OG0000147	Praf.g_01402	Syar.g_02550
OG0000148	Praf.g_01548	Syar.g_02658
OG0000149	Praf.g_01604	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Praf.g_01625	Syar.g_02130
OG0000151	Praf.g_01478	Syar.g_02038
OG0000152	Praf.g_01392	Syar.g_02539
OG0000153	Praf.g_01362	Syar.g_03283, Syar.g_02503
OG0000154	Praf.g_01337	Syar.g_01800
OG0000155	Praf.g_00886	Syar.g_01959
OG0000156	Praf.g_00810	Syar.g_01517
OG0000157	Praf.g_00809	Syar.g_01516
OG0000158	Praf.g_02394	Syar.g_00650
OG0000160	Praf.g_01795	Syar.g_02807
OG0000161	Praf.g_01805	Syar.g_02801
OG0000162	Praf.g_01817	Syar.g_02863
OG0000163	Praf.g_00538	Syar.g_00639, Syar.g_01186
OG0000164	Praf.g_00453	Syar.g_03168, Syar.g_02969
OG0000165	Praf.g_00444	Syar.g_02976
OG0000166	Praf.g_02157	Syar.g_01034
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syar.g_00662
OG0000168	Praf.g_02395	Syar.g_00246
OG0000169	Praf.g_00191	Syar.g_00262
OG0000170	Praf.g_00183	Syar.g_00613
OG0000171	Praf.g_00154	Syar.g_00587
OG0000172	Praf.g_00087	Syar.g_00547
OG0000173	Praf.g_00062	Syar.g_00528
OG0000174	Praf.g_02717	Syar.g_00701
OG0000175	Praf.g_02754	Syar.g_00438
OG0000176	Praf.g_00004	Syar.g_00474
OG0000177	Praf.g_00005	Syar.g_00475
OG0000178	Praf.g_00006	Syar.g_00476
OG0000179	Praf.g_00021	Syar.g_00489
OG0000180	Praf.g_00022	Syar.g_00490
OG0000181	Praf.g_00023	Syar.g_00491
OG0000182	Praf.g_00024	Syar.g_00492
OG0000183	Praf.g_00028	Syar.g_00496
OG0000184	Praf.g_02611	Syar.g_00897
OG0000185	Praf.g_00333	Syar.g_00909
OG0000186	Praf.g_00328	Syar.g_03036
OG0000187	Praf.g_00326	Syar.g_03038
OG0000188	Praf.g_00303	Syar.g_03058
OG0000189	Praf.g_00257	Syar.g_03104
OG0000190	Praf.g_00255	Syar.g_03107, Syar.g_02374
OG0000191	Praf.g_00218	Syar.g_00039
OG0000192	Praf.g_00212	Syar.g_00046
OG0000193	Praf.g_02433	Syar.g_00079
OG0000194	Praf.g_02436	Syar.g_03236, Syar.g_00082
OG0000195	Praf.g_02438	Syar.g_00023, Syar.g_00084
OG0000196	Praf.g_02449	Syar.g_00096
OG0000197	Praf.g_02450	Syar.g_00097
OG0000198	Praf.g_02451	Syar.g_00098
OG0000199	Praf.g_02468	Syar.g_00106
OG0000200	Praf.g_02492	Syar.g_00124
OG0000201	Praf.g_02511	Syar.g_01000
OG0000202	Praf.g_02512	Syar.g_00998, Syar.g_00021
OG0000203	Praf.g_02513	Syar.g_00020, Syar.g_00997
OG0000204	Praf.g_02514	Syar.g_00996
OG0000205	Praf.g_02521	Syar.g_00988
OG0000206	Praf.g_02532	Syar.g_00963
OG0000207	Praf.g_02582	Syar.g_00957
OG0000208	Praf.g_02581	Syar.g_00956
OG0000209	Praf.g_02557	Syar.g_00936, Syar.g_03261
OG0000210	Praf.g_02556	Syar.g_00935, Syar.g_03260
OG0000211	Praf.g_00378	Syar.g_03026
OG0000212	Praf.g_00392	Syar.g_03017
OG0000213	Praf.g_02245	Syar.g_00187
OG0000214	Praf.g_02263	Syar.g_00209
OG0000215	Praf.g_02293	Syar.g_00239
OG0000216	Praf.g_02296	Syar.g_00244
OG0000217	Praf.g_02300	Syar.g_00854
OG0000218	Praf.g_02302	Syar.g_00852
OG0000219	Praf.g_02303	Syar.g_00851
OG0000220	Praf.g_02304	Syar.g_00850, Syar.g_02026
OG0000221	Praf.g_02314	Syar.g_00834
OG0000222	Praf.g_02323	Syar.g_02119, Syar.g_00728
OG0000223	Praf.g_02347	Syar.g_00649
OG0000224	Praf.g_02358	Syar.g_00762, Syar.g_00273
OG0000225	Praf.g_02030	Syar.g_01142
OG0000226	Praf.g_02026	Syar.g_01146
OG0000227	Praf.g_02024	Syar.g_01148
OG0000228	Praf.g_02016	Syar.g_01161
OG0000229	Praf.g_01989	Syar.g_01177, Syar.g_03273
OG0000230	Praf.g_01987	Syar.g_01179, Syar.g_03275
OG0000231	Praf.g_01963	Syar.g_02865, Syar.g_03151
OG0000232	Praf.g_01952	Syar.g_01424
OG0000233	Praf.g_01938	Syar.g_03183, Syar.g_01247
OG0000234	Praf.g_01905	Syar.g_01275
OG0000235	Praf.g_00594	Syar.g_01468
OG0000236	Praf.g_00610	Syar.g_03311, Syar.g_01484
OG0000237	Praf.g_00627	Syar.g_01503
OG0000238	Praf.g_00631	Syar.g_01508
OG0000239	Praf.g_00647	Syar.g_03277, Syar.g_02687
OG0000240	Praf.g_00648	Syar.g_03278, Syar.g_02686
OG0000241	Praf.g_01177	Syar.g_02410
OG0000242	Praf.g_00658	Syar.g_01926
OG0000243	Praf.g_00681	Syar.g_02335
OG0000244	Praf.g_00685	Syar.g_02327
OG0000245	Praf.g_00688	Syar.g_02325, Syar.g_03238
OG0000246	Praf.g_00692	Syar.g_02321
OG0000247	Praf.g_00703	Syar.g_02310
OG0000248	Praf.g_00706	Syar.g_02307, Syar.g_03293
OG0000249	Praf.g_00708	Syar.g_02305
OG0000250	Praf.g_00714	Syar.g_02299, Syar.g_03194
OG0000251	Praf.g_00739	Syar.g_03207, Syar.g_02194
OG0000252	Praf.g_00742	Syar.g_02189, Syar.g_03263
OG0000253	Praf.g_00749	Syar.g_02028
OG0000254	Praf.g_00768	Syar.g_02169
OG0000255	Praf.g_01662	Syar.g_00011
OG0000256	Praf.g_01676	Syar.g_02244
OG0000257	Praf.g_01685	Syar.g_02407, Syar.g_01762
OG0000258	Praf.g_01708	Syar.g_02427, Syar.g_00010
OG0000259	Praf.g_01736	Syar.g_02472
OG0000260	Praf.g_01739	Syar.g_03220, Syar.g_02475
OG0000261	Praf.g_01742	Syar.g_01916
OG0000262	Praf.g_01748	Syar.g_01690
OG0000263	Praf.g_02570	Syar.g_01991
OG0000264	Praf.g_01218, Praf.g_01219	Syar.g_02135, Syar.g_03267
OG0000266	Praf.g_01313	Syar.g_01570
OG0000267	Praf.g_01436	Syar.g_01873
OG0000268	Praf.g_01435	Syar.g_02589
OG0000269	Praf.g_01525	Syar.g_02634
OG0000270	Praf.g_01528	Syar.g_00744, Syar.g_02637
OG0000271	Praf.g_01536	Syar.g_02645
OG0000272	Praf.g_01537	Syar.g_02646
OG0000273	Praf.g_01585	Syar.g_00008
OG0000274	Praf.g_01586	Syar.g_02482
OG0000275	Praf.g_01590	Syar.g_01810
OG0000276	Praf.g_01596	Syar.g_01817
OG0000277	Praf.g_01597	Syar.g_01818, Syar.g_03242
OG0000278	Praf.g_01600	Syar.g_01821, Syar.g_03174
OG0000279	Praf.g_01608	Syar.g_01838
OG0000280	Praf.g_01614	Syar.g_02067, Syar.g_00734
OG0000281	Praf.g_01627	Syar.g_02218
OG0000282	Praf.g_01463	Syar.g_01614, Syar.g_03255
OG0000283	Praf.g_01426	Syar.g_02574
OG0000284	Praf.g_01420	Syar.g_03258, Syar.g_02568
OG0000285	Praf.g_01006	Syar.g_02560
OG0000286	Praf.g_01393	Syar.g_02540
OG0000287	Praf.g_01073	Syar.g_02512
OG0000288	Praf.g_01338	Syar.g_01801
OG0000289	Praf.g_01325	Syar.g_03305, Syar.g_01786
OG0000290	Praf.g_01277	Syar.g_01928
OG0000291	Praf.g_01275	Syar.g_01930
OG0000292	Praf.g_02776	Syar.g_00463
OG0000293	Praf.g_00826	Syar.g_03297, Syar.g_01526
OG0000294	Praf.g_00827	Syar.g_01527, Syar.g_03296
OG0000295	Praf.g_00879	Syar.g_01951, Syar.g_03208
OG0000296	Praf.g_00881	Syar.g_01953
OG0000297	Praf.g_00917	Syar.g_01967, Syar.g_03216
OG0000298	Praf.g_00918	Syar.g_01968, Syar.g_03215
OG0000299	Praf.g_00908	Syar.g_01704
OG0000300	Praf.g_00902	Syar.g_01646, Syar.g_01711
OG0000301	Praf.g_00901	Syar.g_01712
OG0000302	Praf.g_00898	Syar.g_01713
OG0000303	Praf.g_00888	Syar.g_03136, Syar.g_01723
OG0000304	Praf.g_00938	Syar.g_01728
OG0000305	Praf.g_01271	Syar.g_01933, Syar.g_03163
OG0000306	Praf.g_01635	Syar.g_01884
OG0000307	Praf.g_00575	Syar.g_01452, Syar.g_03153
OG0000308	Praf.g_00573	Syar.g_01450
OG0000309	Praf.g_00569	Syar.g_01239
OG0000310	Praf.g_01772	Syar.g_02826
OG0000311	Praf.g_01778, Praf.g_01776	Syar.g_02823
OG0000312	Praf.g_01782	Syar.g_00015, Syar.g_02818
OG0000313	Praf.g_01802	Syar.g_02804
OG0000314	Praf.g_01837	Syar.g_01403
OG0000315	Praf.g_01848	Syar.g_01393
OG0000316	Praf.g_00526	Syar.g_02885
OG0000317	Praf.g_00485	Syar.g_02926
OG0000318	Praf.g_00479	Syar.g_02930
OG0000319	Praf.g_00464	Syar.g_02954
OG0000320	Praf.g_00462	Syar.g_02956
OG0000321	Praf.g_00461	Syar.g_02957
OG0000322	Praf.g_00460	Syar.g_02958
OG0000323	Praf.g_00449	Syar.g_02973
OG0000324	Praf.g_00419	Syar.g_00350, Syar.g_03001
OG0000325	Praf.g_02200	Syar.g_03291, Syar.g_00148
OG0000326	Praf.g_02193	Syar.g_00139, Syar.g_03134
OG0000327	Praf.g_02162	Syar.g_01029
OG0000328	Praf.g_02161	Syar.g_01030
OG0000329	Praf.g_02144	Syar.g_03189, Syar.g_01048
OG0000330	Praf.g_02143	Syar.g_03190, Syar.g_01049
OG0000331	Praf.g_02142	Syar.g_01050, Syar.g_03191
OG0000332	Praf.g_02127	Syar.g_01064, Syar.g_03299
OG0000333	Praf.g_02125	Syar.g_01067
OG0000334	Praf.g_02112	Syar.g_01076
OG0000335	Praf.g_02107	Syar.g_01080
OG0000336	Praf.g_02103	Syar.g_01084
OG0000337	Praf.g_02372	Syar.g_00285
OG0000338	Praf.g_02375	Syar.g_03225, Syar.g_00287
OG0000339	Praf.g_02386	Syar.g_00658
OG0000340	Praf.g_02396	Syar.g_00247
OG0000341	Praf.g_02398	Syar.g_00249
OG0000342	Praf.g_02399	Syar.g_00250
OG0000343	Praf.g_00196	Syar.g_00256
OG0000344	Praf.g_00193	Syar.g_00260
OG0000345	Praf.g_00182	Syar.g_00612
OG0000346	Praf.g_00177	Syar.g_00607
OG0000347	Praf.g_00152	Syar.g_00558
OG0000348	Praf.g_00081	Syar.g_00544
OG0000349	Praf.g_00054	Syar.g_00521
OG0000350	Praf.g_02699	Syar.g_00132
OG0000351	Praf.g_02757	Syar.g_00442
OG0000352	Praf.g_02758	Syar.g_00443
OG0000353	Praf.g_02782	Syar.g_00469
OG0000354	Praf.g_00637	Syar.g_01514
OG0000354	Praf.g_00019	Syar.g_00487
OG0000355	Praf.g_00001	Syar.g_00471
OG0000356	Praf.g_00002	Syar.g_00472
OG0000357	Praf.g_00003	Syar.g_00473
OG0000358	Praf.g_00007	Syar.g_00477
OG0000359	Praf.g_00009	Syar.g_00479
OG0000360	Praf.g_00010	Syar.g_00480
OG0000361	Praf.g_00011	Syar.g_00481
OG0000362	Praf.g_00013	Syar.g_00483
OG0000363	Praf.g_00015	Syar.g_00484
OG0000364	Praf.g_00016	Syar.g_02928
OG0000365	Praf.g_00025	Syar.g_00493
OG0000366	Praf.g_00026	Syar.g_00494
OG0000367	Praf.g_00027	Syar.g_03262, Syar.g_00495
OG0000368	Praf.g_00029	Syar.g_00497
OG0000369	Praf.g_00030	Syar.g_00498
OG0000370	Praf.g_00031	Syar.g_00499
OG0000371	Praf.g_00040	Syar.g_00508
OG0000372	Praf.g_00045	Syar.g_00514
OG0000373	Praf.g_00046	Syar.g_00515
OG0000374	Praf.g_00047	Syar.g_00516
OG0000375	Praf.g_00050	Syar.g_00517
OG0000376	Praf.g_00052	Syar.g_00519
OG0000377	Praf.g_02618	Syar.g_00322
OG0000378	Praf.g_02605	Syar.g_00905
OG0000379	Praf.g_02601	Syar.g_00910
OG0000380	Praf.g_00325	Syar.g_03039
OG0000381	Praf.g_00320	Syar.g_03041
OG0000382	Praf.g_00304	Syar.g_03057
OG0000383	Praf.g_00302	Syar.g_03074
OG0000384	Praf.g_00301	Syar.g_03075
OG0000385	Praf.g_00300	Syar.g_03076
OG0000386	Praf.g_00299	Syar.g_03077
OG0000387	Praf.g_00253	Syar.g_03109
OG0000388	Praf.g_00249	Syar.g_03148, Syar.g_03113
OG0000389	Praf.g_00245	Syar.g_03118
OG0000390	Praf.g_00224	Syar.g_00033
OG0000391	Praf.g_00219	Syar.g_00038
OG0000392	Praf.g_00214	Syar.g_00045
OG0000393	Praf.g_00209	Syar.g_00048
OG0000394	Praf.g_00208	Syar.g_00049
OG0000395	Praf.g_00207	Syar.g_00050
OG0000396	Praf.g_02403	Syar.g_00053
OG0000397	Praf.g_02405	Syar.g_00055
OG0000398	Praf.g_02410	Syar.g_00060
OG0000399	Praf.g_02411	Syar.g_00061
OG0000400	Praf.g_02412	Syar.g_00062
OG0000401	Praf.g_02413	Syar.g_00063
OG0000402	Praf.g_02415	Syar.g_00065
OG0000403	Praf.g_02416	Syar.g_00066
OG0000404	Praf.g_02418	Syar.g_00067
OG0000405	Praf.g_02430	Syar.g_00076
OG0000406	Praf.g_02434	Syar.g_00080
OG0000407	Praf.g_02435	Syar.g_00081
OG0000408	Praf.g_02437	Syar.g_00083
OG0000409	Praf.g_02439	Syar.g_00085
OG0000410	Praf.g_02440	Syar.g_00086
OG0000411	Praf.g_02441	Syar.g_00087
OG0000412	Praf.g_02442	Syar.g_00088
OG0000413	Praf.g_02444	Syar.g_00090
OG0000414	Praf.g_02445	Syar.g_00091, Syar.g_03179
OG0000415	Praf.g_02446	Syar.g_00092
OG0000416	Praf.g_02447	Syar.g_00093
OG0000417	Praf.g_02448	Syar.g_00095
OG0000418	Praf.g_02453	Syar.g_00100
OG0000419	Praf.g_02455	Syar.g_00102
OG0000420	Praf.g_02456	Syar.g_00104
OG0000421	Praf.g_02470	Syar.g_00109
OG0000422	Praf.g_02471	Syar.g_00110
OG0000423	Praf.g_02472	Syar.g_00111
OG0000424	Praf.g_02473	Syar.g_00112
OG0000425	Praf.g_02474	Syar.g_00113
OG0000426	Praf.g_02475	Syar.g_00114
OG0000427	Praf.g_02476	Syar.g_00115
OG0000428	Praf.g_01486	Syar.g_00118
OG0000429	Praf.g_02489	Syar.g_00121
OG0000430	Praf.g_02491	Syar.g_00123
OG0000431	Praf.g_02495	Syar.g_00127
OG0000432	Praf.g_02502	Syar.g_01009
OG0000433	Praf.g_02505	Syar.g_01007
OG0000434	Praf.g_02506	Syar.g_01006
OG0000435	Praf.g_02509	Syar.g_01003
OG0000436	Praf.g_02515	Syar.g_00994
OG0000437	Praf.g_02516	Syar.g_00993
OG0000438	Praf.g_02517	Syar.g_00992
OG0000439	Praf.g_02519	Syar.g_00990
OG0000440	Praf.g_02520	Syar.g_00989
OG0000441	Praf.g_02524	Syar.g_00986
OG0000442	Praf.g_02525	Syar.g_00977
OG0000443	Praf.g_02531	Syar.g_00964
OG0000444	Praf.g_02575	Syar.g_00954
OG0000445	Praf.g_02574	Syar.g_00953
OG0000446	Praf.g_02572	Syar.g_00951
OG0000447	Praf.g_02568	Syar.g_00948
OG0000448	Praf.g_02567	Syar.g_00947
OG0000449	Praf.g_02566	Syar.g_00946
OG0000450	Praf.g_02560	Syar.g_00939
OG0000451	Praf.g_02559	Syar.g_00938
OG0000452	Praf.g_02555	Syar.g_00934
OG0000453	Praf.g_02554	Syar.g_00933
OG0000454	Praf.g_02553	Syar.g_00932
OG0000455	Praf.g_02552	Syar.g_00931
OG0000456	Praf.g_02551	Syar.g_00930
OG0000457	Praf.g_02549	Syar.g_00928
OG0000458	Praf.g_02548	Syar.g_00918
OG0000459	Praf.g_02547	Syar.g_00917
OG0000460	Praf.g_00379	Syar.g_03024
OG0000461	Praf.g_02203	Syar.g_00153
OG0000462	Praf.g_02207	Syar.g_00155
OG0000463	Praf.g_02208	Syar.g_00156
OG0000464	Praf.g_02209	Syar.g_00157
OG0000465	Praf.g_02210	Syar.g_00159
OG0000466	Praf.g_02215	Syar.g_00164
OG0000467	Praf.g_02217	Syar.g_00165
OG0000468	Praf.g_02242	Syar.g_00170
OG0000469	Praf.g_02255	Syar.g_00203
OG0000470	Praf.g_02259	Syar.g_00206
OG0000471	Praf.g_02260	Syar.g_00207
OG0000472	Praf.g_02262	Syar.g_00208
OG0000473	Praf.g_02264	Syar.g_00210
OG0000474	Praf.g_02265	Syar.g_00211
OG0000475	Praf.g_02266	Syar.g_00212
OG0000476	Praf.g_02268	Syar.g_00214
OG0000477	Praf.g_02273	Syar.g_00219
OG0000478	Praf.g_02274	Syar.g_00220
OG0000479	Praf.g_02275	Syar.g_00221
OG0000480	Praf.g_02282	Syar.g_00228
OG0000481	Praf.g_02284	Syar.g_00230
OG0000482	Praf.g_02285	Syar.g_00231
OG0000483	Praf.g_02289	Syar.g_00235
OG0000484	Praf.g_02290	Syar.g_00236
OG0000485	Praf.g_02291	Syar.g_00237
OG0000486	Praf.g_02292	Syar.g_00024, Syar.g_00238
OG0000487	Praf.g_02297	Syar.g_00245
OG0000488	Praf.g_02301	Syar.g_00853
OG0000489	Praf.g_02315	Syar.g_00833
OG0000490	Praf.g_02321	Syar.g_00823
OG0000491	Praf.g_02322	Syar.g_00822
OG0000492	Praf.g_02324	Syar.g_00727
OG0000493	Praf.g_02325	Syar.g_00726
OG0000494	Praf.g_02326	Syar.g_00725
OG0000495	Praf.g_02327	Syar.g_00724
OG0000496	Praf.g_02328	Syar.g_00723
OG0000497	Praf.g_02329	Syar.g_00722
OG0000498	Praf.g_02330	Syar.g_00721
OG0000499	Praf.g_02331	Syar.g_00720
OG0000500	Praf.g_02332	Syar.g_00719
OG0000501	Praf.g_02335	Syar.g_00716
OG0000502	Praf.g_02349	Syar.g_00275
OG0000503	Praf.g_02054	Syar.g_01118
OG0000504	Praf.g_02052	Syar.g_01120
OG0000505	Praf.g_02051	Syar.g_01121
OG0000506	Praf.g_02049	Syar.g_01123
OG0000507	Praf.g_02045	Syar.g_01129
OG0000508	Praf.g_02031	Syar.g_01141
OG0000509	Praf.g_02029	Syar.g_01143
OG0000510	Praf.g_02028	Syar.g_01144
OG0000511	Praf.g_02027	Syar.g_01145
OG0000512	Praf.g_02025	Syar.g_01147
OG0000513	Praf.g_02011	Syar.g_01166
OG0000514	Praf.g_02002	Syar.g_01169
OG0000515	Praf.g_02001	Syar.g_01170
OG0000516	Praf.g_01999	Syar.g_01172
OG0000517	Praf.g_01990	Syar.g_01176
OG0000518	Praf.g_01978	Syar.g_02868
OG0000519	Praf.g_01977	Syar.g_02867
OG0000520	Praf.g_01972	Syar.g_02866
OG0000521	Praf.g_01959	Syar.g_01419
OG0000522	Praf.g_01957	Syar.g_01421
OG0000523	Praf.g_01956	Syar.g_01422
OG0000524	Praf.g_01942	Syar.g_01244
OG0000525	Praf.g_01915	Syar.g_01263
OG0000526	Praf.g_01913	Syar.g_01266
OG0000527	Praf.g_01909	Syar.g_01271
OG0000528	Praf.g_00589	Syar.g_01466
OG0000529	Praf.g_00596	Syar.g_01470
OG0000530	Praf.g_00599	Syar.g_01473
OG0000531	Praf.g_00600	Syar.g_01474
OG0000532	Praf.g_00603	Syar.g_01477
OG0000533	Praf.g_00605	Syar.g_01479
OG0000534	Praf.g_00606	Syar.g_01480
OG0000535	Praf.g_00607	Syar.g_01481
OG0000536	Praf.g_00608	Syar.g_01482
OG0000537	Praf.g_00609	Syar.g_01483
OG0000538	Praf.g_00619	Syar.g_01496
OG0000539	Praf.g_00621	Syar.g_01497
OG0000540	Praf.g_00622	Syar.g_01498
OG0000541	Praf.g_00623	Syar.g_01499
OG0000542	Praf.g_00626	Syar.g_01502
OG0000543	Praf.g_00628	Syar.g_01504
OG0000544	Praf.g_00629	Syar.g_01505
OG0000545	Praf.g_00630	Syar.g_01507
OG0000546	Praf.g_00632	Syar.g_01509
OG0000547	Praf.g_00634	Syar.g_01511
OG0000548	Praf.g_00635	Syar.g_01512
OG0000549	Praf.g_00641	Syar.g_02693
OG0000550	Praf.g_00646	Syar.g_02689
OG0000551	Praf.g_00650	Syar.g_02684
OG0000552	Praf.g_00651	Syar.g_02683
OG0000553	Praf.g_00656	Syar.g_02679
OG0000554	Praf.g_00661	Syar.g_02352
OG0000555	Praf.g_00677	Syar.g_02336
OG0000556	Praf.g_00683	Syar.g_02332
