Orthogroup	Syai	Other
OG0000210	Syai.g_02700	Syar.g_03260
OG0000229	Syai.g_02228	Syar.g_03273
OG0000233	Syai.g_00855	Syar.g_03183
OG0000236	Syai.g_00652	Syar.g_03311
OG0000239	Syai.g_00691	Syar.g_03277
OG0000240	Syai.g_00692	Syar.g_03278
OG0000245	Syai.g_00733	Syar.g_03238
OG0000250	Syai.g_00762	Syar.g_03194
OG0000251	Syai.g_00789	Syar.g_03207
OG0000253	Syai.g_00798	Syar.g_03229
OG0000255	Syai.g_01061	Syar.g_00011
OG0000258	Syai.g_01113	Syar.g_00010
OG0000260	Syai.g_01232	Syar.g_03220
OG0000264	Syai.g_01962	Syar.g_03267
OG0000274	Syai.g_02038	Syar.g_00009
OG0000278	Syai.g_02055	Syar.g_03174
OG0000282	Syai.g_01263	Syar.g_03255
OG0000283	Syai.g_01554	Syal.g_02131
OG0000289	Syai.g_01421	Syar.g_03305
OG0000293	Syai.g_02155	Syar.g_03297
OG0000295	Syai.g_02117	Syar.g_03208
OG0000303	Syai.g_01802	Syar.g_03136
OG0000306	Syai.g_02090	Syar.g_03140
OG0000307	Syai.g_00619	Syar.g_03153
OG0000312	Syai.g_00966	Syar.g_00015
OG0000323	Syai.g_02413	Syas.g_00159
OG0000325	Syai.g_00320	Syar.g_03291
OG0000330	Syai.g_00379	Syar.g_03190
OG0000338	Syai.g_00166	Syar.g_03225
OG0000346	Syai.g_00110	Syap.g_02423
OG0000367	Syai.g_00029	Syar.g_03262
OG0000388	Syai.g_02538	Syar.g_03148
OG0000486	Syai.g_00246	Syar.g_00024
OG0000559	Syai.g_00736	Syal.g_02305
OG0000995	Syai.g_02840	Syar.g_03212
OG0001008	Syai.g_02227	Syar.g_03274
OG0001217	Syai.g_01185	Syas.g_02493
OG0001269	Syai.g_01699	Syal.g_02116
OG0001284	Syai.g_02338	Syas.g_02124
OG0001376	Syai.g_02795	Syar.g_03203
OG0001377	Syai.g_02794	Syar.g_03202
OG0001395	Syai.g_01410	Syal.g_00001
OG0001488	Syai.g_02121	Syar.g_03222
OG0001498	Syai.g_00518	Syar.g_03286
OG0001515	Syai.g_01978	Syar.g_03266
OG0001592	Syai.g_02760	Syar.g_03309
OG0001618	Syai.g_01399	Syap.g_02409
OG0001623	Syai.g_00457	Syao.g_01889
OG0001635	Syai.g_00091	Syao.g_02182
OG0001635	Syai.g_00091	Prah.g_01421
OG0001653	Syai.g_02924	Syag.g_01462
OG0001752	Syai.g_02283	Syar.g_03214
OG0001787	Syai.g_00706	Syar.g_03272
OG0001790	Syai.g_02153	Syar.g_03295
OG0001808	Syai.g_00167	Syar.g_03226
OG0001812	Syai.g_02761	Syar.g_03308
OG0001880	Syai.g_01498	Syar.g_03302
OG0001881	Syai.g_01501	Syar.g_03301
OG0001882	Syai.g_01524	Syar.g_03147
OG0002024	Syai.g_02878	Syar.g_00004
OG0002047	Syai.g_00514	Syap.g_02153
OG0002213	Syai.g_02764	Syar.g_03307
OG0002407	Syai.g_01666, Syai.g_01667	Syag.g_01590
