Orthogroup	Syaq	Other
OG0000132	Syaq.g_01036	Syae.g_01447
OG0000132	Syaq.g_01036	Syad.g_02897
OG0000132	Syaq.g_01036	Syaj.g_01984
OG0000132	Syaq.g_01036	Pras.g_01015
OG0000132	Syaq.g_01036	Prau.g_00165
OG0000132	Syaq.g_01036	Prbi.g_00188
OG0000132	Syaq.g_01036	Praa.g_00164
OG0000132	Syaq.g_01036	Prax.g_01054
OG0000132	Syaq.g_01036	Prae.g_00167
OG0000132	Syaq.g_01036	Prao.g_00302
OG0000132	Syaq.g_01036	Prac.g_01766
OG0000132	Syaq.g_01036	Praq.g_01838
OG0000132	Syaq.g_01036	Prar.g_00163
OG0000132	Syaq.g_01036	Prav.g_00874
OG0000132	Syaq.g_01036	Prag.g_00157
OG0000132	Syaq.g_01036	Praw.g_01271
OG0000132	Syaq.g_01036	Prad.g_01827
OG0000132	Syaq.g_01036	Pray.g_00645
OG0000132	Syaq.g_01036	Praz.g_00524
OG0000132	Syaq.g_01036	Prba.g_01952
OG0000132	Syaq.g_01036	Prab.g_00155
OG0000132	Syaq.g_01036	Pran.g_00268
OG0000132	Syaq.g_01036	Prai.g_00175
OG0000132	Syaq.g_01036	Prbd.g_01076
OG0000132	Syaq.g_01036	Syaj.g_00688
OG0000132	Syaq.g_01036	Syaj.g_00688
OG0000159	Syaq.g_00918	Syap.g_00700
OG0000185	Syaq.g_01290	Praf.g_00333
OG0000188	Syaq.g_01539	Syai.g_00696
OG0000209	Syaq.g_01310	Syar.g_03261
OG0000239	Syaq.g_01826	Syar.g_03277
OG0000253	Syaq.g_01989	Syar.g_03229
OG0000259	Syaq.g_02239	Syas.g_01006
OG0000260	Syaq.g_02242	Syar.g_03220
OG0000264	Syaq.g_02582	Syar.g_03267
OG0000274	Syaq.g_02377	Syar.g_00009
OG0000344	Syaq.g_01014	Syab.g_02424
OG0000346	Syaq.g_01029	Syap.g_02423
OG0001217	Syaq.g_01885	Syas.g_02493
OG0001349	Syaq.g_00942	Syaa.g_00454
OG0001356	Syaq.g_02555	Syaf.g_02177
OG0001478	Syaq.g_00457	Syas.g_01345
OG0001488	Syaq.g_00224	Syad.g_00051, Syad.g_00050
OG0001498	Syaq.g_00528	Syar.g_03286
OG0001505	Syaq.g_00934	Prav.g_01548
OG0001544	Syaq.g_01235	Syar.g_00001
OG0001556	Syaq.g_02654	Syas.g_01679
OG0001556	Syaq.g_02654	Syat.g_03334
OG0001556	Syaq.g_02654	Syap.g_00041
OG0001556	Syaq.g_02654	Syan.g_02338
OG0001615	Syaq.g_02404	Syar.g_03185
OG0001618	Syaq.g_00036	Syap.g_02409
OG0001671	Syaq.g_01316	Syar.g_03173
OG0001671	Syaq.g_01316	Syan.g_03115
OG0001702	Syaq.g_01523	Syas.g_02448
OG0002047	Syaq.g_00532	Syap.g_02153
OG0002139	Syaq.g_00145	Syaj.g_00408
