Orthogroup	Prbc	Other
OG0000017	Prbc.g_01674	Pray.g_01165
OG0000017	Prbc.g_01674	Praz.g_01732
OG0000017	Prbc.g_01674	Prba.g_01719
OG0000017	Prbc.g_01674	Prbd.g_00646
OG0000017	Prbc.g_01674	Prbi.g_00600
OG0000017	Prbc.g_01674	Prab.g_00602
OG0000017	Prbc.g_01674	Prai.g_00626
OG0000017	Prbc.g_01674	Pran.g_01580
OG0000017	Prbc.g_01674	Prah.g_01405
OG0000017	Prbc.g_01674	Praj.g_00585
OG0000017	Prbc.g_01674	Praj.g_00585
OG0000017	Prbc.g_01674	Prbb.g_00598
OG0000017	Prbc.g_01674	Prbb.g_00598
OG0000017	Prbc.g_01674	Prbm.g_00628
OG0000017	Prbc.g_01674	Prbm.g_00628
OG0000018	Prbc.g_01468, Prbc.g_01887	Syap.g_02708
OG0000027	Prbc.g_00072	Syac.g_01009
OG0000027	Prbc.g_00072	Syar.g_02835
OG0000037	Prbc.g_00464	Syat.g_01575
OG0000044	Prbc.g_00533	Syab.g_01097
OG0000056	Prbc.g_01108	Pras.g_00881
OG0000056	Prbc.g_01108	Prar.g_00932
OG0000056	Prbc.g_01108	Prat.g_01571
OG0000056	Prbc.g_01108	Prav.g_00106, Prav.g_00107, Prav.g_01421
OG0000056	Prbc.g_01108	Pral.g_01041
OG0000056	Prbc.g_01108	Pray.g_01942
OG0000056	Prbc.g_01108	Praz.g_01253
OG0000056	Prbc.g_01108	Prba.g_01120
OG0000059	Prbc.g_00958	Syal.g_01332
OG0000061	Prbc.g_01446	Syab.g_00171
OG0000061	Prbc.g_01446	Syah.g_00215
OG0000061	Prbc.g_01446	Syaj.g_02351
OG0000061	Prbc.g_01446	Syaa.g_00469
OG0000061	Prbc.g_01446	Syap.g_00870
OG0000062	Prbc.g_00790	Praf.g_01047
OG0000070	Prbc.g_01511	Syar.g_03150
OG0000076	Prbc.g_00211	Syao.g_01251
OG0000099	Prbc.g_01229	Syai.g_00151
OG0000107	Prbc.g_00934	Syar.g_03290
OG0000107	Prbc.g_00934	Syat.g_02009
OG0000108	Prbc.g_01540	Syap.g_02256
OG0000117	Prbc.g_00102	Pral.g_01881
OG0000124	Prbc.g_00193	Syag.g_02485
OG0000131	Prbc.g_00426	Syar.g_02216
OG0000132	Prbc.g_00407	Syaq.g_01036
OG0000137	Prbc.g_01534	Prah.g_00105
OG0000138	Prbc.g_01554	Syak.g_01062
OG0000138	Prbc.g_01554	Syaj.g_02631
OG0000142	Prbc.g_01712	Syab.g_01524
OG0000145	Prbc.g_02142	Syar.g_03205
OG0000148	Prbc.g_01876	Syab.g_01683
OG0000148	Prbc.g_01876	Syaj.g_01002
OG0000158	Prbc.g_00228	Syao.g_01141
OG0000173	Prbc.g_00982	Syap.g_01213
OG0000188	Prbc.g_00491	Syai.g_00696
OG0000224	Prbc.g_01217	Syar.g_00762
OG0000230	Prbc.g_01499	Syar.g_03275
OG0000250	Prbc.g_01651	Syar.g_03194
OG0000253	Prbc.g_01671	Syar.g_03229
OG0000259	Prbc.g_01737	Syas.g_01006
OG0000268	Prbc.g_01811	Syaf.g_00307
OG0000283	Prbc.g_02010	Syal.g_02131
OG0000284	Prbc.g_02015	Syar.g_03258
OG0000289	Prbc.g_02094	Syar.g_03305
OG0000303	Prbc.g_01390	Syar.g_03136
OG0000323	Prbc.g_00857	Syas.g_00159
OG0000330	Prbc.g_00307	Syar.g_03190
OG0000344	Prbc.g_00219	Syab.g_02424
OG0000346	Prbc.g_00210	Syap.g_02423
OG0000379	Prbc.g_01128	Syal.g_02681
OG0001008	Prbc.g_01498	Syar.g_03274
OG0001140	Prbc.g_01413	Syab.g_00642
OG0001269	Prbc.g_01912	Syal.g_02116
OG0001284	Prbc.g_00781	Syas.g_02124
OG0001356	Prbc.g_00603	Syaf.g_02177
OG0001395	Prbc.g_02098	Syal.g_00001
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Prar.g_01071
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Prbi.g_01884
OG0001412	Prbc.g_00182	Syat.g_00584
OG0001412	Prbc.g_00182	Syaa.g_01020
OG0001488	Prbc.g_01432	Syad.g_00051, Syad.g_00050
OG0001518	Prbc.g_01003	Syal.g_02309
OG0001635	Prbc.g_01559	Syao.g_02182
OG0001650	Prbc.g_00040	Pral.g_00441
OG0001673	Prbc.g_00338	Syah.g_01195
