Orthogroup	Syaf	Other
OG0000268	Syaf.g_00307	Prap.g_00324
OG0000268	Syaf.g_00307	Prbe.g_01417
OG0000268	Syaf.g_00307	Prbf.g_01050
OG0000268	Syaf.g_00307	Prbg.g_01354
OG0000268	Syaf.g_00307	Prbn.g_01351
OG0000268	Syaf.g_00307	Pral.g_01705
OG0000268	Syaf.g_00307	Prat.g_00815
OG0000268	Syaf.g_00307	Prab.g_00745
OG0000268	Syaf.g_00307	Pran.g_01438
OG0000268	Syaf.g_00307	Prai.g_00770
OG0000268	Syaf.g_00307	Prac.g_01538
OG0000268	Syaf.g_00307	Praq.g_00605
OG0000268	Syaf.g_00307	Prar.g_01621
OG0000268	Syaf.g_00307	Prax.g_00463
OG0000268	Syaf.g_00307	Prag.g_00714
OG0000268	Syaf.g_00307	Praw.g_01787
OG0000268	Syaf.g_00307	Prae.g_00733
OG0000268	Syaf.g_00307	Prao.g_00670
OG0000268	Syaf.g_00307	Pras.g_01628
OG0000268	Syaf.g_00307	Praa.g_00733
OG0000268	Syaf.g_00307	Prau.g_00777
OG0000268	Syaf.g_00307	Prad.g_01071
OG0000268	Syaf.g_00307	Pray.g_00275
OG0000268	Syaf.g_00307	Praz.g_01585
OG0000268	Syaf.g_00307	Prba.g_01572
OG0000268	Syaf.g_00307	Prbd.g_00029
OG0000268	Syaf.g_00307	Prav.g_00328
OG0000268	Syaf.g_00307	Prbi.g_00767
OG0000274	Syaf.g_01391	Syar.g_00009
OG0000278	Syaf.g_01375	Syar.g_03174
OG0000282	Syaf.g_02101	Syar.g_03255
OG0000283	Syaf.g_01804	Syal.g_02131
OG0000289	Syaf.g_01943	Syar.g_03305
OG0000293	Syaf.g_01277	Syar.g_03297
OG0000295	Syaf.g_01316	Syar.g_03208
OG0000303	Syaf.g_01559	Syar.g_03136
OG0000306	Syaf.g_01332	Syar.g_03140
OG0000307	Syaf.g_02742	Syar.g_03153
OG0000312	Syaf.g_02397	Syar.g_00015
OG0000323	Syaf.g_00997	Syas.g_00159
OG0000325	Syaf.g_00176	Syar.g_03291
OG0000330	Syaf.g_00118	Syar.g_03190
OG0000338	Syaf.g_00348	Syar.g_03225
OG0000346	Syaf.g_00389	Syap.g_02423
OG0000367	Syaf.g_00471	Syar.g_03262
OG0000388	Syaf.g_00908	Syar.g_03148
OG0000486	Syaf.g_00257	Syar.g_00024
OG0000559	Syaf.g_02622	Syal.g_02305
OG0000995	Syaf.g_00592	Syar.g_03212
OG0001008	Syaf.g_01215	Syar.g_03274
OG0001217	Syaf.g_02237	Syas.g_02493
OG0001269	Syaf.g_01653	Syal.g_02116
OG0001284	Syaf.g_01073	Syas.g_02124
OG0001356	Syaf.g_02177	Syag.g_00942
OG0001356	Syaf.g_02177	Praj.g_01119
OG0001356	Syaf.g_02177	Prbm.g_01145, Prbm.g_01433
OG0001356	Syaf.g_02177	Prbb.g_01164
OG0001356	Syaf.g_02177	Prbc.g_00603
OG0001356	Syaf.g_02177	Prak.g_01633
OG0001356	Syaf.g_02177	Prap.g_01791
OG0001356	Syaf.g_02177	Prbe.g_00997
OG0001356	Syaf.g_02177	Prbf.g_00705
OG0001356	Syaf.g_02177	Prbg.g_01638
OG0001356	Syaf.g_02177	Prbn.g_01733
OG0001356	Syaf.g_02177	Prbi.g_01301
OG0001356	Syaf.g_02177	Pray.g_00312
OG0001356	Syaf.g_02177	Praz.g_01548
OG0001356	Syaf.g_02177	Prba.g_01535
OG0001356	Syaf.g_02177	Praq.g_00067
OG0001356	Syaf.g_02177	Prac.g_00900
OG0001356	Syaf.g_02177	Prar.g_01181
OG0001356	Syaf.g_02177	Prae.g_01231
OG0001356	Syaf.g_02177	Prax.g_00527
OG0001356	Syaf.g_02177	Prav.g_00957
OG0001356	Syaf.g_02177	Prag.g_00769
OG0001356	Syaf.g_02177	Praw.g_01734
OG0001356	Syaf.g_02177	Prab.g_00793
OG0001356	Syaf.g_02177	Pran.g_01390
OG0001356	Syaf.g_02177	Prbd.g_00830
OG0001356	Syaf.g_02177	Syaq.g_02555
OG0001356	Syaf.g_02177	Syat.g_01035
OG0001356	Syaf.g_02177	Syan.g_00067
OG0001356	Syaf.g_02177	Praf.g_02686
OG0001356	Syaf.g_02177	Prah.g_02519
OG0001356	Syaf.g_02177	Prbj.g_01986
OG0001356	Syaf.g_02177	Prbk.g_02191
OG0001356	Syaf.g_02177	Prbl.g_02208
OG0001356	Syaf.g_02177	Syas.g_01715
OG0001376	Syaf.g_00626	Syar.g_03203
OG0001377	Syaf.g_00627	Syar.g_03202
OG0001395	Syaf.g_01958	Syal.g_00001
OG0001399	Syaf.g_00697	Prar.g_01071
OG0001399	Syaf.g_00697	Prbi.g_01884
OG0001412	Syaf.g_02482	Syaa.g_01020
OG0001412	Syaf.g_02482	Syak.g_01621
OG0001412	Syaf.g_02482	Praf.g_00131
OG0001412	Syaf.g_02482	Syat.g_00584
OG0001478	Syaf.g_02516	Syas.g_01345
OG0001488	Syaf.g_01311	Syar.g_03222
OG0001498	Syaf.g_02806	Syar.g_03286
OG0001515	Syaf.g_01472	Syar.g_03266
OG0001592	Syaf.g_00661	Syar.g_03309
OG0001615	Syaf.g_01364	Syar.g_03185
OG0001618	Syaf.g_01969	Syap.g_02409
OG0001623	Syaf.g_00035	Syao.g_01889
OG0001635	Syaf.g_00412	Syao.g_02182
OG0001635	Syaf.g_00412	Prah.g_01421
OG0001653	Syaf.g_00507	Syag.g_01462
OG0001671	Syaf.g_00721	Syan.g_03115
OG0001671	Syaf.g_00721	Syar.g_03173
OG0001752	Syaf.g_01153	Syar.g_03214
OG0001787	Syaf.g_02655	Syar.g_03272
OG0001790	Syaf.g_01279	Syar.g_03295
OG0001808	Syaf.g_00347	Syar.g_03226
OG0001812	Syaf.g_00660	Syar.g_03308
OG0001880	Syaf.g_01866	Syar.g_03302
OG0001881	Syaf.g_01864	Syar.g_03301
OG0001882	Syaf.g_01840	Syar.g_03147
OG0002024	Syaf.g_00556	Syar.g_00004
OG0002047	Syaf.g_02809	Syap.g_02153
OG0002213	Syaf.g_00658	Syar.g_03307
OG0002407	Syaf.g_01668	Syag.g_01590
