Orthogroup	Praf	Other
OG0000079	Praf.g_02225	Syah.g_00665
OG0000099	Praf.g_02342	Prau.g_01491
OG0000108	Praf.g_00595	Syap.g_02256
OG0000112	Praf.g_01400	Syar.g_03195
OG0000142	Praf.g_01692	Syab.g_01524
OG0000145	Praf.g_00617	Syar.g_03205
OG0000148	Praf.g_01548	Syab.g_01683
OG0000148	Praf.g_01548	Syaj.g_01002
OG0000158	Praf.g_02394	Syao.g_01141
OG0000173	Praf.g_00062	Syap.g_01213
OG0000184	Praf.g_02611	Syal.g_02678
OG0000185	Praf.g_00333	Syaq.g_01290
OG0000185	Praf.g_00333	Syab.g_02715
OG0000185	Praf.g_00333	Syal.g_01025
OG0000185	Praf.g_00333	Syak.g_01971
OG0000185	Praf.g_00333	Syai.g_02734
OG0000185	Praf.g_00333	Syaf.g_00684
OG0000185	Praf.g_00333	Syag.g_02092
OG0000185	Praf.g_00333	Syad.g_03006
OG0000185	Praf.g_00333	Syaj.g_02087
OG0000185	Praf.g_00333	Syae.g_01551
OG0000185	Praf.g_00333	Syaa.g_02575
OG0000185	Praf.g_00333	Syac.g_02336
OG0000185	Praf.g_00333	Syah.g_00528
OG0000185	Praf.g_00333	Syam.g_02295
OG0000188	Praf.g_00303	Syai.g_00696
OG0000205	Praf.g_02708	Pral.g_00842
OG0000205	Praf.g_02708	Prat.g_00204
OG0000205	Praf.g_02708	Prak.g_00215
OG0000205	Praf.g_02708	Prap.g_00967
OG0000205	Praf.g_02708	Prbe.g_01751
OG0000205	Praf.g_02708	Prbf.g_01537
OG0000205	Praf.g_02708	Prbg.g_00981
OG0000205	Praf.g_02708	Prbn.g_00351
OG0000205	Praf.g_02708	Pram.g_00187
OG0000205	Praf.g_02708	Prbh.g_00580
OG0000205	Praf.g_02708	Prab.g_00193
OG0000205	Praf.g_02708	Pran.g_00230
OG0000205	Praf.g_02708	Prai.g_00213
OG0000205	Praf.g_02708	Prac.g_01728
OG0000205	Praf.g_02708	Praq.g_01800
OG0000205	Praf.g_02708	Prar.g_00125
OG0000205	Praf.g_02708	Prau.g_00203
OG0000205	Praf.g_02708	Prag.g_00195
OG0000205	Praf.g_02708	Praw.g_01233
OG0000205	Praf.g_02708	Prax.g_01016
OG0000205	Praf.g_02708	Prbi.g_00226
OG0000205	Praf.g_02708	Prbd.g_01038
OG0000205	Praf.g_02708	Prae.g_00205
OG0000205	Praf.g_02708	Pray.g_00683
OG0000205	Praf.g_02708	Praz.g_00562
OG0000205	Praf.g_02708	Prba.g_00658
OG0000205	Praf.g_02708	Praa.g_00202
OG0000205	Praf.g_02708	Prao.g_00340
OG0000205	Praf.g_02708	Prav.g_00836
OG0000205	Praf.g_02708	Prad.g_01789
OG0000205	Praf.g_02708	Pras.g_01053
OG0000216	Praf.g_02296	Syad.g_00285
OG0000230	Praf.g_01987	Syar.g_03275
OG0000250	Praf.g_00714	Syar.g_03194
OG0000255	Praf.g_01662	Syar.g_00011
OG0000268	Praf.g_01435	Syaf.g_00307
OG0000274	Praf.g_01586	Syar.g_00009
OG0000283	Praf.g_01426	Syal.g_02131
OG0000284	Praf.g_01420	Syar.g_03258
OG0000289	Praf.g_01325	Syar.g_03305
OG0000330	Praf.g_02143	Syar.g_03190
OG0000344	Praf.g_00193	Syab.g_02424
OG0000379	Praf.g_02601	Syal.g_02681
OG0001008	Praf.g_01988	Syar.g_03274
OG0001140	Praf.g_00926	Syab.g_00642
OG0001356	Praf.g_02686	Syaf.g_02177
OG0001395	Praf.g_01321	Syal.g_00001
OG0001399	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869	Prbi.g_00155, Prbi.g_00722
OG0001412	Praf.g_00086	Syat.g_00584
OG0001412	Praf.g_00086	Syaa.g_01020
OG0001412	Praf.g_00131	Syac.g_00122
OG0001412	Praf.g_00131	Syad.g_00307
OG0001412	Praf.g_00131	Prav.g_00298
OG0001412	Praf.g_00131	Syaa.g_01020
OG0001412	Praf.g_00131	Syak.g_01621
OG0001412	Praf.g_00131	Syaa.g_01020
OG0001412	Praf.g_00131	Syak.g_01621
OG0001412	Praf.g_00131	Syao.g_02122
OG0001412	Praf.g_00131	Syaf.g_02482
OG0001412	Praf.g_00131	Prbm.g_02117
OG0001412	Praf.g_00131	Praj.g_02038
OG0001412	Praf.g_00131	Prbb.g_02086
OG0001412	Praf.g_00131	Syat.g_00584
OG0001412	Praf.g_00131	Syat.g_00584
OG0001498	Praf.g_02014	Syar.g_03286
OG0001508	Praf.g_00093	Syap.g_01139
OG0001518	Praf.g_02672	Syal.g_02309
OG0001588	Praf.g_02600	Prak.g_00387
OG0001588	Praf.g_02600	Prap.g_01341
OG0001588	Praf.g_02600	Prbe.g_01923
OG0001588	Praf.g_02600	Prbf.g_01709
OG0001588	Praf.g_02600	Prbg.g_00145
OG0001588	Praf.g_02600	Prbn.g_00688
OG0001588	Praf.g_02600	Prad.g_01186
OG0001588	Praf.g_02600	Pral.g_01229
OG0001588	Praf.g_02600	Prax.g_01756
OG0001588	Praf.g_02600	Syat.g_03195, Syat.g_02169
OG0001588	Praf.g_02600	Prab.g_01384
OG0001588	Praf.g_02600	Pran.g_00817
OG0001588	Praf.g_02600	Prai.g_00778
OG0001618	Praf.g_01312	Syap.g_02409
OG0001635	Praf.g_00968	Syao.g_02182
OG0001671	Praf.g_02564	Syar.g_03173
OG0001671	Praf.g_02564	Syan.g_03115
OG0001673	Praf.g_00377	Syah.g_01195
OG0001702	Praf.g_00295, Praf.g_00293, Praf.g_00286	Syas.g_02448
OG0001790	Praf.g_00828	Syar.g_03295
OG0001812	Praf.g_02614	Syar.g_03308
OG0002047	Praf.g_02017	Syap.g_02153
OG0002161	Praf.g_00415	Syar.g_01825
OG0002288	Praf.g_01799	Syal.g_00377
OG0002431	Praf.g_00276	Syap.g_02126
OG0002431	Praf.g_00276	Syas.g_02815
OG0002431	Praf.g_00276	Syan.g_01278
OG0002431	Praf.g_00276	Syao.g_01484
