Orthogroup	Syaj	Other
OG0000142	Syaj.g_01283	Syab.g_01524
OG0000145	Syaj.g_00094	Syar.g_03205
OG0000148	Syaj.g_01003	Syab.g_01683
OG0000148	Syaj.g_01002	Prat.g_01020
OG0000148	Syaj.g_01002	Prbj.g_02431
OG0000148	Syaj.g_01002	Prbk.g_02487
OG0000148	Syaj.g_01002	Prbl.g_02316
OG0000148	Syaj.g_01002	Praf.g_01548
OG0000148	Syaj.g_01002	Prah.g_00649
OG0000148	Syaj.g_01002	Syar.g_02658
OG0000148	Syaj.g_01002	Prai.g_00831
OG0000148	Syaj.g_01002	Prab.g_00856
OG0000148	Syaj.g_01002	Pran.g_01327
OG0000148	Syaj.g_01002	Prav.g_00413
OG0000148	Syaj.g_01002	Prac.g_01459
OG0000148	Syaj.g_01002	Praq.g_01414
OG0000148	Syaj.g_01002	Prar.g_01700
OG0000148	Syaj.g_01002	Prag.g_00822
OG0000148	Syaj.g_01002	Praw.g_01681
OG0000148	Syaj.g_01002	Prad.g_01162
OG0000148	Syaj.g_01002	Pras.g_01717
OG0000148	Syaj.g_01002	Prau.g_00870
OG0000148	Syaj.g_01002	Pray.g_00364
OG0000148	Syaj.g_01002	Praz.g_01496
OG0000148	Syaj.g_01002	Prba.g_01483
OG0000148	Syaj.g_01002	Prae.g_00822
OG0000148	Syaj.g_01002	Prbd.g_00118
OG0000148	Syaj.g_01002	Prax.g_00357
OG0000148	Syaj.g_01002	Prbi.g_00863
OG0000148	Syaj.g_01002	Praa.g_00820
OG0000148	Syaj.g_01002	Prao.g_00757
OG0000148	Syaj.g_01002	Pral.g_01505
OG0000148	Syaj.g_01002	Pram.g_00826
OG0000148	Syaj.g_01002	Prbh.g_00970
OG0000148	Syaj.g_01002	Prak.g_00862
OG0000148	Syaj.g_01002	Prap.g_00766
OG0000148	Syaj.g_01002	Prbe.g_01239
OG0000148	Syaj.g_01002	Prbf.g_01228
OG0000148	Syaj.g_01002	Prbg.g_01176
OG0000148	Syaj.g_01002	Prbn.g_01529
OG0000148	Syaj.g_01002	Prbm.g_00832
OG0000148	Syaj.g_01002	Prbc.g_01876
OG0000148	Syaj.g_01002	Praj.g_00787
OG0000148	Syaj.g_01002	Prbb.g_00801
OG0000148	Syaj.g_01002	Syab.g_01683
OG0000148	Syaj.g_01002	Syab.g_01683
OG0000149	Syaj.g_00369	Syar.g_03289, Syar.g_03288
OG0000153	Syaj.g_00842	Syar.g_03283
OG0000158	Syaj.g_02445	Syao.g_01141
OG0000185	Syaj.g_02087	Praf.g_00333
OG0000194	Syaj.g_01968	Syar.g_03236
OG0000202	Syaj.g_02025	Syar.g_00021
OG0000210	Syaj.g_02071	Syar.g_03260
OG0000230	Syaj.g_01553	Syar.g_03275
OG0000233	Syaj.g_01481	Syar.g_03183
OG0000236	Syaj.g_00086	Syar.g_03311
OG0000239	Syaj.g_00125	Syar.g_03277
OG0000245	Syaj.g_00182	Syar.g_03238
OG0000250	Syaj.g_00211	Syar.g_03194
OG0000251	Syaj.g_00237	Syar.g_03207
OG0000253	Syaj.g_00245	Syar.g_03229
OG0000255	Syaj.g_01315	Syar.g_00011
OG0000258	Syaj.g_01274	Syar.g_00010
OG0000260	Syaj.g_00712	Syar.g_03220
OG0000264	Syaj.g_00485	Syar.g_03267
OG0000274	Syaj.g_00388	Syar.g_00009
OG0000278	Syaj.g_00373	Syar.g_03174
OG0000282	Syaj.g_00743	Syar.g_03255
OG0000283	Syaj.g_00790	Syal.g_02131
OG0000289	Syaj.g_00800	Syar.g_03305
OG0000303	Syaj.g_00572	Syar.g_03136
OG0000307	Syaj.g_00051	Syar.g_03153
OG0000312	Syaj.g_01368	Syar.g_00015
OG0000323	Syaj.g_01760	Syas.g_00159
OG0000325	Syaj.g_02638	Syar.g_03291
OG0000330	Syaj.g_02713	Syar.g_03190
OG0000338	Syaj.g_02462	Syar.g_03225
OG0000346	Syaj.g_02416	Syap.g_02423
OG0000367	Syaj.g_02289	Syar.g_03262
OG0000388	Syaj.g_01882	Syar.g_03148
OG0000486	Syaj.g_02552	Syar.g_00024
OG0001008	Syaj.g_01554	Syar.g_03274
OG0001257	Syaj.g_01342	Syaa.g_00405
OG0001284	Syaj.g_01688	Syas.g_02124
OG0001376	Syaj.g_02140	Syar.g_03203
OG0001377	Syaj.g_02139	Syar.g_03202
OG0001395	Syaj.g_00935	Syal.g_00001
OG0001478	Syaj.g_01470	Syas.g_01345
OG0001488	Syaj.g_00324	Syar.g_03222
OG0001505	Syaj.g_02359	Prav.g_01548
OG0001515	Syaj.g_00483	Syar.g_03266
OG0001592	Syaj.g_02101	Syar.g_03309
OG0001615	Syaj.g_00354	Syar.g_03185
OG0001618	Syaj.g_00947	Syap.g_02409
OG0001623	Syaj.g_02791	Syao.g_01889
OG0001635	Syaj.g_02390	Syao.g_02182
OG0001671	Syaj.g_02062	Syan.g_03115
OG0001671	Syaj.g_02062	Syar.g_03173
OG0001672	Syaj.g_01833	Prah.g_01854, Prah.g_01852
OG0001787	Syaj.g_00143	Syar.g_03272
OG0001790	Syaj.g_00292	Syar.g_03295
OG0001808	Syaj.g_02463	Syar.g_03226
OG0001812	Syaj.g_02102	Syar.g_03308
OG0001880	Syaj.g_00873	Syar.g_03302
OG0001881	Syaj.g_00895	Syar.g_03301
OG0002024	Syaj.g_02211	Syar.g_00004
OG0002139	Syaj.g_00408	Syak.g_00681
OG0002139	Syaj.g_00408	Syab.g_01142
OG0002139	Syaj.g_00408	Syal.g_01755
OG0002139	Syaj.g_00408	Syag.g_01040
OG0002139	Syaj.g_00408	Syaq.g_00145
OG0002192	Syaj.g_00329	Syar.g_03209
OG0002213	Syaj.g_02103	Syar.g_03307
OG0002288	Syaj.g_01384	Syal.g_00377
OG0002407	Syaj.g_02186	Syag.g_01590
