Orthogroup	Pral	Other
OG0000117	Pral.g_01881	Pray.g_01927
OG0000117	Pral.g_01881	Praz.g_01237
OG0000117	Pral.g_01881	Prba.g_01135
OG0000117	Pral.g_01881	Prab.g_00717
OG0000117	Pral.g_01881	Pran.g_01466
OG0000117	Pral.g_01881	Praj.g_01355
OG0000117	Pral.g_01881	Prbb.g_01399
OG0000117	Pral.g_01881	Prbc.g_00102
OG0000124	Pral.g_00322	Syag.g_02485
OG0000131	Pral.g_00900	Syar.g_02216
OG0000132	Pral.g_00880	Syaq.g_01036
OG0000138	Pral.g_00595	Syak.g_01062
OG0000138	Pral.g_00595	Syaj.g_02631
OG0000142	Pral.g_01436	Syab.g_01524
OG0000145	Pral.g_01037	Syar.g_03205
OG0000148	Pral.g_01505	Syab.g_01683
OG0000148	Pral.g_01505	Syaj.g_01002
OG0000158	Pral.g_00287	Syao.g_01141
OG0000159	Pral.g_01263	Syap.g_00700
OG0000173	Pral.g_00343	Syap.g_01213
OG0000188	Pral.g_00965	Syai.g_00696
OG0000205	Pral.g_00842	Praf.g_02708
OG0000224	Pral.g_00714	Syar.g_00762
OG0000230	Pral.g_00656	Syar.g_03275
OG0000250	Pral.g_00516	Syar.g_03194
OG0000253	Pral.g_00494	Syar.g_03229
OG0000259	Pral.g_01461	Syas.g_01006
OG0000268	Pral.g_01705	Syaf.g_00307
OG0000283	Pral.g_01655	Syal.g_02131
OG0000284	Pral.g_01650	Syar.g_03258
OG0000289	Pral.g_01609	Syar.g_03305
OG0000303	Pral.g_01428	Syar.g_03136
OG0000323	Pral.g_00134	Syas.g_00159
OG0000330	Pral.g_00220	Syar.g_03190
OG0000344	Pral.g_00296	Syab.g_02424
OG0000346	Pral.g_00306	Syap.g_02423
OG0000379	Pral.g_00992	Syal.g_02681
OG0001008	Pral.g_00657	Syar.g_03274
OG0001269	Pral.g_01541	Syal.g_02116
OG0001284	Pral.g_01082	Syas.g_02124
OG0001488	Pral.g_01381	Syad.g_00050
OG0001505	Pral.g_00638	Prav.g_01548
OG0001518	Pral.g_00364	Syal.g_02309
OG0001588	Pral.g_01229	Praf.g_02600
OG0001650	Pral.g_00441	Praj.g_01377
OG0001650	Pral.g_00441	Prbb.g_01432
OG0001650	Pral.g_00441	Prbc.g_00040
OG0001650	Pral.g_00441	Prbm.g_01310
OG0001673	Pral.g_00808	Syah.g_01195
OG0001748	Pral.g_01684	Syah.g_00554
