Orthogroup	Prbb	Prba
OG0000187	Prbb.g_00120	Prba.g_01853
OG0000188	Prbb.g_00137	Prba.g_01870
OG0000189	Prbb.g_00151	Prba.g_01884
OG0000190	Prbb.g_00152	Prba.g_01885
OG0000191	Prbb.g_00175	Prba.g_01905
OG0000192	Prbb.g_00179	Prba.g_01909
OG0000193	Prbb.g_00203	Prba.g_01934
OG0000194	Prbb.g_00206	Prba.g_01937
OG0000195	Prbb.g_00208	Prba.g_01939
OG0000196	Prbb.g_00218	Prba.g_01949
OG0000197	Prbb.g_00219	Prba.g_01950
OG0000198	Prbb.g_00220	Prba.g_01951
OG0000199	Prbb.g_00227	Prba.g_00626
OG0000200	Prbb.g_00240	Prba.g_00640
OG0000201	Prbb.g_00249	Prba.g_00648
OG0000202	Prbb.g_00250	Prba.g_00649
OG0000203	Prbb.g_00251	Prba.g_00650
OG0000204	Prbb.g_00252	Prba.g_00651
OG0000205	Prbb.g_00259	Prba.g_00658
OG0000206	Prbb.g_00263	Prba.g_00663
OG0000207	Prbb.g_00265	Prba.g_00665
OG0000208	Prbb.g_00266	Prba.g_00666
OG0000209	Prbb.g_00275	Prba.g_00675
OG0000210	Prbb.g_00276	Prba.g_00439
OG0000211	Prbb.g_00290	Prba.g_00452
OG0000212	Prbb.g_00298	Prba.g_00459
OG0000213	Prbb.g_00313	Prba.g_00476
OG0000214	Prbb.g_00321	Prba.g_00485
OG0000215	Prbb.g_00344	Prba.g_00509
OG0000216	Prbb.g_00345	Prba.g_00510
OG0000217	Prbb.g_00348	Prba.g_00513
OG0000218	Prbb.g_00350	Prba.g_00515
OG0000219	Prbb.g_00351	Prba.g_00516
OG0000220	Prbb.g_00352	Prba.g_00517
OG0000221	Prbb.g_00353	Prba.g_00518
OG0000222	Prbb.g_00361	Prba.g_00526
OG0000223	Prbb.g_00374	Prba.g_00539
OG0000224	Prbb.g_00376	Prba.g_00541
OG0000225	Prbb.g_00405	Prba.g_00562
OG0000226	Prbb.g_00409	Prba.g_00221
OG0000227	Prbb.g_00411	Prba.g_00223
OG0000228	Prbb.g_00415	Prba.g_00849
OG0000229	Prbb.g_00441	Prba.g_01025
OG0000230	Prbb.g_00443	Prba.g_01023
OG0000231	Prbb.g_00454	Prba.g_01012
OG0000232	Prbb.g_00462	Prba.g_01003
OG0000233	Prbb.g_00470	Prba.g_00998
OG0000234	Prbb.g_00479	Prba.g_00985
OG0000235	Prbb.g_00483	Prba.g_00982
OG0000236	Prbb.g_00497	Prba.g_00968
OG0000237	Prbb.g_00510	Prba.g_00955
OG0000238	Prbb.g_00516	Prba.g_00949
OG0000239	Prbb.g_00528	Prba.g_00936
OG0000240	Prbb.g_00529	Prba.g_00935
OG0000241	Prbb.g_00533	Prba.g_00931
OG0000242	Prbb.g_00535	Prba.g_00929
OG0000243	Prbb.g_00546	Prba.g_01772
OG0000244	Prbb.g_00550	Prba.g_01769
OG0000245	Prbb.g_00552	Prba.g_01767
OG0000246	Prbb.g_00556	Prba.g_01763
OG0000247	Prbb.g_00566	Prba.g_01753
OG0000248	Prbb.g_00568	Prba.g_01751
OG0000249	Prbb.g_00570	Prba.g_01749
OG0000250	Prbb.g_00575	Prba.g_01744
OG0000251	Prbb.g_00591	Prba.g_01726
OG0000252	Prbb.g_00593	Prba.g_01723
OG0000253	Prbb.g_00595	Prba.g_01722
OG0000254	Prbb.g_00612	Prba.g_01706
OG0000255	Prbb.g_00618	Prba.g_01700
OG0000256	Prbb.g_00628	Prba.g_01690
OG0000257	Prbb.g_00631	Prba.g_01687
OG0000258	Prbb.g_00644	Prba.g_01674
OG0000259	Prbb.g_00661	Prba.g_01657
OG0000260	Prbb.g_00665	Prba.g_01654
OG0000261	Prbb.g_00668	Prba.g_01652
OG0000262	Prbb.g_00673	Prba.g_01648
OG0000263	Prbb.g_00686	Prba.g_01636
OG0000264	Prbb.g_00697, Prbb.g_00698	Prba.g_01626
OG0000265	Prbb.g_00713	Prba.g_01594
OG0000266	Prbb.g_00723	Prba.g_01584
OG0000267	Prbb.g_00736	Prba.g_01573
OG0000268	Prbb.g_00737	Prba.g_01572
OG0000269	Prbb.g_00778	Prba.g_01504
OG0000270	Prbb.g_00781	Prba.g_01501
OG0000271	Prbb.g_00789	Prba.g_01493
OG0000272	Prbb.g_00790	Prba.g_01492
OG0000273	Prbb.g_00814	Prba.g_01469
OG0000274	Prbb.g_00815	Prba.g_01468
OG0000275	Prbb.g_00817	Prba.g_01465
OG0000276	Prbb.g_00823	Prba.g_01460
OG0000277	Prbb.g_00824	Prba.g_01459
OG0000278	Prbb.g_00828	Prba.g_01456
OG0000279	Prbb.g_00835	Prba.g_01449
OG0000280	Prbb.g_01370	Prba.g_01448
OG0000281	Prbb.g_00841	Prba.g_01443
OG0000282	Prbb.g_00934	Prba.g_01393
OG0000283	Prbb.g_00965	Prba.g_01360
OG0000284	Prbb.g_00970	Prba.g_01355
OG0000285	Prbb.g_00975	Prba.g_01350
OG0000286	Prbb.g_00990	Prba.g_01338
OG0000287	Prbb.g_00101	Prba.g_01321
OG0000288	Prbb.g_01039	Prba.g_01291
OG0000289	Prbb.g_01051	Prba.g_01280
OG0000290	Prbb.g_01067	Prba.g_01267
OG0000291	Prbb.g_01069	Prba.g_01265
OG0000292	Prbb.g_01238	Prba.g_01216
OG0000293	Prbb.g_01527	Prba.g_00073
OG0000294	Prbb.g_01526	Prba.g_00072
OG0000295	Prbb.g_01502	Prba.g_00051
OG0000296	Prbb.g_01500	Prba.g_00049
OG0000297	Prbb.g_01491	Prba.g_00041
OG0000298	Prbb.g_01490	Prba.g_00040
OG0000299	Prbb.g_01471	Prba.g_00023
OG0000300	Prbb.g_01468	Prba.g_00020
OG0000301	Prbb.g_01467	Prba.g_00019
OG0000302	Prbb.g_01464	Prba.g_00017
OG0000303	Prbb.g_01459	Prba.g_00010
OG0000304	Prbb.g_01456	Prba.g_00006
OG0000305	Prbb.g_01789	Prba.g_00204
OG0000306	Prbb.g_00845	Prba.g_00201
OG0000307	Prbb.g_01648	Prba.g_00187
OG0000308	Prbb.g_01649	Prba.g_00186
OG0000309	Prbb.g_01653	Prba.g_00182
OG0000310	Prbb.g_01671	Prba.g_00112
OG0000311	Prbb.g_01673	Prba.g_00110
OG0000312	Prbb.g_01676	Prba.g_00107
OG0000313	Prbb.g_01690	Prba.g_00709
OG0000314	Prbb.g_01711	Prba.g_00686
OG0000315	Prbb.g_01721	Prba.g_00351, Prba.g_00676
OG0000316	Prbb.g_01746	Prba.g_00331
OG0000317	Prbb.g_01821	Prba.g_00228
OG0000318	Prbb.g_01824	Prba.g_00619
OG0000319	Prbb.g_01835	Prba.g_00606
OG0000320	Prbb.g_01837	Prba.g_00604
OG0000321	Prbb.g_01838	Prba.g_00603
OG0000322	Prbb.g_01839	Prba.g_00602
OG0000323	Prbb.g_01848	Prba.g_00593
OG0000324	Prbb.g_01875	Prba.g_00567
OG0000325	Prbb.g_01924	Prba.g_00358
OG0000326	Prbb.g_01930	Prba.g_00364
OG0000327	Prbb.g_01959	Prba.g_00388
OG0000328	Prbb.g_01960	Prba.g_00389
OG0000329	Prbb.g_01977	Prba.g_00406
OG0000330	Prbb.g_01978	Prba.g_00407
OG0000331	Prbb.g_01979	Prba.g_00408
OG0000332	Prbb.g_01993	Prba.g_00422
OG0000333	Prbb.g_01995	Prba.g_00424
OG0000334	Prbb.g_02004	Prba.g_00432
OG0000335	Prbb.g_02009	Prba.g_00437
OG0000336	Prbb.g_02013	Prba.g_01050
OG0000337	Prbb.g_02031	Prba.g_01067
OG0000338	Prbb.g_02032	Prba.g_01068
OG0000339	Prbb.g_02037	Prba.g_01072
OG0000340	Prbb.g_02046	Prba.g_00752
OG0000341	Prbb.g_02048	Prba.g_00754
OG0000342	Prbb.g_02049	Prba.g_00755
OG0000343	Prbb.g_02050	Prba.g_00756
OG0000344	Prbb.g_02053	Prba.g_00759
OG0000345	Prbb.g_02058	Prba.g_00764
OG0000346	Prbb.g_02062	Prba.g_00769
OG0000347	Prbb.g_02082	Prba.g_00785
OG0000348	Prbb.g_02104	Prba.g_00795
OG0000349	Prbb.g_02122	Prba.g_00812
OG0000350	Prbb.g_02143	Prba.g_00831
OG0000351	Prbb.g_02168	Prba.g_00848, Prba.g_01776
OG0000352	Prbb.g_02169	Prba.g_01777
OG0000353	Prbb.g_02188	Prba.g_01792
OG0000355	Prbb.g_00001	Prba.g_01794
OG0000356	Prbb.g_00002	Prba.g_01795
OG0000357	Prbb.g_00003	Prba.g_01796
OG0000358	Prbb.g_00008	Prba.g_01800
OG0000359	Prbb.g_00009	Prba.g_01801
OG0000360	Prbb.g_00010	Prba.g_01802
OG0000361	Prbb.g_00011	Prba.g_01803
OG0000362	Prbb.g_00013	Prba.g_01805
OG0000363	Prbb.g_00015	Prba.g_01807
OG0000364	Prbb.g_00016	Prba.g_01808
OG0000365	Prbb.g_00021	Prba.g_01813
OG0000366	Prbb.g_00022	Prba.g_01814
OG0000367	Prbb.g_00023	Prba.g_01815
OG0000368	Prbb.g_00025	Prba.g_01817
OG0000369	Prbb.g_00026	Prba.g_01818
OG0000370	Prbb.g_00027	Prba.g_01819
OG0000371	Prbb.g_00033	Prba.g_01825
OG0000372	Prbb.g_00035	Prba.g_01828
OG0000373	Prbb.g_00036	Prba.g_01829
OG0000374	Prbb.g_00037	Prba.g_01830
OG0000375	Prbb.g_00055	Prba.g_01834
OG0000376	Prbb.g_00057	Prba.g_01836
OG0000377	Prbb.g_00060	Prba.g_01839
OG0000378	Prbb.g_00062	Prba.g_01841
OG0000379	Prbb.g_00065	Prba.g_01844
OG0000380	Prbb.g_00121	Prba.g_01854
OG0000381	Prbb.g_00125	Prba.g_01858
OG0000382	Prbb.g_00136	Prba.g_01869
OG0000383	Prbb.g_00138	Prba.g_01871
OG0000384	Prbb.g_00139	Prba.g_01872
OG0000385	Prbb.g_00140	Prba.g_01873
OG0000386	Prbb.g_00141	Prba.g_01874
OG0000387	Prbb.g_00154	Prba.g_01887
OG0000388	Prbb.g_00158	Prba.g_01890
OG0000389	Prbb.g_00161	Prba.g_01894
OG0000390	Prbb.g_00170	Prba.g_01901
OG0000391	Prbb.g_00174	Prba.g_01904
OG0000392	Prbb.g_00177	Prba.g_01908
OG0000393	Prbb.g_00180	Prba.g_01910
OG0000394	Prbb.g_00181	Prba.g_01911
OG0000395	Prbb.g_00182	Prba.g_01912
OG0000396	Prbb.g_00185	Prba.g_01915
OG0000397	Prbb.g_00187	Prba.g_01917
OG0000398	Prbb.g_00190	Prba.g_01919
OG0000399	Prbb.g_00191	Prba.g_01920
OG0000400	Prbb.g_00192	Prba.g_01921
OG0000401	Prbb.g_00193	Prba.g_01922
OG0000402	Prbb.g_01101	Prba.g_01924
OG0000403	Prbb.g_00194	Prba.g_01925
OG0000404	Prbb.g_00195	Prba.g_01926
OG0000405	Prbb.g_00200	Prba.g_01930
OG0000406	Prbb.g_00204	Prba.g_01935
OG0000407	Prbb.g_00205	Prba.g_01936
OG0000408	Prbb.g_00207	Prba.g_01938
OG0000409	Prbb.g_00209	Prba.g_01940
OG0000410	Prbb.g_00210	Prba.g_01941
OG0000411	Prbb.g_00211	Prba.g_01942
OG0000412	Prbb.g_00212	Prba.g_01943
OG0000413	Prbb.g_00213	Prba.g_01944
OG0000414	Prbb.g_00214	Prba.g_01945
OG0000415	Prbb.g_00215	Prba.g_01946
OG0000416	Prbb.g_00216	Prba.g_01947
OG0000417	Prbb.g_00217	Prba.g_01948
OG0000418	Prbb.g_00222	Prba.g_01953
OG0000419	Prbb.g_00224	Prba.g_00623
OG0000420	Prbb.g_00225	Prba.g_00624
OG0000421	Prbb.g_00229	Prba.g_00629
OG0000422	Prbb.g_00230	Prba.g_00630
OG0000423	Prbb.g_00231	Prba.g_00631
OG0000424	Prbb.g_00232	Prba.g_00632
OG0000425	Prbb.g_00233	Prba.g_00633
OG0000426	Prbb.g_00234	Prba.g_00634
OG0000427	Prbb.g_00235	Prba.g_00635
OG0000428	Prbb.g_00237	Prba.g_00637
OG0000429	Prbb.g_00238	Prba.g_00638
OG0000430	Prbb.g_00239	Prba.g_00639
OG0000431	Prbb.g_00241	Prba.g_00641
OG0000432	Prbb.g_00245	Prba.g_00644
OG0000433	Prbb.g_00246	Prba.g_00645
OG0000434	Prbb.g_00247	Prba.g_00646
OG0000435	Prbb.g_00248	Prba.g_00647
OG0000436	Prbb.g_00253	Prba.g_00652
OG0000437	Prbb.g_00254	Prba.g_00653
OG0000438	Prbb.g_00255	Prba.g_00654
OG0000439	Prbb.g_00257	Prba.g_00656
OG0000440	Prbb.g_00258	Prba.g_00657
OG0000441	Prbb.g_00260	Prba.g_00660
OG0000442	Prbb.g_00261	Prba.g_00661
OG0000443	Prbb.g_00262	Prba.g_00662
OG0000444	Prbb.g_00267	Prba.g_00667
OG0000445	Prbb.g_00268	Prba.g_00668
OG0000446	Prbb.g_00269	Prba.g_00669
OG0000447	Prbb.g_00270	Prba.g_00670
OG0000448	Prbb.g_00271	Prba.g_00671
OG0000449	Prbb.g_00272	Prba.g_00672
OG0000450	Prbb.g_00273	Prba.g_00673
OG0000451	Prbb.g_00274	Prba.g_00674
OG0000452	Prbb.g_00277	Prba.g_00440
OG0000453	Prbb.g_00278	Prba.g_00441
OG0000454	Prbb.g_00279	Prba.g_00442
OG0000455	Prbb.g_00280	Prba.g_00443
OG0000456	Prbb.g_00281	Prba.g_00444
OG0000457	Prbb.g_00282	Prba.g_00445
OG0000458	Prbb.g_00283	Prba.g_00446
OG0000459	Prbb.g_00284	Prba.g_00447
OG0000460	Prbb.g_00292	Prba.g_00454
OG0000461	Prbb.g_00300	Prba.g_00461
OG0000462	Prbb.g_00302	Prba.g_00463
OG0000463	Prbb.g_00303	Prba.g_00464
OG0000464	Prbb.g_00304	Prba.g_00465
OG0000465	Prbb.g_00305	Prba.g_00466
OG0000466	Prbb.g_00306	Prba.g_00469
OG0000467	Prbb.g_00307	Prba.g_00470
OG0000468	Prbb.g_00309	Prba.g_00472
OG0000469	Prbb.g_00316	Prba.g_00480
OG0000470	Prbb.g_00318	Prba.g_00482
OG0000471	Prbb.g_00319	Prba.g_00483
OG0000472	Prbb.g_00320	Prba.g_00484
OG0000473	Prbb.g_00322	Prba.g_00486
OG0000474	Prbb.g_00323	Prba.g_00487
OG0000475	Prbb.g_00324	Prba.g_00488
OG0000476	Prbb.g_00326	Prba.g_00489
OG0000477	Prbb.g_00328	Prba.g_00492
OG0000478	Prbb.g_00329	Prba.g_00493
OG0000479	Prbb.g_00330	Prba.g_00494
OG0000480	Prbb.g_00334	Prba.g_00499
OG0000481	Prbb.g_00336	Prba.g_00501
OG0000482	Prbb.g_00337	Prba.g_00502
OG0000483	Prbb.g_00340	Prba.g_00505
OG0000484	Prbb.g_00341	Prba.g_00506
OG0000485	Prbb.g_00342	Prba.g_00507
OG0000486	Prbb.g_00343	Prba.g_00508
OG0000487	Prbb.g_00346	Prba.g_00511
OG0000488	Prbb.g_00349	Prba.g_00514
OG0000489	Prbb.g_00354	Prba.g_00519
OG0000490	Prbb.g_00359	Prba.g_00524
OG0000491	Prbb.g_00360	Prba.g_00525
OG0000492	Prbb.g_00362	Prba.g_00527
OG0000493	Prbb.g_00363	Prba.g_00528
OG0000494	Prbb.g_00364	Prba.g_00529
OG0000495	Prbb.g_00365	Prba.g_00530
OG0000496	Prbb.g_00366	Prba.g_00531
OG0000497	Prbb.g_00367	Prba.g_00532
OG0000498	Prbb.g_00368	Prba.g_00533
OG0000499	Prbb.g_00369	Prba.g_00534
OG0000500	Prbb.g_00370	Prba.g_00535
OG0000501	Prbb.g_00372	Prba.g_00537
OG0000502	Prbb.g_00375	Prba.g_00540
OG0000503	Prbb.g_00394	Prba.g_00550
OG0000504	Prbb.g_00396	Prba.g_00551
OG0000505	Prbb.g_00397	Prba.g_00552
OG0000506	Prbb.g_00398	Prba.g_00554
OG0000507	Prbb.g_00401	Prba.g_00557
OG0000508	Prbb.g_00404	Prba.g_00561
OG0000509	Prbb.g_00406	Prba.g_00218
OG0000510	Prbb.g_00407	Prba.g_00219
OG0000511	Prbb.g_00408	Prba.g_00220
OG0000512	Prbb.g_00410	Prba.g_00222
OG0000513	Prbb.g_00419	Prba.g_00852
OG0000514	Prbb.g_00436	Prba.g_01030
OG0000515	Prbb.g_00437	Prba.g_01029
OG0000516	Prbb.g_00438	Prba.g_01028
OG0000517	Prbb.g_00440	Prba.g_01026
OG0000518	Prbb.g_00451	Prba.g_01015
OG0000519	Prbb.g_00452	Prba.g_01014
OG0000520	Prbb.g_00453	Prba.g_01013
OG0000521	Prbb.g_00458	Prba.g_01008
OG0000522	Prbb.g_00460	Prba.g_01006
OG0000523	Prbb.g_00461	Prba.g_01005
OG0000524	Prbb.g_00468	Prba.g_01000
OG0000525	Prbb.g_00472	Prba.g_00997
OG0000526	Prbb.g_00473	Prba.g_00996
OG0000527	Prbb.g_00476	Prba.g_00988
OG0000528	Prbb.g_00482	Prba.g_00983
OG0000529	Prbb.g_00486	Prba.g_00980
OG0000530	Prbb.g_00489	Prba.g_00977
OG0000531	Prbb.g_00490	Prba.g_00976
OG0000532	Prbb.g_00491	Prba.g_00974
OG0000533	Prbb.g_00492	Prba.g_00973
OG0000534	Prbb.g_00493	Prba.g_00972
OG0000535	Prbb.g_00494	Prba.g_00971
OG0000536	Prbb.g_00495	Prba.g_00970
OG0000537	Prbb.g_00496	Prba.g_00969
OG0000538	Prbb.g_00504	Prba.g_00961
OG0000539	Prbb.g_00505	Prba.g_00960
OG0000540	Prbb.g_00506	Prba.g_00959
