Orthogroup	Prbb	Syae
OG0000085	Prbb.g_01816	Syae.g_01152
OG0000086	Prbb.g_00143	Syae.g_01333
OG0000087	Prbb.g_00196	Syae.g_01414
OG0000088	Prbb.g_00223	Syae.g_01449
OG0000089	Prbb.g_00416	Syae.g_02219
OG0000090	Prbb.g_00536	Syae.g_02374
OG0000091	Prbb.g_00643	Syae.g_00082
OG0000092	Prbb.g_00937	Syae.g_00884
OG0000093	Prbb.g_00768	Syae.g_00537
OG0000094	Prbb.g_00892	Syae.g_00430
OG0000095	Prbb.g_01070	Syae.g_00793, Syae.g_00259
OG0000097	Prbb.g_01470	Syae.g_00683
OG0000098	Prbb.g_01608	Syae.g_02384, Syae.g_02058
OG0000099	Prbb.g_00388	Syae.g_01913, Syae.g_01226
OG0000100	Prbb.g_01763	Syae.g_00489
OG0000101	Prbb.g_02001	Syae.g_02125
OG0000102	Prbb.g_02066	Syae.g_01824
OG0000103	Prbb.g_02174	Syae.g_01694
OG0000104	Prbb.g_02185	Syae.g_01708
OG0000105	Prbb.g_00327	Syae.g_01977
OG0000106	Prbb.g_01197, Prbb.g_01329	Syae.g_00272
OG0000107	Prbb.g_01923	Syae.g_02032
OG0000108	Prbb.g_00484, Prbb.g_00485	Syae.g_02309
OG0000109	Prbb.g_00498	Syae.g_02324
OG0000110	Prbb.g_00578	Syae.g_02435
OG0000111	Prbb.g_00707	Syae.g_00783
OG0000112	Prbb.g_00983	Syae.g_00351
OG0000113	Prbb.g_00807, Prbb.g_01218	Syae.g_00494
OG0000114	Prbb.g_00932	Syae.g_00575
OG0000115	Prbb.g_01780	Syae.g_02631
OG0000116	Prbb.g_01528	Syae.g_00939
OG0000117	Prbb.g_01399	Syae.g_00647
OG0000118	Prbb.g_01598	Syae.g_02479
OG0000119	Prbb.g_01632	Syae.g_00904
OG0000120	Prbb.g_00678	Syae.g_01912
OG0000121	Prbb.g_01688	Syae.g_02649
OG0000122	Prbb.g_01727	Syae.g_00112
OG0000123	Prbb.g_02008	Syae.g_02131
OG0000125	Prbb.g_02131	Syae.g_01573
OG0000126	Prbb.g_02183	Syae.g_01706
OG0000127	Prbb.g_01346	Syae.g_00720
OG0000128	Prbb.g_00012	Syae.g_01724
OG0000129	Prbb.g_00059	Syae.g_01562
OG0000130	Prbb.g_00124	Syae.g_01284
OG0000131	Prbb.g_00202	Syae.g_01428
OG0000132	Prbb.g_00221	Syae.g_01447
OG0000133	Prbb.g_00373	Syae.g_00356
OG0000134	Prbb.g_00418	Syae.g_02222
OG0000135	Prbb.g_01326	Syae.g_01608
OG0000136	Prbb.g_00446	Syae.g_00989
OG0000137	Prbb.g_00478	Syae.g_02530
OG0000138	Prbb.g_00499	Syae.g_02325
OG0000139	Prbb.g_00540	Syae.g_02380
OG0000140	Prbb.g_00541	Syae.g_02383
OG0000141	Prbb.g_00608	Syae.g_00016
OG0000142	Prbb.g_00636	Syae.g_00074
OG0000143	Prbb.g_00640	Syae.g_00078
OG0000144	Prbb.g_00653	Syae.g_00261
OG0000145	Prbb.g_01099	Syae.g_02331
OG0000146	Prbb.g_00982	Syae.g_00350
OG0000147	Prbb.g_00981	Syae.g_00349
OG0000148	Prbb.g_00801	Syae.g_00500
OG0000149	Prbb.g_00832	Syae.g_00847
OG0000150	Prbb.g_00840	Syae.g_00017
OG0000151	Prbb.g_00943	Syae.g_00563
OG0000152	Prbb.g_00991	Syae.g_00360
OG0000153	Prbb.g_01009	Syae.g_00394
OG0000154	Prbb.g_01040	Syae.g_00420
OG0000155	Prbb.g_01495	Syae.g_00885
OG0000156	Prbb.g_01575	Syae.g_00945
OG0000157	Prbb.g_01576	Syae.g_00946
OG0000158	Prbb.g_02044	Syae.g_01858
OG0000160	Prbb.g_01687	Syae.g_02650
OG0000161	Prbb.g_01693	Syae.g_02644
OG0000162	Prbb.g_01699	Syae.g_02638
OG0000163	Prbb.g_01735	Syae.g_01092
OG0000164	Prbb.g_01845	Syae.g_01198
OG0000165	Prbb.g_01853	Syae.g_01021
OG0000166	Prbb.g_01964	Syae.g_02085
OG0000167	Prbb.g_02034	Syae.g_01874
OG0000168	Prbb.g_02045	Syae.g_01856
OG0000169	Prbb.g_02055	Syae.g_01841
OG0000170	Prbb.g_02057	Syae.g_01834
OG0000171	Prbb.g_02078	Syae.g_01810
OG0000172	Prbb.g_02101	Syae.g_01788
OG0000173	Prbb.g_02116	Syae.g_01770
OG0000174	Prbb.g_02147	Syae.g_01610
OG0000175	Prbb.g_02165	Syae.g_01679
OG0000176	Prbb.g_00004	Syae.g_01716
OG0000177	Prbb.g_00005	Syae.g_01717
OG0000178	Prbb.g_00007, Prbb.g_00006	Syae.g_01718
OG0000179	Prbb.g_00017	Syae.g_01733
OG0000180	Prbb.g_00018	Syae.g_01734
OG0000181	Prbb.g_00019	Syae.g_01735
OG0000182	Prbb.g_00020	Syae.g_01736
OG0000183	Prbb.g_00024	Syae.g_01740
OG0000184	Prbb.g_00061	Syae.g_01554
OG0000185	Prbb.g_00064	Syae.g_01551
OG0000186	Prbb.g_00119	Syae.g_01279
OG0000187	Prbb.g_00120	Syae.g_01280
OG0000188	Prbb.g_00137	Syae.g_01323
OG0000189	Prbb.g_00151	Syae.g_01350
OG0000190	Prbb.g_00152	Syae.g_01352
OG0000191	Prbb.g_00175	Syae.g_01384
OG0000192	Prbb.g_00179	Syae.g_01390
OG0000193	Prbb.g_00203	Syae.g_01429
OG0000194	Prbb.g_00206	Syae.g_01432
OG0000195	Prbb.g_00208	Syae.g_01434
OG0000196	Prbb.g_00218	Syae.g_01444
OG0000197	Prbb.g_00219	Syae.g_01445
OG0000198	Prbb.g_00220	Syae.g_01446
OG0000199	Prbb.g_00227	Syae.g_01454
OG0000200	Prbb.g_00240	Syae.g_01471
OG0000201	Prbb.g_00249	Syae.g_01487
OG0000202	Prbb.g_00250	Syae.g_01488
OG0000203	Prbb.g_00251	Syae.g_01489
OG0000204	Prbb.g_00252	Syae.g_01490
OG0000205	Prbb.g_00259	Syae.g_01497
OG0000206	Prbb.g_00263	Syae.g_01504
OG0000207	Prbb.g_00265	Syae.g_01506
OG0000208	Prbb.g_00266	Syae.g_01507
OG0000209	Prbb.g_00275	Syae.g_01528
OG0000210	Prbb.g_00276	Syae.g_01529
OG0000211	Prbb.g_00290	Syae.g_02234
OG0000212	Prbb.g_00298	Syae.g_02244
OG0000213	Prbb.g_00313	Syae.g_02003
OG0000214	Prbb.g_00321	Syae.g_01986
OG0000215	Prbb.g_00344	Syae.g_01955
OG0000216	Prbb.g_00345	Syae.g_01951
OG0000217	Prbb.g_00348	Syae.g_01947
OG0000218	Prbb.g_00350	Syae.g_01945
OG0000219	Prbb.g_00351	Syae.g_01944
OG0000220	Prbb.g_00352	Syae.g_01943
OG0000221	Prbb.g_00353	Syae.g_01937
OG0000222	Prbb.g_00361	Syae.g_01926
OG0000223	Prbb.g_00374	Syae.g_01904
OG0000224	Prbb.g_00376	Syae.g_01897
OG0000225	Prbb.g_00405	Syae.g_02208
OG0000226	Prbb.g_00409	Syae.g_02212
OG0000227	Prbb.g_00411	Syae.g_02214
OG0000228	Prbb.g_00415	Syae.g_02218
OG0000229	Prbb.g_00441	Syae.g_00994
OG0000230	Prbb.g_00443	Syae.g_00992
OG0000231	Prbb.g_00454	Syae.g_00980
OG0000232	Prbb.g_00462	Syae.g_02496
OG0000233	Prbb.g_00470	Syae.g_02504
OG0000234	Prbb.g_00479	Syae.g_02532
OG0000235	Prbb.g_00483	Syae.g_02308
OG0000236	Prbb.g_00497	Syae.g_02323
OG0000237	Prbb.g_00510	Syae.g_02340
OG0000238	Prbb.g_00516	Syae.g_02345
OG0000239	Prbb.g_00528	Syae.g_02360
OG0000240	Prbb.g_00529	Syae.g_02361
OG0000241	Prbb.g_00533	Syae.g_00065
OG0000242	Prbb.g_00535	Syae.g_02372
OG0000243	Prbb.g_00546	Syae.g_02391
OG0000244	Prbb.g_00550	Syae.g_02399
OG0000245	Prbb.g_00552	Syae.g_02401
OG0000246	Prbb.g_00556	Syae.g_02405
OG0000247	Prbb.g_00566	Syae.g_02416
OG0000248	Prbb.g_00568	Syae.g_02419
OG0000249	Prbb.g_00570	Syae.g_02421
OG0000250	Prbb.g_00575	Syae.g_02431
OG0000251	Prbb.g_00591	Syae.g_02455
OG0000252	Prbb.g_00593	Syae.g_02458
OG0000253	Prbb.g_00595	Syae.g_02459
OG0000254	Prbb.g_00612	Syae.g_00021
OG0000255	Prbb.g_00618	Syae.g_00041
OG0000256	Prbb.g_00628	Syae.g_00058
OG0000257	Prbb.g_00631	Syae.g_00064
OG0000258	Prbb.g_00644	Syae.g_00083
OG0000259	Prbb.g_00661	Syae.g_00608
OG0000260	Prbb.g_00665	Syae.g_00603
OG0000261	Prbb.g_00668	Syae.g_00600
OG0000262	Prbb.g_00673	Syae.g_00595
OG0000263	Prbb.g_00686	Syae.g_00671
OG0000264	Prbb.g_00697, Prbb.g_00698	Syae.g_00761
OG0000265	Prbb.g_00713	Syae.g_00932, Syae.g_00226
OG0000266	Prbb.g_00723	Syae.g_00457
OG0000267	Prbb.g_00736	Syae.g_00304
OG0000268	Prbb.g_00737	Syae.g_00308
OG0000269	Prbb.g_00778	Syae.g_00526
OG0000270	Prbb.g_00781	Syae.g_00523
OG0000271	Prbb.g_00789	Syae.g_00515
OG0000272	Prbb.g_00790	Syae.g_00514
OG0000273	Prbb.g_00814	Syae.g_00825
OG0000274	Prbb.g_00815	Syae.g_00826
OG0000275	Prbb.g_00817	Syae.g_00832
OG0000276	Prbb.g_00823	Syae.g_00839
OG0000277	Prbb.g_00824	Syae.g_00840
OG0000278	Prbb.g_00828	Syae.g_00843
OG0000279	Prbb.g_00835	Syae.g_00851
OG0000280	Prbb.g_01370	Syae.g_00877
OG0000281	Prbb.g_00841	Syae.g_02057
OG0000282	Prbb.g_00934	Syae.g_00573
OG0000283	Prbb.g_00965	Syae.g_00321
OG0000284	Prbb.g_00970	Syae.g_00327
OG0000285	Prbb.g_00975	Syae.g_00340
OG0000286	Prbb.g_00990	Syae.g_00359
OG0000287	Prbb.g_00101	Syae.g_00387
OG0000288	Prbb.g_01039	Syae.g_00419
OG0000289	Prbb.g_01051	Syae.g_00433
OG0000290	Prbb.g_01067	Syae.g_00796
OG0000291	Prbb.g_01069	Syae.g_00794
OG0000292	Prbb.g_01238	Syae.g_01705
OG0000293	Prbb.g_01527	Syae.g_00938
OG0000294	Prbb.g_01526	Syae.g_00937
OG0000295	Prbb.g_01502	Syae.g_00893
OG0000296	Prbb.g_01500	Syae.g_00891
OG0000297	Prbb.g_01491	Syae.g_00645
OG0000298	Prbb.g_01490	Syae.g_00646
OG0000299	Prbb.g_01471	Syae.g_00680
OG0000300	Prbb.g_01468	Syae.g_00686
OG0000301	Prbb.g_01467	Syae.g_00687
OG0000302	Prbb.g_01464	Syae.g_00691
OG0000303	Prbb.g_01459	Syae.g_00700
OG0000304	Prbb.g_01456	Syae.g_00706
OG0000305	Prbb.g_01789	Syae.g_00791
OG0000306	Prbb.g_00845	Syae.g_00277
OG0000307	Prbb.g_01648	Syae.g_02290
OG0000308	Prbb.g_01649	Syae.g_02288
OG0000309	Prbb.g_01653	Syae.g_02283
OG0000310	Prbb.g_01671	Syae.g_02687
OG0000311	Prbb.g_01673	Syae.g_02682
OG0000312	Prbb.g_01676	Syae.g_02664
OG0000313	Prbb.g_01690	Syae.g_02647
OG0000314	Prbb.g_01711	Syae.g_02618
OG0000315	Prbb.g_01721	Syae.g_02609
OG0000316	Prbb.g_01746	Syae.g_01118
OG0000317	Prbb.g_01821	Syae.g_01160
OG0000318	Prbb.g_01824	Syae.g_01164
OG0000319	Prbb.g_01835	Syae.g_01181
OG0000320	Prbb.g_01837	Syae.g_01183
OG0000321	Prbb.g_01838	Syae.g_01184
OG0000322	Prbb.g_01839	Syae.g_01185
OG0000323	Prbb.g_01848	Syae.g_01200
OG0000324	Prbb.g_01875	Syae.g_01049
OG0000325	Prbb.g_01924	Syae.g_02033
OG0000326	Prbb.g_01930	Syae.g_02040
OG0000327	Prbb.g_01959	Syae.g_02080
OG0000328	Prbb.g_01960	Syae.g_02081
OG0000329	Prbb.g_01977	Syae.g_02099
OG0000330	Prbb.g_01978	Syae.g_02100
OG0000331	Prbb.g_01979	Syae.g_02101
OG0000332	Prbb.g_01993	Syae.g_02116
OG0000333	Prbb.g_01995	Syae.g_02119
OG0000334	Prbb.g_02004	Syae.g_02128
OG0000335	Prbb.g_02009	Syae.g_02132
OG0000336	Prbb.g_02013	Syae.g_02136
OG0000337	Prbb.g_02031	Syae.g_01879
OG0000338	Prbb.g_02032	Syae.g_01876
OG0000339	Prbb.g_02037	Syae.g_01869
OG0000340	Prbb.g_02046	Syae.g_01855
OG0000341	Prbb.g_02048	Syae.g_01853
OG0000342	Prbb.g_02049	Syae.g_01852
OG0000343	Prbb.g_02050	Syae.g_01848
OG0000344	Prbb.g_02053	Syae.g_01843
OG0000345	Prbb.g_02058	Syae.g_01833
OG0000346	Prbb.g_02062	Syae.g_01828
OG0000347	Prbb.g_02082	Syae.g_01805
OG0000348	Prbb.g_02104	Syae.g_01781
OG0000349	Prbb.g_02122	Syae.g_01763
OG0000350	Prbb.g_02143	Syae.g_02047
OG0000351	Prbb.g_02168	Syae.g_01684
OG0000352	Prbb.g_02169	Syae.g_01685
OG0000353	Prbb.g_02188	Syae.g_01711
OG0000355	Prbb.g_00001	Syae.g_01713
OG0000356	Prbb.g_00002	Syae.g_01714
OG0000357	Prbb.g_00003	Syae.g_01715
OG0000358	Prbb.g_00008	Syae.g_01719
OG0000359	Prbb.g_00009	Syae.g_01721
OG0000360	Prbb.g_00010	Syae.g_01722
OG0000361	Prbb.g_00011	Syae.g_01723
OG0000362	Prbb.g_00013	Syae.g_01725
OG0000363	Prbb.g_00015	Syae.g_01727
OG0000364	Prbb.g_00016	Syae.g_01728
OG0000365	Prbb.g_00021	Syae.g_01737
OG0000366	Prbb.g_00022	Syae.g_01738
OG0000367	Prbb.g_00023	Syae.g_01739
OG0000368	Prbb.g_00025	Syae.g_01741
OG0000369	Prbb.g_00026	Syae.g_01742
OG0000370	Prbb.g_00027	Syae.g_01743
OG0000371	Prbb.g_00033	Syae.g_01751
OG0000372	Prbb.g_00035	Syae.g_01756
OG0000373	Prbb.g_00036	Syae.g_01757
OG0000374	Prbb.g_00037	Syae.g_01758
OG0000375	Prbb.g_00055	Syae.g_01759
OG0000376	Prbb.g_00057	Syae.g_01761
OG0000377	Prbb.g_00060	Syae.g_01561
OG0000378	Prbb.g_00062	Syae.g_01553
OG0000379	Prbb.g_00065	Syae.g_01550
OG0000380	Prbb.g_00121	Syae.g_01281
OG0000381	Prbb.g_00125	Syae.g_01285
OG0000382	Prbb.g_00136	Syae.g_01322
OG0000383	Prbb.g_00138	Syae.g_01324
OG0000384	Prbb.g_00139	Syae.g_01325
OG0000385	Prbb.g_00140	Syae.g_01326
OG0000386	Prbb.g_00141	Syae.g_01327
OG0000387	Prbb.g_00154	Syae.g_01354
OG0000388	Prbb.g_00158	Syae.g_01358
OG0000389	Prbb.g_00161	Syae.g_01362
OG0000390	Prbb.g_00170	Syae.g_01378
OG0000391	Prbb.g_00174	Syae.g_01383
OG0000392	Prbb.g_00177	Syae.g_01389
OG0000393	Prbb.g_00180	Syae.g_01392
OG0000394	Prbb.g_00181	Syae.g_01393
OG0000395	Prbb.g_00182	Syae.g_01394
OG0000396	Prbb.g_00185	Syae.g_01397
OG0000397	Prbb.g_00187	Syae.g_01400
OG0000398	Prbb.g_00190	Syae.g_01405
OG0000399	Prbb.g_00191	Syae.g_01406
OG0000400	Prbb.g_00192	Syae.g_01407
OG0000401	Prbb.g_00193	Syae.g_01408
OG0000402	Prbb.g_01101	Syae.g_01410
OG0000403	Prbb.g_00194	Syae.g_01411
OG0000404	Prbb.g_00195	Syae.g_01412
OG0000405	Prbb.g_00200	Syae.g_01426
OG0000406	Prbb.g_00204	Syae.g_01430
OG0000407	Prbb.g_00205	Syae.g_01431
OG0000408	Prbb.g_00207	Syae.g_01433
OG0000409	Prbb.g_00209	Syae.g_01435
OG0000410	Prbb.g_00210	Syae.g_01436
OG0000411	Prbb.g_00211	Syae.g_01437
OG0000412	Prbb.g_00212	Syae.g_01438
OG0000413	Prbb.g_00213	Syae.g_01440
OG0000415	Prbb.g_00215	Syae.g_01441
OG0000416	Prbb.g_00216	Syae.g_01442
OG0000417	Prbb.g_00217	Syae.g_01443
OG0000418	Prbb.g_00222	Syae.g_01448
OG0000419	Prbb.g_00224	Syae.g_01450
OG0000420	Prbb.g_00225	Syae.g_01452
OG0000421	Prbb.g_00229	Syae.g_01457
OG0000422	Prbb.g_00230	Syae.g_01458
OG0000423	Prbb.g_00231	Syae.g_01459
OG0000424	Prbb.g_00232	Syae.g_01460
OG0000425	Prbb.g_00233	Syae.g_01461
OG0000426	Prbb.g_00234	Syae.g_01462
OG0000427	Prbb.g_00235	Syae.g_01463
OG0000428	Prbb.g_00237	Syae.g_01466
OG0000429	Prbb.g_00238	Syae.g_01468
OG0000430	Prbb.g_00239	Syae.g_01470
OG0000431	Prbb.g_00241	Syae.g_01473
OG0000432	Prbb.g_00245	Syae.g_01481
OG0000433	Prbb.g_00246	Syae.g_01484
OG0000434	Prbb.g_00247	Syae.g_01485
OG0000435	Prbb.g_00248	Syae.g_01486
OG0000436	Prbb.g_00253	Syae.g_01491
OG0000437	Prbb.g_00254	Syae.g_01492
OG0000438	Prbb.g_00255	Syae.g_01493
OG0000439	Prbb.g_00257	Syae.g_01495
OG0000440	Prbb.g_00258	Syae.g_01496
OG0000441	Prbb.g_00260	Syae.g_01501
OG0000442	Prbb.g_00261	Syae.g_01502
OG0000443	Prbb.g_00262	Syae.g_01503
OG0000444	Prbb.g_00267	Syae.g_01509
OG0000445	Prbb.g_00268	Syae.g_01510
OG0000446	Prbb.g_00269	Syae.g_01512
OG0000447	Prbb.g_00270	Syae.g_01517
OG0000448	Prbb.g_00271	Syae.g_01518
OG0000449	Prbb.g_00272	Syae.g_01519
OG0000450	Prbb.g_00273	Syae.g_01525
OG0000451	Prbb.g_00274	Syae.g_01526
OG0000452	Prbb.g_00277	Syae.g_01530
OG0000453	Prbb.g_00278	Syae.g_01531
OG0000454	Prbb.g_00279	Syae.g_01532
OG0000455	Prbb.g_00280	Syae.g_01533
OG0000456	Prbb.g_00281	Syae.g_01534
OG0000457	Prbb.g_00282	Syae.g_01536
OG0000458	Prbb.g_00283	Syae.g_01538
OG0000459	Prbb.g_00284	Syae.g_01539
OG0000460	Prbb.g_00292	Syae.g_02236
OG0000461	Prbb.g_00300	Syae.g_02024
OG0000462	Prbb.g_00302	Syae.g_02021
OG0000463	Prbb.g_00303	Syae.g_02020
OG0000464	Prbb.g_00304	Syae.g_02019
OG0000465	Prbb.g_00305	Syae.g_02018
OG0000466	Prbb.g_00306	Syae.g_02014
OG0000467	Prbb.g_00307	Syae.g_02012
OG0000468	Prbb.g_00309	Syae.g_02007
OG0000469	Prbb.g_00316	Syae.g_01992
OG0000470	Prbb.g_00318	Syae.g_01990
OG0000471	Prbb.g_00319	Syae.g_01989
OG0000472	Prbb.g_00320	Syae.g_01987
OG0000473	Prbb.g_00322	Syae.g_01985
OG0000474	Prbb.g_00323	Syae.g_01984
OG0000475	Prbb.g_00324	Syae.g_01983
OG0000476	Prbb.g_00326	Syae.g_01981
OG0000477	Prbb.g_00328	Syae.g_01975
OG0000478	Prbb.g_00329	Syae.g_01974
OG0000479	Prbb.g_00330	Syae.g_01973
OG0000480	Prbb.g_00334	Syae.g_01966
OG0000481	Prbb.g_00336	Syae.g_01964
OG0000482	Prbb.g_00337	Syae.g_01963
OG0000483	Prbb.g_00340	Syae.g_01959
OG0000484	Prbb.g_00341	Syae.g_01958
OG0000485	Prbb.g_00342	Syae.g_01957
OG0000486	Prbb.g_00343	Syae.g_01956
OG0000487	Prbb.g_00346	Syae.g_01950
OG0000488	Prbb.g_00349	Syae.g_01946
OG0000489	Prbb.g_00354	Syae.g_01936
OG0000490	Prbb.g_00359	Syae.g_01928
OG0000491	Prbb.g_00360	Syae.g_01927
OG0000492	Prbb.g_00362	Syae.g_01925
OG0000493	Prbb.g_00363	Syae.g_01924
OG0000494	Prbb.g_00364	Syae.g_01923
OG0000495	Prbb.g_00365	Syae.g_01922
OG0000496	Prbb.g_00366	Syae.g_01921
OG0000497	Prbb.g_00367	Syae.g_01920
OG0000498	Prbb.g_00368	Syae.g_01919
OG0000499	Prbb.g_00369	Syae.g_01918
OG0000500	Prbb.g_00370	Syae.g_01917
OG0000501	Prbb.g_00372	Syae.g_01914
OG0000502	Prbb.g_00375	Syae.g_01902
OG0000503	Prbb.g_00394	Syae.g_02192
OG0000504	Prbb.g_00396	Syae.g_02194
OG0000505	Prbb.g_00397	Syae.g_02195
OG0000506	Prbb.g_00398	Syae.g_02197
OG0000507	Prbb.g_00401	Syae.g_02203
OG0000508	Prbb.g_00404	Syae.g_02207
OG0000509	Prbb.g_00406	Syae.g_02209
OG0000510	Prbb.g_00407	Syae.g_02210
OG0000511	Prbb.g_00408	Syae.g_02211
OG0000512	Prbb.g_00410	Syae.g_02213
OG0000513	Prbb.g_00419	Syae.g_02223
OG0000514	Prbb.g_00436	Syae.g_02229
OG0000515	Prbb.g_00437	Syae.g_02230
OG0000516	Prbb.g_00438	Syae.g_01000
OG0000517	Prbb.g_00440	Syae.g_00995
OG0000518	Prbb.g_00451	Syae.g_00983
OG0000519	Prbb.g_00452	Syae.g_00982
OG0000520	Prbb.g_00453	Syae.g_00981
OG0000521	Prbb.g_00458	Syae.g_02491
OG0000522	Prbb.g_00460	Syae.g_02493
OG0000523	Prbb.g_00461	Syae.g_02494
OG0000524	Prbb.g_00468	Syae.g_02501
OG0000525	Prbb.g_00472	Syae.g_02520
OG0000526	Prbb.g_00473	Syae.g_02523
OG0000527	Prbb.g_00476	Syae.g_02528
OG0000528	Prbb.g_00482	Syae.g_02304
OG0000529	Prbb.g_00486	Syae.g_02310
OG0000530	Prbb.g_00489	Syae.g_02313
OG0000531	Prbb.g_00490	Syae.g_02314
OG0000532	Prbb.g_00491	Syae.g_02317
OG0000533	Prbb.g_00492	Syae.g_02318
OG0000534	Prbb.g_00493	Syae.g_02319
OG0000535	Prbb.g_00494	Syae.g_02320
OG0000536	Prbb.g_00495	Syae.g_02321
OG0000537	Prbb.g_00496	Syae.g_02322
OG0000538	Prbb.g_00504	Syae.g_02333
OG0000539	Prbb.g_00505	Syae.g_02334
OG0000540	Prbb.g_00506	Syae.g_02335
OG0000541	Prbb.g_00507	Syae.g_02336
OG0000542	Prbb.g_00509	Syae.g_02339
OG0000543	Prbb.g_00511	Syae.g_02341
OG0000544	Prbb.g_00512	Syae.g_02342
OG0000545	Prbb.g_00514	Syae.g_02344
OG0000546	Prbb.g_00517	Syae.g_02346
OG0000547	Prbb.g_00519	Syae.g_02348
OG0000548	Prbb.g_00520	Syae.g_02349
OG0000549	Prbb.g_00523	Syae.g_02354
OG0000550	Prbb.g_00527	Syae.g_02358
OG0000551	Prbb.g_00530	Syae.g_02363
OG0000552	Prbb.g_00531	Syae.g_02364
OG0000553	Prbb.g_00532	Syae.g_02366
OG0000554	Prbb.g_00537	Syae.g_02375
OG0000555	Prbb.g_00545	Syae.g_02390
OG0000556	Prbb.g_00547	Syae.g_02394
OG0000557	Prbb.g_00548	Syae.g_02398
