Orthogroup	Prbb	Pran
OG0000173	Prbb.g_02116	Pran.g_01199
OG0000174	Prbb.g_02147	Pran.g_01226
OG0000175	Prbb.g_02165	Pran.g_01236
OG0000176	Prbb.g_00004	Pran.g_01261
OG0000177	Prbb.g_00005	Pran.g_01262
OG0000178	Prbb.g_00007, Prbb.g_00006	Pran.g_01263
OG0000179	Prbb.g_00017	Pran.g_00408
OG0000180	Prbb.g_00018	Pran.g_00407
OG0000181	Prbb.g_00019	Pran.g_00406
OG0000182	Prbb.g_00020	Pran.g_00405
OG0000183	Prbb.g_00024	Pran.g_00401
OG0000184	Prbb.g_00061	Pran.g_00379
OG0000185	Prbb.g_00064	Pran.g_00376
OG0000186	Prbb.g_00119	Pran.g_00368
OG0000187	Prbb.g_00120	Pran.g_00367
OG0000188	Prbb.g_00137	Pran.g_00350
OG0000189	Prbb.g_00151	Pran.g_00337
OG0000190	Prbb.g_00152	Pran.g_00336
OG0000191	Prbb.g_00175	Pran.g_00316
OG0000192	Prbb.g_00179	Pran.g_00312
OG0000193	Prbb.g_00203	Pran.g_00287
OG0000194	Prbb.g_00206	Pran.g_00283
OG0000195	Prbb.g_00208	Pran.g_00281
OG0000196	Prbb.g_00218	Pran.g_00271
OG0000197	Prbb.g_00219	Pran.g_00270
OG0000198	Prbb.g_00220	Pran.g_00269
OG0000199	Prbb.g_00227	Pran.g_00262
OG0000200	Prbb.g_00240	Pran.g_00248
OG0000201	Prbb.g_00249	Pran.g_00240
OG0000202	Prbb.g_00250	Pran.g_00239
OG0000203	Prbb.g_00251	Pran.g_00238
OG0000204	Prbb.g_00252	Pran.g_00237
OG0000205	Prbb.g_00259	Pran.g_00230
OG0000206	Prbb.g_00263	Pran.g_00225
OG0000207	Prbb.g_00265	Pran.g_00223
OG0000208	Prbb.g_00266	Pran.g_00222
OG0000209	Prbb.g_00275	Pran.g_00213
OG0000210	Prbb.g_00276	Pran.g_00212
OG0000211	Prbb.g_00290	Pran.g_00199
OG0000212	Prbb.g_00298	Pran.g_00193
OG0000213	Prbb.g_00313	Pran.g_01935
OG0000214	Prbb.g_00321	Pran.g_01926
OG0000215	Prbb.g_00344	Pran.g_01902
OG0000216	Prbb.g_00345	Pran.g_01900
OG0000217	Prbb.g_00348	Pran.g_01897
OG0000218	Prbb.g_00350	Pran.g_01895
OG0000219	Prbb.g_00351	Pran.g_01894
OG0000220	Prbb.g_00352	Pran.g_01893
OG0000221	Prbb.g_00353	Pran.g_01892
OG0000222	Prbb.g_00361	Pran.g_01884
OG0000223	Prbb.g_00374	Pran.g_01871
OG0000224	Prbb.g_00376	Pran.g_01869
OG0000225	Prbb.g_00405	Pran.g_01849
OG0000226	Prbb.g_00409	Pran.g_01845
OG0000227	Prbb.g_00411	Pran.g_01843
OG0000228	Prbb.g_00415	Pran.g_01840
OG0000229	Prbb.g_00441	Pran.g_01744
OG0000230	Prbb.g_00443	Pran.g_01742
OG0000231	Prbb.g_00454	Pran.g_01728
OG0000232	Prbb.g_00462	Pran.g_01720
OG0000233	Prbb.g_00470	Pran.g_01715
OG0000234	Prbb.g_00479	Pran.g_01702
OG0000235	Prbb.g_00483	Pran.g_01699
OG0000236	Prbb.g_00497	Pran.g_01685
OG0000237	Prbb.g_00510	Pran.g_01672
OG0000238	Prbb.g_00516	Pran.g_01666
OG0000239	Prbb.g_00528	Pran.g_01653
OG0000240	Prbb.g_00529	Pran.g_01652
OG0000241	Prbb.g_00533	Pran.g_01648
OG0000242	Prbb.g_00535	Pran.g_01646
OG0000243	Prbb.g_00546	Pran.g_01635
OG0000244	Prbb.g_00550	Pran.g_01632
OG0000245	Prbb.g_00552	Pran.g_01630
OG0000246	Prbb.g_00556	Pran.g_01626
OG0000247	Prbb.g_00566	Pran.g_01616
OG0000248	Prbb.g_00568	Pran.g_01613
OG0000249	Prbb.g_00570	Pran.g_01611
OG0000250	Prbb.g_00575	Pran.g_01606
OG0000251	Prbb.g_00591	Pran.g_01587
OG0000252	Prbb.g_00593	Pran.g_01584
OG0000253	Prbb.g_00595	Pran.g_01583
OG0000254	Prbb.g_00612	Pran.g_01567
OG0000255	Prbb.g_00618	Pran.g_01561
OG0000256	Prbb.g_00628	Pran.g_01551
OG0000257	Prbb.g_00631	Pran.g_01548
OG0000258	Prbb.g_00644	Pran.g_01535
OG0000259	Prbb.g_00661	Pran.g_01518
OG0000260	Prbb.g_00665	Pran.g_01515
OG0000261	Prbb.g_00668	Pran.g_01513
OG0000262	Prbb.g_00673	Pran.g_01509
OG0000263	Prbb.g_00686	Pran.g_01497
OG0000264	Prbb.g_00697, Prbb.g_00698	Pran.g_01487
OG0000265	Prbb.g_00713	Pran.g_01460
OG0000266	Prbb.g_00723	Pran.g_01450
OG0000267	Prbb.g_00736	Pran.g_01439
OG0000268	Prbb.g_00737	Pran.g_01438
OG0000269	Prbb.g_00778	Pran.g_01348
OG0000270	Prbb.g_00781	Pran.g_01345
OG0000271	Prbb.g_00789	Pran.g_01337
OG0000272	Prbb.g_00790	Pran.g_01336
OG0000273	Prbb.g_00814	Pran.g_01313
OG0000274	Prbb.g_00815	Pran.g_01312
OG0000275	Prbb.g_00817	Pran.g_01310
OG0000276	Prbb.g_00823	Pran.g_01305
OG0000277	Prbb.g_00824	Pran.g_01304
OG0000278	Prbb.g_00828	Pran.g_01301
OG0000279	Prbb.g_00835	Pran.g_01294
OG0000280	Prbb.g_01370	Pran.g_01293
OG0000281	Prbb.g_00841	Pran.g_01287
OG0000282	Prbb.g_00934	Pran.g_00431
OG0000283	Prbb.g_00965	Pran.g_00464
OG0000284	Prbb.g_00970	Pran.g_00469
OG0000285	Prbb.g_00975	Pran.g_00474
OG0000286	Prbb.g_00990	Pran.g_00486
OG0000287	Prbb.g_00101	Pran.g_00503
OG0000288	Prbb.g_01039	Pran.g_00541
OG0000289	Prbb.g_01051	Pran.g_00552
OG0000290	Prbb.g_01067	Pran.g_00565
OG0000291	Prbb.g_01069	Pran.g_00567
OG0000292	Prbb.g_01238	Pran.g_00135
OG0000293	Prbb.g_01527	Pran.g_00069
OG0000294	Prbb.g_01526	Pran.g_00068
OG0000295	Prbb.g_01502	Pran.g_00048
OG0000296	Prbb.g_01500	Pran.g_00046
OG0000297	Prbb.g_01491	Pran.g_00038
OG0000298	Prbb.g_01490	Pran.g_00037
OG0000299	Prbb.g_01471	Pran.g_00020
OG0000300	Prbb.g_01468	Pran.g_00017
OG0000301	Prbb.g_01467	Pran.g_00016
OG0000302	Prbb.g_01464	Pran.g_00014
OG0000303	Prbb.g_01459	Pran.g_00007
OG0000304	Prbb.g_01456	Pran.g_00003
OG0000305	Prbb.g_01789	Pran.g_00848
OG0000306	Prbb.g_00845	Pran.g_00846
OG0000307	Prbb.g_01648	Pran.g_00832
OG0000308	Prbb.g_01649	Pran.g_00831
OG0000309	Prbb.g_01653	Pran.g_00827
OG0000310	Prbb.g_01671	Pran.g_00748
OG0000311	Prbb.g_01673	Pran.g_00746
OG0000312	Prbb.g_01676	Pran.g_00743
OG0000313	Prbb.g_01690	Pran.g_00729
OG0000314	Prbb.g_01711	Pran.g_00706
OG0000315	Prbb.g_01721	Pran.g_00696
OG0000316	Prbb.g_01746	Pran.g_00676
OG0000317	Prbb.g_01821	Pran.g_00968
OG0000318	Prbb.g_01824	Pran.g_00971
OG0000319	Prbb.g_01835	Pran.g_00984
OG0000320	Prbb.g_01837	Pran.g_00986
OG0000321	Prbb.g_01838	Pran.g_00987
OG0000322	Prbb.g_01839	Pran.g_00988
OG0000323	Prbb.g_01848	Pran.g_00997
OG0000324	Prbb.g_01875	Pran.g_01023
OG0000325	Prbb.g_01924	Pran.g_01033
OG0000326	Prbb.g_01930	Pran.g_01039
OG0000327	Prbb.g_01959	Pran.g_01063
OG0000328	Prbb.g_01960	Pran.g_01064
OG0000329	Prbb.g_01977	Pran.g_01082
OG0000330	Prbb.g_01978	Pran.g_01083
OG0000331	Prbb.g_01979	Pran.g_01084
OG0000332	Prbb.g_01993	Pran.g_01098
OG0000333	Prbb.g_01995	Pran.g_01100
OG0000334	Prbb.g_02004	Pran.g_01108
OG0000335	Prbb.g_02009	Pran.g_01113
OG0000336	Prbb.g_02013	Pran.g_01117
OG0000337	Prbb.g_02031	Pran.g_01133
OG0000338	Prbb.g_02032	Pran.g_01134
OG0000339	Prbb.g_02037	Pran.g_01138
OG0000340	Prbb.g_02046	Pran.g_01145
OG0000341	Prbb.g_02048	Pran.g_01147
OG0000342	Prbb.g_02049	Pran.g_01148
OG0000343	Prbb.g_02050	Pran.g_01149
OG0000344	Prbb.g_02053	Pran.g_01152
OG0000345	Prbb.g_02058	Pran.g_01157
OG0000346	Prbb.g_02062	Pran.g_01161
OG0000347	Prbb.g_02082	Pran.g_01177
OG0000348	Prbb.g_02104	Pran.g_01187
OG0000349	Prbb.g_02122	Pran.g_01203
OG0000350	Prbb.g_02143	Pran.g_01222
OG0000351	Prbb.g_02168	Pran.g_01239
OG0000352	Prbb.g_02169	Pran.g_01240
OG0000353	Prbb.g_02188	Pran.g_01256
OG0000355	Prbb.g_00001	Pran.g_01258
OG0000356	Prbb.g_00002	Pran.g_01259
OG0000357	Prbb.g_00003	Pran.g_01260
OG0000358	Prbb.g_00008	Pran.g_01264
OG0000359	Prbb.g_00009	Pran.g_01265
OG0000360	Prbb.g_00010	Pran.g_01266
OG0000361	Prbb.g_00011	Pran.g_01267
OG0000362	Prbb.g_00013	Pran.g_01269
OG0000363	Prbb.g_00015	Pran.g_00410
OG0000364	Prbb.g_00016	Pran.g_00409
OG0000365	Prbb.g_00021	Pran.g_00404
OG0000366	Prbb.g_00022	Pran.g_00403
OG0000367	Prbb.g_00023	Pran.g_00402
OG0000368	Prbb.g_00025	Pran.g_00400
OG0000369	Prbb.g_00026	Pran.g_00399
OG0000370	Prbb.g_00027	Pran.g_00398
OG0000371	Prbb.g_00033	Pran.g_00392
OG0000372	Prbb.g_00035	Pran.g_00389
OG0000373	Prbb.g_00036	Pran.g_00388
OG0000374	Prbb.g_00037	Pran.g_00387
OG0000375	Prbb.g_00055	Pran.g_00385
OG0000376	Prbb.g_00057	Pran.g_00383
OG0000377	Prbb.g_00060	Pran.g_00380
OG0000378	Prbb.g_00062	Pran.g_00378
OG0000379	Prbb.g_00065	Pran.g_00375
OG0000380	Prbb.g_00121	Pran.g_00366
OG0000381	Prbb.g_00125	Pran.g_00362
OG0000382	Prbb.g_00136	Pran.g_00351
OG0000383	Prbb.g_00138	Pran.g_00349
OG0000384	Prbb.g_00139	Pran.g_00348
OG0000385	Prbb.g_00140	Pran.g_00347
OG0000386	Prbb.g_00141	Pran.g_00346
OG0000387	Prbb.g_00154	Pran.g_00334
OG0000388	Prbb.g_00158	Pran.g_00331
OG0000389	Prbb.g_00161	Pran.g_00327
OG0000390	Prbb.g_00170	Pran.g_00320
OG0000391	Prbb.g_00174	Pran.g_00317
OG0000392	Prbb.g_00177	Pran.g_00313
OG0000393	Prbb.g_00180	Pran.g_00311
OG0000394	Prbb.g_00181	Pran.g_00310
OG0000395	Prbb.g_00182	Pran.g_00309
OG0000396	Prbb.g_00185	Pran.g_00307
OG0000397	Prbb.g_00187	Pran.g_00305
OG0000398	Prbb.g_00190	Pran.g_00303
OG0000399	Prbb.g_00191	Pran.g_00302
OG0000400	Prbb.g_00192	Pran.g_00301
OG0000401	Prbb.g_00193	Pran.g_00300
OG0000402	Prbb.g_01101	Pran.g_00298
OG0000403	Prbb.g_00194	Pran.g_00297
OG0000404	Prbb.g_00195	Pran.g_00296
OG0000405	Prbb.g_00200	Pran.g_00292
OG0000406	Prbb.g_00204	Pran.g_00286
OG0000407	Prbb.g_00205	Pran.g_00285
OG0000408	Prbb.g_00207	Pran.g_00282
OG0000409	Prbb.g_00209	Pran.g_00280
OG0000410	Prbb.g_00210	Pran.g_00279
OG0000411	Prbb.g_00211	Pran.g_00278
OG0000412	Prbb.g_00212	Pran.g_00277
OG0000413	Prbb.g_00213	Pran.g_00276
OG0000414	Prbb.g_00214	Pran.g_00275
OG0000415	Prbb.g_00215	Pran.g_00274
OG0000416	Prbb.g_00216	Pran.g_00273
OG0000417	Prbb.g_00217	Pran.g_00272
OG0000418	Prbb.g_00222	Pran.g_00267
OG0000419	Prbb.g_00224	Pran.g_00265
OG0000420	Prbb.g_00225	Pran.g_00264
OG0000421	Prbb.g_00229	Pran.g_00259
OG0000422	Prbb.g_00230	Pran.g_00258
OG0000423	Prbb.g_00231	Pran.g_00257
OG0000424	Prbb.g_00232	Pran.g_00256
OG0000425	Prbb.g_00233	Pran.g_00255
OG0000426	Prbb.g_00234	Pran.g_00254
OG0000427	Prbb.g_00235	Pran.g_00253
OG0000428	Prbb.g_00237	Pran.g_00251
OG0000429	Prbb.g_00238	Pran.g_00250
OG0000430	Prbb.g_00239	Pran.g_00249
OG0000431	Prbb.g_00241	Pran.g_00247
OG0000432	Prbb.g_00245	Pran.g_00244
OG0000433	Prbb.g_00246	Pran.g_00243
OG0000434	Prbb.g_00247	Pran.g_00242
OG0000435	Prbb.g_00248	Pran.g_00241
OG0000436	Prbb.g_00253	Pran.g_00236
OG0000437	Prbb.g_00254	Pran.g_00235
OG0000438	Prbb.g_00255	Pran.g_00234
OG0000439	Prbb.g_00257	Pran.g_00232
OG0000440	Prbb.g_00258	Pran.g_00231
OG0000441	Prbb.g_00260	Pran.g_00228
OG0000442	Prbb.g_00261	Pran.g_00227
OG0000443	Prbb.g_00262	Pran.g_00226
OG0000444	Prbb.g_00267	Pran.g_00221
OG0000445	Prbb.g_00268	Pran.g_00220
OG0000446	Prbb.g_00269	Pran.g_00219
OG0000447	Prbb.g_00270	Pran.g_00218
OG0000448	Prbb.g_00271	Pran.g_00217
OG0000449	Prbb.g_00272	Pran.g_00216
OG0000450	Prbb.g_00273	Pran.g_00215
OG0000451	Prbb.g_00274	Pran.g_00214
OG0000452	Prbb.g_00277	Pran.g_00211
OG0000453	Prbb.g_00278	Pran.g_00210
OG0000454	Prbb.g_00279	Pran.g_00209
OG0000455	Prbb.g_00280	Pran.g_00208
OG0000456	Prbb.g_00281	Pran.g_00207
OG0000457	Prbb.g_00282	Pran.g_00206
OG0000458	Prbb.g_00283	Pran.g_00205
OG0000459	Prbb.g_00284	Pran.g_00204
OG0000460	Prbb.g_00292	Pran.g_00197
OG0000461	Prbb.g_00300	Pran.g_01950
OG0000462	Prbb.g_00302	Pran.g_01948
OG0000463	Prbb.g_00303	Pran.g_01947
OG0000464	Prbb.g_00304	Pran.g_01946
OG0000465	Prbb.g_00305	Pran.g_01945
OG0000466	Prbb.g_00306	Pran.g_01942
OG0000467	Prbb.g_00307	Pran.g_01941
OG0000468	Prbb.g_00309	Pran.g_01939
OG0000469	Prbb.g_00316	Pran.g_01931
OG0000470	Prbb.g_00318	Pran.g_01929
OG0000471	Prbb.g_00319	Pran.g_01928
OG0000472	Prbb.g_00320	Pran.g_01927
OG0000473	Prbb.g_00322	Pran.g_01925
OG0000474	Prbb.g_00323	Pran.g_01924
OG0000475	Prbb.g_00324	Pran.g_01923
OG0000476	Prbb.g_00326	Pran.g_01922
OG0000477	Prbb.g_00328	Pran.g_01919
OG0000478	Prbb.g_00329	Pran.g_01918
OG0000479	Prbb.g_00330	Pran.g_01917
OG0000480	Prbb.g_00334	Pran.g_01912
OG0000481	Prbb.g_00336	Pran.g_01910
OG0000482	Prbb.g_00337	Pran.g_01909
OG0000483	Prbb.g_00340	Pran.g_01906
OG0000484	Prbb.g_00341	Pran.g_01905
OG0000485	Prbb.g_00342	Pran.g_01904
OG0000486	Prbb.g_00343	Pran.g_01903
OG0000487	Prbb.g_00346	Pran.g_01899
OG0000488	Prbb.g_00349	Pran.g_01896
OG0000489	Prbb.g_00354	Pran.g_01891
OG0000490	Prbb.g_00359	Pran.g_01886
OG0000491	Prbb.g_00360	Pran.g_01885
OG0000492	Prbb.g_00362	Pran.g_01883
OG0000493	Prbb.g_00363	Pran.g_01882
OG0000494	Prbb.g_00364	Pran.g_01881
OG0000495	Prbb.g_00365	Pran.g_01880
OG0000496	Prbb.g_00366	Pran.g_01879
OG0000497	Prbb.g_00367	Pran.g_01878
OG0000498	Prbb.g_00368	Pran.g_01877
OG0000499	Prbb.g_00369	Pran.g_01876
OG0000500	Prbb.g_00370	Pran.g_01875
OG0000501	Prbb.g_00372	Pran.g_01873
OG0000502	Prbb.g_00375	Pran.g_01870
OG0000503	Prbb.g_00394	Pran.g_01860
OG0000504	Prbb.g_00396	Pran.g_01859
OG0000505	Prbb.g_00397	Pran.g_01858
OG0000506	Prbb.g_00398	Pran.g_01857
OG0000507	Prbb.g_00401	Pran.g_01854
OG0000508	Prbb.g_00404	Pran.g_01850
OG0000509	Prbb.g_00406	Pran.g_01848
OG0000510	Prbb.g_00407	Pran.g_01847
OG0000511	Prbb.g_00408	Pran.g_01846
OG0000512	Prbb.g_00410	Pran.g_01844
OG0000513	Prbb.g_00419	Pran.g_01837
OG0000514	Prbb.g_00436	Pran.g_01749
OG0000515	Prbb.g_00437	Pran.g_01748
OG0000516	Prbb.g_00438	Pran.g_01747
OG0000517	Prbb.g_00440	Pran.g_01745
OG0000518	Prbb.g_00451	Pran.g_01734
OG0000519	Prbb.g_00452	Pran.g_01733
OG0000520	Prbb.g_00453	Pran.g_01729
OG0000521	Prbb.g_00458	Pran.g_01724
OG0000522	Prbb.g_00460	Pran.g_01723
OG0000523	Prbb.g_00461	Pran.g_01722
OG0000524	Prbb.g_00468	Pran.g_01717
OG0000525	Prbb.g_00472	Pran.g_01714
OG0000526	Prbb.g_00473	Pran.g_01713
OG0000527	Prbb.g_00476	Pran.g_01705
OG0000528	Prbb.g_00482	Pran.g_01700
OG0000529	Prbb.g_00486	Pran.g_01697
OG0000530	Prbb.g_00489	Pran.g_01694
OG0000531	Prbb.g_00490	Pran.g_01693
OG0000532	Prbb.g_00491	Pran.g_01691
OG0000533	Prbb.g_00492	Pran.g_01690
OG0000534	Prbb.g_00493	Pran.g_01689
OG0000535	Prbb.g_00494	Pran.g_01688
OG0000536	Prbb.g_00495	Pran.g_01687
OG0000537	Prbb.g_00496	Pran.g_01686
OG0000538	Prbb.g_00504	Pran.g_01678
OG0000539	Prbb.g_00505	Pran.g_01677
OG0000540	Prbb.g_00506	Pran.g_01676
OG0000541	Prbb.g_00507	Pran.g_01675
OG0000542	Prbb.g_00509	Pran.g_01673
OG0000543	Prbb.g_00511	Pran.g_01671
OG0000544	Prbb.g_00512	Pran.g_01670
OG0000545	Prbb.g_00514	Pran.g_01668
OG0000546	Prbb.g_00517	Pran.g_01665
